,CLUSTER_GT_NEW_11,RAIL_FLAG,Year,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,CLUSTER_APTA_GROUPED,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,GasPrice_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,Total_FAC_cumsum
10,1,0,2012,38,1042,94,244954966.1,251407656.1,6452689.977999999,265721588.0,11734182.74,5235515.715,0.671601496,1224166.419,3.750876292,9.36480095,0.20889723699999999,-185061.8792,14482680.48,657654.2544,2927823.045,513505.6547,-72106.9044,18324494.65,-255801.9118,7889053.071,659365.1662,3075291.567,444678.1847,-78403.33503,11649024.75,-97081.40059999985,4665930.551000003,21946652.6611,68071272.815,4863106.7003,-7620941.564800001,91828939.7662
11,1,0,2013,38,1042,94,251407656.1,251351424.3,-56231.7378,261615986.3,-4105601.69,5310558.124,0.6823577140000001,1231717.82,3.634713896,9.320731675,0.20911842100000003,510359.8716,-1620941.7580000001,-59465.653320000005,-2678557.785,-133854.0709,-14099.755490000001,-3996559.152,526313.2392,-1579378.4119999998,-14541.330559999999,-2782039.3260000004,-233633.0024,-22322.857509999998,-4127489.1960000005,413278.47100000014,3044988.7930000024,21887187.00778,65392715.03,4729252.6294,-7635041.320290001,87832380.61420001
12,1,0,2014,38,1042,94,251351424.3,250361175.3,-990249.0796,260415209.5,-1200776.799,5377870.219,0.6911702270000001,1230847.6809999999,3.499807915,9.425284907,0.209025614,1206885.163,-1183640.7040000001,1464589.572,-3265724.144,383202.3048,-41643.89772,-1436331.706,1448128.601,-1426352.654,1303441.381,-3185276.413,662347.5567,-3065.269843,-1267681.543,1620163.634,1861348.0890000022,23351776.57978,62126990.886,5112454.9342,-7676685.218010001,86396048.90820001
13,1,0,2015,39,1074,97,250361175.3,241624122.5,-8764498.314,235086277.9,-25365482.17,5571998.246,0.712246672,1236078.977,2.571286175,9.145523875,0.20966648,2289797.756,-2074342.8169999998,1193540.793,-24365752.13,-1188133.675,38163.26287,-24106726.81,6416267.382999999,-1766375.076,1419001.2859999998,-30490682.16,-978167.8483,34474.24394,-25327318.73,3909961.39,-212994.72799999756,24545317.372780003,37761238.756,3924321.2592,-7638521.955140001,62289322.09820001
14,1,0,2016,39,1074,97,241624122.5,232749136.5,-8874986.004,230270094.1,-4816183.742,5808903.453,0.729009415,1248044.4679999999,2.2987535169999997,9.189739999,0.209676086,2329596.005,-966998.2958,1063536.986,-8112397.02,232721.1065,-10504.16605,-5464045.384,2161701.601,-361441.1987,933589.4207,-7425595.627,-103062.4222,-21375.51516,-4838976.221,6239557.395,-1179993.0237999975,25608854.358780004,29648841.735999998,4157042.3657,-7649026.121190001,56825276.714200005
15,1,0,2017,39,1074,97,232749136.5,223283219.8,-9465916.689,238173687.1,7903592.949,5925361.993,0.7374004209999999,1259128.393,2.587701129,8.899931038,0.20852404300000002,336469.9131,-971632.7997,1262017.231,8715587.62,-1073641.995,-85491.28437000001,8183308.685,348454.8773,-1305507.764,1353934.3969999999,8620767.51,-1014231.78,-99824.29052000001,7781399.677999999,6576027.3081,-2151625.8234999976,26870871.589780003,38364429.356,3083400.3707,-7734517.405560002,65008585.39920001
16,1,0,2018,39,1074,97,223283219.8,218700010.8,-4583208.952,250749524.7,12575837.61,5988322.039,0.724209482,1259815.7179999999,2.917184933,8.677410924,0.20769954,948854.7007,1468022.781,1037603.901,8755591.143,-794903.0807,-61151.41465,11354018.03,982227.6321,1973076.7140000002,1144844.39,9325471.55,-772507.1456,-77275.52916,12475557.78,7524882.0088,-683603.0424999977,27908475.490780003,47120020.499,2288497.29,-7795668.820210001,76362603.42920001
17,1,1,2002,2,56,5,0.0,409191.4794,0.0,465663.5642,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1,1,2003,2,56,5,409191.4794,439419.0696,30227.5902,452502.9556,-13160.60858,470048.5553,2.636050806,1365010.8669999999,1.64,8.334239952,0.218403717,-16598.26123,-18973.02549,7740.206373999999,16758.002419999997,-149.32950269999998,-2309.683314,-13532.090740000001,-19047.416540000002,-20859.67563,9365.198565,21294.83109,-793.9060186,-3119.6400519999997,-17431.869909999998,-16598.26123,-18973.02549,7740.206373999999,16758.002419999997,-149.32950269999998,-2309.683314,-13532.090740000001
19,1,1,2004,2,56,5,439419.0696,466794.1274,27375.0578,479123.8971,26620.94153,477430.4455,2.637216084,1461572.619,1.9214256999999997,8.304176613,0.21577011899999998,-5715.796194,6242.854831000001,8879.529817,20042.9201,-391.0338184,-2422.5018379999997,26635.9729,-5790.404826,5893.470041,9051.852848,20683.73892,-647.9731719,-2569.74228,23886.2181,-22314.057424,-12730.170659,16619.736191,36800.92251999999,-540.3633210999999,-4732.185152,13103.88216
20,1,1,2005,2,56,5,466794.1274,499249.604,32455.4766,510767.3535,31643.45633,456958.4768,2.667476729,1493392.844,2.324443317,8.309949272,0.20635520100000002,248.5781477,-2763.644033,10381.41839,27328.24245,36.07587622,-2235.742081,32994.92876,-905.592912,-3256.279033,10527.298920000001,27781.143669999998,-175.91355180000002,-2327.200765,29216.32243,-22065.4792763,-15493.814692,27001.154581000003,64129.16497,-504.2874448799999,-6967.927233,46098.81092
21,1,1,2006,2,56,5,499249.604,543467.458,44217.85400000001,536773.1169,26005.76342,450618.2483,2.759234952,1513795.898,2.655103252,8.203569939,0.193082015,8826.333104000001,-14079.9301,15117.2208,21241.48275,-1113.660818,-2778.684277,27212.76145,7099.656356999999,-13123.758259999999,15064.82609,21404.785969999997,-1545.877734,-2893.868997,22975.65552,-13239.1461723,-29573.744791999998,42118.375381000005,85370.64772,-1617.94826288,-9746.61151,73311.57237000001
22,1,1,2007,2,56,5,543467.458,566453.1364,22985.6784,617668.4065,80895.28957000001,488460.8472,2.54765549,1514045.491,2.843492405,8.77576953,0.19111738,46318.36956,20723.57698,1298.695901,12152.70755,5089.80962,-400.63775530000004,85182.52185,39052.28291,23397.65419,1580.475046,12448.79033,4875.196443,-459.1093562,80379.80595,33079.223387699996,-8850.167811999996,43417.071282000004,97523.35527,3471.8613571200003,-10147.2492653,158494.09422000003
23,1,1,2008,2,56,5,566453.1364,616896.5162,50443.3798,645832.6817,28164.27525,568694.3676,2.7680090880000003,1536176.372,3.316514638,9.147620935,0.1911568,14185.214590000001,-21203.44762,875.7452194,29718.20098,3875.1431840000005,-517.4764225,26933.379930000003,13249.36146,-22206.22285,927.0062897,32713.947,4020.747787,-540.5644321000001,27602.00422,47264.4379777,-30053.615431999995,44292.816501400004,127241.55625,7347.004541120001,-10664.7256878,185427.47415000002
24,1,1,2009,2,56,5,616896.5162,575304.326,-41592.1902,515689.969,-130142.7127,606831.0477,3.526441338,1559900.894,2.404387012,8.891197307,0.191147078,6966.5047939999995,-71916.99702000001,-1466.930685,-61189.58831,-2216.133514,-802.6519772999999,-130625.7967,6940.874237000001,-71651.38195,-1461.456798,-60963.11667999999,-2207.9394260000004,-799.6921318,-130939.4559,54230.9427717,-101970.612452,42825.885816400005,66051.96794,5130.871027120001,-11467.3776651,54801.67745000002
25,1,1,2010,2,56,5,575304.326,650881.1834,75576.8574,659798.7596,144108.7906,840336.4419,2.9911453619999997,1574995.0880000002,2.86,9.29720878,0.18710885,56196.20705,52077.20349,3185.430867,32715.171339999997,3905.108833,-1278.52809,146800.5935,55148.26278,50976.60974,3058.114218,32445.070860000003,3734.0703229999995,-1253.337286,142880.3329,110427.1498217,-49893.408962,46011.31668340001,98767.13928,9035.97986012,-12745.9057551,201602.27095
26,1,1,2011,2,56,5,650881.1834,679642.5376,28761.3542,718439.9426,58641.18298,887007.8282,3.044802545,1627601.429,3.65652426,9.038783432999999,0.189510097,2067.090071,1946.8581329999997,848.1837562999999,56050.808379999995,-2542.279689,-589.4067203,57781.25392999999,1984.89987,2357.291183,854.4548619999999,56606.0963,-2571.212055,-590.3471825,58049.95699,112494.2398927,-47946.550829,46859.50043970001,154817.94766,6493.70017112,-13335.3124754,259383.52487999998
27,1,1,2012,2,56,5,679642.5376,696191.7984,16549.2608,716253.5051,-2186.437519,987128.1996,3.32103862,1622381.362,3.787680608,9.230893535,0.18981899300000002,22604.15825,-31859.913610000003,-2156.545498,8364.450525,2170.028514,123.62171059999999,-754.2001109,-77957.43062,102110.4094,4187.661026,-24854.47954,-5484.875068,-187.72267019999998,-1215.016057,135098.3981427,-79806.464439,44702.95494170001,163182.398185,8663.72868512,-13211.6907648,258629.32476909997
28,1,1,2013,2,56,5,696191.7984,947033.1834,250841.385,963597.1133,247343.6083,1440375.725,2.378323284,1609222.456,3.685106788,10.41095157,0.190707806,81328.15714,132090.0189,-1577.899428,-6600.3848020000005,13705.761209999999,662.9016911,219608.5547,91609.58253,148751.7362,-1694.6985140000002,-7313.04967,15251.95324,738.0844609000001,248165.9444,216426.5552827,52283.55446099999,43125.05551370001,156582.01338299998,22369.48989512,-12548.7890737,478237.8794691
29,1,1,2014,3,79,7,947033.1834,1547964.083,23319.2164,1888707.3190000001,-31246.997489999998,1775686.05,2.655988583,1709286.225,3.5493032660000003,9.230410562000001,0.197662423,42625.64355,-45883.7219,5719.256359,-12371.01605,-17904.79031,153.9311497,-27660.6972,47294.37963,-51176.84081,6322.363874000001,-13827.6559,-20027.99044,168.7461678,-31062.23044,259052.1988327,6399.832560999996,48844.31187270001,144210.99733299998,4464.699585120001,-12394.857924,450577.1822691
30,1,1,2015,3,79,7,1547964.083,1867107.56,319143.4767,1550803.9619999998,-337903.3568,1164453.926,2.1663545909999997,1626304.356,2.699571249,9.660628853,0.22423372800000002,181459.0359,-260347.9674,4323.857522,-143836.1367,16358.2644,824.5558444000001,-201218.3905,724998.1967,-809654.9096,9092.202348,-324587.3773,58924.1145,3324.416605,-321833.206,440511.2347327,-253948.134839,53168.16939470001,374.86063299997477,20822.96398512,-11570.3020796,249358.79176909997
31,1,1,2016,4,103,9,1867107.56,2096225.0680000002,-101620.4916,1761873.22,-120572.7555,857637.2736,1.90604682,1591555.9419999998,2.466649294,8.762125604,0.233003875,-28473.052180000002,-25927.0041,6712.868187,-69153.27261,-27725.761360000004,-1659.862368,-146226.0844,-22710.40534,-24165.59718,4730.532848,-55444.9421,-21752.80746,-1229.536226,-121466.6565,412038.1825527,-279875.138939,59881.03758170001,-68778.41197700003,-6902.797374880003,-13230.1644476,103132.70736909998
32,1,1,2017,4,103,9,2096225.0680000002,2287947.009,191721.9412,2086284.65,324411.4293,740157.8699,1.676917468,1865385.341,2.6946445910000003,8.362271582,0.21681464600000003,158012.315,105173.5533,15308.382419999998,74838.42252000001,-9057.757408,-2276.046867,341998.869,165858.5327,77405.33752,15847.39765,81908.32657,-14324.185290000001,-2283.979868,321956.8239,570050.4975527,-174701.58563900003,75189.42000170001,6060.010542999982,-15960.554782880003,-15506.211314600001,445131.5763691
33,1,1,2018,4,103,9,2287947.009,2015824.4219999998,-272122.5868,2124782.285,38497.63528,570282.6262,1.9375696340000002,2028262.879,3.0311982360000003,7.934904104,0.207283915,64168.93221,-110979.403,11028.691429999999,97420.55889,-13366.31249,-2124.756491,46147.71058,-7063.32149,-25378.28427,8084.845388,76255.57367,-11599.80205,-1801.375964,36851.34992,634219.4297627,-285680.98863900005,86218.1114317,103480.56943299998,-29326.86727288,-17630.9678056,491279.28694910003
34,2,0,2002,54,755,71,0.0,94735466.39,0.0,82773787.4,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2,0,2003,56,786,74,94735466.39,105394137.0,5825691.739,96727972.51,9981894.476,3366849.7660000003,0.656159821,674660.5347,1.644574987,6.753158313999999,0.388845606,17448823.08,-2118122.45,2215794.87,3997612.117,-142287.6382,-1084240.778,20317579.2,6521923.511,-1042406.07,2056853.812,3571494.209,-109915.3587,-1016055.627,8824822.463,17448823.08,-2118122.45,2215794.87,3997612.117,-142287.6382,-1084240.778,20317579.2
36,2,0,2004,64,907,85,105394137.0,114618274.2,-6973143.754,113299801.2,4803794.728,3182747.39,0.6986527220000001,661133.0687,1.9244737969999999,6.316869898999999,0.368466416,-123661.6864,-1368012.592,2851986.585,4827693.446,68650.36262,-1113264.663,5143391.452,-1104515.006,-1621910.825,3338733.439,5436198.669,48356.64902,-1293068.197,1849382.572,17325161.3936,-3486135.0420000004,5067781.455,8825305.563000001,-73637.27557999999,-2197505.4409999996,25460970.652
37,2,0,2005,66,938,88,114618274.2,118374255.6,2956752.2789999996,121518646.0,7302826.761,3255160.203,0.688783094,699973.5847,2.347916501,6.485699362999999,0.35837405200000005,149854.7443,-1545015.205,3201898.7569999998,6767072.285,94824.59007,-1117467.66,7551167.512,34749.102269999996,-2040109.97,3323637.2430000002,7098649.074,34538.95312,-1148637.642,5986258.697000001,17475016.1379,-5031150.247,8269680.211999999,15592377.848000001,21187.31449000002,-3314973.101,33012138.163999997
38,2,0,2006,66,938,88,118374255.6,129520914.9,11146659.27,132180699.0,10662053.06,3394482.256,0.688875146,733580.7733,2.645216988,6.675600454,0.336339335,2015184.279,-271831.1419,3697344.861,4605373.587,168734.392,-1236793.883,8978012.094,2372856.371,933447.8378,3773479.623,4705359.8719999995,116234.9868,-1239325.631,9263307.576,19490200.416899998,-5302981.388900001,11967025.072999999,20197751.435000002,189921.70649,-4551766.983999999,41990150.258
39,2,0,2007,68,970,91,129520914.9,135251499.5,5461867.376,139324484.0,6868428.929,3426400.05,0.667018517,735850.4829,2.89367867,6.280456262,0.32499994600000004,1293222.007,1067649.489,1313555.969,3823254.311,-659838.1886,-421623.6349,6416219.953,1454207.8369999998,1127569.707,1435309.0159999998,3948941.0319999997,-655065.8858,-442532.7767,6385213.732999999,20783422.423899997,-4235331.899900001,13280581.042,24021005.746000003,-469916.48211,-4973390.618899999,48406370.211
40,2,0,2008,68,970,91,135251499.5,145588951.7,10337452.21,145245838.2,5921354.22,3491175.722,0.7171157570000001,740520.2590000001,3.337049385,6.486671262000001,0.317835842,840575.3992,-2304787.248,975197.7618,6593010.092999999,464252.1069,-396622.2949,6171625.818,789752.1029,-2970830.751,1063189.575,6970047.45,472277.9894,-403082.1467,5494713.5770000005,21623997.823099997,-6540119.1479,14255778.8038,30614015.839,-5664.375209999969,-5370012.913799999,54577996.029
41,2,0,2009,68,970,91,145588951.7,142206293.1,-3382658.5930000003,128474182.8,-16771655.43,3582132.0,0.7788104690000001,745538.7076,2.449772084,6.456983623999999,0.308958409,1455213.856,-4117537.443,239666.6167,-14019261.57,-37781.1605,-519333.1675,-16999032.87,1150265.711,-3884612.3860000004,274025.3913,-13772365.78,-58763.81182,-480204.5542,-17225171.2,23079211.679099996,-10657656.5909,14495445.4205,16594754.269000001,-43445.53570999997,-5889346.0813,37578963.158999994
42,2,0,2010,70,1001,94,142206293.1,147528884.2,4551610.078,138856231.4,9590278.572,3582015.503,0.7443377259999999,757554.2159999999,2.884086913,6.535106495,0.296133447,-229737.3833,1692107.1940000001,2256753.784,7729973.435,158716.5594,-853060.0715,10754753.52,-547442.8511,1196451.9440000001,2161148.191,7436228.404,113710.1699,-769817.2851,8841858.452,22849474.295799997,-8965549.3969,16752199.204499999,24324727.704,115271.02369000003,-6742406.152799999,48333716.67899999
43,2,0,2011,72,1032,97,147528884.2,154259343.1,6088025.937000001,150655664.7,11054882.52,3546558.7260000003,0.7602671129999999,756788.7112,3.603229924,6.950199697,0.29052717899999997,-300182.5199,-1082264.395,1010054.0009999999,11592039.53,1099682.765,-451703.2653,11867626.11,-117147.5523,-1264120.335,941117.4712,10817276.89,1085223.568,-407467.5216,10670317.76,22549291.775899995,-10047813.7919,17762253.2055,35916767.234,1214953.7886899998,-7194109.418099999,60201342.78899999
44,2,0,2012,72,1032,97,154259343.1,149798716.3,-4460626.777,154594031.6,3938366.856,3519640.9310000003,0.7275896709999999,765277.9173,3.726828902,6.6402272060000005,0.291139071,-758870.5888,5556905.169,1180675.236,1793184.93,-796163.8698,-63653.51111,6912077.366,-423312.3698,1992322.4009999998,1186953.153,1808231.3480000002,-603758.9302,-22068.745,4174828.7430000002,21790421.187099993,-4490908.6229,18942928.4415,37709952.164,418789.91888999986,-7257762.92921,67113420.15499999
45,2,0,2013,72,1032,97,149798716.3,148634782.2,-1163934.136,154857323.0,263291.3879,3540224.564,0.741363082,782363.6616,3.599991471,6.803031945,0.285782596,35476.39264,-652767.1352,2523872.5609999998,-1723971.424,418467.2542,-329389.0197,271688.6286,132965.6456,-638638.2387,2492835.6780000003,-1802367.975,396553.2297,-318056.9514,-52285.7856,21825897.57973999,-5143675.7581,21466801.0025,35985980.739999995,837257.1730899999,-7587151.94891,67385108.78359999
46,2,0,2014,72,1032,97,148634782.2,150130789.8,1496007.631,152377719.9,-2479603.075,3477903.215,0.7575535590000001,776110.8261,3.4629222389999996,6.275832665,0.281067242,487223.1234,-796891.8845,1441905.706,-2024589.7859999998,-1199273.11,-108018.5009,-2199644.452,1013019.603,-1223565.935,2417344.4069999997,-2954001.732,-1659362.384,-73037.03216,-1683864.177,22313120.70313999,-5940567.6426,22908706.7085,33961390.953999996,-362015.93691000016,-7695170.44981,65185464.33159999
47,2,0,2015,72,1032,97,150130789.8,145373272.1,-4757517.767,140026258.6,-12351461.32,3529208.6180000002,0.764699125,779506.0636,2.606527088,6.247945766,0.280329352,808555.8948,-502056.5241,1270056.31,-13600803.41,-39620.17495,-51968.92066,-12115836.82,792337.1125,-368219.1527,1325295.615,-14042439.91,5272.774171,-63707.75501,-12432951.28,23121676.59793999,-6442624.1667,24178763.0185,20360587.543999996,-401636.1118600002,-7747139.37047,53069627.51159999
48,2,0,2016,72,1032,97,145373272.1,138858675.6,-6514596.447000001,135877986.6,-4148271.935,3570703.2939999998,0.772385855,785737.3732,2.317631515,6.15182645,0.28061909399999996,610738.0833,-217612.8158,1279612.617,-5259444.691000001,-178189.1752,-85296.60176,-3850192.583,568596.6782,-501305.8404,1223959.397,-5120096.839,-239454.40399999998,-79970.92637999999,-4221009.398,23732414.681239992,-6660236.9825,25458375.6355,15101142.852999996,-579825.2870600002,-7832435.97223,49219434.92859999
49,2,0,2017,72,1032,97,138858675.6,135302078.1,-3556597.494,142429041.7,6551055.051,3540456.387,0.782057076,787973.0886,2.593683093,5.932511374,0.278874881,-97095.81875,1043286.1579999999,1103433.476,5029455.909,-474616.1601,-103513.7137,6500949.85,-187685.0545,1317551.914,1072782.095,4891412.291999999,-440200.8565,-102805.3397,6448818.071,23635318.86248999,-5616950.8245,26561809.1115,20130598.761999995,-1054441.4471600002,-7935949.685930001,55720384.77859999
50,2,0,2018,72,1032,97,135302078.1,133689006.5,-1195396.906,149445072.1,7342939.8610000005,3530248.434,0.8044535970000001,795201.7261,2.942044609,5.770635745,0.27662767899999996,170449.9858,-530832.4746,1079604.873,5720238.972,-365743.6012,-93962.48517999999,5979755.27,221140.6746,1252990.8390000002,981577.3834,5398030.505,-457260.1369,-53539.40459,7027338.94,23805768.848289993,-6147783.2991,27641413.9845,25850837.733999994,-1420185.0483600001,-8029912.17111,61700140.04859999
51,2,1,2006,2,22,2,0.0,673109.0,0.0,620936.5253,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2,1,2007,2,22,2,673109.0,752286.0,79177.0,650353.3893,29416.863989999998,172314.0,5.301231181,936268.5,3.05,5.31,0.502563377,43094.4513,-15293.345019999999,313.3159834,19152.39034,-14039.9084,-154.9977311,33071.90648,38331.73674,-13603.15441,278.688913,17035.70558,-12488.24515,-137.8676846,29294.23317,43094.4513,-15293.345019999999,313.3159834,19152.39034,-14039.9084,-154.9977311,33071.90648
53,2,1,2008,2,22,2,752286.0,864617.0,112331.0,730646.6255,80293.23626,173582.0,5.03054416,934659.42,3.51,7.55,0.499479467,1859.03973,24852.20259,-1029.869146,36494.42682,28495.32208,-1304.787462,89366.33461,1670.296952,22329.03232,-925.3095925000001,32789.25612,25602.276719999998,-1172.316268,79239.94177,44953.49103,9558.857570000002,-716.5531626,55646.817160000006,14455.413680000001,-1459.7851931,122438.24109
54,2,1,2009,4,44,4,864617.0,2033806.0,-181898.0,1435668.551,-192182.5818,173014.0,6.67499513,928169.83,2.65,6.06,0.49561835,-953.4619267999999,-141337.3394,-4784.550524,-76911.05939,-21120.0682,-1877.1411640000001,-246983.6206,-741.9065860000001,-109977.2314,-3722.948389,-59845.93605,-16433.9207,-1460.6387029999999,-193319.1321,44000.029103199995,-131778.48183,-5501.1036866,-21264.24222999999,-6664.65452,-3336.9263571,-124545.37951
55,2,1,2010,4,44,4,2033806.0,1842645.0,-191161.0,1839093.8069999998,403425.2556,1056864.284,3.573968798,1170247.071,2.827560456,5.407731716,0.346972017,457489.2609,-75048.41884,58242.67961,109850.62400000001,-5114.586735,-15895.15015,529524.4088,328855.7772,-28388.82226,38661.63912,76439.91021,-1260.751824,-10882.49687,395734.3455,501489.2900032,-206826.90067,52741.5759234,88586.38177000002,-11779.241255,-19232.0765071,404979.02929
