CBSAFP,Year,AsOfDate,dockCt,docklessCt,scooterCt,Lat,Lon,Unnamed: 16
35300,2016,201612,0,0,0,41.30615,-72.926595,0.0
35300,2017,201712,0,0,0,41.30615,-72.926595,0.0
35300,2018,201812,30,0,0,41.30615,-72.926595,0.0
35300,2019,201912,30,0,0,41.30615,-72.926595,0.0
35380,2015,201512,0,0,0,29.951066,-90.071532,0.0
35380,2016,201612,0,0,0,29.951066,-90.071532,0.0
35380,2017,201712,75,0,0,29.951066,-90.071532,0.0
35380,2018,201812,93,0,0,29.951066,-90.071532,0.0
35380,2019,201912,93,0,0,29.951066,-90.071532,0.0
35620,2015,1612096,535,0,0,325.8724169999996,-592.4742379999998,0.0
35620,2016,1612896,705,0,0,325.8724169999996,-592.4742379999998,0.0
35620,2017,1613696,889,0,0,325.8724169999996,-592.4742379999998,0.0
35620,2018,1614496,922,1,2,325.8724169999996,-592.4742379999998,0.0
35620,2019,1615296,922,1,6,325.8724169999996,-592.4742379999998,0.0
36260,2015,403024,0,0,0,82.2096669999998,-223.872997,0.0
36260,2016,403224,0,0,0,82.2096669999998,-223.872997,0.0
36260,2017,403424,0,0,0,82.2096669999998,-223.872997,0.0
36260,2018,403624,0,0,0,82.2096669999998,-223.872997,0.0
36260,2019,403824,0,0,2,82.2096669999998,-223.872997,0.0
36420,2015,403024,7,0,0,70.69012699999979,-194.9559059999999,0.0
36420,2016,403224,8,0,0,70.69012699999979,-194.9559059999999,0.0
36420,2017,403424,8,0,0,70.69012699999979,-194.9559059999999,0.0
36420,2018,403624,8,0,2,70.69012699999979,-194.9559059999999,0.0
36420,2019,403824,8,0,1,70.69012699999979,-194.9559059999999,0.0
36540,2015,201512,31,0,0,41.252363,-95.997988,0.0
36540,2016,201612,35,0,0,41.252363,-95.997988,0.0
36540,2017,201712,35,0,0,41.252363,-95.997988,0.0
36540,2018,201812,69,0,0,41.252363,-95.997988,0.0
36540,2019,201912,69,0,0,41.252363,-95.997988,0.0
36740,2015,201512,38,0,0,28.538336,-81.379237,0.0
36740,2016,201612,37,0,0,28.538336,-81.379237,0.0
36740,2017,201712,37,0,0,28.538336,-81.379237,0.0
36740,2018,201812,37,0,0,28.538336,-81.379237,0.0
36740,2019,201912,0,1,1,28.538336,-81.379237,0.0
37900,2015,201512,0,0,0,40.693649,-89.588986,0.0
37900,2016,201612,0,0,0,40.693649,-89.588986,0.0
37900,2017,201712,6,0,0,40.693649,-89.588986,0.0
37900,2018,201812,6,0,0,40.693649,-89.588986,0.0
37900,2019,201912,6,0,0,40.693649,-89.588986,0.0
37980,2015,201512,71,0,0,39.952584,-75.165222,0.0
37980,2016,201612,117,0,0,39.952584,-75.165222,0.0
37980,2017,201712,122,0,0,39.952584,-75.165222,0.0
37980,2018,201812,133,0,0,39.952584,-75.165222,0.0
37980,2019,201912,133,0,0,39.952584,-75.165222,0.0
38060,2015,806048,62,0,0,133.7832409999999,-447.7715659999981,0.0
38060,2016,806448,96,0,0,133.7832409999999,-447.7715659999981,0.0
38060,2017,806848,113,6,0,133.7832409999999,-447.7715659999981,0.0
38060,2018,807248,112,5,5,133.7832409999999,-447.7715659999981,0.0
38060,2019,807648,112,4,5,133.7832409999999,-447.7715659999981,0.0
38300,2015,201512,49,0,0,40.4406249999999,-79.9958859999999,0.0
38300,2016,201612,50,0,0,40.4406249999999,-79.9958859999999,0.0
38300,2017,201712,50,0,0,40.4406249999999,-79.9958859999999,0.0
38300,2018,201812,110,0,0,40.4406249999999,-79.9958859999999,0.0
38300,2019,201912,110,0,0,40.4406249999999,-79.9958859999999,0.0
38900,2015,201512,0,0,0,45.523062,-122.676481999999,0.0
38900,2016,201612,122,0,0,45.523062,-122.676481999999,0.0
38900,2017,201712,142,0,0,45.523062,-122.676481999999,0.0
38900,2018,201812,145,0,1,45.523062,-122.676481999999,0.0
38900,2019,201912,145,0,1,45.523062,-122.676481999999,0.0
39300,2015,201512,0,0,0,41.8239889999999,-71.412834,0.0
39300,2016,201612,0,0,0,41.8239889999999,-71.412834,0.0
39300,2017,201712,0,0,0,41.8239889999999,-71.412834,0.0
39300,2018,201812,0,1,2,41.8239889999999,-71.412834,0.0
39300,2019,201912,0,1,3,41.8239889999999,-71.412834,0.0
39580,2015,201512,0,0,0,35.7795899999999,-78.6381789999999,0.0
39580,2016,201612,0,0,0,35.7795899999999,-78.6381789999999,0.0
39580,2017,201712,0,0,0,35.7795899999999,-78.6381789999999,0.0
39580,2018,201812,0,0,1,35.7795899999999,-78.6381789999999,0.0
39580,2019,201912,0,0,1,35.7795899999999,-78.6381789999999,0.0
39660,2015,201512,2,0,0,44.0805429999999,-103.231014999999,0.0
39660,2016,201612,2,0,0,44.0805429999999,-103.231014999999,0.0
39660,2017,201712,2,0,0,44.0805429999999,-103.231014999999,0.0
39660,2018,201812,2,0,0,44.0805429999999,-103.231014999999,0.0
39660,2019,201912,2,0,0,44.0805429999999,-103.231014999999,0.0
39900,2015,201512,0,0,0,39.5296329999999,-119.813802999999,0.0
39900,2016,201612,0,0,0,39.5296329999999,-119.813802999999,0.0
39900,2017,201712,0,1,0,39.5296329999999,-119.813802999999,0.0
39900,2018,201812,0,0,0,39.5296329999999,-119.813802999999,0.0
39900,2019,201912,0,0,0,39.5296329999999,-119.813802999999,0.0
40060,2015,201512,0,0,0,37.540725,-77.436048,0.0
40060,2016,201612,0,0,0,37.540725,-77.436048,0.0
40060,2017,201712,17,0,0,37.540725,-77.436048,0.0
40060,2018,201812,17,0,0,37.540725,-77.436048,0.0
40060,2019,201912,17,0,1,37.540725,-77.436048,0.0
40220,2015,201512,0,0,0,37.2709699999999,-79.941427,0.0
40220,2016,201612,0,0,0,37.2709699999999,-79.941427,0.0
40220,2017,201712,17,0,0,37.2709699999999,-79.941427,0.0
40220,2018,201812,17,0,0,37.2709699999999,-79.941427,0.0
40220,2019,201912,17,0,0,37.2709699999999,-79.941427,0.0
40380,2015,201512,0,0,0,43.1610299999999,-77.610922,0.0
40380,2016,201612,0,0,0,43.1610299999999,-77.610922,0.0
40380,2017,201712,0,1,0,43.1610299999999,-77.610922,0.0
40380,2018,201812,0,1,0,43.1610299999999,-77.610922,0.0
40380,2019,201912,0,1,0,43.1610299999999,-77.610922,0.0
40420,2015,201512,0,0,0,42.2711309999999,-89.093995,0.0
40420,2016,201612,0,0,0,42.2711309999999,-89.093995,0.0
40420,2017,201712,0,0,0,42.2711309999999,-89.093995,0.0
40420,2018,201812,0,1,0,42.2711309999999,-89.093995,0.0
40420,2019,201912,0,0,0,42.2711309999999,-89.093995,0.0
40900,2015,403024,0,0,0,77.5215719999999,-241.47134399999902,0.0
40900,2016,403224,0,0,0,77.5215719999999,-241.47134399999902,0.0
40900,2017,403424,0,1,0,77.5215719999999,-241.47134399999902,0.0
40900,2018,403624,0,1,0,77.5215719999999,-241.47134399999902,0.0
40900,2019,403824,0,0,2,77.5215719999999,-241.47134399999902,0.0
41180,2015,403024,0,0,0,77.37116999999989,-180.504682,0.0
41180,2016,403224,0,0,0,77.37116999999989,-180.504682,0.0
41180,2017,403424,0,0,0,77.37116999999989,-180.504682,0.0
41180,2018,403624,0,1,3,77.37116999999989,-180.504682,0.0
41180,2019,403824,0,0,2,77.37116999999989,-180.504682,0.0
41460,2015,201512,0,0,0,38.8402809999999,-97.611424,0.0
41460,2016,201612,0,0,0,38.8402809999999,-97.611424,0.0
41460,2017,201712,0,0,0,38.8402809999999,-97.611424,0.0
41460,2018,201812,0,0,0,38.8402809999999,-97.611424,0.0
41460,2019,201912,16,0,0,38.8402809999999,-97.611424,0.0
41540,2015,201512,0,0,0,38.365833,-75.593333,0.0
41540,2016,201612,0,0,0,38.365833,-75.593333,0.0
41540,2017,201712,0,0,0,38.365833,-75.593333,0.0
41540,2018,201812,0,0,0,38.365833,-75.593333,0.0
41540,2019,201912,0,0,0,38.365833,-75.593333,0.0
41620,2015,806048,19,0,0,162.5420409999997,-447.594892999998,0.0
41620,2016,806448,33,0,0,162.5420409999997,-447.594892999998,0.0
41620,2017,806848,33,0,0,162.5420409999997,-447.594892999998,0.0
41620,2018,807248,34,0,1,162.5420409999997,-447.594892999998,0.0
41620,2019,807648,34,0,5,162.5420409999997,-447.594892999998,0.0
41700,2015,201512,54,0,0,29.424122,-98.493628,0.0
41700,2016,201612,59,0,0,29.424122,-98.493628,0.0
41700,2017,201712,61,0,0,29.424122,-98.493628,0.0
41700,2018,201812,64,0,3,29.424122,-98.493628,0.0
41700,2019,201912,64,0,3,29.424122,-98.493628,0.0
41740,2015,604536,79,0,0,97.97217999999991,-351.377502999999,0.0
41740,2016,604836,95,0,0,97.97217999999991,-351.377502999999,0.0
41740,2017,605136,100,3,0,97.97217999999991,-351.377502999999,0.0
41740,2018,605436,100,4,5,97.97217999999991,-351.377502999999,0.0
41740,2019,605736,0,4,6,97.97217999999991,-351.377502999999,0.0
41780,2015,201512,0,0,0,41.4466669999999,-82.7091669999999,0.0
41780,2016,201612,0,0,0,41.4466669999999,-82.7091669999999,0.0
41780,2017,201712,0,0,0,41.4466669999999,-82.7091669999999,0.0
41780,2018,201812,0,0,0,41.4466669999999,-82.7091669999999,0.0
41780,2019,201912,0,1,0,41.4466669999999,-82.7091669999999,0.0
41860,2015,2015120,87,0,0,377.54063299999956,-1222.261741999993,0.0
41860,2016,2016120,94,0,0,377.54063299999956,-1222.261741999993,0.0
41860,2017,2017120,332,3,0,377.54063299999956,-1222.261741999993,0.0
41860,2018,2018120,426,7,6,377.54063299999956,-1222.2617419999929,0.0
41860,2019,2019120,426,5,6,377.54063299999956,-1222.261741999993,0.0
41940,2015,403024,0,0,0,74.7242599999999,-243.970179999999,0.0
41940,2016,403224,0,0,0,74.7242599999999,-243.970179999999,0.0
41940,2017,403424,0,0,0,74.7242599999999,-243.970179999999,0.0
41940,2018,403624,0,1,2,74.7242599999999,-243.970179999999,0.0
41940,2019,403824,0,0,2,74.7242599999999,-243.970179999999,0.0
42100,2015,201512,0,0,0,36.974117,-122.030795999999,0.0
42100,2016,201612,0,0,0,36.974117,-122.030795999999,0.0
42100,2017,201712,0,0,0,36.974117,-122.030795999999,0.0
42100,2018,201812,0,1,0,36.974117,-122.030795999999,0.0
42100,2019,201912,0,1,0,36.974117,-122.030795999999,0.0
42200,2015,201512,0,0,0,34.420831,-119.698189999999,0.0
42200,2016,201612,0,0,0,34.420831,-119.698189999999,0.0
42200,2017,201712,0,0,0,34.420831,-119.698189999999,0.0
42200,2018,201812,0,0,1,34.420831,-119.698189999999,0.0
42200,2019,201912,0,0,1,34.420831,-119.698189999999,0.0
42340,2015,201512,2,0,0,32.0835409999999,-81.099834,0.0
42340,2016,201612,2,0,0,32.0835409999999,-81.099834,0.0
42340,2017,201712,2,0,0,32.0835409999999,-81.099834,0.0
42340,2018,201812,0,0,0,32.0835409999999,-81.099834,0.0
42340,2019,201912,0,0,0,32.0835409999999,-81.099834,0.0
42660,2015,604536,48,0,0,142.6307539999998,-366.98080599999804,0.0
42660,2016,604836,48,0,0,142.6307539999998,-366.98080599999804,0.0
42660,2017,605136,0,3,0,142.6307539999998,-366.98080599999804,0.0
42660,2018,605436,0,2,1,142.6307539999998,-366.980805999998,0.0
42660,2019,605736,0,2,2,142.6307539999998,-366.98080599999804,0.0
43780,2015,201512,0,0,0,41.676355,-86.25199,0.0
43780,2016,201612,0,0,0,41.676355,-86.25199,0.0
43780,2017,201712,0,1,0,41.676355,-86.25199,0.0
43780,2018,201812,0,1,1,41.676355,-86.25199,0.0
43780,2019,201912,0,2,2,41.676355,-86.25199,0.0
43900,2015,201512,5,0,0,34.949567,-81.9320479999999,0.0
43900,2016,201612,5,0,0,34.949567,-81.9320479999999,0.0
43900,2017,201712,5,0,0,34.949567,-81.9320479999999,0.0
43900,2018,201812,5,0,0,34.949567,-81.9320479999999,0.0
43900,2019,201912,5,0,0,34.949567,-81.9320479999999,0.0
44060,2015,201512,0,0,0,47.65878,-117.426046999999,0.0
44060,2016,201612,0,0,0,47.65878,-117.426046999999,0.0
44060,2017,201712,0,0,0,47.65878,-117.426046999999,0.0
44060,2018,201812,0,0,1,47.65878,-117.426046999999,0.0
44060,2019,201912,0,0,1,47.65878,-117.426046999999,0.0
44340,2015,201512,0,0,0,32.445278,-81.779167,0.0
44340,2016,201612,0,0,0,32.445278,-81.779167,0.0
44340,2017,201712,0,0,0,32.445278,-81.779167,0.0
44340,2018,201812,0,0,1,32.445278,-81.779167,0.0
44340,2019,201912,0,0,1,32.445278,-81.779167,0.0
44660,2015,201512,0,0,0,36.1156069999999,-97.058368,0.0
44660,2016,201612,0,0,0,36.1156069999999,-97.058368,0.0
44660,2017,201712,0,0,0,36.1156069999999,-97.058368,0.0
44660,2018,201812,0,0,2,36.1156069999999,-97.058368,0.0
44660,2019,201912,0,0,1,36.1156069999999,-97.058368,0.0
45220,2015,201512,0,0,0,30.4382559999999,-84.2807329999999,0.0
45220,2016,201612,0,0,0,30.4382559999999,-84.2807329999999,0.0
45220,2017,201712,0,1,0,30.4382559999999,-84.2807329999999,0.0
45220,2018,201812,0,1,0,30.4382559999999,-84.2807329999999,0.0
45220,2019,201912,0,1,3,30.4382559999999,-84.2807329999999,0.0
45300,2015,201512,30,0,0,27.950575,-82.4571779999999,0.0
45300,2016,201612,61,0,0,27.950575,-82.4571779999999,0.0
45300,2017,201712,74,0,0,27.950575,-82.4571779999999,0.0
45300,2018,201812,99,0,0,27.950575,-82.4571779999999,0.0
45300,2019,201912,99,0,2,27.950575,-82.4571779999999,0.0
45780,2015,201512,0,0,0,41.663938,-83.5552119999999,0.0
45780,2016,201612,0,0,0,41.663938,-83.5552119999999,0.0
45780,2017,201712,0,0,0,41.663938,-83.5552119999999,0.0
45780,2018,201812,17,0,0,41.663938,-83.5552119999999,0.0
45780,2019,201912,17,0,0,41.663938,-83.5552119999999,0.0
45820,2015,201512,105,0,0,39.055824,-95.689019,0.0
45820,2016,201612,142,0,0,39.055824,-95.689019,0.0
45820,2017,201712,155,0,0,39.055824,-95.689019,0.0
45820,2018,201812,204,0,0,39.055824,-95.689019,0.0
45820,2019,201912,204,0,0,39.055824,-95.689019,0.0
46060,2015,201512,0,0,0,32.2217429999999,-110.926479,0.0
46060,2016,201612,0,0,0,32.2217429999999,-110.926479,0.0
46060,2017,201712,36,0,0,32.2217429999999,-110.926479,0.0
46060,2018,201812,36,0,0,32.2217429999999,-110.926479,0.0
46060,2019,201912,36,0,0,32.2217429999999,-110.926479,0.0
46140,2015,201512,3,0,0,36.1539819999999,-95.9927749999999,0.0
46140,2016,201612,3,0,0,36.1539819999999,-95.9927749999999,0.0
46140,2017,201712,3,0,0,36.1539819999999,-95.9927749999999,0.0
46140,2018,201812,3,0,2,36.1539819999999,-95.9927749999999,0.0
46140,2019,201912,3,0,1,36.1539819999999,-95.9927749999999,0.0
46520,2015,201512,0,0,0,21.306944,-157.858332999999,0.0
46520,2016,201612,0,0,0,21.306944,-157.858332999999,0.0
46520,2017,201712,99,1,0,21.306944,-157.858332999999,0.0
46520,2018,201812,136,0,0,21.306944,-157.858332999999,0.0
46520,2019,201912,136,0,0,21.306944,-157.858332999999,0.0
47260,2015,403024,0,0,0,73.7036949999999,-152.2638579999999,0.0
47260,2016,403224,0,0,0,73.7036949999999,-152.2638579999999,0.0
47260,2017,403424,0,0,0,73.7036949999999,-152.2638579999999,0.0
47260,2018,403624,0,1,1,73.7036949999999,-152.2638579999999,0.0
47260,2019,403824,0,1,1,73.7036949999999,-152.2638579999999,0.0
47900,2015,1612096,354,0,0,311.8411529999996,-616.6014809999997,0.0
47900,2016,1612896,488,0,0,311.84115299999957,-616.6014809999997,0.0
47900,2017,1613696,531,9,0,311.84115299999957,-616.6014809999997,0.0
47900,2018,1614496,585,4,7,311.84115299999957,-616.6014809999997,0.0
47900,2019,1615296,585,4,11,311.84115299999957,-616.6014809999997,0.0
48620,2015,201512,0,0,0,37.688889,-97.336111,0.0
48620,2016,201612,0,0,0,37.688889,-97.336111,0.0
48620,2017,201712,20,0,0,37.688889,-97.336111,0.0
48620,2018,201812,42,0,0,37.688889,-97.336111,0.0
48620,2019,201912,42,0,3,37.688889,-97.336111,0.0
49180,2015,201512,0,0,0,36.09986,-80.2442159999999,0.0
49180,2016,201612,0,0,0,36.09986,-80.2442159999999,0.0
49180,2017,201712,8,0,0,36.09986,-80.2442159999999,0.0
49180,2018,201812,12,0,0,36.09986,-80.2442159999999,0.0
49180,2019,201912,12,1,2,36.09986,-80.2442159999999,0.0
49340,2015,201512,0,0,0,42.262593,-71.802293,0.0
49340,2016,201612,0,0,0,42.262593,-71.802293,0.0
49340,2017,201712,0,1,0,42.262593,-71.802293,0.0
49340,2018,201812,0,0,0,42.262593,-71.802293,0.0
49340,2019,201912,0,0,0,42.262593,-71.802293,0.0
