,CLUSTER_GT_NEW_11,Mode,Year,Unnamed: 0,CBSA,PROBLEM_FLAG,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_ADJ,FARE_per_UPT,FARE_ADJ_ORIGINAL,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,TNC_FLAG,YEARS_SINCE_TNC,FARE_ADJ_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,FARE_per_UPT_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,walkscore,transit,bike,Bus_UPT_ADJ,Bus_UPT_ADJ_diff,Bus_UPT_ADJ_log,PCT_Bus_UPT_ADJ_rel_diff,Bus_UPT_ADJ_scale,Bus_VRM_ADJ,Bus_VRM_ADJ_diff,Bus_VRM_ADJ_log,PCT_Bus_VRM_ADJ_rel_diff,Bus_VRM_ADJ_scale,Bus_VRH_ADJ,Bus_VRH_ADJ_diff,Bus_VRH_ADJ_log,PCT_Bus_VRH_ADJ_rel_diff,Bus_VRH_ADJ_scale,Bus_FARE_TOTAL,Bus_FARE_TOTAL_diff,Bus_FARE_TOTAL_log,PCT_Bus_FARE_TOTAL_rel_diff,Bus_FARE_TOTAL_scale,Bus_FARE_per_UPT_2018,Bus_FARE_per_UPT_2018_diff,Bus_FARE_per_UPT_2018_log,PCT_Bus_FARE_per_UPT_2018_rel_diff,Bus_FARE_per_UPT_2018_scale,Bus_AVG_SPEED,Bus_AVG_SPEED_diff,Bus_AVG_SPEED_log,PCT_Bus_AVG_SPEED_rel_diff,Bus_AVG_SPEED_scale,Rail_UPT_ADJ,Rail_UPT_ADJ_diff,Rail_UPT_ADJ_log,PCT_Rail_UPT_ADJ_rel_diff,Rail_UPT_ADJ_scale,Rail_VRM_ADJ,Rail_VRM_ADJ_diff,Rail_VRM_ADJ_log,PCT_Rail_VRM_ADJ_rel_diff,Rail_VRM_ADJ_scale,Rail_VRH_ADJ,Rail_VRH_ADJ_diff,Rail_VRH_ADJ_log,PCT_Rail_VRH_ADJ_rel_diff,Rail_VRH_ADJ_scale,Rail_FARE_TOTAL,Rail_FARE_TOTAL_diff,Rail_FARE_TOTAL_log,PCT_Rail_FARE_TOTAL_rel_diff,Rail_FARE_TOTAL_scale,Rail_FARE_per_UPT_2018,Rail_FARE_per_UPT_2018_diff,Rail_FARE_per_UPT_2018_log,PCT_Rail_FARE_per_UPT_2018_rel_diff,Rail_FARE_per_UPT_2018_scale,Rail_AVG_SPEED,Rail_AVG_SPEED_diff,Rail_AVG_SPEED_log,PCT_Rail_AVG_SPEED_rel_diff,Rail_AVG_SPEED_scale,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,min_year,VRM_ADJ_LAGGED_1,VRM_ADJ_LAGGED_2,VRM_ADJ_LAGGED_3,FARE_per_UPT_LAGGED_1,FARE_per_UPT_LAGGED_2,FARE_per_UPT_LAGGED_3,AVG_SPEED_LAGGED_1,AVG_SPEED_LAGGED_2,AVG_SPEED_LAGGED_3,TNC_FLAG_LAGGED_1,TNC_FLAG_LAGGED_2,TNC_FLAG_LAGGED_3,FARE_per_UPT_2018_LAGGED_1,FARE_per_UPT_2018_LAGGED_2,FARE_per_UPT_2018_LAGGED_3,dockCt_LAGGED_1,dockCt_LAGGED_2,dockCt_LAGGED_3,docklessCt_LAGGED_1,docklessCt_LAGGED_2,docklessCt_LAGGED_3,scooterCt_LAGGED_1,scooterCt_LAGGED_2,scooterCt_LAGGED_3,TNC_FLAG_LAGGED_4,TNC_FLAG_LAGGED_5
0,1,Bus,2002,62619,882140,3.0,208610154.2777,117063862.9062,208610154.2777,117063862.9062,8721491.752400003,485302919.70439994,158.01,497212580.96439993,17952281585,17084512.985030003,11587571.140969997,4154599.672144999,187430.56251500003,804720.6250700001,802853.71883,910717.5938400002,18192781.46,441.52000000000004,283.27000000000015,2575.33,866.43,2029.73,403.86,7372475.209999999,598650.6400000001,2416966.83,2919156.9999999995,1029592.5000000001,408108.23,269.87999999999994,1285224.6875900005,1668341.8594500003,1496.6899999999996,1479.28,324.04,538161.6,9055652.58,9593814.15,192.02,3107.98,45.939999999999976,0.0,3839552.0,447.7699999999999,46.199999999999974,66495,0,0,679424087.5744,1126608.87507,1123995.20633,1275004.6313399996,1799314.5625900002,2335678.60322,64.31599999999999,221.21399999999997,0,0,0,42362.0,0.0,0.0,0,0,0,208610154.2777,0.0,0.0,0.0,114843366,117063862.9062,0.0,0.0,0.0,-71446303.5,8721491.752400003,0.0,0.0,0.0,-2007728.25,157032597.0,0.0,0.0,0.0,-158550150,91.67208298399999,0.0,0.0,0.0,-670.5608711999998,447.7699999999999,0.0,0.0,0.0,-726,0.0,0.0,0.0,0.0,-6562773360,0.0,0.0,0.0,0.0,8979159222,0.0,0.0,0.0,0.0,691940211.6000001,0.0,0.0,0.0,0.0,-161189897550,0.0,0.0,0.0,0.0,-781.7599878000004,0.0,0.0,0.0,0.0,-2046,33,891,66066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,23,13
1,1,Bus,2003,65936,921880,2.0,206362168.2247,118062306.1046,206362168.2247,118062306.1046,8826408.7884,500196212.6459999,621.5061000000001,500196212.6459999,18218779881,17987649.9375,12203175.8125,4337832.125,219059.125,818797.25,814895.8125,919458.5,18713710.720000003,460.44000000000005,293.0200000000001,2646.6500000000005,868.1700000000002,2104.2200000000003,427.66999999999996,7539302.989999999,620350.1,2485185.9699999997,2966150.5499999993,1049415.7900000003,418200.73000000004,283.15000000000003,1390445.0,1803965.25,1487.8399999999997,1531.9899999999998,380.2499999999999,589923.8400000001,9229416.43,9819340.26,206.83,3193.17,54.87,0.0,3910306.0,468.2199999999999,46.57999999999999,68510,0,0,685268811.3167001,1121752.2325699998,1116407.2632099998,1259658.1450900002,1904909.6500899997,2471432.3926000004,75.1719,851.4633570000001,0,0,0,42362.0,0.0,0.0,0,0,0,206362168.2247,-4749270.864999999,-2.2473203140000004,352.99689549699997,118323468,118062306.1046,-402592.09959999984,0.9071764629999997,317.01159018799996,-73611343.0,8826408.7884,-19193.256799999974,0.42058760500000014,356.867912378,-2068568.5,156630582.0,-2161282.0,1.1234681049999997,310.29677094100015,-163354700,224.61596577,131.98029967800002,2.655959022,2155.541126955,-690.8808975999998,468.2199999999999,9.159999999999997,0.4899022479999999,73.42223896600001,-748,0.0,0.0,0.0,0.0,-6761645280,0.0,0.0,0.0,0.0,9251254956,0.0,0.0,0.0,0.0,712908096.8000002,0.0,0.0,0.0,0.0,-166074439900,0.0,0.0,0.0,0.0,-805.4496844000005,0.0,0.0,0.0,0.0,-2108,34,922,68069,117063862.9062,114667551.83719999,112063972.7745,158.01,124.66179999999997,125.45990000000002,447.7699999999999,509.96000000000004,513.1400000000001,0,32,32,221.21399999999997,124.66179999999997,127.969098,0,410,332,0,2,2,0,15,0,28,24
2,1,Bus,2004,75888,1041100,2.0,226574389.9204,125373359.527,226574389.9204,125373359.527,9630958.9646,545637968.8910002,117.49889999999999,523837448.89100015,18915232747,19259616.75,12904523.5,4767475.75,241659.75,882590.25,874133.25,973340.0,19575657.75,503.09,320.15000000000003,2877.2500000000005,917.5900000000001,2301.32,481.34999999999997,7847601.0,651639.5,2616674.5,3059437.25,1082349.0,437500.75,312.55,1579298.5,2057212.5,1565.0500000000002,1666.0300000000004,469.16,584367.5599999998,9649318.84,10233686.42,215.07000000000002,3484.9300000000003,70.45,0.0,4029680.0,495.53000000000003,49.20999999999996,74558,0,0,725698498.6248,1173845.0325,1162597.2225,1294542.2,2100467.005,2736092.625,93.69850000000002,156.273537,0,0,0,44380.0,0.0,0.0,0,0,0,226574389.9204,11336407.3568,11.398636966000002,14820.454885752999,128763774,125373359.527,2457646.1252000006,3.190238225,2866.773482861,-80106461.5,9630958.9646,441558.32980000007,4.265165425000001,2675.261241013999,-2251089.25,162344771.0,-1154477.0,-3.513697788999999,-23.267179974999998,-177768350,46.284907523,-181.440343815,-15.919815859000003,-495.88376003199994,-751.8409767999997,495.53000000000003,-16.049999999999997,-1.075398648,-69.41929432,-814,0.0,0.0,0.0,0.0,-7358261040,0.0,0.0,0.0,0.0,10067542158,0.0,0.0,0.0,0.0,775811752.4000003,0.0,0.0,0.0,0.0,-180728066950,0.0,0.0,0.0,0.0,-876.5187742000006,0.0,0.0,0.0,0.0,-2294,37,1011,74081,118062306.1046,120920148.37020001,118413349.30919999,621.5061000000001,160.26620000000003,126.96569999999997,468.2199999999999,459.63999999999993,521.86,0,1,33,851.4633570000001,223.4702,127.01177799999996,0,0,410,0,0,2,0,1,15,35,30
3,1,Bus,2005,75925,1041100,1.0,239291577.5794,124349154.70839998,239291577.5794,124349154.70839998,9221321.204600003,574679797.2954,79.63620000000002,542860137.2953999,18915232747,19811272.0,13224451.0,4920915.0,258142.0,874715.0,862603.0,957950.0,19733179.0,509.2999999999999,317.8999999999999,2872.800000000001,892.4,2314.8,492.80000000000007,7869822.0,659594.0,2644983.0,3048001.0,1077185.0,440059.0,316.2100000000001,1637521.0,2141623.0,1513.2000000000003,1673.6,513.2,563932.91,9760365.59,10324298.48,202.40999999999997,3497.59,85.82999999999997,391123.2000000002,3999349.0,502.4700000000001,47.729999999999976,74558,0,0,741336938.5294995,1128382.3500000003,1112757.8699999999,1235755.5000000002,2112402.09,2762693.670000001,110.7207,102.73069800000002,0,0,0,44380.0,0.0,0.0,0,0,0,239291577.5794,12717187.659,3.377374385,1409.8396574679998,128763774,124349154.70839998,-1024204.8185999999,-0.233518679,-14.337436999999996,-80106461.5,9221321.204600003,-409637.7600000001,-0.8946936959999999,-56.50809948700002,-2251089.25,168983632.0,6638861.0,0.9615155970000006,122.09890295800001,-177768350,32.23639007,-14.048517456999999,-3.5457174809999996,-153.218047614,-751.8409767999997,502.4700000000001,6.94,0.661493004,101.00864453499997,-814,0.0,0.0,0.0,0.0,-7358261040,0.0,0.0,0.0,0.0,10067542158,0.0,0.0,0.0,0.0,775811752.4000003,0.0,0.0,0.0,0.0,-180728066950,0.0,0.0,0.0,0.0,-876.5187742000006,0.0,0.0,0.0,0.0,-2294,37,1011,74081,125373359.527,125481996.1046,128239132.37020001,117.49889999999999,636.6557,174.62080000000003,495.53000000000003,515.1499999999999,506.4499999999999,0,3,4,156.273537,866.612957,238.11189199999998,0,110,50,0,1,1,0,0,1,36,35
4,1,Bus,2006,75962,1041100,0.0,248140058.0248,124769293.2448,248140058.0248,124769293.2448,9317004.210400002,590320975.3829999,81.08100000000002,590320975.3829999,18915232747,20521628.0,13651735.0,5113219.0,274908.0,847271.0,831977.0,917485.0,19919062.0,525.5,316.09999999999997,2858.0000000000005,860.6,2332.2,507.19999999999993,7897047.0,667924.0,2689937.0,3028692.0,1068958.0,441536.0,320.57,1684058.0,2203918.0,1470.9,1680.0,549.0999999999999,532097.33,9927700.1,10459797.42,187.95000000000005,3512.05,97.37000000000003,391123.2000000002,3969018.0,501.43,46.25,74558,0,0,737901219.273,1059088.75,1039971.25,1146856.25,2105072.5,2754897.5,121.71249999999995,101.35125000000001,0,0,0,44380.0,0.0,0.0,0,0,0,248140058.0248,8848480.4454,1.128117314,119.619963888,128763774,124769293.2448,420138.5364000003,0.23125750900000003,28.244200511000003,-80106461.5,9317004.210400002,95683.00579999998,0.33203211999999993,36.836344456,-2251089.25,183044002.0,14060370.0,5.391083998000001,12771.714368814,-177768350,32.575287298,0.3388972279999998,3.097515897,11243.338069737001,-751.8409767999997,501.43,-1.0400000000000005,-0.10237291500000001,-8.075866182999999,-814,0.0,0.0,0.0,0.0,-7358261040,0.0,0.0,0.0,0.0,10067542158,0.0,0.0,0.0,0.0,775811752.4000003,0.0,0.0,0.0,0.0,-180728066950,0.0,0.0,0.0,0.0,-876.5187742000006,0.0,0.0,0.0,0.0,-2294,37,1011,74081,124349154.70839998,125373359.527,125481996.1046,79.63620000000002,117.49889999999999,636.6557,502.4700000000001,495.53000000000003,515.1499999999999,0,0,3,102.73069800000002,156.273537,866.612957,0,0,110,0,0,1,0,0,0,4,36
5,1,Bus,2007,77826,1068160,1.0,252757577.98879996,127064939.3008,252757577.98879996,127064939.3008,9488752.165399997,660174969.356,92.63399999999999,660174969.356,18978896052,20698236.0,13706938.0,5179524.0,292197.0,917448.0,897849.0,993341.0,20080621.0,523.5,318.19999999999993,2958.5000000000005,870.9000000000002,2409.3,519.7999999999998,7941900.0,680210.0,2680727.0,3055934.0,1076433.0,448596.0,337.56999999999994,1820729.0,2417723.0,1432.3999999999999,1731.8000000000004,635.8000000000001,528290.0899999999,10058360.1,10586650.14,187.43999999999997,3612.5600000000004,108.46999999999996,392441.60000000015,3953657.0,521.0399999999998,45.980000000000025,76575,0,0,798811712.9447,1110112.0800000003,1086397.2900000003,1201942.6099999996,2203082.0900000003,2925444.8299999996,131.24869999999999,112.08713999999998,0,0,0,46398.0,0.0,0.0,0,0,0,252757577.98879996,1512579.9640000002,0.18890083300000002,24.701867502999995,132243876,127064939.3008,760193.0559999999,0.501928479,63.39128332999999,-82271501.0,9488752.165399997,56300.95500000001,0.04273899999999997,13.595330255000004,-2311929.5,201168474.0,14926974.0,4.48354305,1082.128528064,-182572900,35.401434513,1.580077217,3.091284126,896.7724268650003,-772.1610031999996,521.0399999999998,6.309999999999998,0.45894090300000007,50.326892289999996,-836,0.0,0.0,0.0,0.0,-7557132960,0.0,0.0,0.0,0.0,10339637892,0.0,0.0,0.0,0.0,796779637.6000004,0.0,0.0,0.0,0.0,-185612609300,0.0,0.0,0.0,0.0,-900.2084708000007,0.0,0.0,0.0,0.0,-2356,38,1042,76088,124769293.2448,124349154.70839998,125373359.527,81.08100000000002,79.63620000000002,117.49889999999999,501.43,502.4700000000001,495.53000000000003,0,0,0,101.35125000000001,102.73069800000002,156.273537,0,0,0,0,0,0,0,0,0,3,4
6,1,Bus,2008,77864,1068160,0.0,269752850.6956,128583978.62419999,269752850.6956,128583978.62419999,9541653.189,726038854.0952002,95.01159999999997,726038854.0952002,18978896052,20806302.0,13767537.0,5208007.0,296982.0,942979.0,925369.0,1027606.0,20145183.0,539.0000000000001,321.70000000000005,2939.3000000000006,860.0999999999999,2409.6,530.2999999999998,7994012.0,684218.0,2718366.0,3062366.0,1092209.0,436853.0,338.28999999999996,1878308.0,2475060.0,1394.0,1736.4999999999998,669.5000000000001,658171.42,10018952.64,10677124.06,229.00000000000003,3571.0,125.91999999999997,392441.60000000015,3923940.0,525.0400000000001,44.460000000000036,76575,0,0,849465459.2650998,1103285.4300000002,1082681.73,1202299.0200000005,2197620.3599999994,2895820.2,147.32639999999998,111.16357200000002,0,0,0,46398.0,0.0,0.0,0,0,0,269752850.6956,16995272.706800003,2.5575866409999994,274.964663951,132243876,128583978.62419999,1519039.3234,0.16747573900000004,27.18206885699999,-82271501.0,9541653.189,52901.023599999986,-0.11329972999999995,-1.887819567999994,-2311929.5,219519167.0,18350693.0,3.090460175,339.882137555,-182572900,34.839691992,-0.561742521,-0.744557674,-39.406534205999996,-772.1610031999996,525.0400000000001,4.0,0.281838906,31.48789234600001,-836,0.0,0.0,0.0,0.0,-7557132960,0.0,0.0,0.0,0.0,10339637892,0.0,0.0,0.0,0.0,796779637.6000004,0.0,0.0,0.0,0.0,-185612609300,0.0,0.0,0.0,0.0,-900.2084708000007,0.0,0.0,0.0,0.0,-2356,38,1042,76088,127064939.3008,126373887.2448,125950772.70839998,92.63399999999999,82.54330000000002,81.02750000000002,521.0399999999998,512.69,513.74,0,1,1,112.08713999999998,102.81355,104.14982400000002,0,0,0,0,0,0,0,0,0,1,3
7,1,Bus,2009,77902,1068160,0.0,256220074.77800003,127236516.2612,256220074.77800003,127236516.2612,9528696.756000001,748496903.0956,103.20770000000002,748496903.0956,18978896052,20960644.0,13905224.0,5169324.0,294689.0,902367.0,888103.0,977128.0,20307767.0,582.6999999999998,341.0,2876.5000000000005,859.4000000000003,2404.6000000000004,536.0,8002110.0,696737.0,2757971.0,3033452.0,1076522.0,437428.0,337.46,1803673.0,2395501.0,1459.1000000000001,1693.6000000000004,647.3,1000650.8999999997,9662498.06,10663149.02,348.43,3451.5699999999997,91.40000000000003,392441.60000000015,3894223.0,521.3199999999999,44.460000000000036,76575,0,0,875741376.6276,1055769.39,1039080.5100000001,1143239.7600000002,2110297.41,2802736.1700000013,106.93800000000005,120.75300899999999,0,0,0,46398.0,0.0,0.0,0,0,0,256220074.77800003,-13532775.9176,-1.8285977050000002,-166.83601528200006,132243876,127236516.2612,-1347462.363,4.3555000000000677e-05,8.256141784999993,-82271501.0,9528696.756000001,-12956.432999999994,0.3203388890000001,40.656543400000004,-2311929.5,226287093.0,6767926.0,1.2569023570000002,146.38771784700003,-182572900,37.912414569999996,3.0727225779999996,3.085500054,353.47914661600015,-772.1610031999996,521.3199999999999,-3.72,-0.3207400129999999,-28.955617515000007,-836,0.0,0.0,0.0,0.0,-7557132960,0.0,0.0,0.0,0.0,10339637892,0.0,0.0,0.0,0.0,796779637.6000004,0.0,0.0,0.0,0.0,-185612609300,0.0,0.0,0.0,0.0,-900.2084708000007,0.0,0.0,0.0,0.0,-2356,38,1042,76088,128583978.62419999,127064939.3008,126373887.2448,95.01159999999997,92.63399999999999,82.54330000000002,525.0400000000001,521.0399999999998,512.69,0,0,1,111.16357200000002,112.08713999999998,102.81355,0,0,0,0,0,0,0,0,0,1,1
8,1,Bus,2010,77940,1068160,0.0,249598781.49620003,124994305.664,249598781.49620003,124994305.664,9496300.097599998,767986505.3996001,104.2894,767986505.3996001,18978896052,21096196.0,13891841.0,5228930.0,317442.0,908292.0,890091.0,992133.0,20462032.0,0.0,0.0,0.0,853.7999999999997,2402.6000000000004,543.5999999999997,8063505.0,730996.0,2783433.0,3041738.0,1071413.0,435925.0,362.24,1792008.0,2379107.0,1467.3999999999996,1688.0,644.6,1046448.6499999997,9619363.41,10665812.09,366.48,3433.5200000000004,108.17,392441.60000000015,3864506.0,516.5,43.69999999999997,76575,0,0,883184481.2163001,1044535.8000000002,1023604.6499999999,1140952.9500000002,2060809.2000000002,2735973.0500000003,124.39550000000004,119.93280999999998,0,0,0,46398.0,0.0,0.0,0,0,0,249598781.49620003,-6621293.281800001,-0.03351706099999993,6.383697875000007,132243876,124994305.664,-2242210.597200001,0.6186253070000001,85.740820448,-82271501.0,9496300.097599998,-32396.658400000033,0.9067083450000001,106.66290306600001,-2311929.5,228842145.0,2555052.0,-0.07553906400000007,1.9289379859999976,-182572900,37.219334717,-0.6930798529999999,-0.6972106060000001,-53.24109628600002,-772.1610031999996,516.5,-4.820000000000001,-0.28891871100000005,-20.661627079000006,-836,0.0,0.0,0.0,0.0,-7557132960,0.0,0.0,0.0,0.0,10339637892,0.0,0.0,0.0,0.0,796779637.6000004,0.0,0.0,0.0,0.0,-185612609300,0.0,0.0,0.0,0.0,-900.2084708000007,0.0,0.0,0.0,0.0,-2356,38,1042,76088,127236516.2612,128583978.62419999,127064939.3008,103.20770000000002,95.01159999999997,92.63399999999999,521.3199999999999,525.0400000000001,521.0399999999998,0,0,0,120.75300899999999,111.16357200000002,112.08713999999998,0,0,0,0,0,0,0,0,0,1,1
9,1,Bus,2011,77978,1068160,0.0,254979176.1808,123711370.1916,254979176.1808,123711370.1916,9443435.840100002,785106175.8344,105.1821,785106175.8344,18978896052,21153882.0,13988582.0,5175377.0,323087.0,917685.0,906287.0,997497.0,20544206.0,0.0,0.0,0.0,842.0,2408.7,549.3,8029249.0,726681.0,2818992.0,3017425.0,1045245.0,420906.0,356.1900000000001,1811570.0,2433100.0,1455.8000000000002,1665.4,678.8000000000002,964433.9900000002,9642094.0,10606528.0,337.37000000000006,3462.6299999999997,136.83999999999997,392441.60000000015,3834789.0,516.3100000000001,42.559999999999995,76575,0,0,879318916.9181,1027807.2,1015041.4399999998,1117196.6400000001,2028958.4000000001,2725072.0,153.26079999999996,117.803952,0,0,0,46398.0,0.0,0.0,0,0,0,254979176.1808,5380394.684599998,1.0870148090000002,116.63388770099998,132243876,123711370.1916,-1282935.4723999996,-0.20661430900000008,-13.87969040099999,-82271501.0,9443435.840100002,-52864.25750000001,-0.11497835600000011,-6.805223976999991,-2311929.5,235153701.0,6311556.0,1.6454892070000002,177.128336773,-182572900,36.598395794,-0.620938923,-0.4459893720000001,-33.708528875,-772.1610031999996,516.3100000000001,-0.18999999999999978,-0.09072035500000006,1.2861047370000147,-836,0.0,0.0,0.0,0.0,-7557132960,0.0,0.0,0.0,0.0,10339637892,0.0,0.0,0.0,0.0,796779637.6000004,0.0,0.0,0.0,0.0,-185612609300,0.0,0.0,0.0,0.0,-900.2084708000007,0.0,0.0,0.0,0.0,-2356,38,1042,76088,124994305.664,127236516.2612,128583978.62419999,104.2894,103.20770000000002,95.01159999999997,516.5,521.3199999999999,525.0400000000001,0,0,0,119.93280999999998,120.75300899999999,111.16357200000002,0,0,0,0,0,0,0,0,0,0,1
