,Year,Mode,UPT_ADJ,Known_FAC,New_Reporter_FAC,Total,Pivot_4m_2012
0,2002,1,12.889391099999992,0.0,12.889391099999992,12.889391099999992,12.56281952
1,2003,1,12.749005779999996,0.6971925090633675,0.0,0.6971925090633675,13.26001203
2,2004,1,13.546364710000008,0.5331044385443061,0.07695887000000007,0.6100633085443062,13.87007534
3,2005,1,14.04388432999999,0.3765352426058997,0.07901667999999995,0.45555192260589966,14.32562727
4,2006,1,14.663139490000008,0.5651902269443063,0.0,0.5651902269443063,14.8908175
5,2007,1,14.903913790000002,0.6501695837258304,0.0,0.6501695837258304,15.54098709
6,2008,1,15.63634307000001,0.3797974776193072,0.0,0.3797974776193072,15.92078457
7,2009,1,15.421664689999995,-0.6953588619389423,0.11348341000000006,-0.5818754519389422,15.33890912
8,2010,1,15.842635330000002,0.3153855338615707,0.4203553599999999,0.7357408938615707,16.07465002
9,2011,1,16.49966415,0.40651520336286173,0.0,0.40651520336286173,16.48116523
10,2012,1,16.843104710000002,0.36193947160454876,0.0,0.36193947160454876,16.84310471
11,2013,1,16.929234280000006,0.028305645238166508,0.0,0.028305645238166508,16.87141035
12,2014,1,17.41056553,0.3661561486570958,0.0,0.3661561486570958,17.23756649
13,2015,1,17.229710639999997,-0.7777249176411373,0.0,-0.7777249176411373,16.45984157
14,2016,1,16.98078949999999,-0.2276318218716728,0.0,-0.2276318218716728,16.23220974
15,2017,1,16.66633098,0.5788173834009205,0.0,0.5788173834009205,16.81102712
16,2018,1,16.361846329999995,0.08176326897556063,0.0,0.08176326897556063,16.89279038
