,Year,Mode,CLUSTER_APTA4,UPT_ADJ,Service,Land_Use,FARE_per_UPT_cleaned_2018_log_FAC,Income_and_Household_Characteristics,GAS_PRICE_2018_log_FAC,New_Competing_Modes,Service_cumsum,Land_Use_cumsum,FARE_per_UPT_cleaned_2018_log_FAC_cumsum,Income_and_Household_Characteristics_cumsum,GAS_PRICE_2018_log_FAC_cumsum,New_Competing_Modes_cumsum,UPT_ADJ_Service_cumsum,UPT_ADJ_Land_Use_cumsum,UPT_ADJ_FARE_per_UPT_cleaned_2018_log_FAC_cumsum,UPT_ADJ_Income_and_Household_Characteristics_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_New_Competing_Modes_cumsum
10,2012,0,1.0,2541.0570309999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2541.0570309999994,2541.0570309999994,2541.0570309999994,2541.0570309999994,2541.0570309999994,2541.0570309999994
11,2013,0,1.0,2538.567550000001,15320256.48390395,6529937.119318795,-12210318.426520113,-1088329.5049463424,-12437139.92972029,-39894662.36289496,15.32025648390395,6.529937119318795,-12.210318426520113,-1.0883295049463424,-12.43713992972029,-39.89466236289496,2523.247293516097,2532.0376128806824,2550.7778684265213,2539.6558795049473,2551.0046899297213,2578.462212362896
12,2014,0,1.0,2510.9234859999992,2799364.699618534,7378324.789697147,-3440403.95054892,-4682767.412879755,-15504484.674719162,-50496600.730129,18.119621183522487,13.908261909015943,-15.650722377069034,-5.771096917826098,-27.941624604439454,-90.39126309302395,2492.8038648164766,2497.0152240909833,2526.5742083770683,2516.6945829178253,2538.8651106044385,2601.3147490930232
13,2015,0,1.0,2445.688117000001,17786335.04851009,7497941.124310492,-20089434.08240389,-8541242.921182103,-75298478.47268689,-54922387.08467367,35.90595623203257,21.40620303332643,-35.74015645947293,-14.312339839008201,-103.24010307712634,-145.31365017769764,2409.7821607679684,2424.2819139666744,2481.428273459474,2460.000456839009,2548.928220077127,2591.0017671776986
14,2016,0,1.0,2323.5068830000005,17080324.708167665,4627144.796488708,-15961361.153643914,-11941281.15316514,-31611109.506399147,-53469123.266494915,52.98628094020024,26.033347829815142,-51.701517613116835,-26.25362099217334,-134.85121258352547,-198.78277344419254,2270.5206020598002,2297.473535170185,2375.208400613117,2349.7605039921737,2458.358095583526,2522.289656444193
15,2017,0,1.0,2230.8020969999993,9598009.244120974,4878042.191264348,24426564.49004592,-6785526.449876089,20418865.62396131,-44654416.58902368,62.58429018432121,30.911390021079487,-27.27495312307092,-33.039147442049426,-114.43234695956417,-243.4371900332162,2168.217806815678,2199.8907069789198,2258.0770501230704,2263.8412444420487,2345.2344439595636,2474.2392870332155
16,2018,0,1.0,2176.3866030000004,4594965.167467549,5459864.3920436185,20065591.094437063,-7874490.656021584,25062075.52602605,-92626814.34677623,67.17925535178875,36.37125441312311,-7.209362028633855,-40.91363809807101,-89.37027143353811,-336.0640043799924,2109.2073476482115,2140.0153485868773,2183.595965028634,2217.300241098071,2265.7568744335385,2512.450607379993
68,2002,1,1.0,1288.9391099999993,0.0,0.0,0.0,0.0,0.0,0.0,67.17925535178875,36.37125441312311,-7.209362028633855,-40.91363809807101,-89.37027143353811,-336.0640043799924,1221.7598546482106,1252.5678555868762,1296.1484720286333,1329.8527480980704,1378.3093814335375,1625.0031143799918
69,2003,1,1.0,1274.9005779999995,0.0,0.0,0.0,0.0,0.0,0.0,67.17925535178875,36.37125441312311,-7.209362028633855,-40.91363809807101,-89.37027143353811,-336.0640043799924,1207.7213226482108,1238.5293235868764,1282.1099400286334,1315.8142160980706,1364.2708494335377,1610.964582379992
70,2004,1,1.0,1354.6364710000007,0.0,0.0,0.0,0.0,0.0,0.0,67.17925535178875,36.37125441312311,-7.209362028633855,-40.91363809807101,-89.37027143353811,-336.0640043799924,1287.457215648212,1318.2652165868776,1361.8458330286346,1395.5501090980717,1444.0067424335389,1690.7004753799931
71,2005,1,1.0,1404.388432999999,0.0,0.0,0.0,0.0,0.0,0.0,67.17925535178875,36.37125441312311,-7.209362028633855,-40.91363809807101,-89.37027143353811,-336.0640043799924,1337.2091776482102,1368.0171785868758,1411.5977950286328,1445.30207109807,1493.758704433537,1740.4524373799914
72,2006,1,1.0,1466.3139490000008,0.0,0.0,0.0,0.0,0.0,0.0,67.17925535178875,36.37125441312311,-7.209362028633855,-40.91363809807101,-89.37027143353811,-336.0640043799924,1399.134693648212,1429.9426945868777,1473.5233110286347,1507.2275870980718,1555.684220433539,1802.3779533799932
73,2007,1,1.0,1490.3913790000001,0.0,0.0,0.0,0.0,0.0,0.0,67.17925535178875,36.37125441312311,-7.209362028633855,-40.91363809807101,-89.37027143353811,-336.0640043799924,1423.2121236482114,1454.020124586877,1497.600741028634,1531.3050170980712,1579.7616504335383,1826.4553833799926
74,2008,1,1.0,1563.634307000001,0.0,0.0,0.0,0.0,0.0,0.0,67.17925535178875,36.37125441312311,-7.209362028633855,-40.91363809807101,-89.37027143353811,-336.0640043799924,1496.4550516482122,1527.2630525868778,1570.8436690286348,1604.547945098072,1653.004578433539,1899.6983113799934
75,2009,1,1.0,1542.1664689999996,0.0,0.0,0.0,0.0,0.0,0.0,67.17925535178875,36.37125441312311,-7.209362028633855,-40.91363809807101,-89.37027143353811,-336.0640043799924,1474.9872136482109,1505.7952145868765,1549.3758310286335,1583.0801070980706,1631.5367404335377,1878.230473379992
76,2010,1,1.0,1584.2635330000003,0.0,0.0,0.0,0.0,0.0,0.0,67.17925535178875,36.37125441312311,-7.209362028633855,-40.91363809807101,-89.37027143353811,-336.0640043799924,1517.0842776482116,1547.8922785868772,1591.4728950286342,1625.1771710980713,1673.6338044335384,1920.3275373799927
77,2011,1,1.0,1649.9664150000003,0.0,0.0,0.0,0.0,0.0,0.0,67.17925535178875,36.37125441312311,-7.209362028633855,-40.91363809807101,-89.37027143353811,-336.0640043799924,1582.7871596482116,1613.5951605868772,1657.1757770286342,1690.8800530980714,1739.3366864335385,1986.0304193799927
78,2012,1,1.0,1684.3104710000002,0.0,0.0,0.0,0.0,0.0,0.0,67.17925535178875,36.37125441312311,-7.209362028633855,-40.91363809807101,-89.37027143353811,-336.0640043799924,1617.1312156482115,1647.9392165868771,1691.5198330286341,1725.2241090980713,1773.6807424335384,2020.3744753799926
79,2013,1,1.0,1692.9234280000007,30928332.90258251,4271316.633061283,-25418315.976911407,-1069532.5743878833,-7688488.747045109,3343956.593591822,98.10758825437127,40.64257104618439,-32.62767800554526,-41.9831706724589,-97.05876018058322,-332.72004778640064,1594.8158397456295,1652.2808569538163,1725.551106005546,1734.9065986724597,1789.982188180584,2025.6434757864013
80,2014,1,1.0,1741.056553,42467872.44058588,4579883.111138111,4708428.975043936,-3769915.633225292,-10549663.55817304,-879245.9483521907,140.57546069495714,45.2224541573225,-27.91924903050133,-45.753086305684185,-107.60842373875627,-333.59929373475285,1600.4810923050427,1695.8340988426773,1768.9758020305012,1786.8096393056842,1848.6649767387562,2074.6558467347527
81,2015,1,1.0,1722.9710639999996,3624088.155991368,5033649.125140694,-24779479.8675035,-4036497.939523203,-56606695.62660856,-1778759.0739510455,144.1995488509485,50.2561032824632,-52.69872889800483,-49.789584245207394,-164.2151193653648,-335.3780528087039,1578.771515149051,1672.7149607175363,1775.6697928980045,1772.760648245207,1887.1861833653645,2058.3491168087035
82,2016,1,1.0,1698.078949999999,10099314.695229363,3214406.0271304008,-7662114.356627218,-9209280.267539829,-20943595.36436805,1748187.5737214372,154.29886354617787,53.4705093095936,-60.36084325463205,-58.99886451274722,-185.15871472973288,-333.6298652349825,1543.780086453821,1644.6084406904054,1758.439793254631,1757.077814512746,1883.237664729732,2031.7088152349816
83,2017,1,1.0,1666.6330980000002,34512551.22055632,3361674.493822759,6111718.002988497,-4619386.679373866,14808840.901087942,3702666.81934125,188.81141476673417,56.83218380341636,-54.249125251643555,-63.618251192121086,-170.34987382864495,-329.92719841564127,1477.821683233266,1609.8009141965838,1720.8822232516438,1730.2513491921213,1836.982971828645,1996.5602964156415
84,2018,1,1.0,1636.1846329999996,29087205.240036663,4122291.6128709447,1457531.6585596176,-5845793.530877597,17716162.43497312,-37501428.12435276,217.89862000677084,60.95447541628731,-52.79159359308393,-69.46404472299868,-152.6337113936718,-367.428626539994,1418.2860129932287,1575.2301575837123,1688.9762265930835,1705.6486777229984,1788.8183443936714,2003.6132595399936
