,CBSA,MNAME_x,Year,TOT_POP,UBER_ARRIVAL,TNC_ARRIVAL_YEAR,TNC_FIRST_FULL_YEAR_OPERATION,TNC_FLAG,_merge,MNAME_y,Proposed TNC Groups,TNC_TRIPS_PER_PERSON,TRIP_SHARE_2017
340,33260,"Midland, TX Metro Area",2017,169643,6/1/16,2016,2017,1,both,"Midland, TX Metro Area",22.0,2.3,0.198
341,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2015,1575747,3/1/14,2014,2015,1,both,"Milwaukee-Waukesha-West Allis, WI Metro Area",21.0,4.4,0.098
342,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2016,1572482,3/1/14,2014,2015,1,both,"Milwaukee-Waukesha-West Allis, WI Metro Area",21.0,4.4,0.098
343,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2017,1576236,3/1/14,2014,2015,1,both,"Milwaukee-Waukesha-West Allis, WI Metro Area",21.0,4.4,0.098
344,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2013,3459146,10/1/12,2012,2013,1,both,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",18.0,3.6,0.098
345,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2014,3495176,10/1/12,2012,2013,1,both,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",18.0,3.6,0.098
346,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2015,3524583,10/1/12,2012,2013,1,both,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",18.0,3.6,0.098
347,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016,3551036,10/1/12,2012,2013,1,both,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",18.0,3.6,0.098
348,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017,3600618,10/1/12,2012,2013,1,both,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",18.0,3.6,0.098
349,33540,"Missoula, MT Metro Area",2017,117441,8/1/16,2016,2017,1,both,"Missoula, MT Metro Area",22.0,2.3,0.198
350,33660,"Mobile, AL Metro Area",2016,414836,6/1/15,2015,2016,1,both,"Mobile, AL Metro Area",22.0,2.3,0.198
351,33660,"Mobile, AL Metro Area",2017,413955,6/1/15,2015,2016,1,both,"Mobile, AL Metro Area",22.0,2.3,0.198
352,33700,"Modesto, CA Metro Area",2015,538388,5/1/14,2014,2015,1,both,"Modesto, CA Metro Area",22.0,2.3,0.198
353,33700,"Modesto, CA Metro Area",2016,541560,5/1/14,2014,2015,1,both,"Modesto, CA Metro Area",22.0,2.3,0.198
354,33700,"Modesto, CA Metro Area",2017,547899,5/1/14,2014,2015,1,both,"Modesto, CA Metro Area",22.0,2.3,0.198
355,33860,"Montgomery, AL Metro Area",2017,373889,2/1/16,2016,2017,1,both,"Montgomery, AL Metro Area",22.0,2.3,0.198
356,34060,"Morgantown, WV Metro Area",2017,138709,7/1/16,2016,2017,1,both,"Morgantown, WV Metro Area",22.0,2.3,0.198
357,34620,"Muncie, IN Metro Area",2017,115184,9/1/16,2016,2017,1,both,"Muncie, IN Metro Area",22.0,2.3,0.198
358,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2015,431964,8/1/14,2014,2015,1,both,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",22.0,2.3,0.198
359,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2016,449295,8/1/14,2014,2015,1,both,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",22.0,2.3,0.198
360,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2017,464165,8/1/14,2014,2015,1,both,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",22.0,2.3,0.198
361,34900,"Napa, CA Metro Area",2015,142456,4/1/14,2014,2015,1,both,"Napa, CA Metro Area",22.0,2.3,0.198
362,34900,"Napa, CA Metro Area",2016,142166,4/1/14,2014,2015,1,both,"Napa, CA Metro Area",22.0,2.3,0.198
363,34900,"Napa, CA Metro Area",2017,140973,4/1/14,2014,2015,1,both,"Napa, CA Metro Area",22.0,2.3,0.198
364,34940,"Naples-Immokalee-Marco Island, FL Metro Area",2015,357305,12/1/14,2014,2015,1,both,"Naples-Immokalee-Marco Island, FL Metro Area",22.0,2.3,0.198
365,34940,"Naples-Immokalee-Marco Island, FL Metro Area",2016,365136,12/1/14,2014,2015,1,both,"Naples-Immokalee-Marco Island, FL Metro Area",22.0,2.3,0.198
366,34940,"Naples-Immokalee-Marco Island, FL Metro Area",2017,372880,12/1/14,2014,2015,1,both,"Naples-Immokalee-Marco Island, FL Metro Area",22.0,2.3,0.198
367,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN Metro Area",2014,1792468,12/1/13,2013,2014,1,left_only,"Nashville-Davidson-Murfreesboro-Franklin, TN Metro Area",21.0,4.4,0.198
368,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN Metro Area",2015,1830298,12/1/13,2013,2014,1,left_only,"Nashville-Davidson-Murfreesboro-Franklin, TN Metro Area",21.0,4.4,0.198
369,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN Metro Area",2016,1865535,12/1/13,2013,2014,1,left_only,"Nashville-Davidson-Murfreesboro-Franklin, TN Metro Area",21.0,4.4,0.198
370,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN Metro Area",2017,1904226,12/1/13,2013,2014,1,left_only,"Nashville-Davidson-Murfreesboro-Franklin, TN Metro Area",21.0,4.4,0.198
371,35100,"New Bern, NC Metro Area",2017,125786,3/1/16,2016,2017,1,left_only,,,,
372,35300,"New Haven-Milford, CT Metro Area",2015,859470,5/1/14,2014,2015,1,both,"New Haven-Milford, CT Metro Area",21.0,4.4,0.198
373,35300,"New Haven-Milford, CT Metro Area",2016,856875,5/1/14,2014,2015,1,both,"New Haven-Milford, CT Metro Area",21.0,4.4,0.198
374,35300,"New Haven-Milford, CT Metro Area",2017,860435,5/1/14,2014,2015,1,both,"New Haven-Milford, CT Metro Area",21.0,4.4,0.198
375,35380,"New Orleans-Metairie, LA Metro Area",2015,1262888,9/1/14,2014,2015,1,both,"New Orleans-Metairie, LA Metro Area",21.0,4.4,0.198
376,35380,"New Orleans-Metairie, LA Metro Area",2016,1268883,9/1/14,2014,2015,1,both,"New Orleans-Metairie, LA Metro Area",21.0,4.4,0.198
377,35380,"New Orleans-Metairie, LA Metro Area",2017,1275762,9/1/14,2014,2015,1,both,"New Orleans-Metairie, LA Metro Area",21.0,4.4,0.198
378,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2012,19160024,5/1/11,2011,2012,1,left_only,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",1.0,21.5,0.11
379,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",2013,19949502,5/1/11,2011,2012,1,both,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",1.0,21.5,0.11
380,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",2014,20092883,5/1/11,2011,2012,1,both,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",1.0,21.5,0.11
381,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",2015,20182305,5/1/11,2011,2012,1,both,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",1.0,21.5,0.11
382,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",2016,20153634,5/1/11,2011,2012,1,both,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",1.0,21.5,0.11
383,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",2017,20320876,5/1/11,2011,2012,1,both,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",1.0,21.5,0.11
384,35840,"North Port-Sarasota-Bradenton, FL Metro Area",2015,768918,12/1/14,2014,2015,1,both,"North Port-Sarasota-Bradenton, FL Metro Area",21.0,4.4,0.198
385,35840,"North Port-Sarasota-Bradenton, FL Metro Area",2016,788457,12/1/14,2014,2015,1,both,"North Port-Sarasota-Bradenton, FL Metro Area",21.0,4.4,0.198
386,35840,"North Port-Sarasota-Bradenton, FL Metro Area",2017,804690,12/1/14,2014,2015,1,both,"North Port-Sarasota-Bradenton, FL Metro Area",21.0,4.4,0.198
387,35980,"Norwich-New London, CT Metro Area",2016,269801,2/1/15,2015,2016,1,both,"Norwich-New London, CT Metro Area",22.0,2.3,0.198
388,35980,"Norwich-New London, CT Metro Area",2017,269033,2/1/15,2015,2016,1,both,"Norwich-New London, CT Metro Area",22.0,2.3,0.198
389,36100,"Ocala, FL Metro Area",2016,349020,9/1/15,2015,2016,1,both,"Ocala, FL Metro Area",22.0,2.3,0.198
390,36100,"Ocala, FL Metro Area",2017,354353,9/1/15,2015,2016,1,both,"Ocala, FL Metro Area",22.0,2.3,0.198
391,36140,"Ocean City, NJ Metro Area",2016,94430,5/1/15,2015,2016,1,both,"Ocean City, NJ Metro Area",22.0,2.3,0.198
392,36140,"Ocean City, NJ Metro Area",2017,93553,5/1/15,2015,2016,1,both,"Ocean City, NJ Metro Area",22.0,2.3,0.198
393,36220,"Odessa, TX Metro Area",2016,157462,10/1/15,2015,2016,1,both,"Odessa, TX Metro Area",22.0,2.3,0.198
394,36220,"Odessa, TX Metro Area",2017,157087,10/1/15,2015,2016,1,both,"Odessa, TX Metro Area",22.0,2.3,0.198
395,36260,"Ogden-Clearfield, UT Metro Area",2016,656061,3/1/15,2015,2016,1,left_only,"Ogden-Clearfield, UT Metro Area",21.0,4.4,0.198
396,36260,"Ogden-Clearfield, UT Metro Area",2017,666547,3/1/15,2015,2016,1,left_only,"Ogden-Clearfield, UT Metro Area",21.0,4.4,0.198
397,36420,"Oklahoma City, OK Metro Area",2014,1336767,11/1/13,2013,2014,1,both,"Oklahoma City, OK Metro Area",21.0,4.4,0.198
398,36420,"Oklahoma City, OK Metro Area",2015,1358452,11/1/13,2013,2014,1,both,"Oklahoma City, OK Metro Area",21.0,4.4,0.198
399,36420,"Oklahoma City, OK Metro Area",2016,1373211,11/1/13,2013,2014,1,both,"Oklahoma City, OK Metro Area",21.0,4.4,0.198
400,36420,"Oklahoma City, OK Metro Area",2017,1383737,11/1/13,2013,2014,1,both,"Oklahoma City, OK Metro Area",21.0,4.4,0.198
401,36500,"Olympia-Tumwater, WA Metro Area",2016,275222,6/1/15,2015,2016,1,both,"Olympia-Tumwater, WA Metro Area",21.0,4.4,0.198
402,36500,"Olympia-Tumwater, WA Metro Area",2017,280588,6/1/15,2015,2016,1,both,"Olympia-Tumwater, WA Metro Area",21.0,4.4,0.198
403,36540,"Omaha-Council Bluffs, NE-IA Metro Area",2015,915557,6/1/14,2014,2015,1,left_only,"Omaha-Council Bluffs, NE-IA Metro Area",22.0,2.3,0.198
404,36540,"Omaha-Council Bluffs, NE-IA Metro Area",2016,924495,6/1/14,2014,2015,1,left_only,"Omaha-Council Bluffs, NE-IA Metro Area",22.0,2.3,0.198
405,36540,"Omaha-Council Bluffs, NE-IA Metro Area",2017,934184,6/1/14,2014,2015,1,left_only,"Omaha-Council Bluffs, NE-IA Metro Area",22.0,2.3,0.198
406,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2015,2387138,6/1/14,2014,2015,1,both,"Orlando-Kissimmee-Sanford, FL Metro Area",21.0,4.4,0.198
407,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2016,2441257,6/1/14,2014,2015,1,both,"Orlando-Kissimmee-Sanford, FL Metro Area",21.0,4.4,0.198
408,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2017,2509831,6/1/14,2014,2015,1,both,"Orlando-Kissimmee-Sanford, FL Metro Area",21.0,4.4,0.198
409,36780,"Oshkosh-Neenah, WI Metro Area",2016,169886,11/1/15,2015,2016,1,both,"Oshkosh-Neenah, WI Metro Area",22.0,2.3,0.198
410,36780,"Oshkosh-Neenah, WI Metro Area",2017,170414,11/1/15,2015,2016,1,both,"Oshkosh-Neenah, WI Metro Area",22.0,2.3,0.198
411,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2015,850536,5/1/14,2014,2015,1,both,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",21.0,4.4,0.198
412,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2016,849738,5/1/14,2014,2015,1,both,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",21.0,4.4,0.198
413,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2017,854223,5/1/14,2014,2015,1,both,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",21.0,4.4,0.198
414,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",2015,568088,12/1/14,2014,2015,1,both,"Palm Bay-Melbourne-Titusville, FL Metro Area",22.0,2.3,0.198
415,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",2016,579130,12/1/14,2014,2015,1,both,"Palm Bay-Melbourne-Titusville, FL Metro Area",22.0,2.3,0.198
416,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",2017,589162,12/1/14,2014,2015,1,both,"Palm Bay-Melbourne-Titusville, FL Metro Area",22.0,2.3,0.198
417,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",2016,485684,1/1/15,2015,2016,1,both,"Pensacola-Ferry Pass-Brent, FL Metro Area",22.0,2.3,0.198
418,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",2017,487784,1/1/15,2015,2016,1,both,"Pensacola-Ferry Pass-Brent, FL Metro Area",22.0,2.3,0.198
419,37900,"Peoria, IL Metro Area",2016,376044,11/1/15,2015,2016,1,both,"Peoria, IL Metro Area",22.0,2.3,0.198
420,37900,"Peoria, IL Metro Area",2017,373637,11/1/15,2015,2016,1,both,"Peoria, IL Metro Area",22.0,2.3,0.198
421,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2013,6034678,5/1/12,2012,2013,1,both,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",7.0,6.2,0.58
422,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2014,6051170,5/1/12,2012,2013,1,both,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",7.0,6.2,0.58
423,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2015,6069875,5/1/12,2012,2013,1,both,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",7.0,6.2,0.58
424,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2016,6070500,5/1/12,2012,2013,1,both,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",7.0,6.2,0.58
425,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2017,6096120,5/1/12,2012,2013,1,both,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",7.0,6.2,0.58
426,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",2013,4398762,11/1/12,2012,2013,1,both,"Phoenix-Mesa-Scottsdale, AZ Metro Area",16.0,4.6,0.098
427,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",2014,4489109,11/1/12,2012,2013,1,both,"Phoenix-Mesa-Scottsdale, AZ Metro Area",16.0,4.6,0.098
428,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",2015,4574531,11/1/12,2012,2013,1,both,"Phoenix-Mesa-Scottsdale, AZ Metro Area",16.0,4.6,0.098
429,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",2016,4661537,11/1/12,2012,2013,1,both,"Phoenix-Mesa-Scottsdale, AZ Metro Area",16.0,4.6,0.098
430,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",2017,4737270,11/1/12,2012,2013,1,both,"Phoenix-Mesa-Scottsdale, AZ Metro Area",16.0,4.6,0.098
431,38300,"Pittsburgh, PA Metro Area",2015,2353045,2/1/14,2014,2015,1,both,"Pittsburgh, PA Metro Area",13.0,7.0,0.198
432,38300,"Pittsburgh, PA Metro Area",2016,2342299,2/1/14,2014,2015,1,both,"Pittsburgh, PA Metro Area",13.0,7.0,0.198
433,38300,"Pittsburgh, PA Metro Area",2017,2333367,2/1/14,2014,2015,1,both,"Pittsburgh, PA Metro Area",13.0,7.0,0.198
434,38860,"Portland-South Portland, ME Metro Area",2015,526295,10/1/14,2014,2015,1,both,"Portland-South Portland, ME Metro Area",21.0,4.4,0.198
435,38860,"Portland-South Portland, ME Metro Area",2016,529657,10/1/14,2014,2015,1,both,"Portland-South Portland, ME Metro Area",21.0,4.4,0.198
436,38860,"Portland-South Portland, ME Metro Area",2017,532083,10/1/14,2014,2015,1,both,"Portland-South Portland, ME Metro Area",21.0,4.4,0.198
437,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2015,2390244,8/1/14,2014,2015,1,both,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",12.0,7.5,0.198
438,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2016,2425325,8/1/14,2014,2015,1,both,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",12.0,7.5,0.198
439,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2017,2451560,8/1/14,2014,2015,1,both,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",12.0,7.5,0.198
440,38940,"Port St. Lucie, FL Metro Area",2016,465208,3/1/15,2015,2016,1,both,"Port St. Lucie, FL Metro Area",22.0,2.3,0.198
441,38940,"Port St. Lucie, FL Metro Area",2017,473429,3/1/15,2015,2016,1,both,"Port St. Lucie, FL Metro Area",22.0,2.3,0.198
442,39140,"Prescott, AZ Metro Area",2017,228168,4/1/16,2016,2017,1,left_only,,,,
443,39300,"Providence-Warwick, RI-MA Metro Area",2014,1609367,11/1/13,2013,2014,1,both,"Providence-Warwick, RI-MA Metro Area",21.0,4.4,0.198
444,39300,"Providence-Warwick, RI-MA Metro Area",2015,1613070,11/1/13,2013,2014,1,both,"Providence-Warwick, RI-MA Metro Area",21.0,4.4,0.198
445,39300,"Providence-Warwick, RI-MA Metro Area",2016,1614750,11/1/13,2013,2014,1,both,"Providence-Warwick, RI-MA Metro Area",21.0,4.4,0.198
446,39300,"Providence-Warwick, RI-MA Metro Area",2017,1621122,11/1/13,2013,2014,1,both,"Providence-Warwick, RI-MA Metro Area",21.0,4.4,0.198
447,39340,"Provo-Orem, UT Metro Area",2016,602543,4/1/15,2015,2016,1,both,"Provo-Orem, UT Metro Area",21.0,4.4,0.198
448,39340,"Provo-Orem, UT Metro Area",2017,617678,4/1/15,2015,2016,1,both,"Provo-Orem, UT Metro Area",21.0,4.4,0.198
449,39380,"Pueblo, CO Metro Area",2017,166475,9/1/16,2016,2017,1,both,"Pueblo, CO Metro Area",22.0,2.3,0.198
450,39460,"Punta Gorda, FL Metro Area",2016,178465,10/1/15,2015,2016,1,both,"Punta Gorda, FL Metro Area",22.0,2.3,0.198
451,39460,"Punta Gorda, FL Metro Area",2017,182033,10/1/15,2015,2016,1,both,"Punta Gorda, FL Metro Area",22.0,2.3,0.198
452,39540,"Racine, WI Metro Area",2016,195140,11/1/15,2015,2016,1,both,"Racine, WI Metro Area",22.0,2.3,0.198
453,39540,"Racine, WI Metro Area",2017,196071,11/1/15,2015,2016,1,both,"Racine, WI Metro Area",22.0,2.3,0.198
454,39580,"Raleigh, NC Metro Area",2015,1273568,4/1/14,2014,2015,1,both,"Raleigh, NC Metro Area",21.0,4.4,0.198
455,39580,"Raleigh, NC Metro Area",2016,1302946,4/1/14,2014,2015,1,both,"Raleigh, NC Metro Area",21.0,4.4,0.198
456,39580,"Raleigh, NC Metro Area",2017,1335079,4/1/14,2014,2015,1,both,"Raleigh, NC Metro Area",21.0,4.4,0.198
457,39740,"Reading, PA Metro Area",2016,414812,5/1/15,2015,2016,1,both,"Reading, PA Metro Area",22.0,2.3,0.198
458,39740,"Reading, PA Metro Area",2017,417854,5/1/15,2015,2016,1,both,"Reading, PA Metro Area",22.0,2.3,0.198
459,39820,"Redding, CA Metro Area",2017,179921,3/1/16,2016,2017,1,both,"Redding, CA Metro Area",22.0,2.3,0.198
460,39900,"Reno, NV Metro Area",2016,457387,9/1/15,2015,2016,1,both,"Reno, NV Metro Area",21.0,4.4,0.198
461,39900,"Reno, NV Metro Area",2017,465208,9/1/15,2015,2016,1,both,"Reno, NV Metro Area",21.0,4.4,0.198
462,40060,"Richmond, VA Metro Area",2015,1271142,8/1/14,2014,2015,1,both,"Richmond, VA Metro Area",21.0,4.4,0.198
463,40060,"Richmond, VA Metro Area",2016,1282066,8/1/14,2014,2015,1,both,"Richmond, VA Metro Area",21.0,4.4,0.198
464,40060,"Richmond, VA Metro Area",2017,1301540,8/1/14,2014,2015,1,both,"Richmond, VA Metro Area",21.0,4.4,0.198
465,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",2015,4489159,2/1/14,2014,2015,1,both,"Riverside-San Bernardino-Ontario, CA Metro Area",21.0,4.4,0.198
466,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",2016,4527837,2/1/14,2014,2015,1,both,"Riverside-San Bernardino-Ontario, CA Metro Area",21.0,4.4,0.198
467,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",2017,4580670,2/1/14,2014,2015,1,both,"Riverside-San Bernardino-Ontario, CA Metro Area",21.0,4.4,0.198
468,40220,"Roanoke, VA Metro Area",2015,311901,11/1/14,2014,2015,1,both,"Roanoke, VA Metro Area",22.0,2.3,0.198
469,40220,"Roanoke, VA Metro Area",2016,312576,11/1/14,2014,2015,1,both,"Roanoke, VA Metro Area",22.0,2.3,0.198
470,40220,"Roanoke, VA Metro Area",2017,312688,11/1/14,2014,2015,1,both,"Roanoke, VA Metro Area",22.0,2.3,0.198
471,40420,"Rockford, IL Metro Area",2016,339376,3/1/15,2015,2016,1,both,"Rockford, IL Metro Area",22.0,2.3,0.198
472,40420,"Rockford, IL Metro Area",2017,338291,3/1/15,2015,2016,1,both,"Rockford, IL Metro Area",22.0,2.3,0.198
473,40900,"Sacramento-Roseville-Arden-Arcade, CA Metro Area",2014,2244397,2/1/13,2013,2014,1,left_only,"Sacramento-Roseville-Arden-Arcade, CA Metro Area",21.0,4.4,0.198
474,40900,"Sacramento-Roseville-Arden-Arcade, CA Metro Area",2015,2274194,2/1/13,2013,2014,1,left_only,"Sacramento-Roseville-Arden-Arcade, CA Metro Area",21.0,4.4,0.198
475,40900,"Sacramento-Roseville-Arden-Arcade, CA Metro Area",2016,2296418,2/1/13,2013,2014,1,left_only,"Sacramento-Roseville-Arden-Arcade, CA Metro Area",21.0,4.4,0.198
476,40900,"Sacramento-Roseville-Arden-Arcade, CA Metro Area",2017,2324884,2/1/13,2013,2014,1,left_only,"Sacramento-Roseville-Arden-Arcade, CA Metro Area",21.0,4.4,0.198
477,41100,"St. George, UT Metro Area",2017,165662,7/1/16,2016,2017,1,both,"St. George, UT Metro Area",22.0,2.3,0.198
478,41180,"St. Louis, MO-IL Metro Area",2015,2812313,11/1/14,2014,2015,1,both,"St. Louis, MO-IL Metro Area",21.0,4.4,0.198
479,41180,"St. Louis, MO-IL Metro Area",2016,2807954,11/1/14,2014,2015,1,both,"St. Louis, MO-IL Metro Area",21.0,4.4,0.198
480,41180,"St. Louis, MO-IL Metro Area",2017,2807216,11/1/14,2014,2015,1,both,"St. Louis, MO-IL Metro Area",21.0,4.4,0.198
481,41500,"Salinas, CA Metro Area",2015,433898,8/1/14,2014,2015,1,both,"Salinas, CA Metro Area",21.0,4.4,0.198
482,41500,"Salinas, CA Metro Area",2016,435232,8/1/14,2014,2015,1,both,"Salinas, CA Metro Area",21.0,4.4,0.198
483,41500,"Salinas, CA Metro Area",2017,437907,8/1/14,2014,2015,1,both,"Salinas, CA Metro Area",21.0,4.4,0.198
484,41540,"Salisbury, MD-DE Metro Area",2016,400200,5/1/15,2015,2016,1,both,"Salisbury, MD-DE Metro Area",22.0,2.3,0.198
485,41540,"Salisbury, MD-DE Metro Area",2017,405853,5/1/15,2015,2016,1,both,"Salisbury, MD-DE Metro Area",22.0,2.3,0.198
486,41620,"Salt Lake City, UT Metro Area",2015,1170266,5/1/14,2014,2015,1,both,"Salt Lake City, UT Metro Area",21.0,4.4,0.198
487,41620,"Salt Lake City, UT Metro Area",2016,1186187,5/1/14,2014,2015,1,both,"Salt Lake City, UT Metro Area",21.0,4.4,0.198
488,41620,"Salt Lake City, UT Metro Area",2017,1203105,5/1/14,2014,2015,1,both,"Salt Lake City, UT Metro Area",21.0,4.4,0.198
489,41700,"San Antonio-New Braunfels, TX Metro Area",2015,2381828,4/1/14,2014,2015,1,both,"San Antonio-New Braunfels, TX Metro Area",21.0,4.4,0.098
490,41700,"San Antonio-New Braunfels, TX Metro Area",2016,2429609,4/1/14,2014,2015,1,both,"San Antonio-New Braunfels, TX Metro Area",21.0,4.4,0.098
491,41700,"San Antonio-New Braunfels, TX Metro Area",2017,2473974,4/1/14,2014,2015,1,both,"San Antonio-New Braunfels, TX Metro Area",21.0,4.4,0.098
492,41740,"San Diego-Carlsbad, CA Metro Area",2013,3211252,5/1/12,2012,2013,1,both,"San Diego-Carlsbad, CA Metro Area",10.0,7.2,0.098
493,41740,"San Diego-Carlsbad, CA Metro Area",2014,3263431,5/1/12,2012,2013,1,both,"San Diego-Carlsbad, CA Metro Area",10.0,7.2,0.098
494,41740,"San Diego-Carlsbad, CA Metro Area",2015,3299521,5/1/12,2012,2013,1,both,"San Diego-Carlsbad, CA Metro Area",10.0,7.2,0.098
495,41740,"San Diego-Carlsbad, CA Metro Area",2016,3317749,5/1/12,2012,2013,1,both,"San Diego-Carlsbad, CA Metro Area",10.0,7.2,0.098
496,41740,"San Diego-Carlsbad, CA Metro Area",2017,3337685,5/1/12,2012,2013,1,both,"San Diego-Carlsbad, CA Metro Area",10.0,7.2,0.098
497,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2011,4391037,10/1/10,2010,2011,1,left_only,"San Francisco-Oakland-Hayward, CA Metro Area",2.0,22.8,0.58
498,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2012,4455560,10/1/10,2010,2011,1,left_only,"San Francisco-Oakland-Hayward, CA Metro Area",2.0,22.8,0.58
499,41860,"San Francisco-Oakland-Hayward, CA Metro Area",2013,4516276,10/1/10,2010,2011,1,both,"San Francisco-Oakland-Hayward, CA Metro Area",2.0,22.8,0.58
500,41860,"San Francisco-Oakland-Hayward, CA Metro Area",2014,4594060,10/1/10,2010,2011,1,both,"San Francisco-Oakland-Hayward, CA Metro Area",2.0,22.8,0.58
501,41860,"San Francisco-Oakland-Hayward, CA Metro Area",2015,4656132,10/1/10,2010,2011,1,both,"San Francisco-Oakland-Hayward, CA Metro Area",2.0,22.8,0.58
502,41860,"San Francisco-Oakland-Hayward, CA Metro Area",2016,4679166,10/1/10,2010,2011,1,both,"San Francisco-Oakland-Hayward, CA Metro Area",2.0,22.8,0.58
503,41860,"San Francisco-Oakland-Hayward, CA Metro Area",2017,4727357,10/1/10,2010,2011,1,both,"San Francisco-Oakland-Hayward, CA Metro Area",2.0,22.8,0.58
504,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2013,1919641,5/1/12,2012,2013,1,both,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",6.0,8.0,0.098
505,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2014,1952872,5/1/12,2012,2013,1,both,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",6.0,8.0,0.098
506,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2015,1976836,5/1/12,2012,2013,1,both,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",6.0,8.0,0.098
