,CBSA,MNAME_x,Year,TOT_POP,UBER_ARRIVAL,TNC_ARRIVAL_YEAR,TNC_FIRST_FULL_YEAR_OPERATION,TNC_FLAG,_merge,MNAME_y,Proposed TNC Groups,TNC_TRIPS_PER_PERSON,TRIP_SHARE_2017
162,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2017,649202,12/1/14,2014,2015,1,both,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",21.0,4.4,0.198
163,19740,"Denver-Aurora-Lakewood, CO Metro Area",2013,2697476,8/1/12,2012,2013,1,both,"Denver-Aurora-Lakewood, CO Metro Area",19.0,3.5,0.098
164,19740,"Denver-Aurora-Lakewood, CO Metro Area",2014,2754258,8/1/12,2012,2013,1,both,"Denver-Aurora-Lakewood, CO Metro Area",19.0,3.5,0.098
165,19740,"Denver-Aurora-Lakewood, CO Metro Area",2015,2814330,8/1/12,2012,2013,1,both,"Denver-Aurora-Lakewood, CO Metro Area",19.0,3.5,0.098
166,19740,"Denver-Aurora-Lakewood, CO Metro Area",2016,2853077,8/1/12,2012,2013,1,both,"Denver-Aurora-Lakewood, CO Metro Area",19.0,3.5,0.098
167,19740,"Denver-Aurora-Lakewood, CO Metro Area",2017,2888227,8/1/12,2012,2013,1,both,"Denver-Aurora-Lakewood, CO Metro Area",19.0,3.5,0.098
168,19780,"Des Moines-West Des Moines, IA Metro Area",2015,622899,9/1/14,2014,2015,1,both,"Des Moines-West Des Moines, IA Metro Area",22.0,2.3,0.198
169,19780,"Des Moines-West Des Moines, IA Metro Area",2016,634725,9/1/14,2014,2015,1,both,"Des Moines-West Des Moines, IA Metro Area",22.0,2.3,0.198
170,19780,"Des Moines-West Des Moines, IA Metro Area",2017,645911,9/1/14,2014,2015,1,both,"Des Moines-West Des Moines, IA Metro Area",22.0,2.3,0.198
171,19820,"Detroit-Warren-Dearborn, MI Metro Area",2014,4296611,3/1/13,2013,2014,1,both,"Detroit-Warren-Dearborn, MI Metro Area",21.0,4.4,0.098
172,19820,"Detroit-Warren-Dearborn, MI Metro Area",2015,4302043,3/1/13,2013,2014,1,both,"Detroit-Warren-Dearborn, MI Metro Area",21.0,4.4,0.098
173,19820,"Detroit-Warren-Dearborn, MI Metro Area",2016,4297617,3/1/13,2013,2014,1,both,"Detroit-Warren-Dearborn, MI Metro Area",21.0,4.4,0.098
174,19820,"Detroit-Warren-Dearborn, MI Metro Area",2017,4313002,3/1/13,2013,2014,1,both,"Detroit-Warren-Dearborn, MI Metro Area",21.0,4.4,0.098
175,20100,"Dover, DE Metro Area",2016,174827,8/1/15,2015,2016,1,both,"Dover, DE Metro Area",22.0,2.3,0.198
176,20100,"Dover, DE Metro Area",2017,176824,8/1/15,2015,2016,1,both,"Dover, DE Metro Area",22.0,2.3,0.198
177,20500,"Durham-Chapel Hill, NC Metro Area",2015,552493,6/1/14,2014,2015,1,both,"Durham-Chapel Hill, NC Metro Area",21.0,4.4,0.198
178,20500,"Durham-Chapel Hill, NC Metro Area",2016,559535,6/1/14,2014,2015,1,both,"Durham-Chapel Hill, NC Metro Area",21.0,4.4,0.198
179,20500,"Durham-Chapel Hill, NC Metro Area",2017,567428,6/1/14,2014,2015,1,both,"Durham-Chapel Hill, NC Metro Area",21.0,4.4,0.198
180,20700,"East Stroudsburg, PA Metro Area",2016,166098,9/1/15,2015,2016,1,left_only,,,,
181,20700,"East Stroudsburg, PA Metro Area",2017,168046,9/1/15,2015,2016,1,left_only,,,,
182,20940,"El Centro, CA Metro Area",2017,182830,7/1/16,2016,2017,1,both,"El Centro, CA Metro Area",22.0,2.3,0.198
183,21140,"Elkhart-Goshen, IN Metro Area",2017,205032,8/1/16,2016,2017,1,both,"Elkhart-Goshen, IN Metro Area",22.0,2.3,0.198
184,21340,"El Paso, TX Metro Area",2015,838019,7/1/14,2014,2015,1,both,"El Paso, TX Metro Area",21.0,4.4,0.198
185,21340,"El Paso, TX Metro Area",2016,842114,7/1/14,2014,2015,1,both,"El Paso, TX Metro Area",21.0,4.4,0.198
186,21340,"El Paso, TX Metro Area",2017,842677,7/1/14,2014,2015,1,both,"El Paso, TX Metro Area",21.0,4.4,0.198
187,21500,"Erie, PA Metro Area",2016,276207,4/1/15,2015,2016,1,both,"Erie, PA Metro Area",22.0,2.3,0.198
188,21500,"Erie, PA Metro Area",2017,274541,4/1/15,2015,2016,1,both,"Erie, PA Metro Area",22.0,2.3,0.198
189,22020,"Fargo, ND-MN Metro Area",2016,238124,5/1/15,2015,2016,1,both,"Fargo, ND-MN Metro Area",22.0,2.3,0.198
190,22020,"Fargo, ND-MN Metro Area",2017,241356,5/1/15,2015,2016,1,both,"Fargo, ND-MN Metro Area",22.0,2.3,0.198
191,22180,"Fayetteville, NC Metro Area",2015,376509,10/1/14,2014,2015,1,both,"Fayetteville, NC Metro Area",22.0,2.3,0.198
192,22180,"Fayetteville, NC Metro Area",2016,380389,10/1/14,2014,2015,1,both,"Fayetteville, NC Metro Area",22.0,2.3,0.198
193,22180,"Fayetteville, NC Metro Area",2017,386662,10/1/14,2014,2015,1,both,"Fayetteville, NC Metro Area",22.0,2.3,0.198
194,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2015,515403,11/1/14,2014,2015,1,both,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",22.0,2.3,0.198
195,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2016,527153,11/1/14,2014,2015,1,both,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",22.0,2.3,0.198
196,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2017,535557,11/1/14,2014,2015,1,both,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",22.0,2.3,0.198
197,22380,"Flagstaff, AZ Metro Area",2016,140908,1/1/15,2015,2016,1,left_only,"Flagstaff, AZ Metro Area",22.0,2.3,0.198
198,22380,"Flagstaff, AZ Metro Area",2017,140776,1/1/15,2015,2016,1,left_only,"Flagstaff, AZ Metro Area",22.0,2.3,0.198
199,22420,"Flint, MI Metro Area",2016,408615,5/1/15,2015,2016,1,both,"Flint, MI Metro Area",22.0,2.3,0.198
200,22420,"Flint, MI Metro Area",2017,407385,5/1/15,2015,2016,1,both,"Flint, MI Metro Area",22.0,2.3,0.198
201,22660,"Fort Collins, CO Metro Area",2015,333577,8/1/14,2014,2015,1,both,"Fort Collins, CO Metro Area",22.0,2.3,0.198
202,22660,"Fort Collins, CO Metro Area",2016,339993,8/1/14,2014,2015,1,both,"Fort Collins, CO Metro Area",22.0,2.3,0.198
203,22660,"Fort Collins, CO Metro Area",2017,343976,8/1/14,2014,2015,1,both,"Fort Collins, CO Metro Area",22.0,2.3,0.198
204,22900,"Fort Smith, AR-OK Metro Area",2017,282086,5/1/16,2016,2017,1,both,"Fort Smith, AR-OK Metro Area",22.0,2.3,0.198
205,23020,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2016,267059,5/1/15,2015,2016,1,both,"Crestview-Fort Walton Beach-Destin, FL Metro Area",22.0,2.3,0.198
206,23020,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2017,271346,5/1/15,2015,2016,1,both,"Crestview-Fort Walton Beach-Destin, FL Metro Area",22.0,2.3,0.198
207,23060,"Fort Wayne, IN Metro Area",2016,431802,5/1/15,2015,2016,1,both,"Fort Wayne, IN Metro Area",22.0,2.3,0.198
208,23060,"Fort Wayne, IN Metro Area",2017,434617,5/1/15,2015,2016,1,both,"Fort Wayne, IN Metro Area",22.0,2.3,0.198
209,23420,"Fresno, CA Metro Area",2015,974861,2/1/14,2014,2015,1,both,"Fresno, CA Metro Area",21.0,4.4,0.198
210,23420,"Fresno, CA Metro Area",2016,979915,2/1/14,2014,2015,1,both,"Fresno, CA Metro Area",21.0,4.4,0.198
211,23420,"Fresno, CA Metro Area",2017,989255,2/1/14,2014,2015,1,both,"Fresno, CA Metro Area",21.0,4.4,0.198
212,23540,"Gainesville, FL Metro Area",2015,276881,9/1/14,2014,2015,1,both,"Gainesville, FL Metro Area",22.0,2.3,0.198
213,23540,"Gainesville, FL Metro Area",2016,281796,9/1/14,2014,2015,1,both,"Gainesville, FL Metro Area",22.0,2.3,0.198
214,23540,"Gainesville, FL Metro Area",2017,285374,9/1/14,2014,2015,1,both,"Gainesville, FL Metro Area",22.0,2.3,0.198
215,23580,"Gainesville, GA Metro Area",2016,196637,12/1/15,2015,2016,1,both,"Gainesville, GA Metro Area",22.0,2.3,0.198
216,23580,"Gainesville, GA Metro Area",2017,199335,12/1/15,2015,2016,1,both,"Gainesville, GA Metro Area",22.0,2.3,0.198
217,24300,"Grand Junction, CO Metro Area",2017,151616,3/1/16,2016,2017,1,both,"Grand Junction, CO Metro Area",22.0,2.3,0.198
218,24340,"Grand Rapids-Wyoming, MI Metro Area",2015,1038583,8/1/14,2014,2015,1,both,"Grand Rapids-Wyoming, MI Metro Area",21.0,4.4,0.198
219,24340,"Grand Rapids-Wyoming, MI Metro Area",2016,1047099,8/1/14,2014,2015,1,both,"Grand Rapids-Wyoming, MI Metro Area",21.0,4.4,0.198
220,24340,"Grand Rapids-Wyoming, MI Metro Area",2017,1059113,8/1/14,2014,2015,1,both,"Grand Rapids-Wyoming, MI Metro Area",21.0,4.4,0.198
221,24540,"Greeley, CO Metro Area",2017,304633,4/1/16,2016,2017,1,both,"Greeley, CO Metro Area",22.0,2.3,0.198
222,24580,"Green Bay, WI Metro Area",2016,318236,3/1/15,2015,2016,1,both,"Green Bay, WI Metro Area",22.0,2.3,0.198
223,24580,"Green Bay, WI Metro Area",2017,320050,3/1/15,2015,2016,1,both,"Green Bay, WI Metro Area",22.0,2.3,0.198
224,24660,"Greensboro-High Point, NC Metro Area",2015,752157,7/1/14,2014,2015,1,both,"Greensboro-High Point, NC Metro Area",22.0,2.3,0.198
225,24660,"Greensboro-High Point, NC Metro Area",2016,756139,7/1/14,2014,2015,1,both,"Greensboro-High Point, NC Metro Area",22.0,2.3,0.198
226,24660,"Greensboro-High Point, NC Metro Area",2017,761184,7/1/14,2014,2015,1,both,"Greensboro-High Point, NC Metro Area",22.0,2.3,0.198
227,24780,"Greenville, NC Metro Area",2016,177220,9/1/15,2015,2016,1,both,"Greenville, NC Metro Area",22.0,2.3,0.198
228,24780,"Greenville, NC Metro Area",2017,179042,9/1/15,2015,2016,1,both,"Greenville, NC Metro Area",22.0,2.3,0.198
229,24860,"Greenville-Anderson-Mauldin, SC Metro Area",2015,874869,7/1/14,2014,2015,1,both,"Greenville-Anderson-Mauldin, SC Metro Area",22.0,2.3,0.198
230,24860,"Greenville-Anderson-Mauldin, SC Metro Area",2016,884975,7/1/14,2014,2015,1,both,"Greenville-Anderson-Mauldin, SC Metro Area",22.0,2.3,0.198
231,24860,"Greenville-Anderson-Mauldin, SC Metro Area",2017,895923,7/1/14,2014,2015,1,both,"Greenville-Anderson-Mauldin, SC Metro Area",22.0,2.3,0.198
232,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",2017,394232,7/1/16,2016,2017,1,both,"Gulfport-Biloxi-Pascagoula, MS Metro Area",22.0,2.3,0.198
233,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2016,263817,10/1/15,2015,2016,1,both,"Hagerstown-Martinsburg, MD-WV Metro Area",22.0,2.3,0.198
234,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2017,265498,10/1/15,2015,2016,1,both,"Hagerstown-Martinsburg, MD-WV Metro Area",22.0,2.3,0.198
235,25260,"Hanford-Corcoran, CA Metro Area",2017,150101,10/1/16,2016,2017,1,both,"Hanford-Corcoran, CA Metro Area",22.0,2.3,0.198
236,25420,"Harrisburg-Carlisle, PA Metro Area",2016,568033,2/1/15,2015,2016,1,both,"Harrisburg-Carlisle, PA Metro Area",21.0,4.4,0.198
237,25420,"Harrisburg-Carlisle, PA Metro Area",2017,571903,2/1/15,2015,2016,1,both,"Harrisburg-Carlisle, PA Metro Area",21.0,4.4,0.198
238,25500,"Harrisonburg, VA Metro Area",2016,132822,10/1/15,2015,2016,1,both,"Harrisonburg, VA Metro Area",22.0,2.3,0.198
239,25500,"Harrisonburg, VA Metro Area",2017,134442,10/1/15,2015,2016,1,both,"Harrisonburg, VA Metro Area",22.0,2.3,0.198
240,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2015,1211324,7/1/14,2014,2015,1,both,"Hartford-West Hartford-East Hartford, CT Metro Area",21.0,4.4,0.198
241,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2016,1206836,7/1/14,2014,2015,1,both,"Hartford-West Hartford-East Hartford, CT Metro Area",21.0,4.4,0.198
242,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2017,1210259,7/1/14,2014,2015,1,both,"Hartford-West Hartford-East Hartford, CT Metro Area",21.0,4.4,0.198
243,25620,"Hattiesburg, MS Metro Area",2017,146530,7/1/16,2016,2017,1,both,"Hattiesburg, MS Metro Area",22.0,2.3,0.198
244,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",2016,211614,4/1/15,2015,2016,1,left_only,,,,
245,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",2017,215302,4/1/15,2015,2016,1,left_only,,,,
246,25980,"Hinesville, GA Metro Area",2017,81044,6/1/16,2016,2017,1,both,"Hinesville, GA Metro Area",22.0,2.3,0.198
247,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",2015,6656946,2/1/14,2014,2015,1,both,"Houston-The Woodlands-Sugar Land, TX Metro Area",20.0,2.9,0.098
248,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",2016,6772470,2/1/14,2014,2015,1,both,"Houston-The Woodlands-Sugar Land, TX Metro Area",20.0,2.9,0.098
249,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",2017,6892427,2/1/14,2014,2015,1,both,"Houston-The Woodlands-Sugar Land, TX Metro Area",20.0,2.9,0.098
250,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2017,356474,8/1/16,2016,2017,1,both,"Huntington-Ashland, WV-KY-OH Metro Area",22.0,2.3,0.198
251,26620,"Huntsville, AL Metro Area",2017,455448,3/1/16,2016,2017,1,both,"Huntsville, AL Metro Area",22.0,2.3,0.198
252,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",2014,1972241,6/1/13,2013,2014,1,both,"Indianapolis-Carmel-Anderson, IN Metro Area",21.0,4.4,0.198
253,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",2015,1988152,6/1/13,2013,2014,1,both,"Indianapolis-Carmel-Anderson, IN Metro Area",21.0,4.4,0.198
254,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",2016,2001737,6/1/13,2013,2014,1,both,"Indianapolis-Carmel-Anderson, IN Metro Area",21.0,4.4,0.198
255,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",2017,2027059,6/1/13,2013,2014,1,both,"Indianapolis-Carmel-Anderson, IN Metro Area",21.0,4.4,0.198
256,26980,"Iowa City, IA Metro Area",2017,171491,4/1/16,2016,2017,1,both,"Iowa City, IA Metro Area",22.0,2.3,0.198
257,27140,"Jackson, MS Metro Area",2015,578561,12/1/14,2014,2015,1,both,"Jackson, MS Metro Area",22.0,2.3,0.198
258,27140,"Jackson, MS Metro Area",2016,580178,12/1/14,2014,2015,1,both,"Jackson, MS Metro Area",22.0,2.3,0.198
259,27140,"Jackson, MS Metro Area",2017,578794,12/1/14,2014,2015,1,both,"Jackson, MS Metro Area",22.0,2.3,0.198
260,27260,"Jacksonville, FL Metro Area",2015,1449481,1/1/14,2014,2015,1,both,"Jacksonville, FL Metro Area",21.0,4.4,0.198
261,27260,"Jacksonville, FL Metro Area",2016,1478212,1/1/14,2014,2015,1,both,"Jacksonville, FL Metro Area",21.0,4.4,0.198
262,27260,"Jacksonville, FL Metro Area",2017,1504980,1/1/14,2014,2015,1,both,"Jacksonville, FL Metro Area",21.0,4.4,0.198
263,27340,"Jacksonville, NC Metro Area",2016,187136,10/1/15,2015,2016,1,both,"Jacksonville, NC Metro Area",22.0,2.3,0.198
264,27340,"Jacksonville, NC Metro Area",2017,193893,10/1/15,2015,2016,1,both,"Jacksonville, NC Metro Area",22.0,2.3,0.198
265,27500,"Janesville-Beloit, WI Metro Area",2017,162309,12/1/16,2016,2017,1,both,"Janesville-Beloit, WI Metro Area",22.0,2.3,0.198
266,27740,"Johnson City, TN Metro Area",2017,203462,8/1/16,2016,2017,1,both,"Johnson City, TN Metro Area",22.0,2.3,0.198
267,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",2016,165474,1/1/15,2015,2016,1,left_only,,,,
268,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",2017,166348,1/1/15,2015,2016,1,left_only,,,,
269,28020,"Kalamazoo-Portage, MI Metro Area",2015,335340,10/1/14,2014,2015,1,both,"Kalamazoo-Portage, MI Metro Area",22.0,2.3,0.198
270,28020,"Kalamazoo-Portage, MI Metro Area",2016,336877,10/1/14,2014,2015,1,both,"Kalamazoo-Portage, MI Metro Area",22.0,2.3,0.198
271,28020,"Kalamazoo-Portage, MI Metro Area",2017,338338,10/1/14,2014,2015,1,both,"Kalamazoo-Portage, MI Metro Area",22.0,2.3,0.198
272,28140,"Kansas City, MO-KS Metro Area",2015,2088269,5/1/14,2014,2015,1,both,"Kansas City, MO-KS Metro Area",21.0,4.4,0.198
273,28140,"Kansas City, MO-KS Metro Area",2016,2104115,5/1/14,2014,2015,1,both,"Kansas City, MO-KS Metro Area",21.0,4.4,0.198
274,28140,"Kansas City, MO-KS Metro Area",2017,2126945,5/1/14,2014,2015,1,both,"Kansas City, MO-KS Metro Area",21.0,4.4,0.198
275,28420,"Kennewick-Richland, WA Metro Area",2017,290296,12/1/16,2016,2017,1,both,"Kennewick-Richland, WA Metro Area",21.0,4.4,0.198
276,28660,"Killeen-Temple, TX Metro Area",2016,435887,7/1/15,2015,2016,1,both,"Killeen-Temple, TX Metro Area",22.0,2.3,0.198
277,28660,"Killeen-Temple, TX Metro Area",2017,442693,7/1/15,2015,2016,1,both,"Killeen-Temple, TX Metro Area",22.0,2.3,0.198
278,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",2017,305914,9/1/16,2016,2017,1,both,"Kingsport-Bristol-Bristol, TN-VA Metro Area",22.0,2.3,0.198
279,28940,"Knoxville, TN Metro Area",2015,861679,8/1/14,2014,2015,1,both,"Knoxville, TN Metro Area",22.0,2.3,0.198
280,28940,"Knoxville, TN Metro Area",2016,869076,8/1/14,2014,2015,1,both,"Knoxville, TN Metro Area",22.0,2.3,0.198
281,28940,"Knoxville, TN Metro Area",2017,877874,8/1/14,2014,2015,1,both,"Knoxville, TN Metro Area",22.0,2.3,0.198
282,29140,"Lafayette-West Lafayette, IN Metro Area",2016,217439,7/1/15,2015,2016,1,both,"Lafayette-West Lafayette, IN Metro Area",22.0,2.3,0.198
283,29140,"Lafayette-West Lafayette, IN Metro Area",2017,218769,7/1/15,2015,2016,1,both,"Lafayette-West Lafayette, IN Metro Area",22.0,2.3,0.198
284,29180,"Lafayette, LA Metro Area",2016,491528,2/1/15,2015,2016,1,both,"Lafayette, LA Metro Area",22.0,2.3,0.198
285,29180,"Lafayette, LA Metro Area",2017,491558,2/1/15,2015,2016,1,both,"Lafayette, LA Metro Area",22.0,2.3,0.198
286,29420,"Lake Havasu City-Kingman, AZ Metro Area",2017,207200,3/1/16,2016,2017,1,left_only,,,,
287,29460,"Lakeland-Winter Haven, FL Metro Area",2016,666149,3/1/15,2015,2016,1,both,"Lakeland-Winter Haven, FL Metro Area",22.0,2.3,0.198
288,29460,"Lakeland-Winter Haven, FL Metro Area",2017,686483,3/1/15,2015,2016,1,both,"Lakeland-Winter Haven, FL Metro Area",22.0,2.3,0.198
289,29540,"Lancaster, PA Metro Area",2016,538500,4/1/15,2015,2016,1,both,"Lancaster, PA Metro Area",21.0,4.4,0.198
290,29540,"Lancaster, PA Metro Area",2017,542903,4/1/15,2015,2016,1,both,"Lancaster, PA Metro Area",21.0,4.4,0.198
291,29620,"Lansing-East Lansing, MI Metro Area",2015,472276,8/1/14,2014,2015,1,both,"Lansing-East Lansing, MI Metro Area",21.0,4.4,0.198
292,29620,"Lansing-East Lansing, MI Metro Area",2016,475099,8/1/14,2014,2015,1,both,"Lansing-East Lansing, MI Metro Area",21.0,4.4,0.198
293,29620,"Lansing-East Lansing, MI Metro Area",2017,477656,8/1/14,2014,2015,1,both,"Lansing-East Lansing, MI Metro Area",21.0,4.4,0.198
294,29740,"Las Cruces, NM Metro Area",2016,214207,9/1/15,2015,2016,1,both,"Las Cruces, NM Metro Area",22.0,2.3,0.198
295,29740,"Las Cruces, NM Metro Area",2017,215579,9/1/15,2015,2016,1,both,"Las Cruces, NM Metro Area",22.0,2.3,0.198
296,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2016,2155664,9/1/15,2015,2016,1,both,"Las Vegas-Henderson-Paradise, NV Metro Area",21.0,4.4,0.198
297,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2017,2204079,9/1/15,2015,2016,1,both,"Las Vegas-Henderson-Paradise, NV Metro Area",21.0,4.4,0.198
298,29940,"Lawrence, KS Metro Area",2016,119440,6/1/15,2015,2016,1,both,"Lawrence, KS Metro Area",22.0,2.3,0.198
299,29940,"Lawrence, KS Metro Area",2017,120793,6/1/15,2015,2016,1,both,"Lawrence, KS Metro Area",22.0,2.3,0.198
300,30140,"Lebanon, PA Metro Area",2017,139754,6/1/16,2016,2017,1,both,"Lebanon, PA Metro Area",22.0,2.3,0.198
301,30460,"Lexington-Fayette, KY Metro Area",2015,500535,7/1/14,2014,2015,1,both,"Lexington-Fayette, KY Metro Area",22.0,2.3,0.198
302,30460,"Lexington-Fayette, KY Metro Area",2016,506751,7/1/14,2014,2015,1,both,"Lexington-Fayette, KY Metro Area",22.0,2.3,0.198
303,30460,"Lexington-Fayette, KY Metro Area",2017,512650,7/1/14,2014,2015,1,both,"Lexington-Fayette, KY Metro Area",22.0,2.3,0.198
304,30700,"Lincoln, NE Metro Area",2016,326591,1/1/15,2015,2016,1,both,"Lincoln, NE Metro Area",22.0,2.3,0.198
305,30700,"Lincoln, NE Metro Area",2017,331592,1/1/15,2015,2016,1,both,"Lincoln, NE Metro Area",22.0,2.3,0.198
306,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2015,730250,11/1/14,2014,2015,1,both,"Little Rock-North Little Rock-Conway, AR Metro Area",22.0,2.3,0.198
307,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2016,734381,11/1/14,2014,2015,1,both,"Little Rock-North Little Rock-Conway, AR Metro Area",22.0,2.3,0.198
308,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2017,738082,11/1/14,2014,2015,1,both,"Little Rock-North Little Rock-Conway, AR Metro Area",22.0,2.3,0.198
309,31100,"Los Angeles-Long Beach-Anaheim, CA Metro Area",2013,13131431,2/1/12,2012,2013,1,both,"Los Angeles-Long Beach-Anaheim, CA Metro Area",8.0,8.2,0.58
310,31100,"Los Angeles-Long Beach-Anaheim, CA Metro Area",2014,13262220,2/1/12,2012,2013,1,both,"Los Angeles-Long Beach-Anaheim, CA Metro Area",8.0,8.2,0.58
311,31100,"Los Angeles-Long Beach-Anaheim, CA Metro Area",2015,13340068,2/1/12,2012,2013,1,both,"Los Angeles-Long Beach-Anaheim, CA Metro Area",8.0,8.2,0.58
312,31100,"Los Angeles-Long Beach-Anaheim, CA Metro Area",2016,13310447,2/1/12,2012,2013,1,both,"Los Angeles-Long Beach-Anaheim, CA Metro Area",8.0,8.2,0.58
313,31100,"Los Angeles-Long Beach-Anaheim, CA Metro Area",2017,13353907,2/1/12,2012,2013,1,both,"Los Angeles-Long Beach-Anaheim, CA Metro Area",8.0,8.2,0.58
314,31140,"Louisville-Jefferson County, KY-IN Metro Area",2015,1279335,4/1/14,2014,2015,1,left_only,"Louisville-Jefferson County, KY-IN Metro Area",21.0,4.4,0.198
315,31140,"Louisville-Jefferson County, KY-IN Metro Area",2016,1283297,4/1/14,2014,2015,1,left_only,"Louisville-Jefferson County, KY-IN Metro Area",21.0,4.4,0.198
316,31140,"Louisville-Jefferson County, KY-IN Metro Area",2017,1293722,4/1/14,2014,2015,1,left_only,"Louisville-Jefferson County, KY-IN Metro Area",21.0,4.4,0.198
317,31180,"Lubbock, TX Metro Area",2015,312433,7/1/14,2014,2015,1,both,"Lubbock, TX Metro Area",22.0,2.3,0.198
318,31180,"Lubbock, TX Metro Area",2016,313910,7/1/14,2014,2015,1,both,"Lubbock, TX Metro Area",22.0,2.3,0.198
319,31180,"Lubbock, TX Metro Area",2017,318011,7/1/14,2014,2015,1,both,"Lubbock, TX Metro Area",22.0,2.3,0.198
320,31340,"Lynchburg, VA Metro Area",2016,261167,12/1/15,2015,2016,1,both,"Lynchburg, VA Metro Area",22.0,2.3,0.198
321,31340,"Lynchburg, VA Metro Area",2017,260116,12/1/15,2015,2016,1,both,"Lynchburg, VA Metro Area",22.0,2.3,0.198
322,31420,"Macon-Bibb County, GA Metro Area",2017,229258,5/1/16,2016,2017,1,both,"Macon-Bibb County, GA Metro Area",22.0,2.3,0.198
323,31540,"Madison, WI Metro Area",2015,641385,3/1/14,2014,2015,1,both,"Madison, WI Metro Area",21.0,4.4,0.198
324,31540,"Madison, WI Metro Area",2016,648929,3/1/14,2014,2015,1,both,"Madison, WI Metro Area",21.0,4.4,0.198
325,31540,"Madison, WI Metro Area",2017,654230,3/1/14,2014,2015,1,both,"Madison, WI Metro Area",21.0,4.4,0.198
326,31700,"Manchester-Nashua, NH Metro Area",2015,406678,10/1/14,2014,2015,1,both,"Manchester-Nashua, NH Metro Area",22.0,2.3,0.198
327,31700,"Manchester-Nashua, NH Metro Area",2016,407761,10/1/14,2014,2015,1,both,"Manchester-Nashua, NH Metro Area",22.0,2.3,0.198
328,31700,"Manchester-Nashua, NH Metro Area",2017,409697,10/1/14,2014,2015,1,both,"Manchester-Nashua, NH Metro Area",22.0,2.3,0.198
329,31740,"Manhattan, KS Metro Area",2016,97004,6/1/15,2015,2016,1,both,"Manhattan, KS Metro Area",22.0,2.3,0.198
330,31740,"Manhattan, KS Metro Area",2017,98080,6/1/15,2015,2016,1,both,"Manhattan, KS Metro Area",22.0,2.3,0.198
331,32820,"Memphis, TN-MS-AR Metro Area",2015,1343572,5/1/14,2014,2015,1,both,"Memphis, TN-MS-AR Metro Area",21.0,4.4,0.198
332,32820,"Memphis, TN-MS-AR Metro Area",2016,1346437,5/1/14,2014,2015,1,both,"Memphis, TN-MS-AR Metro Area",21.0,4.4,0.198
333,32820,"Memphis, TN-MS-AR Metro Area",2017,1346626,5/1/14,2014,2015,1,both,"Memphis, TN-MS-AR Metro Area",21.0,4.4,0.198
334,32900,"Merced, CA Metro Area",2016,268672,11/1/15,2015,2016,1,both,"Merced, CA Metro Area",22.0,2.3,0.198
335,32900,"Merced, CA Metro Area",2017,272673,11/1/15,2015,2016,1,both,"Merced, CA Metro Area",22.0,2.3,0.198
336,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2015,6012331,6/1/14,2014,2015,1,both,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",9.0,7.6,0.58
337,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2016,6066387,6/1/14,2014,2015,1,both,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",9.0,7.6,0.58
338,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2017,6158824,6/1/14,2014,2015,1,both,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",9.0,7.6,0.58
339,33140,"Michigan City-La Porte, IN Metro Area",2017,110029,5/1/16,2016,2017,1,both,"Michigan City-La Porte, IN Metro Area",22.0,2.3,0.198
