,CBSA,MNAME,Year,TOT_POP,UBER_ARRIVAL,TNC_ARRIVAL_YEAR,TNC_FIRST_FULL_YEAR_OPERATION,TNC_FLAG,APTA_CLUSTER,Proposed TNC Groups
263,20500,"Durham-Chapel Hill, NC Metro Area",2017,567428,6/1/14,2014,2015,1,Mid Op-Ex,21.0
264,44060,"Spokane-Spokane Valley, WA Metro Area",2017,564291,6/1/14,2014,2015,1,Mid Op-Ex,21.0
265,29540,"Lancaster, PA Metro Area",2017,542903,4/1/15,2015,2016,1,Mid Op-Ex,21.0
266,40220,"Roanoke, VA Metro Area",2017,312688,11/1/14,2014,2015,1,Low Op-Ex,22.0
267,40340,"Rochester, MN Metro Area",2017,218280,3/1/17,2017,2018,0,Low Op-Ex,22.0
268,38860,"Portland-South Portland, ME Metro Area",2017,532083,10/1/14,2014,2015,1,Mid Op-Ex,21.0
269,40420,"Rockford, IL Metro Area",2017,338291,3/1/15,2015,2016,1,Low Op-Ex,22.0
272,29620,"Lansing-East Lansing, MI Metro Area",2017,477656,8/1/14,2014,2015,1,Mid Op-Ex,21.0
273,40980,"Saginaw, MI Metro Area",2017,191934,3/1/17,2017,2018,0,Low Op-Ex,22.0
274,41060,"St. Cloud, MN Metro Area",2017,197759,3/1/17,2017,2018,0,Low Op-Ex,22.0
275,41100,"St. George, UT Metro Area",2017,165662,7/1/16,2016,2017,1,Low Op-Ex,22.0
276,41140,"St. Joseph, MO-KS Metro Area",2017,127092,9/1/17,2017,2018,0,Low Op-Ex,22.0
277,39900,"Reno, NV Metro Area",2017,465208,9/1/15,2015,2016,1,Mid Op-Ex,21.0
278,18580,"Corpus Christi, TX Metro Area",2017,449830,6/1/17,2017,2018,0,Mid Op-Ex,21.0
279,42060,"Santa Maria-Santa Barbara, CA Metro Area",2017,448150,10/1/13,2013,2014,1,Mid Op-Ex,21.0
280,41540,"Salisbury, MD-DE Metro Area",2017,405853,5/1/15,2015,2016,1,Low Op-Ex,22.0
281,41500,"Salinas, CA Metro Area",2017,437907,8/1/14,2014,2015,1,Mid Op-Ex,21.0
282,41660,"San Angelo, TX Metro Area",2017,119317,8/1/17,2017,2018,0,Low Op-Ex,22.0
283,41420,"Salem, OR Metro Area",2017,424982,6/1/17,2017,2018,0,Mid Op-Ex,21.0
284,41740,"San Diego-Carlsbad, CA Metro Area",2017,3337685,5/1/12,2012,2013,1,High Op-Ex,10.0
285,41860,"San Francisco-Oakland-Hayward, CA Metro Area",2017,4727357,10/1/10,2010,2011,1,High Op-Ex,2.0
286,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2017,1998463,5/1/12,2012,2013,1,High Op-Ex,6.0
287,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2017,283405,7/1/14,2014,2015,1,Low Op-Ex,22.0
288,11260,"Anchorage, AK Metro Area",2017,400888,6/1/17,2017,2018,0,Mid Op-Ex,21.0
290,42140,"Santa Fe, NM Metro Area",2017,148750,3/1/15,2015,2016,1,Low Op-Ex,22.0
291,42220,"Santa Rosa, CA Metro Area",2017,504217,5/1/14,2014,2015,1,Low Op-Ex,22.0
292,42340,"Savannah, GA Metro Area",2017,387543,5/1/15,2015,2016,1,Low Op-Ex,22.0
293,42540,"Scranton-Wilkes-Barre-Hazleton, PA Metro Area",2017,555426,2/1/15,2015,2016,1,Low Op-Ex,22.0
294,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2017,3867046,8/1/11,2011,2012,1,High Op-Ex,11.0
295,42680,"Sebastian-Vero Beach, FL Metro Area",2017,154383,8/1/15,2015,2016,1,Low Op-Ex,22.0
297,43100,"Sheboygan, WI Metro Area",2017,115344,5/1/17,2017,2018,0,Low Op-Ex,22.0
301,43580,"Sioux City, IA-NE-SD Metro Area",2017,169131,4/1/17,2017,2018,0,Low Op-Ex,22.0
302,43780,"South Bend-Mishawaka, IN-MI Metro Area",2017,321815,10/1/14,2014,2015,1,Low Op-Ex,22.0
303,43900,"Spartanburg, SC Metro Area",2017,334391,7/1/15,2015,2016,1,Low Op-Ex,22.0
304,45940,"Trenton, NJ Metro Area",2017,374733,5/1/14,2014,2015,1,Mid Op-Ex,21.0
305,44100,"Springfield, IL Metro Area",2017,207596,2/1/15,2015,2016,1,Low Op-Ex,22.0
306,11460,"Ann Arbor, MI Metro Area",2017,367627,4/1/14,2014,2015,1,Mid Op-Ex,21.0
307,44180,"Springfield, MO Metro Area",2017,461469,11/1/16,2016,2017,1,Low Op-Ex,22.0
308,44220,"Springfield, OH Metro Area",2017,134557,2/1/17,2017,2018,0,Low Op-Ex,22.0
309,44300,"State College, PA Metro Area",2017,162660,2/1/15,2015,2016,1,Low Op-Ex,22.0
311,14500,"Boulder, CO Metro Area",2017,322514,2/1/14,2014,2015,1,Mid Op-Ex,21.0
313,28420,"Kennewick-Richland, WA Metro Area",2017,290296,12/1/16,2016,2017,1,Mid Op-Ex,21.0
314,45220,"Tallahassee, FL Metro Area",2017,385473,9/1/14,2014,2015,1,Low Op-Ex,22.0
315,36500,"Olympia-Tumwater, WA Metro Area",2017,280588,6/1/15,2015,2016,1,Mid Op-Ex,21.0
316,45460,"Terre Haute, IN Metro Area",2017,165798,3/1/17,2017,2018,0,Low Op-Ex,22.0
318,45540,"The Villages, FL Metro Area",2017,125165,12/1/17,2017,2018,0,,
319,45780,"Toledo, OH Metro Area",2017,603668,11/1/14,2014,2015,1,Low Op-Ex,22.0
320,45820,"Topeka, KS Metro Area",2017,233149,11/1/15,2015,2016,1,Low Op-Ex,22.0
321,42100,"Santa Cruz-Watsonville, CA Metro Area",2017,275897,6/1/14,2014,2015,1,Mid Op-Ex,21.0
322,12100,"Atlantic City-Hammonton, NJ Metro Area",2017,269918,5/1/14,2014,2015,1,Mid Op-Ex,21.0
323,46140,"Tulsa, OK Metro Area",2017,990773,4/1/14,2014,2015,1,Low Op-Ex,22.0
324,46220,"Tuscaloosa, AL Metro Area",2017,242279,8/1/16,2016,2017,1,Low Op-Ex,22.0
325,46340,"Tyler, TX Metro Area",2017,227727,9/1/16,2016,2017,1,Low Op-Ex,22.0
326,14740,"Bremerton-Silverdale, WA Metro Area",2017,266414,5/1/16,2016,2017,1,Mid Op-Ex,21.0
327,46540,"Utica-Rome, NY Metro Area",2017,293572,7/1/17,2017,2018,0,Low Op-Ex,22.0
328,46660,"Valdosta, GA Metro Area",2017,145871,3/1/17,2017,2018,0,,
329,46700,"Vallejo-Fairfield, CA Metro Area",2017,445458,11/1/14,2014,2015,1,Low Op-Ex,22.0
331,47220,"Vineland-Bridgeton, NJ Metro Area",2017,152538,10/1/16,2016,2017,1,Low Op-Ex,22.0
332,16580,"Champaign-Urbana, IL Metro Area",2017,241000,2/1/15,2015,2016,1,Mid Op-Ex,21.0
333,47300,"Visalia-Porterville, CA Metro Area",2017,464493,6/1/15,2015,2016,1,Low Op-Ex,22.0
334,47380,"Waco, TX Metro Area",2017,267554,1/1/15,2015,2016,1,Low Op-Ex,22.0
336,47580,"Warner Robins, GA Metro Area",2017,192766,6/1/16,2016,2017,1,Low Op-Ex,22.0
337,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2017,6216710,12/1/11,2011,2012,1,High Op-Ex,3.0
338,47940,"Waterloo-Cedar Falls, IA Metro Area",2017,169892,4/1/17,2017,2018,0,Low Op-Ex,22.0
339,48060,"Watertown-Fort Drum, NY Metro Area",2017,114187,7/1/17,2017,2018,0,,
340,48140,"Wausau, WI Metro Area",2017,135732,3/1/17,2017,2018,0,Low Op-Ex,22.0
341,48300,"Wenatchee, WA Metro Area",2017,118478,6/1/17,2017,2018,0,Low Op-Ex,22.0
342,48540,"Wheeling, WV-OH Metro Area",2017,141254,9/1/17,2017,2018,0,Low Op-Ex,22.0
343,48620,"Wichita, KS Metro Area",2017,646542,9/1/14,2014,2015,1,Low Op-Ex,22.0
344,48660,"Wichita Falls, TX Metro Area",2017,151230,8/1/17,2017,2018,0,Low Op-Ex,22.0
345,48700,"Williamsport, PA Metro Area",2017,113841,11/1/16,2016,2017,1,Low Op-Ex,22.0
346,48900,"Wilmington, NC Metro Area",2017,288156,7/1/14,2014,2015,1,Low Op-Ex,22.0
347,49020,"Winchester, VA-WV Metro Area",2017,139223,9/1/16,2016,2017,1,Low Op-Ex,22.0
348,49180,"Winston-Salem, NC Metro Area",2017,667733,8/1/14,2014,2015,1,Low Op-Ex,22.0
349,12700,"Barnstable Town, MA Metro Area",2017,213444,5/1/15,2015,2016,1,Mid Op-Ex,21.0
350,49420,"Yakima, WA Metro Area",2017,250193,12/1/16,2016,2017,1,Low Op-Ex,22.0
351,49620,"York-Hanover, PA Metro Area",2017,446078,7/1/15,2015,2016,1,Low Op-Ex,22.0
352,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",2017,541926,6/1/16,2016,2017,1,Low Op-Ex,22.0
353,49700,"Yuba City, CA Metro Area",2017,173679,4/1/16,2016,2017,1,Low Op-Ex,22.0
354,49740,"Yuma, AZ Metro Area",2017,207534,3/1/16,2016,2017,1,Low Op-Ex,22.0
