CBSA,MNAME,Year,Tot_Pop,TNC_CLUSTER
17900,"Columbia, SC Metro Area",2008,721109,22
17900,"Columbia, SC Metro Area",2009,745381,22
17900,"Columbia, SC Metro Area",2010,770410,22
17900,"Columbia, SC Metro Area",2011,775897,22
17900,"Columbia, SC Metro Area",2012,785641,22
17900,"Columbia, SC Metro Area",2013,793360,22
17900,"Columbia, SC Metro Area",2014,800752,22
17900,"Columbia, SC Metro Area",2015,810574,22
17900,"Columbia, SC Metro Area",2016,816450,22
17900,"Columbia, SC Metro Area",2017,825004,22
17900,"Columbia, SC Metro Area",2018,832888.5,22
18140,"Columbus, OH Metro Area",2002,1505101.609,21
18140,"Columbus, OH Metro Area",2003,1558870.563,21
18140,"Columbus, OH Metro Area",2004,1613129.75,21
18140,"Columbus, OH Metro Area",2005,1665428,21
18140,"Columbus, OH Metro Area",2006,1725570,21
18140,"Columbus, OH Metro Area",2007,1754337,21
18140,"Columbus, OH Metro Area",2008,1773120,21
18140,"Columbus, OH Metro Area",2009,1801848,21
18140,"Columbus, OH Metro Area",2010,1840631,21
18140,"Columbus, OH Metro Area",2011,1858464,21
18140,"Columbus, OH Metro Area",2012,1878714,21
18140,"Columbus, OH Metro Area",2013,1967066,21
18140,"Columbus, OH Metro Area",2014,1994536,21
18140,"Columbus, OH Metro Area",2015,2021632,21
18140,"Columbus, OH Metro Area",2016,2041520,21
18140,"Columbus, OH Metro Area",2017,2078725,21
18140,"Columbus, OH Metro Area",2018,2111600.75,21
18580,"Corpus Christi, TX Metro Area",2002,386710.3438,22
18580,"Corpus Christi, TX Metro Area",2003,393078.625,22
18580,"Corpus Christi, TX Metro Area",2004,399646.5,22
18580,"Corpus Christi, TX Metro Area",2005,405416,22
18580,"Corpus Christi, TX Metro Area",2006,414379,22
18580,"Corpus Christi, TX Metro Area",2007,410568,22
18580,"Corpus Christi, TX Metro Area",2008,415527,22
18580,"Corpus Christi, TX Metro Area",2009,416095,22
18580,"Corpus Christi, TX Metro Area",2010,428217,22
18580,"Corpus Christi, TX Metro Area",2011,431381,22
18580,"Corpus Christi, TX Metro Area",2012,435596,22
18580,"Corpus Christi, TX Metro Area",2013,444904,22
18580,"Corpus Christi, TX Metro Area",2014,443480,22
18580,"Corpus Christi, TX Metro Area",2015,450436,22
18580,"Corpus Christi, TX Metro Area",2016,452790,22
18580,"Corpus Christi, TX Metro Area",2017,449830,22
18580,"Corpus Christi, TX Metro Area",2018,448198.5,22
18700,"Corvallis, OR Metro Area",2010,85575,22
18700,"Corvallis, OR Metro Area",2011,85928,22
18700,"Corvallis, OR Metro Area",2012,86430,22
18700,"Corvallis, OR Metro Area",2013,86591,22
18700,"Corvallis, OR Metro Area",2014,86316,22
18700,"Corvallis, OR Metro Area",2015,87572,22
18700,"Corvallis, OR Metro Area",2016,89385,22
18700,"Corvallis, OR Metro Area",2017,90951,22
18700,"Corvallis, OR Metro Area",2018,92578.75,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2002,169415.4844,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2003,172057.0625,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2004,174726.75,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2005,177284,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2006,180291,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2007,181499,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2008,179693,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2009,178473,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2010,180728,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2011,183482,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2012,190083,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2013,253618,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2014,258042,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2015,262172,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2016,267059,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2017,271346,22
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2018,275783,22
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2002,4981166.813,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2003,5231369.75,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2004,5483765,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2005,5727391,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2006,6006094,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2007,6144489,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2008,6303407,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2009,6447228,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2010,6402922,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2011,6526566,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2012,6647496,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2013,6812373,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2014,6954003,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2015,7102165,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2016,7232599,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2017,7400479,17
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2018,7558997.5,17
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2002,337925.5781,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2003,347784.6875,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2004,357870.25,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2005,367050,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2006,379853,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2007,378163,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2008,378879,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2009,380588,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2010,382382,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2011,379592,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2012,381928,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2013,383257,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2014,382382,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2015,384584,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2016,383352,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2017,382298,22
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2018,381199.5,22
19380,"Dayton, OH Metro Area",2002,768557.5469,21
19380,"Dayton, OH Metro Area",2003,785078.8125,21
19380,"Dayton, OH Metro Area",2004,801990.75,21
19380,"Dayton, OH Metro Area",2005,817340,21
19380,"Dayton, OH Metro Area",2006,838940,21
19380,"Dayton, OH Metro Area",2007,835537,21
19380,"Dayton, OH Metro Area",2008,836544,21
19380,"Dayton, OH Metro Area",2009,835063,21
19380,"Dayton, OH Metro Area",2010,841310,21
19380,"Dayton, OH Metro Area",2011,845388,21
19380,"Dayton, OH Metro Area",2012,842858,21
19380,"Dayton, OH Metro Area",2013,802489,21
19380,"Dayton, OH Metro Area",2014,800836,21
19380,"Dayton, OH Metro Area",2015,800909,21
19380,"Dayton, OH Metro Area",2016,800683,21
19380,"Dayton, OH Metro Area",2017,803416,21
19380,"Dayton, OH Metro Area",2018,805409.25,21
19500,"Decatur, IL Metro Area",2002,100017.0781,22
19500,"Decatur, IL Metro Area",2003,102191.6875,22
19500,"Decatur, IL Metro Area",2004,104420.25,22
19500,"Decatur, IL Metro Area",2005,106433,22
19500,"Decatur, IL Metro Area",2006,109309,22
19500,"Decatur, IL Metro Area",2007,108732,22
19500,"Decatur, IL Metro Area",2008,108328,22
19500,"Decatur, IL Metro Area",2009,108204,22
19500,"Decatur, IL Metro Area",2010,110715,22
19500,"Decatur, IL Metro Area",2011,110730,22
19500,"Decatur, IL Metro Area",2012,110122,22
19500,"Decatur, IL Metro Area",2013,109278,22
19500,"Decatur, IL Metro Area",2014,108350,22
19500,"Decatur, IL Metro Area",2015,107303,22
19500,"Decatur, IL Metro Area",2016,106550,22
19500,"Decatur, IL Metro Area",2017,105801,22
19500,"Decatur, IL Metro Area",2018,105051,22
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2002,422272.6875,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2003,440094.25,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2004,458190,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2005,475189,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2006,496575,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2007,500413,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2008,498036,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2009,495890,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2010,494527,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2011,494804,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2012,496950,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2013,600756,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2014,609939,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2015,623279,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2016,637674,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2017,649202,21
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2018,661446.75,21
19740,"Denver-Aurora-Broomfield, CO Metro Area",2002,2100313.5,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2003,2176413,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2004,2252868,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2005,2327901,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2006,2408622,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2007,2466591,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2008,2502881,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2009,2554474,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2010,2560529,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2011,2600594,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2012,2645209,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2013,2697476,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2014,2754258,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2015,2814330,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2016,2853077,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2017,2888227,19
19740,"Denver-Aurora-Broomfield, CO Metro Area",2018,2924276.25,19
19780,"Des Moines-West Des Moines, IA Metro Area",2002,453231.7031,22
19780,"Des Moines-West Des Moines, IA Metro Area",2003,472745.1875,22
19780,"Des Moines-West Des Moines, IA Metro Area",2004,492362.25,22
19780,"Des Moines-West Des Moines, IA Metro Area",2005,511565,22
19780,"Des Moines-West Des Moines, IA Metro Area",2006,532425,22
19780,"Des Moines-West Des Moines, IA Metro Area",2007,546656,22
19780,"Des Moines-West Des Moines, IA Metro Area",2008,554247,22
19780,"Des Moines-West Des Moines, IA Metro Area",2009,562993,22
19780,"Des Moines-West Des Moines, IA Metro Area",2010,570358,22
19780,"Des Moines-West Des Moines, IA Metro Area",2011,578665,22
19780,"Des Moines-West Des Moines, IA Metro Area",2012,588999,22
19780,"Des Moines-West Des Moines, IA Metro Area",2013,599789,22
19780,"Des Moines-West Des Moines, IA Metro Area",2014,611549,22
19780,"Des Moines-West Des Moines, IA Metro Area",2015,622899,22
19780,"Des Moines-West Des Moines, IA Metro Area",2016,634725,22
19780,"Des Moines-West Des Moines, IA Metro Area",2017,645911,22
19780,"Des Moines-West Des Moines, IA Metro Area",2018,657257,22
19820,"Detroit-Warren-Livonia, MI Metro Area",2002,4335387.234,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2003,4367003.063,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2004,4399265.75,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2005,4428941,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2006,4468966,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2007,4467592,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2008,4425110,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2009,4403437,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2010,4291843,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2011,4285832,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2012,4292060,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2013,4294983,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2014,4296611,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2015,4302043,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2016,4297617,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2017,4313002,21
19820,"Detroit-Warren-Livonia, MI Metro Area",2018,4323434.25,21
20260,"Duluth, MN-WI Metro Area",2004,251623,22
20260,"Duluth, MN-WI Metro Area",2005,261976,22
20260,"Duluth, MN-WI Metro Area",2006,275559,22
20260,"Duluth, MN-WI Metro Area",2007,276222,22
20260,"Duluth, MN-WI Metro Area",2008,275336,22
20260,"Duluth, MN-WI Metro Area",2009,277637,22
20260,"Duluth, MN-WI Metro Area",2010,280035,22
20260,"Duluth, MN-WI Metro Area",2011,279761,22
20260,"Duluth, MN-WI Metro Area",2012,279452,22
20260,"Duluth, MN-WI Metro Area",2013,279887,22
20260,"Duluth, MN-WI Metro Area",2014,280218,22
20260,"Duluth, MN-WI Metro Area",2015,279601,22
20260,"Duluth, MN-WI Metro Area",2016,279227,22
20260,"Duluth, MN-WI Metro Area",2017,278782,22
20260,"Duluth, MN-WI Metro Area",2018,278354.75,22
20500,"Durham-Chapel Hill, NC Metro Area",2002,355490.5625,21
20500,"Durham-Chapel Hill, NC Metro Area",2003,382101.75,21
20500,"Durham-Chapel Hill, NC Metro Area",2004,408936,21
20500,"Durham-Chapel Hill, NC Metro Area",2005,434878,21
20500,"Durham-Chapel Hill, NC Metro Area",2006,464389,21
20500,"Durham-Chapel Hill, NC Metro Area",2007,479624,21
20500,"Durham-Chapel Hill, NC Metro Area",2008,489762,21
20500,"Durham-Chapel Hill, NC Metro Area",2009,501228,21
20500,"Durham-Chapel Hill, NC Metro Area",2010,505933,21
20500,"Durham-Chapel Hill, NC Metro Area",2011,512979,21
20500,"Durham-Chapel Hill, NC Metro Area",2012,522826,21
20500,"Durham-Chapel Hill, NC Metro Area",2013,534578,21
20500,"Durham-Chapel Hill, NC Metro Area",2014,542710,21
20500,"Durham-Chapel Hill, NC Metro Area",2015,552493,21
20500,"Durham-Chapel Hill, NC Metro Area",2016,559535,21
20500,"Durham-Chapel Hill, NC Metro Area",2017,567428,21
20500,"Durham-Chapel Hill, NC Metro Area",2018,575108.25,21
20740,"Eau Claire, WI Metro Area",2002,122929.875,22
20740,"Eau Claire, WI Metro Area",2003,130688.5,22
20740,"Eau Claire, WI Metro Area",2004,138545,22
20740,"Eau Claire, WI Metro Area",2005,146010,22
20740,"Eau Claire, WI Metro Area",2006,155041,22
20740,"Eau Claire, WI Metro Area",2007,157808,22
20740,"Eau Claire, WI Metro Area",2008,158742,22
20740,"Eau Claire, WI Metro Area",2009,160018,22
20740,"Eau Claire, WI Metro Area",2010,161443,22
20740,"Eau Claire, WI Metro Area",2011,162657,22
20740,"Eau Claire, WI Metro Area",2012,163599,22
20740,"Eau Claire, WI Metro Area",2013,164570,22
20740,"Eau Claire, WI Metro Area",2014,165024,22
20740,"Eau Claire, WI Metro Area",2015,165636,22
20740,"Eau Claire, WI Metro Area",2016,166614,22
20740,"Eau Claire, WI Metro Area",2017,167484,22
20740,"Eau Claire, WI Metro Area",2018,168381,22
20940,"El Centro, CA Metro Area",2011,177057,22
20940,"El Centro, CA Metro Area",2012,176948,22
20940,"El Centro, CA Metro Area",2013,176584,22
20940,"El Centro, CA Metro Area",2014,179091,22
20940,"El Centro, CA Metro Area",2015,180191,22
20940,"El Centro, CA Metro Area",2016,180883,22
20940,"El Centro, CA Metro Area",2017,182830,22
20940,"El Centro, CA Metro Area",2018,184463.25,22
21340,"El Paso, TX Metro Area",2002,643329,21
21340,"El Paso, TX Metro Area",2003,665301,21
21340,"El Paso, TX Metro Area",2004,687736,21
21340,"El Paso, TX Metro Area",2005,708319,21
21340,"El Paso, TX Metro Area",2006,736310,21
21340,"El Paso, TX Metro Area",2007,734669,21
21340,"El Paso, TX Metro Area",2008,742062,21
21340,"El Paso, TX Metro Area",2009,751296,21
21340,"El Paso, TX Metro Area",2010,804338,21
21340,"El Paso, TX Metro Area",2011,820790,21
21340,"El Paso, TX Metro Area",2012,827398,21
21340,"El Paso, TX Metro Area",2013,831935,21
21340,"El Paso, TX Metro Area",2014,836444,21
21340,"El Paso, TX Metro Area",2015,838019,21
21340,"El Paso, TX Metro Area",2016,842114,21
21340,"El Paso, TX Metro Area",2017,842677,21
21340,"El Paso, TX Metro Area",2018,844123,21
21060,"Elizabethtown, KY Metro Area",2011,120373,22
21060,"Elizabethtown, KY Metro Area",2012,121165,22
21060,"Elizabethtown, KY Metro Area",2013,151740,22
21060,"Elizabethtown, KY Metro Area",2014,151491,22
21060,"Elizabethtown, KY Metro Area",2015,147877,22
21060,"Elizabethtown, KY Metro Area",2016,150447,22
21060,"Elizabethtown, KY Metro Area",2017,149813,22
21060,"Elizabethtown, KY Metro Area",2018,149980,22
21140,"Elkhart-Goshen, IN Metro Area",2002,179588.4063,22
21140,"Elkhart-Goshen, IN Metro Area",2003,183972.375,22
21140,"Elkhart-Goshen, IN Metro Area",2004,188445.5,22
21140,"Elkhart-Goshen, IN Metro Area",2005,192562,22
21140,"Elkhart-Goshen, IN Metro Area",2006,198105,22
21140,"Elkhart-Goshen, IN Metro Area",2007,197942,22
21140,"Elkhart-Goshen, IN Metro Area",2008,199137,22
21140,"Elkhart-Goshen, IN Metro Area",2009,200502,22
21140,"Elkhart-Goshen, IN Metro Area",2010,197646,22
21140,"Elkhart-Goshen, IN Metro Area",2011,198941,22
21140,"Elkhart-Goshen, IN Metro Area",2012,199619,22
21140,"Elkhart-Goshen, IN Metro Area",2013,200563,22
21140,"Elkhart-Goshen, IN Metro Area",2014,201971,22
21140,"Elkhart-Goshen, IN Metro Area",2015,203474,22
21140,"Elkhart-Goshen, IN Metro Area",2016,203781,22
21140,"Elkhart-Goshen, IN Metro Area",2017,205032,22
21140,"Elkhart-Goshen, IN Metro Area",2018,206047,22
21500,"Erie, PA Metro Area",2002,236099.1875,22
21500,"Erie, PA Metro Area",2003,246431.25,22
21500,"Erie, PA Metro Area",2004,256980,22
21500,"Erie, PA Metro Area",2005,266662,22
21500,"Erie, PA Metro Area",2006,279811,22
21500,"Erie, PA Metro Area",2007,279092,22
21500,"Erie, PA Metro Area",2008,279175,22
21500,"Erie, PA Metro Area",2009,280291,22
21500,"Erie, PA Metro Area",2010,280686,22
21500,"Erie, PA Metro Area",2011,280985,22
21500,"Erie, PA Metro Area",2012,280646,22
21500,"Erie, PA Metro Area",2013,280294,22
21500,"Erie, PA Metro Area",2014,278443,22
21500,"Erie, PA Metro Area",2015,278045,22
21500,"Erie, PA Metro Area",2016,276207,22
21500,"Erie, PA Metro Area",2017,274541,22
21500,"Erie, PA Metro Area",2018,272832,22
21660,"Eugene-Springfield, OR Metro Area",2002,300248.4219,22
21660,"Eugene-Springfield, OR Metro Area",2003,309465.3125,22
21660,"Eugene-Springfield, OR Metro Area",2004,318750.75,22
21660,"Eugene-Springfield, OR Metro Area",2005,327762,22
21660,"Eugene-Springfield, OR Metro Area",2006,337870,22
21660,"Eugene-Springfield, OR Metro Area",2007,343591,22
21660,"Eugene-Springfield, OR Metro Area",2008,346560,22
21660,"Eugene-Springfield, OR Metro Area",2009,351109,22
21660,"Eugene-Springfield, OR Metro Area",2010,351983,22
21660,"Eugene-Springfield, OR Metro Area",2011,353416,22
21660,"Eugene-Springfield, OR Metro Area",2012,354542,22
21660,"Eugene-Springfield, OR Metro Area",2013,356212,22
21660,"Eugene-Springfield, OR Metro Area",2014,358337,22
21660,"Eugene-Springfield, OR Metro Area",2015,362895,22
21660,"Eugene-Springfield, OR Metro Area",2016,369519,22
21660,"Eugene-Springfield, OR Metro Area",2017,374748,22
21660,"Eugene-Springfield, OR Metro Area",2018,380325.75,22
21780,"Evansville, IN-KY Metro Area",2002,320606,22
21780,"Evansville, IN-KY Metro Area",2003,327497,22
21780,"Evansville, IN-KY Metro Area",2004,334570,22
21780,"Evansville, IN-KY Metro Area",2005,340915,22
21780,"Evansville, IN-KY Metro Area",2006,350172,22
21780,"Evansville, IN-KY Metro Area",2007,347781,22
21780,"Evansville, IN-KY Metro Area",2008,351765,22
21780,"Evansville, IN-KY Metro Area",2009,351589,22
21780,"Evansville, IN-KY Metro Area",2010,357948,22
21780,"Evansville, IN-KY Metro Area",2011,360304,22
21780,"Evansville, IN-KY Metro Area",2012,358960,22
21780,"Evansville, IN-KY Metro Area",2013,314280,22
21780,"Evansville, IN-KY Metro Area",2014,315162,22
21780,"Evansville, IN-KY Metro Area",2015,315693,22
21780,"Evansville, IN-KY Metro Area",2016,315948,22
21780,"Evansville, IN-KY Metro Area",2017,315669,22
21780,"Evansville, IN-KY Metro Area",2018,315523.5,22
22020,"Fargo, ND-MN Metro Area",2002,145879.75,22
22020,"Fargo, ND-MN Metro Area",2003,155828,22
22020,"Fargo, ND-MN Metro Area",2004,165857,22
22020,"Fargo, ND-MN Metro Area",2005,175563,22
22020,"Fargo, ND-MN Metro Area",2006,186561,22
22020,"Fargo, ND-MN Metro Area",2007,192391,22
22020,"Fargo, ND-MN Metro Area",2008,194839,22
22020,"Fargo, ND-MN Metro Area",2009,199989,22
22020,"Fargo, ND-MN Metro Area",2010,209144,22
22020,"Fargo, ND-MN Metro Area",2011,211729,22
22020,"Fargo, ND-MN Metro Area",2012,216312,22
22020,"Fargo, ND-MN Metro Area",2013,223490,22
22020,"Fargo, ND-MN Metro Area",2014,228291,22
22020,"Fargo, ND-MN Metro Area",2015,233836,22
22020,"Fargo, ND-MN Metro Area",2016,238124,22
22020,"Fargo, ND-MN Metro Area",2017,241356,22
22020,"Fargo, ND-MN Metro Area",2018,244852,22
22180,"Fayetteville, NC Metro Area",2003,293750.125,22
22180,"Fayetteville, NC Metro Area",2004,309216.5,22
22180,"Fayetteville, NC Metro Area",2005,324076,22
22180,"Fayetteville, NC Metro Area",2006,341363,22
22180,"Fayetteville, NC Metro Area",2007,348940,22
22180,"Fayetteville, NC Metro Area",2008,356105,22
22180,"Fayetteville, NC Metro Area",2009,360355,22
22180,"Fayetteville, NC Metro Area",2010,367733,22
22180,"Fayetteville, NC Metro Area",2011,374157,22
22180,"Fayetteville, NC Metro Area",2012,374585,22
22180,"Fayetteville, NC Metro Area",2013,377193,22
22180,"Fayetteville, NC Metro Area",2014,377939,22
22180,"Fayetteville, NC Metro Area",2015,376509,22
22180,"Fayetteville, NC Metro Area",2016,380389,22
22180,"Fayetteville, NC Metro Area",2017,386662,22
22180,"Fayetteville, NC Metro Area",2018,392336.75,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2002,330302.9063,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2003,352168.375,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2004,374187.5,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2005,395592,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2006,419455,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2007,433484,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2008,442582,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2009,460769,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2010,465780,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2011,475085,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2012,482013,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2013,491755,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2014,503046,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2015,515403,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2016,527153,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2017,535557,22
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2018,544797.5,22
22380,"Flagstaff, AZ Metro Area",2002,109321.25,22
22380,"Flagstaff, AZ Metro Area",2003,113157,22
22380,"Flagstaff, AZ Metro Area",2004,117019,22
22380,"Flagstaff, AZ Metro Area",2005,120776,22
22380,"Flagstaff, AZ Metro Area",2006,124953,22
22380,"Flagstaff, AZ Metro Area",2007,127450,22
22380,"Flagstaff, AZ Metro Area",2008,128558,22
22380,"Flagstaff, AZ Metro Area",2009,129849,22
22380,"Flagstaff, AZ Metro Area",2010,134651,22
22380,"Flagstaff, AZ Metro Area",2011,134511,22
22380,"Flagstaff, AZ Metro Area",2012,136011,22
22380,"Flagstaff, AZ Metro Area",2013,136539,22
22380,"Flagstaff, AZ Metro Area",2014,137682,22
22380,"Flagstaff, AZ Metro Area",2015,139097,22
22380,"Flagstaff, AZ Metro Area",2016,140908,22
22380,"Flagstaff, AZ Metro Area",2017,140776,22
22380,"Flagstaff, AZ Metro Area",2018,141129.75,22
22420,"Flint, MI Metro Area",2002,435266.5625,22
22420,"Flint, MI Metro Area",2003,436484.75,22
22420,"Flint, MI Metro Area",2004,437869,22
22420,"Flint, MI Metro Area",2005,438589,22
22420,"Flint, MI Metro Area",2006,441966,22
22420,"Flint, MI Metro Area",2007,434715,22
22420,"Flint, MI Metro Area",2008,428790,22
22420,"Flint, MI Metro Area",2009,424043,22
22420,"Flint, MI Metro Area",2010,424926,22
22420,"Flint, MI Metro Area",2011,422080,22
22420,"Flint, MI Metro Area",2012,418408,22
22420,"Flint, MI Metro Area",2013,415376,22
22420,"Flint, MI Metro Area",2014,412895,22
22420,"Flint, MI Metro Area",2015,410849,22
22420,"Flint, MI Metro Area",2016,408615,22
22420,"Flint, MI Metro Area",2017,407385,22
22420,"Flint, MI Metro Area",2018,405904,22
22660,"Fort Collins-Loveland, CO Metro Area",2002,230549.0781,22
22660,"Fort Collins-Loveland, CO Metro Area",2003,241969.6875,22
22660,"Fort Collins-Loveland, CO Metro Area",2004,253392.25,22
22660,"Fort Collins-Loveland, CO Metro Area",2005,264807,22
22660,"Fort Collins-Loveland, CO Metro Area",2006,276253,22
22660,"Fort Collins-Loveland, CO Metro Area",2007,287574,22
22660,"Fort Collins-Loveland, CO Metro Area",2008,292825,22
22660,"Fort Collins-Loveland, CO Metro Area",2009,298382,22
22660,"Fort Collins-Loveland, CO Metro Area",2010,300637,22
22660,"Fort Collins-Loveland, CO Metro Area",2011,305525,22
22660,"Fort Collins-Loveland, CO Metro Area",2012,310487,22
22660,"Fort Collins-Loveland, CO Metro Area",2013,315988,22
22660,"Fort Collins-Loveland, CO Metro Area",2014,324122,22
