,CBSAFP,Year,PBS_Start,PBS_End,PBS_Flag,Link
734,47900,2005,2008,0,0,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
735,47900,2006,2008,0,0,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
736,47900,2007,2008,0,0,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
737,47900,2008,2008,0,1,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
738,47900,2009,2008,0,1,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
739,47900,2010,2008,0,1,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
740,47900,2011,2008,0,1,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
741,47900,2012,2008,0,1,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
742,47900,2013,2008,0,1,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
743,47900,2014,2008,0,1,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
744,47900,2015,2008,0,1,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
745,47900,2016,2008,0,1,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
746,47900,2017,2008,0,1,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
747,47900,2018,2008,0,1,"https://www.capitalbikeshare.com/about
https://wtop.com/dc-transit/2018/09/capital-bikeshare-rolls-out-electric-bikes-as-part-of-pilot-program/"
748,37980,2002,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
749,37980,2003,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
750,37980,2004,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
751,37980,2005,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
752,37980,2006,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
753,37980,2007,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
754,37980,2008,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
755,37980,2009,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
756,37980,2010,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
757,37980,2011,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
758,37980,2012,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
759,37980,2013,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
760,37980,2014,2015,0,0,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
761,37980,2015,2015,0,1,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
762,37980,2016,2015,0,1,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
763,37980,2017,2015,0,1,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
764,37980,2018,2015,0,1,"https://www.phila.gov/bikeshare/Pages/default.aspx
https://whyy.org/articles/dockless-e-bike-share-coming-to-philly-in-2019/
https://www.rideindego.com/"
765,34940,2002,0,0,0,nan
766,34940,2003,0,0,0,nan
767,34940,2004,0,0,0,nan
768,34940,2005,0,0,0,nan
769,34940,2006,0,0,0,nan
770,34940,2007,0,0,0,nan
771,34940,2008,0,0,0,nan
772,34940,2009,0,0,0,nan
773,34940,2010,0,0,0,nan
774,34940,2011,0,0,0,nan
775,34940,2012,0,0,0,nan
776,34940,2013,0,0,0,nan
777,34940,2014,0,0,0,nan
778,34940,2015,0,0,0,nan
779,34940,2016,0,0,0,nan
780,34940,2017,0,0,0,nan
781,34940,2018,0,0,0,nan
782,35840,2002,0,0,0,nan
783,35840,2003,0,0,0,nan
784,35840,2004,0,0,0,nan
785,35840,2005,0,0,0,nan
786,35840,2006,0,0,0,nan
787,35840,2007,0,0,0,nan
788,35840,2008,0,0,0,nan
789,35840,2009,0,0,0,nan
790,35840,2010,0,0,0,nan
791,35840,2011,0,0,0,nan
792,35840,2012,0,0,0,nan
793,35840,2013,0,0,0,nan
794,35840,2014,0,0,0,nan
795,35840,2015,0,0,0,nan
796,35840,2016,0,0,0,nan
797,35840,2017,0,0,0,nan
798,35840,2018,0,0,0,nan
799,36740,2002,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
800,36740,2003,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
801,36740,2004,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
802,36740,2005,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
803,36740,2006,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
804,36740,2007,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
805,36740,2008,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
806,36740,2009,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
807,36740,2010,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
808,36740,2011,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
809,36740,2012,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
810,36740,2013,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
811,36740,2014,2015,0,0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
812,36740,2015,2015,0,1,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
813,36740,2016,2015,0,1,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
814,36740,2017,2015,0,1,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
815,36740,2018,2015,0,1,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235"
816,45300,2002,2014,0,0,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
817,45300,2003,2014,0,0,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
818,45300,2004,2014,0,0,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
819,45300,2005,2014,0,0,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
820,45300,2006,2014,0,0,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
821,45300,2007,2014,0,0,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
822,45300,2008,2014,0,0,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
823,45300,2009,2014,0,0,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
824,45300,2010,2014,0,0,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
825,45300,2011,2014,0,0,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
826,45300,2012,2014,0,0,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
827,45300,2013,2014,0,0,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
828,45300,2014,2014,0,1,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
829,45300,2015,2014,0,1,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
830,45300,2016,2014,0,1,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
831,45300,2017,2014,0,1,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
832,45300,2018,2014,0,1,https://www.bizjournals.com/tampabay/news/2017/12/06/after-three-years-heres-how-tampa-bay-coast-bike.html
833,15980,2002,0,0,0,nan
834,15980,2003,0,0,0,nan
835,15980,2004,0,0,0,nan
836,15980,2005,0,0,0,nan
837,15980,2006,0,0,0,nan
838,15980,2007,0,0,0,nan
839,15980,2008,0,0,0,nan
840,15980,2009,0,0,0,nan
841,15980,2010,0,0,0,nan
842,15980,2011,0,0,0,nan
843,15980,2012,0,0,0,nan
844,15980,2013,0,0,0,nan
845,15980,2014,0,0,0,nan
846,15980,2015,0,0,0,nan
847,15980,2016,0,0,0,nan
848,15980,2017,0,0,0,nan
849,15980,2018,0,0,0,nan
850,18880,2002,0,0,0,nan
851,18880,2003,0,0,0,nan
852,18880,2004,0,0,0,nan
853,18880,2005,0,0,0,nan
854,18880,2006,0,0,0,nan
855,18880,2007,0,0,0,nan
856,18880,2008,0,0,0,nan
857,18880,2009,0,0,0,nan
858,18880,2010,0,0,0,nan
859,18880,2011,0,0,0,nan
860,18880,2012,0,0,0,nan
861,18880,2013,0,0,0,nan
862,18880,2014,0,0,0,nan
863,18880,2015,0,0,0,nan
864,18880,2016,0,0,0,nan
865,18880,2017,0,0,0,nan
866,18880,2018,0,0,0,nan
867,19660,2002,0,0,0,nan
868,19660,2003,0,0,0,nan
869,19660,2004,0,0,0,nan
870,19660,2005,0,0,0,nan
871,19660,2006,0,0,0,nan
872,19660,2007,0,0,0,nan
873,19660,2008,0,0,0,nan
874,19660,2009,0,0,0,nan
875,19660,2010,0,0,0,nan
876,19660,2011,0,0,0,nan
877,19660,2012,0,0,0,nan
878,19660,2013,0,0,0,nan
879,19660,2014,0,0,0,nan
880,19660,2015,0,0,0,nan
881,19660,2016,0,0,0,nan
882,19660,2017,0,0,0,nan
883,19660,2018,0,0,0,nan
884,23540,2002,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
885,23540,2003,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
886,23540,2004,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
887,23540,2005,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
888,23540,2006,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
889,23540,2007,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
890,23540,2008,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
891,23540,2009,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
892,23540,2010,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
893,23540,2011,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
894,23540,2012,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
895,23540,2013,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
896,23540,2014,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
897,23540,2015,2016,0,0,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
898,23540,2016,2016,0,1,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
899,23540,2017,2016,0,1,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
900,23540,2018,2016,0,1,https://www.wuft.org/news/2016/06/09/gainesvilles-new-bike-share-program-is-averaging-two-rentals-per-day/
901,27260,2002,2017,0,0,http://www.swarmbikes.com/#system_map
902,27260,2003,2017,0,0,http://www.swarmbikes.com/#system_map
903,27260,2004,2017,0,0,http://www.swarmbikes.com/#system_map
904,27260,2005,2017,0,0,http://www.swarmbikes.com/#system_map
905,27260,2006,2017,0,0,http://www.swarmbikes.com/#system_map
906,27260,2007,2017,0,0,http://www.swarmbikes.com/#system_map
907,27260,2008,2017,0,0,http://www.swarmbikes.com/#system_map
908,27260,2009,2017,0,0,http://www.swarmbikes.com/#system_map
909,27260,2010,2017,0,0,http://www.swarmbikes.com/#system_map
910,27260,2011,2017,0,0,http://www.swarmbikes.com/#system_map
911,27260,2012,2017,0,0,http://www.swarmbikes.com/#system_map
912,27260,2013,2017,0,0,http://www.swarmbikes.com/#system_map
913,27260,2014,2017,0,0,http://www.swarmbikes.com/#system_map
914,27260,2015,2017,0,0,http://www.swarmbikes.com/#system_map
915,27260,2016,2017,0,0,http://www.swarmbikes.com/#system_map
916,27260,2017,2017,0,1,http://www.swarmbikes.com/#system_map
917,27260,2018,2017,0,1,http://www.swarmbikes.com/#system_map
918,29460,2002,0,0,0,nan
919,29460,2003,0,0,0,nan
920,29460,2004,0,0,0,nan
921,29460,2005,0,0,0,nan
922,29460,2006,0,0,0,nan
923,29460,2007,0,0,0,nan
924,29460,2008,0,0,0,nan
925,29460,2009,0,0,0,nan
926,29460,2010,0,0,0,nan
927,29460,2011,0,0,0,nan
928,29460,2012,0,0,0,nan
929,29460,2013,0,0,0,nan
930,29460,2014,0,0,0,nan
931,29460,2015,0,0,0,nan
932,29460,2016,0,0,0,nan
933,29460,2017,0,0,0,nan
934,29460,2018,0,0,0,nan
935,36100,2002,0,0,0,nan
936,36100,2003,0,0,0,nan
937,36100,2004,0,0,0,nan
938,36100,2005,0,0,0,nan
939,36100,2006,0,0,0,nan
940,36100,2007,0,0,0,nan
941,36100,2008,0,0,0,nan
942,36100,2009,0,0,0,nan
943,36100,2010,0,0,0,nan
944,36100,2011,0,0,0,nan
945,36100,2012,0,0,0,nan
946,36100,2013,0,0,0,nan
947,36100,2014,0,0,0,nan
948,36100,2015,0,0,0,nan
949,36100,2016,0,0,0,nan
950,36100,2017,0,0,0,nan
951,36100,2018,0,0,0,nan
952,37340,2002,0,0,0,nan
953,37340,2003,0,0,0,nan
954,37340,2004,0,0,0,nan
955,37340,2005,0,0,0,nan
956,37340,2006,0,0,0,nan
957,37340,2007,0,0,0,nan
958,37340,2008,0,0,0,nan
959,37340,2009,0,0,0,nan
960,37340,2010,0,0,0,nan
961,37340,2011,0,0,0,nan
962,37340,2012,0,0,0,nan
963,37340,2013,0,0,0,nan
964,37340,2014,0,0,0,nan
965,37340,2015,0,0,0,nan
966,37340,2016,0,0,0,nan
967,37340,2017,0,0,0,nan
968,37340,2018,0,0,0,nan
969,37460,2002,0,0,0,nan
970,37460,2003,0,0,0,nan
971,37460,2004,0,0,0,nan
972,37460,2005,0,0,0,nan
973,37460,2006,0,0,0,nan
974,37460,2007,0,0,0,nan
975,37460,2008,0,0,0,nan
976,37460,2009,0,0,0,nan
977,37460,2010,0,0,0,nan
978,37460,2011,0,0,0,nan
979,37460,2012,0,0,0,nan
980,37460,2013,0,0,0,nan
981,37460,2014,0,0,0,nan
982,37460,2015,0,0,0,nan
983,37460,2016,0,0,0,nan
984,37460,2017,0,0,0,nan
985,37460,2018,0,0,0,nan
986,37860,2002,0,0,0,nan
987,37860,2003,0,0,0,nan
988,37860,2004,0,0,0,nan
989,37860,2005,0,0,0,nan
990,37860,2006,0,0,0,nan
991,37860,2007,0,0,0,nan
992,37860,2008,0,0,0,nan
993,37860,2009,0,0,0,nan
994,37860,2010,0,0,0,nan
995,37860,2011,0,0,0,nan
996,37860,2012,0,0,0,nan
997,37860,2013,0,0,0,nan
998,37860,2014,0,0,0,nan
999,37860,2015,0,0,0,nan
1000,37860,2016,0,0,0,nan
1001,37860,2017,0,0,0,nan
1002,37860,2018,0,0,0,nan
1003,38940,2002,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1004,38940,2003,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1005,38940,2004,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1006,38940,2005,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1007,38940,2006,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1008,38940,2007,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1009,38940,2008,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1010,38940,2009,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1011,38940,2010,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1012,38940,2011,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1013,38940,2012,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1014,38940,2013,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1015,38940,2014,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1016,38940,2015,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1017,38940,2016,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1018,38940,2017,2018,0,0,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1019,38940,2018,2018,0,1,https://www.tcpalm.com/story/news/local/indian-river-lagoon/recreation/2018/02/17/st-lucie-county-launches-zagster-bike-share-app-fort-pierce-port-st-lucie/344441002/
1020,42680,2002,0,0,0,nan
1021,42680,2003,0,0,0,nan
1022,42680,2004,0,0,0,nan
1023,42680,2005,0,0,0,nan
1024,42680,2006,0,0,0,nan
1025,42680,2007,0,0,0,nan
1026,42680,2008,0,0,0,nan
1027,42680,2009,0,0,0,nan
1028,42680,2010,0,0,0,nan
1029,42680,2011,0,0,0,nan
1030,42680,2012,0,0,0,nan
1031,42680,2013,0,0,0,nan
1032,42680,2014,0,0,0,nan
1033,42680,2015,0,0,0,nan
1034,42680,2016,0,0,0,nan
1035,42680,2017,0,0,0,nan
1036,42680,2018,0,0,0,nan
1037,45220,2002,2018,0,0,"https://www.globenewswire.com/news-release/2017/11/30/1212006/0/en/Zagster-Unveils-Pace-a-Better-Bike-Share-for-Communities-and-Riders.html
https://www.tallahassee.com/story/news/money/2019/09/19/e-scooter-pilot-program-may-extended-tallahassee/237281100"
1038,45220,2003,2018,0,0,"https://www.globenewswire.com/news-release/2017/11/30/1212006/0/en/Zagster-Unveils-Pace-a-Better-Bike-Share-for-Communities-and-Riders.html
https://www.tallahassee.com/story/news/money/2019/09/19/e-scooter-pilot-program-may-extended-tallahassee/237281100"
1039,45220,2004,2018,0,0,"https://www.globenewswire.com/news-release/2017/11/30/1212006/0/en/Zagster-Unveils-Pace-a-Better-Bike-Share-for-Communities-and-Riders.html
https://www.tallahassee.com/story/news/money/2019/09/19/e-scooter-pilot-program-may-extended-tallahassee/237281100"
1040,45220,2005,2018,0,0,"https://www.globenewswire.com/news-release/2017/11/30/1212006/0/en/Zagster-Unveils-Pace-a-Better-Bike-Share-for-Communities-and-Riders.html
https://www.tallahassee.com/story/news/money/2019/09/19/e-scooter-pilot-program-may-extended-tallahassee/237281100"
1041,45220,2006,2018,0,0,"https://www.globenewswire.com/news-release/2017/11/30/1212006/0/en/Zagster-Unveils-Pace-a-Better-Bike-Share-for-Communities-and-Riders.html
https://www.tallahassee.com/story/news/money/2019/09/19/e-scooter-pilot-program-may-extended-tallahassee/237281100"
1042,45220,2007,2018,0,0,"https://www.globenewswire.com/news-release/2017/11/30/1212006/0/en/Zagster-Unveils-Pace-a-Better-Bike-Share-for-Communities-and-Riders.html
https://www.tallahassee.com/story/news/money/2019/09/19/e-scooter-pilot-program-may-extended-tallahassee/237281100"
1043,45220,2008,2018,0,0,"https://www.globenewswire.com/news-release/2017/11/30/1212006/0/en/Zagster-Unveils-Pace-a-Better-Bike-Share-for-Communities-and-Riders.html
https://www.tallahassee.com/story/news/money/2019/09/19/e-scooter-pilot-program-may-extended-tallahassee/237281100"
