CBSAFP,YearPlaceI,City,State,CityState,Year,AsOfDate,dockCt,dockNm,docklessCt,docklessNm,scooterCt,scooterNm,Type,Lat,Lon,,NAME
33100,2016FL0060,North Miami,FL,"North Miami, FL",2016,201612,0,-,0,-,0,-,,25.890094999999900,-80.186713999999900,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33100,2016FL0062,South Miami,FL,"South Miami, FL",2016,201612,0,-,0,-,0,-,,25.710277999999900,-80.295169000000000,,"Miami-Fort Lauderdale-West Palm Beach, FL"
45220,2016FL0063,Tallahassee,FL,"Tallahassee, FL",2016,201612,0,-,0,-,0,-,,30.438255999999900,-84.280732999999900,,"Tallahassee, FL"
12060,2016GA0067,Carrollton,GA,"Carrollton, GA",2016,201612,0,-,0,-,0,-,,33.580832999999900,-85.076667000000000,,"Atlanta-Sandy Springs-Roswell, GA"
44340,2016GA0071,Statesboro,GA,"Statesboro, GA",2016,201612,0,-,0,-,0,-,,32.445278000000000,-81.779167000000000,,"Statesboro, GA"
46520,2016HI0072,Honolulu,HI,"Honolulu, HI",2016,201612,0,-,0,-,0,-,,21.306944000000000,-157.858332999999000,,"Urban Honolulu, HI"
14010,2016IL0078,Bloomington,IL,"Bloomington, IL",2016,201612,0,-,0,-,0,-,,40.484203000000000,-88.993686999999900,,"Bloomington, IL"
37900,2016IL0080,Peoria,IL,"Peoria, IL",2016,201612,0,-,0,-,0,-,,40.693649000000000,-89.588986000000000,,"Peoria, IL"
40420,2016IL0081,Rockford,IL,"Rockford, IL",2016,201612,0,-,0,-,0,-,,42.271130999999900,-89.093995000000000,,"Rockford, IL"
21140,2016IN0084,Elkhart,IN,"Elkhart, IN",2016,201612,0,-,0,-,0,-,,41.681994000000000,-85.976667000000000,,"Elkhart-Goshen, IN"
43780,2016IN0088,South Bend,IN,"South Bend, IN",2016,201612,0,-,0,-,0,-,,41.676355000000000,-86.251990000000000,,"South Bend-Mishawaka, IN-MI"
41460,2016KS0089,Salina,KS,"Salina, KS",2016,201612,0,-,0,-,0,-,,38.840280999999900,-97.611424000000000,,"Salina, KS"
48620,2016KS0091,Wichita,KS,"Wichita, KS",2016,201612,0,-,0,-,0,-,,37.688889000000000,-97.336111000000000,,"Wichita, KS"
28940,2016TN0092,Knoxville,TN,"Knoxville, TN",2016,201612,0,-,0,-,0,-,,35.960638000000000,-83.920738999999900,,"Knoxville, TN"
31140,2016KY0093,Louisville,KY,"Louisville, KY",2016,201612,0,-,0,-,0,-,,38.252665000000000,-85.758455999999900,,"Louisville/Jefferson County, KY-IN"
35380,2016LA0094,New Orleans,LA,"New Orleans, LA",2016,201612,0,-,0,-,0,-,,29.951066000000000,-90.071532000000000,,"New Orleans-Metairie, LA"
14460,2016MA0095,Arlington,MA,"Arlington, MA",2016,201612,0,-,0,-,0,-,,42.415278000000000,-71.156943999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA0096,Bedford,MA,"Bedford, MA",2016,201612,0,-,0,-,0,-,,42.490555999999900,-71.276667000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA0097,Belmont,MA,"Belmont, MA",2016,201612,0,-,0,-,0,-,,42.395833000000000,-71.179167000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA0099,Brookline,MA,"Brookline, MA",2016,201612,0,-,0,-,0,-,,42.331667000000000,-71.121667000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00100,Chelsea,MA,"Chelsea, MA",2016,201612,0,-,0,-,0,-,,42.391764000000000,-71.032827999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00101,Everett,MA,"Everett, MA",2016,201612,0,-,0,-,0,-,,42.408430000000000,-71.053663000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00102,Malden,MA,"Malden, MA",2016,201612,0,-,0,-,0,-,,42.425096000000000,-71.066163000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00103,Marlborough,MA,"Marlborough, MA",2016,201612,0,-,0,-,0,-,,42.345927000000000,-71.552287000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00104,Medford,MA,"Medford, MA",2016,201612,0,-,0,-,0,-,,42.418430000000000,-71.106164000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00105,Melrose,MA,"Melrose, MA",2016,201612,0,-,0,-,0,-,,42.458333000000000,-71.066666999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00106,Milton,MA,"Milton, MA",2016,201612,0,-,0,-,0,-,,42.250000000000000,-71.066666999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00107,Needham,MA,"Needham, MA",2016,201612,0,-,0,-,0,-,,42.283332999999900,-71.233333000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00108,Newton,MA,"Newton, MA",2016,201612,0,-,0,-,0,-,,42.337040999999900,-71.209220999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00109,Quincy,MA,"Quincy, MA",2016,201612,0,-,0,-,0,-,,42.252876999999900,-71.002270999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00110,Revere,MA,"Revere, MA",2016,201612,0,-,0,-,0,-,,42.408430000000000,-71.011994999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00111,Salem,MA,"Salem, MA",2016,201612,0,-,0,-,0,-,,42.519539999999900,-70.896715999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00112,Waltham,MA,"Waltham, MA",2016,201612,0,-,0,-,0,-,,42.376485000000000,-71.235611000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00113,Watertown,MA,"Watertown, MA",2016,201612,0,-,0,-,0,-,,42.370832999999900,-71.183333000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2016MA00114,Winthrop,MA,"Winthrop, MA",2016,201612,0,-,0,-,0,-,,42.375000000000000,-70.983333000000000,,"Boston-Cambridge-Newton, MA-NH"
49340,2016MA00115,Worcester,MA,"Worcester, MA",2016,201612,0,-,0,-,0,-,,42.262593000000000,-71.802293000000000,,"Worcester, MA-CT"
12580,2016MD00116,Annapolis,MD,"Annapolis, MD",2016,201612,0,-,0,-,0,-,,38.978445000000000,-76.492182999999900,,"Baltimore-Columbia-Towson, MD"
47900,2016MD00118,Boyds,MD,"Boyds, MD",2016,201612,0,-,0,-,0,-,,39.183610999999900,-77.312777999999900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
47900,2016MD00120,Montgomery Co.,MD,"Montgomery Co., MD",2016,201612,0,-,0,-,0,-,,39.083996999999900,-77.152758000000000,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
41540,2016MD00121,Salisbury,MD,"Salisbury, MD",2016,201612,0,-,0,-,0,-,,38.365833000000000,-75.593333000000000,,"Salisbury, MD-DE"
47900,2016MD00122,Silver Spring,MD,"Silver Spring, MD",2016,201612,0,-,0,-,0,-,,39.002440999999900,-77.020791000000000,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
47900,2016MD00123,Takoma Park,MD,"Takoma Park, MD",2016,201612,0,-,0,-,0,-,,38.979999999999900,-77.002222000000000,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
12580,2016MD00124,Towson,MD,"Towson, MD",2016,201612,0,-,0,-,0,-,,39.393056000000000,-76.609443999999900,,"Baltimore-Columbia-Towson, MD"
19820,2016MI00127,Dearborn,MI,"Dearborn, MI",2016,201612,0,-,0,-,0,-,,42.322260000000000,-83.176315000000000,,"Detroit-Warren-Dearborn, MI"
19820,2016MI00128,Detroit,MI,"Detroit, MI",2016,201612,0,-,0,-,0,-,,42.331426999999900,-83.045754000000000,,"Detroit-Warren-Dearborn, MI"
29620,2016MI00129,Lansing,MI,"Lansing, MI",2016,201612,0,-,0,-,0,-,,42.732534999999900,-84.555535000000000,,"Lansing-East Lansing, MI"
33460,2016MN00130,Edina,MN,"Edina, MN",2016,201612,0,-,0,-,0,-,,44.889687000000000,-93.349948999999900,,"Minneapolis-St. Paul-Bloomington, MN-WI"
33460,2016MN00133,St. Paul,MN,"St. Paul, MN",2016,201612,0,-,0,-,0,-,,44.953702999999900,-93.089957999999900,,"Minneapolis-St. Paul-Bloomington, MN-WI"
17860,2016MO00134,Columbia,MO,"Columbia, MO",2016,201612,0,-,0,-,0,-,,38.951704999999900,-92.334072000000000,,"Columbia, MO"
41180,2016MO00135,Ferguson,MO,"Ferguson, MO",2016,201612,0,-,0,-,0,-,,38.744166999999900,-90.305278000000000,,"St. Louis, MO-IL"
27620,2016MO00136,Jefferson City,MO,"Jefferson City, MO",2016,201612,0,-,0,-,0,-,,38.576701999999900,-92.173516000000000,,"Jefferson City, MO"
41180,2016MO00138,St. Louis,MO,"St. Louis, MO",2016,201612,0,-,0,-,0,-,,38.627003000000000,-90.199404000000000,,"St. Louis, MO-IL"
20500,2016NC00140,Durham,NC,"Durham, NC",2016,201612,0,-,0,-,0,-,,35.994033000000000,-78.898618999999900,,"Durham-Chapel Hill, NC"
24660,2016NC00141,Greensboro,NC,"Greensboro, NC",2016,201612,0,-,0,-,0,-,,36.072634999999900,-79.791974999999900,,"Greensboro-High Point, NC"
39580,2016NC00142,Raleigh,NC,"Raleigh, NC",2016,201612,0,-,0,-,0,-,,35.779589999999900,-78.638178999999900,,"Raleigh, NC"
49180,2016NC00143,Winston-Salem,NC,"Winston-Salem, NC",2016,201612,0,-,0,-,0,-,,36.099860000000000,-80.244215999999900,,"Winston-Salem, NC"
30700,2016NE00145,Lincoln,NE,"Lincoln, NE",2016,201612,0,-,0,-,0,-,,40.825763000000000,-96.685198000000000,,"Lincoln, NE"
31700,2016NH00147,Manchester,NH,"Manchester, NH",2016,201612,0,-,0,-,0,-,,42.995640000000000,-71.454789000000000,,"Manchester-Nashua, NH"
14460,2016NH00148,Portsmouth,NH,"Portsmouth, NH",2016,201612,0,-,0,-,0,-,,43.075555999999900,-70.760555999999900,,"Boston-Cambridge-Newton, MA-NH"
35620,2016NJ00150,Keyport,NJ,"Keyport, NJ",2016,201612,0,-,0,-,0,-,,40.432113999999900,-74.201528999999900,,"New York-Newark-Jersey City, NY-NJ-PA"
35620,2016NJ00151,Morristown,NJ,"Morristown, NJ",2016,201612,0,-,0,-,0,-,,40.796562000000000,-74.477317999999900,,"New York-Newark-Jersey City, NY-NJ-PA"
35620,2016NJ00152,Plainfield,NJ,"Plainfield, NJ",2016,201612,0,-,0,-,0,-,,40.633713999999900,-74.407374000000000,,"New York-Newark-Jersey City, NY-NJ-PA"
39900,2016NV00155,Reno,NV,"Reno, NV",2016,201612,0,-,0,-,0,-,,39.529632999999900,-119.813802999999000,,"Reno, NV"
10580,2016NY00156,Albany,NY,"Albany, NY",2016,201612,0,-,0,-,0,-,,42.652579000000000,-73.756231999999900,,"Albany-Schenectady-Troy, NY"
27060,2016NY00158,Ithaca,NY,"Ithaca, NY",2016,201612,0,-,0,-,0,-,,42.443333000000000,-76.500000000000000,,"Ithaca, NY"
40380,2016NY00161,Rochester,NY,"Rochester, NY",2016,201612,0,-,0,-,0,-,,43.161029999999900,-77.610922000000000,,"Rochester, NY"
35620,2016NY00162,White Plains,NY,"White Plains, NY",2016,201612,0,-,0,-,0,-,,41.033985999999900,-73.762910000000000,,"New York-Newark-Jersey City, NY-NJ-PA"
35620,2016NY00163,Yonkers,NY,"Yonkers, NY",2016,201612,0,-,0,-,0,-,,40.931210000000000,-73.898747000000000,,"New York-Newark-Jersey City, NY-NJ-PA"
18140,2016OH00168,Dublin,OH,"Dublin, OH",2016,201612,0,-,0,-,0,-,,40.099229000000000,-83.114076999999900,,"Columbus, OH"
17140,2016OH00169,Oxford,OH,"Oxford, OH",2016,201612,0,-,0,-,0,-,,39.507500000000000,-84.746667000000000,,"Cincinnati, OH-KY-IN"
41780,2016OH00170,Sandusky,OH,"Sandusky, OH",2016,201612,0,-,0,-,0,-,,41.446666999999900,-82.709166999999900,,"Sandusky, OH"
45780,2016OH00171,Toledo,OH,"Toledo, OH",2016,201612,0,-,0,-,0,-,,41.663938000000000,-83.555211999999900,,"Toledo, OH"
36420,2016OK00172,Norman,OK,"Norman, OK",2016,201612,0,-,0,-,0,-,,35.222566999999900,-97.439477999999900,,"Oklahoma City, OK"
44660,2016OK00174,Stillwater,OK,"Stillwater, OK",2016,201612,0,-,0,-,0,-,,36.115606999999900,-97.058368000000000,,"Stillwater, OK"
21660,2016OR00177,Eugene,OR,"Eugene, OR",2016,201612,0,-,0,-,0,-,,44.052069000000000,-123.086753999999000,,"Eugene, OR"
25420,2016PA00180,Harrisburg,PA,"Harrisburg, PA",2016,201612,0,-,0,-,0,-,,40.273190999999900,-76.886701000000000,,"Harrisburg-Carlisle, PA"
39300,2016RI00183,Providence,RI,"Providence, RI",2016,201612,0,-,0,-,0,-,,41.823988999999900,-71.412834000000000,,"Providence-Warwick, RI-MA"
16700,2016SC00184,Charleston,SC,"Charleston, SC",2016,201612,0,-,0,-,0,-,,32.776474999999900,-79.931050999999900,,"Charleston-North Charleston, SC"
16740,2016SC00186,Rock Hill,SC,"Rock Hill, SC",2016,201612,0,-,0,-,0,-,,34.924866999999900,-81.025077999999900,,"Charlotte-Concord-Gastonia, NC-SC"
32820,2016TN00191,Memphis,TN,"Memphis, TN",2016,201612,0,-,0,-,0,-,,35.149534000000000,-90.048980000000000,,"Memphis, TN-MS-AR"
19100,2016TX00193,Arlington,TX,"Arlington, TX",2016,201612,0,-,0,-,0,-,,32.735686999999900,-97.108065999999900,,"Dallas-Fort Worth-Arlington, TX"
18580,2016TX00195,Corpus Christi,TX,"Corpus Christi, TX",2016,201612,0,-,0,-,0,-,,27.800583000000000,-97.396381000000000,,"Corpus Christi, TX"
19100,2016TX00197,Denton,TX,"Denton, TX",2016,201612,0,-,0,-,0,-,,33.214841000000000,-97.133067999999900,,"Dallas-Fort Worth-Arlington, TX"
19100,2016TX00200,Garland,TX,"Garland, TX",2016,201612,0,-,0,-,0,-,,32.912624000000000,-96.638883000000000,,"Dallas-Fort Worth-Arlington, TX"
31180,2016TX00202,Lubbock,TX,"Lubbock, TX",2016,201612,0,-,0,-,0,-,,33.577863000000000,-101.855166999999000,,"Lubbock, TX"
19100,2016TX00204,Plano,TX,"Plano, TX",2016,201612,0,-,0,-,0,-,,33.019843000000000,-96.698886000000000,,"Dallas-Fort Worth-Arlington, TX"
26420,2016TX00206,The Woodlands,TX,"The Woodlands, TX",2016,201612,0,-,0,-,0,-,,30.177499999999900,-95.503889000000000,,"Houston-The Woodlands-Sugar Land, TX"
41620,2016UT00207,Draper,UT,"Draper, UT",2016,201612,0,-,0,-,0,-,,40.524670999999900,-111.863822999999000,,"Salt Lake City, UT"
36260,2016UT00208,Farmington,UT,"Farmington, UT",2016,201612,0,-,0,-,0,-,,40.986666999999900,-111.899167000000000,,"Ogden-Clearfield, UT"
36260,2016UT00209,Ogden,UT,"Ogden, UT",2016,201612,0,-,0,-,0,-,,41.222999999999900,-111.973830000000000,,"Ogden-Clearfield, UT"
41620,2016UT00211,Sandy,UT,"Sandy, UT",2016,201612,0,-,0,-,0,-,,40.564978000000000,-111.838972999999000,,"Salt Lake City, UT"
41620,2016UT00212,West Valley City,UT,"West Valley City, UT",2016,201612,0,-,0,-,0,-,,40.691612999999900,-112.001050000000000,,"Salt Lake City, UT"
47900,2016VA00213,Alexandria,VA,"Alexandria, VA",2016,201612,0,-,0,-,0,-,,38.804836000000000,-77.046920999999900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
47900,2016VA00214,Arlington,VA,"Arlington, VA",2016,201612,0,-,0,-,0,-,,38.882409000000000,-77.101640000000000,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
13980,2016VA00215,Blacksburg,VA,"Blacksburg, VA",2016,201612,0,-,0,-,0,-,,37.229573000000000,-80.413938999999900,,"Blacksburg-Christiansburg-Radford, VA"
16820,2016VA00216,Charlottesville,VA,"Charlottesville, VA",2016,201612,0,-,0,-,0,-,,38.029305999999900,-78.476678000000000,,"Charlottesville, VA"
19260,2016VA00217,Danville,VA,"Danville, VA",2016,201612,0,-,0,-,0,-,,36.585971999999900,-79.395022999999900,,"Danville, VA"
25500,2016VA00218,Harrisonburg,VA,"Harrisonburg, VA",2016,201612,0,-,0,-,0,-,,38.449568999999900,-78.868915999999900,,"Harrisonburg, VA"
47260,2016VA00219,Norfolk,VA,"Norfolk, VA",2016,201612,0,-,0,-,0,-,,36.850769000000000,-76.285872999999900,,"Virginia Beach-Norfolk-Newport News, VA-NC"
40060,2016VA00220,Richmond,VA,"Richmond, VA",2016,201612,0,-,0,-,0,-,,37.540725000000000,-77.436048000000000,,"Richmond, VA"
40220,2016VA00221,Roanoke,VA,"Roanoke, VA",2016,201612,0,-,0,-,0,-,,37.270969999999900,-79.941427000000000,,"Roanoke, VA"
47260,2016VA00222,Virginia Beach,VA,"Virginia Beach, VA",2016,201612,0,-,0,-,0,-,,36.852925999999900,-75.977985000000000,,"Virginia Beach-Norfolk-Newport News, VA-NC"
15540,2016VT00223,Burlington,VT,"Burlington, VT",2016,201612,0,-,0,-,0,-,,44.475883000000000,-73.212072000000000,,"Burlington-South Burlington, VT"
42660,2016WA00224,Bothell,WA,"Bothell, WA",2016,201612,0,-,0,-,0,-,,47.771667000000000,-122.204443999999000,,"Seattle-Tacoma-Bellevue, WA"
44060,2016WA00226,Spokane,WA,"Spokane, WA",2016,201612,0,-,0,-,0,-,,47.658780000000000,-117.426046999999000,,"Spokane-Spokane Valley, WA"
42660,2016WA00227,Tacoma,WA,"Tacoma, WA",2016,201612,0,-,0,-,0,-,,47.252876999999900,-122.444291000000000,,"Seattle-Tacoma-Bellevue, WA"
20260,2016WI00230,Superior,WI,"Superior, WI",2016,201612,0,-,0,-,0,-,,46.706881000000000,-92.085256000000000,,"Duluth, MN-WI"
27220,2016WY00231,Jackson,WY,"Jackson, WY",2016,201612,0,-,0,-,0,-,,43.475278000000000,-110.769166999999000,,"Jackson, WY-ID"
26620,2015AL002,Huntsville,AL,"Huntsville, AL",2015,201512,0,-,0,-,0,-,,34.730369000000000,-86.586104000000000,,"Huntsville, AL"
30780,2015AR003,Little Rock,AR,"Little Rock, AR",2015,201512,0,-,0,-,0,-,,34.746481000000000,-92.289595000000000,,"Little Rock-North Little Rock-Conway, AR"
22380,2015AZ004,Flagstaff,AZ,"Flagstaff, AZ",2015,201512,0,-,0,-,0,-,,35.198284000000000,-111.651302000000000,,"Flagstaff, AZ"
38060,2015AZ005,Mesa,AZ,"Mesa, AZ",2015,201512,0,-,0,-,0,-,,33.415184000000000,-111.831472000000000,,"Phoenix-Mesa-Scottsdale, AZ"
38060,2015AZ007,Scottsdale,AZ,"Scottsdale, AZ",2015,201512,0,-,0,-,0,-,,33.494169999999900,-111.926051999999000,,"Phoenix-Mesa-Scottsdale, AZ"
38060,2015AZ008,Tempe,AZ,"Tempe, AZ",2015,201512,0,-,0,-,0,-,,33.425510000000000,-111.940004999999000,,"Phoenix-Mesa-Scottsdale, AZ"
46060,2015AZ009,Tucson,AZ,"Tucson, AZ",2015,201512,0,-,0,-,0,-,,32.221742999999900,-110.926479000000000,,"Tucson, AZ"
41860,2015CA0010,Alameda,CA,"Alameda, CA",2015,201512,0,-,0,-,0,-,,37.765206999999900,-122.241636000000000,,"San Francisco-Oakland-Hayward, CA"
41860,2015CA0011,Albany,CA,"Albany, CA",2015,201512,0,-,0,-,0,-,,37.886944000000000,-122.297777999999000,,"San Francisco-Oakland-Hayward, CA"
31080,2015CA0012,Beverly Hills,CA,"Beverly Hills, CA",2015,201512,0,-,0,-,0,-,,34.073056000000000,-118.399444000000000,,"Los Angeles-Long Beach-Anaheim, CA"
41860,2015CA0014,Burlingame,CA,"Burlingame, CA",2015,201512,0,-,0,-,0,-,,37.583333000000000,-122.363611000000000,,"San Francisco-Oakland-Hayward, CA"
31080,2015CA0015,Culver City,CA,"Culver City, CA",2015,201512,0,-,0,-,0,-,,34.021121999999900,-118.396467000000000,,"Los Angeles-Long Beach-Anaheim, CA"
41860,2015CA0016,El Cerrito,CA,"El Cerrito, CA",2015,201512,0,-,0,-,0,-,,37.915832999999900,-122.311667000000000,,"San Francisco-Oakland-Hayward, CA"
41740,2015CA0017,Imperial Beach,CA,"Imperial Beach, CA",2015,201512,0,-,0,-,0,-,,32.578333000000000,-117.117221999999000,,"San Diego-Carlsbad, CA"
31080,2015CA0018,Long Beach,CA,"Long Beach, CA",2015,201512,0,-,0,-,0,-,,33.770049999999900,-118.193740000000000,,"Los Angeles-Long Beach-Anaheim, CA"
31080,2015CA0019,Los Angeles,CA,"Los Angeles, CA",2015,201512,0,-,0,-,0,-,,34.052233999999900,-118.243684999999000,,"Los Angeles-Long Beach-Anaheim, CA"
31080,2015CA0020,Monrovia,CA,"Monrovia, CA",2015,201512,0,-,0,-,0,-,,34.144261999999900,-118.001947999999000,,"Los Angeles-Long Beach-Anaheim, CA"
41940,2015CA0021,Mountain View,CA,"Mountain View, CA",2015,201512,0,-,0,-,0,-,,37.386051999999900,-122.083850999999000,,"San Jose-Sunnyvale-Santa Clara, CA"
41740,2015CA0022,National City,CA,"National City, CA",2015,201512,0,-,0,-,0,-,,32.678108999999900,-117.099197000000000,,"San Diego-Carlsbad, CA"
41860,2015CA0023,Oakland,CA,"Oakland, CA",2015,201512,0,-,0,-,0,-,,37.804364000000000,-122.271113999999000,,"San Francisco-Oakland-Hayward, CA"
40900,2015CA0024,Sacramento,CA,"Sacramento, CA",2015,201512,0,-,0,-,0,-,,38.581572000000000,-121.494399999999000,,"Sacramento--Roseville--Arden-Arcade, CA"
41940,2015CA0027,San Jose,CA,"San Jose, CA",2015,201512,0,-,0,-,0,-,,37.338208000000000,-121.886329000000000,,"San Jose-Sunnyvale-Santa Clara, CA"
41860,2015CA0028,San Mateo,CA,"San Mateo, CA",2015,201512,0,-,0,-,0,-,,37.562992000000000,-122.325524999999000,,"San Francisco-Oakland-Hayward, CA"
42200,2015CA0030,Santa Barbara,CA,"Santa Barbara, CA",2015,201512,0,-,0,-,0,-,,34.420831000000000,-119.698189999999000,,"Santa Maria-Santa Barbara, CA"
31080,2015CA0031,Santa Clarita,CA,"Santa Clarita, CA",2015,201512,0,-,0,-,0,-,,34.391663999999900,-118.542586000000000,,"Los Angeles-Long Beach-Anaheim, CA"
42100,2015CA0032,Santa Cruz,CA,"Santa Cruz, CA",2015,201512,0,-,0,-,0,-,,36.974117000000000,-122.030795999999000,,"Santa Cruz-Watsonville, CA"
40900,2015CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA",2015,201512,0,-,0,-,0,-,,38.939999999999900,-119.976944000000000,,"Sacramento--Roseville--Arden-Arcade, CA"
41860,2015CA0036,Walnut Creek,CA,"Walnut Creek, CA",2015,201512,0,-,0,-,0,-,,37.910077999999900,-122.065181999999000,,"San Francisco-Oakland-Hayward, CA"
31080,2015CA0037,West Hollywood,CA,"West Hollywood, CA",2015,201512,0,-,0,-,0,-,,34.087980999999900,-118.370969000000000,,"Los Angeles-Long Beach-Anaheim, CA"
19740,2015CO0039,Aurora,CO,"Aurora, CO",2015,201512,0,-,0,-,0,-,,39.729432000000000,-104.831919999999000,,"Denver-Aurora-Lakewood, CO"
19740,2015CO0041,Broomfield,CO,"Broomfield, CO",2015,201512,0,-,0,-,0,-,,39.920541000000000,-105.086650000000000,,"Denver-Aurora-Lakewood, CO"
22660,2015CO0043,Fort Collins,CO,"Fort Collins, CO",2015,201512,0,-,0,-,0,-,,40.585259999999900,-105.084423000000000,,"Fort Collins, CO"
19740,2015CO0044,Lone Tree,CO,"Lone Tree, CO",2015,201512,0,-,0,-,0,-,,39.548889000000000,-104.892499999999000,,"Denver-Aurora-Lakewood, CO"
14500,2015CO0045,Longmont,CO,"Longmont, CO",2015,201512,0,-,0,-,0,-,,40.167206999999900,-105.101928000000000,,"Boulder, CO"
33100,2015FL0047,Aventura,FL,"Aventura, FL",2015,201512,0,-,0,-,0,-,,25.956481000000000,-80.139212000000000,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33100,2015FL0048,Coral Gables,FL,"Coral Gables, FL",2015,201512,0,-,0,-,0,-,,25.721489999999900,-80.268383999999900,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33100,2015FL0049,Doral,FL,"Doral, FL",2015,201512,0,-,0,-,0,-,,25.819541999999900,-80.355329999999900,,"Miami-Fort Lauderdale-West Palm Beach, FL"
23540,2015FL0051,Gainesville,FL,"Gainesville, FL",2015,201512,0,-,0,-,0,-,,29.651634000000000,-82.324826000000000,,"Gainesville, FL"
33100,2015FL0052,Key Biscayne,FL,"Key Biscayne, FL",2015,201512,0,-,0,-,0,-,,25.690277999999900,-80.165000000000000,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33100,2015FL0056,Miami Lakes,FL,"Miami Lakes, FL",2015,201512,0,-,0,-,0,-,,25.911667000000000,-80.325000000000000,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33100,2015FL0057,Miami Shores,FL,"Miami Shores, FL",2015,201512,0,-,0,-,0,-,,25.865238999999900,-80.188333000000000,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33100,2015FL0058,Miami Springs,FL,"Miami Springs, FL",2015,201512,0,-,0,-,0,-,,25.819721999999900,-80.291111000000000,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33100,2015FL0059,North Bay Village,FL,"North Bay Village, FL",2015,201512,0,-,0,-,0,-,,25.845572000000000,-80.153543999999900,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33100,2015FL0060,North Miami,FL,"North Miami, FL",2015,201512,0,-,0,-,0,-,,25.890094999999900,-80.186713999999900,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33100,2015FL0062,South Miami,FL,"South Miami, FL",2015,201512,0,-,0,-,0,-,,25.710277999999900,-80.295169000000000,,"Miami-Fort Lauderdale-West Palm Beach, FL"
45220,2015FL0063,Tallahassee,FL,"Tallahassee, FL",2015,201512,0,-,0,-,0,-,,30.438255999999900,-84.280732999999900,,"Tallahassee, FL"
12060,2015GA0066,Atlanta,GA,"Atlanta, GA",2015,201512,0,-,0,-,0,-,,33.748995000000000,-84.387981999999900,,"Atlanta-Sandy Springs-Roswell, GA"
12060,2015GA0067,Carrollton,GA,"Carrollton, GA",2015,201512,0,-,0,-,0,-,,33.580832999999900,-85.076667000000000,,"Atlanta-Sandy Springs-Roswell, GA"
44340,2015GA0071,Statesboro,GA,"Statesboro, GA",2015,201512,0,-,0,-,0,-,,32.445278000000000,-81.779167000000000,,"Statesboro, GA"
46520,2015HI0072,Honolulu,HI,"Honolulu, HI",2015,201512,0,-,0,-,0,-,,21.306944000000000,-157.858332999999000,,"Urban Honolulu, HI"
16980,2015IL0077,Aurora,IL,"Aurora, IL",2015,201512,0,-,0,-,0,-,,41.760584999999900,-88.320071999999900,,"Chicago-Naperville-Elgin, IL-IN-WI"
14010,2015IL0078,Bloomington,IL,"Bloomington, IL",2015,201512,0,-,0,-,0,-,,40.484203000000000,-88.993686999999900,,"Bloomington, IL"
37900,2015IL0080,Peoria,IL,"Peoria, IL",2015,201512,0,-,0,-,0,-,,40.693649000000000,-89.588986000000000,,"Peoria, IL"
40420,2015IL0081,Rockford,IL,"Rockford, IL",2015,201512,0,-,0,-,0,-,,42.271130999999900,-89.093995000000000,,"Rockford, IL"
18020,2015IN0083,Columbus,IN,"Columbus, IN",2015,201512,0,-,0,-,0,-,,39.201439999999900,-85.921379999999900,,"Columbus, IN"
21140,2015IN0084,Elkhart,IN,"Elkhart, IN",2015,201512,0,-,0,-,0,-,,41.681994000000000,-85.976667000000000,,"Elkhart-Goshen, IN"
