CLUSTER_GT,RAIL_FLAG,Year,CBSA,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,TNC_FLAG,YEARS_SINCE_TNC,FARE_TOTAL_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,FARE_per_UPT_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,walkscore,transit,bike,Bus_UPT_ADJ,Bus_UPT_ADJ_diff,Bus_UPT_ADJ_log,PCT_Bus_UPT_ADJ_rel_diff,Bus_UPT_ADJ_scale,Bus_VRM_ADJ,Bus_VRM_ADJ_diff,Bus_VRM_ADJ_log,PCT_Bus_VRM_ADJ_rel_diff,Bus_VRM_ADJ_scale,Bus_VRH_ADJ,Bus_VRH_ADJ_diff,Bus_VRH_ADJ_log,PCT_Bus_VRH_ADJ_rel_diff,Bus_VRH_ADJ_scale,Bus_FARE_TOTAL,Bus_FARE_TOTAL_diff,Bus_FARE_TOTAL_log,PCT_Bus_FARE_TOTAL_rel_diff,Bus_FARE_TOTAL_scale,Bus_FARE_per_UPT_2018,Bus_FARE_per_UPT_2018_diff,Bus_FARE_per_UPT_2018_log,PCT_Bus_FARE_per_UPT_2018_rel_diff,Bus_FARE_per_UPT_2018_scale,Bus_AVG_SPEED,Bus_AVG_SPEED_diff,Bus_AVG_SPEED_log,PCT_Bus_AVG_SPEED_rel_diff,Bus_AVG_SPEED_scale,Rail_UPT_ADJ,Rail_UPT_ADJ_diff,Rail_UPT_ADJ_log,PCT_Rail_UPT_ADJ_rel_diff,Rail_UPT_ADJ_scale,Rail_VRM_ADJ,Rail_VRM_ADJ_diff,Rail_VRM_ADJ_log,PCT_Rail_VRM_ADJ_rel_diff,Rail_VRM_ADJ_scale,Rail_VRH_ADJ,Rail_VRH_ADJ_diff,Rail_VRH_ADJ_log,PCT_Rail_VRH_ADJ_rel_diff,Rail_VRH_ADJ_scale,Rail_FARE_TOTAL,Rail_FARE_TOTAL_diff,Rail_FARE_TOTAL_log,PCT_Rail_FARE_TOTAL_rel_diff,Rail_FARE_TOTAL_scale,Rail_FARE_per_UPT_2018,Rail_FARE_per_UPT_2018_diff,Rail_FARE_per_UPT_2018_log,PCT_Rail_FARE_per_UPT_2018_rel_diff,Rail_FARE_per_UPT_2018_scale,Rail_AVG_SPEED,Rail_AVG_SPEED_diff,Rail_AVG_SPEED_log,PCT_Rail_AVG_SPEED_rel_diff,Rail_AVG_SPEED_scale,CLUSTER_APTA,CLUSTER_APTA_HML,BUS_FLAG,POP_EMP,HH_EMP,TSD_POP_PCT,YEARS_SINCE_2002,YEARS_2002_2010,YEARS_AFTER_2010,YEARS_2002_2014,YEARS_AFTER_2014,YEARS_SINCE_2002_BUS,YEARS_SINCE_2002_RAIL,YEARS_2002_2010_BUS,YEARS_AFTER_2010_BUS,YEARS_2002_2010_RAIL,YEARS_AFTER_2010_RAIL,YEARS_2002_2014_BUS,YEARS_AFTER_2014_BUS,YEARS_2002_2014_RAIL,YEARS_AFTER_2014_RAIL
2,0,2008,2145680,498561780.34290004,280579196.7455001,498561780.34290004,280579196.7455001,19860517.0312,354577099.0,54.126608808,38317905799,46819718.0,26676160.0,15129169.0,694542.0,1796036.0,1723215.0,2035723.0,45687949.0,855.0999999999998,580.8,5364.200000000001,1690.3,4323.3,786.4,17574796.0,1078484.0,5814857.0,7034447.0,2592755.0,1054253.0,404.9099999999999,3643354.0,4751841.0,2197.500000000001,3243.199999999999,1359.3,1344861.31,23123429.25,24468290.560000002,362.51999999999987,6537.479999999999,227.5599999999999,1091007.9999999998,9544947.0,990.8800000000001,80.73000000000009,139010,0,0,414855205.83000004,2101362.12,2016161.5500000003,2381795.91,4262724.18,5559653.970000001,266.24519999999984,63.328132311000005,0,0,0,70555.0,2019.0,1.0,0,0,0,498561780.34290004,40641687.3028,5.212919803,572.391640942,240127038,280579196.7455001,8828648.4796,1.747546061999999,187.57756169500004,-149387725.5,19860517.0312,484905.38080000016,1.6666783859999996,198.64655505700006,-4197977.25,354577099.0,35182897.0,5.7207717769999995,672.6605529999998,-331513950,63.328132311000005,0.21311832299999978,-1.434868815,-54.054041799000004,-1402.0818215999984,990.8800000000001,-1.8700000000000019,0.08417425700000003,34.09655904599999,-1518,0.0,0.0,0.0,0.0,-13722162480,0.0,0.0,0.0,0.0,18774605646,0.0,0.0,0.0,0.0,1446784078.8000019,0.0,0.0,0.0,0.0,-337033422150,0.0,0.0,0.0,0.0,-1634.5890653999993,0.0,0.0,0.0,0.0,-4278,1955,180,69,69654392.75000001,40409470.75000001,14.401453084015273,414,414,0,414,0,414,0,414,0,0,0,414,0,0,0
2,0,2009,2145680,459936232.6445001,279028669.945,459936232.6445001,279028669.945,19892250.266499996,369444139.0,59.061648092,38317905799,47511234.0,27171867.0,15184744.0,715376.0,1691651.0,1628320.0,1930893.0,46385831.0,963.7999999999998,609.1999999999999,5226.900000000002,1676.5,4323.3,800.1999999999999,17665887.0,1083164.0,5905929.0,7043280.0,2574127.0,1059387.0,395.49,3468363.0,4532744.0,2334.0999999999995,3197.9,1267.9999999999998,2145753.13,22366909.739999995,24512662.819999993,569.8499999999999,6330.15,165.18000000000012,1091007.9999999998,9412058.0,986.2799999999997,80.73000000000009,139010,0,0,432249642.6299998,1979231.67,1905134.4000000006,2259144.81,4057984.7100000004,5303310.48,193.26060000000018,69.10212827100001,0,0,0,70555.0,2019.0,1.0,0,0,0,459936232.6445001,-38625547.69839999,-2.5515294440000003,-202.04534335699995,240127038,279028669.945,-1550526.8005000004,1.7126669009999995,226.84881398700006,-149387725.5,19892250.266499996,31733.235299999997,2.2072826820000007,319.454649582,-4197977.25,369444139.0,14867040.0,3.1186493389999987,inf,-331513950,69.10212827100001,5.773995960000001,5.689200144999999,inf,-1402.0818215999984,986.2799999999997,-4.599999999999996,-0.4964294369999998,-29.71129703199999,-1518,0.0,0.0,0.0,0.0,-13722162480,0.0,0.0,0.0,0.0,18774605646,0.0,0.0,0.0,0.0,1446784078.8000019,0.0,0.0,0.0,0.0,-337033422150,0.0,0.0,0.0,0.0,-1634.5890653999993,0.0,0.0,0.0,0.0,-4278,1955,180,69,69608777.82,39763430.819999985,14.089165971949043,483,483,0,483,0,483,0,483,0,0,0,483,0,0,0
2,0,2010,2164380,463708189.19579995,280787712.3294,463708189.19579995,280787712.3294,20017641.4247,368288146.0,59.36119289599999,38372591317,48898757.0,27657064.0,15693080.0,748804.0,1766101.0,1680101.0,2018717.0,47744525.0,0.0,0.0,0.0,1704.8999999999999,4447.7,847.4000000000002,18242939.0,1148718.0,6125200.0,7312790.0,2605204.0,1051027.0,430.61999999999995,3549691.0,4644770.0,2433.000000000001,3252.4999999999995,1314.5,2273068.69,22832635.79,25105704.5,602.0299999999999,6397.97,198.98000000000013,1099615.9999999998,9344091.0,999.21,80.50000000000003,141027,0,0,423531367.9,2031016.1499999997,1932116.1500000008,2321524.55,4082144.650000001,5341485.5,228.82699999999997,68.26537183499998,0,0,0,72571.0,2019.0,2.0,0,0,0,463708189.19579995,3000975.5513000004,2.1234150149999995,334.3443338889999,243607140,280787712.3294,1391763.3844000008,0.8762174140000001,117.22825010800003,-151552765.0,20017641.4247,98900.15820000002,0.8102439229999997,138.914215525,-4258817.5,368288146.0,-1618837.0,2.6255373459999998,1777.5292159140001,-336318500,68.26537183499998,-1.527137392,-0.6128842129999997,323.655773981,-1422.4018479999984,999.21,-0.9299999999999999,0.06394036800000011,34.178033716999956,-1540,0.0,0.0,0.0,0.0,-13921034400,0.0,0.0,0.0,0.0,19046701380,0.0,0.0,0.0,0.0,1467751964.000002,0.0,0.0,0.0,0.0,-341917964500,0.0,0.0,0.0,0.0,-1658.2787619999992,0.0,0.0,0.0,0.0,-4340,1986,183,70,71731392.78999998,41075574.78999999,14.042659063767875,560,560,0,560,0,560,0,560,0,0,0,560,0,0,0
2,0,2011,2185320,491646909.7946,282912510.4431,491646909.7946,282912510.4431,20399438.6015,398355209.0,60.211079739999995,38450279545,49589780.0,28114831.0,15736956.0,775334.0,1793545.0,1721922.0,2030237.0,48423309.0,0.0,0.0,0.0,1714.4,4513.200000000001,872.3999999999997,18411029.0,1210959.0,6248275.0,7327200.0,2590002.0,1034593.0,453.55000000000007,3625242.0,4780783.0,2479.900000000002,3228.8000000000006,1391.2999999999997,2117018.0399999996,23198467.58,25315485.690000013,585.2499999999999,6514.749999999999,253.74999999999991,1102745.5999999999,9248301.0,1012.4799999999999,79.52000000000001,143042,0,0,446157834.08000004,2008770.4000000001,1928552.6400000006,2273865.44,4060271.040000001,5354476.96,284.1999999999999,67.43640930900003,0,0,0,72571.0,2019.0,3.0,0,0,0,491646909.7946,27296287.598799996,4.713012772,514.5387397370001,247087242,282912510.4431,1474932.1137,0.6747467099999997,78.399854767,-153717804.5,20399438.6015,349444.17679999996,1.226957353,138.404503917,-4319657.75,398355209.0,30307440.0,5.366829604000001,653.86767993,-341123050,67.43640930900003,-1.008522812,-1.0118011999999996,3.6071219569999804,-1442.7218743999983,1012.4799999999999,-6.82,-0.550905453,-48.779109913999996,-1562,0.0,0.0,0.0,0.0,-14119906320,0.0,0.0,0.0,0.0,19318797114,0.0,0.0,0.0,0.0,1488719849.200002,0.0,0.0,0.0,0.0,-346802506850,0.0,0.0,0.0,0.0,-1681.9684585999992,0.0,0.0,0.0,0.0,-4402,2017,186,71,72788247.58,41609496.57999999,13.998333945317981,639,568,71,639,0,639,0,568,71,0,0,639,0,0,0
2,0,2012,2185320,496757117.3681,279769034.5222,496757117.3681,279769034.5222,20080662.587800004,431743748.0,68.08887135799998,38450279545,50151185.0,28479866.0,15900199.0,788083.0,1831374.0,1747796.0,2093286.0,48981378.0,0.0,0.0,0.0,1703.5999999999997,4489.100000000001,907.3,18598434.0,1194435.0,6317881.0,7380100.0,2628909.0,1077109.0,432.75,3717239.0,4905203.0,2394.5000000000005,3256.100000000001,1449.4000000000008,1862882.42,23617056.32,25479938.730000004,522.7999999999998,6577.200000000001,261.65000000000026,1102745.5999999999,9317134.0,1018.3500000000001,77.39000000000014,143042,0,0,470600685.32000005,1996197.6599999992,1905097.6400000001,2281681.7399999998,4051790.5099999993,5346671.27,285.1985000000001,74.21686978500001,0,0,0,72571.0,2019.0,6.0,0,0,0,496757117.3681,5110207.573499999,-0.5246986109999998,-13.210683741000004,247087242,279769034.5222,-3143475.9209000003,-1.435199778,-117.534704444,-153717804.5,20080662.587800004,-318776.0137,-1.9191375450000001,-157.61732683600005,-4319657.75,431743748.0,33705109.0,7.507706077000001,inf,-341123050,74.21686978500001,7.120966205,6.207715919999999,inf,-1442.7218743999983,1018.3500000000001,5.870000000000001,0.4877826960000001,57.078961337999985,-1562,0.0,0.0,0.0,0.0,-14119906320,0.0,0.0,0.0,0.0,19318797114,0.0,0.0,0.0,0.0,1488719849.200002,0.0,0.0,0.0,0.0,-346802506850,0.0,0.0,0.0,0.0,-1681.9684585999992,0.0,0.0,0.0,0.0,-4402,2017,186,71,73768241.32,42215490.319999985,13.942334688867003,710,568,142,710,0,710,0,568,142,0,0,710,0,0,0
2,0,2013,2185320,493836020.29899997,281008822.375,493836020.29899997,281008822.375,20338836.729199998,438580123.0,68.37679032999999,38450279545,51756033.0,29515061.0,16263176.0,850209.0,1854716.0,1776484.0,2098436.0,50533166.0,1088.2999999999997,676.5999999999999,5334.800000000001,1696.7000000000003,4464.200000000001,939.0999999999998,19118560.0,1208613.0,6467273.0,7539391.0,2755863.0,1147420.0,430.04,3795171.0,5027185.0,2326.7999999999997,3261.5000000000005,1511.6999999999998,1702643.0600000003,23971713.419999994,25674356.49000001,473.72000000000014,6626.28,253.90000000000023,1102745.5999999999,9410779.0,1016.75,76.67999999999991,143042,5,0,473666532.8399998,2003093.2799999998,1918602.72,2266310.88,4098784.680000001,5429359.8,274.21200000000005,73.84693356200005,0,0,0,72571.0,2019.0,9.0,0,0,0,493836020.29899997,-2921097.0691,0.33146305100000056,60.384828684999974,247087242,281008822.375,1239787.8528000002,-0.15147913899999998,16.628476762999995,-153717804.5,20338836.729199998,258174.14139999996,0.01230610800000001,31.215232658,-4319657.75,438580123.0,6836375.0,1.3187292649999998,169.578638122,-341123050,73.84693356200005,-0.36993622300000006,0.279086698,98.483955015,-1442.7218743999983,1016.75,-1.6000000000000003,-0.164581438,-12.139348155999997,-1562,0.0,0.0,0.0,0.0,-14119906320,0.0,0.0,0.0,0.0,19318797114,0.0,0.0,0.0,0.0,1488719849.200002,0.0,0.0,0.0,0.0,-346802506850,0.0,0.0,0.0,0.0,-1681.9684585999992,0.0,0.0,0.0,0.0,-4402,2017,186,71,75727746.42000002,43090273.42,13.79896992945929,781,568,213,781,0,781,0,568,213,0,0,781,0,0,0
2,0,2014,2185320,493568321.5543,286671414.13609993,493568321.5543,286671414.13609993,20928496.641499996,445828667.0,69.658908059,38450279545,52427646.0,29894103.0,16395235.0,863053.0,1900665.0,1821610.0,2147431.0,51217903.0,1060.3999999999999,685.6999999999999,5354.599999999999,1682.3,4449.5,968.1999999999997,19373182.0,1219100.0,6490157.0,7679628.0,2800488.0,1183809.0,428.04999999999995,3886145.0,5192613.0,2275.6999999999994,3240.0000000000005,1584.3000000000004,1443485.9000000001,24485260.78,25928746.659999996,401.2899999999999,6698.71,244.2200000000002,1102745.5999999999,9499610.0,1019.22,75.26000000000008,143042,45,5,472578387.02000004,2014704.9000000001,1930906.6000000006,2276276.8599999985,4119313.699999999,5504169.78,258.87320000000005,73.83844253699999,0,0,0,72571.0,2019.0,13.0,0,0,0,493568321.5543,-267698.7447000006,0.7603263239999997,90.06950611300005,247087242,286671414.13609993,5662591.761099999,2.3256331109999993,346.2680492219999,-153717804.5,20928496.641499996,589659.9123000001,2.2964125490000002,266.172719148,-4319657.75,445828667.0,7248544.0,2.934930158,357.6315472749999,-341123050,73.83844253699999,-0.008491024999999902,0.8734043749999999,147.22468492400006,-1442.7218743999983,1019.22,2.470000000000002,0.026335981999999994,25.50119017400001,-1562,0.0,0.0,0.0,0.0,-14119906320,0.0,0.0,0.0,0.0,19318797114,0.0,0.0,0.0,0.0,1488719849.200002,0.0,0.0,0.0,0.0,-346802506850,0.0,0.0,0.0,0.0,-1681.9684585999992,0.0,0.0,0.0,0.0,-4402,2017,186,71,76912906.78000002,43858442.78000001,13.741735614249569,852,568,284,852,0,852,0,568,284,0,0,852,0,0,0
2,0,2015,2185320,476809009.37829995,293216891.9419,476809009.37829995,293216891.9419,21535277.1719,439072785.0,69.08329018199998,38450279545,53146804.0,30196327.0,16584479.0,930918.0,1963377.0,1886257.0,2222505.0,51940012.0,1029.0,635.7000000000003,5435.9000000000015,1672.3000000000002,4432.799999999999,994.9000000000004,19661088.0,1200401.0,6549713.0,7778368.0,2879859.0,1252747.0,416.27000000000004,4007560.0,5382708.0,2198.5,3224.1999999999994,1677.3000000000009,1258741.2999999998,24968559.53000001,26227300.85,351.55,6748.450000000001,180.24000000000007,1102745.5999999999,9587833.0,1000.5400000000003,75.26000000000008,143042,54,50,465417152.09999985,2081179.6200000008,1999432.42,2355855.2999999993,4248013.6,5705670.479999997,191.05440000000007,73.228287594,531,0,0,72571.0,2019.0,17.0,0,0,0,476809009.37829995,-16759312.175999997,-2.4113116670000005,-192.500463975,247087242,293216891.9419,6545477.805799999,0.2738856679999997,102.00324818700003,-153717804.5,21535277.1719,606780.5304,1.3377164390000003,166.06052085000002,-4319657.75,439072785.0,-6755882.0,-1.5055667919999993,-54.78651618199998,-341123050,73.228287594,-0.6101549430000002,0.8672768650000001,134.455215018,-1442.7218743999983,1000.5400000000003,-18.679999999999993,-1.067085943,-88.44143398899996,-1562,0.0,0.0,0.0,0.0,-14119906320,0.0,0.0,0.0,0.0,19318797114,0.0,0.0,0.0,0.0,1488719849.200002,0.0,0.0,0.0,0.0,-346802506850,0.0,0.0,0.0,0.0,-1681.9684585999992,0.0,0.0,0.0,0.0,-4402,2017,186,71,78115363.53000002,44629647.53,13.684294318663614,923,568,355,852,71,923,0,568,355,0,0,852,71,0,0
2,0,2016,2185320,451764635.3261,300117364.9629001,451764635.3261,300117364.9629001,22117213.092299998,431407809.0,68.54587670900003,38450279545,53763046.0,30476738.0,16799537.0,946081.0,2041117.0,1951239.0,2309139.0,52540439.0,949.7000000000002,623.0999999999999,5527.5999999999985,1662.4000000000005,4414.5,1023.1000000000003,19886939.0,1157960.0,6525067.0,7841009.0,3003806.0,1359097.0,403.79,4209327.0,5592017.0,2070.9999999999995,3224.699999999999,1804.3000000000006,1192948.5100000002,25506697.500000007,26699645.979999997,332.03,6767.969999999998,160.96000000000012,1102745.5999999999,9659027.0,999.4399999999998,74.5499999999999,143042,63,104,452978199.4499999,2143172.85,2048800.95,2424595.9499999993,4419793.35,5871617.850000001,169.0079999999999,71.973170544,668,0,0,72571.0,2019.0,18.0,0,0,0,451764635.3261,-25044374.0522,-3.5250154070000006,-324.96399357300004,247087242,300117364.9629001,6900473.020999999,1.1864242299999996,124.08173210899997,-153717804.5,22117213.092299998,581935.9204000001,1.308155746,136.78014551,-4319657.75,431407809.0,-7664976.0,-3.8037309819999994,-239.09596657599997,-341123050,71.973170544,-1.2551170500000013,-1.0548697169999997,30.864666671000045,-1442.7218743999983,999.4399999999998,-1.1,-0.11917826099999995,-9.548436040999999,-1562,0.0,0.0,0.0,0.0,-14119906320,0.0,0.0,0.0,0.0,19318797114,0.0,0.0,0.0,0.0,1488719849.200002,0.0,0.0,0.0,0.0,-346802506850,0.0,0.0,0.0,0.0,-1681.9684585999992,0.0,0.0,0.0,0.0,-4402,2017,186,71,79269743.49999999,45393636.5,13.660632630968356,994,568,426,852,142,994,0,568,426,0,0,852,142,0,0
2,0,2017,2185320,435842153.73019993,301403975.7313,435842153.73019993,301403975.7313,22428834.137799997,420892300.0,70.26868877399998,38450279545,54469347.0,30850116.0,16895039.0,1023138.0,2124840.0,2037549.0,2368390.0,53239376.0,914.8999999999997,598.5,5586.200000000003,1654.0999999999997,4397.200000000001,1048.7,20159937.0,1154088.0,6499977.0,8002763.0,3071718.0,1431391.0,392.58,4360872.0,5781695.0,1994.7000000000003,3189.9000000000005,1915.3999999999999,1074116.59,26019720.129999995,27093836.77000001,294.02000000000015,6805.980000000002,180.42999999999984,1102745.5999999999,9724314.0,993.78,72.42000000000006,143042,70,167,429310146.00000006,2167336.8000000003,2078299.9800000002,2415757.799999999,4448089.4399999995,5897328.900000001,184.03859999999997,71.67406255500002,792,6,0,72571.0,2019.0,21.0,0,0,0,435842153.73019993,-15922481.595900001,-2.4336658950000003,-232.55876410600007,247087242,301403975.7313,1286610.7684,-0.08577239399999985,-3.1862774250000183,-153717804.5,22428834.137799997,311621.0455,0.318044798,37.87237366300002,-4319657.75,420892300.0,-10515509.0,-0.38885621700000017,78.79857525900003,-341123050,71.67406255500002,-0.29910798899999974,-0.02535800899999979,110.17817573399996,-1442.7218743999983,993.78,-5.66,-0.400723065,-37.66006176499999,-1562,0.0,0.0,0.0,0.0,-14119906320,0.0,0.0,0.0,0.0,19318797114,0.0,0.0,0.0,0.0,1488719849.200002,0.0,0.0,0.0,0.0,-346802506850,0.0,0.0,0.0,0.0,-1681.9684585999992,0.0,0.0,0.0,0.0,-4402,2017,186,71,80489067.12999998,46179657.12999998,13.57016295436552,1065,568,497,852,213,1065,0,568,497,0,0,852,213,0,0
2,0,2018,2185320,427351459.2412999,304684215.75049996,427351459.2412999,304684215.75049996,22722428.091900002,411089424.25,70.097237984,38450279545,55153133.25,31200252.25,17020430.0,1084721.5,2207067.25,2118527.0,2434486.75,53913685.5,869.1600000000001,577.0899999999999,5653.26,1645.5600000000004,4379.839999999999,1075.12,20421148.25,1140573.75,6474998.0,8139738.75,3153638.75,1512199.0,381.25000000000006,4524972.5,5976280.75,1905.7800000000004,3164.0999999999995,2030.6499999999999,972758.1799999997,26508830.619999997,27481588.83,263.34000000000003,6836.66,204.53000000000006,0.0,9791077.75,1005.4900000000004,71.0,143042,70,237,411089424.25,2207067.25,2118527.0,2434486.75,4524972.5,5976280.75,204.53000000000006,70.097237984,929,8,39,72571.0,2019.0,32.0,5785,2001,5066,427351459.2412999,-8490694.4889,-1.3190952300000007,-121.199451073,247087242,304684215.75049996,3280240.0192000004,-1.2955780600000002,-33.19683316100001,-153717804.5,22722428.091900002,293593.9541,-1.791817819,-22.558588107000006,-4319657.75,411089424.25,-9546430.0,-1.5864798909999995,-130.912293305,-341123050,70.097237984,-0.9363374650000001,-1.716449648,-126.876820262,-1442.7218743999983,1005.4900000000004,11.709999999999999,0.49366727,80.820235648,-1562,0.0,0.0,0.0,0.0,-14119906320,0.0,0.0,0.0,0.0,19318797114,0.0,0.0,0.0,0.0,1488719849.200002,0.0,0.0,0.0,0.0,-346802506850,0.0,0.0,0.0,0.0,-1681.9684585999992,0.0,0.0,0.0,0.0,-4402,2017,186,71,81661963.86999999,46929978.87000001,13.498708434587941,1136,568,568,852,284,1136,0,568,568,0,0,852,284,0,0
2,1,2002,128100,24668363.152999997,7490264.561,24668363.152999997,7490264.561,273698.2416,15501193.0,1.253780346,5586964318,5781341.968900001,3042711.281,2269264.359,76726.531255,72525.0,70773.35938000001,75789.39063000001,5980635.99,30.57,26.17,243.35999999999999,77.44999999999999,187.77,34.78,2478642.2199999997,172080.71000000002,939772.47,940516.66,312086.29000000004,114186.09,19.86,115847.95314,158426.32813,131.41,140.03,28.560000000000002,181510.84,3028056.74,3209567.58,17.189999999999998,282.81,4.08,0.0,1553910.0,58.64,4.199999999999999,6042,0,0,21701670.2,101535.0,99082.70313000001,106105.14688,162187.13439,221796.85937999998,5.712,1.755292485,0,0,0,6045.0,2019.0,1.0,0,0,0,0.0,0.0,0.0,0.0,10440306,0.0,0.0,0.0,0.0,-6495118.5,0.0,0.0,0.0,0.0,-182520.75,0.0,0.0,0.0,0.0,-14413650,0.0,0.0,0.0,0.0,-60.960079199999996,0.0,0.0,0.0,0.0,-66,24668363.152999997,0.0,0.0,0.0,-596615760,7490264.561,0.0,0.0,0.0,816287202,273698.2416,0.0,0.0,0.0,62903655.599999994,15501193.0,0.0,0.0,0.0,-14653627050,1.755292485,0.0,0.0,0.0,-71.0690898,58.64,0.0,0.0,0.0,-186,68,6,0,8809398.7089,5506698.96,1.045151227376711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2003,128100,25149939.630000003,7771882.29,25149939.630000003,7771882.29,292534.41610000003,15620359.0,2.0900467910000002,5586964318,5969012.1255,3147864.875,2304276.563,82645.875,73160.0,70762.5625,78052.4375,6092964.07,31.199999999999996,25.81,243.06,77.18,187.32,35.519999999999996,2497690.12,171833.2,939185.14,954520.3799999999,315564.82,116586.63,19.67,123734.1875,167155.6875,124.52999999999999,141.3,34.18,182566.25,3035714.67,3218280.92,17.04,282.96000000000004,4.69,0.0,1537946.0,58.949999999999996,4.11,6042,0,0,21399891.830000002,100229.2,96944.71063,106931.83937999999,169515.83688999998,229003.29188000003,6.4253,2.863364103,0,0,0,6045.0,2019.0,1.0,0,0,0,0.0,0.0,0.0,0.0,10440306,0.0,0.0,0.0,0.0,-6495118.5,0.0,0.0,0.0,0.0,-182520.75,0.0,0.0,0.0,0.0,-14413650,0.0,0.0,0.0,0.0,-60.960079199999996,0.0,0.0,0.0,0.0,-66,25149939.630000003,481576.477,1.833959494,515.106821554,-596615760,7771882.29,281617.729,1.6954733579999999,437.547341078,816287202,292534.41610000003,18836.1745,1.6642712940000002,421.71910585300003,62903655.599999994,15620359.0,119166.0,-0.07677980099999998,inf,-14653627050,2.863364103,1.1080716179999999,-0.141041973,inf,-71.0690898,58.949999999999996,0.31000000000000005,0.030840197,3.2108170300000003,-186,68,6,0,9004726.7955,5533404.79,0.9917148879979739,3,3,0,3,0,0,3,0,0,3,0,0,0,3,0
2,1,2004,128100,26852144.5,7122175.091,26852144.5,7122175.091,269219.6113,15312960.0,2.173080759,5586964318,6159126.5,3254255.5,2339923.75,88488.5,73728.0,70680.75,80289.25,6206415.75,31.910000000000004,25.46,242.68,76.91,186.85,36.26,2516958.5,171581.25,938596.5,968850.5,318962.75,118967.5,19.52,131593.25,175824.25,117.69,142.53,39.81,174445.16,3080773.75,3255218.91,15.8,284.2,5.5600000000000005,0.0,1521982.0,59.89,3.99,6042,0,0,20366236.8,98058.24,94005.3975,106784.70250000001,175019.0225,233846.2525,7.3948,2.890197411,0,0,0,6045.0,2019.0,1.0,0,0,0,0.0,0.0,0.0,0.0,10440306,0.0,0.0,0.0,0.0,-6495118.5,0.0,0.0,0.0,0.0,-182520.75,0.0,0.0,0.0,0.0,-14413650,0.0,0.0,0.0,0.0,-60.960079199999996,0.0,0.0,0.0,0.0,-66,26852144.5,1702204.87,0.06131005699999999,7.446802078999999,-596615760,7122175.091,-649707.199,-0.04892768100000003,-2.457998042999999,816287202,269219.6113,-23314.804799999998,-0.118544663,-9.698568449,62903655.599999994,15312960.0,-307399.0,0.07552060299999999,8.250864381,-14653627050,2.890197411,0.026833308,-0.074684848,-4.882503400000001,-71.0690898,59.89,0.94,0.068837782,6.999009855000001,-186,68,6,0,9239900.25,5597732.25,0.9423608893641059,6,6,0,6,0,0,6,0,0,6,0,0,0,6,0
2,1,2005,128100,29604627.71,7293489.541,29604627.71,7293489.541,284859.6673,18076309.0,2.0713845109999998,5586964318,6339464.0,3355698.0,2373031.0,94638.0,74564.0,70883.0,82631.0,6315373.0,32.3,25.1,242.6,76.6,186.4,37.0,2535345.0,171347.0,938013.0,981875.0,322683.0,121427.0,19.32,139561.0,184736.0,110.7,143.9,45.4,153158.24,3117868.08,3271026.33,13.56,286.44,6.85,173292.8,1506018.0,59.76,3.87,6042,0,0,23318438.610000003,96187.56,91439.06999999999,106593.98999999999,180033.69,238309.44,8.836500000000001,2.672086019,0,0,0,6045.0,2019.0,1.0,0,0,0,0.0,0.0,0.0,0.0,10440306,0.0,0.0,0.0,0.0,-6495118.5,0.0,0.0,0.0,0.0,-182520.75,0.0,0.0,0.0,0.0,-14413650,0.0,0.0,0.0,0.0,-60.960079199999996,0.0,0.0,0.0,0.0,-66,29604627.71,2752483.21,0.402425751,43.570242488999995,-596615760,7293489.541,171314.45,0.05527000000000001,5.766828286000001,816287202,284859.6673,15640.056,0.071429459,8.564033958,62903655.599999994,18076309.0,2763349.0,0.358939221,39.201439862,-14653627050,2.672086019,-0.21811139200000002,-0.13509670199999999,-10.902482149,-71.0690898,59.76,-0.12999999999999984,-0.015743034000000017,0.6172607160000005,-186,68,6,0,9457332.08,5653213.08,0.8982176167213501,9,9,0,9,0,0,9,0,0,9,0,0,0,9,0
