CLUSTER_GT_NEW_11,RAIL_FLAG,Year,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,CLUSTER_APTA_GROUPED,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled
1,0,2012,38,1042,94,244954966.1,251407656.1,6452689.978,265721588,11734182.74,5235515.715,0.671601496,1224166.419,3.750876292,9.36480095,0.208897237,-185061.8792,14482680.48,657654.2544,2927823.045,513505.6547,-72106.9044,18324494.65,-255801.9118,7889053.071,659365.1662,3075291.567,444678.1847,-78403.33503,11649024.75
1,0,2013,38,1042,94,251407656.1,251351424.3,-56231.7378,261615986.3,-4105601.69,5310558.124,0.682357714,1231717.82,3.634713896,9.320731675,0.209118421,510359.8716,-1620941.758,-59465.65332,-2678557.785,-133854.0709,-14099.75549,-3996559.152,526313.2392,-1579378.412,-14541.33056,-2782039.326,-233633.0024,-22322.85751,-4127489.196
1,0,2014,38,1042,94,251351424.3,250361175.3,-990249.0796,260415209.5,-1200776.799,5377870.219,0.691170227,1230847.681,3.499807915,9.425284907,0.209025614,1206885.163,-1183640.704,1464589.572,-3265724.144,383202.3048,-41643.89772,-1436331.706,1448128.601,-1426352.654,1303441.381,-3185276.413,662347.5567,-3065.269843,-1267681.543
1,0,2015,39,1074,97,250361175.3,241624122.5,-8764498.314,235086277.9,-25365482.17,5571998.246,0.712246672,1236078.977,2.571286175,9.145523875,0.20966648,2289797.756,-2074342.817,1193540.793,-24365752.13,-1188133.675,38163.26287,-24106726.81,6416267.383,-1766375.076,1419001.286,-30490682.16,-978167.8483,34474.24394,-25327318.73
1,0,2016,39,1074,97,241624122.5,232749136.5,-8874986.004,230270094.1,-4816183.742,5808903.453,0.729009415,1248044.468,2.298753517,9.189739999,0.209676086,2329596.005,-966998.2958,1063536.986,-8112397.02,232721.1065,-10504.16605,-5464045.384,2161701.601,-361441.1987,933589.4207,-7425595.627,-103062.4222,-21375.51516,-4838976.221
1,0,2017,39,1074,97,232749136.5,223283219.8,-9465916.689,238173687.1,7903592.949,5925361.993,0.737400421,1259128.393,2.587701129,8.899931038,0.208524043,336469.9131,-971632.7997,1262017.231,8715587.62,-1073641.995,-85491.28437,8183308.685,348454.8773,-1305507.764,1353934.397,8620767.51,-1014231.78,-99824.29052,7781399.678
1,0,2018,39,1074,97,223283219.8,218700010.8,-4583208.952,250749524.7,12575837.61,5988322.039,0.724209482,1259815.718,2.917184933,8.677410924,0.20769954,948854.7007,1468022.781,1037603.901,8755591.143,-794903.0807,-61151.41465,11354018.03,982227.6321,1973076.714,1144844.39,9325471.55,-772507.1456,-77275.52916,12475557.78
1,1,2002,2,56,5,0,409191.4794,0,465663.5642,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2003,2,56,5,409191.4794,439419.0696,30227.5902,452502.9556,-13160.60858,470048.5553,2.636050806,1365010.867,1.64,8.334239952,0.218403717,-16598.26123,-18973.02549,7740.206374,16758.00242,-149.3295027,-2309.683314,-13532.09074,-19047.41654,-20859.67563,9365.198565,21294.83109,-793.9060186,-3119.640052,-17431.86991
1,1,2004,2,56,5,439419.0696,466794.1274,27375.0578,479123.8971,26620.94153,477430.4455,2.637216084,1461572.619,1.9214257,8.304176613,0.215770119,-5715.796194,6242.854831,8879.529817,20042.9201,-391.0338184,-2422.501838,26635.9729,-5790.404826,5893.470041,9051.852848,20683.73892,-647.9731719,-2569.74228,23886.2181
1,1,2005,2,56,5,466794.1274,499249.604,32455.4766,510767.3535,31643.45633,456958.4768,2.667476729,1493392.844,2.324443317,8.309949272,0.206355201,248.5781477,-2763.644033,10381.41839,27328.24245,36.07587622,-2235.742081,32994.92876,-905.592912,-3256.279033,10527.29892,27781.14367,-175.9135518,-2327.200765,29216.32243
1,1,2006,2,56,5,499249.604,543467.458,44217.854,536773.1169,26005.76342,450618.2483,2.759234952,1513795.898,2.655103252,8.203569939,0.193082015,8826.333104,-14079.9301,15117.2208,21241.48275,-1113.660818,-2778.684277,27212.76145,7099.656357,-13123.75826,15064.82609,21404.78597,-1545.877734,-2893.868997,22975.65552
1,1,2007,2,56,5,543467.458,566453.1364,22985.6784,617668.4065,80895.28957,488460.8472,2.54765549,1514045.491,2.843492405,8.77576953,0.19111738,46318.36956,20723.57698,1298.695901,12152.70755,5089.80962,-400.6377553,85182.52185,39052.28291,23397.65419,1580.475046,12448.79033,4875.196443,-459.1093562,80379.80595
1,1,2008,2,56,5,566453.1364,616896.5162,50443.3798,645832.6817,28164.27525,568694.3676,2.768009088,1536176.372,3.316514638,9.147620935,0.1911568,14185.21459,-21203.44762,875.7452194,29718.20098,3875.143184,-517.4764225,26933.37993,13249.36146,-22206.22285,927.0062897,32713.947,4020.747787,-540.5644321,27602.00422
1,1,2009,2,56,5,616896.5162,575304.326,-41592.1902,515689.969,-130142.7127,606831.0477,3.526441338,1559900.894,2.404387012,8.891197307,0.191147078,6966.504794,-71916.99702,-1466.930685,-61189.58831,-2216.133514,-802.6519773,-130625.7967,6940.874237,-71651.38195,-1461.456798,-60963.11668,-2207.939426,-799.6921318,-130939.4559
1,1,2010,2,56,5,575304.326,650881.1834,75576.8574,659798.7596,144108.7906,840336.4419,2.991145362,1574995.088,2.86,9.29720878,0.18710885,56196.20705,52077.20349,3185.430867,32715.17134,3905.108833,-1278.52809,146800.5935,55148.26278,50976.60974,3058.114218,32445.07086,3734.070323,-1253.337286,142880.3329
1,1,2011,2,56,5,650881.1834,679642.5376,28761.3542,718439.9426,58641.18298,887007.8282,3.044802545,1627601.429,3.65652426,9.038783433,0.189510097,2067.090071,1946.858133,848.1837563,56050.80838,-2542.279689,-589.4067203,57781.25393,1984.89987,2357.291183,854.454862,56606.0963,-2571.212055,-590.3471825,58049.95699
1,1,2012,2,56,5,679642.5376,696191.7984,16549.2608,716253.5051,-2186.437519,987128.1996,3.32103862,1622381.362,3.787680608,9.230893535,0.189818993,22604.15825,-31859.91361,-2156.545498,8364.450525,2170.028514,123.6217106,-754.2001109,-77957.43062,102110.4094,4187.661026,-24854.47954,-5484.875068,-187.7226702,-1215.016057
1,1,2013,2,56,5,696191.7984,947033.1834,250841.385,963597.1133,247343.6083,1440375.725,2.378323284,1609222.456,3.685106788,10.41095157,0.190707806,81328.15714,132090.0189,-1577.899428,-6600.384802,13705.76121,662.9016911,219608.5547,91609.58253,148751.7362,-1694.698514,-7313.04967,15251.95324,738.0844609,248165.9444
1,1,2014,3,79,7,947033.1834,1547964.083,23319.2164,1888707.319,-31246.99749,1775686.05,2.655988583,1709286.225,3.549303266,9.230410562,0.197662423,42625.64355,-45883.7219,5719.256359,-12371.01605,-17904.79031,153.9311497,-27660.6972,47294.37963,-51176.84081,6322.363874,-13827.6559,-20027.99044,168.7461678,-31062.23044
1,1,2015,3,79,7,1547964.083,1867107.56,319143.4767,1550803.962,-337903.3568,1164453.926,2.166354591,1626304.356,2.699571249,9.660628853,0.224233728,181459.0359,-260347.9674,4323.857522,-143836.1367,16358.2644,824.5558444,-201218.3905,724998.1967,-809654.9096,9092.202348,-324587.3773,58924.1145,3324.416605,-321833.206
1,1,2016,4,103,9,1867107.56,2096225.068,-101620.4916,1761873.22,-120572.7555,857637.2736,1.90604682,1591555.942,2.466649294,8.762125604,0.233003875,-28473.05218,-25927.0041,6712.868187,-69153.27261,-27725.76136,-1659.862368,-146226.0844,-22710.40534,-24165.59718,4730.532848,-55444.9421,-21752.80746,-1229.536226,-121466.6565
1,1,2017,4,103,9,2096225.068,2287947.009,191721.9412,2086284.65,324411.4293,740157.8699,1.676917468,1865385.341,2.694644591,8.362271582,0.216814646,158012.315,105173.5533,15308.38242,74838.42252,-9057.757408,-2276.046867,341998.869,165858.5327,77405.33752,15847.39765,81908.32657,-14324.18529,-2283.979868,321956.8239
1,1,2018,4,103,9,2287947.009,2015824.422,-272122.5868,2124782.285,38497.63528,570282.6262,1.937569634,2028262.879,3.031198236,7.934904104,0.207283915,64168.93221,-110979.403,11028.69143,97420.55889,-13366.31249,-2124.756491,46147.71058,-7063.32149,-25378.28427,8084.845388,76255.57367,-11599.80205,-1801.375964,36851.34992
2,0,2002,54,755,71,0,94735466.39,0,82773787.4,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2003,56,786,74,94735466.39,105394137,5825691.739,96727972.51,9981894.476,3366849.766,0.656159821,674660.5347,1.644574987,6.753158314,0.388845606,17448823.08,-2118122.45,2215794.87,3997612.117,-142287.6382,-1084240.778,20317579.2,6521923.511,-1042406.07,2056853.812,3571494.209,-109915.3587,-1016055.627,8824822.463
2,0,2004,64,907,85,105394137,114618274.2,-6973143.754,113299801.2,4803794.728,3182747.39,0.698652722,661133.0687,1.924473797,6.316869899,0.368466416,-123661.6864,-1368012.592,2851986.585,4827693.446,68650.36262,-1113264.663,5143391.452,-1104515.006,-1621910.825,3338733.439,5436198.669,48356.64902,-1293068.197,1849382.572
2,0,2005,66,938,88,114618274.2,118374255.6,2956752.279,121518646,7302826.761,3255160.203,0.688783094,699973.5847,2.347916501,6.485699363,0.358374052,149854.7443,-1545015.205,3201898.757,6767072.285,94824.59007,-1117467.66,7551167.512,34749.10227,-2040109.97,3323637.243,7098649.074,34538.95312,-1148637.642,5986258.697
2,0,2006,66,938,88,118374255.6,129520914.9,11146659.27,132180699,10662053.06,3394482.256,0.688875146,733580.7733,2.645216988,6.675600454,0.336339335,2015184.279,-271831.1419,3697344.861,4605373.587,168734.392,-1236793.883,8978012.094,2372856.371,933447.8378,3773479.623,4705359.872,116234.9868,-1239325.631,9263307.576
2,0,2007,68,970,91,129520914.9,135251499.5,5461867.376,139324484,6868428.929,3426400.05,0.667018517,735850.4829,2.89367867,6.280456262,0.324999946,1293222.007,1067649.489,1313555.969,3823254.311,-659838.1886,-421623.6349,6416219.953,1454207.837,1127569.707,1435309.016,3948941.032,-655065.8858,-442532.7767,6385213.733
2,0,2008,68,970,91,135251499.5,145588951.7,10337452.21,145245838.2,5921354.22,3491175.722,0.717115757,740520.259,3.337049385,6.486671262,0.317835842,840575.3992,-2304787.248,975197.7618,6593010.093,464252.1069,-396622.2949,6171625.818,789752.1029,-2970830.751,1063189.575,6970047.45,472277.9894,-403082.1467,5494713.577
2,0,2009,68,970,91,145588951.7,142206293.1,-3382658.593,128474182.8,-16771655.43,3582132,0.778810469,745538.7076,2.449772084,6.456983624,0.308958409,1455213.856,-4117537.443,239666.6167,-14019261.57,-37781.1605,-519333.1675,-16999032.87,1150265.711,-3884612.386,274025.3913,-13772365.78,-58763.81182,-480204.5542,-17225171.2
2,0,2010,70,1001,94,142206293.1,147528884.2,4551610.078,138856231.4,9590278.572,3582015.503,0.744337726,757554.216,2.884086913,6.535106495,0.296133447,-229737.3833,1692107.194,2256753.784,7729973.435,158716.5594,-853060.0715,10754753.52,-547442.8511,1196451.944,2161148.191,7436228.404,113710.1699,-769817.2851,8841858.452
2,0,2011,72,1032,97,147528884.2,154259343.1,6088025.937,150655664.7,11054882.52,3546558.726,0.760267113,756788.7112,3.603229924,6.950199697,0.290527179,-300182.5199,-1082264.395,1010054.001,11592039.53,1099682.765,-451703.2653,11867626.11,-117147.5523,-1264120.335,941117.4712,10817276.89,1085223.568,-407467.5216,10670317.76
2,0,2012,72,1032,97,154259343.1,149798716.3,-4460626.777,154594031.6,3938366.856,3519640.931,0.727589671,765277.9173,3.726828902,6.640227206,0.291139071,-758870.5888,5556905.169,1180675.236,1793184.93,-796163.8698,-63653.51111,6912077.366,-423312.3698,1992322.401,1186953.153,1808231.348,-603758.9302,-22068.745,4174828.743
2,0,2013,72,1032,97,149798716.3,148634782.2,-1163934.136,154857323,263291.3879,3540224.564,0.741363082,782363.6616,3.599991471,6.803031945,0.285782596,35476.39264,-652767.1352,2523872.561,-1723971.424,418467.2542,-329389.0197,271688.6286,132965.6456,-638638.2387,2492835.678,-1802367.975,396553.2297,-318056.9514,-52285.7856
2,0,2014,72,1032,97,148634782.2,150130789.8,1496007.631,152377719.9,-2479603.075,3477903.215,0.757553559,776110.8261,3.462922239,6.275832665,0.281067242,487223.1234,-796891.8845,1441905.706,-2024589.786,-1199273.11,-108018.5009,-2199644.452,1013019.603,-1223565.935,2417344.407,-2954001.732,-1659362.384,-73037.03216,-1683864.177
2,0,2015,72,1032,97,150130789.8,145373272.1,-4757517.767,140026258.6,-12351461.32,3529208.618,0.764699125,779506.0636,2.606527088,6.247945766,0.280329352,808555.8948,-502056.5241,1270056.31,-13600803.41,-39620.17495,-51968.92066,-12115836.82,792337.1125,-368219.1527,1325295.615,-14042439.91,5272.774171,-63707.75501,-12432951.28
2,0,2016,72,1032,97,145373272.1,138858675.6,-6514596.447,135877986.6,-4148271.935,3570703.294,0.772385855,785737.3732,2.317631515,6.15182645,0.280619094,610738.0833,-217612.8158,1279612.617,-5259444.691,-178189.1752,-85296.60176,-3850192.583,568596.6782,-501305.8404,1223959.397,-5120096.839,-239454.404,-79970.92638,-4221009.398
2,0,2017,72,1032,97,138858675.6,135302078.1,-3556597.494,142429041.7,6551055.051,3540456.387,0.782057076,787973.0886,2.593683093,5.932511374,0.278874881,-97095.81875,1043286.158,1103433.476,5029455.909,-474616.1601,-103513.7137,6500949.85,-187685.0545,1317551.914,1072782.095,4891412.292,-440200.8565,-102805.3397,6448818.071
2,0,2018,72,1032,97,135302078.1,133689006.5,-1195396.906,149445072.1,7342939.861,3530248.434,0.804453597,795201.7261,2.942044609,5.770635745,0.276627679,170449.9858,-530832.4746,1079604.873,5720238.972,-365743.6012,-93962.48518,5979755.27,221140.6746,1252990.839,981577.3834,5398030.505,-457260.1369,-53539.40459,7027338.94
2,1,2006,2,22,2,0,673109,0,620936.5253,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2007,2,22,2,673109,752286,79177,650353.3893,29416.86399,172314,5.301231181,936268.5,3.05,5.31,0.502563377,43094.4513,-15293.34502,313.3159834,19152.39034,-14039.9084,-154.9977311,33071.90648,38331.73674,-13603.15441,278.688913,17035.70558,-12488.24515,-137.8676846,29294.23317
2,1,2008,2,22,2,752286,864617,112331,730646.6255,80293.23626,173582,5.03054416,934659.42,3.51,7.55,0.499479467,1859.03973,24852.20259,-1029.869146,36494.42682,28495.32208,-1304.787462,89366.33461,1670.296952,22329.03232,-925.3095925,32789.25612,25602.27672,-1172.316268,79239.94177
2,1,2009,4,44,4,864617,2033806,-181898,1435668.551,-192182.5818,173014,6.67499513,928169.83,2.65,6.06,0.49561835,-953.4619268,-141337.3394,-4784.550524,-76911.05939,-21120.0682,-1877.141164,-246983.6206,-741.906586,-109977.2314,-3722.948389,-59845.93605,-16433.9207,-1460.638703,-193319.1321
2,1,2010,4,44,4,2033806,1842645,-191161,1839093.807,403425.2556,1056864.284,3.573968798,1170247.071,2.827560456,5.407731716,0.346972017,457489.2609,-75048.41884,58242.67961,109850.624,-5114.586735,-15895.15015,529524.4088,328855.7772,-28388.82226,38661.63912,76439.91021,-1260.751824,-10882.49687,395734.3455
2,1,2011,4,44,4,1842645,1998893,156248,2361346.95,522253.1431,1155236.196,3.538756908,1166844.4,3.555932022,7.235753034,0.347028149,200647.8166,47627.92058,9653.949686,144488.1723,54936.91697,-6727.815395,450626.9607,262903.2691,47968.7114,10889.71179,151776.6858,56028.28584,-7313.520824,514086.0908
2,1,2012,4,44,4,1998893,1980295,-18598,2526547.668,165200.7182,1207693.171,3.30650754,1169079.962,3.679284519,6.513997323,0.346470526,37500.55821,64130.31606,9347.879809,22378.02406,-24187.30823,-3198.164943,105971.305,48737.27726,105456.9498,13870.19831,29822.28622,-28008.27607,-4677.717239,158131.0792
2,1,2013,4,44,4,1980295,2104359,124064,2311092.611,-215455.0573,1201343.287,4.001569791,1155971.734,3.56767576,6.075838085,0.357593957,23148.35651,-170334.3959,5648.004742,-25515.70339,-16214.81147,1025.544216,-182243.0053,43906.00304,-216875.9341,9768.912166,-33718.0345,-19909.19067,1373.186788,-213521.4802
2,1,2014,4,44,4,2104359,2217092,112733,2293833.994,-17258.61707,1180420.979,4.272182802,1149479.936,3.457919381,6.50896023,0.368865477,2828.851376,-14695.02853,17360.63214,-27779.72759,12556.39277,147.2388572,-9581.640969,3735.556927,-24737.57695,20635.34128,-29946.3442,13243.92501,-189.5191349,-17854.42946
2,1,2015,4,44,4,2217092,2186527,-30565,2097189.665,-196644.3287,1219464.566,4.645405975,1149989.01,2.655947295,6.920333937,0.374945751,39219.34485,-68662.17797,18746.04944,-192071.9759,13764.95017,-929.9529013,-189933.7623,42554.30404,-73035.18743,20276.89066,-199568.4393,14156.82792,-1028.724575,-197780.9636
2,1,2016,4,44,4,2186527,2146097,-40430,2001637.437,-95552.22769,1216159.734,4.945526072,1148031.256,2.385918706,6.105353019,0.382082648,10284.46785,-15842.28894,20836.51732,-81869.0337,-30776.89777,-3994.395924,-101361.6312,9406.81575,-12672.0241,19811.98916,-77857.27487,-30364.27311,-3877.460511,-99331.18074
2,1,2017,4,44,4,2146097,2133601,-12496,2043959.337,42321.89946,1188153.401,5.113136692,1153455.966,2.692129154,5.061246607,0.385112134,-9557.134233,-6577.01928,22251.9439,78434.27242,-38187.95403,-3210.381823,43153.72695,-10560.11224,-1790.57849,16753.48345,68214.92062,-27872.01018,-2423.803707,40459.41641
2,1,2018,6,66,6,2133601,2318304.985,117151,2265740.335,154228.0139,1199042.109,4.866277543,1164888.543,3.088149181,4.025806817,0.385499389,10659.77643,76117.17879,23898.536,93955.69005,-36140.35441,-3305.253318,165185.5735,8024.770339,69641.17619,22380.69575,89098.82112,-31923.22933,-2994.22015,151451.8512
3,0,2002,57,534,48,0,123910017,0,90702645.37,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2003,66,629,57,123910017,109492679.4,-16999630.05,99594152.44,6281335.133,10276493.86,0.37447701,1992334.405,1.526774144,5.975233858,0.23849098,2635661.287,-521670.3696,4158937.366,4310484.137,-570753.096,-1350926.342,8661732.981,1416999.896,-2032907.301,3353990.446,4268570.569,142583.5254,-867902.003,5635408.026
3,0,2004,69,661,60,109492679.4,108212302,-2053824.333,96373316.01,-3937869.502,8306663.072,0.473157344,2061264.504,1.828048,5.663521444,0.204911326,-8479688.087,-2249479.035,3721107.408,5385153.961,-430480.0897,-935088.9566,-2988474.799,-8819662.371,-2182962.842,3351930.189,4934282.151,-397525.4267,-823931.2028,-4681329.438
3,0,2005,75,724,66,108212302,114092711.2,4007595.43,116181261.4,18024011.66,9431900.612,0.489120572,2163610.252,2.261205789,5.423058412,0.191567953,19235631.2,-141447.0893,3680209.238,7013703.663,-389906.9104,-813728.2099,28584461.89,9863703.4,-576420.8785,3462544.358,6393332.896,-370802.7464,-748345.3718,17305121.45
3,0,2006,78,756,69,114092711.2,124275257.5,8480433.362,124850181.6,7168510.427,9081899.544,0.524151285,2194929.482,2.55515739,5.23158569,0.175307617,1306285.032,-1489327.768,3990733.425,4379927.064,-334971.9475,-777853.7903,7074792.015,1381467.084,-1552677.727,4010855.141,4453111.85,-350144.8106,-774101.1107,6388492.979
3,0,2007,81,788,72,124275257.5,131590376.3,5335173.804,134034296.7,7196357.634,9143439.695,0.528802403,2198453.96,2.790112112,5.004422692,0.164119464,2419679.005,4369.161219,2713308.869,3534417.679,-429284.9858,-581155.7562,7661333.971,2564644.187,-934775.7133,2965101.235,3700205.038,-461192.1671,-637624.946,6484446.588
3,0,2008,81,788,72,131590376.3,141366586.9,9776210.558,140616472.2,6582175.445,9247854.518,0.578808643,2203855.457,3.245895797,5.464804229,0.156735344,1042454.686,-2913128.759,1400803.826,6723509.557,1011024.06,-421424.6656,6843238.706,1251947.038,-3541098.483,1377156.471,6882552.08,1059311.664,-447693.3242,6045551.47
3,0,2009,81,788,72,141366586.9,130049732.3,-11316854.61,127026074.1,-13590398.09,8855183.681,0.559456043,2208307.944,2.328586804,5.225913836,0.150806726,-727675.175,2978477.819,541541.2605,-14360546.95,-550904.8415,-455692.3166,-12574800.2,-638427.3068,1365852.909,487753.3368,-13836228.54,-533580.9354,-435767.5561,-14010809.65
3,0,2010,81,788,72,130049732.3,135924415.2,2885943.748,137382085.5,6691346.812,8751309.462,0.590771805,2218340.609,2.770268334,5.624304612,0.146814942,260353.2521,-2221894.212,1624647.088,7324683.7,883826.8957,-269499.9418,7602116.781,480388.0846,-3310259.647,1641697.444,7305914.077,853269.8388,-279662.9848,6396419.88
3,0,2011,81,788,72,135924415.2,145430762.8,9506347.57,149798932.3,12416846.79,8675704.192,0.607807751,2232913.835,3.506618742,5.801896587,0.139203749,263716.0893,-1134927.257,1915877.617,11086591.58,418157.7353,-362168.6155,12187247.15,272717.7705,-1027717.895,1941005.87,11182897.14,415070.6843,-367126.7765,12043613.1
3,0,2012,81,788,72,145430762.8,149714085.3,4283322.495,153682907.7,3883975.396,8643186.974,0.625840107,2264658.297,3.593667266,5.610834327,0.136485955,-317282.9841,1493065.628,2379751.893,1197168.023,-489851.354,-38686.97718,4224164.229,-319340.0897,1109251.255,2440109.163,1204911.312,-511969.8547,-38986.38963,3844327.871
3,0,2013,81,788,72,149714085.3,148830168.4,-883916.9358,155766410.7,2083503.059,8754423.952,0.62584479,2347620.495,3.493748737,5.527193478,0.133754851,355255.827,-299898.0968,4324642.649,-1431433.138,-241432.3995,-402068.8983,2305065.943,526816.0379,-591464.086,4254955.349,-1492845.595,-238800.3163,-375158.3299,1723521.078
3,0,2014,81,788,72,148830168.4,148604299.9,-225868.4299,155376805.4,-389605.3612,9013003.614,0.777733022,2408171.384,3.352313398,5.507205719,0.132362883,1780677.726,-2050564.204,2664275.568,-2086014.985,-65276.47469,-32942.88023,210154.7497,2337708.2,-3217643.377,2815453.508,-2203377.411,-85024.10634,-36722.1748,-434185.0781
3,0,2015,81,788,72,148604299.9,146132101.6,-2472198.386,142800514.7,-12576290.66,9231261.911,0.671061977,2456798.512,2.38781354,5.406194866,0.13023041,1846503.565,5654194.647,2615011.68,-15567540.72,-250032.5468,-38559.09908,-5740422.479,2184164.983,-479746.8316,2900254.732,-16948654.88,-189806.0156,-42502.6443,-12624076.81
3,0,2016,81,788,72,146132101.6,137581951.2,-8550150.342,139191437.4,-3609077.367,9456155.9,0.70605665,2504889.818,2.155608152,5.146207742,0.129542891,1176225.388,-2199622.224,2561082.726,-4488278.242,-552497.3551,-77462.44412,-3580552.151,1214822.589,-2180449.68,2536290.073,-4412343.255,-686884.9201,-80512.17438,-3692548.279
3,0,2017,81,788,72,137581951.2,134788754.2,-2793196.985,147556484.3,8365046.96,9467455.026,0.690663625,2544014.349,2.420275909,4.941075823,0.127897682,376952.7541,790682.5232,2429643.222,4934321.198,-441896.4112,-106403.9704,7983299.316,431514.4589,873430.7292,2534794.522,5056879.335,-422052.4458,-109519.6396,8249509.82
3,0,2018,81,788,72,134788754.2,133114024.5,-1674729.698,157233573.9,9677089.611,9849555.49,0.67045763,2607955.463,2.712665006,4.740433037,0.127587497,607309.4593,1144720.379,2280695.564,4971760.682,-420479.0855,-92975.79482,8491031.204,745779.3505,1395397.683,2578540.337,5537400.428,-477436.3906,-102591.7971,9561483.126
3,1,2007,3,24,2,0,142490,0,213495.8815,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
