CLUSTER_GT_NEW_11,RAIL_FLAG,Year,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,CLUSTER_APTA_GROUPED,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled
3,1,2008,3,24,2,142490,191966,49476,211545.4067,-1950.47479,167825,3.20845879,2310139.33,3.23,5.23,0.085003625,637.2774825,-8036.242682,1073.95312,6542.547629,-637.1178091,-499.1417507,-918.7240113,1352.956544,-17061.15064,2280.030193,13889.99749,-1352.617554,-1059.69082,-4200.225753
3,1,2009,3,24,2,191966,184426,-7540,132179.6073,-79365.7994,85973,4.06071812,2313189.83,2.33,5.17,0.07912407,-38704.56835,-24494.69293,201.8575172,-19193.28639,-191.0749167,-634.2820153,-83016.04708,-37002.71351,-23417.65181,192.9817641,-18349.35017,-182.6732787,-606.3923898,-79945.52848
3,1,2010,3,24,2,184426,212371,27945,329420.1016,197240.4943,429650,2.380560434,2359081.08,2.78,5.42,0.074278899,132566.7462,64188.73491,2908.144017,10586.09473,766.8454374,-502.3093863,210514.2559,124207.8853,60141.37972,2724.773963,9918.59933,718.4927808,-470.6367804,196799.5331
3,1,2011,3,24,2,212371,281173,68802,307816.0649,-21604.03669,204256,2.023049866,2409959.25,3.53,5.79,0.068805723,-47029.87991,18318.71355,3639.851654,17618.70982,1308.204031,-653.2777889,-6797.678635,-149467.9736,58219.60421,11567.9915,55994.88794,4157.667552,-2076.21426,-28202.55531
3,1,2012,3,24,2,281173,264874,-16299,254486.8308,-53329.23413,203144,2.995537501,2451354,3.61,5.55,0.070144831,-516.2425686,-52449.77135,3839.728569,2175.791073,-1117.80101,212.0240484,-47856.27123,-575.2813602,-58448.05841,4278.849534,2424.619983,-1245.63553,236.271649,-53065.94187
3,1,2013,3,24,2,264874,243496,-21378,252659.1453,-1827.68544,201039,3.106124947,2569353.25,3.52,4.94,0.06636304,-927.1509485,-5299.202718,10105.6856,-2289.575942,-2668.190612,-563.2572205,-1641.691842,-1032.191454,-5899.569824,11250.59768,-2548.970827,-2970.480213,-627.0708025,-2525.799511
3,1,2014,6,48,4,243496,874434,14527,1471248.203,21082.03931,195239,2.680761017,2616990.17,3.36,5.56,0.066351533,-2387.849527,20531.07349,3588.752408,-3833.699778,2518.629758,-1.577227452,20415.32913,-2465.830321,21201.56357,3705.951486,-3958.898183,2600.881486,-1.628735492,21080.35738
3,1,2015,6,48,4,874434,1246424,371990,998356.3374,-472891.8654,514487.4475,2.380975652,3291265.443,2.407049257,5.484098514,0.092228079,99727.20492,-254332.7402,18390.95922,-92757.875,-5682.328679,-270.6828889,-234925.4627,212660.0109,-536789.4515,33715.32913,-170240.5146,-11800.80307,-436.4361679,-473676.4768
3,1,2016,9,72,6,1246424,2569742,-76026,2550394.514,-24225.60808,549156.0207,2.416825649,3450561.272,2.19681614,5.434484188,0.09467545,2088.098608,-22223.33419,27888.54193,-34599.69101,-964.4554716,-292.0758715,-28102.91601,1840.780265,-18982.20857,23377.89109,-29079.7235,-1147.534248,-234.8131174,-24413.88599
3,1,2017,9,72,6,2569742,3208316,638574,2902052.15,351657.6358,307475.8182,1.142281879,3369658.443,2.4272629,5.380471339,0.10254766,223504.5305,-19091.29703,41062.06142,89585.50841,-21514.93959,11.67723851,313557.541,262878.1295,-14587.06818,36314.06949,88650.35047,-21606.72834,8.882831106,351664.1106
3,1,2018,9,72,6,3208316,3522210,313894,3254881.396,352829.2462,313310.953,0.768968937,3392152.346,2.717344772,5.036915559,0.103839689,111114.7351,118748.5267,43679.2499,118612.0739,-21846.35221,-21.96352495,370286.2699,106245.5382,116722.1861,40590.74577,109781.1101,-20479.37394,-30.96009377,352791.9389
4,0,2002,90,917,82,0,63806408.38,0,55870907.62,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,2003,108,1120,100,63806408.38,72595616.23,2690673.987,68700636.82,6611494.538,4286107.177,0.679946103,1070845.472,1.598764532,5.698844981,0.114911194,2003289.344,407815.7513,1635092.915,2570093.048,392327.7708,-230479.7502,6778139.079,1997425.28,671032.2046,1481429.497,2345127.163,313479.1478,-196998.7531,6435955.104
4,0,2004,114,1187,106,72595616.23,79416902.62,-210705.6075,76979721.3,3077405.249,3927813.576,0.729084153,1052848.332,1.897272097,6.147404602,0.104711547,-2307857.819,-883739.5787,1942670.648,3604812.381,329728.5704,-227705.162,2457909.04,-2018481.835,-279584.5535,1826232.252,3460031.712,297915.2892,-208707.6156,2855767.105
4,0,2005,129,1355,121,79416902.62,90564420.85,7361777.973,91106974.96,10214756.06,3899149.773,0.688887317,1098406.385,2.320593039,6.494280771,0.100603875,857225.5901,14106.40142,2285687.475,5020469.764,191002.5313,-234306.6721,8134185.089,2024979.189,1375032.952,2070048.917,4605790.771,365873.304,-226969.0702,9978386.888
4,0,2006,153,1613,144,90564420.85,103571771.9,7098388.542,111666610.4,11056884.57,3675110.325,0.626712891,1111075.428,2.617967188,6.648701765,0.090308815,552690.7396,3432077.88,2757110.108,3529144.925,367595.4951,-285435.2456,10353183.9,1207861.542,5861984.458,2122673.68,1784187.597,206370.805,-126193.5135,9149981.152
4,0,2007,156,1646,147,103571771.9,107544842.9,3161014.095,112302035.6,-255816.9729,3470247.521,0.713892324,1055563.102,2.826196265,6.577203053,0.084348739,995893.0341,-4570458.041,1115930.239,2610326.55,-109009.0314,-99870.20753,-57187.45685,1070295.06,-5703202.162,1307700.829,3012578.018,140044.2429,-83232.96101,-274675.6746
4,0,2008,156,1646,147,107544842.9,114406747.1,6861904.157,120244597.2,7942561.608,3497612.15,0.71329732,1052887.714,3.31555871,6.731718447,0.083158754,249500.6548,49160.3943,671126.422,5821006.062,308217.6812,-112720.5186,6986290.695,558777.7495,423448.7747,751872.1266,6064863.351,229177.0337,-85577.42719,7916547.394
4,0,2009,159,1680,150,114406747.1,121176093.8,6769346.703,108226726.1,-12017871.14,3445742.039,0.745795598,1027485.777,2.396025061,6.663780593,0.082292448,1430462.728,-1604079.395,-407599.4156,-11471392.45,-130260.128,-103757.5224,-12286626.18,1190684.852,-1397526.257,-490602.6011,-11105225.99,-146745.387,-68455.75589,-12021255.03
4,0,2010,159,1680,150,121176093.8,123039844,1751048.724,114909360.1,6591313.736,3270759.654,0.73794584,969272.0199,2.827303844,6.669073466,0.083795019,-238082.0502,151770.696,585354.2095,6574693.387,126429.7842,-94513.67174,7105652.355,-192362.1263,271273.21,678618.8053,5846426.483,95785.73531,-108428.3709,6478387.905
4,0,2011,165,1748,156,123039844,132482684.9,9334037.944,125485906.6,10218747.34,3212712.534,0.791161488,985922.8558,3.565647746,6.857004397,0.08272318,-862450.4613,862883.7269,714841.6405,9985652.049,374580.0482,-29724.38748,11045782.62,-607206.6542,917452.6485,615154.8971,8998609.081,325874.4877,-31137.11625,10186109.8
4,0,2012,165,1748,156,132482684.9,132642935.7,160250.7736,124732364,-753542.6541,3140899.297,0.77606506,1004929.117,3.675743223,7.073415173,0.084792112,-2570858.651,4525516.076,1063628.27,1364411.504,305671.3419,-26556.6881,4661811.852,-2611551.284,-683964.4139,1014079.238,1294138.909,259160.3604,-25405.46377,-778115.2453
4,0,2013,165,1748,156,132642935.7,129395701.9,-3247233.808,126051259,1318895.055,3070522.505,0.804667244,1006168.47,3.56937604,6.834363238,0.08342778,114536525.2,-23087.52593,2718854.627,-1324637.006,-518829.7528,-110459.3093,115278366.2,1604391.042,-1253863.366,2831210.57,-1305665.648,-418693.3881,-138484.1553,1072382.819
4,0,2014,165,1748,156,129395701.9,128833614.7,-562087.1666,126473201.7,421942.6529,3059359.508,0.818781428,999758.4043,3.442132553,6.91067516,0.080788157,1400418.057,-896483.5451,893077.15,-1577790.066,361612.479,-6396.971762,174437.1027,1470022.851,-883231.7691,887617.678,-1658935.216,615034.0088,-8564.900437,409813.1917
4,0,2015,168,1780,159,128833614.7,127257546.5,-2023706.264,116741068.7,-10155201.83,3077726.887,0.801859527,1007579.862,2.48523765,6.953503953,0.079484912,1114338.84,531713.7285,1368926.149,-13096011.1,171950.6116,-46102.47492,-9955184.242,1258504.652,448966.9969,1340200.58,-13186460.43,20334.50531,-36748.13564,-10186793.49
4,0,2016,168,1780,159,127257546.5,118348529.9,-8909016.566,112374544.9,-4366523.746,3152826.729,0.867817459,1039088.551,2.251133753,6.539033684,0.079011476,656497.4614,-3098413.048,1481879.424,-3783093.929,-863658.1711,-12000.13228,-5618788.396,2444780.577,-2119787.715,8173852.521,-13170111.92,409059.5545,-104316.7619,-7365820.715
4,0,2017,168,1780,159,118348529.9,114349759.8,-3998770.136,118247708.5,5873163.598,3210315.104,0.842438155,1075431.396,2.522460894,6.323453056,0.077199308,736042.7862,528907.1304,1208765.068,4232043.365,-374525.8164,-10942.74069,6320289.792,688893.9549,403256.5834,1168108.514,3987023.089,-362699.6952,-11418.84783,5861835.081
4,0,2018,168,1780,159,114349759.8,113263071.8,-1086687.99,126958978,8711269.445,3261168.026,0.804874944,1077712.327,2.810468874,6.084078851,0.07721469,1231271.749,2549016.9,1041420.007,3995533.998,-433041.9449,-9613.81316,8374586.896,1418730.765,2442135.509,1115432.867,4173528.896,-426196.9774,-12361.61504,8697327.281
4,1,2002,6,57,5,0,527677,0,576276.011,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,2003,6,57,5,527677,475713,-51964,583370.8568,7094.845866,64545.32548,3.573003163,862277.0827,1.53,6.990197791,0.060434135,4236.961646,-23997.6654,13293.89889,19485.83328,-1254.930815,-1868.173847,9895.923762,15902.88885,-56837.90247,21107.46587,31483.78072,-1541.823723,-3019.563385,-2539.137495
4,1,2004,9,91,8,475713,560441,44736,645024.3881,58539.42324,65533.45221,3.720565474,894069.9158,1.85,6.839325728,0.054820372,24698.34967,-11030.05097,11678.00952,25613.98822,-1177.67716,-1535.87767,48246.7416,24139.66525,-8851.260343,14785.98072,31693.05642,-1322.427921,-1905.590882,55928.4018
4,1,2005,9,91,8,560441,698452,138011,820099.8919,175075.5038,57782.90136,3.572251141,904712.8899,2.295004934,6.710092588,0.049075951,1301876.588,-7612.495129,15451.06063,37369.35748,-1310.436589,-1584.226322,1344189.849,100707.5807,17668.82434,17778.19808,41858.46372,-1099.956761,-1837.6063,172396.9612
4,1,2006,9,91,8,698452,652821,-45631,594713.7555,-225386.1364,59599.06635,10.71143223,977198.5316,2.574018458,6.30719136,0.04580948,-21756.85861,-114560.0905,23783.73211,26519.03221,-3862.25263,-1736.322926,-91612.76032,-18899.18497,-268783.4484,32741.76723,35998.10547,-3925.673522,-2517.702221,-229642.6893
4,1,2007,12,114,10,652821,789754,-56297,1024542.588,198774.9465,70824.36918,3.635854863,1064361.305,2.777703965,6.531758966,0.043807853,-11762.7902,683850.3397,13374.42338,15826.07919,1933.288455,-1298.656157,701922.6844,-16947.38473,183142.4996,14534.30383,15778.13666,3636.839,-1369.447885,197122.5598
4,1,2008,12,114,10,789754,1367885,578131,1506336.85,481794.2615,373406.9011,6.981913179,947166.6435,3.283877245,6.636331718,0.048266916,95417.62769,100263.5214,-262.6894469,43728.96526,3772.366277,-628.8654528,242290.9258,83708.51151,357821.7041,2097.361834,31193.74475,7097.958337,-125.0190625,480952.5214
4,1,2009,12,114,10,1367885,1258963,-108922,1202985.847,-303351.0025,427633.1115,7.033951192,1227382.893,2.363058781,6.410177712,0.05469631,-89655.76448,-48978.44918,-10743.71958,-139501.3669,-2746.036691,-1242.356552,-292867.6934,-91282.75839,-52374.55036,-11097.82015,-144088.4095,-3266.973192,-1240.49089,-304590.2046
4,1,2010,12,114,10,1258963,1454076,195113,1499016.191,296030.3438,569135.428,5.687701774,1203240.584,2.800467615,6.798723084,0.052794117,53972.64466,142041.9744,8430.620632,69765.45652,8157.328451,-1041.798382,281326.2263,55105.41522,154847.705,7954.632112,70311.39366,8779.54612,-968.3482618,295134.2457
4,1,2011,12,114,10,1454076,1466498,12422,1656628.717,157612.5257,705580.7796,6.250768869,1214138.211,3.565532372,7.213653076,0.054832893,-5518.170761,17455.58436,8834.950229,121102.0006,10140.1247,-859.9709795,151154.5181,-2296.362605,18375.80632,8948.239985,123054.0184,10393.68558,-862.8619731,156741.0553
4,1,2012,12,114,10,1466498,1978270,511772,1874290.413,217661.6961,761930.925,6.122519027,1218560.17,3.671203513,6.745231531,0.055228893,36677.86665,129278.9788,14278.88353,14391.58614,-11571.8316,-183.6115742,182871.8719,42904.09183,153972.9763,16601.05791,16338.64474,-11943.68675,-211.3879958,217416.3558
4,1,2013,12,114,10,1978270,2146841,168571,1877306.128,3015.71532,692422.0974,5.247729273,1407143.387,3.566426009,6.889426196,0.054932017,26087.05542,-3007.486221,13548.14724,-17747.08391,2068.825277,-439.1333023,20510.3245,32914.57625,-30394.93367,11639.11688,-18429.57326,7695.739791,-409.2106662,2599.85979
4,1,2014,12,114,10,2146841,2216859,70018,1760426.109,-116880.0189,611443.2096,5.62544865,1474811.443,3.438064216,6.926105245,0.055117533,-40309.87022,-72530.01519,17372.27759,-26390.90132,1677.079858,428.6578812,-119752.7714,-32432.06129,-74387.33392,12939.47657,-24239.61126,855.3287559,384.1822112,-116449.2031
4,1,2015,12,114,10,2216859,2242261,25402,1575519.556,-184906.5536,512294.1166,5.177420775,1542581.177,2.422981371,6.666669896,0.054263711,-10410.58946,-1462.60041,24797.55832,-238512.283,-9021.589212,-62.395242,-234671.899,-3751.238216,6201.322946,18793.12572,-201233.5,-5101.724296,185.4602644,-184488.3219
4,1,2016,12,114,10,2242261,2233336,-8925,1554641.299,-20878.25624,485284.1887,4.448972606,1601438.76,2.211873912,6.576106368,0.052761791,181.9530579,-2997.6176,35289.12735,-61217.04667,-2301.409063,-401.3654731,-31446.3584,6320.362613,-3180.039615,23381.92742,-43879.3104,-3253.4615,-267.7347664,-21079.19251
4,1,2017,12,114,10,2233336,2101660,-131676,1686983.708,132342.4086,610524.014,4.928020453,1583978.338,2.470840483,5.936621932,0.052855298,24459.7712,37329.55329,35522.63437,76318.58596,-23694.14268,-293.8757235,149642.5264,23780.27354,50718.27618,22823.97579,53966.04423,-18720.13381,-226.0273597,132132.8511
4,1,2018,12,114,10,2101660,1911101,-190559,1731951.372,44967.66419,631019.482,6.118141768,1509442.62,2.740491373,5.351962211,0.052802562,-36685.84857,-13865.84144,25597.68532,70302.88033,-18859.12326,-295.2022576,26194.55012,-27251.55864,18688.25387,17115.08503,51945.43921,-15256.69784,-272.8574318,44677.71381
5,0,2002,12,30,3,0,225376746.1,0,164886579.9,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,2003,12,30,3,225376746.1,214582585.3,-10794160.77,173181626.6,8295046.618,36506002.51,0.600491759,7115773.772,1.509955709,6.035214329,0.31781861,343831.0591,-1489982.23,7715500.737,7799061.178,-24156.10396,-3131290.936,11212963.7,-6737061.123,-5443590.99,11558635.96,13376394.55,61382.47951,-4520714.261,-5468430.635
5,0,2004,12,30,3,214582585.3,207171120.9,-7411464.44,183249166,10067539.4,36419123.53,0.637453231,7404582.826,1.811301288,6.044744224,0.291003202,-86797.18499,-3245088.457,7629310.362,10954660.27,14703.68184,-2647746.487,12619042.19,-47965.7692,-2052598.79,5845897.495,8338043.544,15790.26137,-2031627.34,8496347.168
5,0,2005,12,30,3,207171120.9,213653394.5,6482273.65,197913492.6,14664326.63,34403594.97,0.624607456,7693347.723,2.256752231,6.041078722,0.267211447,-3659968.985,1393454.589,7293000.536,13805192.98,-82609.55257,-2187496.118,16561573.45,-3179603.451,1231105.396,6415660.642,12197180.77,-72954.80553,-1927061.92,12963655.58
5,0,2006,12,30,3,213653394.5,219521743.1,5868348.53,239630795.9,41717303.3,34433513.88,0.423681028,8096287.35,2.547490891,6.115614294,0.244694068,733421.5169,26872455.13,8835855.376,8176797.449,335632.8933,-2281866.319,42672296.05,638563.0737,26709862.67,8423043.19,7826253.68,306754.5747,-2187173.89,39618975.96
5,0,2007,12,30,3,219521743.1,220439095.9,917352.79,200284307.3,-39346488.61,35918368.23,0.904315272,8295383.337,2.74603919,5.789232826,0.240494803,3213372.112,-40051677.74,3906205.884,5368759.482,-1139935.962,-1035106.398,-29738382.63,3875215.26,-51471101.03,4476226.398,6121653.623,-1204487.102,-1143995.756,-40643295.68
5,0,2008,12,30,3,220439095.9,217634627.9,-2804468,222690913.3,22406605.98,36932756.42,0.806334633,8478731.25,3.227097603,5.603568188,0.237745976,2331947.403,7459439.338,2747524.685,12107899.24,-566943.4333,-1014892.145,23064975.09,2324713.937,7970008.44,2460210.469,11081828.57,-493681.2988,-936474.1331,21522549.62
5,0,2009,12,30,3,217634627.9,199835448.6,-17799179.25,217985956.9,-4704956.345,37467385.88,0.680481176,8488428.143,2.304193624,5.87448679,0.220735035,912902.4594,25747018.59,960796.0457,-22466642.28,895715.0026,-1056280.674,4993509.147,998926.7413,15466549.93,930328.4677,-21903749.72,866023.5818,-1063035.343,-5793249.695
5,0,2010,12,30,3,199835448.6,187767347.7,-12068100.93,191202768.7,-26783188.2,36617574.95,1.17721295,8484525.576,2.736302727,5.821187888,0.211998742,-1462699.644,-31234632.78,53814.02168,11055471.27,-181694.1524,-404120.1335,-22173861.42,-1307375.157,-37791172.35,425292.6443,12608040.38,-277405.1417,-440568.5756,-27258252.52
5,0,2011,12,30,3,187767347.7,183261954.6,-4505393.1,223431309.9,32228541.23,34458942.65,0.824218439,8660789.341,3.463647301,5.973846602,0.206216935,-4258671.89,23393435.94,2920467.745,15311498.8,486885.3003,-745200.2521,37108415.64,-3577408.911,17581557.41,3023170.051,15475434.04,538585.8623,-812797.2188,31309518
5,0,2012,12,30,3,183261954.6,183091229,-170725.59,250048846.3,26617536.37,34789966.74,0.703367799,8861281.427,3.539644817,5.833400289,0.207792818,397539.9389,19884468.37,3028110.493,1395366.569,-417978.9395,-137095.3657,24150411.06,449778.5188,21389901.16,3785526.546,1719902.901,-544123.0481,-183449.705,26370521.92
5,0,2013,12,30,3,183091229,182387571.2,-703657.8,201516301.6,-48532544.68,35088416.88,1.176959425,9060813.849,3.428875549,5.906702934,0.209230287,549007.3037,-32511895.17,2777910.459,-1953258.729,274625.1947,-89760.10286,-30953371.04,1163098.022,-51121295.56,3967021.933,-2756168.838,365974.4805,-151174.7181,-48783584.35
5,0,2014,12,30,3,182387571.2,182489821.2,102249.95,205550770.2,4034468.533,34707363.87,1.114529872,9267940.131,3.28917624,5.95268044,0.209086295,-1222387.127,4023077.894,3317605.387,-2550568.809,112827.9656,-129238.0457,3551317.265,-1449283.708,4649895.9,3714022.602,-2848166.25,105826.437,-137826.4485,3885908.774
5,0,2015,12,30,3,182489821.2,181097286.1,-1392535.02,160066536.7,-45484233.45,36929559.6,1.790525204,9465530.982,2.307793322,5.476925477,0.207941074,4192740.913,-25383505.24,2964952.74,-19721655.24,-1421089.422,-159043.5522,-39527599.81,5060282.15,-29527415.18,3382404.885,-22565865.07,-1658965.136,-174675.0933,-45676829.26
5,0,2016,12,30,3,181097286.1,174281959.3,-6815326.86,162613781.2,2547244.471,37992601.1,1.645656267,9619408.968,2.097567643,5.351074119,0.204809024,1942487.4,4966964.88,2785724.896,-5223333.151,-415952.5896,-77090.5131,3978800.924,1745417.36,3186443.079,2457284.631,-4425881.386,-350707.651,-65311.56158,2491104.455
5,0,2017,12,30,3,174281959.3,169348919.7,-4933039.58,173718058.1,11104276.88,38542294.05,1.600144527,9824127.421,2.358735259,5.137305938,0.205810028,642457.5356,2763398.733,2887040.234,6372987.07,-612708.277,-81371.39462,11971803.9,687135.9625,2349901.893,2801525.048,6005245.37,-658218.6961,-81312.70223,11022554.23
5,0,2018,12,30,3,169348919.7,162755905.2,-6593014.47,185223333.4,11505275.33,39722917.66,1.540582588,10032694.3,2.627353766,4.955840993,0.205790483,1575954.97,2372437.562,2865342.577,5855319.76,-514897.6311,-72245.02581,12081912.21,1637397.456,1564954.592,2952888.82,6001959.136,-574265.7662,-77658.9071,11421300.54
5,1,2002,8,20,2,0,96651425.08,0,80379783.63,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,2003,8,20,2,96651425.08,90117700.06,-6533725.02,85431433.27,5051649.633,19221017.22,0.588167259,6894364.157,1.524067659,5.521240421,0.183839953,332828.609,-914664.0156,3343117.047,3502652.565,251253.8561,-808727.1503,5706460.911,790554.328,-844629.2252,2708790.098,2887161.669,191493.9074,-681721.1445,4454652.566
5,1,2004,12,30,3,90117700.06,99492160.54,1678573.48,100820478.7,6274259.304,18428309.54,0.585506636,7260691.908,1.835481368,5.643356642,0.17857643,-371903.9199,-344974.702,3178652.247,4757832.32,219381.7912,-680935.0315,6758052.705,-373619.4282,-376538.9579,2986806.391,4480229.295,202287.6681,-644905.6643,5662275.298
5,1,2005,12,30,3,99492160.54,102662511.8,3170351.28,110212552.3,9392073.597,16232912.96,0.544961896,7583706.714,2.279149381,5.808025257,0.183058348,-1013575.353,516346.7543,3526900.508,6632262.067,123599.4425,-726486.6261,9059046.793,-892564.1723,546645.0676,3592327.044,6794906.621,114763.6753,-764004.6379,8580467.406
5,1,2006,12,30,3,102662511.8,108990596.8,6328084.95,110966846.2,754293.8928,16549391.2,0.732254052,7984470.456,2.567290268,6.04418752,0.176306433,1255090.474,-7404556.841,4210640.304,3905810.863,374886.7404,-782462.6441,1559408.897,1345460.886,-9708911.657,5045054.785,4693920.686,392784.4218,-1014015.229,-631606.9424
5,1,2007,12,30,3,108990596.8,116559557,7568960.23,122757905.6,11791059.4,16460257.14,0.558923847,8184426.376,2.767328995,5.673828744,0.16929336,151064.4494,8813765.517,2199345.17,2649858.296,-669017.7565,-424707.4889,12720308.19,79225.81385,7860156.292,2288441.211,2716017.006,-721924.9691,-430855.9559,11350417.7
5,1,2008,12,30,3,116559557,123134046.2,6574489.17,132337750.6,9579844.986,18114470.3,0.576613772,8269550.562,3.266578255,5.672258037,0.159450839,2809600.002,-844518.7136,1217749.804,6543573.659,-23761.2401,-412418.0924,9290225.419,2840051.759,-1778170.184,1482561.304,7585141.167,-70524.34036,-479214.721,8964638.653
5,1,2009,12,30,3,123134046.2,114738525.3,-8395520.82,115129009.7,-17208740.93,17816518.78,0.639786515,8276367.415,2.332603552,5.91618038,0.152769598,-361023.2271,-3454299.41,-59549.30175,-12692268.94,516728.8976,-435351.2646,-16485763.24,-381343.9452,-3502388.229,-66767.31784,-13351652.67,544800.8852,-451389.6554,-17679188.9
5,1,2010,12,30,3,114738525.3,111419732.7,-3318792.68,108917545.6,-6211464.098,15727053.2,0.801376694,8181789.499,2.761798271,5.88034947,0.153753588,-3053403.553,-7351415.499,-1237112.032,6300579.213,-60106.4435,-49662.61612,-5451120.931,-3096959.137,-8363138.03,-1327101.638,6686032.821,-77919.97975,-32378.13386,-6227990.369
5,1,2011,12,30,3,111419732.7,114273317.7,2853585,115865139.3,6947593.702,14037733.75,0.837488744,8332621.322,3.495616307,5.977464305,0.147991501,-2023779.787,-1542966.909,1588425.058,9094195.591,188147.4165,-340835.7694,6963185.6,9332165.211,6309303.994,-1068637.102,-7922426.829,91392.03881,205796.388,6189461.752
5,1,2012,12,30,3,114273317.7,112628723,-1644594.72,111579734.2,-4285405.091,14011988.38,1.044556501,8563612.359,3.574081258,5.882888485,0.154643777,1127660.009,-7590881.804,1703251.268,923276.4806,-108813.1941,-20841.14814,-3966348.389,1215914.523,-8152977.916,1811437.243,980209.0878,-117373.1355,-22614.89279,-4309945.686
5,1,2013,12,30,3,112628723,112450045.3,-178677.65,115245898.7,3666164.547,14051108.56,0.98941585,8753994.528,3.469720421,5.955253329,0.158324987,1537819.215,2277584.061,1541462.566,-1108608.598,172966.5693,-32531.15563,4388692.658,1470869.138,1627822.317,1515436.343,-1097981.313,176401.3672,-26383.30572,3645301.959
5,1,2014,12,30,3,112450045.3,117178693.6,4728648.31,121288572.2,6042673.495,15696756.22,1.005244773,8939076.894,3.337595172,6.161542692,0.158658494,5411583.995,-495143.6549,1762509.754,-1471951.623,397129.0961,-22890.88896,5581236.679,5832797.026,-474608.5906,1846039.409,-1536345.725,400486.4834,-25695.10817,6013746.95
5,1,2015,12,30,3,117178693.6,122031516.1,4852822.51,113705582.5,-7582989.685,16863848.94,1.00685165,9136529.054,2.347216216,5.628463715,0.160330208,4943174.501,-275343.849,1900053.428,-12617918.71,-1014703.574,-39134.41898,-7103872.624,5096849.796,-341080.6653,1985265.24,-13209068.56,-1079459.891,-35495.60876,-7614720.148
5,1,2016,12,30,3,122031516.1,119253952.2,-2777563.96,112466335.3,-1239247.243,16755242.3,1.018692139,9344894.666,2.137072115,5.519302415,0.162429597,1515110.901,-1314298.197,2095533.247,-3409125.847,-209902.3089,-41483.33667,-1364165.542,1429221.22,-1228212.602,1972351.215,-3204630.119,-172790.0857,-35186.87196,-1269036.925
5,1,2017,12,30,3,119253952.2,118962781.5,-291170.63,117793691.8,5327356.487,16647944.59,1.022754387,9580337.971,2.392234652,5.203239453,0.164901895,816871.143,-766955.7726,2123959.685,4242751.199,-591768.387,-67403.68399,5757454.183,723119.1032,-751111.9994,2000325.053,4000405.966,-584748.8679,-60632.76795,5272585.051
5,1,2018,12,30,3,118962781.5,115256005.6,-3706775.89,121403604.8,3609913.024,16513399.37,1.06275866,9798735.215,2.653808284,4.960093403,0.165574961,126660.4399,-1857024.614,1989951.566,3984505.654,-468310.2475,-58333.51752,3717449.28,121340.8345,-1800486.222,1935284.798,3880037.957,-472604.6983,-53659.64506,3560333.477
6,0,2002,16,62,6,0,207738056.1,0,189850666.9,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,2003,16,62,6,207738056.1,207195529.8,-542526.28,199985947.2,10135280.33,24279703.39,0.473729494,3304283.371,1.621527352,11.47245832,0.317317919,1519280.067,1067279.122,1950047.165,8240344.983,-198927.1882,-763081.2776,11814942.87,819149.6793,726187.2231,1709965.792,7624416.022,-119974.7385,-624463.6451,9574781.933
6,0,2004,16,62,6,207195529.8,206303148.3,-892381.49,207237098.6,7251151.324,23926367.11,0.531313662,3360640.844,1.908662392,11.41669489,0.314362344,-974376.3654,-3965298.548,2131106.029,9729645.076,-186116.4202,-756356.7013,5978603.07,-56036.96254,-1968332.233,1675068.533,8162038.549,-84816.59314,-476769.9689,6811575.228
6,0,2005,16,62,6,206303148.3,215877531.1,9574382.84,160555776.9,-46681321.67,23681186.71,1.209868685,3396717.627,2.327573854,11.3174352,0.307209853,-286314.8691,-46269752.13,2222629.339,12630773.63,-305316.3332,-646939.6381,-32654920.01,-817671.0693,-60727041.56,2256603.461,13448120.3,-218036.6322,-623296.17,-47360451.03
6,0,2006,16,62,6,215877531.1,212717549.7,-3159981.43,179879292.3,19323515.39,24107206.2,0.982197299,3463890.738,2.646731099,11.33754588,0.299417273,1269807.232,17134941.78,3456050.669,8919002.38,136879.6021,-876242.6822,30040438.98,1000800.617,9364019.359,2598596.502,6982620.901,-12031.50711,-610490.4861,18878003.04
