,CLUSTER_APTA,RAIL_FLAG,Year,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_APTA_GROUPED,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,GasPrice_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,Total_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_GasPrice_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_Total_FAC_cumsum
0,10.0,0,2002,148.0,84.0,19,0.0,2013178760.8600004,0.0,1746807116.307974,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004
1,10.0,0,2003,148.0,84.0,19,2013178760.8600004,2013821311.8699996,642551.0099996328,1821084357.05293,74277240.74495617,52483905.45495293,0.6612138819518991,7061254.271372743,1.646661042076398,10.087487836964096,0.5002240753933533,28001930.23630847,-2572053.3645844758,32443748.20296989,85595510.24362406,-3915715.2737408224,-22030748.507667933,117522671.53690986,11127740.52577512,-30888389.04072825,34424219.90139798,84600985.21258055,-3662370.7651842283,-21324945.088885553,45126045.35893145,28001930.23630847,-2572053.3645844758,32443748.20296989,85595510.24362406,-3915715.2737408224,-22030748.507667933,117522671.53690986,1985819381.633691,2016393365.234584,1981377563.6670299,1928225801.6263757,2017737027.1437404,2035852060.3776677,1896298640.3330898
2,10.0,0,2004,148.0,84.0,19,2013821311.8699996,2041332579.5800004,27511267.710000124,1912230753.4686801,91146396.41575004,53263464.80297187,0.7135097074996429,7213576.9439885765,1.934811486661248,10.029921523471042,0.4800867957055177,8916124.577991826,-15349647.140206793,38863823.77171031,94440128.97024706,-3940920.482295788,-20757475.071549416,102172034.62589826,7152463.224040481,-11518353.781191725,34059256.94705476,82595727.38277103,-3343602.4386959355,-17799094.918229748,75234371.69530706,36918054.8143003,-17921700.504791267,71307571.9746802,180035639.21387112,-7856635.75603661,-42788223.579217345,219694706.16280812,2004414524.7657,2059254280.0847917,1970025007.6053202,1861296940.3661294,2049189215.336037,2084120803.1592178,1821637873.4171922
3,10.0,0,2005,148.0,84.0,19,2041332579.5800004,2063004732.4300013,21672152.85000092,1974433300.0985355,62202546.62985539,51970829.05469548,0.7209760745889556,7409766.048200094,2.34899028969477,9.948034005809658,0.4612784057156522,-14491880.343108442,9179687.423055336,40051502.27558675,122449370.55456896,-4469528.982374045,-18755533.011254974,133963617.91647251,-13393469.090745058,-53743614.73443727,36230203.935442254,113994330.71708469,-3874685.4397565117,-17010218.757731598,46392680.29412937,22426174.471191857,-8742013.081735931,111359074.25026694,302485009.76844007,-12326164.738410655,-61543756.59047232,353658324.0792806,2040578557.9588094,2071746745.511737,1951645658.1797342,1760519722.6615613,2075330897.168412,2124548489.0204735,1709346408.3507206
4,10.0,0,2006,148.0,84.0,19,2063004732.4300013,2071799487.97,8794755.539999403,2050796590.3251765,76363290.22664143,52066320.03320584,0.7584252805950891,7653103.317713079,2.6558479812761204,9.794891938327652,0.44109492696674,2092520.7787838643,-9916766.491278986,50881928.63755022,81495624.25987925,-3650797.7060248437,-20974954.154366046,99927555.32454547,934768.3462456007,-29532707.203528903,49610543.54019725,79065163.5359581,-3562163.7155382936,-20152314.27669449,56747723.10080507,24518695.249975722,-18658779.573014915,162241002.88781714,383980634.0283193,-15976962.4444355,-82518710.74483836,453585879.4038261,2047280792.7200243,2090458267.543015,1909558485.082183,1687818853.9416807,2087776450.4144356,2154318198.7148385,1618213608.566174
5,10.0,0,2007,148.0,84.0,19,2071799487.97,2090532280.4199991,18732792.449998964,2040692623.7188253,-10103966.60635119,53406452.62830065,0.8534559054563694,7706491.438351353,2.884638859598,9.546150534692952,0.4372718262289623,15637103.356680846,-74364857.2309119,16911138.456838723,56158916.43245688,-5982724.593410604,-7544549.157504727,815027.2641471829,14537733.828681516,-86032356.77499473,18526723.312068272,57407281.94753987,-6548499.633484257,-7994849.286160068,-19756905.906794384,40155798.606656566,-93023636.80392681,179152141.34465587,440139550.4607762,-21959687.037846103,-90063259.90234308,454400906.6679733,2050376481.8133426,2183555917.223926,1911380139.0753431,1650392729.9592228,2112491967.4578452,2180595540.3223424,1636131373.7520258
6,10.0,0,2008,148.0,84.0,19,2090532280.4199991,2172421239.82,81888959.40000081,2227856437.538373,187163813.81954736,54111882.80165494,0.7597182699605725,7762978.81906725,3.3480122695378487,9.668662112144645,0.4292863913707484,10377043.154097,81985181.56496704,12291086.087557185,106502494.87174426,5750585.82633718,-9158764.05234406,207747627.45235747,10162511.350377066,63951233.14999346,12046418.315319845,104108293.77097017,6041197.860884883,-9145840.62799668,177960263.65692532,50532841.760753565,-11038455.238959774,191443227.43221307,546642045.3325205,-16209101.211508922,-99222023.95468713,662148534.1203308,2121888398.0592465,2183459695.05896,1980978012.387787,1625779194.4874797,2188630341.031509,2271643263.7746873,1510272705.6996694
7,10.0,0,2009,148.0,84.0,19,2172421239.82,2087736682.3600008,-84684557.45999914,1943870425.3017235,-283986012.2366497,54108013.70613381,0.8426180155257389,7728320.6195171075,2.447498396571905,9.815546830351742,0.418830699145324,-939604.747615068,-52331390.13249037,-3110443.521670242,-211684355.88174596,5548699.865546544,-11670700.710567664,-274187795.12853944,-513101.5817689718,-63298189.66177176,-3308190.579096293,-210654785.94400063,5236046.672901938,-11447791.14291719,-295278329.9167207,49593237.013138495,-63369845.37145014,188332783.91054282,334957689.45077455,-10660401.34596238,-110892724.6652548,387960738.99179137,2038143445.3468623,2151106527.731451,1899403898.4494581,1752778992.9092264,2098397083.7059631,2198629407.0252557,1699775943.3682094
8,10.0,0,2010,148.0,84.0,19,2087736682.3600008,2019401363.6500008,-68335318.71000014,1962407331.6662395,18536906.36451597,51447519.4528445,0.9243758284470182,7710907.631749483,2.887096499971037,10.077648872858546,0.4142766523298002,-29220266.99110299,-58923944.22076665,4014943.5524232313,113057539.10856947,7119030.75542297,-5669311.428021258,30377990.77652258,-25760721.271496296,-74322736.96770407,3899450.097347669,110324488.813693,9473532.98806714,-5077107.295389647,13332499.527782202,20372970.022035506,-122293789.59221679,192347727.46296605,448015228.55934405,-3541370.590539409,-116562036.09327605,418338729.76831394,1999028393.6279652,2141695153.2422175,1827053636.1870348,1571386135.0906568,2022942734.2405403,2135963399.7432768,1601062633.881687
9,10.0,0,2011,148.0,84.0,19,2019401363.6500008,2050937950.3099985,31536586.659997914,2054950749.7418172,92543418.07557784,50249004.96891801,1.0871120065127655,7791753.40321123,3.621841967134644,10.38042540872323,0.4037364984510957,-16247742.751121793,-59733860.39084238,18115052.283516552,160731952.60495368,9375237.473722173,-8663631.533285392,103577007.68694258,-15450610.493222242,-63624342.37437157,17301350.93566723,153851110.77008224,8686879.843253644,-8220970.605831015,84652303.48928382,4125227.2709137127,-182027649.98305917,210462779.7464826,608747181.1642977,5833866.883182764,-125225667.62656145,521915737.4552565,2046812723.039085,2232965600.2930574,1840475170.563516,1442190769.145701,2045104083.4268157,2176163617.93656,1529022212.854742
