,CLUSTER_APTA,RAIL_FLAG,Year,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_APTA_GROUPED,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,GasPrice_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,Total_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_GasPrice_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_Total_FAC_cumsum
10,10.0,0,2012,148.0,84.0,19,2050937950.3099985,2080704081.96,29766131.650001004,2342301307.472392,287350557.7305746,49478187.99001496,0.7798281196354694,7908357.146095779,3.7518146837939854,10.279850774934047,0.40441768209323176,-12892827.855602298,408168834.63992655,22597142.99590757,24952169.536951046,-3401441.736585195,-371699.7990720816,439052177.7815293,-12135498.373776184,254978270.39811155,23016726.55512987,25187715.09019982,-3253377.466879676,-443278.47221489076,286818655.9601084,-8767600.584688585,226141184.65686738,233059922.7423902,633699350.7012488,2432425.146597569,-125597367.42563353,960967915.2367859,2089471682.5446887,1854562897.3031325,1847644159.21761,1447004731.2587514,2078271656.8134024,2206301449.3856335,1119736166.7232141
11,10.0,0,2013,148.0,84.0,19,2080704081.96,2076740891.85,-3963190.109999605,2264597553.1860194,-77703754.28637233,50324420.29329508,0.8581093753620755,8026528.278986341,3.6346948520425832,10.039571886962724,0.40475050067968604,9459932.401746497,-56805524.77445246,20575272.42152261,-22642441.93114952,-8642810.26123278,-317489.5950431148,-58373061.73860959,10694073.979641313,-76462886.40117939,23725917.08845035,-25349032.81623616,-9850458.007593663,-461368.12945390615,-78374755.39445049,692331.8170579113,169335659.88241494,253635195.1639128,611056908.7700993,-6210385.114635211,-125914857.02067664,902594853.4981763,2076048560.032942,1907405231.967585,1823105696.6860871,1465683983.0799007,2082951276.9646351,2202655748.8706765,1174146038.3518236
12,10.0,0,2014,148.0,84.0,19,2076740891.85,2061718570.8300004,-15022321.019999353,2252248560.2887073,-12348992.897312986,50223570.18334822,0.8715149289275813,8095352.848462553,3.5075502570340555,9.994075815747609,0.40462460412216017,1435328.0131342534,-10704962.96618642,24047228.25971945,-25492462.62693375,-1512243.6682219259,202274.7501219436,-12024838.23836852,1170993.3648373424,-10452374.65841934,26293749.89982561,-27902047.295967385,-1734323.1491112872,275008.94152404595,-11973801.037949525,2127659.8301921645,158630696.91622853,277682423.42363226,585564446.1431656,-7722628.782857137,-125712582.2705547,890570015.2598078,2059590910.9998083,1903087873.9137719,1784036147.4063683,1476154124.6868348,2069441199.6128576,2187431153.100555,1171148555.5701926
13,10.0,0,2015,148.0,84.0,19,2061718570.8300004,2028750453.35,-32968117.480000246,2035922860.9811668,-216325699.30753917,50424224.67582978,0.9416111606272172,8082812.785164408,2.618785386153605,9.894859252774383,0.4020127731529151,12441332.222078014,-34805239.70128645,21673457.79002761,-192189211.3636416,-2539695.26661238,448449.54942612536,-194970906.77000758,14626858.325800182,-38397491.24425706,23890226.39956606,-215115782.0781448,-1889633.2429825102,560122.5324783272,-215608024.58610943,14568992.052270178,123825457.21494208,299355881.2136599,393375234.77952397,-10262324.049469516,-125264132.72112858,695599108.4898002,2014181461.2977297,1904924996.135058,1729394572.1363401,1635375218.570476,2039012777.3994694,2154014586.0711284,1333151344.8601997
14,10.0,0,2016,148.0,84.0,19,2028750453.35,1944704725.5400004,-84045727.81000009,1978795885.560529,-57126975.42063804,51123819.19688877,0.9504904814971952,8157897.828269673,2.3432048902084355,9.802246874403838,0.40223915309673225,8611933.851091731,-9214396.372731673,17257508.617877316,-69053636.40523106,-4066904.172985936,1060965.2736936142,-55404529.20828514,8193941.356271971,-10838574.148112305,16834568.524997,-68515257.62361725,-3956799.1115123373,1155145.581334095,-55854319.86072164,23180925.90336191,114611060.84221041,316613389.8315372,324321598.3742929,-14329228.222455451,-124203167.44743496,640194579.2815151,1921523799.6366386,1830093664.6977901,1628091335.7084632,1620383127.1657076,1959033953.762456,2068907892.9874353,1304510146.2584853
15,10.0,0,2017,148.0,84.0,19,1944704725.5400004,1875434228.55,-69270496.99000001,2080409992.7390387,101614107.17850962,51778554.77277134,0.9471077057930845,8222438.729786192,2.6308194955480753,9.656255781504733,0.40290066685273096,7509092.743175994,6377892.239082172,19663734.20826023,71198783.17736399,-5116150.715296398,385870.8982891739,100019222.5508738,7638464.406300617,6674229.186836186,20257338.513140377,72588055.79045689,-5881016.9556426825,337036.2374193967,101895662.31717949,30690018.646537904,120988953.08129258,336277124.0397974,395520381.5516569,-19445378.93775185,-123817296.54914579,740213801.8323889,1844744209.903462,1754445275.4687073,1539157104.5102024,1479913846.998343,1894879607.4877517,1999251525.0991457,1135220426.717611
16,10.0,0,2018,148.0,84.0,19,1875434228.55,1832287979.4399989,-43146249.11000061,2194337976.260229,113927983.52118972,52161249.58708207,0.9306647734612242,8307363.782743463,2.974557054956232,9.506018411376296,0.40192820483532304,4827192.5699386215,11910574.4573045,16322971.0366612,74910501.53832677,-4546141.275601022,517383.72274795297,103942482.04937792,4982439.514277088,12637966.710661927,18261145.69118023,83001627.0711706,-5503022.29041818,547826.8243183373,114505813.44783172,35517211.21647652,132899527.53859708,352600095.07645863,470430883.0899837,-23991520.21335287,-123299912.82639784,844156283.8817668,1796770768.2235224,1699388451.9014018,1479687884.3635402,1361857096.3500152,1856279499.6533518,1955587892.2663968,988131695.5582321
17,10.0,1,2002,125.0,72.0,16,0.0,1246323592.0349991,0.0,1209346572.8836632,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246323592.0349991,1246323592.0349991,1246323592.0349991,1246323592.0349991,1246323592.0349991,1246323592.0349991,1246323592.0349991
18,10.0,1,2003,125.0,72.0,16,1246323592.0349991,1241953314.5610006,-4370277.473999163,1284516985.533979,75170412.65031621,54544853.75279337,1.0879613208617822,7926172.744644122,1.6203054895420688,11.127423806311894,0.4458244713928071,26639880.46879841,-6596985.531648347,18654610.080268368,50855269.4980355,-1690813.4186468185,-11458138.548324825,76403822.5484846,24491538.56283256,-9868281.788554154,18677545.09967649,55140528.06163806,-1654191.5183535968,-11616725.766925232,59458624.07836992,26639880.46879841,-6596985.531648347,18654610.080268368,50855269.4980355,-1690813.4186468185,-11458138.548324825,76403822.5484846,1215313434.0922022,1248550300.092649,1223298704.4807322,1191098045.0629652,1243644127.9796474,1253411453.1093254,1165549492.012516
19,10.0,1,2004,139.0,80.0,18,1241953314.5610006,1312021534.9300005,59433526.36900023,1370746317.5225456,71032660.93563718,54677372.03442955,1.0881482990146931,8090083.222493546,1.913383124871465,11.07381106600758,0.4337522141103453,-5316492.070681486,9146400.567516994,22333959.32961176,59384825.18256253,-1680653.963174361,-10967632.434950067,72900406.61088549,-7410932.225596127,6350700.815915868,23178801.02903928,62478444.36252646,-1865968.8768628682,-11698384.16938574,58290550.21222392,21323388.398116924,2549415.0358686466,40988569.40988013,110240094.68059802,-3371467.3818211798,-22425770.983274892,149304229.15937006,1290698146.5318837,1309472119.894132,1271032965.5201204,1201781440.2494025,1315393002.3118217,1334447305.9132755,1162717305.7706304
20,10.0,1,2005,139.0,80.0,18,1312021534.9300005,1350942683.7989988,38921148.86899829,1444777683.4186668,74031365.89612119,54041673.53951675,1.1586652442457774,8186362.938461795,2.3313157548932244,10.962175868610954,0.4106350818680653,29179169.802715465,-36186293.07552051,24188125.69029721,79890960.64588727,-1901004.4640065369,-10321682.210548362,84849276.38882232,18764768.520574134,-36041911.33084057,23986834.71441217,79708394.96595201,-2048904.9469804852,-10337816.026993768,63439308.82875251,50502558.20083239,-33636878.03965186,65176695.10017734,190131055.32648528,-5272471.845827716,-32747453.193823256,234153505.54819238,1300440125.5981665,1384579561.8386507,1285765988.6988215,1160811628.4725137,1356215155.6448267,1383690136.9928222,1116789178.2508063
21,10.0,1,2006,139.0,80.0,18,1350942683.7989988,1404571940.6460006,53629256.84700167,1504381933.4510472,59604250.03238003,55567495.83636726,1.2276692311755992,8436662.103158845,2.6391353453137807,10.846264833399779,0.39891571750923815,18334388.02911699,-32031795.25208715,31904341.909544405,53670594.3004626,-1327993.9693996587,-12173270.131514298,58376264.88612638,19258081.524647985,-35808573.081257,33754894.56745649,56073836.67678984,-1109317.193923916,-12564672.46133697,46304158.81521616,68836946.22994938,-65668673.29173902,97081037.00972174,243801649.62694788,-6600465.815227375,-44920723.32533755,292529770.4343188,1335734994.4160511,1470240613.9377396,1307490903.6362789,1160770291.0190527,1411172406.461228,1449492663.9713383,1112042170.2116818
22,10.0,1,2007,139.0,80.0,18,1404571940.6460006,1433110623.8990002,28538683.252999656,1557407677.9252262,53025744.47417912,59191603.71957794,1.25867701972396,8499896.666932603,2.8594793153269715,10.671408586308276,0.3926052243765083,26629008.02750184,-13249003.467922995,9529130.76437112,36914222.76512536,-3544153.8282957417,-4289635.145870727,51989569.11490696,29225987.830341324,-18547473.79384693,10538446.495209347,40395677.13454672,-3888593.2089565187,-4698299.983112832,47592474.81595948,95465954.25745122,-78917676.75966202,106610167.77409285,280715872.3920732,-10144619.643523118,-49210358.471208274,344519339.54922575,1337644669.6415489,1512028300.658662,1326500456.1249073,1152394751.506927,1443255243.5425234,1482320982.3702085,1088591284.3497744
23,10.0,1,2008,139.0,80.0,18,1433110623.8990002,1502065693.6010005,68955069.70200028,1618569177.7367294,61161499.81150293,59890786.22064042,1.3446932935433178,8492175.287182238,3.3301749479249816,10.736083992476184,0.39013939351638216,14228120.811039966,-36156202.99950037,8170952.008838222,74358725.13294983,3436672.170599564,-5901465.4799273135,58136801.64399978,14602687.633206973,-37236892.12652762,8658153.500974111,77694492.54199782,3671998.9867373533,-6228940.72488532,54487569.74930536,109694075.06849119,-115073879.7591624,114781119.78293107,355074597.52502304,-6707947.472923554,-55111823.95113559,402656141.1932255,1392371618.5325093,1617139573.360163,1387284573.8180695,1146991096.0759776,1508773641.073924,1557177517.5521362,1099409552.407775
24,10.0,1,2009,148.0,84.0,19,1502065693.6010005,1482428254.5730002,-30985780.028000064,1414203042.4239936,-220486850.2001127,59691276.4270945,1.4744680678985733,8449641.265920488,2.4211804417479765,10.875731984714413,0.3807161933158137,3402072.6391665675,-60378836.31804008,-1358266.3808269321,-148241538.18624204,3617042.9565460505,-7594594.15856367,-210554119.44795883,4043237.6454578526,-63701029.56684506,-1691239.9966264411,-155052631.16472146,3741730.326947838,-7826917.444326899,-228576472.94449127,113096147.70765775,-175452716.07720247,113422853.40210414,206833059.338781,-3090904.516377503,-62706418.109699264,192102021.74526668,1369332106.8653424,1657880970.6502028,1369005401.170896,1275595195.234219,1485519159.0893776,1545134672.6826994,1290326232.8277335
25,10.0,1,2010,148.0,84.0,19,1482428254.5730002,1483866618.262,1438363.6889997534,1495782093.3969288,81579050.97293502,59696829.33954171,1.5041313305651498,8470074.145323701,2.862846591756224,11.140581011807797,0.3780534123197348,14802196.022725996,-11424288.112300744,4113668.257842952,81121887.4822298,6898151.224042373,-4510509.077044108,91001105.79749496,11921304.169767436,-10075121.126616985,2379569.108934281,74867166.73951614,6076213.204122554,-3590081.122786845,78690091.02798228,127898343.73038375,-186877004.18950322,117536521.6599471,287954946.8210108,3807246.7076648697,-67216927.18674338,283103127.5427616,1355968274.5316162,1670743622.4515033,1366330096.602053,1195911671.4409893,1480059371.554335,1551083545.4487433,1200763490.7192385
26,10.0,1,2011,148.0,84.0,19,1483866618.262,1546127823.130001,62261204.86800074,1584049444.4182248,88267351.0212962,59483674.46069347,1.6061383956005448,8559815.757709185,3.612006125296791,11.420293289890266,0.3723110317630727,2642.994425828569,-45282614.79786021,12468332.473153533,120438188.78026272,7321766.094684362,-5996634.878389311,88951680.66627611,11271270.550253965,-22455797.411274426,8762486.66072945,90200012.53401013,5145427.5178141855,-4656048.830234732,83228076.45850861,127900986.72480959,-232159618.98736343,130004854.13310063,408393135.60127354,11129012.802349232,-73213562.06513269,372054808.2090377,1418226836.4051914,1778287442.1173644,1416122968.9969006,1137734687.5287275,1534998810.3276517,1619341385.1951337,1174073014.9209633
27,10.0,1,2012,148.0,84.0,19,1546127823.130001,1564330045.61,18202222.479999494,1592169212.322116,8119767.903891168,60791536.68509632,1.6748101976092211,8648004.157416407,3.73620433647328,11.322747972991905,0.3709516421627636,9865463.387560928,-32081947.71970146,15730415.799953336,17872526.044650324,-2824219.1354368865,19551.395063838776,8581789.772092775,8928801.273496935,-31521603.17787706,15628027.447088694,17776883.356233794,-2768489.3676289693,76148.37257515862,8066648.89125606,137766450.11237052,-264241566.7070649,145735269.93305397,426265661.64592385,8304793.666912345,-73194010.67006886,380636597.9811305,1426563595.4976294,1828571612.3170648,1418594775.676946,1138064383.964076,1556025251.9430876,1637524056.2800689,1183693447.6288695
28,10.0,1,2013,148.0,84.0,19,1564330045.61,1568704155.6000006,4374109.9900004715,1571033051.396977,-21136160.925139602,62392515.71768918,1.7392099478118672,8758818.579349991,3.626728783061503,11.02481080084591,0.37168269732748976,12348838.62774424,-17102186.056453697,13975789.87071286,-16091544.189886015,-8784174.366827639,-141328.25929433294,-15794604.374006756,12318718.107263433,-22374966.45350712,14372878.79508444,-16418831.198223764,-8879966.307463696,-153993.86829065828,-21303793.770136528,150115288.74011475,-281343752.7635186,159711059.80376682,410174117.4560378,-479380.6999152936,-73335338.92936319,364841993.60712373,1418588866.859886,1850047908.3635192,1408993095.796234,1158530038.1439629,1569183536.299916,1642039494.5293639,1203862161.992877
29,10.0,1,2014,148.0,84.0,19,1568704155.6000006,1617627298.110001,48923142.51000028,1579731030.3058267,8697978.908850241,63872601.44512013,1.750217766831618,8833930.068283236,3.497342545017033,10.979078904333019,0.3728421428464192,20749650.772150367,-6742185.910053343,16353955.773834715,-19651942.59362741,-743193.2686816845,232122.18803443495,10198406.961658932,21471328.882527698,-8618091.818184612,16346653.031604413,-19900347.38009093,-835179.1552681767,233615.3482599197,8934168.323982807,170864939.51226512,-288085938.67357194,176065015.57760152,390522174.8624104,-1222573.968596978,-73103216.74132876,375040400.5687827,1446762358.597736,1905713236.7835732,1441562282.5323997,1227105123.2475905,1618849872.078598,1690730514.8513298,1242586897.5412183
30,10.0,1,2015,148.0,84.0,19,1617627298.110001,1604913377.72,-12713920.390001088,1409538886.106146,-170192144.1996807,64382555.73508743,1.8732007940370181,8895249.274573745,2.5708979876192104,10.965495368465954,0.3764528454884187,11252340.766536133,-45515591.2256214,15432636.063552085,-157425367.92295858,335743.08907307754,657673.2530231635,-175262565.9763973,11654326.358086545,-43568402.4302552,15046759.54605532,-154498172.25466314,504738.74543340603,668605.8356643069,-169511591.75450924,182117280.27880126,-333601529.89919335,191497651.6411536,233096806.93945184,-886830.8795239006,-72445543.4883056,199777834.59238538,1422796097.4411988,1938514907.6191933,1413415726.0788465,1371816570.780548,1605800208.599524,1677358921.2083056,1405135543.1276147
31,10.0,1,2016,148.0,84.0,19,1604913377.72,1576037837.6749995,-28875540.045000236,1361528397.884067,-48010488.22207884,64652688.49121753,1.9251706965266635,8981049.487437394,2.3082824495943104,10.823032289577405,0.37964356426931894,11536452.99762283,-22805587.68415261,11822556.495828288,-52605388.97630464,-2472553.086408489,960535.7215995551,-53563984.53181344,9491587.590387788,-20415078.7709452,10542037.41045956,-46214582.111195,-2239021.6415030384,824569.3007154699,-47301816.88968944,193653733.27642408,-356407117.58334595,203320208.1369819,180491417.9631472,-3359383.9659323897,-71485007.76670605,146213850.06057194,1382384104.3985753,1932444955.2583454,1372717629.5380175,1395546419.7118523,1579397221.6409318,1647522845.4417055,1429823987.6144276
32,10.0,1,2017,148.0,84.0,19,1576037837.6749995,1543073135.062,-32964702.61299956,1422637723.3602874,61109325.476220705,65875240.25834583,1.9465812573942596,9032523.45893354,2.590394817241519,10.639131780386176,0.3781656383984807,14476593.121616663,-12053311.095247807,14318851.088620292,57023950.85476497,-4472499.135650096,303630.5664114162,69597215.40051413,12124753.468449388,-13686600.916030567,13664403.224194745,53732257.39569808,-4948723.74780853,223236.05171944023,61269304.59725954,208130326.39804074,-368460428.67859375,217639059.2256022,237515368.81791216,-7831883.101582486,-71181377.20029463,215811065.46108606,1334942808.6639593,1911533563.740594,1325434075.836398,1305557766.244088,1550905018.1635826,1614254512.2622948,1327262069.600914
33,10.0,1,2018,148.0,84.0,19,1543073135.062,1517641821.1679995,-25431313.89400034,1484130963.0022032,61493239.64191563,66190080.49657303,1.9832235581022968,9097239.959982738,2.917709995251393,10.449406927793566,0.3783512923028031,5105049.50005816,-11376390.838404635,12860217.708497167,59942634.79048505,-3791939.252100311,436536.81449244096,63176108.72302792,4768438.4130859785,378038.08883963147,9903043.686978932,49046362.82724114,-2991382.556793693,388739.18256374064,61845152.76225271,213235375.89809892,-379836819.5169984,230499276.93409938,297458003.6083972,-11623822.353682797,-70744840.3858022,278987174.184114,1304406445.2699006,1897478640.684998,1287142544.2339,1220183817.5596023,1529265643.5216823,1588386661.5538018,1238654646.9838855
34,21.0,0,2002,60.0,27.0,24,0.0,273596832.564,0.0,239405564.5628926,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273596832.564,273596832.564,273596832.564,273596832.564,273596832.564,273596832.564,273596832.564
35,21.0,0,2003,60.0,27.0,24,273596832.564,273479127.3279997,-117705.23600022028,234805766.676738,-4599797.886154575,14664175.757308772,0.6307971519710652,2035855.233930923,1.6095780210457922,10.454072264630984,0.4437722083982785,-3600646.286767383,-10201338.704251578,1035228.6063582886,10790522.866732612,-1205253.681808821,-2099533.7501791124,-5281020.94991613,-2911724.7720375927,-10488273.404293707,2442682.436608381,9474808.120643023,-737643.9978054975,-2379646.2692690208,-7104453.810786996,-3600646.286767383,-10201338.704251578,1035228.6063582886,10790522.866732612,-1205253.681808821,-2099533.7501791124,-5281020.94991613,277079773.6147671,283680466.0322513,272443898.7216414,262688604.4612671,274684381.00980854,275578661.0781788,278760148.27791584
