CLUSTER_APTA_GROUPED,RAIL_FLAG,Year,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled
3,0,2015,661,414,5174,319413813.3,308000739.3,-11888157.57,279589990.8,-29466775.52,1973292.18,0.816493068,592774.8943,2.496970364,7.166211316,0.143790177,2143027.052,4279153.139,2308003.081,-31901657.25,-826409.8411,-174018.7134,-24171902.53,2350657.984,-1891748.432,2251029.865,-31141165.84,-861893.8211,-173655.2724,-29650683.15
3,0,2016,661,414,5174,308000739.3,288864187.9,-19136551.39,268980852.3,-10609138.59,2005115.061,0.865838375,603855.2406,2.246810429,7.060794119,0.143355998,1127317.138,-5222338.483,2141097.85,-9848274.296,-414951.7088,-48053.69937,-12265203.2,1209546.773,-4310043.614,1889162.014,-9091105.477,-256514.4404,-50183.849,-10657901.99
3,0,2017,661,414,5174,288864187.9,278563739.9,-10300447.93,277683115.7,8702263.401,2019876.363,0.882116951,611011.385,2.522015524,6.902532165,0.142839646,348949.7159,-2688554.057,1852136.038,10542855.48,-540541.0185,-134595.8401,9380250.321,44880.36967,-2073106.53,1716988.95,9687810.219,-545318.0928,-128991.5147,8579284.441
3,0,2018,661,414,5174,278563739.9,273887817.5,-4258247.643,291996725.8,14640519.58,2045848.721,0.888601902,616765.6741,2.828739354,6.765412537,0.141849756,831500.4234,487182.3883,1859567.806,10517226.57,-484352.2168,-105390.3616,13105734.61,983023.9631,2679153.075,1663172.304,9800418.336,-421689.6193,-63558.47671,14312657.9
3,1,2002,5,4,66,0,506671.001,0,447409.9893,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2003,5,4,66,506671.001,449077.992,-57593.009,449761.5274,2351.53815,13684.26224,3.181173837,600939.2415,1.546483142,7.181375865,0.058558875,-4959.70629,-23713.54191,13100.83394,19015.82599,-242.3916413,-1669.72709,1531.293003,-3521.982128,-19364.19832,11000.51869,15970.0612,-315.3434242,-1417.517864,1146.260224
3,1,2004,9,7,100,449077.992,543248.145,54178.153,500515.7426,47640.10712,16781.20543,3.374516859,624138.9131,1.861160287,7.132736246,0.052904548,25143.6421,-10832.88217,10848.97638,23748.81059,-293.5523404,-1354.688665,47260.30589,26614.05231,-12063.0696,10910.01444,24079.76716,-512.6966471,-1387.960541,46211.1779
3,1,2005,9,7,100,543248.145,677557.556,134309.411,630986.9974,130471.2549,18041.32976,3.391339715,667352.5179,2.30121016,7.088682266,0.048254974,1307418.93,-20962.84945,14300.00512,35813.36416,-222.5524247,-1428.065891,1334918.831,105795.3593,-17504.86896,12197.65915,31269.23849,8.882878727,-1295.015929,129251.8482
3,1,2006,9,7,100,677557.556,606866.41,-70691.146,626331.3064,-4655.691047,17949.94638,3.0806571,735016.6373,2.584806419,6.764414845,0.045292581,-16881.85687,-29634.80508,23322.64372,26107.65845,-2765.492601,-1590.392834,-1442.245217,-19590.32084,-33852.36059,25682.0116,28118.9652,-3209.025474,-1804.960949,-6787.807296
3,1,2007,9,7,100,606866.41,600250.922,-6615.488,655539.3929,29208.08648,17990.30982,3.278023457,726387.3068,2.787719298,7.391790583,0.043076773,26072.33658,-13988.33642,10980.22251,14439.78611,4788.727548,-958.988223,41333.7481,9315.748692,-14135.45552,13605.3459,16337.48859,5320.543708,-1235.584888,27622.21085
3,1,2008,9,7,100,600250.922,588532.077,-11718.845,653763.3685,-1776.02439,20970.44205,3.841016775,734737.5033,3.283252814,7.311219076,0.041585678,23552.81385,-50871.75866,-652.7499719,33574.42976,-153.6864889,-608.2994207,4840.749077,-16752.839,3693.23211,728.2585119,9052.852185,1400.586799,101.8850064,-1733.626005
3,1,2009,9,7,100,588532.077,573519.966,-15012.111,521661.8415,-132101.527,16474.80945,4.203157425,720780.0688,2.353513957,7.443219526,0.038998026,-45569.47214,-15875.73971,-4814.465309,-60308.0774,1270.895558,-698.5732891,-125995.4323,-48158.49855,-16601.54794,-5044.653391,-62906.81811,1350.056206,-740.0652066,-132885.4706
3,1,2010,9,7,100,573519.966,541144.785,-32375.181,561075.4412,39413.59975,20661.81438,4.246885754,737189.3959,2.781472254,7.407253216,0.036899858,21498.81463,-12099.93145,3843.927937,31316.10027,-45.40527837,-685.0578795,43828.44823,18893.90305,-11246.33628,3318.974328,29207.68873,-133.938618,-626.6914673,38840.59494
3,1,2011,9,7,100,541144.785,535075.86,-6068.925,613030.0137,51954.57244,18537.57306,4.293494216,742740.6926,3.522168988,7.707765617,0.03440924,-4794.557975,6600.869237,2084.619164,44312.06307,2770.565501,-567.6785076,50405.88049,-1773.568642,7346.713913,1879.517287,42510.48414,2563.026208,-571.6004682,51372.57013
3,1,2012,9,7,100,535075.86,562428.344,27352.484,665029.0464,51999.03273,21475.08941,3.996397805,744151.6001,3.617702044,7.478888732,0.035766157,21016.07407,16522.37591,4018.511602,4833.816799,-2268.605039,342.8119982,44464.98533,24672.59999,19194.93126,4677.252628,5681.992547,-2629.998576,402.2548781,52471.07723
3,1,2013,9,7,100,562428.344,544517.005,-17911.339,631039.7206,-33989.32584,21705.6114,4.311046759,740465.3566,3.518352225,7.167316138,0.036409595,5079.791088,-24773.88519,-1320.55366,-5405.473733,-2988.967393,140.9108803,-29268.17801,6902.428232,-29280.89523,-1471.08511,-6405.646755,-3894.455008,160.3280328,-33805.5326
3,1,2014,9,7,100,544517.005,555022.667,10505.662,600246.9323,-30792.78832,21318.90651,4.668812266,753275.6008,3.393461711,6.932070228,0.035579816,-9194.423152,-10082.30075,-873.8893734,-6640.583837,-1160.805295,360.7950184,-27591.20739,-8731.658002,-12398.83528,-706.1986542,-8641.633452,-748.209753,433.7468258,-30235.31409
3,1,2015,9,7,100,555022.667,585323.971,30301.304,571581.3028,-28665.62948,22623.44872,4.336999499,775688.0717,2.395416476,6.979523577,0.035784788,4324.030769,28227.71136,3990.076796,-59332.29571,1091.321125,342.8560218,-21356.29963,-54502.63539,158309.4338,572.7100468,-148155.2769,14391.88021,718.2587627,-24202.35781
3,1,2016,9,7,100,585323.971,597725.021,12401.05,521529.2315,-50052.07133,22312.04524,4.912329203,792547.2755,2.189071927,6.38937636,0.034906844,3560.713024,-37146.21373,6004.01649,-15965.78592,-5093.174351,101.0303439,-48539.41414,3789.171311,-38562.87822,5218.079159,-15562.20885,-5033.020537,98.78580472,-49947.88745
3,1,2017,9,7,100,597725.021,644457.183,46732.162,592054.6529,70525.42144,21131.5749,5.127560192,786430.194,2.45839385,6.060220599,0.033829496,11243.65056,26792.87991,5981.131998,20851.0028,-3079.034979,-124.8601546,61664.77014,8747.289452,41571.97725,4716.708668,18716.92085,-3084.352131,-143.1226484,70349.40198
3,1,2018,9,7,100,644457.183,581062.384,-63394.799,645613.7319,53559.07905,23102.48515,5.186935774,805892.734,2.709282013,5.687720475,0.034233513,2416.628703,9353.06795,5457.097634,20722.02025,-3993.686235,-84.63487328,33870.49343,1288.713701,37894.61984,2712.619267,14874.9269,-3089.603097,-122.1975593,53378.12634
