CLUSTER_APTA_GROUPED,RAIL_FLAG,Year,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled
1,0,2012,248,184,290,3240729678,3279373864,38644185.65,3693831445,313680898,132368876.5,1.032328248,15251371.59,3.758491186,18.07422378,0.507908018,-15266014.16,406369995.8,30342854.31,40661891.38,752799.0551,-262325.4562,462599200.9,-14789201.24,252966804.3,31678000.36,42754365.42,1391904.996,-320975.8079,313285755.4
1,0,2013,248,184,290,3279373864,3279485687,111822.89,3557603481,-136227964.3,134164917.2,1.112309634,15626200.88,3.640289157,17.309879,0.49961819,15941483.26,-86813161.75,51564685.78,-36015574.98,-39668320.21,-15075905.11,-110066793,18032055.48,-110435540.5,58810073.18,-40489206.08,-44975480.26,-17169866.21,-155815217.5
1,0,2014,248,184,290,3279485687,3254366311,-25119376.02,3535165059,-22438421.91,135456708.8,1.139831301,15802657,3.519451135,17.40455796,0.500448679,5657942.38,-27698352.83,33761883.61,-38104871.75,3889762.388,1293670.272,-21199965.93,5814391.186,-29139155.55,36976470.51,-41771282.79,4205992.724,1475162.01,-20743481.75
1,0,2015,248,184,290,3254366311,3189224189,-65142121.48,3183204773,-351960286.4,134632532.6,1.195092434,15887108.16,2.59357718,17.32521542,0.499508157,8988825.062,-44931199.24,30400350,-314618969.4,-3133398.846,1887630.772,-321406761.7,10923166.97,-49260156.28,33252036.17,-346452812.1,-2526531.217,2104010.15,-349586399.8
1,0,2016,248,184,290,3189224189,3106789335,-82434854.81,3077033697,-106171076.2,134073313.9,1.212243267,15901050.13,2.331122515,17.10800646,0.500181207,7053563.455,-20998075.86,19125191.6,-104277539.8,-9639183.538,3255867.989,-105480176.2,6667673.013,-22379512.69,18663777.69,-103013557.2,-9414290.871,3304833.832,-102793015.4
1,0,2017,248,184,290,3106789335,2975740800,-131048535,3205742196,128708499.7,135206948.3,1.246590187,16244229.92,2.634253434,17.26576821,0.50386133,1499937.612,-18106687.69,26911046.46,120860998.1,-2799311.461,1309105.923,129675089,2148339.598,-15695537.73,26878676.77,117960783.3,-3764290.662,1180528.442,129760691.9
1,0,2018,248,184,290,2975740800,2939752453,-35988346.11,3365720782,159978585.8,134201519.6,1.228020099,16257304.23,2.9543841,17.08754758,0.502783446,3768272.008,15753259.19,20435690.29,111408385.3,-4363502.036,1677755.761,148679860.5,3892435.333,16593449.85,22494589.95,120570872,-5315021.847,1742260.495,161785910.8
1,1,2002,225,172,260,0,3274782041,0,3549721485,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2003,225,172,260,3274782041,3241804045,-32977996.47,3636556389,86834903.86,332668388.1,1.286314427,19147591.43,1.632504621,23.65984264,0.652077929,67525257.27,-101107452.5,40296917.7,133928630.7,-13440267.08,-36079818.53,91123267.63,56891341.38,-84763531.22,35828090.22,120972391.1,-10965099.52,-31128288.07,55661088.99
1,1,2004,239,180,280,3241804045,3427174987,174736248.4,3841287910,189534849.6,342880013.1,1.299077316,19486399.28,1.923633982,23.36616524,0.633591503,18870837.72,-4199674.463,54165989.69,153303234,-13594379.43,-34588340.93,173957666.5,20951716.06,-9299229.757,60505810.21,172609443.4,-15836291.69,-39396598.6,144313142.4
1,1,2005,239,180,280,3427174987,3858155207,430980219.9,4230883570,389595660.5,346554412.2,1.213216201,19847684.61,2.342847132,23.13144763,0.61307039,37522245.7,90028995.42,56933955.03,208409486.4,-13105270.04,-32889008.69,346900403.8,28811574.6,115947659.9,63419653.18,234471544.9,-15541181.04,-37513590.97,346278293.9
1,1,2006,239,180,280,3858155207,4008219716,150064508.8,4395212682,164329111.4,370350450.8,1.255254083,20925660.56,2.665691139,23.41024433,0.604842209,37316897.53,-50911982.13,74126869.53,159570917,-22048706.39,-44201576.49,153852419,40079413.23,-56517670.25,80067488.45,172232648.4,-23837230.31,-47695538.11,112495052.5
1,1,2007,239,180,280,4008219716,4184136684,175916968.3,4534330115,139117433.8,373532210,1.259179664,20981016.31,2.85981754,23.48664996,0.599689227,31723910.44,-4156089.267,13959972.76,92243350.74,5980350.891,-10725368.17,129026127.4,34919761.87,-8385748.477,15490104.27,102228373.2,6755453.198,-11890510.29,125646557.7
1,1,2008,239,180,280,4184136684,4320724933,136588248.7,4722929417,188599301.6,387660862.7,1.331004994,21289960.7,3.343209712,23.67805267,0.59374664,40079283.06,-92815207.51,27339261.04,223005360.5,4350030.358,-23791218.65,178167508.8,42049125.05,-97392323.69,29009338.85,235514111.5,4641720.506,-25222670.53,161759538.8
1,1,2009,248,184,290,4320724933,4199697655,-132375619,4135297043,-603753089.2,387491537.9,1.422817718,21030296.87,2.426933951,23.74953852,0.584481055,9790914.07,-122832932.9,-19219625.81,-428255112.1,12519819.64,-18277097.86,-566274034.9,10926819.7,-130991461.4,-20935751.63,-456749962.8,13333922.35,-19336655.41,-624243743.7
1,1,2010,248,184,290,4199697655,4296648676,96951021.69,4324969646,189672603.3,378518045.9,1.450233865,20817411.3,2.861004803,23.94464147,0.58253172,-1110206.496,-32670917.28,-10014149.14,226177269.5,21368561.53,-2951441.669,200799116.4,-3744080.886,-30991926.54,-11528933.97,217670769.8,20321990.93,-2055216.023,188294681.9
1,1,2011,248,184,290,4296648676,4421606270,124957593.9,4530042595,205072948.9,375874246.6,1.570744138,21078484.61,3.623785736,24.43445539,0.57775724,-16667545.14,-153086979.8,22954123.83,354988405.7,24648485.97,-18551687.9,214284802.7,-4264696.79,-122925275,18534836.61,308791697.4,21293256.93,-16356870.21,189128963.6
1,1,2012,248,184,290,4421606270,4491012247,69405976.48,4599796458,69753863.14,373168864.8,1.598249868,21173968.29,3.758182481,24.45101055,0.576031987,6916452.429,-36254737.39,34450184.5,55839647.1,7215714.392,283886.3692,68451147.4,5892863.868,-35817391.98,34899588.94,56863141.3,7567386.007,348275.0099,69980892.1
1,1,2013,248,184,290,4491012247,4594546678,103534431,4468741935,-131054522.8,382220759.5,1.666925422,21830925.63,3.641894063,23.34485753,0.562370106,34107853.38,-76002828.57,89639801.64,-48743498.1,-84536319.87,-36175599.45,-121710591,34899967.02,-83501358.68,92896097.96,-50304643.93,-87494649.61,-37549935.58,-170031223
1,1,2014,248,184,290,4594546678,4752122794,157576116.5,4479938156,11196220.68,390641745.2,1.68445462,22187597.13,3.525435576,23.63745076,0.565845333,33365817.83,-25415158.83,40793901.29,-51382002.03,12847071.01,2977834.322,13187463.6,32015871.66,-24224889.1,36773463.31,-46420206.19,10523510.25,2528470.745,13350441.21
1,1,2015,248,184,290,4752122794,4652112452,-100010342.4,3944805433,-535132722.6,392113785.4,1.810579999,22405861.04,2.557113696,23.63276763,0.568788378,13504959.19,-152983086.4,38368498.37,-479193072.1,-1224618.058,4440103.646,-577087215.3,13700173.65,-141171299.4,35877305.58,-446730349.3,-912394.5748,4103841.423,-531332259.9
1,1,2016,248,184,290,4652112452,4645686535,-6425917.045,3798812244,-145993189.5,389594950,1.846159979,22380441.6,2.309407469,23.30561412,0.570750997,10604382.85,-43970137.53,16726762.14,-145097138.3,-17104374.55,6723962.6,-172116542.8,8721239.385,-37907402.81,14595322.5,-122658242,-14332100.13,5587993.579,-141347587.7
1,1,2017,248,184,290,4645686535,4633761465,-11925069.61,3954130677,155318432.8,395008375.9,1.890346878,22667725.64,2.623171563,23.43187263,0.572856046,20467003.39,-57376649.81,33462640.12,188206785.8,1647436.146,2742357.633,189149573.2,16845289.43,-49402092.91,28750005.11,157106360.5,-126120.079,2144990.704,156992784.3
1,1,2018,248,184,290,4633761465,4543540950,-90220514.89,4037716856,83586178.9,395153858.7,1.970612917,22910980.75,2.919237413,23.49619347,0.576005715,-3403867.493,-91111029.07,24412573.86,162462774.6,-3278917.717,3695945.065,92777479.21,-1582179.249,-59131791.69,18525127.68,125562118.1,-2608489.69,2821393.729,85753700.15
2,0,2002,266,145,1484,0,855132370.1,0,748110691,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2003,266,145,1484,855132370.1,846775364.9,-8357005.2,755032580.3,6921889.296,13130464.49,0.566480872,2354014.162,1.599414467,7.985299093,0.326919448,18990283.8,-34066183.9,14618159.05,33494338.39,-1143651.352,-6711778.52,25181167.46,11151243.2,-40681796.94,14037733.81,29604305.73,-985164.9848,-6204431.527,758569.9387
2,0,2004,269,148,1529,846775364.9,875008267.6,15055198.68,800939374.1,34985957.26,12750130.72,0.606633082,2415622.138,1.891184609,7.878697619,0.316955874,-9263918.922,1511182.437,15416410.17,39890034.17,-1266121.689,-5836195.623,40451390.55,-9450260.861,-377157.8785,15741543.48,35883038.09,-904326.0367,-5906879.525,28851669.94
2,0,2005,269,148,1529,875008267.6,891030337,16022069.45,892097707.2,91158333.11,12365053.03,0.537750489,2418914.318,2.306732286,7.696410323,0.30577975,14837609.66,43600849.91,16230088.79,52841888.35,-1433000.224,-5271762.927,120805673.6,9912112.693,20970873.22,17813190.49,49042631.53,-732149.5132,-5848325.306,84862118.42
2,0,2006,273,151,1552,891030337,920359509,29329172.02,900709239.8,8611532.563,12221708.31,0.637240174,2450598.772,2.61467738,7.548430482,0.292424338,-6318452.684,-30956994.48,19304232.62,35117815.05,-1290280.924,-5550395.857,10305923.72,-1705960.569,-37177495.8,20467893.31,34293893.36,-1229207.885,-6037589.852,-277319.7723
2,0,2007,273,151,1552,920359509,929986340.9,9626831.853,898020785.4,-2688454.434,12505259.55,0.747006175,2500587.94,2.859011746,7.42134758,0.282514439,5096412.511,-30972584.15,9522286.304,26437578.68,-1229131.866,-3440166.296,5414395.182,-1574228.875,-16885590.24,6733552.945,13896200.55,-2317300.538,-2541088.282,-22381541.91
2,0,2008,273,151,1552,929986340.9,995401833.7,65415492.87,946587877,48567091.59,12471698.66,0.78542573,2484768.981,3.311154864,7.558151255,0.278225936,5318582.894,-7890727.991,4327984.306,46495612.16,2594069.964,-2684950.727,48160570.61,5872787.63,-7463287.592,4665466.712,45564049.76,2686339.171,-2758264.092,45704966.48
2,0,2009,273,151,1552,995401833.7,916953085.5,-78448748.2,825378445.8,-121209431.2,12126010.86,0.831328934,2464064.461,2.410422365,7.619125295,0.272346101,-4380403.479,-23297550.41,-3771651.681,-97870707.85,1430122.494,-3022986.458,-130913177.4,-3700731.034,-20933300.19,-3295678.113,-91740395.5,1399937.655,-2939263.973,-124145110
2,0,2010,273,151,1552,916953085.5,908464209.5,-11477615.22,879948449.8,50905339.36,11715925.6,0.782287205,2463788.126,2.851482077,7.857501173,0.266420472,-5364297.96,12747865.45,7141860.164,50436759.31,4031083.832,-2791948.273,66201322.52,-5534910.7,1454468.898,7102735.1,46962309.69,3749102.979,-2828366.602,47880804.02
2,0,2011,273,151,1552,908464209.5,947325579.2,38861369.66,953609264.7,73660814.9,11372575.89,0.799537583,2453445.384,3.586267704,8.099802879,0.259930349,-4616924.721,-1003009.344,5772194.815,72999720.72,3999928.758,-2183245.393,74968664.84,-2987880.272,4136572.54,5617620.397,65797995.17,3277816.905,-2181309.847,71552617.54
2,0,2012,273,151,1552,947325579.2,966905809.7,19580230.54,1014411526,60802261.81,11135281.5,0.701996698,2478884.769,3.69897731,8.117790687,0.257414697,-5216580.988,70997902.95,7889054.765,10188490.21,455061.3164,-572300.383,83741627.87,-4352820.285,53942657.79,4907393.576,4766565.129,1968999.331,-430533.7211,58542690.24
2,0,2013,273,151,1552,966905809.7,950051312,-16854497.69,1005046182,-9365344.959,11169355.98,0.73012713,2517458.802,3.585457823,7.958050097,0.255783595,2070113.767,-8851710.739,13793601.53,-10162120.85,-2856616.408,-1036968.868,-7043701.564,2545527.767,-10535148.75,13223767.05,-10583249.33,-3021533.102,-994708.5979,-10335063.29
2,0,2014,273,151,1552,950051312,946875189.9,-3176122.165,1004817857,-228324.4925,11283275.34,0.732477933,2541420.837,3.450194579,7.970838397,0.252874054,5303460.394,-2625342.502,10079096.73,-12692376.55,440634.0201,-467725.9963,37746.09753,5514411.262,-2996081.258,9712196.471,-12866770.35,844869.5885,-436950.2011,-713753.9673
2,0,2015,273,151,1552,946875189.9,922077657.4,-24797532.45,919275985.6,-85541871.4,11607640.95,0.742302991,2559958.382,2.540537129,7.765356303,0.253091167,9659800.817,-2903330.235,9890329.709,-91615391.76,-3156378.872,-369775.3183,-78494745.66,14370019.87,-1997294.833,10783145.8,-105151224.4,-3149187.225,-397330.6543,-85966636.75
2,0,2016,273,151,1552,922077657.4,882769337,-39308320.41,898747521.1,-20528464.53,12011210.8,0.764853673,2592261.535,2.275818995,7.636455428,0.254559532,9947709.646,-6238824.404,9267594.273,-30889296.26,-2025061.892,-460912.0148,-20398790.65,12036613.7,-5809913.231,16523113.13,-41292111.51,-1377383.759,-608782.8622,-24091898.47
2,0,2017,273,151,1552,882769337,845676010.4,-37093326.65,938389525.8,39642004.71,12161395.41,0.772044639,2622859.82,2.550033872,7.384793715,0.25370464,3284965.159,-326781.3087,9420993.436,31899411.58,-4063848.218,-637224.5278,39577516.12,3193974.921,-458667.4835,9497651.131,32003494.21,-3943958.12,-650489.9483,38960015.04
2,0,2018,273,151,1552,845676010.4,793006634.7,-52669375.7,948034180.9,9644655.086,11700214.68,1.964485433,2636904.752,2.880229944,7.126019709,0.252588518,-14997937.35,-28244931.95,8203452.984,33377368.84,-3336011.92,-551213.9756,-5549273.36,-10491175.95,-21862809.76,9215976.912,37018542.18,-3621017.028,-614861.2643,8941405.865
2,1,2002,64,28,201,0,47575301.63,0,44808301.89,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2003,64,28,201,47575301.63,47859440.11,284138.4812,50022822.36,5214520.469,3067870.333,0.713283244,2814612.562,1.624065707,7.716586143,0.358500953,367637.7563,3486864.241,695252.5446,1911372.446,34841.87102,-351890.4575,6144078.401,270614.3123,2805359.303,678394.3196,1780323.519,33399.57256,-353570.5571,4847630.024
2,1,2004,64,28,201,47859440.11,53311258.56,5451818.45,54806686.59,4783864.231,2951149.887,0.669224082,2837423.808,1.907626062,7.660143785,0.351704551,402645.3088,823271.7661,754052.5354,2181041.403,36938.85357,-344568.13,3853381.736,710665.384,1361455.436,811155.0241,2257772.479,22481.38426,-379665.477,4361137.839
2,1,2005,64,28,201,53311258.56,60584375.92,7273117.365,60736720.75,5930034.153,3094448.347,0.647620681,2923565.954,2.324880466,7.549349521,0.348807352,1289202.994,312409.9069,953796.7916,3196342.515,19929.95149,-353197.033,5418485.126,1503351.95,448256.7797,1008475.836,3327101.042,20660.77464,-377812.2288,5524306.201
2,1,2006,75,34,247,60584375.92,67624686.17,6343863.893,65747665.1,4262238.517,3300971.136,0.740079415,3038232.8,2.624479798,7.67502088,0.335126742,1396233.637,-278978.4152,1240537.04,2370590.948,111778.288,-427442.7848,4412718.713,1390807.522,-281730.2971,1166774.461,2284157.855,91541.30882,-389312.3328,3881723.852
2,1,2007,92,42,315,67624686.17,73782658.91,4339996.249,73001099.07,3269480.854,3709595.316,0.770288603,3056264.819,2.87900023,7.380476908,0.328746021,1874196.148,-1448700.263,385278.3456,2075827.327,-290417.322,-189125.8382,2407058.397,2214093.965,-941959.245,435563.3736,2088110.281,-317716.4367,-208611.0836,3028519.588
2,1,2008,92,42,315,73782658.91,87176871.45,13394212.54,81739490.85,8738391.778,4249261.695,0.866863467,3137541.431,3.305917226,7.603741056,0.308973761,3832869.201,-1427545.717,92299.0753,3510790.856,196876.9009,-176807.7648,6028482.552,6278635.465,-1883186.175,222082.4488,4057388.503,289376.6431,-225905.1087,8372372.808
2,1,2009,94,44,337,87176871.45,78474456.01,-10053502.44,70764390.47,-11872304.89,3817021.722,1.04484271,2919779.245,2.400561221,7.878155108,0.304473355,114930.6014,-4983978.257,-431652.9238,-8622919.743,485281.1824,-246942.0268,-13685281.17,531689.3326,-4171331.458,-356972.9679,-8052040.925,444180.3944,-267829.2685,-12171485.68
2,1,2010,94,44,337,78474456.01,74495052.9,-3979403.109,73895300.96,3130910.495,3585989.142,1.063961629,2856702.565,2.853964888,7.763219935,0.309817892,72393.96423,-938912.4592,174261.8133,4404337.96,59451.88901,-122630.1521,3648903.015,155074.7592,-466368.6032,75795.68079,3375953.866,62487.92856,-72033.13691,3077034.117
2,1,2011,103,48,359,74495052.9,79252400.6,4118316.7,82962916.83,7481262.187,3715784.602,1.121664993,2800684.21,3.566717989,8.283998473,0.306341632,1774167.752,-983374.7819,381941.8922,5860072.471,584160.0547,-193999.2596,7422968.128,1747979.488,-1019536.039,397021.2445,5947342.156,611750.0709,-203294.7336,7252420.188
2,1,2012,103,48,359,79252400.6,85426704.23,6174303.633,86588881.39,3625964.561,4117415.938,1.116682619,2774373.875,3.669883554,8.336866365,0.305876442,2321548.389,-278496.0393,603989.7443,832498.8981,14024.00551,-40964.93007,3452600.068,2325137.658,-117535.7128,606654.3028,829888.4821,26993.0523,-45173.2218,3577253.569
2,1,2013,103,48,359,85426704.23,89532577.02,4105872.789,87313140.93,724259.5329,5093806.887,1.190732381,2783813.43,3.561646613,8.070921105,0.309935119,3457662.068,-2333759.452,929005.7482,-845901.3092,-234289.9916,114635.7643,1087352.828,3231505.189,-2273094.561,708818.8629,-851320.4576,-200248.1093,108598.6091,826400.2441
2,1,2014,107,52,406,89532577.02,89518730.76,-1207868.94,89139898.29,-327106.8589,5375386.741,1.224938665,2766471.489,3.428632207,7.930703824,0.313917892,776703.5921,-501837.2788,754292.8252,-1098023.448,-4170.402469,-35649.24503,-108683.9566,417993.2012,-376616.2706,660462.4489,-1018824.161,21342.54396,-31464.62113,-357835.0715
2,1,2015,107,52,406,89518730.76,89090788.19,-427942.5773,80190679.49,-8949218.795,5594282.888,1.268261187,2795778.626,2.51598238,7.571331729,0.312517929,675316.2808,-1396983.886,854123.0227,-8710552.856,-323215.2775,-41520.46828,-8942833.184,1413308.675,-2259048.187,834132.8809,-8583322.778,-312342.008,-41947.37799,-8985432.712
2,1,2016,111,56,454,89090788.19,89293520.04,-1527350.148,81094550.24,-1004035.048,5607649.747,1.223460713,2791236.187,2.251706592,7.333736589,0.31206797,940567.6448,1088583.723,729968.2475,-3000457.272,-451236.1668,-44114.64712,-736688.471,861860.4024,691219.0503,576165.6719,-2662127.034,-434622.9092,-36530.23019,-1036083.863
2,1,2017,111,56,454,89293520.04,87737298.09,-1556221.954,83637822.88,2543272.631,5462664.557,1.261655509,2807019.683,2.526781066,7.083345343,0.307549819,614348.7036,-1190032.864,776118.7769,3292575.433,-378673.0301,-68890.61031,3045446.41,591533.917,-1398541.57,687272.3581,3044183.982,-322497.8167,-58678.23906,2492487.754
2,1,2018,113,58,476,87737298.09,86474359.47,-1330491.602,87769631.12,4064255.259,5436565.974,1.296888238,2853492.856,2.866542641,6.78203936,0.306195642,1107838.726,-555280.7828,680680.0704,3642902.379,-386088.9821,-59860.94698,4430190.463,1039808.216,-419070.7176,624979.9794,3154944.836,-288756.2839,-47650.7717,4011895.784
3,0,2002,341,219,2856,0,137388657.5,0,122177763.6,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2003,398,258,3310,137388657.5,161522191.6,6625380.263,149513491,11640053.27,2111061.71,0.629200693,597551.2433,1.598380697,6.366037659,0.200825367,4893710.096,30528.70043,3387753.607,5346326.778,473952.8537,-915268.1179,13217003.92,3345066.133,-1245555.646,3673761.213,5788105.676,933035.9942,-854360.1038,10610496.36
3,0,2004,459,293,3767,161522191.6,189547488.5,-5830266.633,185039253.7,6471225.503,1979404.536,0.711095101,586942.3187,1.885234024,6.439164261,0.194677392,-2356866.325,-5471411.607,4573015.656,7682268.007,558252.6849,-962801.884,4022456.532,-2074837.343,-3967181.273,4919610.081,8267769.198,437088.9655,-1111224.125,3637409.293
3,0,2005,508,325,4127,189547488.5,211639126.5,12787811.93,218108593.1,23386884.4,2068696.057,0.651163164,610125.1056,2.30815272,6.891899158,0.188371766,1498003.17,995774.4453,5691838.991,11794010.85,535100.8227,-1008479.397,19506248.88,3106663.567,3427156.494,5555146.573,11692763.92,617019.9904,-1011866.14,22222559.23
3,0,2006,602,376,4685,211639126.5,249465233,20589912.07,260612962.2,20333966.13,2021995.333,0.686636825,625941.7225,2.607275359,7.040566497,0.168620401,15895573.47,-2338483.49,6891047.205,8290224.52,594417.2245,-1140317.769,28192461.16,5850568.56,-126447.713,6801673.054,8155982.914,762985.2036,-1110795.894,19045888.32
3,0,2007,633,394,4912,249465233,271682558.1,11977177.47,285297448.9,13685152.71,1984435.175,0.664484443,603220.2911,2.839887421,6.959160526,0.160663077,3793023.723,-1229558.771,2592789.547,6997961.226,122357.5518,-358910.5116,11917662.76,4304899.708,-1426595.66,3027294.65,7607818.633,520951.691,-349216.3141,13368846.03
3,0,2008,633,394,4912,271682558.1,291095424.6,19412866.51,300122021.1,14824572.17,1991831.017,0.684675557,601656.5021,3.297830394,7.056087719,0.156064749,1063456.426,-2198165.638,1067264.963,13802973.17,153329.3816,-206527.2144,13682331.09,1580347.941,-1891688.388,1162987.205,14036083.23,95571.21014,-158729.0235,14687481.65
3,0,2009,637,397,4946,291095424.6,294647550.3,3552125.689,268428857.8,-31693163.28,2035263.137,0.720551202,596671.1881,2.387981516,7.124163384,0.153677388,3371878.243,-5195659.682,-930971.2955,-28994872.66,374411.4715,-296983.0584,-31672196.98,2813213.12,-4846272.875,-975967.2163,-28799960.38,342068.3384,-226244.2602,-31828620.89
3,0,2010,646,402,5011,294647550.3,300574549.7,5006019.034,287571847,18097804.89,2008832.158,0.712388409,589914.5564,2.827844572,7.34622381,0.149657681,451888.8032,298466.2271,1932345.247,16277272.53,1338953.901,-439631.0758,19859295.63,161751.5076,-580.2960439,1917168.732,15322107.24,1108115.537,-410757.8266,17679246.5
3,0,2011,656,410,5110,300574549.7,319724618.4,18398832.69,316040969.2,27366772.28,1983087.693,0.69941758,585527.0991,3.567157304,7.45651585,0.148965433,-17813.99704,1838217.472,1415303.212,24353196.14,714606.2749,-121374.0639,28182135.03,369527.9605,2244518.112,1296247.316,22562644.32,991985.8163,-98151.2443,27288903.34
3,0,2012,656,410,5110,319724618.4,322836169.7,3111551.305,317606568.8,1565599.567,1974589.12,0.720889984,596652.8376,3.677471191,7.337607732,0.148720727,-2451404.908,3552946.72,2027952.21,3280497.245,-659986.2032,-134141.4965,5615863.568,-2266998.611,-803700.6485,2017455.625,3267700.458,-550061.7143,-98795.54242,1725056.052
3,0,2013,656,410,5110,322836169.7,320084610.1,-2751559.523,312064302.5,-5542266.262,1966142.613,0.774780231,601924.2043,3.570354057,7.392621879,0.146374666,114388026.5,-7111854.28,3396597.701,-3230937.084,304224.7927,-195922.0056,107550135.6,1601981.138,-7739400.109,3747310.276,-3309636.799,401099.0717,-243619.8404,-5938289.429
3,0,2014,656,410,5110,320084610.1,319413813.3,-670796.8346,308597147,-3467155.519,1959818.504,0.859044213,594003.794,3.436289612,7.361400643,0.145244884,2608980.716,-3564079.39,2091917.153,-4156157.267,82555.75831,-155410.3121,-3092193.342,3728323.891,-4980852.883,2981485.125,-5032533.429,-41258.31169,-122319.9106,-2727318.554
