CLUSTER_GT,RAIL_FLAG,Year,CLUSTER_APTA,CLUSTER_APTA_HML,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled
1,0,2013,1241.0,113,653821209.6179999,643841751.1911997,-9979458.426800253,644588769.2436931,-14328617.046808105,14555185.009496666,1.062035739159998,2773773.945104906,3.600218288127138,9.843481564820163,0.25731349281195687,857536.7351364939,-13028649.55694319,4680500.6396544995,-5337036.389707894,-1261698.2331507748,-314793.6943176562,-14404140.499327227,697926.1706134205,-12645694.387468731,4579060.93989035,-5323019.882548759,-1335696.9631637998,-301192.924131871,-14618151.690514848
1,0,2014,1241.0,113,643841751.1911997,639348851.2685999,-4492899.922599663,647968118.1227832,3379348.8790899157,14939287.738115301,1.0556582594358495,2787771.18851619,3.465716655391935,9.913208883515358,0.25686075103385514,3181315.7946969867,1490193.5252067868,4447036.730402202,-6798089.368020833,554291.8264058345,-47361.29213136733,2827387.2165585062,3147587.030527068,1909818.599637111,4578024.366535648,-6808834.4522702,601413.4322016637,-48660.09754030146,3329524.136115215
1,0,2015,1241.0,113,639348851.2685999,619275892.872,-20072958.396599963,602132927.7828246,-45835190.33995839,15500806.269915923,1.0657391808985184,2795791.7478366955,2.508743659165319,9.802223503614671,0.2577944541562742,6401038.760336202,-2344300.8364677364,4181145.339797091,-52338952.53356286,-996398.843189456,58751.92032695785,-45038716.1927602,5423970.333676227,-1762474.9865193341,4468034.736725203,-53061808.4037202,-968445.8482518257,65533.82813187195,-45760706.56097565
1,0,2016,1241.0,113,619275892.872,601106941.7784002,-18168951.09359998,585296128.4845661,-16836799.298258588,15680563.392865732,1.1014344450165507,2806185.788270152,2.2549045221377897,9.661554168203251,0.25895111252258185,3966955.509041183,-7970846.31866608,2938481.5547240525,-16089024.686279336,-1262371.857835842,35808.19751626971,-18380997.60149857,3872447.359433751,-6958228.484361987,3004553.088845464,-15561870.726560093,-1228535.543939833,34835.00832299641,-16802995.475957107
1,0,2017,1241.0,113,601106941.7784002,568493172.2509001,-32613769.527500033,597690781.6469527,12394653.1623865,15990148.56790171,1.1335101983898361,2844165.7860744456,2.5462384946480294,9.345186585245528,0.258336400740534,1849451.4002783303,-8740856.198968358,4132216.666966245,18400283.506473746,-2186867.5378987645,-133800.57368574376,13320427.26316518,1914683.302589977,-9596152.269224714,4363459.603338473,18074773.01792455,-2213084.5250400216,-149025.96720151915,12224735.681634353
1,0,2018,1241.0,113,568493172.2509001,519974592.71919996,-48448624.339200065,574637914.4572632,-22692431.06731815,15155834.792853141,2.9186984628503345,2848432.846134209,2.855568712609508,9.048307137076936,0.2560499467225079,-17718451.515447237,-33151811.458303835,3338419.6519138534,16938540.017289612,-1858559.476297369,-81971.45582130151,-32533834.23666648,-14295370.227961482,-27578116.330114402,3636837.1562508335,17505596.87887141,-1867379.519172006,-93999.02519228883,-22800226.701457262
1,1,2002,140.0,13,0.0,48662836.93439999,0.0,49852133.76122442,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2003,140.0,13,48662836.93439999,49297622.329600036,634785.3952000451,52406867.79999971,2554734.038775289,6858502.420800271,1.1140222961877433,3323294.5788298943,1.625452255681181,11.655176668206698,0.3447947995708721,-267617.29694062617,415623.7998752578,712164.0711431606,1549330.9838345766,-46885.11715450295,-126905.08796550534,2235711.352792535,-292719.0517762777,580941.5007319296,779913.9066587159,1677649.2181514362,-48836.01529519478,-142215.519695519,2394500.2507974
1,1,2004,150.0,14,49297622.329600036,51353950.53289999,-882478.7967000447,58290546.17429377,-223485.99460115086,7534320.883773148,1.3247698431668977,3392226.6516627297,1.9156880856026115,11.613742927945294,0.34388642823441573,606225.5048812153,-3476671.8616403253,795498.6597542192,1843690.3392466204,-42474.94146753808,-131441.6548052818,-405173.95403099596,673758.2531409195,-3756508.5914456337,934087.7134148844,2132176.8665019735,-47901.459822053854,-159098.7763913439,-417215.35812267615
1,1,2005,150.0,14,51353950.53289999,58365702.218999974,7011751.686099985,59450964.18060783,1160418.0063140583,4096685.670820674,1.3450379318173225,3552944.908547893,2.3279703858168177,11.137994270349639,0.32801524615783967,-2982225.9500797857,-772757.4053140553,900969.3271676907,2499836.458304774,-55987.36231617634,-117060.710657251,-527225.6428949016,-1785394.7504516237,-835825.2744795537,1067413.0724354284,2902621.384406725,-48740.85212696548,-139655.5734698504,984655.7379624435
1,1,2006,150.0,14,58365702.218999974,61065589.73600002,2699887.5170000503,64771832.397763595,5320868.217155764,3958821.6836080016,1.2476796108464199,3750357.7435411713,2.6330828005073066,10.706753084954432,0.30747643406370495,1454628.323252228,480880.89910233335,1358660.273596319,1904809.7288129306,39631.55761013177,-158458.4334450901,5080152.348928854,1586456.2786938788,473568.0839591033,1396555.5309303654,1980948.1269837837,45449.629194858164,-162109.4326062228,5153294.603257214
1,1,2007,171.0,16,61065589.73600002,65670126.1734,3122279.9483999764,63676562.642389424,-4454608.512690629,2451240.3822150812,1.206158922721585,3786587.863014265,2.8454477814179513,10.183530417985844,0.303945847971585,-4258218.653696055,-576546.3920106521,77190.74627344075,1261527.372694925,-286017.7706586489,-2539.7609064212115,-3784604.458303475,-4979043.960301521,-622448.0554611523,109366.48427830124,1373100.6025867402,-328571.89989039267,-7011.683902540512,-4466214.317551807
1,1,2008,171.0,16,65670126.1734,73409972.56320004,7739846.389800046,68359449.5490384,4682886.906648974,2488929.416081641,1.2399728515018196,3748273.790968222,3.3055407040932625,10.32256255409441,0.31128995137267773,731664.7637083624,-161609.9420128136,63460.945190810584,2680937.407828118,118947.36019354232,-20215.327116295368,3413185.2077917843,1891214.223749807,-166378.10925198538,270140.37287599687,2608570.5257533016,134329.90125755596,-54990.00773575637,4539228.221757679
1,1,2009,171.0,16,73409972.56320004,69195882.50999999,-4214090.053200059,60411531.26818756,-7947918.280850827,2430499.08938821,1.315618470088417,3608472.5839891713,2.3874046489051066,10.843523006412726,0.31096014283945267,531199.3027304481,-3222458.8093583826,-315480.9612422344,-5924586.020898925,488161.5505551925,-85899.7256579693,-8529064.663871957,427531.62397718825,-4305704.009271963,108677.04828962334,-4444186.826489498,368991.9959832264,-103228.113339373,-7977861.321650982
1,1,2010,171.0,16,69195882.50999999,70843375.42540003,1647492.9154000492,73098610.77927604,12687079.511088477,6515408.477985973,1.4191882699418363,3654859.7819006066,2.826167919269739,10.663215907248063,0.31173382243007375,16875716.47629603,-1952001.51403012,-7032.462496277309,3014835.8448965116,-142456.69085625897,-39749.219769994845,17749312.434039906,11844291.762147786,-1568800.6272619136,-51910.96849648197,2672123.2417209907,-177198.75662093208,-31425.140400951714,12660837.155626236
1,1,2011,171.0,16,70843375.42540003,74448940.66760005,3605565.2422000025,78656527.38589062,5557916.606614567,6985087.149124926,1.4838417510708972,3681464.8077942184,3.583541071670225,11.002203198901617,0.30931448424567726,1799467.600725459,-1817187.6484705182,501710.04420298146,4674952.776650352,340657.79744553624,-55292.82941639899,5444307.741137365,-2828475.3064695774,10884132.214002425,844683.3164503517,-3035434.6177879395,-142508.81268842885,-164480.18689210748,7038763.846522178
1,1,2012,171.0,16,74448940.66760005,77564693.12740004,3115752.4598000105,82779435.10444693,4122907.7185563296,7001837.470227533,1.3829799658903499,3672452.3571744114,3.6995496251963376,10.860461385180688,0.3105085779364995,69679.45675206569,2629898.435104881,674555.7538917507,659173.611029945,-155605.16306651803,-19078.437659041378,3858623.6560531408,202113.00929291215,2690814.108422274,700101.2812940044,666418.8450905005,-117818.09829821301,-18721.42724520721,4103892.3464269503
1,1,2013,171.0,16,77564693.12740004,77340454.83140004,-224238.2960000243,81078308.10448396,-1701126.999962964,6857963.843019107,1.4520083225925606,3708554.855572963,3.5872926738135216,10.679027262086091,0.30767100970682254,588300.4297519164,-2121814.1304117595,856933.0337584215,-652047.1881054908,-160259.8576490152,-51599.42882239572,-1540487.1414782223,568353.3375548474,-2230042.141888189,904029.5519711936,-693363.5737873325,-197268.21206263665,-52835.961750955445,-1755642.1135441414
1,1,2014,194.0,18,77340454.83140004,80703668.14589997,2785601.6313999444,83062574.62126076,949929.3529369121,7106271.082139361,1.5021639557244233,3718256.6825761376,3.4533450404944466,10.550292939452905,0.30754514437345704,2451637.700389274,-1557336.6714953196,548819.7419550172,-777259.1153906756,-85643.40742644006,-11361.776989954073,568856.4710419158,2416779.35827815,-1131476.7136164429,463086.3822362198,-737835.439635402,-53887.54817984535,-6736.686145792304,944046.6529800602
1,1,2015,194.0,18,80703668.14589997,85957306.8376,5253638.691700018,76182318.25333525,-6880256.3679255005,7277331.4810666805,1.5558713972183542,3894561.8991467245,2.474022676926941,10.332115079312038,0.3006322007126676,1752227.1579598165,-1948786.9794847919,615585.0582195591,-6749372.540650459,18574.08499366887,11031.880654832083,-6300741.338307465,888619.2741528759,-2896251.7030318985,448600.8737457094,-5512953.183351049,186088.60006137402,5639.77049763345,-6870433.45772243
1,1,2016,194.0,18,85957306.8376,84504721.84100002,-1452584.996599954,70994828.67368323,-5187489.579652022,6847614.833672046,1.6345232264925018,3996226.5108781387,2.225233725705971,9.748741262649462,0.29312968408067336,626092.3874694818,-3799044.4521889025,400679.08534835925,-2180505.850187735,-329043.6188277693,14407.859042897991,-5267414.589343452,491169.5918825388,-3782201.983395781,305403.0667538706,-1897817.3635731477,-316603.86074959306,12560.969429913266,-5176151.014701431
1,1,2017,194.0,18,84504721.84100002,83912241.66819996,-592480.1728000712,73462662.90678985,2467834.2331066118,6880557.181035917,1.6533913273384153,4016933.3052804987,2.5167428081491607,9.51887490905492,0.29237013533468614,464106.15555990674,-325360.64639251126,708511.3514764912,2644439.6451859777,-217067.84941485449,-23987.182168338037,3250641.4742464945,381808.74692976486,-500111.386072129,534655.5498650783,2258600.7112481412,-184821.74318831676,-22297.64567577585,2446527.240493225
1,1,2018,194.0,18,83912241.66819996,81434164.07040006,-2478077.5977999056,73170963.51928334,-291699.38750651025,6579491.524555888,1.7398151053011652,4106161.1969290758,2.807623378585087,9.207248653723672,0.28986090835735584,-558196.470107576,-2022702.6828222456,622327.9931552717,2420994.5423570145,-230215.29710200513,-13566.619832975564,218641.46564748365,-538684.4203428483,-2139920.7176501337,481074.4588433949,2133982.810490729,-214253.57404066142,-13897.944807029933,-306187.99425438524
2,0,2002,1431.0,133,0.0,385599179.00009996,0.0,315128962.719359,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2003,1557.0,145,385599179.00009996,381450903.44390005,-11563546.783799903,349241617.819205,27696363.08274883,11065024.272421025,0.5925564819959097,2044973.2216388646,1.5634067758854793,6.151226692551256,0.28829106068991117,19032746.11267948,-591303.4703953012,14760251.322741332,11362988.781249112,101176.69409317277,-2435144.991402931,42230714.44896554,7766267.059363959,586123.6886110986,11732568.227979196,9410999.838733086,145839.05092156556,-1945434.7828606865,25936941.107046448
2,0,2004,1666.0,155,381450903.44390005,394329732.5886,-4053924.8553001927,374636543.7434518,12152382.087710533,10213916.574106688,0.6403740297698913,2059311.8248247996,1.8577348831723506,6.09962102948852,0.27097838914062244,-8970670.615006436,-5374803.025765453,15225320.83382962,14593753.70981187,336339.2126380685,-2121340.230850972,13688599.88465634,-9722399.617535423,-6273643.827262657,14748494.41880919,14686722.63126556,829720.5886930185,-2116512.106258802,9320337.744476082
2,0,2005,1760.0,164,394329732.5886,405422944.0589001,8421168.630100183,413697479.0547549,36299267.94211188,10522320.324276326,0.6785390224305855,2107257.652207891,2.2888230826880895,6.198075948174849,0.26139194756870293,20854251.25953088,-8242060.262678841,15952257.58190595,19733784.457684506,292549.0814668998,-1991667.5685413845,46599114.549367994,11033705.619675621,-8891129.93924045,16019619.232228609,19888757.148430664,236988.943024941,-1988673.062007517,34197515.44617761
2,0,2006,1792.0,168,405422944.0589001,438288460.6652003,31163403.606300116,448747803.75926274,33521236.966553763,10500164.072740441,0.6884192887199592,2182371.942424628,2.582608582017777,6.3339472064079345,0.24179615576923594,3478246.2156229215,-2444868.781569464,18354987.45799328,12447691.450590426,621530.3986349354,-2037439.176849856,30420147.564422403,-16478987.260010289,42866842.46696489,2446069.4578947905,2388828.88927413,2163994.829370334,134488.5830610742,-281931321.0825571
2,0,2007,1856.0,174,438288460.6652003,453270098.3551,12732975.479599755,464254143.5128073,13186373.799169164,10429648.943606472,0.697067815954006,2181162.106978197,2.8237847096230464,6.105213493252191,0.2332963628081011,3843436.530196949,-7730109.009170144,9231050.824667057,10150235.0733644,-996388.4008243227,-1142396.8190714521,13355828.199162778,15863923.834339648,-38813893.87910521,16394602.419575032,22466687.293423884,-485603.66468336387,-2239342.2043830696,-5864972.963041694
2,0,2008,1856.0,174,453270098.3551,493444438.16789997,40174339.812800005,490174987.7261705,25920844.21336308,10611380.789364947,0.7231309613141923,2177156.637261646,3.2746704263222255,6.367154951015192,0.2256416489325047,4976741.145224755,-3400853.078334047,4770049.766675768,18144291.05648952,1485166.437130582,-888882.7512139729,25086512.57597278,5107318.697909683,-3888606.7035173643,5031894.685540708,18997914.819330335,1606737.3866950318,-934414.6725954771,24909575.188075084
2,0,2009,1856.0,174,493444438.16789997,454775136.53950006,-38669301.628399976,426228991.07552725,-63945996.65064334,10345667.001463763,0.8153655308434773,2179182.0271983445,2.36449633672596,6.283452810726941,0.22022074575193928,-1612658.7816892902,-24645344.591543857,357629.7173774266,-39995510.94729907,-474437.2344684493,-1068569.5825165638,-67438891.42014052,-1454412.2996091307,-22893308.0987617,409237.78297026554,-38637297.67345672,-355382.9784044836,-1014833.3833808355,-64974691.80519407
2,0,2010,1887.0,177,454775136.53950006,462006906.19579995,3472049.4413000336,458962160.8907086,28438883.993405763,10240769.094970142,0.8064021681151912,2160506.553656989,2.8070875842786807,6.449161214323193,0.21516976655936842,872520.643563935,1388037.0573773945,7841760.716648448,20234226.50333769,988476.5761237715,-955432.1111779404,30369589.385873225,5068234.01597447,-926948.6611189081,6575626.9467642335,17605263.12411198,846624.8834292237,-729916.3157549839,26506730.315612465
2,0,2011,1918.0,180,462006906.19579995,489720402.79460007,27071063.59879999,493226640.1421637,33543404.98159597,10130090.366327735,0.8114089126405514,2154618.801041884,3.536363066713934,6.6841407638125485,0.20846065229366723,529228.475261449,-3762290.397598442,6386284.997274327,29479512.420749187,1499393.4674105188,-840538.2337300974,33291590.729367383,846323.641020458,-4344462.900220695,6461747.432585622,29695923.66700513,1692777.036221782,-808903.8950168301,32743260.45361299
2,0,2012,1918.0,180,489720402.79460007,494701324.36809987,4980921.573499882,485600521.62751263,-7626118.5146512,10147136.571475845,0.8809998989382344,2195799.566414793,3.63369056854841,6.512877769613453,0.20564350456108363,-1239974.285393919,-15293408.370719614,7912738.889618494,3634967.156058142,-1005079.5710651361,-143423.80678730182,-6134179.9882892575,-1286018.0291905275,-16862053.199661564,8055075.527447546,3728786.649567457,-1112865.223204119,-149044.23961007767,-7783420.539715409
2,0,2013,1918.0,180,494701324.36809987,491588576.29900014,-3112748.069099813,492712169.4671119,7111647.839599449,10359969.724333111,0.8876944035111294,2288853.7701728297,3.5263376729155267,6.4809684484838215,0.2016354096105659,1053159.7424152223,-4512528.259564477,16434709.005198443,-3943930.05235459,-254659.10213323217,-366124.3857734889,8410626.947788225,3012596.277500062,-3138172.8955389177,10565354.94919149,-2668555.653724476,-347620.9722049434,-311953.86562451057,6906861.6174701145
2,0,2014,1918.0,180,491588576.29900014,490917921.5543,-670654.744700022,495444970.2801993,2732800.8130873735,10459544.214655265,0.9011946185620606,2323961.4461950413,3.3880991878436446,6.40110750625897,0.19978111427284623,3298341.868743459,-3533981.250696392,9342705.219667336,-5386567.300319951,-469712.2309259433,-124991.64073684732,3125794.665730642,3358761.2771864897,-4565198.448062187,10118925.855047591,-5702205.984154812,-352890.6546454487,-124591.23228327051,2603739.9488469698
2,0,2015,1918.0,180,490917921.5543,474277921.37829995,-16640000.176000025,462095207.09938115,-33349763.18081825,10655517.204800684,0.9213835709021665,2354320.630337848,2.4541552207237545,6.203576029843352,0.19871345641146,4404931.476972894,-4166101.626410228,8995339.285042219,-39958659.17578258,-1105648.1079584046,-105027.52792716758,-31935165.676063053,5533095.590591294,-4743532.579190795,9919679.462157061,-42870390.53641195,-1074684.849567338,-113930.26839674493,-33479979.18072393
2,0,2016,1918.0,180,474277921.37829995,449539803.32610005,-24738118.052199975,453409214.7605558,-8685992.338825423,10878058.449869592,0.9561257450651454,2384904.927107288,2.2069762253195373,5.942521062032088,0.19864152970634533,3678838.0064626867,-6450864.251281792,8554760.332214976,-12277568.460245302,-1333043.8966198224,-116523.39200084779,-7944401.661469513,3590118.9386438536,-7546783.222212493,9326576.02626106,-12669044.492863514,-1230081.6508746038,-156777.93778029672,-9247913.942848952
2,0,2017,1918.0,180,449539803.32610005,433514547.7301998,-16025255.595900103,473934276.9672476,20525062.206691816,10904604.16825754,0.9719897199327114,2409929.87319819,2.474006694176112,5.847785513517271,0.19816810295453513,802162.8676625508,-2375696.9855229794,8154268.504447343,12864292.650041917,-442730.3787709604,-157249.15992374986,18845047.497933675,834077.1396350121,1932991.0713942111,7041772.979881162,11400214.932634417,-517782.7266357118,-166211.190216956,20337228.329496782
2,0,2018,1918.0,180,433514547.7301998,425040935.24130005,-8473612.488899792,501819598.37339175,27885321.406144083,11094710.65210917,0.9746703493712686,2436479.5574530866,2.788417511325652,5.723066775746844,0.19784276266998238,1842702.1402590242,1041158.2182605149,7239706.885397259,13363459.656417243,-587190.0222593996,-136579.97864899982,22763256.899425663,2352037.204210832,3191142.5918870345,8269806.758372552,14831416.529989416,-598674.2556968741,-160407.42261887895,27693632.46607724
2,1,2002,68.0,6,0.0,24668363.152999986,0.0,25332694.247193687,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2003,68.0,6,24668363.152999986,25149939.62999998,481576.4769999944,27003684.953229524,1670990.7060358417,4168198.2595617617,0.6194133663758841,2984084.383835682,1.5734105767617488,5.983240998690675,0.34694296218837767,226170.7338651342,178656.72000952333,601945.0402374067,719720.4080281081,55479.777157771,-154557.26604129738,1627415.4132566857,163485.02232752834,252763.4602073133,627374.7436310665,736754.3186351659,54299.95201831253,-163686.7907835838,1497235.5728899448
2,1,2004,68.0,6,25149939.62999998,26852144.500000007,1702204.8700000253,28904813.47801728,1901128.5247877557,3627619.9885500474,0.5753859625348287,3007163.555027863,1.8503994052887514,6.192943212194104,0.33384584394550343,-501999.6250060637,716099.7872252509,656228.8193010762,921889.207512578,56746.043756584004,-148225.84722715637,1700738.3855621757,-333402.4968140903,599281.7992022494,770402.7890719615,993236.5507299845,41315.344150905854,-169705.46155315093,1692123.8348383573
2,1,2005,68.0,6,26852144.500000007,29604627.70999998,2752483.209999973,30715558.98954382,1810745.5115265404,3661198.477192576,0.612145421632445,3005899.020928954,2.2721435563554335,6.2960953584172765,0.32789775675726457,258251.7724625709,-673617.5893916383,860519.8787420454,1333618.4901519471,42844.748171597756,-147852.93064489696,1673764.3694916996,293450.5054485895,-719750.4896107856,940915.5672914401,1417754.5039369813,42166.28318922752,-163790.85872899942,1628946.7870939823
2,1,2006,114.0,10,29604627.70999998,34752825.40799997,4451751.339999996,34425235.48677304,3005769.431938242,3969488.448515245,0.6068151009315742,3058687.567533958,2.5671894381001827,6.5719693485819555,0.3151631049437685,783385.5185449207,79412.71055460486,1097704.181874377,912285.5190857578,102324.17952598268,-169609.04239388654,2805503.0671916907,827395.4711275765,87929.82215378938,1189189.7928160734,978195.5446043522,108440.03542278711,-185381.2341862664,2803049.6173500447
2,1,2007,138.0,12,34752825.40799997,38056500.50050005,3161185.0925000813,38274912.38921545,3643734.2144468017,4765760.621072812,0.7596542067735552,3050063.804238305,2.836777972550853,6.213874175172791,0.30812162273650434,1941049.29505123,-1098116.1971339015,518067.27349832474,889399.6172783877,-148253.9243429157,-110029.794968365,1992116.2693827655,2172707.5952185346,217410.21288156553,620937.1792788623,940345.3445175354,-178953.6945409776,-128712.4229087233,3489787.2956328485
2,1,2008,138.0,12,38056500.50050005,43978235.513,5921735.012499946,41638668.05182835,3363755.6626129,5751291.213894108,0.864311146965255,3274070.5408092462,3.250441047022303,6.552968062261361,0.26776796296172545,2912826.102174056,-1928789.8155871667,84533.49850203472,1410067.9311191041,38456.408011309,-77473.38905726011,2439620.7351621212,4121669.5821601264,-2196638.0701596844,141447.99417603872,1315393.9648041641,60290.823591896675,-78408.63195967933,3279427.848621811
2,1,2009,160.0,14,43978235.513,39580423.073,-5748899.440000004,36141143.71800554,-6418898.689893143,5123111.255244744,1.0225962914746443,3045145.3970965296,2.3361791366893216,6.580684080213293,0.2589376162571638,-30778.039401973227,-3710645.5248127608,-321159.46600317507,-3621164.3015999645,105376.66405006405,-94375.8058953385,-7672746.473663244,327123.37217076524,-2983727.4940479565,-298365.21443753433,-3444694.821994275,82813.81257466828,-102048.34415870548,-6532553.721808904
2,1,2010,160.0,14,39580423.073,37500188.87799998,-2080234.1950000217,37232820.70059203,1091676.9825864998,4755017.488886502,1.0907776053814744,2922610.0432612095,2.7946228933193185,6.595284133856382,0.2639730542851664,537223.0280976663,-1083740.3628087775,286919.3389834129,1849904.1720472246,66318.10870499042,-47454.7160815878,1609169.56894297,106647.40131160899,-2061696.1142201216,429108.07061578124,2598220.3138011573,66915.82689078414,-47518.51581270243,1028831.6004627853
