CLUSTER_GT,RAIL_FLAG,Year,CLUSTER_APTA,CLUSTER_APTA_HML,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled
2,1,2011,182.0,16,37500188.87799998,41050749.891,2911530.013000024,43135891.34895752,4161569.2066170825,5172791.979986784,1.0980860888172383,2860923.5894555934,3.503522616431873,7.001564389936563,0.2657756105725829,1616389.969776281,-387765.0658814106,393249.01763032563,2327870.047070769,210715.27841476398,-80872.3006024979,4079586.9464082755,1456280.6974669802,-238609.53180687758,399879.82123458217,2399541.39748667,231088.26827948727,-86611.44604380336,4062450.8683696403
2,1,2012,182.0,16,41050749.891,45203526.61800006,4152776.7270000624,44893573.64754922,1757682.2985916878,5872356.245139809,1.1228993418883675,2834086.9039772055,3.5940618697045172,7.19564198884734,0.271867971533539,1830405.3948280218,-966570.5003288208,554081.3459450362,291680.7212727611,113926.61121837805,-12905.72510511162,1810617.8478303317,1474297.1465323563,-626237.6427704924,517731.32147987775,288806.15283089585,116765.65225765733,-13680.331738685049,1742151.420808934
2,1,2013,182.0,16,45203526.61800006,48955132.653999984,3751606.03599992,45745350.918176115,851777.2706268893,7520735.421481797,1.2039033251902302,2824868.92211802,3.5063396952070085,6.503182835962242,0.2851978742552359,2876566.4863356343,-1846838.8016115308,883638.1243622104,-305918.6684225718,-335961.78785381635,97230.11903362029,1368715.4718435314,2484585.0545194056,-1673373.5523731494,544448.0865073164,-288806.63042551174,-303250.4830739546,88174.7954728004,931588.5975476417
2,1,2014,206.0,18,48955132.653999984,51089604.63499996,1518060.9809999785,47806872.24773889,768381.158134945,7835922.770691086,1.1977622449907839,2782371.1453963877,3.3893911232591143,6.61019360969823,0.2965740372657,320398.1025757632,343121.3618242015,660263.6416041561,-449625.2379035674,109761.76348982066,-8925.652652964542,974993.9789372674,272735.23770670267,217682.93151210324,609457.6867106922,-432216.73574350885,109378.70310140212,-8656.665152305564,759890.9075510774
2,1,2015,206.0,18,51089604.63499996,50214163.539999954,-875441.0950000026,42692317.08661573,-5114555.161123164,7955666.5319554,1.2997425687020066,2787017.9546680013,2.445815917748294,6.309004253766231,0.29870208739940146,320681.1323437336,-2018948.7945073133,826484.638422447,-4186997.9596453314,-144930.89797573365,-13230.498165481662,-5216942.379527765,437764.41359914903,-2256665.000857228,774383.1500691908,-3909483.8275440675,-148054.78465966464,-12499.111730474076,-5126599.876422161
2,1,2016,254.0,22,50214163.539999954,50608672.239000015,-1335573.3009999406,45516696.64185661,913146.2352535818,8002977.186794323,1.243024646759903,2793046.98651575,2.198117178143878,5.910246880557716,0.29977542247235667,113307.09467129447,1934901.1288350946,785560.291561318,-1313483.96225201,-213748.4983749549,-19633.279501251593,1286902.7749396267,88428.2361523266,1481378.0422425806,715485.6931698216,-1178252.2848727154,-177463.08883185213,-16430.36260668257,897016.1544921498
2,1,2017,254.0,22,50608672.239000015,50131935.450000025,-476736.788999987,47789852.4927593,2273155.850902696,7725372.179694365,1.2193377869514679,2829460.048803894,2.4714622732179286,5.757901084226071,0.29166265996280516,418444.02893954463,-125602.25883464143,769234.044436151,1486490.6233976644,-95269.00984027835,-32724.54692599502,2420572.8811724577,467910.5885622922,-82733.58566555535,652823.7260011685,1334926.2346015305,-72359.53604036514,-27411.576556390133,2250175.2898951983
2,1,2018,254.0,22,50131935.450000025,50980094.31699997,848158.866999946,52557722.69580392,4767870.203044603,7685093.708084139,1.157991441972821,2831122.439487282,2.814433721124167,5.516269703626613,0.2903305265955815,1356171.8393595393,1154530.6019539183,644487.8272218811,1684554.8264965895,-123318.44791170901,-28333.821729863237,4688092.825390423,-128274.3336775546,3120504.8154464457,531365.5542135591,1364174.8677846894,-97745.79475444453,-22154.90596813048,4714148.179391738
3,0,2002,1551.0,142,0.0,104886883.14840001,0.0,98166025.07487476,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,2003,1783.0,164,104886883.14840001,116487255.5426,4406071.259399995,114177761.30092853,9463278.031594973,3494721.492842518,0.6108866401250346,777524.1893557698,1.5761165968825412,6.406179369702044,0.16421765878315614,5809125.678869946,-2259736.2610427244,3899589.17924148,3230517.820541861,154450.50682140002,-315368.96614243847,10518577.958289633,5582956.099667566,-2628685.545712624,3642970.540884687,3108962.3538969373,46671.39814034083,-289596.815282066,9164054.60003029
3,0,2004,2013.0,185,116487255.5426,138440144.88259998,1438616.254999998,142595533.74925467,9927215.800372524,3254002.051631349,0.625848518991336,773921.6410804882,1.8722997847635958,6.599821506637872,0.15219211939032887,-2386129.5217521843,1441827.8410135284,4631157.37455312,4612025.313138344,60534.0535693579,-310819.12835720606,8048595.932164971,-1365480.1129425997,2531063.891564989,4445663.762476231,4527875.69187758,82070.53651389555,-293977.9691175771,9615112.156462595
3,0,2005,2279.0,209,138440144.88259998,159135584.79590002,14063656.652300019,163991281.3341541,14597374.480244623,3302498.9472965333,0.6286784308222891,777123.4087296418,2.2985561055613197,6.700186262190898,0.1451445387901052,2106132.0181503296,-1996920.546596596,5840852.4281432815,7038203.365537532,95032.4473665164,-344532.9796151174,12738766.732986001,3255841.625053023,-2480161.120473569,6410495.461468675,7734374.351734956,48272.92568924635,-371448.7632277425,14179253.3140458
3,0,2006,2706.0,248,159135584.79590002,184657933.7993,10409382.189399995,203656905.66465995,19437594.977704898,3244842.1030411143,0.657887203264467,801858.0347505073,2.5911628781999907,6.730139480850249,0.13554044339257082,14673393.481730398,2484380.56779703,7317586.962774035,4877088.34726718,-19621.67124398218,-421663.44983850344,28911164.238486037,2668324.3447811534,3780074.9524516133,8061682.145786427,5505769.618512935,-67556.25820391197,-510699.82562318176,18685802.384524025
3,0,2007,2838.0,260,184657933.7993,195914607.85500005,6370128.665699979,210278351.1368696,1562807.634510809,3065080.977317137,0.6942865848305861,760996.7773193059,2.817042477236377,6.90378251715181,0.12674033657041459,2426873.8739104,-6877678.515114807,3044495.6110498495,3987340.930550328,442526.56327875314,-162328.14756815307,2861230.3161064256,2901911.7203312228,-9469730.831224304,3318116.5918060327,4382255.668364581,579608.2317615828,-149353.74652834208,1441200.801506068
3,0,2008,2838.0,260,195914607.85500005,208980783.49160004,13066175.636600066,217111999.77667737,6833648.6398077,3031867.2959515345,0.7146151395991007,755250.1664606545,3.2897390760494236,6.8255125427531835,0.12231488530243553,50420.86720596833,-3550724.0845978055,1475269.5898128545,8220754.0590374945,-185501.7066054087,-134190.2897626528,5876028.435090588,646922.2814512406,-3338877.7023375714,1580202.7210183772,8330037.468098271,-268734.54948518676,-115901.5789375465,6734020.161107
3,0,2009,2872.0,263,208980783.49160004,213095890.1789,4115106.6872999584,198051297.10805166,-19060702.668625616,3083398.5016619116,0.7501359039008371,737477.8628229356,2.3747909915065293,6.872628121338633,0.11947213726355398,3011426.1242104582,-4405147.370217681,-1059119.5210422685,-16980931.802337684,143794.36716804083,-157032.2730700071,-19447010.47528921,2325419.178207198,-3518494.4833476553,-1108300.5919937957,-16743038.40216835,110700.01060995071,-126988.37993288008,-19143753.68229547
3,0,2010,2872.0,264,213095890.1789,217636895.63439995,4391006.13689999,209929029.05238846,11621376.958384644,3001232.4613721226,0.7429743116215373,716546.5397401949,2.8114329162405074,6.950004932333315,0.1162890658257188,-477771.5474958572,446696.01431759965,2469139.1705684317,9314228.837166926,344678.7315580308,-274523.8061419281,11822447.399972912,1168729.9506330832,80409.74177256979,2157388.6688125557,8192829.697596146,265388.43072204414,-243369.53115154497,11327565.454850828
3,0,2011,2940.0,270,217636895.63439995,229944107.0905,12198408.456100032,223023006.0719567,12711470.535363134,3020772.92413102,0.7800677883369787,735457.948344704,3.545278344565554,7.047249112614142,0.11763477586305948,-529002.3032074563,-646872.0938505236,1903212.4523238437,14018690.58611032,187219.87157650653,-107707.57917959172,14825540.93377315,-564352.947743134,-3295979.904207806,2002915.364004682,15152682.108984806,-499323.5610563826,-84470.52461908538,12788999.255466642
3,0,2012,2940.0,270,229944107.0905,233013165.63569993,3069058.5451999186,219059972.6984446,-3963033.373512089,2972527.169278408,0.8635489909227191,740433.3514338725,3.6428698842782947,7.173071571675601,0.1178750113131769,-1490795.5841942858,-7443469.386129341,2397966.8413480558,1722097.0031236894,329306.6352402443,-46205.928676579206,-4531100.419288193,-1862313.255457484,-6774594.03004269,2636969.5243099015,1643684.309578109,453809.63081248605,-60589.55271245914,-4885463.535560993
3,0,2013,2940.0,270,233013165.63569993,229108945.81530008,-3904219.8203998953,215622993.63537055,-3436979.0630741036,2894525.9014122398,0.877993566400659,735926.374578314,3.5419139580693266,6.908875915594105,0.11596589826472314,96439.10809894284,-5207691.697002509,4687086.330048158,-1830612.7831469942,-730818.9522349046,-56129.659170252016,-3041727.6534075616,72511.6123355945,-5021890.256711782,3963466.585630547,-1712044.07627091,-699252.5909946038,-39770.337062939616,-3472146.6094980473
3,0,2014,2940.0,270,229108945.81530008,230644017.96789995,1535072.1525999687,218501463.38973883,2878469.754368318,2897047.6806477513,0.8797876737143664,737180.5531764672,3.409956678508254,6.957189052716329,0.1112083124432305,2401865.4505814393,393532.0345831806,2297993.374087555,-2401487.85116248,184145.9418006819,-40441.28030685087,2835607.6695832917,2572437.8300636313,290704.93633930816,2274911.253524375,-2337268.747762615,117769.3264233018,-40084.8442194437,2838449.960573289
3,0,2015,2940.0,270,230644017.96789995,222316433.4147,-8327584.553200019,203049813.4842694,-15451649.905469442,2953263.8776920475,0.8959704939045962,745272.7851776186,2.4599683207252063,6.848056061707423,0.11068917531311691,1768217.4438932564,-1455940.3589720954,2864061.419533051,-18991723.89300054,-273025.3686818749,-75449.31771410163,-16163860.074941903,1833069.887534181,-1275516.2535644819,2714524.875264429,-18335103.24689132,-318292.1692939258,-70332.99851868018,-15521095.455576679
3,0,2016,2940.0,270,222316433.4147,207766205.66869995,-14550227.746000038,197156703.79488173,-5893109.68938767,3045191.2809018083,0.9513264217115801,771696.3556208833,2.2216588507008797,6.82046983163402,0.11027919179239783,1027363.881203276,-5358365.804217185,3265670.7738802177,-5423259.323236104,-54728.12888720635,-38564.34175807654,-6581882.943015064,833496.2628180467,-4648241.59046777,2917988.6149511654,-4971101.541231475,12021.614390941912,-37273.04984859259,-5930600.049487333
3,0,2017,2940.0,270,207766205.66869995,202586026.20899996,-5180179.4597,205651324.45198065,8494620.657098858,3099356.9121404793,0.9598435630052127,794433.1237871281,2.4842578890715488,6.5872116937638365,0.11007907918564117,919669.7563291978,402215.39552898495,2667813.314202239,5823068.971848315,-556871.6066848492,-53690.112420231744,9202205.71880362,867269.3301685043,33735.1990381942,2576497.3649737416,5608578.07720579,-536584.7861605572,-54874.52812677044,8438259.656389812
3,0,2018,2940.0,270,202586026.20899996,199384554.1619,-3201472.0470999684,216466693.6508805,10815369.198899847,3158152.3316183956,0.9625861571239035,801809.717545081,2.776552249424522,6.41319033647651,0.11050110850994584,1097265.6786421246,1123820.2229160876,2357307.907533146,5806911.398066914,-397611.1852190901,-48382.20208261278,9939311.819856418,1208263.1997970724,1579298.03626712,2434781.950790999,6025422.508058821,-381232.0721263384,-51164.42388766604,10763035.327397816
3,1,2002,57.0,5,0.0,527677.0,0.0,570678.5388228544,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2003,57.0,5,527677.0,475712.9999999998,-51964.000000000175,572699.9565024388,2021.4176795843523,64545.325481307664,3.5730031634148824,862277.0826658638,1.53,6.990197791451967,0.0604341345682362,4296.618693331286,-30884.935298017408,18796.185296105654,15537.665435277208,-886.5274465174859,-1127.7096845906399,5731.29699558896,7507.955765214538,-40864.0462310868,20446.572950635367,17034.942475305448,-867.423295448154,-1236.583985036772,399.33226176160497
3,1,2004,91.0,8,475712.9999999998,560441.0000000001,44736.00000000022,631389.7669579242,55637.13069713401,65533.45220752847,3.72056547417758,894069.9157527544,1.8500000000000003,6.839325727907372,0.05482037213722018,25054.864681090236,-14207.084805634742,16509.750559230455,20390.736314849266,-831.9725430637579,-927.0640445269428,45989.23016194459,26347.743921532507,-13436.982510501632,20198.26491097237,24595.072349768074,-946.8868649565022,-1120.081109680947,54231.16440026279
3,1,2005,91.0,8,560441.0000000001,698452.0,138010.99999999988,802289.2323446139,170899.46538668952,57782.90135625335,3.572251140804579,904712.8898633043,2.2950049336147775,6.710092587801392,0.049075950767616554,1369204.5196093796,-9183.299614587006,21858.267744245546,29712.35927278233,-925.9615187120789,-956.1799374575526,1409709.705555653,101995.16678117342,16677.925387353745,23116.006588120763,30864.19684693592,-725.8892616203714,-1027.9409552757513,169600.3242089406
3,1,2006,91.0,8,698452.0,652821.0000000002,-45630.999999999636,587242.8857691472,-215046.34657546662,59599.06634958453,10.711432234578377,977198.5315977472,2.57401845796132,6.307191360322542,0.045809480347367385,-22051.21265337052,-128112.92064127012,33689.26466921266,21143.668823858356,-2730.5681260117753,-1047.9229185671475,-99109.69084614962,-20965.851294192795,-264167.96013011766,46031.499668043754,28458.03704746269,-2906.5235184478806,-1495.5483482129698,-217397.7290890142
3,1,2007,114.0,10,652821.0000000002,789754.0000000001,-56297.00000000019,980351.2813112412,178555.90862695276,70824.3691777685,3.6358548630045022,1064361.3048021581,2.7777039647927997,6.5317589660871835,0.04380785294014613,-11901.926910004717,1265241.7624783926,18896.054564642563,12635.099453572264,1361.5339234023147,-783.7061118820287,1285448.8173981225,-17410.281208059976,160921.75201459986,20643.868626912867,12476.089701190647,2748.954961223614,-824.4754689139764,177514.95838124005
3,1,2008,114.0,10,789754.0000000001,1367884.9999999993,578130.9999999992,1507500.459426658,527149.1781154168,373406.9011135113,6.981913179401065,947166.6435010271,3.283877245319429,6.636331718484491,0.04826691562556111,96906.35944481994,152382.49487442122,-365.39043438649037,34806.27421290477,2652.4180064981592,-379.51601012866865,286002.6400941284,149939.64272394747,317306.1276540188,-1039.9528776682055,59268.69100181713,2477.1235033023086,-802.4538899995837,525471.8967336654
3,1,2009,114.0,10,1367884.9999999993,1258963.0,-108921.99999999929,1212897.5224013424,-294602.9370253155,427633.111507181,7.033951191895817,1227382.8934501957,2.363058780526141,6.410177712307687,0.054696310373584696,-90839.51370884122,-62959.036031057694,-15086.529823466215,-112828.08173193445,-1951.5822423837412,-749.7289043244535,-284414.47244200786,-93031.14420392957,-66375.10647030611,-15609.475722892457,-116614.0946732743,-2214.6585753417235,-758.4573795712729,-295369.78372815764
3,1,2010,114.0,10,1258963.0,1454076.0,195113.0,1549066.9970447076,336169.4746433654,569135.4279792184,5.687701773988015,1203240.583736225,2.800467615013309,6.798723083998498,0.05279411673585962,54766.4436721861,190567.699581877,11898.686013100492,55530.19504247059,5746.625040675741,-628.7917095925952,317880.8576407187,54064.78602698058,208827.18077015248,11628.152502415602,56179.96177994169,6078.203731337266,-608.8101674636334,335573.62341139175
3,1,2011,114.0,10,1454076.0,1466497.9999999998,12421.999999999694,1692835.449578829,143768.45253412117,705580.7795734194,6.250768868522365,1214138.2111091237,3.565532372448208,7.213653075905249,0.05483289336946712,-5588.7810615952485,22791.477443447755,12444.703759301676,96135.97297004709,7149.052639553149,-519.0050464541288,132413.42070429714,-14625.667094671273,24834.865814058667,14632.155841185035,111303.0068656975,8202.37045555313,-578.2793476991071,143097.42201078328
3,1,2012,114.0,10,1466497.9999999998,1978269.9999999998,511771.9999999999,1985109.8629995603,292274.41342073143,761930.9249886469,6.122519026546865,1218560.169515601,3.6712035134040417,6.745231531171539,0.05522889253297601,37198.976659669075,171917.88289436552,20130.197326328293,11505.83408505253,-8216.684507587257,-110.81131154806081,232425.39514627896,44034.7992327055,219053.26778696917,24265.089706787076,13510.910927307606,-8428.714284193924,-160.93994884249958,292045.35130772734
3,1,2013,114.0,10,1978269.9999999998,2146841.0,168571.0000000004,1998736.9641168735,13627.101117313025,692422.0973987367,5.247729272616944,1407143.3868068564,3.5664260085832566,6.88942619561536,0.05493201713721873,26455.720164619182,-2847.594900006923,19102.713492206985,-14215.685627371604,1411.8332096536378,-264.9166854733511,29642.069653635073,31012.232220253038,-23430.57038309123,17801.002190286097,-14870.840641912211,3370.287719192949,-255.00998742331757,13376.864221431886
3,1,2014,114.0,10,2146841.0,2216859.0000000005,70018.00000000044,1869276.3274748456,-129460.63664202807,611443.2095865508,5.625448650311211,1474811.4434980147,3.4380642162134976,6.926105244869088,0.055117532725974666,-40864.771389122565,-92674.45269169437,24501.961752355357,-21146.59597202962,1179.6351324148059,258.4789363198438,-128745.74423176284,-37232.377980930956,-94478.48376810495,21506.89351555698,-20372.997574702098,871.0479730428888,245.2811931161653,-129216.2854516072
3,1,2015,114.0,10,2216859.0000000005,2242261.0000000005,25401.999999999985,1719990.26707163,-149286.0604032151,512294.11662627134,5.177420775007911,1542581.177409196,2.4229813713907826,6.666669896461616,0.054263711312023406,-10551.160549102155,-1552.8496515718325,34978.5114502669,-193023.8976641372,-6380.164029928696,-37.68238458825002,-176567.2428290554,-11686.349612138702,-9914.493055471008,25882.397409346304,-148977.99114126345,-4530.373843510286,-59.25016018244561,-149350.63482013287
3,1,2016,114.0,10,2242261.0000000005,2233336.0,-8925.000000000378,1717191.6197961427,-2798.6472754876886,485284.18866091,4.448972606493082,1601438.760087189,2.211873912091411,6.576106367635169,0.05276179062176648,189.24205956375954,-3157.4652221948854,49807.88797933551,-49127.145858540294,-1633.5080499222358,-242.13440722009764,-4163.123498978355,3669.826961085988,-3339.462861613625,39111.13261070383,-40149.888367705316,-1895.923713642519,-194.33190431541482,-2960.2903560572304
3,1,2017,114.0,10,2233336.0,2101660.0,-131675.99999999983,1878254.5600492985,161062.94025315566,610524.0140449085,4.92802045337536,1583978.3377264454,2.470840482578528,5.936621932391722,0.052855297999000156,24811.403270139934,50902.01330858489,50148.142956107666,60871.24147344971,-16774.924295152243,-177.2808850676717,169780.59582805683,23505.411218957503,67346.68148203385,36995.70245288639,47604.030035737975,-14239.722884288647,-149.16205216778687,160923.98639959132
3,1,2018,136.0,12,2101660.0,1978653.9847999997,-190559.0000000003,2007429.2156493985,61621.67080010034,631019.4820132657,6.118141768290467,1509442.619844713,2.7404913734857215,5.351962210823826,0.05280256244485225,-37187.598251803756,-14996.169053167832,36111.78660461282,56075.38907187125,-13346.516247887053,-178.0824235856629,26478.80970004307,-30332.068839588144,20439.408538733107,32015.449087969304,52096.54803249151,-12409.870328642926,-187.79569086551342,61403.68405356876
4,0,2002,145.0,14,0.0,606988108.6199999,0.0,486860856.9951455,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,2003,145.0,14,606988108.6199999,590395067.6400001,-16593040.97999984,516055312.1870148,29194455.191869404,28870895.16820492,0.6306081599349421,4801660.276192534,1.6807862963208378,6.305213180220769,0.5148211822676815,-2074377.9239623726,-1721082.2864598874,24092963.123815574,21941676.8309129,-106696.90534930996,-6131922.200009988,36000560.63894742,-87278.1309614561,-257847.54406165658,17493209.238416497,16904197.32555122,-154742.639064409,-4703083.058011152,25101809.823444385
4,0,2004,145.0,14,590395067.6400001,599704866.9599999,9309799.319999967,538531517.1388743,22476204.951859534,29343081.925832827,0.6810708205917795,4964262.103376732,1.9700792167807004,6.332830906522442,0.48449894158229295,4771200.081329457,-17570275.631117783,25571363.011904486,21563797.620398868,-132869.15259657748,-5446652.565877406,28756563.36404113,4760953.295234457,-15333456.001646413,20469064.180471823,17381487.52669324,-141229.0263742638,-4660615.022519546,18120661.076994695
4,0,2005,145.0,14,599704866.9599999,608584615.2699999,8879748.309999868,580390911.5451847,41859394.40631035,28552688.808261923,0.6751507453379851,5108606.712869768,2.380897819148825,6.343457100776437,0.45879977223132473,-3909792.0397580294,2175256.216702493,25573466.054686233,27854813.31635229,-240530.54729602434,-4904782.285015196,46548430.715670876,-3130991.0995201357,1719917.3466154225,22889003.972817227,25060625.339875937,-198840.98074625595,-4480320.172731021,37728509.426957235
4,0,2006,145.0,14,608584615.2699999,623063480.9900004,14478865.72000048,620974689.8412416,40583778.29605685,28411702.085356537,0.6878958142439902,5374036.939077147,2.6868026186154297,6.330060315398022,0.43110014084530784,1496774.272464907,-1636534.940023348,29755959.347763494,18927752.80435251,-89297.39894879248,-5086550.328692839,43368103.75691564,823465.5809182726,-1632320.4583556654,28180444.366598193,18217495.123488747,-51818.739610429155,-4953487.576982034,35706956.87106064
4,0,2007,145.0,14,623063480.9900004,630760140.8100001,7696659.819999579,629203773.7426519,8229083.901410371,28935272.35070007,0.7382051170291416,5492853.53556504,2.9190700205488223,6.253730946123508,0.4206731171510585,3954634.906954463,-18676692.712842595,14892637.66269417,13541158.433279155,-511833.99991159176,-2801159.7424468184,10398744.547728127,3615806.613739224,-20758296.603501525,14947253.154562987,13770149.381794605,-490431.46660511056,-2855397.1785811023,5260597.272958827
4,0,2008,145.0,14,630760140.8100001,657725482.7399999,26965341.92999993,668999012.339781,39795238.59712905,29749742.49201723,0.7341835560191439,5565772.080115192,3.3823297019940304,6.223644354588334,0.4141423328615225,6181112.423338924,256285.20214437175,9056606.945906216,25380223.175350204,-172594.27740064985,-2282056.1892551957,38419577.28008284,6503922.688818771,514080.2067739375,9219789.405746486,26009737.82389018,-129319.64665568733,-2322971.881443582,37425508.905821815
4,0,2009,145.0,14,657725482.7399999,610996351.58,-46729131.15999999,570541967.4575385,-98457044.88224238,29319806.7326665,0.8745831795480605,5492028.282340277,2.494590430449224,6.387107289358361,0.4033243873218709,-2742510.5392440655,-45785152.5227014,373497.48623600934,-50854966.94986996,1088061.019513922,-2582036.704054114,-100503108.21011813,-2641232.35157089,-44779346.40536779,300405.7966292767,-49903551.76883159,1082971.9363138152,-2516292.0894167004,-100911166.60112742
4,0,2010,145.0,14,610996351.58,579208483.6400001,-31787867.93999981,576899188.8321333,6357221.3745947145,28459333.085773706,0.9159170328957512,5481209.900466205,2.933399227524238,6.536512317959691,0.39565559457944544,-7527031.358517672,-12224310.58697685,1775486.2447035797,26006224.88159826,1152809.6459094349,-1303922.485254732,7879256.341462383,-10138978.052420588,-12487416.923893638,-407707.4466616176,29393000.28741275,1296482.560022525,-1298159.0498645897,5045924.620381212
4,0,2011,145.0,14,579208483.6400001,584656925.09,5448441.44999991,606349126.3661598,29449937.534026466,27271283.292562395,0.9342540581815516,5555710.152640115,3.6407005134991297,6.732494714713291,0.38759780029665114,-8353382.156780202,-5111585.182192411,9452773.903514158,34842205.23275136,1348798.2960242596,-1845555.883964493,30333254.209351476,-6900262.3548167655,-4037901.4691963578,8692173.484722262,32101054.518007033,1334483.210069301,-1739609.8547579094,27793060.63692377
4,0,2012,145.0,14,584656925.09,594431396.6999997,9774471.609999608,611540563.5904648,5191437.22430509,26765783.705871373,0.9673407332692228,5623437.0528047765,3.7928772357286986,6.628794058966648,0.3910870594600216,-2583299.200991157,-8641881.257712958,11132435.087121367,6435993.868854245,-752093.6473803031,-146688.98051731847,5444465.869372932,-2587463.2466565925,-9683282.256809916,11753841.805444818,6665564.191883827,-799813.3025694632,-157409.9669865664,5021727.077074213
4,0,2013,145.0,14,594431396.6999997,589621129.38,-4810267.319999654,610443206.2053424,-1097357.3851224557,27237148.75219877,0.9955846600157574,5708441.56338432,3.6613056673374063,6.516801892182758,0.392145331381044,3860475.539730947,-7830746.251330102,10498127.963968115,-5863104.213394174,-800301.8619675622,-210996.46212012044,-346545.28511101287,3963313.4790398795,-8949776.95847413,11075467.215348572,-6178052.077075876,-788073.445096826,-220235.5988660781,-1327646.2203904039
4,0,2014,145.0,14,589621129.38,598020534.3300002,8399404.950000145,620245742.7672008,9802536.561858382,27441981.984951653,0.9960997598458653,5844234.486647147,3.5397094443790027,6.5407932384963745,0.3908330215635692,1531276.255580178,-242077.0949348301,14480476.573023463,-5448062.208890943,206641.56940492382,-288016.9348268882,10240238.159354078,1797996.0338709836,-1139517.074181023,14782762.377488432,-5491706.764697977,149848.74081589922,-296846.7514360987,9496750.286272097
4,0,2015,145.0,14,598020534.3300002,590513961.68,-7506572.650000073,591123705.911413,-29122036.855787896,28444377.244366024,1.019371669535875,5931238.600430602,2.737872877867772,6.27509263866384,0.39094103266005276,8259441.292822839,-6337242.422932216,13979577.018137103,-40230891.796370864,-1992143.4575903018,-325514.24675873265,-26646773.612692192,9636279.52695032,-6483918.974918629,15414258.566610338,-44991258.67072083,-2341452.116684714,-355945.18702432286,-29511922.96887306
4,0,2016,145.0,14,590513961.68,560618579.6299996,-29895382.050000254,586469551.2548648,-4654154.656548176,29159894.86095577,1.0352854208485942,6009531.092186777,2.4243570809006454,6.051233713786254,0.39153656372043655,6355226.742989289,-3371695.678091484,11919880.364630299,-17689750.2527017,-1671513.3667031538,-133057.90217411256,-4590910.092049848,6058850.28354015,-3126318.4111052305,11730760.07282348,-17411430.94484526,-1796339.0081058391,-109676.64885646576,-4746638.968668529
4,0,2017,145.0,14,560618579.6299996,542420354.5500001,-18198225.079999752,625104097.1210232,38634545.86615833,29869201.6079871,1.0203641178293206,6144859.333298671,2.7074276652808202,5.853195166515857,0.3898207091813806,4014136.0097196903,4756232.9038830865,12040153.298056627,16185966.212868068,-1337290.4204629215,-165116.75880011942,35494081.24526485,4594879.612948696,5670059.075779311,12791603.412946112,17199737.150876876,-1450401.0203555175,-171332.36603756677,38455432.62108103
4,0,2018,145.0,14,542420354.5500001,536252012.9799999,-6168341.570000134,676782592.329088,51678495.20806487,30669090.61184253,0.9773021323980567,6283393.600454831,3.0974437704327116,5.658260480401435,0.3879575908179703,4642034.134807789,10778684.434943076,10691205.643089676,19073536.5337419,-1322308.7649373123,-148408.5236570355,43714743.45798781,5518367.282055677,12859619.74108039,12669170.65767882,22332406.022832446,-1538431.7054527786,-162636.79012942646,51499002.66037248
4,1,2002,82.0,8,0.0,174655518.52699998,0.0,156778761.47740647,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,2003,82.0,8,174655518.52699998,169051406.07600003,-5604112.450999917,164529143.36375597,7750381.886349497,12568618.701450443,0.7847131023552157,5286248.0790979,1.6437033762374937,5.886026574663126,0.3788474552645811,882427.1929185829,-2713359.927153226,6829488.067467718,6051842.200750312,278849.93753625004,-1258790.9677295298,10070456.503790414,1649751.9118735802,-4487450.26780279,5990355.8457484525,5560321.186595113,220993.14996740845,-1183589.9400325075,6590688.776710672
4,1,2004,92.0,9,169051406.07600003,188403253.05499995,11655959.978999842,182900900.8923953,9602100.394248068,11075376.733651116,0.679789440149492,5459094.946006709,1.9451576218571531,6.040858702336937,0.36814343869921123,-9487482.842746258,10643463.633686174,7000689.628295275,6480213.009220174,250049.57193972185,-1132188.0943921036,13754744.906003084,-11306684.979160184,8545227.712065658,6863081.681196577,6392811.214245332,274016.6895206173,-1166351.9236200035,8374670.194102934
