CLUSTER_GT_8_GROUPS,RAIL_FLAG,Year,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,CLUSTER_APTA_GROUPED,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled
G,1,2014,4,4,44,4,2104359,2217092,112733,2293833.994,-17258.61707,1180420.979,4.272182802,1149479.936,3.457919381,6.50896023,0.368865477,2828.851376,-14695.02853,17360.63214,-27779.72759,12556.39277,147.2388572,-9581.640969,3735.556927,-24737.57695,20635.34128,-29946.3442,13243.92501,-189.5191349,-17854.42946
G,1,2015,4,4,44,4,2217092,2186527,-30565,2097189.665,-196644.3287,1219464.566,4.645405975,1149989.01,2.655947295,6.920333937,0.374945751,39219.34485,-68662.17797,18746.04944,-192071.9759,13764.95017,-929.9529013,-189933.7623,42554.30404,-73035.18743,20276.89066,-199568.4393,14156.82792,-1028.724575,-197780.9636
G,1,2016,4,4,44,4,2186527,2146097,-40430,2001637.437,-95552.22769,1216159.734,4.945526072,1148031.256,2.385918706,6.105353019,0.382082648,10284.46785,-15842.28894,20836.51732,-81869.0337,-30776.89777,-3994.395924,-101361.6312,9406.81575,-12672.0241,19811.98916,-77857.27487,-30364.27311,-3877.460511,-99331.18074
G,1,2017,4,4,44,4,2146097,2133601,-12496,2043959.337,42321.89946,1188153.401,5.113136692,1153455.966,2.692129154,5.061246607,0.385112134,-9557.134233,-6577.01928,22251.9439,78434.27242,-38187.95403,-3210.381823,43153.72695,-10560.11224,-1790.57849,16753.48345,68214.92062,-27872.01018,-2423.803707,40459.41641
G,1,2018,6,6,66,6,2133601,2318304.985,117151,2265740.335,154228.0139,1199042.109,4.866277543,1164888.543,3.088149181,4.025806817,0.385499389,10659.77643,76117.17879,23898.536,93955.69005,-36140.35441,-3305.253318,165185.5735,8024.770339,69641.17619,22380.69575,89098.82112,-31923.22933,-2994.22015,151451.8512
H,0,2002,33,33,891,80,0,196177021.2,0,173608090.2,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,0,2003,34,34,922,83,196177021.2,194379100,-4299206.025,173202806.7,-2069940.373,6426928.296,0.633923647,1324720.612,1.621939147,8.08140918,0.253269643,-2278198.4,-8945734.353,4024616.749,7857962.026,355806.53,-1482664.55,-468211.9978,-323071.7891,-11263844.83,3754916.699,7083386.189,29159.31663,-1350485.959,-3474105.363
H,0,2004,37,37,1011,91,194379100,214130580.1,11368916.69,207767883.7,26857416.45,6479581.078,0.513299914,1352388.334,1.907546106,8.238486603,0.245745351,1522649.334,16272650.13,4502061.092,8973169.487,337111.5812,-1362386.454,30245255.17,1901992.426,13661220.98,4027271.756,8259284.079,209504.791,-1201857.583,25495685.17
H,0,2005,37,37,1011,91,214130580.1,226789193.7,12658613.61,218432538.3,10664654.55,6023429.964,0.589285748,1311771.898,2.32422515,8.264881952,0.233120147,174158.96,-6465768.494,4658770.87,12835257.37,310942.2047,-1254237.477,10259123.43,1068231.429,-6318763.821,4531415.887,12340777.06,264406.5503,-1221412.554,9377551.363
H,0,2006,37,37,1011,91,226789193.7,235337525.5,8548331.795,229533373.1,11100834.83,5829830.937,0.623141334,1312053.395,2.638073019,8.471127011,0.222540248,225726.0376,-1735569.484,6030542.164,9096072.427,616255.7536,-1427540.492,12805486.41,461771.9702,-3230455.967,5878283.23,8838455.473,545354.7001,-1392574.579,9706622.661
H,0,2007,38,38,1042,94,235337525.5,240914643.4,2472177.954,234023792.9,817306.585,5753450.394,0.680074466,1313326.751,2.871457717,8.375239406,0.220125367,894034.625,-6030707.268,1473832.287,6474386.25,-317553.4356,-447096.3845,2046896.074,999847.1414,-6897657.374,1151384.084,5794907.394,123441.88,-354616.5403,449853.2407
H,0,2008,38,38,1042,94,240914643.4,257566148.8,16651505.4,245988972.2,11965179.29,5824593.324,0.717528658,1304518.326,3.32657123,8.676291463,0.215952228,1479682.749,-3014129.941,748754.1001,12032910.46,881649.3198,-435517.8183,11693348.87,1561324.616,-2928311.588,768529.4596,12028144.79,974000.783,-438508.7761,11519304.55
H,0,2009,38,38,1042,94,257566148.8,245701463.7,-11864685.11,215675522.4,-30313449.74,5639628.805,0.76068451,1267101.28,2.430655884,8.769900053,0.214548656,-802611.0303,-5147429.112,-1303973.484,-25133428.24,304401.2964,-406983.6292,-32490024.2,-581893.1588,-4876963.896,-1199422.469,-23539849.95,261011.3021,-376331.5746,-30666570.45
H,0,2010,38,38,1042,94,245701463.7,240070284.1,-5631179.58,227686266.8,12010744.41,5388985.076,0.778217142,1249756.628,2.872440304,9.184558585,0.212270127,-328002.9781,-2313163.677,782466.8238,13460279.42,1743094.121,-452898.3499,12891775.36,-146187.5762,-1727138.327,654050.7056,12017549.63,1608239.674,-395769.7005,11659017.35
H,0,2011,38,38,1042,94,240070284.1,244954966.1,4884681.964,253987405.2,26301138.41,5242431.204,0.724388084,1227814.122,3.624173706,9.235910348,0.210154282,-799458.8186,7563102.27,371927.8048,19546840.57,117893.6745,-279509.5055,26520796,-653762.1426,8471700.266,373942.8197,18354109.79,25260.46179,-270112.7916,26034779.87
H,0,2012,38,38,1042,94,244954966.1,251407656.1,6452689.978,265721588,11734182.74,5235515.715,0.671601496,1224166.419,3.750876292,9.36480095,0.208897237,-185061.8792,14482680.48,657654.2544,2927823.045,513505.6547,-72106.9044,18324494.65,-255801.9118,7889053.071,659365.1662,3075291.567,444678.1847,-78403.33503,11649024.75
H,0,2013,38,38,1042,94,251407656.1,251351424.3,-56231.7378,261615986.3,-4105601.69,5310558.124,0.682357714,1231717.82,3.634713896,9.320731675,0.209118421,510359.8716,-1620941.758,-59465.65332,-2678557.785,-133854.0709,-14099.75549,-3996559.152,526313.2392,-1579378.412,-14541.33056,-2782039.326,-233633.0024,-22322.85751,-4127489.196
H,0,2014,38,38,1042,94,251351424.3,250361175.3,-990249.0796,260415209.5,-1200776.799,5377870.219,0.691170227,1230847.681,3.499807915,9.425284907,0.209025614,1206885.163,-1183640.704,1464589.572,-3265724.144,383202.3048,-41643.89772,-1436331.706,1448128.601,-1426352.654,1303441.381,-3185276.413,662347.5567,-3065.269843,-1267681.543
H,0,2015,39,39,1074,97,250361175.3,241624122.5,-8764498.314,235086277.9,-25365482.17,5571998.246,0.712246672,1236078.977,2.571286175,9.145523875,0.20966648,2289797.756,-2074342.817,1193540.793,-24365752.13,-1188133.675,38163.26287,-24106726.81,6416267.383,-1766375.076,1419001.286,-30490682.16,-978167.8483,34474.24394,-25327318.73
H,0,2016,39,39,1074,97,241624122.5,232749136.5,-8874986.004,230270094.1,-4816183.742,5808903.453,0.729009415,1248044.468,2.298753517,9.189739999,0.209676086,2329596.005,-966998.2958,1063536.986,-8112397.02,232721.1065,-10504.16605,-5464045.384,2161701.601,-361441.1987,933589.4207,-7425595.627,-103062.4222,-21375.51516,-4838976.221
H,0,2017,39,39,1074,97,232749136.5,223283219.8,-9465916.689,238173687.1,7903592.949,5925361.993,0.737400421,1259128.393,2.587701129,8.899931038,0.208524043,336469.9131,-971632.7997,1262017.231,8715587.62,-1073641.995,-85491.28437,8183308.685,348454.8773,-1305507.764,1353934.397,8620767.51,-1014231.78,-99824.29052,7781399.678
H,0,2018,39,39,1074,97,223283219.8,218700010.8,-4583208.952,250749524.7,12575837.61,5988322.039,0.724209482,1259815.718,2.917184933,8.677410924,0.20769954,948854.7007,1468022.781,1037603.901,8755591.143,-794903.0807,-61151.41465,11354018.03,982227.6321,1973076.714,1144844.39,9325471.55,-772507.1456,-77275.52916,12475557.78
H,1,2002,2,2,56,5,0,409191.4794,0,465663.5642,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,1,2003,2,2,56,5,409191.4794,439419.0696,30227.5902,452502.9556,-13160.60858,470048.5553,2.636050806,1365010.867,1.64,8.334239952,0.218403717,-16598.26123,-18973.02549,7740.206374,16758.00242,-149.3295027,-2309.683314,-13532.09074,-19047.41654,-20859.67563,9365.198565,21294.83109,-793.9060186,-3119.640052,-17431.86991
H,1,2004,2,2,56,5,439419.0696,466794.1274,27375.0578,479123.8971,26620.94153,477430.4455,2.637216084,1461572.619,1.9214257,8.304176613,0.215770119,-5715.796194,6242.854831,8879.529817,20042.9201,-391.0338184,-2422.501838,26635.9729,-5790.404826,5893.470041,9051.852848,20683.73892,-647.9731719,-2569.74228,23886.2181
H,1,2005,2,2,56,5,466794.1274,499249.604,32455.4766,510767.3535,31643.45633,456958.4768,2.667476729,1493392.844,2.324443317,8.309949272,0.206355201,248.5781477,-2763.644033,10381.41839,27328.24245,36.07587622,-2235.742081,32994.92876,-905.592912,-3256.279033,10527.29892,27781.14367,-175.9135518,-2327.200765,29216.32243
H,1,2006,2,2,56,5,499249.604,543467.458,44217.854,536773.1169,26005.76342,450618.2483,2.759234952,1513795.898,2.655103252,8.203569939,0.193082015,8826.333104,-14079.9301,15117.2208,21241.48275,-1113.660818,-2778.684277,27212.76145,7099.656357,-13123.75826,15064.82609,21404.78597,-1545.877734,-2893.868997,22975.65552
H,1,2007,2,2,56,5,543467.458,566453.1364,22985.6784,617668.4065,80895.28957,488460.8472,2.54765549,1514045.491,2.843492405,8.77576953,0.19111738,46318.36956,20723.57698,1298.695901,12152.70755,5089.80962,-400.6377553,85182.52185,39052.28291,23397.65419,1580.475046,12448.79033,4875.196443,-459.1093562,80379.80595
H,1,2008,2,2,56,5,566453.1364,616896.5162,50443.3798,645832.6817,28164.27525,568694.3676,2.768009088,1536176.372,3.316514638,9.147620935,0.1911568,14185.21459,-21203.44762,875.7452194,29718.20098,3875.143184,-517.4764225,26933.37993,13249.36146,-22206.22285,927.0062897,32713.947,4020.747787,-540.5644321,27602.00422
H,1,2009,2,2,56,5,616896.5162,575304.326,-41592.1902,515689.969,-130142.7127,606831.0477,3.526441338,1559900.894,2.404387012,8.891197307,0.191147078,6966.504794,-71916.99702,-1466.930685,-61189.58831,-2216.133514,-802.6519773,-130625.7967,6940.874237,-71651.38195,-1461.456798,-60963.11668,-2207.939426,-799.6921318,-130939.4559
H,1,2010,2,2,56,5,575304.326,650881.1834,75576.8574,659798.7596,144108.7906,840336.4419,2.991145362,1574995.088,2.86,9.29720878,0.18710885,56196.20705,52077.20349,3185.430867,32715.17134,3905.108833,-1278.52809,146800.5935,55148.26278,50976.60974,3058.114218,32445.07086,3734.070323,-1253.337286,142880.3329
H,1,2011,2,2,56,5,650881.1834,679642.5376,28761.3542,718439.9426,58641.18298,887007.8282,3.044802545,1627601.429,3.65652426,9.038783433,0.189510097,2067.090071,1946.858133,848.1837563,56050.80838,-2542.279689,-589.4067203,57781.25393,1984.89987,2357.291183,854.454862,56606.0963,-2571.212055,-590.3471825,58049.95699
H,1,2012,2,2,56,5,679642.5376,696191.7984,16549.2608,716253.5051,-2186.437519,987128.1996,3.32103862,1622381.362,3.787680608,9.230893535,0.189818993,22604.15825,-31859.91361,-2156.545498,8364.450525,2170.028514,123.6217106,-754.2001109,-77957.43062,102110.4094,4187.661026,-24854.47954,-5484.875068,-187.7226702,-1215.016057
H,1,2013,2,2,56,5,696191.7984,947033.1834,250841.385,963597.1133,247343.6083,1440375.725,2.378323284,1609222.456,3.685106788,10.41095157,0.190707806,81328.15714,132090.0189,-1577.899428,-6600.384802,13705.76121,662.9016911,219608.5547,91609.58253,148751.7362,-1694.698514,-7313.04967,15251.95324,738.0844609,248165.9444
H,1,2014,3,3,79,7,947033.1834,1547964.083,23319.2164,1888707.319,-31246.99749,1775686.05,2.655988583,1709286.225,3.549303266,9.230410562,0.197662423,42625.64355,-45883.7219,5719.256359,-12371.01605,-17904.79031,153.9311497,-27660.6972,47294.37963,-51176.84081,6322.363874,-13827.6559,-20027.99044,168.7461678,-31062.23044
H,1,2015,3,3,79,7,1547964.083,1867107.56,319143.4767,1550803.962,-337903.3568,1164453.926,2.166354591,1626304.356,2.699571249,9.660628853,0.224233728,181459.0359,-260347.9674,4323.857522,-143836.1367,16358.2644,824.5558444,-201218.3905,724998.1967,-809654.9096,9092.202348,-324587.3773,58924.1145,3324.416605,-321833.206
H,1,2016,4,4,103,9,1867107.56,2096225.068,-101620.4916,1761873.22,-120572.7555,857637.2736,1.90604682,1591555.942,2.466649294,8.762125604,0.233003875,-28473.05218,-25927.0041,6712.868187,-69153.27261,-27725.76136,-1659.862368,-146226.0844,-22710.40534,-24165.59718,4730.532848,-55444.9421,-21752.80746,-1229.536226,-121466.6565
H,1,2017,4,4,103,9,2096225.068,2287947.009,191721.9412,2086284.65,324411.4293,740157.8699,1.676917468,1865385.341,2.694644591,8.362271582,0.216814646,158012.315,105173.5533,15308.38242,74838.42252,-9057.757408,-2276.046867,341998.869,165858.5327,77405.33752,15847.39765,81908.32657,-14324.18529,-2283.979868,321956.8239
H,1,2018,4,4,103,9,2287947.009,2015824.422,-272122.5868,2124782.285,38497.63528,570282.6262,1.937569634,2028262.879,3.031198236,7.934904104,0.207283915,64168.93221,-110979.403,11028.69143,97420.55889,-13366.31249,-2124.756491,46147.71058,-7063.32149,-25378.28427,8084.845388,76255.57367,-11599.80205,-1801.375964,36851.34992
