CLUSTER_APTA_HML,RAIL_FLAG,Year,CBSA,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,TNC_FLAG,YEARS_SINCE_TNC,FARE_TOTAL_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,FARE_per_UPT_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,walkscore,transit,bike,Bus_UPT_ADJ,Bus_UPT_ADJ_diff,Bus_UPT_ADJ_log,PCT_Bus_UPT_ADJ_rel_diff,Bus_UPT_ADJ_scale,Bus_VRM_ADJ,Bus_VRM_ADJ_diff,Bus_VRM_ADJ_log,PCT_Bus_VRM_ADJ_rel_diff,Bus_VRM_ADJ_scale,Bus_VRH_ADJ,Bus_VRH_ADJ_diff,Bus_VRH_ADJ_log,PCT_Bus_VRH_ADJ_rel_diff,Bus_VRH_ADJ_scale,Bus_FARE_TOTAL,Bus_FARE_TOTAL_diff,Bus_FARE_TOTAL_log,PCT_Bus_FARE_TOTAL_rel_diff,Bus_FARE_TOTAL_scale,Bus_FARE_per_UPT_2018,Bus_FARE_per_UPT_2018_diff,Bus_FARE_per_UPT_2018_log,PCT_Bus_FARE_per_UPT_2018_rel_diff,Bus_FARE_per_UPT_2018_scale,Bus_AVG_SPEED,Bus_AVG_SPEED_diff,Bus_AVG_SPEED_log,PCT_Bus_AVG_SPEED_rel_diff,Bus_AVG_SPEED_scale,Rail_UPT_ADJ,Rail_UPT_ADJ_diff,Rail_UPT_ADJ_log,PCT_Rail_UPT_ADJ_rel_diff,Rail_UPT_ADJ_scale,Rail_VRM_ADJ,Rail_VRM_ADJ_diff,Rail_VRM_ADJ_log,PCT_Rail_VRM_ADJ_rel_diff,Rail_VRM_ADJ_scale,Rail_VRH_ADJ,Rail_VRH_ADJ_diff,Rail_VRH_ADJ_log,PCT_Rail_VRH_ADJ_rel_diff,Rail_VRH_ADJ_scale,Rail_FARE_TOTAL,Rail_FARE_TOTAL_diff,Rail_FARE_TOTAL_log,PCT_Rail_FARE_TOTAL_rel_diff,Rail_FARE_TOTAL_scale,Rail_FARE_per_UPT_2018,Rail_FARE_per_UPT_2018_diff,Rail_FARE_per_UPT_2018_log,PCT_Rail_FARE_per_UPT_2018_rel_diff,Rail_FARE_per_UPT_2018_scale,Rail_AVG_SPEED,Rail_AVG_SPEED_diff,Rail_AVG_SPEED_log,PCT_Rail_AVG_SPEED_rel_diff,Rail_AVG_SPEED_scale,CLUSTER_APTA,CLUSTER_GT,BUS_FLAG,POP_EMP,HH_EMP,TSD_POP_PCT,YEARS_SINCE_2002,YEARS_2002_2010,YEARS_AFTER_2010,YEARS_2002_2014,YEARS_AFTER_2014,YEARS_SINCE_2002_BUS,YEARS_SINCE_2002_RAIL,YEARS_2002_2010_BUS,YEARS_AFTER_2010_BUS,YEARS_2002_2010_RAIL,YEARS_AFTER_2010_RAIL,YEARS_2002_2014_BUS,YEARS_AFTER_2014_BUS,YEARS_2002_2014_RAIL,YEARS_AFTER_2014_RAIL
1,1,2010,623960,4398080489.962,1020749756.1140001,4398080489.962,1020749756.1140001,46498640.35119999,6558265312.0,26.536141138999998,70607244291,110741118.0,57168481.0,27185314.0,1838220.0,591259.0,557874.0,741022.0,108787524.0,0.0,0.0,0.0,479.0,1285.9999999999998,235.00000000000003,39838722.0,5110066.0,13649615.0,14207768.0,4862505.0,2008768.0,198.36999999999998,1209326.0,1625730.0,593.6,862.3000000000001,544.1000000000001,5336072.3100000005,51710067.23,57046139.59,184.19,1815.8100000000002,57.999999999999986,3143763.2000000007,42805991.0,413.01000000000005,22.999999999999993,40242,2,0,7542005109.25,679947.8500000001,641555.1000000001,852175.3,1390724.9,1869589.5,66.70000000000002,30.516562307999997,0,0,0,36252.0,0.0,3.0,0,0,0,0.0,0.0,0.0,0.0,69602040,0.0,0.0,0.0,0.0,-43300790.0,0.0,0.0,0.0,0.0,-1216805.0,0.0,0.0,0.0,0.0,-96091000,0.0,0.0,0.0,0.0,-406.40052800000007,0.0,0.0,0.0,0.0,-440,4398080489.962,99979383.17900002,0.6907416000000001,84.89207206,-3977438400,1020749756.1140001,650413.557000001,1.9689819080000006,349.3344108239999,5441914680,46498640.35119999,-285558.53819999995,1.995688555,329.7019017930001,419357703.9999999,6558265312.0,253929024.0,2.661166481,383.89354719500005,-97690847000,30.516562307999997,1.598128741,1.6255887509999998,234.77433284099996,-473.79393199999987,413.01000000000005,2.389999999999999,-0.02680931400000005,8.382922678000002,-1240,200,81,0,162451185.23,91548789.22999999,7.601967302126436,160,160,0,160,0,0,160,0,0,160,0,0,0,160,0
1,1,2011,623960,4525659828.2300005,1013437568.74,4525659828.2300005,1013437568.74,46180242.886,7226712643.0,27.583108506,70607244291,111831967.0,58029304.0,27212659.0,1858751.0,596704.0,558538.0,753340.0,109885223.0,0.0,0.0,0.0,473.99999999999994,1287.3000000000002,238.70000000000002,40077549.0,5245622.0,13844804.0,14213197.0,4806478.0,1967448.0,203.42,1220619.0,1664845.0,595.0000000000001,846.3000000000001,558.7,5036450.58,52368139.860000014,57404590.43000001,170.72,1829.2800000000002,72.66000000000001,3143763.2000000007,42457318.0,410.55,22.400000000000013,40242,6,2,8093918160.24,668308.4800000001,625562.56,843740.8,1367093.28,1864626.4000000001,81.3792,30.893081522999992,0,0,0,36252.0,0.0,4.0,0,0,0,0.0,0.0,0.0,0.0,69602040,0.0,0.0,0.0,0.0,-43300790.0,0.0,0.0,0.0,0.0,-1216805.0,0.0,0.0,0.0,0.0,-96091000,0.0,0.0,0.0,0.0,-406.40052800000007,0.0,0.0,0.0,0.0,-440,4525659828.2300005,127579338.268,0.8814820030000001,92.659718929,-3977438400,1013437568.74,-7312187.374000001,0.309256933,38.23833992699999,5441914680,46180242.886,-318397.4652,0.325815026,41.339713711,419357703.9999999,7226712643.0,668447331.0,1.5333263830000001,162.913833995,-97690847000,30.893081522999992,0.37651921499999996,0.123179237,17.961794835999996,-473.79393199999987,410.55,-2.46,-0.01686212000000007,8.047967291999997,-1240,200,81,0,164200106.85999995,92445688.86000001,7.449424407767514,180,160,20,180,0,0,180,0,0,160,20,0,0,180,0
1,1,2012,623960,4607975174.309999,1024438127.8749999,4607975174.309999,1024438127.8749999,46754759.5449,7472620140.0,28.100845606000004,70607244291,113066981.0,58517176.0,27554624.0,1882579.0,609515.0,566412.0,771751.0,111128476.0,0.0,0.0,0.0,468.69999999999993,1283.2000000000003,248.10000000000002,40472046.0,5262491.0,13930609.0,14342584.0,4894652.0,2041710.0,200.85000000000005,1259927.0,1711535.0,576.7,838.2999999999998,585.0,4649464.33,53299772.760000005,57949237.10000001,153.67,1846.33,75.42000000000002,3143763.2000000007,42867575.0,401.47,21.8,40242,14,8,8145155952.46,664371.3500000001,617389.0800000001,841208.5899999999,1373320.43,1865573.1500000001,82.20779999999998,30.62992171,0,0,0,36252.0,0.0,5.0,0,0,0,0.0,0.0,0.0,0.0,69602040,0.0,0.0,0.0,0.0,-43300790.0,0.0,0.0,0.0,0.0,-1216805.0,0.0,0.0,0.0,0.0,-96091000,0.0,0.0,0.0,0.0,-406.40052800000007,0.0,0.0,0.0,0.0,-440,4607975174.309999,82315346.07999998,0.5204574729999999,55.943015585999994,-3977438400,1024438127.8749999,11000559.135000002,0.23189333499999998,26.668405834000005,5441914680,46754759.5449,574516.6588999999,0.7926323299999999,84.901203583,419357703.9999999,7472620140.0,245907497.0,0.6736258870000001,78.41412782,-97690847000,30.629921709000005,-0.2631598140000001,-0.3898513699999999,-26.378735658999997,-473.79393199999987,401.47,-9.08,-0.560346473,-49.52082973000001,-1240,200,81,0,166366753.76,93771818.76,7.4427299172085215,200,160,40,200,0,0,200,0,0,160,40,0,0,200,0
1,1,2013,623960,4716221083.7,1050435276.9850001,4716221083.7,1050435276.9850001,48168048.3054,8088505601.0,30.014087644,70607244291,115024931.0,59690191.0,27863585.0,1974169.0,619696.0,571321.0,780608.0,112994544.0,271.3,165.3,1563.6000000000004,464.2,1279.9999999999998,255.79999999999998,41053734.0,5181649.0,14070596.0,14596670.0,5057929.0,2146890.0,195.74999999999997,1286977.0,1773453.0,564.8000000000001,830.7,604.4999999999999,4237473.8100000005,54102161.60000001,58339635.41,137.95,1862.0500000000004,72.94999999999999,3143763.2000000007,43306887.0,395.39000000000004,21.599999999999994,40242,16,22,8735586049.58,669271.6799999999,617026.6799999999,843056.64,1389935.16,1915329.2399999998,78.78599999999999,32.41521465299999,0,0,0,36252.0,0.0,5.0,0,0,0,0.0,0.0,0.0,0.0,69602040,0.0,0.0,0.0,0.0,-43300790.0,0.0,0.0,0.0,0.0,-1216805.0,0.0,0.0,0.0,0.0,-96091000,0.0,0.0,0.0,0.0,-406.40052800000007,0.0,0.0,0.0,0.0,-440,4716221083.7,108245909.38999999,0.413512909,43.865936991,-3977438400,1050435276.9850001,25997149.110000003,1.0002026789999998,105.65118770699999,5441914680,48168048.3054,1413288.7605,1.278215893,137.38633661,419357703.9999999,8088505601.0,615885461.0,1.7142121499999994,195.14085217799996,-97690847000,32.415214651999996,1.7852929429999995,1.1163661389999997,125.64800084399998,-473.79393199999987,395.39000000000004,-6.08,-0.277513459,-26.819879946999997,-1240,200,81,0,169127092.59999996,95155895.60000001,7.4127296009908035,220,160,60,220,0,0,220,0,0,160,60,0,0,220,0
1,1,2014,623960,4872285173.51,1074961058.0,4872285173.51,1074961058.0,49176956.12089999,8426458164.0,29.633269583000004,70607244291,116420172.0,60339944.0,27923315.0,2036255.0,637064.0,589062.0,802660.0,114379875.0,262.3,163.30000000000004,1574.3000000000002,459.7,1277.6,262.70000000000005,41459386.0,5225352.0,14055964.0,14762029.0,5169399.0,2246642.0,195.37,1332991.0,1827293.0,542.2,823.8000000000001,633.9999999999999,3552434.26,55227119.32,58779553.559999995,115.26999999999998,1884.73,70.47,3143763.2000000007,43829816.0,393.85999999999996,21.2,40242,20,38,8932045654.1,675287.8400000001,624405.72,850819.6000000001,1412970.46,1936930.5800000003,74.69819999999999,31.41126576,0,0,0,36252.0,0.0,10.0,0,0,0,0.0,0.0,0.0,0.0,69602040,0.0,0.0,0.0,0.0,-43300790.0,0.0,0.0,0.0,0.0,-1216805.0,0.0,0.0,0.0,0.0,-96091000,0.0,0.0,0.0,0.0,-406.40052800000007,0.0,0.0,0.0,0.0,-440,4872285173.51,156064089.81000003,1.155151917,130.16692637300002,-3977438400,1074961058.0,24525781.015000004,1.4865511680000003,177.921687955,5441914680,49176956.12089999,1008907.8155,1.608464869,201.386068824,419357703.9999999,8426458164.0,337952563.0,0.948094858,111.323938892,-97690847000,31.41126576,-1.0039488920000001,-0.5808997169999999,-45.713169533999995,-473.79393199999987,393.85999999999996,-1.53,-0.122934562,-10.229441761,-1240,200,81,0,171647291.32000002,96686505.32,7.41262544482836,240,160,80,240,0,0,240,0,0,160,80,0,0,240,0
1,1,2015,623960,4767047576.62,1085525086.415,4767047576.62,1085525086.415,49918145.81050001,8857920598.0,31.248992129000005,70607244291,117616342.0,60567918.0,28195228.0,2118134.0,658006.0,609237.0,828432.0,115603935.0,246.7,156.39999999999998,1596.8000000000002,455.29999999999995,1275.0,269.7,41840164.0,5195454.0,14138788.0,14835743.0,5299670.0,2370509.0,192.86999999999998,1385863.0,1900741.0,517.5999999999999,816.5,665.9,3016249.98,56268712.42,59284962.44000001,97.91,1902.09,52.91,3143763.2000000007,44286133.0,392.18,21.2,40242,20,58,9389395833.660002,697486.36,645791.2200000001,878137.92,1469014.78,2014785.4600000004,56.08459999999999,33.12393165699999,2386,0,0,36252.0,0.0,12.0,0,0,0,0.0,0.0,0.0,0.0,69602040,0.0,0.0,0.0,0.0,-43300790.0,0.0,0.0,0.0,0.0,-1216805.0,0.0,0.0,0.0,0.0,-96091000,0.0,0.0,0.0,0.0,-406.40052800000007,0.0,0.0,0.0,0.0,-440,4767047576.62,-105237596.89,0.386621958,49.297920487,-3977438400,1085525086.415,10564028.415000001,1.1033275919999999,127.25494069800001,5441914680,49918145.81050001,741189.6895999998,1.211653089,144.580597817,419357703.9999999,8857920598.0,431462434.0,1.046091802,113.33890804699999,-97690847000,33.12393165699999,1.7126658969999997,0.6594698410000002,71.27649273,-473.79393199999987,392.18,-1.6799999999999997,-0.10832109300000005,-10.142136638000002,-1240,200,81,0,173885054.41999996,98108876.42,7.415538307354958,260,160,100,240,20,0,260,0,0,160,100,0,0,240,20
1,1,2016,623960,4764737795.775001,1096003697.071,4764737795.775001,1096003697.071,50750006.288,9029529374.0,32.481551304999996,70607244291,118244007.0,60806784.0,28316404.0,2148893.0,679149.0,631053.0,861860.0,116206396.0,233.60000000000005,148.59999999999997,1617.7,452.80000000000007,1271.1,276.09999999999997,42193816.0,5140451.0,14030490.0,14996281.0,5487280.0,2539314.0,188.59000000000003,1448493.0,1982729.0,494.69999999999993,804.6,700.6999999999999,2790371.7399999998,57361888.58,60152260.33,89.95999999999998,1910.0399999999997,47.249999999999986,3143763.2000000007,44591819.0,389.37,21.000000000000007,40242,20,78,9481005842.6,713106.45,662605.65,904953.0000000001,1520917.6500000004,2081865.4500000002,49.61249999999999,34.105628869,3274,0,0,36252.0,0.0,15.0,0,0,0,0.0,0.0,0.0,0.0,69602040,0.0,0.0,0.0,0.0,-43300790.0,0.0,0.0,0.0,0.0,-1216805.0,0.0,0.0,0.0,0.0,-96091000,0.0,0.0,0.0,0.0,-406.40052800000007,0.0,0.0,0.0,0.0,-440,4764737795.775001,-2309780.844999999,0.29233312600000005,40.736872864999995,-3977438400,1096003697.071,10478610.656,1.040806519,114.922556895,5441914680,50750006.288,831860.4775,1.213375694,135.635073447,419357703.9999999,9029529374.0,171608776.0,0.8728054089999999,106.917740533,-97690847000,34.105628870000004,0.9816972129999999,0.3908974080000001,44.080507952999994,-473.79393199999987,389.37,-2.81,-0.172067829,-16.834940258,-1240,200,81,0,175605895.58000004,99555704.58,7.432167981870274,280,160,120,240,40,0,280,0,0,160,120,0,0,240,40
1,1,2017,623960,4754449553.061999,1117064691.036,4754449553.061999,1117064691.036,51868251.6113,9227320443.0,32.710691845999996,70607244291,119441987.0,61427237.0,28428477.0,2207640.0,712638.0,657384.0,897356.0,117413516.0,219.50000000000003,143.59999999999997,1637.2,448.0,1268.0000000000002,284.0,42563854.0,5142218.0,14010853.0,15154587.0,5611051.0,2645145.0,185.58999999999997,1518923.0,2070725.0,468.99999999999994,791.4000000000001,739.5999999999999,2559965.6799999997,58405222.97999999,60965188.66,81.14000000000001,1918.86,53.04000000000002,3143763.2000000007,45066191.0,389.12,20.399999999999995,40242,20,98,9411866852.079998,726890.76,670531.6799999999,915303.12,1549301.46,2112139.5,54.1008,33.364905684,3819,47,0,36252.0,0.0,16.0,0,0,0,0.0,0.0,0.0,0.0,69602040,0.0,0.0,0.0,0.0,-43300790.0,0.0,0.0,0.0,0.0,-1216805.0,0.0,0.0,0.0,0.0,-96091000,0.0,0.0,0.0,0.0,-406.40052800000007,0.0,0.0,0.0,0.0,-440,4754449553.061999,-10288242.713000003,-0.138971759,-10.807808784999997,-3977438400,1117064691.036,21060993.965,0.559321284,59.809416878,5441914680,51868251.6113,1118245.3232999998,0.5617372810000001,59.81968259199999,419357703.9999999,9227320443.0,197791069.0,-0.12763349999999996,-4.153830966999996,-97690847000,33.364905684,-0.740723186,-0.568412477,-51.926616219,-473.79393199999987,389.12,-0.25,-0.001444572000000005,0.20709597300000127,-1240,200,81,0,177847209.98000002,100969076.97999999,7.435951289825944,300,160,140,240,60,0,300,0,0,160,140,0,0,240,60
1,1,2018,623960,4658078877.268001,1118424506.0770001,4658078877.268001,1118424506.0770001,52095480.488,9418565939.4,33.681313275,70607244291,120497388.25,61952293.25,28542825.75,2259390.0,743040.5,682586.25,932335.0,118469471.25,205.70000000000005,137.96,1657.1100000000001,443.83,1264.76,291.58000000000004,42929795.5,5129792.5,13969050.75,15313451.0,5750781.75,2766719.5,182.43,1587403.0,2157219.0,444.06,778.5899999999999,777.51,2329054.71,59238540.179999985,61567594.93000001,73.00000000000001,1927.0,59.949999999999996,0.0,45498391.5,391.55999999999995,20.0,40242,20,118,9418565939.4,743040.5,682586.25,932335.0,1587403.0,2157219.0,59.949999999999996,33.681313275,4182,49,66,36252.0,0.0,18.0,1668,1605,1440,0.0,0.0,0.0,0.0,69602040,0.0,0.0,0.0,0.0,-43300790.0,0.0,0.0,0.0,0.0,-1216805.0,0.0,0.0,0.0,0.0,-96091000,0.0,0.0,0.0,0.0,-406.40052800000007,0.0,0.0,0.0,0.0,-440,4658078877.268001,-96370675.79399998,-0.341270053,-32.545243984,-3977438400,1118424506.0770001,1359815.0409999997,0.19932034199999998,20.936318359999998,5441914680,52095480.488,227228.87669999996,0.03454538900000001,5.215082955999998,419357703.9999999,9418565939.4,191245496.4,-0.11113389099999993,-2.2893548300000024,-97690847000,33.681313275,0.31640759099999993,-0.16591636399999998,-9.118690744,-473.79393199999987,391.55999999999995,2.44,0.165010603,17.218516397000002,-1240,200,81,0,179735928.43,102168335.67999999,7.442935793753527,320,160,160,240,80,0,320,0,0,160,160,0,0,240,80
2,0,2002,1901200,883846189.2026999,467616670.46299994,883846189.2026999,467616670.46299994,33893063.61039999,587902695.0,61.955270619,61354981184,64314180.36169999,39142647.266860016,18642689.672250006,729234.203175,1653625.9064200008,1608367.062710001,1930543.0157500007,67528396.87,823.76,509.83000000000004,5063.780000000002,1745.8,3979.25,674.99,27031628.19999999,2072745.4100000004,9072152.099999996,10726909.049999999,3705948.2199999993,1453873.5799999996,469.8400000000001,2665192.4376999987,3457302.2501699976,2706.9700000000007,2914.6899999999996,778.4199999999997,1976378.5,33720670.14999999,35697048.64000001,365.9,6134.099999999999,90.60999999999994,0.0,18566780.0,922.9899999999999,91.00000000000007,130932,0,0,823063773.0000001,2315076.2689200006,2251713.88771,2702760.221999999,3731269.4126999998,4840223.1501600025,126.85399999999994,86.73737887200001,0,0,0,90721.0,2019.0,1.0,0,0,0,883846189.2026999,0.0,0.0,0.0,226206630,467616670.46299994,0.0,0.0,0.0,-140727567.5,33893063.61039999,0.0,0.0,0.0,-3954616.25,587902695.0,0.0,0.0,0.0,-312295750,86.73737887200001,0.0,0.0,0.0,-1320.8017159999986,922.9899999999999,0.0,0.0,0.0,-1430,0.0,0.0,0.0,0.0,-12926674800,0.0,0.0,0.0,0.0,17686222710,0.0,0.0,0.0,0.0,1362912538.0000017,0.0,0.0,0.0,0.0,-317495252750,0.0,0.0,0.0,0.0,-1539.8302789999996,0.0,0.0,0.0,0.0,-4030,1485,125,65,97758949.34170005,60476397.179999985,18.103252857737903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2003,1901200,868595033.2728,480418550.7090002,868595033.2728,480418550.7090002,35267716.8816,599380505.0,163.79108111000002,61354981184,66366664.569500014,40248206.940500006,19111830.313,815662.1875,1645189.375,1593890.75,1914000.9375,68402531.78000002,819.9299999999997,514.8000000000001,5063.41,1705.53,3999.9799999999996,694.6199999999999,27115930.319999997,2044611.6599999992,9129685.840000002,10724094.94,3735100.2999999993,1482437.8899999994,467.8300000000001,2804149.25,3647952.0,2589.9499999999994,2936.6000000000004,873.6799999999998,2092053.3599999999,33915228.74000001,36007282.110000014,382.82000000000016,6117.18,105.51999999999992,0.0,18414434.0,914.14,89.05000000000004,130932,0,0,821151291.8500003,2253909.4439199995,2183630.32771,2622181.284499999,3841684.4727,4997694.24016,144.5624,224.39378119599996,0,0,0,90721.0,2019.0,1.0,0,0,0,868595033.2728,-15251155.929399999,-2.066311661,171.99288366300013,226206630,480418550.7090002,12801880.246000003,5.992985724000002,2691.9254765249993,-140727567.5,35267716.8816,1374653.2712,7.424649698000001,3314.726499912999,-3954616.25,599380505.0,11477810.0,4.624832435999998,1096.5205624269997,-312295750,224.39378119599996,137.65640232200002,5.283146795999999,2853.7977449080004,-1320.8017159999986,914.14,-8.849999999999998,-1.42937379,-3.7584176180000206,-1430,0.0,0.0,0.0,0.0,-12926674800,0.0,0.0,0.0,0.0,17686222710,0.0,0.0,0.0,0.0,1362912538.0000017,0.0,0.0,0.0,0.0,-317495252750,0.0,0.0,0.0,0.0,-1539.8302789999996,0.0,0.0,0.0,0.0,-4030,1485,125,65,99998950.30949998,60748216.059999995,17.271592043644787,65,65,0,65,0,65,0,65,0,0,0,65,0,0,0
2,0,2004,1995060,903292052.8149999,475558527.419,903292052.8149999,475558527.419,35241840.505899996,628388051.0,57.278166638999984,62335902428,69841409.75,42060513.75,20046050.25,913335.0,1704183.5,1646646.0,1975294.75,70692078.5,866.4899999999997,550.3499999999999,5282.65,1751.2000000000005,4202.770000000003,746.5299999999996,27707326.5,2049079.0,9357423.0,10917488.75,3840651.75,1542684.0,484.11999999999995,3068052.5,4003473.5,2603.9100000000003,3090.6100000000006,1005.95,2038696.5599999996,35010668.13000002,37049364.61999998,377.89999999999986,6422.0999999999985,130.55999999999992,0.0,18743605.0,931.8600000000004,90.43999999999991,136977,0,0,835756107.83,2266564.055,2190039.18,2627142.0175000005,4080509.825,5324619.755000001,173.64480000000003,76.17996163299999,0,0,0,94758.0,2019.0,1.0,0,0,0,903292052.8149999,14576489.542,6.258255075,11630.214367153,236646936,475558527.419,-14222541.29,-3.366016467,-138.02650658100004,-147222686.0,35241840.505899996,-724087.3756999999,-2.8208866749999997,55.19212634999998,-4137137.0,628388051.0,18416572.0,1.249302067,169.67220402500004,-326709400,76.17996163299999,-150.03379026599998,-6.8683405539999995,-232.804534247,-1381.7617951999985,931.8600000000004,-23.089999999999996,-0.5489698090000003,211.55057568899994,-1496,0.0,0.0,0.0,0.0,-13523290560,0.0,0.0,0.0,0.0,18502509912,0.0,0.0,0.0,0.0,1425816193.6000018,0.0,0.0,0.0,0.0,-332148879800,0.0,0.0,0.0,0.0,-1610.8993687999994,0.0,0.0,0.0,0.0,-4216,1552,130,68,104554671.05000003,62420587.80000002,17.521905783893693,136,136,0,136,0,136,0,136,0,0,0,136,0,0,0
2,0,2005,1995060,919599027.4150002,480098704.14800006,919599027.4150002,480098704.14800006,34938670.3245,638760038.0,48.60197840699999,62335902428,71897852.0,43161052.0,20521708.0,996978.0,1701051.0,1637294.0,1964475.0,71609728.0,858.8999999999997,554.4999999999999,5286.000000000001,1709.9000000000003,4224.700000000001,765.4000000000001,27810941.0,2024920.0,9413593.0,10923797.0,3873817.0,1574814.0,482.0599999999999,3215118.0,4204798.0,2477.3,3116.2999999999997,1106.4,1914255.2999999998,35628303.85,37542559.099999994,349.13999999999993,6450.860000000001,158.58999999999992,1888876.8,18588419.0,944.8599999999998,87.72000000000008,136977,0,0,824000449.02,2194355.79,2112109.2600000002,2534172.75,4147502.220000002,5424189.42,204.5811,62.69655214499999,0,0,0,94758.0,2019.0,1.0,0,0,0,919599027.4150002,16306974.600000001,4.041487743,1509.619075608,236646936,480098704.14800006,4540176.728999998,3.045129405000001,1347.1328978619997,-147222686.0,34938670.3245,-303170.1814000001,1.97910279,1358.1777345440003,-4137137.0,638760038.0,10371987.0,2.4686181470000013,inf,-326709400,62.69655214499999,-13.483409492,-3.5765490249999994,inf,-1381.7617951999985,944.8599999999998,12.999999999999996,1.0707090460000002,145.087733189,-1496,0.0,0.0,0.0,0.0,-13523290560,0.0,0.0,0.0,0.0,18502509912,0.0,0.0,0.0,0.0,1425816193.6000018,0.0,0.0,0.0,0.0,-332148879800,0.0,0.0,0.0,0.0,-1610.8993687999994,0.0,0.0,0.0,0.0,-4216,1552,130,68,107223052.67999999,63136141.68,16.812280780489562,204,204,0,204,0,204,0,204,0,0,0,204,0,0,0
2,0,2006,1995060,948131641.8849999,480041100.9689999,948131641.8849999,480041100.9689999,35259422.17529999,681857205.0,49.55734756100001,62335902428,74344124.0,44490656.0,21060566.0,1103742.0,1669573.0,1597939.0,1919190.0,72538706.0,858.9000000000001,562.9999999999998,5278.299999999999,1656.3,4255.3,788.4000000000002,27865578.0,1991048.0,9468323.0,10896743.0,3905506.0,1603958.0,478.9999999999999,3358620.0,4391447.0,2348.0,3153.3999999999987,1198.6000000000004,1795620.41,36239117.190000005,38034737.599999994,323.42,6476.579999999997,179.51000000000022,1888876.8,18433233.0,938.0899999999995,85.0,136977,0,0,852321506.25,2086966.25,1997423.75,2398987.5,4198275.0,5489308.75,224.38750000000005,61.946684448,0,0,0,94758.0,2019.0,1.0,0,0,0,948131641.8849999,28532614.469,1.625062215,351.0809868120001,236646936,480041100.9689999,-57603.17899999936,-0.5179348420000003,80.262688971,-147222686.0,35259422.17529999,320751.8508,0.08132205600000003,172.92651172299998,-4137137.0,681857205.0,43097167.0,0.8653013369999996,479.97373480800013,-326709400,61.946684448,-0.7498676970000002,-2.9016702549999995,599.889480573,-1381.7617951999985,938.0899999999995,-6.7700000000000005,-0.600204991,-37.91140882,-1496,0.0,0.0,0.0,0.0,-13523290560,0.0,0.0,0.0,0.0,18502509912,0.0,0.0,0.0,0.0,1425816193.6000018,0.0,0.0,0.0,0.0,-332148879800,0.0,0.0,0.0,0.0,-1610.8993687999994,0.0,0.0,0.0,0.0,-4216,1552,130,68,110271214.19000001,63792668.190000005,16.09136793749613,272,272,0,272,0,272,0,272,0,0,0,272,0,0,0
2,0,2007,1995060,958669854.2969998,490325414.24600005,958669854.2969998,490325414.24600005,36070640.412200004,741678883.0,53.05654257099999,62335902428,75231077.0,44903997.0,21346623.0,1118022.0,1751477.0,1678596.0,2011766.0,73422370.0,829.3,554.6999999999999,5315.400000000001,1652.5,4251.799999999999,795.6999999999997,28116125.0,1996028.0,9528813.0,11003138.0,3943100.0,1645046.0,474.9,3516376.0,4636798.0,2230.100000000001,3145.5,1324.3999999999994,1859337.6999999997,36557004.95,38416342.53999999,327.4199999999999,6472.580000000002,195.25000000000006,1888876.8,18278047.0,943.0700000000003,82.27999999999994,136977,0,0,897431448.43,2119287.17,2031101.1600000006,2434236.86,4254814.960000001,5610525.580000003,236.25249999999994,64.19841650699998,0,0,0,94758.0,2019.0,1.0,0,0,0,958669854.2969998,10538212.411999999,2.2814185620000003,391.01460893200004,236646936,490325414.24600005,10284313.277,2.885440361000001,468.15172355399994,-147222686.0,36070640.412200004,811218.2368999999,2.4873757530000007,444.712967641,-4137137.0,741678883.0,59821678.0,11.281915193,3812.635126838001,-326709400,64.19841650699998,2.251732059,6.788919610999997,3148.9109238210003,-1381.7617951999985,943.0700000000003,4.980000000000003,0.3966374020000001,89.16533410600003,-1496,0.0,0.0,0.0,0.0,-13523290560,0.0,0.0,0.0,0.0,18502509912,0.0,0.0,0.0,0.0,1425816193.6000018,0.0,0.0,0.0,0.0,-332148879800,0.0,0.0,0.0,0.0,-1610.8993687999994,0.0,0.0,0.0,0.0,-4216,1552,130,68,111482917.03,64367965.03,15.763039023712171,340,340,0,340,0,340,0,340,0,0,0,340,0,0,0
