,CLUSTER_APTA_GROUPED,RAIL_FLAG,Year,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,VRM_ADJ_LOG_FAC_CUM,UPT_IF_NO_CHANGE_IN VRM,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,POP_EMP_ADJ_LOG_FAC_CUM,UPT_IF_NO_CHANGE_IN POP_EMP,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,GasPrice_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,Total_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_GasPrice_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_Total_FAC_cumsum
43,2,0,2011,273,151,1552,908464209.5,947325579.2,38861369.66,953609264.7,73660814.9,11372575.89,0.799537583,2453445.384,3.586267704,8.099802879,0.259930349,-4616924.721,,,-1003009.344,5772194.815,,,72999720.72,3999928.758,-2183245.393,74968664.84,-2987880.272,4136572.54,5617620.397000001,65797995.17,3277816.905,-2181309.847,71552617.54,14298891.099000003,-70327152.47799999,88561564.538,259843038.98,5693018.992999999,-37493430.074,260575931.082,933026688.1010001,1017652731.678,858764014.6620001,687482540.22,941632560.207,984819009.274,686749648.118
44,2,0,2012,273,151,1552,947325579.2,966905809.7,19580230.54,1014411526.0,60802261.81,11135281.5,0.701996698,2478884.769,3.69897731,8.117790687000001,0.25741469699999997,-5216580.988,,,70997902.95,7889054.765,,,10188490.21,455061.3164,-572300.3829999999,83741627.87,-4352820.285,53942657.79,4907393.576,4766565.129,1968999.331,-430533.7211,58542690.24,9082310.111000003,670750.4720000178,96450619.303,270031529.19,6148080.309399999,-38065730.457,344317558.952,957823499.589,966235059.228,870455190.3970001,696874280.51,960757729.3906001,1004971540.1570001,622588250.748
45,2,0,2013,273,151,1552,966905809.7,950051312.0,-16854497.69,1005046182.0,-9365344.958999999,11169355.98,0.73012713,2517458.8019999997,3.585457823,7.958050097,0.255783595,2070113.767,,,-8851710.739,13793601.53,,,-10162120.85,-2856616.4080000003,-1036968.868,-7043701.563999999,2545527.767,-10535148.75,13223767.05,-10583249.33,-3021533.102,-994708.5979,-10335063.29,11152423.878000002,-8180960.266999982,110244220.833,259869408.34,3291463.9013999985,-39102699.325,337273857.388,938898888.122,958232272.267,839807091.167,690181903.66,946759848.0986,989154011.325,612777454.612
46,2,0,2014,273,151,1552,950051312.0,946875189.9,-3176122.165,1004817857.0,-228324.4925,11283275.34,0.732477933,2541420.837,3.4501945789999997,7.9708383970000005,0.25287405399999996,5303460.393999999,,,-2625342.502,10079096.73,,,-12692376.55,440634.0201,-467725.9963,37746.09753,5514411.262,-2996081.258,9712196.471,-12866770.35,844869.5885,-436950.2011,-713753.9673,16455884.272000002,-10806302.768999983,120323317.56300001,247177031.79,3732097.9214999983,-39570425.3213,337311603.48553,930419305.628,957681492.6689999,826551872.337,699698158.11,943143091.9785,986445615.2213,609563586.41447
47,2,0,2015,273,151,1552,946875189.9,922077657.4,-24797532.45,919275985.6,-85541871.4,11607640.95,0.742302991,2559958.3819999998,2.540537129,7.765356303,0.253091167,9659800.817,,,-2903330.235,9890329.708999999,,,-91615391.76,-3156378.872,-369775.3183,-78494745.66,14370019.87,-1997294.833,10783145.8,-105151224.4,-3149187.225,-397330.6543,-85966636.75,26115685.089,-13709633.003999982,130213647.27200001,155561640.02999997,575719.0494999983,-39940200.6396,258816857.82553002,895961972.311,935787290.4039999,791864010.128,766516017.37,921501938.3505,962017858.0396,663260799.5744699
48,2,0,2016,273,151,1552,922077657.4,882769337.0,-39308320.41,898747521.1,-20528464.53,12011210.8,0.764853673,2592261.535,2.275818995,7.636455428,0.254559532,9947709.646,,,-6238824.404,9267594.273,,,-30889296.26,-2025061.892,-460912.0148,-20398790.65,12036613.7,-5809913.231000001,16523113.13,-41292111.51,-1377383.759,-608782.8622,-24091898.47,36063394.735,-19948457.40799998,139481241.54500002,124672343.76999997,-1449342.8425000017,-40401112.6544,238418067.17553002,846705942.265,902717794.408,743288095.4549999,758096993.23,884218679.8425,923170449.6544,644351269.82447
49,2,0,2017,273,151,1552,882769337.0,845676010.4,-37093326.65,938389525.8,39642004.71,12161395.41,0.7720446390000001,2622859.82,2.5500338719999998,7.384793715,0.25370464,3284965.159,,,-326781.3087,9420993.436,,,31899411.58,-4063848.2180000003,-637224.5278,39577516.12,3193974.921,-458667.4835,9497651.131000001,32003494.21,-3943958.12,-650489.9483,38960015.04,39348359.894,-20275238.71669998,148902234.981,156571755.34999996,-5513191.060500002,-41038337.1822,277995583.29553,806327650.5059999,865951249.1166999,696773775.4189999,689104255.05,851189201.4605,886714347.5821999,567680427.10447
50,2,0,2018,273,151,1552,845676010.4,793006634.7,-52669375.7,948034180.9,9644655.086000001,11700214.68,1.9644854330000001,2636904.752,2.880229944,7.1260197089999995,0.252588518,-14997937.35,,,-28244931.95,8203452.984,,,33377368.84,-3336011.92,-551213.9756,-5549273.36,-10491175.95,-21862809.76,9215976.912,37018542.18,-3621017.028,-614861.2643,8941405.865,24350422.544,-48520170.666699976,157105687.965,189949124.18999997,-8849202.980500001,-41589551.1578,272446309.93553,768656212.156,841526805.3667,635900946.735,603057510.5100001,801855837.6805,834596185.8578,520560324.76447004
51,2,1,2002,64,28,201,0.0,47575301.63,0.0,44808301.89,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47575301.63,47575301.63,47575301.63,47575301.63,47575301.63,47575301.63,47575301.63
52,2,1,2003,64,28,201,47575301.63,47859440.11,284138.4812,50022822.36,5214520.469,3067870.333,0.7132832440000001,2814612.562,1.624065707,7.716586143,0.35850095299999996,367637.7563,,,3486864.2410000004,695252.5446,,,1911372.446,34841.87102,-351890.4575,6144078.401000001,270614.3123,2805359.3030000003,678394.3196,1780323.519,33399.57256,-353570.5571,4847630.024,367637.7563,3486864.2410000004,695252.5446,1911372.446,34841.87102,-351890.4575,6144078.401000001,47491802.3537,44372575.869,47164187.5654,45948067.664,47824598.23898,48211330.5675,41715361.709
53,2,1,2004,64,28,201,47859440.11,53311258.56,5451818.45,54806686.59,4783864.231000001,2951149.887,0.669224082,2837423.808,1.9076260619999998,7.660143785,0.35170455100000003,402645.3088,,,823271.7661,754052.5354,,,2181041.403,36938.85357,-344568.13,3853381.736,710665.3840000001,1361455.436,811155.0241,2257772.4790000003,22481.38426,-379665.477,4361137.839,770283.0651,4310136.0071,1449305.08,4092413.849,71780.72459,-696458.5875,9997460.137,52540975.4949,49001122.5529,51861953.480000004,49218844.711,53239477.83541,54007717.1475,43313798.423
54,2,1,2005,64,28,201,53311258.56,60584375.92,7273117.365,60736720.75,5930034.153,3094448.347,0.647620681,2923565.954,2.3248804659999998,7.549349521,0.348807352,1289202.994,,,312409.9069,953796.7916,,,3196342.515,19929.95149,-353197.033,5418485.126,1503351.95,448256.7797,1008475.8359999999,3327101.042,20660.77464,-377812.2288,5524306.201,2059486.0591,4622545.914,2403101.8716,7288756.364,91710.67608,-1049655.6205,15415945.263,58524889.8609,55961830.006000005,58181274.0484,53295619.556,60492665.24392,61634031.5405,45168430.657000005
55,2,1,2006,75,34,247,60584375.92,67624686.17,6343863.892999999,65747665.1,4262238.517,3300971.1360000004,0.740079415,3038232.8,2.6244797980000003,7.67502088,0.335126742,1396233.6369999999,,,-278978.4152,1240537.04,,,2370590.9480000003,111778.288,-427442.7848,4412718.713,1390807.5219999999,-281730.2971,1166774.461,2284157.855,91541.30882,-389312.3328,3881723.852,3455719.6961,4343567.4988,3643638.9116,9659347.312,203488.96408,-1477098.4053,19828663.976,64168966.473900005,63281118.6712,63981047.2584,57965338.858,67421197.20592,69101784.57530001,47796022.194000006
56,2,1,2007,92,42,315,67624686.17,73782658.91,4339996.249,73001099.07,3269480.854,3709595.316,0.770288603,3056264.8189999997,2.87900023,7.3804769079999994,0.328746021,1874196.148,,,-1448700.263,385278.3456,,,2075827.3269999998,-290417.322,-189125.8382,2407058.397,2214093.965,-941959.245,435563.3736,2088110.281,-317716.4367,-208611.0836,3028519.588,5329915.8441,2894867.2358,4028917.2572000003,11735174.639,-86928.35791999998,-1666224.2434999999,22235722.373,68452743.0659,70887791.6742,69753741.6528,62047484.271,73869587.26792,75448883.15349999,51546936.537
57,2,1,2008,92,42,315,73782658.91,87176871.45,13394212.54,81739490.85,8738391.777999999,4249261.695,0.866863467,3137541.4310000003,3.305917226,7.6037410560000005,0.308973761,3832869.2010000004,,,-1427545.717,92299.0753,,,3510790.856,196876.9009,-176807.7648,6028482.552,6278635.465,-1883186.175,222082.4488,4057388.503,289376.6431,-225905.1087,8372372.807999999,9162785.0451,1467321.5188,4121216.3325000005,15245965.495000001,109948.54298000003,-1843032.0082999999,28264204.925,78014086.4049,85709549.9312,83055655.1175,71930905.955,87066922.90702,89019903.45830001,58912666.525000006
58,2,1,2009,94,44,337,87176871.45,78474456.01,-10053502.44,70764390.47,-11872304.89,3817021.722,1.04484271,2919779.245,2.400561221,7.878155108,0.304473355,114930.6014,,,-4983978.257,-431652.9238,,,-8622919.742999999,485281.1824,-246942.0268,-13685281.17,531689.3326,-4171331.458,-356972.9679,-8052040.925,444180.3944,-267829.2685,-12171485.68,9277715.646499999,-3516656.7382000005,3689563.4087000005,6623045.752000002,595229.72538,-2089974.0351,14578923.755,69196740.3635,81991112.7482,74784892.6013,71851410.258,77879226.28462,80564430.0451,63895532.255
59,2,1,2010,94,44,337,78474456.01,74495052.9,-3979403.1089999997,73895300.96,3130910.495,3585989.142,1.063961629,2856702.565,2.853964888,7.763219935,0.309817892,72393.96423,,,-938912.4592,174261.8133,,,4404337.96,59451.88901,-122630.1521,3648903.015,155074.7592,-466368.6032,75795.68079,3375953.8660000004,62487.92856,-72033.13691,3077034.117,9350109.610729998,-4455569.197400001,3863825.2220000005,11027383.712000001,654681.61439,-2212604.1872,18227826.77,65144943.289270006,78950622.09740001,70631227.678,63467669.18800001,73840371.28561,76707657.0872,56267226.13000001
60,2,1,2011,103,48,359,74495052.9,79252400.6,4118316.7,82962916.83,7481262.187000001,3715784.602,1.121664993,2800684.21,3.566717989,8.283998472999999,0.306341632,1774167.7519999999,,,-983374.7819,381941.8922,,,5860072.471,584160.0547,-193999.2596,7422968.128,1747979.4880000001,-1019536.0390000001,397021.2445,5947342.156,611750.0709,-203294.7336,7252420.187999999,11124277.362729998,-5438943.979300001,4245767.114200001,16887456.183000002,1238841.66909,-2406603.4468,25650794.898,68128123.23727,84691344.5793,75006633.4858,62364944.416999996,78013558.93090999,81659004.04679999,53601605.70199999
61,2,1,2012,103,48,359,79252400.6,85426704.23,6174303.632999999,86588881.39,3625964.561,4117415.938,1.116682619,2774373.875,3.6698835539999997,8.336866365,0.30587644199999997,2321548.389,,,-278496.0393,603989.7443,,,832498.8981,14024.005509999999,-40964.93007,3452600.068,2325137.6580000003,-117535.7128,606654.3028,829888.4821,26993.0523,-45173.2218,3577253.5689999997,13445825.751729999,-5717440.018600001,4849756.858500001,17719955.081100002,1252865.6746,-2447568.37687,29103394.966,71980878.47827001,91144144.2486,80576947.3715,67706749.1489,84173838.5554,87874272.60687001,56323309.264000006
62,2,1,2013,103,48,359,85426704.23,89532577.02,4105872.789,87313140.93,724259.5329,5093806.887,1.190732381,2783813.43,3.561646613,8.070921105,0.309935119,3457662.068,,,-2333759.452,929005.7482,,,-845901.3092,-234289.9916,114635.7643,1087352.828,3231505.189,-2273094.5609999998,708818.8629,-851320.4576,-200248.1093,108598.6091,826400.2441,16903487.81973,-8051199.4706000015,5778762.606700001,16874053.771900002,1018575.683,-2332932.61257,30190747.794,72629089.20027,97583776.49059999,83753814.4133,72658523.2481,88514001.337,91865509.63257,59341829.225999996
63,2,1,2014,107,52,406,89532577.02,89518730.76,-1207868.94,89139898.29,-327106.8589,5375386.741,1.224938665,2766471.4889999996,3.4286322069999997,7.930703824,0.313917892,776703.5921,,,-501837.2788,754292.8252,,,-1098023.4479999999,-4170.402469,-35649.24503,-108683.9566,417993.2012,-376616.2706,660462.4489,-1018824.161,21342.54396,-31464.62113,-357835.0715,17680191.41183,-8553036.749400001,6533055.431900001,15776030.323900003,1014405.280531,-2368581.8575999998,30082063.8374,71838539.34817001,98071767.50940001,82985675.32810001,73742700.4361,88504325.479469,91887312.61760001,59436666.9226
64,2,1,2015,107,52,406,89518730.76,89090788.19,-427942.5773,80190679.49,-8949218.795,5594282.887999999,1.268261187,2795778.626,2.51598238,7.571331729,0.31251792899999997,675316.2808,,,-1396983.886,854123.0227,,,-8710552.856,-323215.2775,-41520.46828,-8942833.184,1413308.675,-2259048.187,834132.8809,-8583322.777999999,-312342.00800000003,-41947.37799,-8985432.712000001,18355507.69263,-9950020.635400001,7387178.454600001,7065477.467900002,691190.003031,-2410102.32588,21139230.6534,70735280.49737,99040808.8254,81703609.73539999,82025310.72209999,88399598.186969,91500890.51588,67951557.5366
65,2,1,2016,111,56,454,89090788.19,89293520.04,-1527350.148,81094550.24,-1004035.048,5607649.747,1.223460713,2791236.187,2.2517065919999997,7.333736589,0.31206797,940567.6448,,,1088583.723,729968.2475,,,-3000457.272,-451236.1668,-44114.64712,-736688.4709999999,861860.4024,691219.0503,576165.6719,-2662127.034,-434622.9092,-36530.230189999995,-1036083.863,19296075.33743,-8861436.912400002,8117146.702100001,4065020.1959000025,239953.83623100002,-2454216.9729999998,20402542.1824,69997444.70257,98154956.95240001,81176373.33790001,85228499.8441,89053566.20376901,91747737.01300001,68890977.8576
66,2,1,2017,111,56,454,89293520.04,87737298.09,-1556221.9540000001,83637822.88,2543272.631,5462664.557,1.2616555090000001,2807019.683,2.526781066,7.0833453429999995,0.307549819,614348.7036,,,-1190032.864,776118.7769,,,3292575.433,-378673.0301,-68890.61031,3045446.41,591533.917,-1398541.57,687272.3581,3044183.982,-322497.8167,-58678.23906,2492487.754,19910424.04103,-10051469.776400002,8893265.479000002,7357595.628900003,-138719.19386899995,-2523107.5833099997,23447988.5924,67826874.04897,97788767.8664,78844032.611,80379702.4611,87876017.283869,90260405.67331,64289309.497600004
67,2,1,2018,113,58,476,87737298.09,86474359.47,-1330491.602,87769631.12,4064255.2589999996,5436565.973999999,1.296888238,2853492.856,2.866542641,6.78203936,0.306195642,1107838.726,,,-555280.7828,680680.0704,,,3642902.3789999997,-386088.9821,-59860.94697999999,4430190.463,1039808.2159999999,-419070.7176,624979.9794,3154944.836,-288756.2839,-47650.7717,4011895.784,21018262.76703,-10606750.559200002,9573945.549400002,11000498.007900003,-524808.175969,-2582968.5302899997,27878179.0554,65456096.70297,97081110.0292,76900413.9206,75473861.4621,86999167.645969,89057328.00028999,58596180.4146
68,3,0,2002,341,219,2856,0.0,137388657.5,0.0,122177763.6,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137388657.5,137388657.5,137388657.5,137388657.5,137388657.5,137388657.5,137388657.5
69,3,0,2003,398,258,3310,137388657.5,161522191.6,6625380.262999999,149513491.0,11640053.27,2111061.71,0.6292006929999999,597551.2433,1.5983806969999999,6.366037659,0.200825367,4893710.096,,,30528.70043,3387753.607,,,5346326.778,473952.8537,-915268.1179,13217003.92,3345066.133,-1245555.646,3673761.213,5788105.676,933035.9942,-854360.1038,10610496.36,4893710.096,30528.70043,3387753.607,5346326.778,473952.8537,-915268.1179,13217003.92,156628481.504,161491662.89957,158134437.993,156175864.822,161048238.74629998,162437459.7179,148305187.68
70,3,0,2004,459,293,3767,161522191.6,189547488.5,-5830266.632999999,185039253.7,6471225.503,1979404.5359999998,0.711095101,586942.3187,1.885234024,6.439164261,0.194677392,-2356866.325,,,-5471411.607000001,4573015.656,,,7682268.007,558252.6849,-962801.8840000001,4022456.5319999997,-2074837.343,-3967181.273,4919610.081,8267769.198,437088.9655,-1111224.125,3637409.293,2536843.7709999997,-5440882.906570001,7960769.263,13028594.785,1032205.5386,-1878070.0019,17239460.452,187010644.729,194988371.40657,181586719.237,176518893.715,188515282.9614,191425558.5019,172308028.048
71,3,0,2005,508,325,4127,189547488.5,211639126.5,12787811.93,218108593.1,23386884.4,2068696.0569999998,0.651163164,610125.1056,2.30815272,6.891899157999999,0.18837176600000002,1498003.17,,,995774.4453,5691838.991,,,11794010.85,535100.8227,-1008479.397,19506248.88,3106663.567,3427156.494,5555146.573,11692763.92,617019.9904,-1011866.14,22222559.23,4034846.9409999996,-4445108.461270001,13652608.254,24822605.634999998,1567306.3613,-2886549.3989,36745709.332,207604279.55900002,216084234.96127,197986518.246,186816520.865,210071820.1387,214525675.8989,174893417.16799998
72,3,0,2006,602,376,4685,211639126.5,249465233.0,20589912.07,260612962.2,20333966.13,2021995.333,0.686636825,625941.7225,2.607275359,7.040566497,0.168620401,15895573.47,,,-2338483.49,6891047.205,,,8290224.52,594417.2245,-1140317.769,28192461.16,5850568.56,-126447.713,6801673.054,8155982.914,762985.2036,-1110795.894,19045888.32,19930420.411,-6783591.951270001,20543655.459,33112830.154999997,2161723.5858,-4026867.1679,64938170.492,229534812.589,256248824.95127,228921577.541,216352402.845,247303509.4142,253492100.1679,184527062.50800002
73,3,0,2007,633,394,4912,249465233.0,271682558.1,11977177.47,285297448.9,13685152.71,1984435.175,0.664484443,603220.2911,2.8398874210000002,6.959160526000001,0.160663077,3793023.723,,,-1229558.771,2592789.547,,,6997961.226,122357.5518,-358910.5116,11917662.76,4304899.708000001,-1426595.66,3027294.65,7607818.632999999,520951.691,-349216.3141,13368846.03,23723444.134,-8013150.722270001,23136445.005999997,40110791.381,2284081.1376,-4385777.6795,76855833.252,247959113.96600002,279695708.82227004,248546113.09400004,231571766.71900004,269398476.9624,276068335.7795,194826724.84800002
74,3,0,2008,633,394,4912,271682558.1,291095424.6,19412866.51,300122021.1,14824572.17,1991831.017,0.684675557,601656.5021,3.2978303939999996,7.056087719,0.156064749,1063456.426,,,-2198165.6380000003,1067264.963,,,13802973.17,153329.3816,-206527.2144,13682331.09,1580347.9409999999,-1891688.388,1162987.205,14036083.23,95571.21014,-158729.0235,14687481.65,24786900.56,-10211316.360270001,24203709.968999997,53913764.551,2437410.5192,-4592304.8939,90538164.34200001,266308524.04000002,301306740.96027005,266891714.63100004,237181660.04900002,288658014.0808,295687729.4939,200557260.25800002
75,3,0,2009,637,397,4946,291095424.6,294647550.3,3552125.689,268428857.8,-31693163.28,2035263.1369999999,0.720551202,596671.1881,2.387981516,7.124163384,0.153677388,3371878.2430000002,,,-5195659.682,-930971.2955,,,-28994872.66,374411.4715,-296983.0584,-31672196.98,2813213.12,-4846272.875,-975967.2163,-28799960.38,342068.3384,-226244.2602,-31828620.89,28158778.803,-15406976.042270001,23272738.673499998,24918891.891,2811821.9907,-4889287.952299999,58865967.362,266488771.497,310054526.34227,271374811.6265,269728658.40900004,291835728.3093,299536838.2523,235781582.93800002
76,3,0,2010,646,402,5011,294647550.3,300574549.7,5006019.034,287571847.0,18097804.89,2008832.158,0.7123884090000001,589914.5564,2.827844572,7.34622381,0.149657681,451888.8032,,,298466.2271,1932345.247,,,16277272.53,1338953.9009999998,-439631.0758,19859295.63,161751.5076,-580.2960439,1917168.7319999998,15322107.24,1108115.537,-410757.8266,17679246.5,28610667.6062,-15108509.815170001,25205083.9205,41196164.421,4150775.8916999996,-5328919.028099999,78725262.992,271963882.0938,315683059.51517,275369465.7795,259378385.27899998,296423773.8083,305903468.7281,221849286.708
77,3,0,2011,656,410,5110,300574549.7,319724618.4,18398832.69,316040969.2,27366772.28,1983087.6930000002,0.69941758,585527.0991,3.5671573039999998,7.45651585,0.148965433,-17813.997040000002,,,1838217.4719999998,1415303.2119999998,,,24353196.14,714606.2749,-121374.0639,28182135.03,369527.9605,2244518.1119999997,1296247.3159999999,22562644.32,991985.8163,-98151.2443,27288903.34,28592853.60916,-13270292.343170002,26620387.1325,65549360.561,4865382.166599999,-5450293.091999999,106907398.022,291131764.79083997,332994910.74316996,293104231.2675,254175257.839,314859236.2334,325174911.492,212817220.37799996
78,3,0,2012,656,410,5110,319724618.4,322836169.7,3111551.305,317606568.8,1565599.5669999998,1974589.12,0.720889984,596652.8376,3.6774711910000004,7.337607732,0.148720727,-2451404.9080000003,,,3552946.72,2027952.21,,,3280497.245,-659986.2032,-134141.4965,5615863.568,-2266998.611,-803700.6485,2017455.625,3267700.458,-550061.7143,-98795.54242,1725056.052,26141448.70116,-9717345.623170001,28648339.3425,68829857.806,4205395.963399999,-5584434.5885,112523261.59,296694720.99884,332553515.32317,294187830.35749996,254006311.894,318630773.7366,328420604.2885,210312908.10999998
79,3,0,2013,656,410,5110,322836169.7,320084610.1,-2751559.523,312064302.5,-5542266.262,1966142.6130000001,0.7747802309999999,601924.2043,3.570354057,7.392621879,0.146374666,114388026.5,,,-7111854.28,3396597.7010000004,,,-3230937.084,304224.7927,-195922.0056,107550135.6,1601981.138,-7739400.109,3747310.276,-3309636.7989999996,401099.0717,-243619.8404,-5938289.429,140529475.20116,-16829199.90317,32044937.043500002,65598920.721999995,4509620.756099999,-5780356.594099999,220073397.19,179555134.89884,336913810.00317,288039673.0565,254485689.37800002,315574989.3439,325864966.6941,100011212.91000003
80,3,0,2014,656,410,5110,320084610.1,319413813.3,-670796.8346,308597147.0,-3467155.519,1959818.504,0.859044213,594003.794,3.436289612,7.361400643,0.145244884,2608980.716,,,-3564079.39,2091917.1530000002,,,-4156157.267,82555.75831,-155410.3121,-3092193.3419999997,3728323.8910000003,-4980852.883,2981485.125,-5032533.429,-41258.311689999995,-122319.9106,-2727318.5539999995,143138455.91716,-20393279.29317,34136854.1965,61442763.455,4592176.514409999,-5935766.906199999,216981203.848,176275357.38284,339807092.59317,285276959.1035,257971049.84500003,314821636.78559,325349580.2062,102432609.45200002
81,3,0,2015,661,414,5174,319413813.3,308000739.3,-11888157.57,279589990.8,-29466775.52,1973292.18,0.816493068,592774.8943,2.496970364,7.166211316,0.143790177,2143027.0519999997,,,4279153.1389999995,2308003.081,,,-31901657.25,-826409.8411,-174018.7134,-24171902.53,2350657.984,-1891748.4319999998,2251029.865,-31141165.84,-861893.8211,-173655.2724,-29650683.15,145281482.96916,-16114126.154170003,36444857.2775,29541106.205,3765766.6733099995,-6109785.619599999,192809301.318,162719256.33084002,324114865.45417,271555882.02250004,278459633.095,304234972.62669003,314110524.9196,115191437.98200002
82,3,0,2016,661,414,5174,308000739.3,288864187.9,-19136551.39,268980852.3,-10609138.59,2005115.061,0.865838375,603855.2406,2.246810429,7.060794119,0.143355998,1127317.138,,,-5222338.483,2141097.85,,,-9848274.296,-414951.7088,-48053.69937,-12265203.2,1209546.773,-4310043.614,1889162.014,-9091105.477,-256514.4404,-50183.849,-10657901.99,146408800.10716,-21336464.637170002,38585955.127500005,19692831.908999998,3350814.9645099994,-6157839.3189699985,180544098.118,142455387.79283997,310200652.53717,250278232.77249998,269171355.991,285513372.93548995,295022027.21897,108320089.78199998
83,3,0,2017,661,414,5174,288864187.9,278563739.9,-10300447.93,277683115.7,8702263.401,2019876.3630000001,0.882116951,611011.385,2.522015524,6.902532165,0.142839646,348949.7159,,,-2688554.057,1852136.0380000002,,,10542855.48,-540541.0185,-134595.8401,9380250.321,44880.36967,-2073106.53,1716988.95,9687810.219,-545318.0928,-128991.5147,8579284.441,146757749.82306,-24025018.694170002,40438091.16550001,30235687.389,2810273.946009999,-6292435.159069998,189924348.439,131805990.07693997,302588758.59417,238125648.73449996,248328052.51099998,275753465.95399,284856175.05907,88639391.46099997
84,3,0,2018,661,414,5174,278563739.9,273887817.5,-4258247.643,291996725.8,14640519.58,2045848.721,0.888601902,616765.6741,2.8287393539999997,6.7654125370000004,0.141849756,831500.4234,,,487182.3883,1859567.8059999999,,,10517226.57,-484352.2168,-105390.3616,13105734.61,983023.9631,2679153.075,1663172.304,9800418.336000001,-421689.6193,-63558.47671,14312657.9,147589250.24646002,-23537836.30587,42297658.97150001,40752913.959,2325921.729209999,-6397825.520669999,203030083.04900002,126298567.25353998,297425653.80587,231590158.5285,233134903.541,271561895.77079,280285643.02067,70857734.45099998
85,3,1,2002,5,4,66,0.0,506671.001,0.0,447409.9893,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506671.001,506671.001,506671.001,506671.001,506671.001,506671.001,506671.001
86,3,1,2003,5,4,66,506671.001,449077.992,-57593.009000000005,449761.5274,2351.53815,13684.26224,3.181173837,600939.2415,1.5464831419999998,7.181375865,0.058558875,-4959.70629,,,-23713.54191,13100.83394,,,19015.82599,-242.3916413,-1669.72709,1531.293003,-3521.982128,-19364.19832,11000.51869,15970.0612,-315.3434242,-1417.5178640000001,1146.260224,-4959.70629,-23713.54191,13100.83394,19015.82599,-242.3916413,-1669.72709,1531.293003,454037.69829000003,472791.53391,435977.15806000005,430062.16601000004,449320.3836413,450747.71909,447546.698997
87,3,1,2004,9,7,100,449077.992,543248.145,54178.153,500515.7426,47640.10712,16781.20543,3.374516859,624138.9131,1.861160287,7.132736246,0.052904547999999996,25143.6421,,,-10832.88217,10848.97638,,,23748.81059,-293.5523404,-1354.6886650000001,47260.305889999996,26614.05231,-12063.0696,10910.01444,24079.76716,-512.6966471,-1387.960541,46211.1779,20183.935810000003,-34546.42408,23949.81032,42764.636580000006,-535.9439817,-3024.415755,48791.598892999995,523064.20919,577794.56908,519298.33468,500483.50842,543784.0889817,546272.560755,494456.54610700003
88,3,1,2005,9,7,100,543248.145,677557.556,134309.411,630986.9974,130471.2549,18041.32976,3.391339715,667352.5179,2.30121016,7.088682266,0.048254974000000006,1307418.93,,,-20962.84945,14300.005119999998,,,35813.364160000005,-222.5524247,-1428.065891,1334918.831,105795.3593,-17504.86896,12197.65915,31269.238489999996,8.882878727000001,-1295.015929,129251.8482,1327602.8658099999,-55509.27353,38249.81544,78578.00074000002,-758.4964064,-4452.481646,1383710.429893,-650045.3098099999,733066.82953,639307.74056,598979.5552599999,678316.0524064,682010.037646,-706152.8738930001
89,3,1,2006,9,7,100,677557.556,606866.41,-70691.146,626331.3064,-4655.691047,17949.94638,3.0806571,735016.6373,2.584806419,6.764414845,0.045292581,-16881.85687,,,-29634.805080000002,23322.64372,,,26107.65845,-2765.4926010000004,-1590.392834,-1442.245217,-19590.32084,-33852.36059,25682.0116,28118.9652,-3209.025474,-1804.9609489999998,-6787.807295999999,1310721.0089399999,-85144.07861,61572.45916,104685.65919000002,-3523.9890074000004,-6042.87448,1382268.1846760001,-703854.5989399998,692010.48861,545293.9508400001,502180.75081,610390.3990074,612909.28448,-775401.7746760001
