,CLUSTER_GT,RAIL_FLAG,Year,UPT_ADJ_original,UPT_ADJ_difference,VRM_ADJ_original,VRM_ADJ_difference,FARE_per_UPT_original,FARE_per_UPT_difference,PCT_HH_NO_VEH_original,PCT_HH_NO_VEH_difference,POP_EMP_original,POP_EMP_difference,POP_CENSUSTRACT_original,POP_CENSUSTRACT_difference,GasPrice_original,GasPrice_difference
125,4,1,2008,246747522.65,13099974.150000002,64266550.282,3302164.9149999996,6.235783755,0.46347655300000024,49.05999999999999,0.9000000000000012,42936047.67,572395.25,10413752.0,-124214.0,26.989999999999995,3.709999999999999
126,4,1,2009,243711794.04,-54653689.610000014,66454738.905999996,-33509058.376,7.181116874,0.2758923839999997,55.97999999999999,2.120000000000001,49344241.010000005,-681943.0,11822253.0,-270707.75,22.469999999999995,-7.919999999999998
127,4,1,2010,246077163.81199998,2365369.772000013,63764765.44499999,-2689973.461000001,8.179334783,0.9982179090000002,57.050000000000004,1.0699999999999994,49338852.059999995,-5388.949999999255,11701328.0,-120925.0,26.4,3.9300000000000015
128,4,1,2011,254122673.68,8045509.868000001,62085372.103,-1679393.342000001,8.352571998,0.1732372149999999,58.39,1.3399999999999999,50127738.84,788886.7799999993,11580403.0,-120925.0,32.78,6.379999999999999
129,4,1,2012,248794470.06,-5328203.620000007,63006457.257,921085.1540000001,8.708016272,0.35544427400000034,57.48,-0.9099999999999984,51033352.5,905613.6600000001,11727620.0,147217.0,34.11000000000001,1.3300000000000018
130,4,1,2013,253465713.65,4671243.59,66825608.018999994,3819150.762000001,9.730284584999998,1.0222683129999994,56.940000000000005,-0.54,51907629.18000001,874276.6799999997,11886446.0,158826.0,32.89999999999999,-1.2100000000000013
131,4,1,2014,265944664.26,12478950.609999998,71623810.866,4798202.847000001,9.050358641,-0.679925944,56.300000000000004,-0.6400000000000015,53051381.08,1143751.9000000004,12076464.0,190018.0,31.800000000000004,-1.1
132,4,1,2015,270272084.6,4327420.340000011,76011302.026,4387491.159999998,9.139189905999999,0.08883126499999972,54.67,-1.629999999999999,54135873.5,1084492.42,12246680.0,170216.0,24.53,-7.27
133,4,1,2016,270989389.88500005,717305.2849999908,80487823.85900001,4476521.833000002,9.567199868,0.4280099620000004,51.370000000000005,-3.3000000000000016,55133910.739999995,998037.2400000002,12389773.0,143093.0,21.729999999999997,-2.8000000000000003
134,4,1,2017,269146985.492,-1842404.3929999955,83291500.801,2803676.9419999965,9.899633375999999,0.33243350799999954,50.28,-1.0899999999999999,56206920.08,1073009.3399999999,12546277.0,156504.0,24.309999999999995,2.5800000000000014
135,4,1,2018,264191299.71800002,-4955685.774000004,82899333.439,-392167.36199999833,10.436992309999999,0.5373589339999998,48.720000000000006,-1.5599999999999996,57237768.220000006,1030848.1400000011,12699428.25,153151.25,27.759999999999994,3.4499999999999993
136,5,0,2002,1794917299.6,,527213946.67999995,,6.076535711999999,,90.44,,70262096.959,,17755895.0,,11.34,
137,5,0,2003,1782722267.2000003,-12195032.399999976,552197964.74,24984018.06000001,5.498244104,-0.5782916079999998,88.71,-1.7299999999999986,71308734.047,1046637.0879999986,17616901.0,-138994.0,13.35,2.01
138,5,0,2004,1881150483.3999999,98428216.19999994,572633761.86,20435797.12,5.426652064,-0.07159204000000019,87.02,-1.6899999999999977,72690367.42,1381633.3730000015,17477907.0,-138994.0,15.679999999999998,2.33
139,5,0,2005,1893412126.1000001,12261642.700000092,570920453.68,-1713308.1799999848,5.895411953000001,0.4687598890000001,85.32000000000001,-1.700000000000001,74147183.0,1456815.5799999963,17338913.0,-138994.0,18.96,3.279999999999999
140,5,0,2006,1925517090.8,32104964.6999999,570945208.58,24754.899999976158,5.876330162,-0.01908179099999996,83.54,-1.780000000000003,76039932.75,1892749.75,17199919.0,-138994.0,21.45,2.4899999999999998
141,5,0,2007,1926942867.3,1425776.5,581987763.5799999,11042555.000000007,6.275137234,0.39880707199999965,82.22,-1.320000000000002,76368209.60000001,328276.85000000335,17060925.0,-138994.0,23.25,1.7999999999999998
142,5,0,2008,1989171506.1,62228638.8000001,586311524.72,4323761.140000004,6.348182629,0.07304539500000029,83.84,1.6200000000000045,76557001.43,188791.8299999982,16921931.0,-138994.0,27.02,3.77
143,5,0,2009,1901708323.1,-87463183.0,581212683.49,-5098841.229999993,6.9718156590000016,0.6236330300000003,84.32999999999998,0.4899999999999993,76117346.76,-439654.66999999806,16782937.0,-138994.0,19.83,-7.189999999999998
144,5,0,2010,1843991364.1999998,-57716958.900000036,557982470.01,-23230213.480000008,7.306711999,0.3348963399999998,87.11999999999999,2.7899999999999965,76162118.33,44771.56999999657,16643943.0,-138994.0,23.319999999999993,3.49
145,5,0,2011,1878615735.3,34624371.09999995,544501832.9200001,-13480637.089999985,7.82651917,0.5198071710000001,89.3,2.1800000000000024,76902438.01,740319.6799999997,16504949.0,-138994.0,29.25,5.93
146,5,0,2012,1913152858.6,34537123.30000003,535141319.84000003,-9360513.08000002,8.038816626000001,0.21229745599999994,88.49000000000001,-0.8100000000000005,77856186.5,953748.4900000021,16660711.0,155762.0,30.380000000000006,1.1300000000000012
147,5,0,2013,1910254969.2,-2897889.399999991,540690776.74,5549456.900000002,8.351290418,0.3124737919999996,86.72000000000001,-1.7700000000000005,78704277.76,848091.2599999979,16833511.0,172800.0,29.409999999999997,-0.9700000000000011
148,5,0,2014,1874166009.4,-36088959.79999998,540443699.61,-247077.1299999915,8.552508879,0.20121846100000051,85.81,-0.9099999999999984,79741888.33,1037610.570000004,17035277.0,201766.0,28.400000000000002,-1.0099999999999998
149,5,0,2015,1826442917.5,-47723091.90000002,542252415.34,1808715.7300000116,8.790690927,0.23818204799999998,85.33,-0.4800000000000004,80588217.34,846329.009999996,17209537.0,174260.0,21.36,-7.039999999999999
150,5,0,2016,1726659486.2,-99783431.3,545763057.6,3510642.2599999905,9.145452739,0.354761812,84.91,-0.4200000000000026,81234354.91,646137.570000004,17318546.0,109009.0,19.09,-2.27
151,5,0,2017,1653971568.7,-72687917.49999997,546543562.83,780505.2300000042,9.101098014,-0.04435472500000026,83.55999999999999,-1.3499999999999988,82111967.05999999,877612.1499999966,17497797.0,179251.0,21.35,2.260000000000001
152,5,0,2018,1609050895.4899998,-44920673.21000001,546368819.63,-174743.20000001788,9.00502145,-0.09607656399999998,82.49,-1.0700000000000003,82783154.4,671187.3399999999,17659487.5,161690.5,24.11,2.7599999999999993
153,5,1,2002,1118417893.0679998,-490633002.42199993,318224477.42969996,-228144342.20029998,9.670535141,0.6655136909999997,90.44,7.950000000000001,70262096.959,-12521057.440999996,17755895.0,96407.5,11.34,-12.77
154,5,1,2003,1111962762.605,-6455130.4629999995,338990711.07149994,20766233.641800005,9.730579478,0.06004433700000045,88.71,-1.7299999999999986,71308734.047,1046637.0879999986,17616901.0,-138994.0,13.35,2.01
155,5,1,2004,1174261900.595,62299137.98999996,344727956.46750003,5737245.395999994,9.650218013,-0.08036146500000052,87.02,-1.6899999999999977,72690367.42,1381633.3730000015,17477907.0,-138994.0,15.679999999999998,2.33
156,5,1,2005,1206984544.576,32722643.981000014,347348079.0488,2620122.581299994,10.087629656999999,0.43741164400000065,85.32000000000001,-1.700000000000001,74147183.0,1456815.5799999963,17338913.0,-138994.0,18.96,3.279999999999999
157,5,1,2006,1252873530.982,45888986.40600003,358176776.87909997,10828697.830300003,11.426529386,1.338899729,83.54,-1.780000000000003,76039932.75,1892749.75,17199919.0,-138994.0,21.45,2.4899999999999998
158,5,1,2007,1260159894.349,7286363.366999986,379029274.714,20852497.8349,11.724103972000002,0.2975745859999991,82.22,-1.320000000000002,76368209.60000001,328276.85000000335,17060925.0,-138994.0,23.25,1.7999999999999998
159,5,1,2008,1321820076.641,61660182.292,387343632.855,8314358.141000009,12.406126329,0.6820223570000004,83.84,1.6200000000000045,76557001.43,188791.8299999982,16921931.0,-138994.0,27.02,3.77
160,5,1,2009,1306132620.1330001,-15687456.50800002,388070567.26500005,726934.4099999948,13.150375832999998,0.744249504,84.32999999999998,0.4899999999999993,76117346.76,-439654.66999999806,16782937.0,-138994.0,19.83,-7.189999999999998
161,5,1,2010,1304459825.53,-1672794.602999962,390988854.719,2918287.4540000036,13.697028429,0.5466525959999998,87.11999999999999,2.7899999999999965,76162118.33,44771.56999999657,16643943.0,-138994.0,23.319999999999993,3.49
162,5,1,2011,1358879995.45,54420169.91999999,393277159.887,2288305.1679999838,14.260481197999999,0.5634527689999999,89.3,2.1800000000000024,76902438.01,740319.6799999997,16504949.0,-138994.0,29.25,5.93
163,5,1,2012,1393741146.08,34861150.62999999,405343614.82799995,12066454.94100001,14.706370626999998,0.4458894290000006,88.49000000000001,-0.8100000000000005,77856186.5,953748.4900000021,16660711.0,155762.0,30.380000000000006,1.1300000000000012
164,5,1,2013,1398547513.5900002,4806367.509999979,415762609.58599997,10418994.758000007,15.434703877999999,0.7283332510000001,86.72000000000001,-1.7700000000000005,78704277.76,848091.2599999979,16833511.0,172800.0,29.409999999999997,-0.9700000000000011
165,5,1,2014,1427908634.9,29361121.31000006,426886423.13399994,11123813.547999997,15.546677787,0.11197390900000015,85.81,-0.9099999999999984,79741888.33,1037610.570000004,17035277.0,201766.0,28.400000000000002,-1.0099999999999998
166,5,1,2015,1400838798.8,-27069836.10000005,430655790.419,3769367.285000002,16.676810082,1.130132295,85.33,-0.4800000000000004,80588217.34,846329.009999996,17209537.0,174260.0,21.36,-7.039999999999999
167,5,1,2016,1376644223.8700001,-24194574.930000015,437481293.252,6825502.832999986,17.001606234,0.32479615199999956,84.91,-0.4200000000000026,81234354.91,646137.570000004,17318546.0,109009.0,19.09,-2.27
168,5,1,2017,1346850155.72,-29794068.14999998,452154001.505,14672708.253000021,17.213336031999997,0.2117297979999999,83.55999999999999,-1.3499999999999988,82111967.05999999,877612.1499999966,17497797.0,179251.0,21.35,2.260000000000001
169,5,1,2018,1320650958.03,-26199197.689999983,459103564.668,6949563.162999983,17.649264491,0.4359284590000002,82.49,-1.0700000000000003,82783154.4,671187.3399999999,17659487.5,161690.5,24.11,2.7599999999999993
170,6,0,2002,1323822038.0,,288501306.9,,1.008616096,,31.71,,25697520.39,,13808513.0,,1.41,
171,6,0,2003,1281862733.0,-41959305.0,270698672.7,-17802634.199999988,1.107381414,0.0987653180000001,31.36,-0.3500000000000014,26042245.270000003,344724.8800000027,13723962.0,-84551.0,1.64,0.22999999999999998
172,6,0,2004,1289530122.0,7667389.0,285674876.3,14976203.600000024,1.163845083,0.056463668999999994,31.0,-0.35999999999999943,26563773.75,521528.4799999967,13639411.0,-84551.0,1.93,0.29000000000000004
173,6,0,2005,1349312532.0,59782410.0,292395695.3,6720819.0,1.117413309,-0.04643177399999998,30.68,-0.3200000000000003,27081157.5,517383.75,13554860.0,-84551.0,2.35,0.42000000000000015
174,6,0,2006,1305932855.0,-43379677.0,271397714.5,-20997980.800000012,2.482136063,1.364722754,30.18,-0.5,27655014.75,573857.25,13470309.0,-84551.0,2.68,0.33000000000000007
175,6,0,2007,1255878227.0,-50054628.0,302119347.7,30721633.199999988,1.197347113,-1.28478895,30.4,0.21999999999999886,27714120.0,59105.25,13385758.0,-84551.0,2.86,0.17999999999999972
176,6,0,2008,1279870177.0,23991950.0,307251216.0,5131868.300000012,1.241485057,0.04413794400000004,30.42,0.020000000000003126,27956797.67,242677.6700000018,13301207.0,-84551.0,3.35,0.4900000000000002
177,6,0,2009,1245049720.0,-34820457.0,311985807.7,4734591.699999988,1.283937033,0.04245197599999995,30.61,0.18999999999999773,27734538.0,-222259.6700000018,13216656.0,-84551.0,2.43,-0.9199999999999999
178,6,0,2010,1222463995.0,-22585725.0,284108756.3,-27877051.399999976,1.335236065,0.05129903199999997,30.93,0.3200000000000003,27553600.75,-180937.25,13132105.0,-84551.0,2.86,0.4299999999999997
179,6,0,2011,1189791728.0,-32672267.0,276891484.3,-7217272.0,1.466797719,0.1315616540000002,31.3,0.370000000000001,27682634.67,129033.92000000179,13047554.0,-84551.0,3.63,0.77
180,6,0,2012,1198669782.0,8878054.0,275254101.5,-1637382.800000012,1.471851025,0.00505330599999998,31.51,0.21000000000000085,27909105.42,226470.75,13149572.0,102018.0,3.77,0.14000000000000012
181,6,0,2013,1202744795.0,4075013.0,279698963.9,4444862.399999976,1.5580801290000001,0.08622910400000006,29.93,-1.5800000000000018,28818049.08,908943.6599999964,13252329.0,102757.0,3.65,-0.1200000000000001
182,6,0,2014,1192647740.0,-10097055.0,282626037.7,2927073.800000012,1.607787164,0.049707034999999955,30.2,0.2699999999999996,29110612.08,292563.0,13379952.0,127623.0,3.54,-0.10999999999999988
183,6,0,2015,1160473736.0,-32174004.0,280202617.1,-2423420.5999999642,1.638033347,0.030246182999999816,30.17,-0.029999999999997584,29378317.83,267705.75,13482738.0,102786.0,2.55,-0.9900000000000002
184,6,0,2016,1162084609.0,1610873.0,279086354.6,-1116262.5,1.6746984269999998,0.036665079999999906,29.88,-0.2900000000000027,29437697.5,59379.67000000179,13531238.0,48500.0,2.31,-0.23999999999999977
185,6,0,2017,1100306571.0,-61778038.0,274821215.5,-4265139.100000024,1.752846067,0.07814764000000007,30.0,0.120000000000001,29668394.67,230697.1700000018,13672194.0,140956.0,2.64,0.33000000000000007
186,6,0,2018,1107464474.0,7157903.0,274036302.4,-784913.1000000238,1.7398975980000002,-0.012948468999999685,30.01,0.010000000000001563,29807700.84,139306.16999999806,13790036.0,117842.0,2.92,0.2799999999999998
187,6,1,2002,2028458449.0,920993975.0,474570591.5,200534289.10000002,1.261517299,-0.4783802990000001,31.71,1.6999999999999993,25697520.39,-4110180.4499999993,13808513.0,18477.0,1.41,-1.51
188,6,1,2003,1999850730.0,-28607719.0,503552796.7,28982205.199999988,1.412281979,0.15076467999999998,31.36,-0.3500000000000014,26042245.270000003,344724.8800000027,13723962.0,-84551.0,1.64,0.22999999999999998
189,6,1,2004,2115153452.0,115302722.0,521860484.0,18307687.300000012,1.43422835,0.021946370999999854,31.0,-0.35999999999999943,26563773.75,521528.4799999967,13639411.0,-84551.0,1.93,0.29000000000000004
190,6,1,2005,2507212523.0,392059071.0,527998936.7,6138452.699999988,1.250680924,-0.18354742599999985,30.68,-0.3200000000000003,27081157.5,517383.75,13554860.0,-84551.0,2.35,0.42000000000000015
191,6,1,2006,2603647775.0,96435252.0,539962610.1,11963673.400000036,1.2738114759999999,0.023130551999999804,30.18,-0.5,27655014.75,573857.25,13470309.0,-84551.0,2.68,0.33000000000000007
192,6,1,2007,2751026060.0,147378285.0,543107372.8,3144762.6999999285,1.263113852,-0.01069762399999985,30.4,0.21999999999999886,27714120.0,59105.25,13385758.0,-84551.0,2.86,0.17999999999999972
193,6,1,2008,2818659239.0,67633179.0,558408346.9,15300974.100000024,1.327724658,0.06461080599999991,30.42,0.020000000000003126,27956797.67,242677.6700000018,13301207.0,-84551.0,3.35,0.4900000000000002
194,6,1,2009,2717269400.0,-101389839.0,562176551.3,3768204.399999976,1.399351325,0.07162666700000009,30.61,0.18999999999999773,27734538.0,-222259.6700000018,13216656.0,-84551.0,2.43,-0.9199999999999999
195,6,1,2010,2812782058.0,95512658.0,552453534.1,-9723017.199999928,1.4249620580000002,0.025610733000000163,30.93,0.3200000000000003,27553600.75,-180937.25,13132105.0,-84551.0,2.86,0.4299999999999997
196,6,1,2011,2875478447.0,62696389.0,542784230.6,-9669303.5,1.556586205,0.1316241469999997,31.3,0.370000000000001,27682634.67,129033.92000000179,13047554.0,-84551.0,3.63,0.77
197,6,1,2012,2926682201.0,51203754.0,541132314.1,-1651916.5,1.561612505,0.00502630000000015,31.51,0.21000000000000085,27909105.42,226470.75,13149572.0,102018.0,3.77,0.14000000000000012
198,6,1,2013,3025842522.0,99160321.0,553170967.5,12038653.399999976,1.63302466,0.07141215499999998,29.93,-1.5800000000000018,28818049.08,908943.6599999964,13252329.0,102757.0,3.65,-0.1200000000000001
199,6,1,2014,3134495496.0,108652974.0,560050466.9,6879499.399999976,1.6551606369999998,0.022135976999999807,30.2,0.2699999999999996,29110612.08,292563.0,13379952.0,127623.0,3.54,-0.10999999999999988
200,6,1,2015,3047199074.0,-87296422.0,561246899.2,1196432.3000000715,1.7834350840000002,0.12827444700000035,30.17,-0.029999999999997584,29378317.83,267705.75,13482738.0,102786.0,2.55,-0.9900000000000002
201,6,1,2016,3069648697.0,22449623.0,560737093.9,-509805.3000000715,1.8097946409999999,0.0263595569999997,29.88,-0.2900000000000027,29437697.5,59379.67000000179,13531238.0,48500.0,2.31,-0.23999999999999977
202,6,1,2017,3090688330.0,21039633.0,563993926.6,3256832.7000000477,1.866888656,0.05709401500000011,30.0,0.120000000000001,29668394.67,230697.1700000018,13672194.0,140956.0,2.64,0.33000000000000007
203,6,1,2018,3025899129.0,-64789201.0,559394026.1,-4599900.5,1.970029948,0.1031412920000001,30.01,0.010000000000001563,29807700.84,139306.16999999806,13790036.0,117842.0,2.92,0.2799999999999998
