,CLUSTER_GT_8_GROUPS,RAIL_FLAG,Year,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,CLUSTER_APTA_GROUPED,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,GasPrice_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,Total_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_GasPrice_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_Total_FAC_cumsum
45,A,0,2013,67,40,80,8,1387912488.0,1385387097.0,-2525391.6,1499670653.0,-27552186.97,60975912.86,0.8035652240000001,9233512.648,3.644342444,11.38628405,0.438026576,5579902.731000001,-23171444.66,12288733.27,-14778477.42,-6938986.307999999,16797.98833,-27003474.4,6220329.054,-23916001.46,13814170.6,-15964157.94,-7659224.512999999,-47302.70585,-27679149.24,11297144.657999996,155372366.65999997,141026999.66099998,399278576.84000003,-9030445.578999996,-77966008.79127,619978633.59,1374089952.342,1230014730.3400002,1244360097.339,986108520.16,1394417542.579,1463353105.79127,765408463.41
46,A,0,2014,67,40,80,8,1385387097.0,1361739767.0,-23647329.2,1483227607.0,-16443045.89,60657330.32,0.8292253820000001,9283130.493999999,3.515745165,11.30578566,0.437915725,-949583.8259999999,-11768741.72,14486377.87,-17255538.32,-1623234.586,416514.3858,-16694206.2,-842692.1915,-11581839.56,15874553.85,-18753349.1,-1648836.407,509117.5109,-15806252.26,10347560.831999997,143603624.93999997,155513377.531,382023038.52000004,-10653680.164999995,-77549494.40547,603284427.39,1351392206.168,1218136142.06,1206226389.469,979716728.48,1372393447.165,1439289261.40547,758455339.61
47,A,0,2015,67,40,80,8,1361739767.0,1344467031.0,-17272736.9,1356785989.0,-126441617.6,60759690.84,0.832849685,9261564.108,2.6210297380000003,11.27360255,0.434645062,3663943.652,-3197708.2169999997,12507253.36,-127639516.0,-456900.9777,642543.1936,-114480385.0,3972466.1939999997,-2609300.3019999997,13756483.69,-142296593.5,-25447.28468,760773.593,-125519645.6,14011504.483999997,140405916.72299996,168020630.89099997,254383522.52000004,-11110581.142699996,-76906951.21187,488804042.39,1330455526.516,1204061114.277,1176446400.109,1090083508.48,1355577612.1427,1421373982.21187,855662988.61
48,A,0,2016,67,40,80,8,1344467031.0,1289114402.0,-55352628.5,1315726218.0,-41059771.33,61461164.09,0.8606415629999999,9321851.751,2.347899024,11.28056011,0.43419813700000004,4666694.463,-11168542.38,9674766.441,-45423042.4,-357878.4555,967467.0504,-41640535.28,4963645.633,-10616484.2,9942668.69,-46204665.29,-184641.5488,1039705.3790000001,-39925798.43,18678198.946999997,129237374.34299996,177695397.33199996,208960480.12000003,-11468459.598199995,-75939484.16147,447163507.11,1270436203.053,1159877027.657,1111419004.668,1080153921.8799999,1300582861.5982,1365053886.16147,841950894.89
49,A,0,2017,67,40,80,8,1289114402.0,1244614036.0,-44500366.4,1377236651.0,61510432.62,62134308.55,0.8608809059999999,9366447.699,2.6355292230000003,11.13339992,0.436078339,3572459.334,2814196.128,11706823.68,46543349.7,-3300585.898,463454.4855,61799697.43,2788383.578,2771548.35,12103512.19,47484458.37,-4092329.798,454859.9294,61958782.93,22250658.280999996,132051570.47099997,189402221.01199996,255503829.82000005,-14769045.496199995,-75476029.67597,508963204.54,1222363377.719,1112562465.529,1055211814.988,989110206.18,1259383081.4962,1320090065.67597,735650831.46
50,A,0,2018,67,40,80,8,1244614036.0,1211048589.0,-33565446.81,1444842239.0,67605588.66,62330122.56,0.852094646,9425271.957999999,2.976743765,11.01319013,0.435500967,704890.7863,4418096.5,9565047.204,49282553.04,-2438963.357,551386.5094,62083010.69,189275.6934,5122105.081,10715758.81,54134371.52,-3162968.755,607046.3133,68280046.98,22955549.067299996,136469666.97099996,198967268.21599996,304786382.8600001,-17208008.853199996,-74924643.16657001,571046215.23,1188093039.9327,1074578922.029,1012081320.784,906262206.1399999,1228256597.8532,1285973232.16657,640002373.77
51,A,1,2002,67,40,80,8,0.0,1045891169.0,0.0,1022343907.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045891169.0,1045891169.0,1045891169.0,1045891169.0,1045891169.0,1045891169.0,1045891169.0
52,A,1,2003,67,40,80,8,1045891169.0,1046287152.0,395982.57700000005,1091217874.0,68873966.36,62620961.24,1.132704531,8465245.76,1.617445667,11.94449516,0.460076665,26170639.11,-1062028.366,13593585.15,42324205.44,-2062476.005,-9263445.299,69700480.03,25305504.47,-457134.4031,13178500.38,42220119.05,-2136076.7090000003,-9236946.423,59568121.86,26170639.11,-1062028.366,13593585.15,42324205.44,-2062476.005,-9263445.299,69700480.03,1020116512.89,1047349180.366,1032693566.85,1003962946.56,1048349628.005,1055550597.299,976586671.97
53,A,1,2004,67,40,80,8,1046287152.0,1098706253.0,52419100.92,1157753303.0,66535429.02,62805887.97,1.137699233,8618505.707,1.909397655,11.82296697,0.44724424799999996,4389209.748,4289341.081,17113223.61,49956286.7,-2017578.219,-8977441.05,64753041.87,4252878.067,3349218.9710000004,17932268.77,52815167.35,-2228984.755,-9585119.375,56083670.55,30559848.858,3227312.7150000003,30706808.759999998,92280492.14,-4080054.224,-18240886.349,134453521.9,1068146404.142,1095478940.285,1067999444.24,1006425760.86,1102786307.224,1116947139.349,964252731.1
54,A,1,2005,67,40,80,8,1098706253.0,1124010215.0,25303962.23,1201315970.0,43562667.52,62494233.47,1.224517942,8709300.052000001,2.326943565,11.72335703,0.42208548,3347881.062,-34527820.2,18457594.46,66894578.05,-2109570.261,-8303117.039,43759546.07,3534217.7010000004,-34061542.65,18237170.48,66445764.63,-2229283.511,-8363659.132999999,35056162.23,33907729.92,-31300507.485000003,49164403.22,159175070.19,-6189624.484999999,-26544003.388,178213067.97,1090102485.08,1155310722.485,1074845811.78,964835144.81,1130199839.485,1150554218.388,945797147.03
55,A,1,2006,67,40,80,8,1124010215.0,1163256995.0,39246780.54,1244726940.0,43410969.69,64571836.74,1.291403654,8989254.324,2.635119886,11.59031052,0.410883679,8141854.119,-23370757.35,24810874.55,44779781.67,-2032964.878,-9876391.324,42452396.8,8538329.22,-24886591.67,25561588.15,45957914.01,-1890341.6230000001,-9869928.389,33405951.82,42049584.039000005,-54671264.83500001,73975277.77,203954851.86,-8222589.363,-36420394.712,220665464.76999998,1121207410.961,1217928259.835,1089281717.23,959302143.14,1171479584.363,1199677389.712,942591530.23
56,A,1,2007,67,40,80,8,1163256995.0,1169329605.0,6072609.247,1282389542.0,37662601.99,69244620.13,1.3497404569999998,9058712.346,2.855605552,11.47187377,0.404528661,27569043.76,-21991271.28,6060142.546,30663846.37,-2425018.9869999997,-3090128.5110000004,36786613.91,29053906.43,-25513285.63,6618271.866,33217950.66,-2501895.141,-3212346.195,34291758.89,69618627.79900001,-76662536.11500001,80035420.316,234618698.23000002,-10647608.35,-39510523.223,257452078.67999998,1099710977.201,1245992141.115,1089294184.684,934710906.77,1179977213.35,1208840128.223,911877526.32
57,A,1,2008,67,40,80,8,1169329605.0,1224327481.0,54997876.84,1326893389.0,44503846.63,70787330.93,1.453338518,9095541.115,3.3248197580000003,11.60453062,0.40380291700000004,9645107.775,-32755591.19,5995470.308999999,60533738.4,3124304.749,-4738179.225,41804850.81,9898746.75,-32778250.86,6162651.448,62847267.93,3353485.5439999998,-4980054.18,39240528.7,79263735.57400002,-109418127.305,86030890.625,295152436.63,-7523303.601,-44248702.448,299256929.49,1145063745.4259999,1333745608.305,1138296590.375,929175044.37,1231850784.601,1268576183.448,925070551.51
58,A,1,2009,67,40,80,8,1224327481.0,1207729168.0,-16598313.48,1142932908.0,-183960481.0,70626087.18,1.597588733,9044430.472000001,2.4161874830000003,11.750172599999999,0.394714936,3145398.539,-52836128.69,-1181658.521,-120964211.6,2961571.1089999997,-6176293.157000001,-175051322.3,3698138.255,-55918278.67,-1497854.688,-127011081.9,3145106.5330000003,-6376510.5879999995,-190553323.2,82409134.11300002,-162254255.995,84849232.104,174188225.03,-4561732.492000001,-50424995.605,124205607.19,1125320033.887,1369983423.995,1122879935.896,1033540942.97,1212290900.492,1258154163.605,1083523560.81
59,A,1,2010,67,40,80,8,1207729168.0,1203028012.0,-4701156.093,1214617690.0,71684782.74,70727757.22,1.613171595,9085454.588,2.857458129,12.048246800000001,0.391930998,587510.6067,28922.81431,5156036.133,66350791.46,6474049.342,-3944178.9289999995,74653131.43,2644061.702,3167076.637,3671174.73,59699621.16,5572363.034,-3069514.528,69270675.95,82996644.71970002,-162225333.18069,90005268.237,240539016.49,1912316.8499999996,-54369174.533999994,198858738.62,1120031367.2803,1365253345.18069,1113022743.763,962488995.51,1201115695.15,1257397186.534,1004169273.38
60,A,1,2011,67,40,80,8,1203028012.0,1254826437.0,51798425.52,1282519935.0,67902244.85,70931481.86,1.734470364,9213784.804,3.610568419,12.3687546,0.38621142299999994,1174279.6,-41798219.15,9264233.549,98477707.39,6633998.503,-4821747.233,68930252.65,946797.4926,-27128568.76,8260491.681,85369492.33,4512044.932,-4058012.829,64404082.79,84170924.31970002,-204023552.33069,99269501.786,339016723.88,8546315.353,-59190921.767,267788991.27,1170655512.6803,1458849989.33069,1155556935.214,915809713.12,1246280121.647,1314017358.767,987037445.73
61,A,1,2012,67,40,80,8,1254826437.0,1276778218.0,21951781.03,1294092804.0,11572868.89,72492414.97,1.793742618,9294529.321,3.732431993,12.26206001,0.383207357,9522725.518,-21753611.18,12282531.09,14213926.79,-2523057.025,846.7451699999999,11743361.94,9018288.181,-21743833.45,12396096.74,14478775.19,-2566598.246,-9859.528636,11552459.58,93693649.83770001,-225777163.51069,111552032.876,353230650.67,6023258.328,-59190075.02183,279532353.21000004,1183084568.1623,1502555381.51069,1165226185.124,923547567.3299999,1270754959.672,1335968293.02183,997245864.79
62,A,1,2013,67,40,80,8,1276778218.0,1276873107.0,94889.11,1274034406.0,-20058398.56,74070742.17,1.8569516240000001,9387690.996,3.626904115,11.89357167,0.38391551,8204295.403,-13598126.88,10825151.2,-12814355.73,-8104975.46,-101135.28300000001,-15589146.75,7984067.989,-17901590.64,11115560.49,-13002157.57,-8138287.996,-115990.8336,-20189140.93,101897945.2407,-239375290.39069,122377184.076,340416294.94,-2081717.1320000002,-59291210.30483,263943206.46000004,1174975161.7593,1516248397.39069,1154495922.924,936456812.06,1278954824.132,1336164317.30483,1012929900.54
63,A,1,2014,67,40,80,8,1276873107.0,1307746256.0,30873148.01,1269660469.0,-4373936.882,75876069.99,1.881027674,9468151.185,3.495735088,11.86413617,0.38468885,12138543.97,-11054510.88,12287101.96,-16247609.03,-653773.9878,297271.9594,-3232976.0110000004,12140943.2,-11967215.11,12216715.84,-16354509.67,-712033.818,302162.6793,-4065518.4289999995,114036489.2107,-250429801.27069,134664286.036,324168685.91,-2735491.1198000005,-58993938.34543,260710230.44900003,1193709766.7893,1558176057.27069,1173081969.964,983577570.0899999,1310481747.1198,1366740194.34543,1047036025.551
64,A,1,2015,67,40,80,8,1307746256.0,1285903674.0,-21842581.6,1119522513.0,-150137955.7,76827396.97,2.0321226230000002,9541314.38,2.5572787999999997,11.92962854,0.389258162,3359966.232,-42932419.46,11001776.48,-129079571.8,1163719.613,704014.7007,-155782514.2,3041069.0510000004,-40917967.91,10413664.34,-124710729.3,1328277.305,707730.7776,-149425784.0,117396455.4427,-293362220.73069,145666062.516,195089114.11,-1571771.5068000006,-58289923.64473,104927716.24900004,1168507218.5573,1579265894.73069,1140237611.484,1090814559.8899999,1287475445.5068,1344193597.64473,1180975957.751
65,A,1,2016,67,40,80,8,1285903674.0,1257592963.0,-28310711.13,1080921200.0,-38601312.77,77710897.38,2.090668469,9637150.905,2.299910594,11.89435201,0.39482334399999996,6330210.91,-16036459.79,7629717.623,-41702315.21,-694744.0149,959853.5086,-43513736.98,4662781.808999999,-14006576.51,6613442.163,-36130519.96,-569790.2877,829350.0142,-37883279.38,123726666.3527,-309398680.52069,153295780.139,153386798.9,-2266515.5217000004,-57330070.136130005,61413979.269000046,1133866296.6473,1566991643.52069,1104297182.861,1104206164.1,1259859478.5217,1314923033.13613,1196178983.731
66,A,1,2017,67,40,80,8,1257592963.0,1226162068.0,-31430895.05,1128124213.0,47203013.05,79481143.1,2.116855705,9690487.29,2.581501334,11.72941731,0.393111561,11993952.88,-10533454.43,9907006.225,45367439.24,-3593015.74,367173.7309,53509101.9,10288100.5,-12514680.67,9783609.081,43473431.29,-4109685.9489999996,282238.7987,47417626.83,135720619.2327,-319932134.95069003,163202786.364,198754238.14000002,-5859531.261700001,-56962896.40523001,114923081.16900004,1090441448.7673001,1546094202.95069,1062959281.636,1027407829.86,1232021599.2617,1283124964.40523,1111238986.8309999
67,A,1,2018,67,40,80,8,1226162068.0,1206113031.0,-20049036.79,1179318631.0,51194417.49,80186994.92,2.15134469,9751599.842,2.905664432,11.56977226,0.39420270700000004,5554691.816000001,-7181074.143999999,9111091.23,47127201.19,-2756789.216,485129.6673,52340250.55,5126130.123,4250294.498,6410801.187999999,36964772.64,-1987959.695,430378.7383,51581163.68,141275311.0487,-327113209.09469,172313877.59399998,245881439.33,-8616320.4777,-56477766.73793001,167263331.71900004,1064837719.9513,1533226240.09469,1033799153.406,960231591.67,1214729351.4777,1262590797.73793,1038849699.2809999
68,B,0,2002,138,72,264,25,0.0,893020643.6,0.0,772160831.3,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893020643.6,893020643.6,893020643.6,893020643.6,893020643.6,893020643.6,893020643.6
69,B,0,2003,138,72,264,25,893020643.6,869291994.9,-23728648.73,782395692.8,10234861.54,27817212.69,0.654196825,4390697.4180000005,1.635312997,7.375440976,0.41653438200000004,-984866.219,-20577323.52,19246586.93,37267557.08,562082.0352,-10297424.64,25216611.67,-9674972.918,-31695404.97,22353635.65,39808602.62,344099.4473,-10901098.29,-9529173.437,-984866.219,-20577323.52,19246586.93,37267557.08,562082.0352,-10297424.64,25216611.67,870276861.119,889869318.42,850045407.97,832024437.8199999,868729912.8648,879589419.54,844075383.23
70,B,0,2004,138,72,264,25,869291994.9,866790424.8,-2501570.11,799900047.1,17504354.33,28183694.81,0.859108694,4507476.544,1.922066201,7.466262368,0.39348066299999995,4011179.028,-37802404.44,20068538.19,40591054.88,567287.0369,-9132493.322999999,18303161.38,4364211.109,-32272605.18,17317506.45,35530822.38,596468.6278,-8032049.057,10100440.27,3026312.809,-58379727.95999999,39315125.120000005,77858611.96000001,1129369.0721,-19429917.963,43519773.05,863764111.9909999,925170152.76,827475299.68,788931812.8399999,865661055.7278999,886220342.763,823270651.75
71,B,0,2005,138,72,264,25,866790424.8,892992563.6,26202138.8,823050614.4,23150567.23,27295930.76,0.815550552,4612700.772,2.341051679,7.491236259,0.37655318600000004,-6030671.46,35094363.79,20326902.57,52366691.49,98804.78967,-8142208.28,93713882.9,-6489848.954,-30925197.06,17922436.26,49548257.69,381778.1719,-7286858.878,16296235.01,-3004358.651,-23285364.169999994,59642027.690000005,130225303.45000002,1228173.86177,-27572126.243,137233655.95,895996922.251,916277927.77,833350535.91,762767260.15,891764389.73823,920564689.843,755758907.6500001
72,B,0,2006,138,72,264,25,892992563.6,908469076.2,15476512.62,898898651.3,75848036.9,27240497.86,0.740939975,4820372.49,2.64505209,7.585336452000001,0.353448452,1020518.964,34007632.57,24798475.75,35198018.99,1229069.272,-8664698.02,87589017.53,2191919.403,22952964.3,24028167.5,33999384.68,1278186.247,-8602585.227,66915522.1,-1983839.687,10722268.400000006,84440503.44,165423322.44000003,2457243.13377,-36236824.263,224822673.48,910452915.8870001,897746807.8000001,824028572.76,743045753.76,906011833.06623,944705900.463,683646402.72
73,B,0,2007,138,72,264,25,908469076.2,915517625.4,7048549.15,877542107.6,-21356543.65,27677835.92,0.868855132,4905388.99,2.8722799880000003,7.3383517639999996,0.34439035700000004,5633704.527000001,-45121472.46,10210974.7,24777771.64,-2891596.7660000003,-4010786.876,-11401405.24,5973890.856000001,-59618146.11,12780445.59,27985556.32,-3491916.622,-4986373.686000001,-28546875.66,3649864.840000001,-34399204.059999995,94651478.14,190201094.08000004,-434353.6322300001,-40247611.139,213421268.23999998,911867760.56,949916829.4599999,820866147.26,725316531.3199999,915951979.03223,955765236.539,702096357.16
74,B,0,2008,138,72,264,25,915517625.4,959670961.9,44153336.56,960027339.7,82485232.06,28227831.95,0.795066542,4968100.05,3.33205118,7.391019968999999,0.34017137399999997,6768223.635,27159273.12,6242305.435,46422120.85,1180784.413,-3475582.3239999996,84297125.13,7346473.653,26827372.93,6138385.6729999995,44533029.54,1098028.081,-3458057.809,79016203.35,10418088.475000001,-7239930.939999994,100893783.575,236623214.93000004,746430.7807699998,-43723193.463,297718393.37,949252873.425,966910892.8399999,858777178.3249999,723047746.9699999,958924531.11923,1003394155.3629999,661952568.53
75,B,0,2009,138,72,264,25,959670961.9,894322738.9,-65348222.98,839298683.1,-120728656.6,27873059.69,0.882170922,4896511.245,2.42955419,7.596891175,0.332399544,-2839599.32,-16585410.21,-873799.5126,-94282217.07,3368645.1089999997,-4274990.471,-115487371.5,-2123873.411,-26313109.42,-774503.9118,-90672796.22,3309104.2339999997,-4153477.8860000004,-124793959.6,7578489.155000001,-23825341.149999995,100019984.0624,142340997.86000004,4115075.8897699993,-47998183.934,182231021.87,886744249.745,918148080.05,794302754.8376,751981741.04,890207663.01023,942320922.834,712091717.03
76,B,0,2010,138,72,264,25,894322738.9,862986410.5,-31336328.47,829091746.4,-10206936.7,27114604.97,1.017062174,4884395.554,2.872234532,7.645094661,0.330997008,-12118325.13,-38410518.13,263128.1437,48874891.94,235747.1432,-1721768.59,-2876844.6289999997,-9199134.26,-43413413.87,-289277.9751,43692974.62,173615.1526,-1171700.365,-11337217.4,-4539835.975,-62235859.28,100283112.2061,191215889.80000004,4350823.032969999,-49719952.524000004,179354177.241,867526246.475,925222269.78,762703298.2939,671770520.6999999,858635587.46703,912706363.024,683632233.2590001
77,B,0,2011,138,72,264,25,862986410.5,868895433.9,5909023.45,909118742.1,80026995.71,26081925.57,0.94750965,4913276.558999999,3.597104704,7.924750743,0.324759902,-10251481.78,21237546.52,8075628.096,67983936.25,3532510.605,-3168645.705,87409493.99,-8389460.53,19588697.98,7960189.416,60964797.79,3077973.685,-3175202.626,76906013.06,-14791317.754999999,-40998312.760000005,108358740.3021,259199826.05000004,7883333.637969999,-52888598.229,266763671.231,883686751.655,909893746.66,760536693.5978999,609695607.8499999,861012100.26203,921784032.129,602131762.6689999
78,B,0,2012,138,72,264,25,868895433.9,866561897.2,-2333536.74,1008434330.0,99315588.28,25533923.43,0.79905272,4960752.871,3.7240761439999996,7.778391813,0.324870358,-4691956.731000001,95561934.87,9278677.487,10318960.21,-1807565.7519999999,-256875.3509,108403174.7,-3801102.185,91368960.12,7119059.7870000005,5257998.619,-469936.8945,-159391.1663,97264375.63,-19483274.486,54563622.11,117637417.7891,269518786.26000005,6075767.885969998,-53145473.579900004,375166845.931,886045171.6860001,811998275.09,748924479.4109,597043110.94,860486129.31403,919707370.7799001,491395051.26900005
79,B,0,2013,138,72,264,25,866561897.2,863026858.2,-3535039.01,954463847.7,-53970482.73,25917858.19,0.931393767,5061868.166,3.60665996,7.588759276,0.324040586,4132030.708,-38541432.09,11698191.35,-9521753.681,-1964159.257,-286329.5524,-34483452.53,4970067.83,-57829722.73,12972931.67,-11197375.65,-2510958.785,-375425.0613,-54495151.96,-15351243.778,16022190.019999996,129335609.1391,259997032.57900006,4111608.628969998,-53431803.132300004,340683393.401,878378101.978,847004668.1800001,733691249.0609001,603029825.621,858915249.57103,916458661.3323001,522343464.799
80,B,0,2014,138,72,264,25,863026858.2,871727332.5,8700474.38,957657017.5,3193169.86,26227891.77,0.921291538,5161444.415,3.4812943130000003,7.611273065,0.323396747,2671512.965,863075.5681,10682390.51,-10413609.46,220985.447,-274726.7229,3749628.308,2394403.319,1088741.139,11311058.11,-11535867.73,236498.3721,-301663.3465,2855575.793,-12679730.813000001,16885265.588099997,140017999.6491,249583423.11900005,4332594.075969998,-53706529.85520001,344433021.70900005,884407063.313,854842066.9119,731709332.8508999,622143909.3809999,867394738.42403,925433862.3552,527294310.79099995
81,B,0,2015,138,72,264,25,871727332.5,849759758.4,-21967574.19,848522379.4,-109134638.1,27110285.39,1.084845978,5232242.093,2.593429888,7.429942866,0.324183667,9701363.135,-33195465.46,10368411.88,-81579374.45,-2921865.481,-272266.4195,-97899196.79,11616378.72,-37294451.06,11383541.57,-91681837.68,-2872623.994,-285645.6884,-109432886.0,-2978367.6780000012,-16310199.871900003,150386411.5291,168004048.66900003,1410728.5949699976,-53978796.27470001,246533824.91900003,852738126.078,866069958.2718999,699373346.8708999,681755709.731,848349029.80503,903738554.6747,603225933.481
82,B,0,2016,138,72,264,25,849759758.4,810690681.4,-39069076.91,823581845.9,-24940533.53,27600219.43,1.080652736,5302510.106000001,2.3184002980000002,7.0920271989999994,0.325711246,5198709.427,-2333400.077,8485361.52,-29012186.34,-5014332.063999999,43200.73393,-22632646.8,4397974.239,-4382189.862,7786294.926,-27831646.57,-4976435.399,65469.13977,-24851688.37,2220341.748999999,-18643599.948900003,158871773.0491,138991862.32900003,-3603603.4690300017,-53935595.54077001,223901178.11900002,808470339.651,829334281.3489,651818908.3508999,671698819.071,814294284.86903,864626276.94077,586789503.2809999
83,B,0,2017,138,72,264,25,810690681.4,775619565.3,-35071116.14,868017539.7,44435693.81,28139323.84,1.079963634,5396519.393999999,2.603799526,6.9563552479999995,0.324403071,3811375.2260000003,1759353.843,8941709.135,30321555.45,-1992314.801,-162682.2528,42678996.6,4618968.228,2868466.684,8890724.05,30262724.84,-2001904.159,-203285.83,44177001.31,6031716.975,-16884246.105900005,167813482.1841,169313417.779,-5595918.270030001,-54098277.79357001,266580174.719,769587848.3249999,792503811.4059,607806083.1158999,606306147.5209999,781215483.57003,829717843.09357,509039390.581
84,B,0,2018,138,72,264,25,775619565.3,754005052.4,-21614512.95,917317294.4,49299754.73,28756941.94,1.070948324,5515952.458,2.948128142,6.740794357,0.323498584,3671415.265,4465030.709,7670217.294,31256745.31,-2508650.2169999997,-104937.2268,44449821.13,4094098.126,3986885.7460000003,8583740.916000001,35644048.13,-2861715.767,-147302.4203,49088840.11,9703132.24,-12419215.396900006,175483699.4781,200570163.08900002,-8104568.487030001,-54203215.020370014,311029995.84900004,744301920.16,766424267.7969,578521352.9219,553434889.311,762109620.88703,808208267.42037,442975056.55099994
85,B,1,2002,97,52,188,18,0.0,247202670.5,0.0,230216390.1,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247202670.5,247202670.5,247202670.5,247202670.5,247202670.5,247202670.5,247202670.5
86,B,1,2003,97,52,188,18,247202670.5,242427135.2,-4775535.364,241742252.5,11525862.41,10645035.9,0.821271572,4675730.698,1.633250342,7.024771434,0.36943468100000004,823585.7874,-2004721.93,5746094.761,10412038.63,407863.4936,-2543801.187,12841059.55,-533100.8814,-6517795.018999999,6154101.94,14633888.18,517146.0657,-2728377.876,4765736.487,823585.7874,-2004721.93,5746094.761,10412038.63,407863.4936,-2543801.187,12841059.55,241603549.41259998,244431857.13,236681040.43899998,232015096.57,242019271.70639998,244970936.387,229586075.64999998
87,B,1,2004,111,60,208,20,242427135.2,264774690.6,11712861.41,265421913.1,8482989.563,9630396.322999999,0.78838891,4794271.291,1.92964003,7.182105363,0.36033588299999997,-9306317.786,5531748.167,5951166.791,11554810.26,378530.3707,-2329918.333,11780019.47,-10969874.31,3670866.4960000003,6035580.9,11847634.25,387742.2372,-2488960.0069999998,5773307.528,-8482731.9986,3527026.2370000007,11697261.552000001,21966848.89,786393.8643,-4873719.52,24621079.020000003,273257422.5986,261247664.363,253077429.04799998,242807841.70999998,263988296.73569998,269648410.12,240153611.57999998
88,B,1,2005,111,60,208,20,264774690.6,284693282.2,19918591.63,301036612.9,35614699.71,9083939.622000001,0.7830279790000001,4981572.011,2.348530889,7.140218566000001,0.35197446600000004,26871790.44,-1464666.176,6660997.634,16076283.23,231271.5568,-2367931.754,46007744.93,16320362.46,-1717808.0680000002,6728627.518999999,16428860.22,202847.8416,-2348190.264,33127531.6,18389058.4414,2062360.0610000007,18358259.186,38043132.120000005,1017665.4211,-7241651.274,70628823.95,266304223.7586,282630922.139,266335023.014,246650150.07999998,283675616.77889997,291934933.474,214064458.25
89,B,1,2006,120,64,232,22,284693282.2,304789193.4,20072573.8,321839032.4,20674650.21,9440478.646,0.8561756159999999,5138529.268,2.652584272,7.267167551,0.33979543,11506474.56,-8650055.616,8300028.363,11151699.02,821048.2037,-2719100.671,20410093.86,11878302.09,-10460743.95,9310314.15,12153544.4,871518.9813,-3078285.461,17005476.82,29895533.0014,-6587695.555,26658287.549000002,49194831.14,1838713.6247999999,-9960751.945,91038917.81,274893660.3986,311376888.955,278130905.85099995,255594362.26,302950479.77519995,314749945.34499997,213750275.58999997
90,B,1,2007,120,64,232,22,304789193.4,331545078.6,26755885.26,340148629.4,18309597.04,9312753.934,0.796984164,5212509.005,2.878660895,6.933234143,0.33454130600000004,861734.3079,6647630.132,3857637.2739999997,8200286.23,-1399014.245,-1390153.54,16778120.16,2317997.331,5863683.656,4359284.956,9160587.211000001,-1696047.82,-1695908.291,16005140.64,30757267.3093,59934.577000000514,30515924.823000003,57395117.370000005,439699.37979999976,-11350905.485,107817037.97,300787811.2907,331485144.023,301029153.777,274149961.23,331105379.2202,342895984.08500004,223728040.63000003
91,B,1,2008,120,64,232,22,331545078.6,355244549.1,23699470.5,362807043.3,22658413.88,10154690.38,0.842479333,5261466.558999999,3.3447264089999997,7.024267672000001,0.3255668,7741697.493,-4837277.589,2207746.944,17034268.44,438535.9875,-1304434.195,21280537.08,9090605.471,-6548633.576,2506835.193,18472948.63,512889.2743,-1376231.114,21142589.47,38498964.8023,-4777343.011999999,32723671.767000005,74429385.81,878235.3672999998,-12655339.68,129097575.05,316745584.29770005,360021892.11200005,322520877.333,280815163.29,354366313.73270005,367899888.78000003,226146974.05
