,CLUSTER_GT_8_GROUPS,RAIL_FLAG,Year,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,CLUSTER_APTA_GROUPED,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,Total_FAC_scaled,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,GasPrice_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,Total_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_GasPrice_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_Total_FAC_cumsum
19,100,1,2004,100,100,100,1,1999850730.0,2115153452.0,115302722.0,2470541592.0,118502188.7,521860484.0,1.4300690880000002,26563773.75,1.93,31.0,0.7576963000000001,24187329.8,-13346075.03,31832030.36,93918408.77,-11913725.47,-23620708.5,101057259.9,28362648.28,-15649930.57,37327009.18,110130999.1,-13970322.81,-27698214.43,86022592.14,65072706.599999994,-107856541.97,53474337.980000004,176991770.01999998,-23663179.130000003,-48242388.489999995,115776704.98,2050080745.4,2223009993.97,2061679114.02,1938161681.98,2138816631.13,2163395840.49,1999376747.02
20,100,1,2005,100,100,100,1,2115153452.0,2507212523.0,392059071.0,2786105887.0,315564294.6,527998936.7,1.247053949,27081157.5,2.35,30.68,0.738640231,8343075.897999999,126215288.5,32745829.34,128518525.7,-11204265.57,-22567326.48,262051127.4,10046806.08,151989571.2,39432818.47,154763149.9,-13492276.1,-27175774.94,282838985.1,73415782.498,18358746.53,86220167.32000001,305510295.71999997,-34867444.7,-70809714.97,377827832.38,2433796740.502,2488853776.47,2420992355.68,2201702227.28,2542079967.7,2578022237.97,2129384690.62
21,100,1,2006,100,100,100,1,2507212523.0,2603647775.0,96435252.0,2890830748.0,104724861.4,539962610.1,1.270117423,27655014.75,2.68,30.18,0.715800049,18982509.5,-18880186.88,42222527.62,105900322.7,-20720712.42,-32028306.36,95476154.12,20821331.71,-20709097.17,46312593.88,116158811.7,-22727913.12,-35130865.65,66190893.71,92398291.998,-521440.34999999776,128442694.94,411410618.41999996,-55588157.120000005,-102838021.33,473303986.5,2511249483.002,2604169215.35,2475205080.06,2192237156.58,2659235932.12,2706485796.33,2130343788.5
22,100,1,2007,100,100,100,1,2603647775.0,2751026060.0,147378285.0,2976922438.0,86091689.34,543107372.8,1.259450822,27714120.0,2.86,30.4,0.7114034090000001,5094902.415,9092914.201,4430842.001,55329127.97,9524504.719,-6435733.029,77036558.28,5693774.044,10161725.32,4951657.778,61832696.1,10644046.41,-7192210.308999999,78054082.92,97493194.413,8571473.851000002,132873536.941,466739746.39,-46063652.40100001,-109273754.359,550340544.78,2653532865.587,2742454586.149,2618152523.059,2284286313.61,2797089712.401,2860299814.359,2200685515.2200003
23,100,1,2008,100,100,100,1,2751026060.0,2818659239.0,67633179.0,3104360239.0,127437801.8,558408346.9,1.3238742559999999,27956797.67,3.35,30.42,0.6998131409999999,25851162.25,-56659004.51,19168309.04,148646635.3,913358.1877,-17889753.17,120030707.1,27446437.42,-60155431.56,20351185.35,157819618.9,969721.5197,-18993729.8,107271969.0,123344356.663,-48087530.658999994,152041845.981,615386381.69,-45150294.213300005,-127163507.529,670371251.88,2695314882.337,2866746769.659,2666617393.019,2203272857.31,2863809533.2133,2945822746.529,2148287987.12
24,100,1,2009,100,100,100,1,2818659239.0,2717269400.0,-101389839.0,2721094000.0,-383266239.0,562176551.3,1.3952932059999998,27734538.0,2.43,30.61,0.6930675079999999,6388841.431,-62454096.59,-17861359.43,-280013573.9,8902776.687,-10682503.7,-355719915.5,6883582.055,-67290431.79,-19244511.63,-301697331.7,9592192.027999999,-11509737.97,-395667270.8,129733198.094,-110541627.249,134180486.551,335372807.7900001,-36247517.526300006,-137846011.229,314651336.38,2587536201.906,2827811027.249,2583088913.449,2381896592.21,2753516917.5263,2855115411.229,2402618063.62
25,100,1,2010,100,100,100,1,2717269400.0,2812782058.0,95512658.0,2829187553.0,108093552.4,552453534.1,1.420829668,27553600.75,2.86,30.93,0.694086512,-15912402.52,-21246629.17,-14127817.4,145055382.0,14470410.31,1559067.408,109798010.6,-15665385.06,-20916805.41,-13908503.08,142803603.1,14245777.73,1534865.0990000002,109604590.9,113820795.574,-131788256.419,120052669.151,480428189.7900001,-21777107.216300003,-136286943.821,424449346.98,2698961262.426,2944570314.419,2692729388.849,2332353868.21,2834559165.2163,2949069001.821,2388332711.02
26,100,1,2011,100,100,100,1,2812782058.0,2875478447.0,62696389.0,2945993151.0,116805597.8,542784230.6,1.552072105,27682634.67,3.63,31.3,0.686139178,-16670188.13,-107804365.0,10485791.36,234550217.0,17326719.88,-12555053.02,125333122.1,-15535967.34,-100469477.6,9772349.947,218591684.8,16147829.41,-11700821.38,105900887.1,97150607.444,-239592621.419,130538460.51099999,714978406.7900001,-4450387.336300004,-148841996.84100002,549782469.08,2778327839.5559998,3115071068.419,2744939986.489,2160500040.21,2879928834.3363,3024320443.841,2325695977.92
27,100,1,2012,100,100,100,1,2875478447.0,2926682201.0,51203754.0,3007627246.0,61634095.23,541132314.1,1.557083829,27909105.42,3.77,31.51,0.6863024809999999,-2949010.958,-4172789.673,18719768.7,37967121.05,10039933.53,264334.9742,59869357.63,-3035937.405,-4295788.802,19271561.49,39086257.94,10335875.37,272126.6374,61914243.21,94201596.486,-243765411.092,149258229.211,752945527.84,5589546.193699995,-148577661.8668,609651826.71,2832480604.514,3170447612.092,2777423971.789,2173736673.16,2921092654.8063,3075259862.8668,2317030374.29
28,100,1,2013,100,100,100,1,2926682201.0,3025842522.0,99160321.0,2897708884.0,-109918361.9,553170967.5,1.628288889,28818049.08,3.65,29.93,0.664293725,21759014.75,-58900642.51,75664011.77,-32651953.91,-75752145.5,-36034271.19,-105915986.6,22581248.92,-61126392.22,78523219.16,-33885812.73,-78614683.31,-37395941.71,-148727429.2,115960611.236,-302666053.602,224922240.981,720293573.9300001,-70162599.3063,-184611933.0568,503735840.11,2909881910.764,3328508575.602,2800920281.019,2305548948.0699997,3096005121.3063,3210454455.0568,2522106681.89
29,100,1,2014,100,100,100,1,3025842522.0,3134495496.0,108652974.0,2900207126.0,2498241.772,560050466.9,1.6503606709999998,29110612.08,3.54,30.2,0.665905037,12616167.06,-18672972.92,24439945.51,-31730059.43,13590264.28,2745712.1339999996,2989056.6339999996,10544542.78,-15606797.28,20426810.28,-26519858.81,11358689.41,2294855.397,4416272.882,128576778.296,-321339026.522,249362186.491,688563514.5000001,-56572335.0263,-181866220.9228,506724896.744,3005918717.704,3455834522.522,2885133309.509,2445931981.5,3191067831.0263,3316361716.9228,2627770599.256
30,100,1,2015,100,100,100,1,3134495496.0,3047199074.0,-87296422.0,2535266547.0,-364940578.4,561246899.2,1.7782631219999998,29378317.83,2.55,30.17,0.66804748,2252618.426,-107467495.1,22935862.3,-321767704.2,-1560361.1469999999,3782430.393,-401824649.3,2045847.293,-97602896.93,20830546.03,-292232177.1,-1417133.32,3435235.587,-361820668.1,130829396.722,-428806521.622,272298048.791,366795810.30000013,-58132696.1733,-178083790.5298,104900247.444,2916369677.278,3476005595.6219997,2774901025.209,2680403263.7,3105331770.1733,3225282864.5298,2942298826.5559998
31,100,1,2016,100,100,100,1,3047199074.0,3069648697.0,22449623.0,2437283846.0,-97982701.28,560737093.9,1.8045462369999998,29437697.5,2.31,29.88,0.671404373,-932070.1436,-21164549.84,4904205.641,-92491749.3,-14631821.47,5763426.878,-118552558.2,-770348.2051,-17492324.04,4053285.087,-76443659.9,-12093078.49,4763424.278,-94045770.81,129897326.5784,-449971071.46199995,277202254.432,274304061.0000001,-72764517.6433,-172320363.6518,-13652310.755999997,2939751370.4216,3519619768.462,2792446442.568,2795344636.0,3142413214.6433,3241969060.6518,3083301007.756
32,100,1,2017,100,100,100,1,3069648697.0,3090688330.0,21039633.0,2531492953.0,94209107.29,563993926.6,1.861474679,29668394.67,2.64,30.0,0.672815188,5990410.271000001,-45323338.71,19143789.04,131182834.9,6119935.282000001,2438727.067,119552357.8,4720535.9569999995,-35715492.0,15085601.89,103374103.1,4822603.669,1921754.6519999998,95723479.68,135887736.8494,-495294410.17199993,296346043.472,405486895.9000001,-66644582.3613,-169881636.5848,105900047.044,2954800593.1506,3585982740.172,2794342286.528,2685201434.1,3157332912.3613,3260569966.5848,2984788282.956
33,100,1,2018,100,100,100,1,3090688330.0,3025899129.0,-64789201.0,2553585893.0,22092939.25,559394026.1,1.9643168619999998,29807700.84,2.92,30.01,0.6746876909999999,-8508916.992999999,-79734638.23,11552356.15,102520139.8,513021.5352,3259408.251,29601370.49,-6350617.663,-59509829.78,8622083.996,76515755.29,382892.867,2432654.546,23908547.39,127378819.85640001,-575029048.402,307898399.622,508007035.7000001,-66131560.8261,-166622228.33380002,135501417.534,2898520309.1436,3600928177.402,2718000729.3780003,2517892093.2999997,3092030689.8261,3192521357.3338,2890397711.466
34,A,0,2002,67,40,80,8,0.0,1279236311.0,0.0,1113047930.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279236311.0,1279236311.0,1279236311.0,1279236311.0,1279236311.0,1279236311.0,1279236311.0
35,A,0,2003,67,40,80,8,1279236311.0,1305480428.0,26244117.5,1182645199.0,69597268.94,65186067.82,0.665999813,8385207.268999999,1.649342545,11.75166939,0.536795712,29840029.4,16052275.14,15604788.27,54564852.85,-4561866.483,-12736228.45,98763850.73,21205768.8,226692.7988,14003894.75,49520709.8,-4135423.78,-11224373.42,59497625.6,29840029.4,16052275.14,15604788.27,54564852.85,-4561866.483,-12736228.45,98763850.73,1275640398.6,1289428152.86,1289875639.73,1250915575.15,1310042294.483,1318216656.45,1206716577.27
36,A,0,2004,67,40,80,8,1305480428.0,1342383270.0,36902842.0,1263468721.0,80823522.51,65366939.39,0.6099151829999999,8465907.243999999,1.9377929269999998,11.50878617,0.517427605,4286830.257,21976710.63,21250967.92,61396792.92,-4597088.43,-12584111.5,91730101.8,2277667.879,20456469.29,19021084.59,53756295.08,-4025782.8439999996,-10662211.49,71462786.89,34126859.657,38028985.769999996,36855756.19,115961645.77000001,-9158954.912999999,-25320339.95,190493952.53,1308256410.343,1304354284.23,1305527513.81,1226421624.23,1351542224.913,1367703609.95,1151889317.47
37,A,0,2005,67,40,80,8,1342383270.0,1341426549.0,-956721.1,1312505505.0,49036783.66,63385913.07,0.6556250229999999,8638269.737,2.348880467,11.30516968,0.49645184600000003,-8375770.932,-26949633.41,22602053.93,80423085.84,-4686066.202,-11520221.16,51493448.06,-6600313.972,-24690617.66,21156992.82,74185751.4,-4370496.133,-10644532.79,39110130.59,25751088.724999998,11079352.359999996,59457810.12,196384731.61,-13845021.114999998,-36840561.11,241987400.59,1315675460.275,1330347196.64,1281968738.88,1145041817.3899999,1355271570.115,1378267110.11,1099439148.41
38,A,0,2006,67,40,80,8,1341426549.0,1347453399.0,6026850.1,1319730742.0,7225237.125,64038501.55,0.7683983879999999,8928830.964,2.6563717280000003,11.06132539,0.480086403,3093137.461,-49159706.24,29653352.24,52969263.15,-4943580.461,-13276863.76,18335602.39,2752032.0689999997,-60037332.47,29573909.1,52446796.95,-4778052.781,-12732115.74,-5092072.562,28844226.185999997,-38080353.88000001,89111162.36,249353994.76000002,-18788601.575999998,-50117424.87,260323002.98000002,1318609172.814,1385533752.88,1258342236.64,1098099404.24,1366242000.576,1397570823.87,1087130396.02
39,A,0,2007,67,40,80,8,1347453399.0,1354697204.0,7243805.4,1336119115.0,16388372.43,65702705.86,0.829105601,8938272.45,2.8884985910000003,10.826389599999999,0.47910248899999996,10395504.43,-30081261.9,7655280.625,36899650.0,-3493933.51,-3864506.405,17510733.24,9050824.24,-27230406.52,7050995.842999999,34635119.12,-3619219.0530000003,-3498941.202,13199969.12,39239730.616,-68161615.78,96766442.985,286253644.76,-22282535.085999995,-53981931.275,277833736.22,1315457473.384,1422858819.78,1257930761.015,1068443559.24,1376979739.086,1408679135.275,1076863467.78
40,A,0,2008,67,40,80,8,1354697204.0,1410066477.0,55369272.1,1455035180.0,118916065.8,66579761.84,0.7305168209999999,9002540.752,3.352172747,11.00006558,0.46992228,5297421.991,58181056.05,6284678.964,68951550.94,4993718.919,-5972912.62,137735514.3,4951742.516,40534494.12,6198969.746,67923366.54,5276531.079,-5969038.201,112912029.9,44537152.60699999,-9980559.730000004,103051121.949,355205195.7,-17288816.166999996,-59954843.894999996,415569250.52000004,1365529324.3930001,1420047036.73,1307015355.051,1054861281.3,1427355293.167,1470021320.895,994497226.48
41,A,0,2009,67,40,80,8,1410066477.0,1362849100.0,-47217376.6,1260071778.0,-194963402.0,66504161.98,0.817730924,8970470.107,2.451459518,11.111976400000001,0.45794168700000004,-1404657.8080000002,-47614930.97,-3519922.9,-137064176.7,3093250.6210000003,-7833688.667,-194344126.4,-1290857.7759999998,-47412112.7,-3653927.4289999995,-137738933.5,2816547.313,-7684117.964,-202541536.5,43132494.798999995,-57595490.7,99531199.049,218141019.0,-14195565.545999996,-67788532.56199999,221225124.12000003,1319716605.201,1420444590.7,1263317900.951,1144708081.0,1377044665.546,1430637632.562,1141623975.8799999
42,A,0,2010,67,40,80,8,1362849100.0,1320526173.0,-42322926.7,1290402892.0,30331113.84,62758380.64,0.864507672,8955938.427000001,2.89098836,11.43365955,0.452387311,-21059978.54,-24735180.59,4087484.0919999997,73655173.42,6664871.427,-4184935.716,34427434.1,-20066147.66,-34589918.33,4535297.598,75479925.19,9111518.286,-4139561.2430000002,26025323.33,22072516.258999996,-82330671.29,103618683.14099999,291796192.42,-7530694.118999996,-71973468.278,255652558.22000003,1298453656.741,1402856844.29,1216907489.859,1028729980.5799999,1328056867.119,1392499641.2779999,1064873614.78
43,A,0,2011,67,40,80,8,1320526173.0,1354096014.0,33569840.7,1313826381.0,23423488.51,61489710.74,1.164389726,9048175.423,3.6314592880000003,11.75154138,0.439714201,-7459788.987000001,-83145913.29,10679338.08,105858822.9,6735919.744,-5794046.621,26874331.87,-7546402.092,-81607644.83,10048042.35,101721037.1,6207765.0370000005,-5399309.01,18359195.37,14612727.271999996,-165476584.58,114298021.22099999,397655015.32000005,-794774.3749999963,-77767514.899,282526890.09000003,1339483286.728,1519572598.58,1239797992.779,956440998.68,1354890788.375,1431863528.899,1071569123.91
44,A,0,2012,67,40,80,8,1354096014.0,1387912488.0,33816474.3,1527222840.0,213396459.2,60277341.9,0.758753507,9149289.939,3.759868835,11.67555268,0.438645025,-8895485.345,344020395.9,14440245.17,16402038.94,-1296684.896,-215291.8806,364455217.9,-8095258.305,192484059.4,14038236.47,16198600.41,-992454.6546,-236724.057,213139456.9,5717241.9269999955,178543811.31999996,128738266.39099999,414057054.26000005,-2091459.2709999962,-77982806.77960001,646982107.99,1382195246.073,1209368676.68,1259174221.609,973855433.74,1390003947.271,1465895294.7796,740930380.01
