ID,Year,estimated_effects
"College Station-Bryan, TX Metro Area-Bus",2017,0.13511469756474448
"College Station-Bryan, TX Metro Area-Bus",2018,0.13511469756474237
"Colorado Springs, CO Metro Area-Bus",2002,0.4065486542474668
"Colorado Springs, CO Metro Area-Bus",2003,0.4065486542474661
"Colorado Springs, CO Metro Area-Bus",2004,0.40654865424746683
"Colorado Springs, CO Metro Area-Bus",2005,0.4065486542474622
"Colorado Springs, CO Metro Area-Bus",2006,0.4065486542474662
"Colorado Springs, CO Metro Area-Bus",2007,0.4065486542474676
"Colorado Springs, CO Metro Area-Bus",2008,0.4065486542474684
"Colorado Springs, CO Metro Area-Bus",2009,0.4065486542474672
"Colorado Springs, CO Metro Area-Bus",2010,0.40654865424746456
"Colorado Springs, CO Metro Area-Bus",2011,0.406548654247464
"Colorado Springs, CO Metro Area-Bus",2012,0.40654865424746434
"Colorado Springs, CO Metro Area-Bus",2013,0.40654865424746484
"Colorado Springs, CO Metro Area-Bus",2014,0.4065486542474661
"Colorado Springs, CO Metro Area-Bus",2015,0.40654865424746217
"Colorado Springs, CO Metro Area-Bus",2016,0.40654865424746556
"Colorado Springs, CO Metro Area-Bus",2017,0.4065486542474642
"Colorado Springs, CO Metro Area-Bus",2018,0.4065486542474672
"Columbia, MO Metro Area-Bus",2002,0.96315633316513
"Columbia, MO Metro Area-Bus",2003,0.963156333165128
"Columbia, MO Metro Area-Bus",2004,0.9631563331651318
"Columbia, MO Metro Area-Bus",2005,0.9631563331651285
"Columbia, MO Metro Area-Bus",2006,0.9631563331651283
"Columbia, MO Metro Area-Bus",2007,0.9631563331651297
"Columbia, MO Metro Area-Bus",2008,0.9631563331651292
"Columbia, MO Metro Area-Bus",2009,0.9631563331651314
"Columbia, MO Metro Area-Bus",2010,0.9631563331651309
"Columbia, MO Metro Area-Bus",2011,0.9631563331651338
"Columbia, MO Metro Area-Bus",2012,0.9631563331651297
"Columbia, MO Metro Area-Bus",2013,0.9631563331651285
"Columbia, MO Metro Area-Bus",2014,0.9631563331651278
"Columbia, MO Metro Area-Bus",2015,0.9631563331651297
"Columbia, MO Metro Area-Bus",2016,0.9631563331651307
"Columbia, MO Metro Area-Bus",2017,0.9631563331651315
"Columbia, MO Metro Area-Bus",2018,0.9631563331651292
"Columbia, SC Metro Area-Bus",2004,0.3166727209754825
"Columbia, SC Metro Area-Bus",2005,0.3166727209754838
"Columbia, SC Metro Area-Bus",2006,0.3166727209754808
"Columbia, SC Metro Area-Bus",2007,0.3166727209754812
"Columbia, SC Metro Area-Bus",2008,0.31667272097548144
"Columbia, SC Metro Area-Bus",2009,0.31667272097548216
"Columbia, SC Metro Area-Bus",2010,0.3166727209754798
"Columbia, SC Metro Area-Bus",2011,0.31667272097548116
"Columbia, SC Metro Area-Bus",2012,0.3166727209754798
"Columbia, SC Metro Area-Bus",2013,0.31667272097548316
"Columbia, SC Metro Area-Bus",2014,0.3166727209754821
"Columbia, SC Metro Area-Bus",2015,0.3166727209754802
"Columbia, SC Metro Area-Bus",2016,0.31667272097548443
"Columbia, SC Metro Area-Bus",2017,0.31667272097548094
"Columbia, SC Metro Area-Bus",2018,0.3166727209754806
"Columbus, OH Metro Area-Bus",2002,0.5896695266097597
"Columbus, OH Metro Area-Bus",2003,0.5896695266097598
"Columbus, OH Metro Area-Bus",2004,0.5896695266097622
"Columbus, OH Metro Area-Bus",2005,0.589669526609758
"Columbus, OH Metro Area-Bus",2006,0.5896695266097597
"Columbus, OH Metro Area-Bus",2007,0.5896695266097576
"Columbus, OH Metro Area-Bus",2008,0.5896695266097608
"Columbus, OH Metro Area-Bus",2009,0.5896695266097558
"Columbus, OH Metro Area-Bus",2010,0.5896695266097592
"Columbus, OH Metro Area-Bus",2011,0.5896695266097547
"Columbus, OH Metro Area-Bus",2012,0.5896695266097602
"Columbus, OH Metro Area-Bus",2013,0.5896695266097627
"Columbus, OH Metro Area-Bus",2014,0.5896695266097571
"Columbus, OH Metro Area-Bus",2015,0.5896695266097609
"Columbus, OH Metro Area-Bus",2016,0.5896695266097592
"Columbus, OH Metro Area-Bus",2017,0.5896695266097598
"Columbus, OH Metro Area-Bus",2018,0.5896695266097616
"Corpus Christi, TX Metro Area-Bus",2002,0.5495032737088281
"Corpus Christi, TX Metro Area-Bus",2003,0.549503273708825
"Corpus Christi, TX Metro Area-Bus",2004,0.5495032737088273
"Corpus Christi, TX Metro Area-Bus",2005,0.5495032737088277
"Corpus Christi, TX Metro Area-Bus",2006,0.5495032737088301
"Corpus Christi, TX Metro Area-Bus",2007,0.5495032737088259
"Corpus Christi, TX Metro Area-Bus",2008,0.5495032737088306
"Corpus Christi, TX Metro Area-Bus",2009,0.5495032737088256
"Corpus Christi, TX Metro Area-Bus",2010,0.5495032737088283
"Corpus Christi, TX Metro Area-Bus",2011,0.5495032737088295
"Corpus Christi, TX Metro Area-Bus",2012,0.5495032737088272
"Corpus Christi, TX Metro Area-Bus",2013,0.5495032737088293
"Corpus Christi, TX Metro Area-Bus",2014,0.549503273708827
"Corpus Christi, TX Metro Area-Bus",2015,0.5495032737088303
"Corpus Christi, TX Metro Area-Bus",2016,0.5495032737088283
"Corpus Christi, TX Metro Area-Bus",2017,0.5495032737088308
"Corpus Christi, TX Metro Area-Bus",2018,0.5495032737088252
"Corvallis, OR Metro Area-Bus",2010,1.080940819954238
"Corvallis, OR Metro Area-Bus",2011,1.08094081995424
"Corvallis, OR Metro Area-Bus",2012,1.0809408199542367
"Corvallis, OR Metro Area-Bus",2013,1.0809408199542396
"Corvallis, OR Metro Area-Bus",2014,1.080940819954239
"Corvallis, OR Metro Area-Bus",2015,1.0809408199542359
"Corvallis, OR Metro Area-Bus",2016,1.080940819954241
"Corvallis, OR Metro Area-Bus",2017,1.0809408199542425
"Corvallis, OR Metro Area-Bus",2018,1.0809408199542405
"Crestview-Fort Walton Beach-Destin, FL Metro Area-Bus",2010,-0.753912793821491
"Crestview-Fort Walton Beach-Destin, FL Metro Area-Bus",2011,-0.7539127938214922
"Crestview-Fort Walton Beach-Destin, FL Metro Area-Bus",2012,-0.7539127938214932
"Crestview-Fort Walton Beach-Destin, FL Metro Area-Bus",2013,-0.7539127938214942
"Crestview-Fort Walton Beach-Destin, FL Metro Area-Bus",2014,-0.753912793821492
"Crestview-Fort Walton Beach-Destin, FL Metro Area-Bus",2015,-0.7539127938214923
"Crestview-Fort Walton Beach-Destin, FL Metro Area-Bus",2016,-0.753912793821495
"Crestview-Fort Walton Beach-Destin, FL Metro Area-Bus",2017,-0.7539127938214936
"Crestview-Fort Walton Beach-Destin, FL Metro Area-Bus",2018,-0.7539127938214909
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2002,0.028701343050541506
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2003,0.02870134305054177
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2004,0.02870134305054345
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2005,0.028701343050542207
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2006,0.02870134305054306
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2007,0.0287013430505417
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2008,0.028701343050543393
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2009,0.028701343050542616
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2010,0.028701343050541187
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2011,0.028701343050539452
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2012,0.028701343050541533
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2013,0.02870134305054287
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2014,0.02870134305053681
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2015,0.028701343050543015
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2016,0.028701343050538966
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2017,0.028701343050537037
"Dallas-Fort Worth-Arlington, TX Metro Area-Bus",2018,0.02870134305053368
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2002,0.6290645850833084
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2003,0.6290645850833063
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2004,0.6290645850833074
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2005,0.629064585083307
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2006,0.6290645850833079
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2007,0.6290645850833012
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2008,0.6290645850833083
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2009,0.6290645850833076
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2010,0.629064585083307
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2011,0.6290645850833059
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2012,0.6290645850833012
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2013,0.6290645850833086
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2014,0.6290645850833065
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2015,0.6290645850833048
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2016,0.6290645850833063
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2017,0.629064585083303
"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2018,0.629064585083301
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2002,0.3635191559852424
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2003,0.3635191559852426
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2004,0.3635191559852404
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2005,0.36351915598524
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2006,0.3635191559852413
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2007,0.3635191559852374
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2008,0.3635191559852402
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2009,0.36351915598524076
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2010,0.36351915598524176
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2011,0.3635191559852365
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2012,0.3635191559852412
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2013,0.3635191559852393
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2014,0.3635191559852412
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2015,0.36351915598524154
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2016,0.3635191559852379
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2017,0.3635191559852444
"Davenport-Moline-Rock Island, IA-IL Metro Area-Bus",2018,0.3635191559852422
"Decatur, IL Metro Area-Bus",2002,0.6957633448403346
"Decatur, IL Metro Area-Bus",2003,0.6957633448403366
"Decatur, IL Metro Area-Bus",2004,0.6957633448403344
"Decatur, IL Metro Area-Bus",2005,0.6957633448403362
"Decatur, IL Metro Area-Bus",2006,0.6957633448403358
"Decatur, IL Metro Area-Bus",2007,0.6957633448403352
"Decatur, IL Metro Area-Bus",2008,0.6957633448403353
"Decatur, IL Metro Area-Bus",2009,0.6957633448403373
"Decatur, IL Metro Area-Bus",2010,0.6957633448403345
"Decatur, IL Metro Area-Bus",2011,0.6957633448403349
"Decatur, IL Metro Area-Bus",2012,0.6957633448403329
"Decatur, IL Metro Area-Bus",2013,0.6957633448403384
"Decatur, IL Metro Area-Bus",2014,0.6957633448403349
"Decatur, IL Metro Area-Bus",2015,0.6957633448403362
"Decatur, IL Metro Area-Bus",2016,0.6957633448403354
"Decatur, IL Metro Area-Bus",2017,0.6957633448403394
"Decatur, IL Metro Area-Bus",2018,0.6957633448403384
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2002,0.3993753200502427
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2003,0.39937532005024423
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2004,0.3993753200502447
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2005,0.399375320050244
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2006,0.3993753200502441
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2007,0.39937532005024273
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2008,0.39937532005024134
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2009,0.39937532005024645
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2010,0.39937532005024023
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2011,0.39937532005023824
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2012,0.3993753200502418
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2013,0.39937532005024146
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2014,0.3993753200502439
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2015,0.3993753200502422
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2016,0.3993753200502421
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2017,0.3993753200502408
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2018,0.3993753200502389
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2002,0.7043768115021402
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2003,0.7043768115021393
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2004,0.7043768115021373
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2005,0.7043768115021427
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2006,0.7043768115021336
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2007,0.7043768115021389
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2008,0.7043768115021359
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2009,0.7043768115021349
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2010,0.7043768115021409
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2011,0.7043768115021389
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2012,0.7043768115021374
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2013,0.7043768115021389
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2014,0.7043768115021407
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2015,0.7043768115021348
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2016,0.7043768115021396
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2017,0.7043768115021349
"Denver-Aurora-Broomfield, CO Metro Area-Bus",2018,0.704376811502138
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2002,0.7117577895739167
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2003,0.7117577895739182
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2004,0.711757789573916
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2005,0.7117577895739188
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2006,0.7117577895739211
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2007,0.7117577895739193
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2008,0.7117577895739191
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2009,0.7117577895739221
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2010,0.7117577895739253
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2011,0.7117577895739198
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2012,0.7117577895739176
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2013,0.7117577895739167
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2014,0.711757789573924
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2015,0.71175778957392
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2016,0.7117577895739198
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2017,0.7117577895739193
"Denver-Aurora-Broomfield, CO Metro Area-Rail",2018,0.7117577895739164
"Des Moines-West Des Moines, IA Metro Area-Bus",2002,0.8293253835975817
"Des Moines-West Des Moines, IA Metro Area-Bus",2003,0.829325383597582
"Des Moines-West Des Moines, IA Metro Area-Bus",2004,0.8293253835975816
"Des Moines-West Des Moines, IA Metro Area-Bus",2005,0.8293253835975808
"Des Moines-West Des Moines, IA Metro Area-Bus",2006,0.8293253835975813
"Des Moines-West Des Moines, IA Metro Area-Bus",2007,0.8293253835975787
"Des Moines-West Des Moines, IA Metro Area-Bus",2008,0.8293253835975807
"Des Moines-West Des Moines, IA Metro Area-Bus",2009,0.829325383597582
"Des Moines-West Des Moines, IA Metro Area-Bus",2010,0.8293253835975856
"Des Moines-West Des Moines, IA Metro Area-Bus",2011,0.8293253835975796
"Des Moines-West Des Moines, IA Metro Area-Bus",2012,0.8293253835975838
"Des Moines-West Des Moines, IA Metro Area-Bus",2013,0.8293253835975778
"Des Moines-West Des Moines, IA Metro Area-Bus",2014,0.8293253835975787
"Des Moines-West Des Moines, IA Metro Area-Bus",2015,0.8293253835975849
"Des Moines-West Des Moines, IA Metro Area-Bus",2016,0.8293253835975801
"Des Moines-West Des Moines, IA Metro Area-Bus",2017,0.8293253835975819
"Des Moines-West Des Moines, IA Metro Area-Bus",2018,0.8293253835975821
"Detroit-Warren-Livonia, MI Metro Area-Bus",2002,0.3603178147762809
"Detroit-Warren-Livonia, MI Metro Area-Bus",2003,0.36031781477628055
"Detroit-Warren-Livonia, MI Metro Area-Bus",2004,0.3603178147762802
"Detroit-Warren-Livonia, MI Metro Area-Bus",2005,0.3603178147762802
"Detroit-Warren-Livonia, MI Metro Area-Bus",2006,0.36031781477627606
"Detroit-Warren-Livonia, MI Metro Area-Bus",2007,0.3603178147762799
"Detroit-Warren-Livonia, MI Metro Area-Bus",2008,0.36031781477628094
"Detroit-Warren-Livonia, MI Metro Area-Bus",2009,0.36031781477627645
"Detroit-Warren-Livonia, MI Metro Area-Bus",2010,0.36031781477628033
"Detroit-Warren-Livonia, MI Metro Area-Bus",2011,0.3603178147762825
"Detroit-Warren-Livonia, MI Metro Area-Bus",2012,0.3603178147762784
"Detroit-Warren-Livonia, MI Metro Area-Bus",2013,0.3603178147762835
"Detroit-Warren-Livonia, MI Metro Area-Bus",2014,0.36031781477628094
"Detroit-Warren-Livonia, MI Metro Area-Bus",2015,0.360317814776279
"Detroit-Warren-Livonia, MI Metro Area-Bus",2016,0.36031781477628155
"Detroit-Warren-Livonia, MI Metro Area-Bus",2017,0.36031781477628455
"Detroit-Warren-Livonia, MI Metro Area-Bus",2018,0.3603178147762791
"Detroit-Warren-Livonia, MI Metro Area-Rail",2012,0.5290728101321631
"Detroit-Warren-Livonia, MI Metro Area-Rail",2013,0.5290728101321651
"Detroit-Warren-Livonia, MI Metro Area-Rail",2014,0.5290728101321606
"Detroit-Warren-Livonia, MI Metro Area-Rail",2015,0.5290728101321636
"Detroit-Warren-Livonia, MI Metro Area-Rail",2016,0.5290728101321637
"Detroit-Warren-Livonia, MI Metro Area-Rail",2017,0.5290728101321641
"Detroit-Warren-Livonia, MI Metro Area-Rail",2018,0.5290728101321633
"Duluth, MN-WI Metro Area-Bus",2004,0.8710271314400464
"Duluth, MN-WI Metro Area-Bus",2005,0.871027131440044
"Duluth, MN-WI Metro Area-Bus",2006,0.8710271314400435
"Duluth, MN-WI Metro Area-Bus",2007,0.8710271314400436
"Duluth, MN-WI Metro Area-Bus",2008,0.8710271314400438
"Duluth, MN-WI Metro Area-Bus",2009,0.8710271314400413
"Duluth, MN-WI Metro Area-Bus",2010,0.8710271314400448
"Duluth, MN-WI Metro Area-Bus",2011,0.8710271314400411
"Duluth, MN-WI Metro Area-Bus",2012,0.8710271314400433
"Duluth, MN-WI Metro Area-Bus",2013,0.8710271314400418
"Duluth, MN-WI Metro Area-Bus",2014,0.87102713144004
"Duluth, MN-WI Metro Area-Bus",2015,0.8710271314400414
"Duluth, MN-WI Metro Area-Bus",2016,0.8710271314400438
"Duluth, MN-WI Metro Area-Bus",2017,0.8710271314400413
"Duluth, MN-WI Metro Area-Bus",2018,0.871027131440048
"Durham-Chapel Hill, NC Metro Area-Bus",2002,1.1198776583954402
"Durham-Chapel Hill, NC Metro Area-Bus",2003,1.1198776583954435
"Durham-Chapel Hill, NC Metro Area-Bus",2004,1.119877658395441
"Durham-Chapel Hill, NC Metro Area-Bus",2005,1.1198776583954442
"Durham-Chapel Hill, NC Metro Area-Bus",2006,1.1198776583954428
"Durham-Chapel Hill, NC Metro Area-Bus",2007,1.1198776583954413
"Durham-Chapel Hill, NC Metro Area-Bus",2008,1.1198776583954453
"Durham-Chapel Hill, NC Metro Area-Bus",2009,1.1198776583954404
"Durham-Chapel Hill, NC Metro Area-Bus",2010,1.1198776583954393
"Durham-Chapel Hill, NC Metro Area-Bus",2011,1.1198776583954388
"Durham-Chapel Hill, NC Metro Area-Bus",2012,1.119877658395439
"Durham-Chapel Hill, NC Metro Area-Bus",2013,1.1198776583954364
"Durham-Chapel Hill, NC Metro Area-Bus",2014,1.1198776583954428
"Durham-Chapel Hill, NC Metro Area-Bus",2015,1.11987765839544
"Durham-Chapel Hill, NC Metro Area-Bus",2016,1.1198776583954437
"Durham-Chapel Hill, NC Metro Area-Bus",2017,1.119877658395441
"Durham-Chapel Hill, NC Metro Area-Bus",2018,1.1198776583954413
"Eau Claire, WI Metro Area-Bus",2002,0.7712677134309076
"Eau Claire, WI Metro Area-Bus",2003,0.771267713430906
"Eau Claire, WI Metro Area-Bus",2004,0.7712677134309096
"Eau Claire, WI Metro Area-Bus",2005,0.7712677134309087
"Eau Claire, WI Metro Area-Bus",2006,0.7712677134309064
"Eau Claire, WI Metro Area-Bus",2007,0.771267713430909
"Eau Claire, WI Metro Area-Bus",2008,0.7712677134309075
"Eau Claire, WI Metro Area-Bus",2009,0.7712677134309093
"Eau Claire, WI Metro Area-Bus",2010,0.7712677134309064
"Eau Claire, WI Metro Area-Bus",2011,0.7712677134309073
"Eau Claire, WI Metro Area-Bus",2012,0.7712677134309087
"Eau Claire, WI Metro Area-Bus",2013,0.7712677134309078
"Eau Claire, WI Metro Area-Bus",2014,0.771267713430909
"Eau Claire, WI Metro Area-Bus",2015,0.7712677134309077
"Eau Claire, WI Metro Area-Bus",2016,0.7712677134309085
"Eau Claire, WI Metro Area-Bus",2017,0.7712677134309083
"Eau Claire, WI Metro Area-Bus",2018,0.7712677134309099
"El Centro, CA Metro Area-Bus",2011,0.20676646180283975
"El Centro, CA Metro Area-Bus",2012,0.2067664618028398
"El Centro, CA Metro Area-Bus",2013,0.2067664618028444
"El Centro, CA Metro Area-Bus",2014,0.20676646180284106
"El Centro, CA Metro Area-Bus",2015,0.20676646180284725
"El Centro, CA Metro Area-Bus",2016,0.20676646180284036
"El Centro, CA Metro Area-Bus",2017,0.20676646180284045
"El Centro, CA Metro Area-Bus",2018,0.2067664618028421
"Elkhart-Goshen, IN Metro Area-Bus",2002,-0.4722604393318828
"Elkhart-Goshen, IN Metro Area-Bus",2003,-0.47226043933188044
"Elkhart-Goshen, IN Metro Area-Bus",2004,-0.47226043933188083
"Elkhart-Goshen, IN Metro Area-Bus",2005,-0.47226043933188067
"Elkhart-Goshen, IN Metro Area-Bus",2006,-0.4722604393318809
"Elkhart-Goshen, IN Metro Area-Bus",2007,-0.47226043933188316
"Elkhart-Goshen, IN Metro Area-Bus",2008,-0.472260439331883
"Elkhart-Goshen, IN Metro Area-Bus",2009,-0.47226043933188344
"Elkhart-Goshen, IN Metro Area-Bus",2010,-0.4722604393318812
"Elkhart-Goshen, IN Metro Area-Bus",2011,-0.47226043933187944
"Elkhart-Goshen, IN Metro Area-Bus",2012,-0.4722604393318822
"Elkhart-Goshen, IN Metro Area-Bus",2013,-0.472260439331879
"Elkhart-Goshen, IN Metro Area-Bus",2014,-0.47226043933188266
"Elkhart-Goshen, IN Metro Area-Bus",2015,-0.47226043933188083
"Elkhart-Goshen, IN Metro Area-Bus",2016,-0.4722604393318819
"Elkhart-Goshen, IN Metro Area-Bus",2017,-0.47226043933188033
"Elkhart-Goshen, IN Metro Area-Bus",2018,-0.47226043933188344
"El Paso, TX Metro Area-Bus",2002,0.4959106464974163
"El Paso, TX Metro Area-Bus",2003,0.495910646497415
"El Paso, TX Metro Area-Bus",2004,0.4959106464974165
"El Paso, TX Metro Area-Bus",2005,0.4959106464974157
"El Paso, TX Metro Area-Bus",2006,0.49591064649741573
"El Paso, TX Metro Area-Bus",2007,0.49591064649741523
"El Paso, TX Metro Area-Bus",2008,0.49591064649741573
"El Paso, TX Metro Area-Bus",2009,0.49591064649741695
"El Paso, TX Metro Area-Bus",2010,0.49591064649741634
"El Paso, TX Metro Area-Bus",2011,0.4959106464974168
"El Paso, TX Metro Area-Bus",2012,0.4959106464974132
"El Paso, TX Metro Area-Bus",2013,0.4959106464974168
"El Paso, TX Metro Area-Bus",2014,0.4959106464974134
"El Paso, TX Metro Area-Bus",2015,0.4959106464974153
"El Paso, TX Metro Area-Bus",2016,0.49591064649741423
"El Paso, TX Metro Area-Bus",2017,0.4959106464974205
"El Paso, TX Metro Area-Bus",2018,0.495910646497415
"Erie, PA Metro Area-Bus",2002,0.7560056259716328
"Erie, PA Metro Area-Bus",2003,0.7560056259716346
"Erie, PA Metro Area-Bus",2004,0.7560056259716335
"Erie, PA Metro Area-Bus",2005,0.7560056259716309
"Erie, PA Metro Area-Bus",2006,0.7560056259716332
"Erie, PA Metro Area-Bus",2007,0.7560056259716275
"Erie, PA Metro Area-Bus",2008,0.756005625971634
"Erie, PA Metro Area-Bus",2009,0.7560056259716337
"Erie, PA Metro Area-Bus",2010,0.7560056259716321
"Erie, PA Metro Area-Bus",2011,0.7560056259716339
"Erie, PA Metro Area-Bus",2012,0.7560056259716312
"Erie, PA Metro Area-Bus",2013,0.7560056259716332
"Erie, PA Metro Area-Bus",2014,0.7560056259716337
"Erie, PA Metro Area-Bus",2015,0.7560056259716297
"Erie, PA Metro Area-Bus",2016,0.7560056259716333
"Erie, PA Metro Area-Bus",2017,0.7560056259716323
"Erie, PA Metro Area-Bus",2018,0.7560056259716332
"Eugene-Springfield, OR Metro Area-Bus",2002,1.3637581173437903
"Eugene-Springfield, OR Metro Area-Bus",2003,1.3637581173437923
"Eugene-Springfield, OR Metro Area-Bus",2004,1.3637581173437912
"Eugene-Springfield, OR Metro Area-Bus",2005,1.3637581173437918
"Eugene-Springfield, OR Metro Area-Bus",2006,1.363758117343789
"Eugene-Springfield, OR Metro Area-Bus",2007,1.363758117343788
"Eugene-Springfield, OR Metro Area-Bus",2008,1.3637581173437912
"Eugene-Springfield, OR Metro Area-Bus",2009,1.3637581173437914
"Eugene-Springfield, OR Metro Area-Bus",2010,1.3637581173437912
"Eugene-Springfield, OR Metro Area-Bus",2011,1.3637581173437936
"Eugene-Springfield, OR Metro Area-Bus",2012,1.3637581173437918
"Eugene-Springfield, OR Metro Area-Bus",2013,1.3637581173437914
"Eugene-Springfield, OR Metro Area-Bus",2014,1.363758117343786
"Eugene-Springfield, OR Metro Area-Bus",2015,1.3637581173437847
"Eugene-Springfield, OR Metro Area-Bus",2016,1.3637581173437854
"Eugene-Springfield, OR Metro Area-Bus",2017,1.3637581173437932
"Eugene-Springfield, OR Metro Area-Bus",2018,1.3637581173437927
"Evansville, IN-KY Metro Area-Bus",2002,0.5343459597759734
"Evansville, IN-KY Metro Area-Bus",2003,0.53434595977598
"Evansville, IN-KY Metro Area-Bus",2004,0.534345959775975
"Evansville, IN-KY Metro Area-Bus",2005,0.534345959775982
