CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,WEIGHTED_POP_DENSITY,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,WEIGHTED_POP_DENSITY_log_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,0,2012,190,2343609205.7899985,2507911504.070001,2541057031.46,33145527.389999144,2542402577.269649,-10339777.345624216,63085771.1402763,1.0286104989827312,10203922.055973586,4.155065925295697,31961.890930849346,9.927538933129442,8152.693663548661,4.986391014604226,0.467183603433118,0.0,0.14511544885119143,0.0,-24796270.643734697,646014.987268675,4243188.019270319,5316642.631778448,5437638.746198316,-2031274.3062050133,24704127.91464528,-91346.45141344718,-22486570.201892927,0.0,361332.8456863691,0.0,-8696516.458398672,-8803280.868629823,41948808.25862897,0.0,33145527.389999144
1.0,0,2013,190,2343609205.7899985,2541057031.46,2538567549.7399993,-2489481.7200006917,2505029475.4046726,-37373101.86497597,63773720.658952214,1.0456450344508366,10311464.565676577,3.9771470902218127,32194.009193920487,9.671152596483758,8213.133187814647,4.989266195655893,1.261915749163089,0.0,0.14511544885119143,0.0,27597854.686918803,-13686231.938915573,3970409.3539804267,-20587727.946724284,-5359185.551989939,-4757372.286559513,26163266.162441015,-1481.9767567414,-49155933.299443,0.0,0.0,0.0,-35816402.79704881,-36096594.0876141,33607112.36761341,0.0,-2489481.7200006917
1.0,0,2014,190,2343609205.7899985,2538567549.7399993,2510923486.29,-27644063.449999895,2458169020.7478,-46860454.656872645,63820102.6307382,1.0470341351127865,10454115.480102912,3.7685585642589814,32542.07962107247,9.637057963343773,8292.89815236484,5.146315104718326,2.120964351735612,0.0,0.4317981623087539,0.0,5098904.156555344,-3809679.1479722844,4712193.390795862,-25655632.240140777,-7794412.6043467205,-1172761.9787820878,30704423.505586892,-145169.88509991724,-52616139.922730856,0.0,3906341.4492976717,0.0,-46771933.276836865,-47061420.44185363,19417356.991853736,0.0,-27644063.449999895
1.0,0,2015,190,2343609205.7899985,2510923486.29,2445688116.9100003,-65235369.37999947,2292014244.282759,-166154776.46504098,64711785.33893231,1.0699448499050876,10569667.223514393,2.8808185232590495,33732.32853022406,9.468552218489235,8370.46620833334,5.298295765704823,3.1209643517356125,0.0,0.7025181822261237,0.0,29128261.82885068,-22632876.100668035,4067576.8341606185,-123552178.4815839,-30101403.491068248,-2346628.6190328896,29382070.036020137,-119233.89616101669,-59458655.91578656,0.0,3341185.6177578988,0.0,-172291882.18751132,-170649270.0815241,105413900.70152463,0.0,-65235369.37999947
1.0,0,2016,190,2343609205.7899985,2445688116.9100003,2323506881.359999,-122181235.55000073,2198572337.7827716,-93441906.4999874,65562722.746784426,1.0928561760138216,10650570.694897925,2.533702832636032,34524.787184347566,9.322533573238076,8410.790442907273,5.716991005517738,4.120964351735612,0.0,0.9814587809295824,0.0,27915859.752631627,-17980894.79522927,3066674.169266914,-52184559.56930629,-19374852.281656016,-2368184.5374910417,16493381.979653114,-374704.14005391375,-57913882.68685965,0.0,3241174.5005318755,0.0,-99479987.60851263,-98784835.3930547,-23396400.156946015,0.0,-122181235.55000073
1.0,0,2017,190,2343609205.7899985,2323506881.359999,2230802098.420001,-92704782.9399985,2223377989.997299,24805652.214527268,65759262.89341364,1.0576880907300021,10755315.17638435,2.7568195859303786,35266.14591516355,9.210791892256104,8479.242187990143,5.875594575896574,5.120964351735612,0.0,0.9814587809295824,0.0,14291965.016370185,27606132.772211745,3560312.4323586174,33955269.54314636,-19159467.178504135,-2472077.851300831,23330312.071415607,-138172.69087189547,-55020631.62461118,0.0,0.0,0.0,25953642.49021447,25032225.829420894,-117737008.76941937,0.0,-92704782.9399985
1.0,0,2018,190,2343609205.7899985,2230802098.420001,2176386602.559999,-54415495.86000177,2177168845.480607,-46209144.51669222,65881301.87043113,1.0269456277795277,10831877.010582186,3.0717382596775247,36109.529790914865,9.0960022520676,8566.06058803962,6.0992210636339275,6.120964351735612,0.0,1.0,0.5003607953889715,10976108.493857559,22677724.33528697,2756554.1508880313,41714657.52912635,-19482746.25007117,-2257030.71706163,27765793.461216796,-185678.88825560556,-52825382.816483855,0.0,155726.92857168132,-77349094.17565522,-46053367.94858007,-48549338.87213608,-5866156.987865687,0.0,-54415495.86000177
1.0,1,2002,150,1291883222.0549994,0.0,1291883222.0549994,0.0,1158336993.3836946,0.0,49905531.05526893,1.6551250194207567,8442209.19020265,1.9540747258952993,43649.385696203666,11.214954234020254,7844.36414701672,3.8878278728014695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291883222.0549994,1291883222.0549994
1.0,1,2003,150,1291883222.0549994,1291883222.0549994,1280048422.5410004,-11834799.513999183,1256318370.5353317,97981377.15163706,53571402.21845157,1.6421884260644388,8583985.838943832,2.229752978649156,42659.874080798734,11.121219619681959,7844.167775867883,3.8878278728014695,0.0,0.0,0.0,0.0,66194196.5180985,3109928.831591175,3010036.6836737003,27511543.274582114,10890142.436912518,-890235.5710925933,-36211.28691826684,0.0,0.0,0.0,0.0,0.0,109789400.88684717,112100167.11597574,-123934966.6299749,0.0,-11834799.513999183
1.0,1,2004,160,1299579109.0549994,1280048422.5410004,1353575032.9800003,65830723.439000234,1338615553.294998,74870799.469157,53708990.877048954,1.6209756981252212,8753941.608510016,2.552182953498965,41272.42816614209,11.00738066376549,7821.995392326476,3.881978123731513,0.0,0.0,0.0,0.0,22823192.761279363,9911386.833155163,3611938.879486395,29491950.293021474,14884101.434593713,-876219.3264438959,12337.700532157563,0.0,0.0,0.0,0.0,0.0,79858688.57562438,82704292.42859897,-16873568.989598744,7695887.0000000065,73526610.43900023
1.0,1,2005,180,1341098432.0549996,1353575032.9800003,1433053203.5989985,37958847.618998334,1423051947.7006629,44251806.122328654,52595806.48778884,1.629455604390699,8799450.802100662,3.017128072462577,40030.66458943662,10.753021047411119,7772.800108081786,3.8993440000499047,0.0,0.0,0.0,0.0,-2723982.5193379484,-7487771.220904454,3931766.268843125,39880231.172131605,14475804.727139229,-998557.6746775692,115812.5251359044,0.0,0.0,0.0,0.0,0.0,47193303.278329894,47545689.95459853,-9586842.335600201,41519322.99999996,79478170.61899829
1.0,1,2006,180,1341098432.0549996,1433053203.5989985,1493228483.3160005,60175279.71700171,1501878626.2169583,78826678.51629539,54277702.861450545,1.6849911104270487,9046881.87441285,3.309345941287876,38265.96712822798,10.690039064517148,7770.6723869650095,4.168826500328511,0.0,0.0,0.0,0.0,48937766.250300676,-19057957.932264496,5319339.967079436,24135126.002567302,23781753.15921304,-703136.158457577,-404968.1823809409,-133244.8551290315,0.0,0.0,0.0,0.0,81874678.25092842,82683507.39608052,-22508227.67907878,0.0,60175279.71700171
1.0,1,2007,180,1341098432.0549996,1493228483.3160005,1522929524.6890004,29701041.372999795,1579752368.8509572,77873742.63399899,57873478.2597212,1.675610256919935,9110061.886575734,3.4731413117012506,38787.43893430093,10.53500536120409,7774.450391615065,4.376763616468366,0.0,0.0,0.0,0.0,72268514.36873305,5700022.553214298,1520669.8456815619,13257029.122911597,-7074572.637681559,-1666952.3064542282,785067.7934074239,-111874.18287515022,0.0,0.0,0.0,0.0,84677904.55693698,84327365.79775563,-54626324.424755834,0.0,29701041.372999795
1.0,1,2008,180,1341098432.0549996,1522929524.6890004,1598394722.8410003,75465198.15200022,1635298024.3112557,55545655.460298605,59190978.788533956,1.7264680452275047,9152958.6189815,3.9066050504493903,38713.03686241014,10.675637985237154,7771.8949608857565,4.462079580463028,0.0,0.0,0.1842985022518195,0.0,36563619.290664956,-20113861.57825935,1276118.0278355628,33908382.72010955,518188.5662739293,1615305.673599523,-654717.369893846,-44646.1291486021,0.0,0.0,1535938.1758514761,0.0,54604327.377033204,54495171.65386885,20970026.498131372,0.0,75465198.15200022
1.0,1,2009,190,1352446773.0549996,1598394722.8410003,1579728635.7830002,-30014428.058000095,1550475696.5251346,-101099660.271365,58729717.33104209,1.8313030961984762,9087561.761973348,2.8481788583910745,37098.473637609175,10.783894183047616,7740.283614909076,4.6371391157330635,0.0,0.0,0.18275205895289504,0.0,9917627.76707471,-44179742.507257506,-418986.0395917044,-89956876.54942909,25258987.361790873,1560980.1046039145,-520229.5445853371,-98268.82189730728,0.0,0.0,0.0,0.0,-98436508.22929144,-98560625.25751549,68546197.19951539,11348341.000000006,-18666087.058000095
1.0,1,2010,190,1352446773.0549996,1579728635.7830002,1584263531.962,4534896.178999625,1641583383.2685494,91107686.74341488,58766157.96285013,1.8368621119109705,9090353.492718248,3.304640040579337,36240.30916041089,11.056148122160392,7782.443065819739,4.868291791471442,0.0,0.0,0.19630156169495583,0.0,53056391.75380945,-1313592.9441796197,566392.2977815225,42671355.089845136,13807262.320479594,3246712.957463225,8768928.037121117,-128867.13743920185,0.0,0.0,160447.4481000738,0.0,120835029.82298134,122007030.05513786,-117472133.87613824,0.0,4534896.178999629
1.0,1,2011,190,1352446773.0549996,1584263531.962,1649966415.230001,65702883.268000945,1709467604.0807676,67884220.81221732,58871399.713951595,1.8525560539485535,9174485.10657718,4.055870713359605,35638.53535884144,11.352815105037676,7719.561278795093,4.8350640760997035,0.0,0.12133579081734876,0.3604247071098425,0.0,6554399.3785422845,-5704913.423366142,2118120.683097183,61607691.888922386,9623329.169018608,3491603.926029889,-13337347.247355731,21672.645054505145,0.0,-1938670.4112790956,1282451.2406425239,0.0,63718337.8493064,64275139.95538842,1427743.3126125406,0.0,65702883.268000945
1.0,1,2012,190,1352446773.0549996,1649966415.230001,1684310468.9199998,34344053.68999935,1765529320.825548,56061716.74478121,60457710.145095356,1.8668569616507946,9280436.280252794,4.0846220299048195,35300.33081386801,11.23972237037664,7797.35511938087,4.893132502461209,0.0,0.6155071260672426,0.3661150508285945,0.0,40621282.94202165,-3587914.074695946,2686650.870795052,2271694.970440315,5471715.482129253,-1372415.559166132,19207731.222509388,-35074.515509507495,0.0,-8377573.7756530745,58293.15460305402,0.0,56944390.71747404,58070321.436944485,-23726267.746945135,0.0,34344053.68999935
1.0,1,2013,190,1352446773.0549996,1684310468.9199998,1692923428.0300004,8612959.110000275,1736517352.2168288,-29011968.60871969,61750753.68779657,1.9981744926374976,9375046.157741724,3.926088050951741,35592.93285474704,10.9029917325373,7877.361077830966,4.894321356780457,0.0,1.5414006731873224,0.3661150508285945,0.0,37842126.37564133,-47416401.61856819,2434220.6491924534,-12728532.575931184,-5225912.3267366905,-4135762.173949319,19976206.81786181,-1790.6164004906318,0.0,-16085734.402353078,0.0,0.0,-25341579.871243354,-26239973.53662476,34852932.64662503,0.0,8612959.110000275
1.0,1,2014,190,1352446773.0549996,1692923428.0300004,1741056553.210001,48133125.180000454,1787113916.2605996,50596564.04377091,63643197.21424012,1.969923624761375,9486730.781044452,3.715583470496229,35727.23549937723,10.871178702156431,7968.4080383221635,5.152355851357278,0.0,2.494218557327887,0.5941862182810794,0.0,52238233.43746933,9374280.582486026,2872370.5027697035,-17456097.40829002,-3159536.3112728307,-467254.30615582946,21621812.444356523,-145288.7295390387,0.0,-16723342.993583694,2183192.490895476,0.0,50338369.70913565,50704756.50486466,-2571631.3248642012,0.0,48133125.180000454
1.0,1,2015,190,1352446773.0549996,1741056553.210001,1722971062.7099998,-18085490.50000111,1664049513.9326146,-123064402.32798482,64308996.304082155,2.1113343213137847,9584601.02296678,2.735485757866729,36739.74745578929,10.87640407924735,8055.164560987903,5.171151569614404,0.0,3.494218557327887,0.903088198161814,0.0,26254864.12734751,-46375915.49925084,2660264.8549259603,-92814496.86482327,-18295141.127121437,-153422.32156243303,20932274.879803874,-19213.11825887037,0.0,-18262065.52686469,2794374.984443509,0.0,-123278475.61136068,-122017201.61703551,103931711.11703442,0.0,-18085490.50000111
1.0,1,2016,190,1352446773.0549996,1722971062.7099998,1698078950.2549999,-24892112.455000028,1627067514.4126375,-36981999.51997742,64805365.64051506,2.160690461665724,9657893.191145496,2.4329158708439804,37555.672378755145,10.791084159650731,8092.734464826765,5.677361832437633,0.0,4.494218557327888,0.9949070995737295,0.0,33322209.68368102,-14785825.570033237,2004114.554216982,-34583420.96014495,-13364297.764103865,-1259442.3145891344,9837865.228269834,-303438.03381973936,0.0,-18072365.535794567,1006830.404579841,0.0,-36197770.307737805,-36863343.366976835,11971230.911976807,0.0,-24892112.455000028
1.0,1,2017,190,1352446773.0549996,1698078950.2549999,1666633095.772,-31445854.482999638,1690159481.5490775,63091967.1364402,66735181.12596434,2.118481714696656,9754078.666490065,2.646718370764222,38405.561053344514,10.599578799472678,8169.517887168051,5.827541550233182,0.0,5.494218557327887,0.9949070995737295,0.0,42219591.551766336,11216965.496363847,2451958.299252753,24625559.357004523,-13518987.133781528,-2085986.462289318,17496226.080911983,-89775.93182123004,0.0,-17811270.404842515,0.0,0.0,64504280.85256486,64812414.73710789,-96258269.22010753,0.0,-31445854.482999638
1.0,1,2018,190,1352446773.0549996,1666633095.772,1636184633.7979994,-30448461.974000704,1661826511.292434,-28332970.256643694,67555407.467289,2.1052356139721016,9837103.510664605,2.919367221764101,39343.20567306976,10.440060897175552,8260.951909718413,6.066728904285649,0.0,6.494218557327887,1.0,0.6424053460325477,15760527.106057815,725283.5378522091,2139607.418883543,29481606.42359832,-14287589.25527522,-1789821.25180004,20551414.2005264,-139486.21850824455,0.0,-17481432.60947739,46775.09908803366,-64206352.13834848,-29199467.687403053,-30772598.66353577,324136.6895350721,0.0,-30448461.974000704
2.0,0,2002,1256,674260945.3599999,0.0,674260945.3599999,0.0,641380368.0330597,0.0,12298795.930712385,0.9233154856221013,2339285.0969665637,1.9494380990215507,35597.43317541816,7.464844372136726,3596.494764421882,3.3255614214014693,0.0,0.0,0.04870360685426724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674260945.3599999,674260945.3599999
2.0,0,2003,1279,709267130.3599999,674260945.3599999,725430146.03,16163015.669999955,708058218.2321787,32781754.3399963,12509046.874974579,0.8857150476299811,2370118.4079501657,2.2113140564590084,34987.079425811455,7.398225947444911,3573.710268313192,3.408204059336496,0.0,0.0,0.046299819340749754,0.0,90771383.19332789,-1446719.4925475107,2315447.9091737447,14065009.549589878,5161670.068424515,-76803.01684061787,2793.249598974434,0.0,0.0,0.0,0.0,0.0,110792781.46072689,107940303.085707,-91777287.41570707,35006185.000000015,51169200.66999998
2.0,0,2004,1391,736842324.336,725430146.03,767702315.4249997,14696975.418999908,764807132.4717627,32483944.936910883,11992429.793737045,0.8651909314909059,2375074.5034157815,2.5347267034494236,34011.28017061645,7.312107422462694,3590.5491128889835,3.4379856250924816,0.0,0.0,0.04456711960675246,0.0,-543889.8035653913,6427860.857629147,2823213.190846021,16447197.546293195,8151883.527639453,-203761.78366067313,19735.84978631291,0.0,0.0,0.0,0.0,0.0,33122239.384968065,33469203.02872284,-18772227.609722935,27575193.976000004,42272169.39499991
2.0,0,2005,1415,750740416.336,767702315.4249997,810479331.8469999,28878924.422000363,819733172.4405342,40017697.47211427,11853625.628571574,0.8655933487607567,2445539.5046130707,2.9926741447803624,33066.44752604982,7.261563714030677,3567.3537585528516,3.4465386723882774,0.0,0.0,0.04374207020886253,0.0,2918442.6173096984,-266918.4730081011,2931878.678767175,22689273.969881106,7935337.384445385,-153027.7669051823,-48488.38252087746,0.0,0.0,0.0,0.0,0.0,36006498.02796919,36358158.39536038,-7479233.973360024,13898091.99999999,42777016.422000356
2.0,0,2006,1439,766487680.336,810479331.8469999,870033225.711,43806629.863999836,881411546.351939,44633475.74138078,11826504.497719938,0.8553054906861401,2503665.38962872,3.2755580783176774,31598.405610027872,7.28592337747966,3548.3528427408687,3.6430767145026084,0.0,0.0,0.0428434022391653,0.0,6482330.476555233,7132138.728543658,3521715.4957002504,13400911.008214604,13305357.255775386,-9178.190976235723,127613.60918065203,-64598.56504163881,0.0,0.0,0.0,0.0,43896289.8179519,45490168.37119825,-1683538.507198412,15747264.000000026,59553893.863999896
2.0,0,2007,1460,775175948.335,870033225.711,885259382.3059999,6537888.595999952,888663847.699075,-1274285.6048694416,11803100.918584868,0.8857158512476906,2518539.237695869,3.459663129612052,31909.85697224046,7.212305574509889,3556.049939062152,3.8067330001365636,0.0,0.0,0.04236320808267431,0.0,8740704.160579562,-11643576.122206751,1381201.3114163391,8746454.719340036,-3859624.3609050005,-427622.64844860695,-70097.11184583585,-57070.86770258091,0.0,0.0,0.0,0.0,2810369.080227161,2753732.8633736083,3784155.7326263445,8688267.999000002,15226156.594999952
2.0,0,2008,1460,775175948.335,885259382.3059999,949307503.0760002,64048120.77000032,927656533.5012492,38992685.8021741,11990769.077905467,0.8851089358829429,2524515.639175809,3.8725424269698863,31686.704638310177,7.448717879229375,3555.363183482937,3.881345238102059,0.0,0.0,0.04236320808267431,0.0,13553652.846465152,1982184.2518248088,668344.7788811277,18976889.62304877,2408954.0365005606,1468941.563111124,-146435.89314818606,-12068.199532430745,0.0,0.0,0.0,0.0,38900463.007150926,39871673.64218812,24176447.12781221,0.0,64048120.77000032
2.0,0,2009,1460,775175948.335,949307503.0760002,873899031.6029997,-75408471.47300065,847307968.24741,-80348565.25383876,11652351.168357909,1.009703240394342,2506071.667382665,2.8180487917262496,30076.983072993557,7.524410198960382,3560.850917645206,4.0851410579337,0.0,0.0,0.04236320808267431,0.0,-10835726.908376584,-37968427.260475434,-577569.5808751545,-53472805.59341137,17669344.20203509,431215.9891729071,1032680.7480714131,-72417.11958256207,0.0,0.0,0.0,0.0,-83793705.5234417,-81849603.84639923,6441132.373398589,0.0,-75408471.47300065
2.0,0,2010,1460,775175948.335,873899031.6029997,863582743.1219999,-10316288.48099963,870480507.0027682,23172538.755357742,11402112.159200044,1.008577380191361,2525060.0599148152,3.276646752268193,29582.618535540074,7.737351799632073,3558.3114329040304,4.094306469055858,0.0,0.0,0.04236320808267431,0.0,-9321507.093720622,1553694.9187510973,1122975.1335846193,23812548.96696641,5131030.935646009,1635880.8206653965,353710.79000174574,3234.856802661467,0.0,0.0,0.0,0.0,24291569.32869731,24870036.54158721,-35186325.02258684,0.0,-10316288.48099963
2.0,0,2011,1460,775175948.335,863582743.1219999,900330012.94,36747269.81799993,909615813.089914,39135306.08714566,11216496.11273997,0.9905908530277457,2545345.659034776,4.016086928192954,28997.76170693388,7.954023302311748,3568.745651656454,4.180363145257028,0.0,0.0,0.05628394830065712,0.0,-9207975.636214431,4304055.431695358,895960.0998921713,33359322.209170673,6294487.448523477,1363347.9835629603,1669839.5388882167,-36608.0757877753,0.0,0.0,73418.41796164743,0.0,38715847.417692296,38675604.43191067,-1928334.6139107412,0.0,36747269.81799993
2.0,0,2012,1460,775175948.335,900330012.94,924998751.344,24668738.40399979,910787556.854495,1171743.7645810074,10989630.651941728,0.9872530427691605,2572905.8684102283,4.033301170578586,28718.1861255934,8.007631776598279,3575.800093640581,4.206388093960134,0.0,0.0,0.0961753958312716,0.0,-6426967.44922061,-844989.1161515029,1237545.0609877133,746324.0005939648,3627900.870833611,278709.9337377684,2462485.4321844187,-3017.670438192767,0.0,0.0,210803.10135912345,0.0,1288794.1638862884,1453218.1838837115,23215520.22011609,0.0,24668738.40399979
2.0,0,2013,1460,775175948.335,924998751.344,901293466.8970001,-14705768.077999782,894151483.6290212,-5876268.285508411,10974008.557176655,1.0012309524552785,2604001.6821166435,3.8448609384878267,28694.584507300096,7.822128000174413,3535.0718698082796,4.234413682060698,0.0,0.0,0.16141851909719568,0.0,5686884.925423218,-7583228.704837302,2095067.735174284,-6932975.744966568,-1637773.3532485368,-922684.6217368612,3057782.847504557,-18068.43348798191,0.0,0.0,325290.7456103228,0.0,-5929704.604564874,-5904578.999006837,-8801189.078992948,0.0,-14705768.077999782
2.0,0,2014,1460,775175948.335,901293466.8970001,898301472.8610001,-2991994.035999773,901870170.4762622,7718686.847240858,11133178.653367553,0.9832175168533568,2638903.291299023,3.627644951217986,28785.970101423394,7.8399068014612965,3551.0141955126187,4.31157083527303,0.1740095112789887,0.0,0.22216570314121056,0.0,11520129.28144599,3675566.417085503,1571833.1857851278,-9712630.452962443,-1101466.8410777117,89737.19487348992,4976709.43754022,-27045.484681659033,-3338280.6779159294,0.0,271282.00053345005,0.0,7925834.060626042,7819535.7194682555,-10811529.75546803,0.0,-2991994.035999773
