CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,WEIGHTED_POP_DENSITY,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS2_HINY,YEARS_SINCE_TNC_BUS2_MIDLOW,YEARS_SINCE_TNC_RAIL2_HINY,YEARS_SINCE_TNC_RAIL2_MIDLOW,BIKE_SHARE,MDBF_Total,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,WEIGHTED_POP_DENSITY_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS2_HINY_FAC,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL2_HINY_FAC,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC,BIKE_SHARE_FAC,MDBF_Total_log_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
2.0,0,2009,1460,775175948.335,949307503.0760002,873899031.6029997,-75408471.47300065,854350721.4933323,-72447981.1323704,11652351.168357909,1.009703240394342,2506071.667382665,2.8180487917262496,30076.983072993557,7.524410198960382,3560.850917645206,4.0851410579337,0.0,0.0,0.0,0.0,0.04236320808267431,7432.891750567104,0.0,-10946786.484645624,-38105189.25249626,-919370.3215877821,-48838088.62586402,17255958.29398238,403326.15281132096,669346.7023840056,198864.33420160404,0.0,0.0,0.0,0.0,0.0,5450146.989374343,0.0,-74831792.21184006,-73544921.47634713,-1863549.996653502,0.0,-75408471.47300065
2.0,0,2010,1460,775175948.335,873899031.6029997,863582743.1219999,-10316288.48099963,875771772.7886839,21421051.29535177,11402112.159200044,1.008577380191361,2525060.0599148152,3.276646752268193,29582.618535540074,7.737351799632073,3558.3114329040313,4.094306469055858,0.0,0.0,0.0,0.0,0.04236320808267431,7557.52549311064,0.0,-9412394.221320296,1562485.4071822667,1793077.4658617869,21666724.395494856,5010324.23421494,1532390.8966044586,175761.25372357803,-8723.836066283538,0.0,0.0,0.0,0.0,0.0,-43172.38024475757,0.0,22276473.215450544,22798629.179670326,-33114917.660669953,0.0,-10316288.48099963
2.0,0,2011,1460,775175948.335,863582743.1219999,900330012.94,36747269.81799993,911997098.8832798,36225326.094596215,11216496.11273997,0.9905908530277457,2545345.659034776,4.016086928192954,28997.76170693388,7.954023302311748,3568.7456516564544,4.180363145257028,0.0,0.0,0.0,0.0,0.05628394830065712,7247.616321456079,0.0,-9306631.353377681,4321211.930361074,1428969.937430605,30338121.7885974,6147494.222008458,1277103.7412910096,1032389.9314401532,100793.98631399001,0.0,0.0,0.0,0.0,29305.709574621465,-16885.817165754153,0.0,35351874.07647389,35304944.10017264,1442325.7178273043,0.0,36747269.81799993
2.0,0,2012,1460,775175948.335,900330012.94,924998751.344,24668738.40399979,912054372.4169339,57273.533653535414,10989630.651941728,0.9872530427691605,2572905.8684102283,4.033301170578586,28718.1861255934,8.007631776598279,3575.800093640582,4.206388093960134,0.0,0.0,0.0,0.0,0.0961753958312716,7824.038476140876,0.0,-6491704.840700892,-846869.8817489843,1973741.5172343245,679665.1029883631,3543239.7184476173,260662.97473478143,1394269.0554375697,8489.78202985956,0.0,0.0,0.0,0.0,84144.20573713681,-612559.5394933088,0.0,-6921.905333529154,87157.3947444397,24581581.00925535,0.0,24668738.40399979
2.0,0,2013,1460,775175948.335,924998751.344,901293466.8970001,-14705768.077999782,892919213.0043248,-8320025.027436605,10974008.557176655,1.0012309524552785,2604001.6821166435,3.8448609384878267,28694.584507300096,7.822128000174413,3535.0718698082796,4.234413682060698,0.0,0.1740095112789887,0.0,0.0,0.16141851909719568,7701.234151622913,0.0,5756069.014802314,-7610860.6753538875,3350998.4970310037,-6318034.79106346,-1601163.6214355514,-865287.6230827505,1122567.4318579854,49720.23595449344,0.0,-2526206.888475552,0.0,0.0,129843.11543117165,51080.29663352686,0.0,-8461275.007700711,-8442959.237036949,-6262808.840962833,0.0,-14705768.077999782
2.0,0,2014,1460,775175948.335,901293466.8970001,898301472.8610001,-2991994.035999773,890769698.0201169,-2149514.984207764,11133178.653367553,0.9832175168533568,2638903.291299023,3.627644951217986,28785.970101423394,7.8399068014612965,3551.0141955126196,4.31157083527303,0.0,1.0051284668732805,0.0,0.0,0.22216570314121056,8712.157391299965,0.0,11654339.389981005,3690125.3936563088,2507032.6029112283,-8852379.518691568,-1076729.077906495,83603.21779107342,2914495.218963163,74319.04300463616,0.0,-12739299.641611222,0.0,0.0,108284.97454969134,-426052.59877116664,0.0,-2062260.996123348,-2281538.9111260977,-710455.1248736749,0.0,-2991994.035999773
2.0,0,2015,1460,775175948.335,898301472.8610001,874386371.7710003,-23915101.090000026,843516635.9371388,-47253062.08297788,11438945.188183004,0.9927047528736843,2674970.8782925513,2.6712297369424536,29920.84054258167,7.662197479355309,3573.868364358915,4.471602536399921,0.0,1.935052365730467,0.0,0.0,0.45977936203197806,8476.53834630103,0.0,21582982.181672443,-3220939.2026170124,2473099.2258026595,-44330605.13013457,-11917506.949243378,-1222876.1372862824,4054976.0384381316,136292.24920279483,0.0,-14435419.61755605,0.0,0.0,434367.65304837294,249355.5259205872,0.0,-46196274.162752315,-46573002.21994894,22657901.129948918,0.0,-23915101.090000026
2.0,0,2016,1460,775175948.335,874386371.7710003,831101604.7650001,-43284767.00600018,828142626.2996222,-15374009.637516646,11826026.435773836,1.0152434784279054,2709702.8414624482,2.366249599123015,30761.736169879758,7.452193678192266,3593.386497917079,4.995083273923698,0.0,2.8716101520825443,0.0,0.0,0.6133781120909058,8254.380286613448,0.0,22201316.049013946,-5639159.171673613,2310991.123212251,-16055403.287873482,-7730330.884584347,-879706.2302229819,3565922.279696082,437997.8143701801,0.0,-14173957.276595425,0.0,0.0,280453.3169682344,-319971.1849032065,0.0,-16001847.452592365,-16203239.800500343,-27081527.205499843,0.0,-43284767.00600018
2.0,0,2017,1460,775175948.335,831101604.7650001,796946299.074,-34155305.690999955,838767741.3098499,10625115.01022746,11978443.46095979,1.0010605889681312,2748222.9127671346,2.576443694820354,30890.803533521605,7.195606772672121,3611.838822130587,5.173873081059596,0.0,3.853661821527547,0.0,0.0,0.7145378936726631,9087.001699799166,0.0,7527275.262609808,4875808.365790776,2334344.671098333,11014796.699155817,-1494629.1897416885,-1601501.5966589944,3148471.5508734575,163708.50484905991,0.0,-14372227.345000526,0.0,0.0,202401.53633636166,-1225511.007379164,0.0,10572937.451933237,10324758.16349167,-44480063.85449162,0.0,-34155305.690999955
2.0,0,2018,1460,775175948.335,796946299.074,779101994.5979999,-17844304.475999866,837993981.1903,-773760.1195499487,12322329.423096787,0.9853391626985053,2781939.6529495628,2.8552461162336047,31293.679821101265,6.955952790573819,3643.7721310097336,5.43883562079246,0.0,4.846504595905522,0.0,0.0,0.8155793919328117,9479.794541702966,0.44189802835441444,12693589.541927427,5740648.518733076,2042352.5080891973,12858448.415592108,-3564136.024608913,-1329808.7216006375,5090170.031003351,216749.7199164964,0.0,-13952658.449128736,0.0,0.0,193610.11735319925,-156914.75316103618,-21156831.859895445,-1324780.9557799147,-1953498.9835079007,-15890805.49249196,0.0,-17844304.475999862
2.0,1,2002,201,47549753.65639998,0.0,47549753.65639998,0.0,40174114.83939702,0.0,2962620.500087268,1.2225813885152361,2768260.2377233375,1.9579725613818946,35534.37869641477,7.673255781850791,3833.398906135667,3.545075284782501,0.0,0.0,0.0,0.0,0.31426638102022403,48574.548981877844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47549753.65639998,47549753.65639998
2.0,1,2003,201,47549753.65639998,47549753.65639998,47844293.070099965,294539.41369997925,44541344.87807347,4367230.038676454,3069353.140649307,0.9557803670348208,2812675.2337543448,2.225024537957592,34842.31732651696,7.716691766543552,3833.4299394039317,3.545075284782501,0.0,0.0,0.0,0.0,0.31426638102022403,61555.90696896972,0.0,1019825.767067598,3945319.789807068,179218.81219235176,892678.7512150811,323755.02881335834,14352.987784416962,264.55398445711353,0.0,0.0,0.0,0.0,0.0,0.0,55466.332118734,0.0,6430882.022983065,6863229.209357839,-6568689.79565786,0.0,294539.41369997925
2.0,1,2004,201,47549753.65639998,47844293.070099965,53311258.55789999,5466965.4878000235,48028070.63392131,3486725.755847838,2965571.8303362145,0.886580362503479,2858440.030140535,2.5315490838163157,33861.27356754455,7.763855150630868,3833.503138391118,3.545075284782501,0.0,0.0,0.0,0.0,0.31426638102022403,46890.25082090769,0.0,1273167.4069820715,1129975.0401508897,194246.74079878358,950697.2172441324,466269.18039378297,15222.259441222293,648.3289677722638,0.0,0.0,0.0,0.0,0.0,0.0,70323.2302775796,0.0,4100549.404256235,4217320.653070069,1249644.8347299553,0.0,5466965.4878000235
2.0,1,2005,201,47549753.65639998,53311258.55789999,60584375.92299997,7273117.365099977,54309220.64627402,6281150.012352712,3115605.899751638,0.8430277804746522,2911574.7844292494,2.9875062627911007,32998.760173915885,7.786114961541614,3833.1659704719937,3.545075284782501,0.0,0.0,0.0,0.0,0.31426638102022403,20617.395985894775,0.0,3320898.281570085,718498.2810049331,245443.48927197803,1412269.4529262057,455691.31640364643,8180.452612387868,-3266.808267193015,0.0,0.0,0.0,0.0,0.0,0.0,276494.5632195703,0.0,6434209.028741615,6657176.6567675825,615940.7083323948,0.0,7273117.365099977
2.0,1,2006,223,48222862.65639998,60584375.92299997,67601348.81599995,6343863.892999992,60089430.813622594,5460551.362739394,3332052.559270405,0.9329552839113114,2950352.495489417,3.276444635288689,31639.586665481038,7.864203537673248,3848.735064545399,3.592566592456484,0.0,0.0,0.0,0.0,0.30987975779195603,19023.17595438415,0.0,3452926.3259637076,474581.8423722767,319127.13546316995,911806.1889658686,867345.7758136144,46205.46878238119,8451.653123111166,4077.998563059875,0.0,0.0,0.0,0.0,0.0,61398.21480837524,0.0,6145920.603855564,6310579.139047879,33284.7539521132,673108.9999999994,7016972.892999991
2.0,1,2007,291,50040839.14539998,67601348.81599995,73316847.37140007,3897522.06640012,65437980.51236676,3046751.9574195147,3688771.5562192425,1.0440432220022693,2910074.403018272,3.474539778209914,31981.679489931626,7.649168084740646,3844.9030630469993,3.9449465481141273,0.0,0.0,0.0,0.0,0.2986218707600081,22707.012463963594,0.0,4756173.317845974,-1395739.2899913054,98981.41416662544,694221.3218137167,-360611.25806829386,-121435.31941116879,-10242.811004380963,22520.26600377653,0.0,0.0,0.0,0.0,0.0,-29740.960508665106,0.0,3654126.6808462776,3684172.7112960014,213349.35510411853,1817976.4890000005,5715498.55540012
2.0,1,2008,315,54527477.73839998,73316847.37140007,87176871.44920002,9373385.484799935,79561732.02798156,10451690.365815084,3844795.964356122,0.9984873882784927,2878055.1955216597,3.8662530575266914,31978.221566709675,7.629975244320223,3659.0585444022086,3.9786946315963214,0.0,0.0,0.0,0.0,0.27405061851002227,27663.978334533287,0.0,9491881.052319784,-556628.296565698,20936.846625351962,1334704.022504699,253648.7066991937,81097.34184960072,-6071.264129558185,-957.0620365172149,0.0,0.0,0.0,0.0,0.0,-48147.696017421775,0.0,10570463.651249433,10436262.547953796,-1062877.063153862,4486638.5929999985,13860024.077799933
2.0,1,2009,337,55878564.73839998,87176871.44920002,78474456.00700001,-10053502.442199994,73952583.78681064,-6333201.370770751,3737945.6825557007,1.2345932732828953,2816597.3206021353,2.800347443126009,30658.125813502847,7.891399292064894,3660.877198611562,4.061314568680134,0.0,0.0,0.0,0.0,0.2674243526110272,27897.298720262905,0.0,471058.4662626299,-4919142.8825024925,-112748.89899754332,-4521022.608707927,1212773.0474737622,201210.1093809541,84235.95667606167,6195.291035533187,0.0,0.0,0.0,0.0,0.0,117425.95212620337,0.0,-7460015.567252818,-7253673.886324346,-2799828.5558756464,1351087.0,-8702415.442199994
2.0,1,2010,337,55878564.73839998,78474456.00700001,74495052.89839998,-3979403.108600043,75940353.01604357,1987769.2292329161,3599620.5089564314,1.235674596373878,2828939.492030946,3.268655940849018,29918.112165179133,7.905276842074176,3655.3401107994605,4.015218325516432,0.0,0.0,0.0,0.0,0.2674243526110272,28037.306363776814,0.0,694730.5280778371,-473490.4608841694,44632.545214479185,1995501.3154343253,691222.2427622471,24534.075758670366,-58441.27341598096,-5880.2703707777855,0.0,0.0,0.0,0.0,0.0,114513.03181365863,0.0,3027321.734390289,3290954.409279393,-7270357.517879437,0.0,-3979403.108600043
2.0,1,2011,360,56347892.73839998,74495052.89839998,79082697.5986,4118316.700200029,83987248.72267914,7367567.099250507,3824630.4857204217,1.257362723213648,2841861.0807875316,3.9951573831001355,29378.86967531039,8.337755687527677,3665.22238372597,4.072701021168237,0.0,0.0,0.0,0.0,0.26519694479748357,33834.74677508381,0.0,4610496.201555347,-759876.7544013587,98782.13342588556,2564408.43024708,558096.3276083963,242229.49692832518,121440.15190324844,7065.438949242067,0.0,0.0,0.0,0.0,0.0,-228054.0443404037,0.0,7214587.381875763,7322698.179835545,-3204381.4796355143,469328.00000000006,4587644.700200029
2.0,1,2012,382,57999202.73839998,79082697.5986,86028458.23140004,5294450.632800041,92595312.44855106,6724510.193889593,4088068.0343569787,1.2171979060267388,2851080.6311976872,4.006915914938787,29030.290235902932,8.343374577133567,3660.9014958767116,4.403890325447018,0.0,0.0,0.0,0.0,0.33500335652262103,52095.300666931806,0.0,5558742.660021652,484365.3189943743,158040.60110344735,42712.80455103394,381610.7765900474,2639.3518805881345,136364.84227577655,21582.42985528043,0.0,0.0,0.0,0.0,9315.56519658715,-261285.80199742108,0.0,6534088.548471367,6416198.490811059,-1121747.858011019,1651310.0000000002,6945760.632800039
2.0,1,2013,382,57999202.73839998,86028458.23140004,90347608.02039999,4319149.788999945,99376634.39304036,6781321.944489326,4798329.239344784,1.3089969873020253,2894332.609567271,3.8571358582175552,29658.135093688477,8.175030864979716,3670.4986451720442,4.3651136396911125,0.0,0.0,0.0,0.23810481129004854,0.5038421627587728,59389.8008028353,0.0,9247468.02467759,-1923333.0461884323,235145.68218880906,-563773.3990496567,-628609.1957562233,-97807.94683899844,224762.87315426796,1454.5157231680025,0.0,0.0,0.0,-330816.98771722696,42423.87781520827,18087.012790865556,0.0,6225001.410799369,5923695.931900242,-1604546.1429002967,0.0,4319149.788999945
2.0,1,2014,382,57999202.73839998,90347608.02039999,89102602.08079997,-1245005.9396000213,99635809.50017002,259175.10712966125,4839542.573348493,1.3211285305728553,2921395.119711562,3.6478412418504966,29624.502444110945,8.183271199136819,3687.1824865303247,4.417692874361539,0.0,0.0,0.0,1.2125483136311828,0.5051361115797333,52030.33629892265,0.0,1974595.4516697123,130919.39459782542,200689.21154098984,-842100.8725306586,-69356.52814967567,-5302.166496406126,356069.9031905906,5864.03683838407,0.0,0.0,0.0,-1310892.554477206,640.014013527429,29858.430811260405,0.0,470984.3210083438,430128.8989032958,-1675134.8385033165,0.0,-1245005.9396000213
2.0,1,2015,429,59954803.892599985,89102602.08079997,89928537.18659997,-1129666.0483999974,94469918.57555594,-6962369.415904213,4765521.446663856,1.3499546323814964,2936998.142771817,2.6821814435822895,30998.55018290603,7.930966825816324,3684.006471774322,4.575939954142721,0.0,0.0,0.0,2.2220120327979735,0.6614412952136212,38357.73577414612,0.0,982841.1678936925,-717820.9139211401,221392.21317570412,-4450457.633443324,-1589879.2391862872,-134127.19942292743,418004.64567087137,15289.1975610882,0.0,0.0,0.0,-1429686.9220428248,22168.38529228454,222920.6421520723,0.0,-6439355.656270791,-6326266.910175157,5196600.86177516,1955601.1541999993,825935.1058000019
2.0,1,2016,429,59954803.892599985,89928537.18659997,88374005.03900002,-1554532.147599942,95318874.45212223,848955.8765662527,4835019.098190398,1.303839422571065,2960109.6406231234,2.3778430296347723,31757.83323343993,7.450648007125026,3695.2449783375755,5.250103388099826,0.0,0.0,0.0,3.222012032797974,0.7611591200056044,30460.572267728552,0.0,2391773.744382138,1338831.5139570504,194080.94165492302,-1653838.1386712505,-630476.4409702416,-193891.5180386092,338309.95693424775,58029.90099009749,0.0,0.0,0.0,-1442939.3814732188,16440.58081646805,526944.8915606661,0.0,943266.0511422704,923124.9706412101,-2477657.1182411523,0.0,-1554532.1475999418
2.0,1,2017,453,62012126.892599985,88374005.03900002,87984651.0852,-2446676.9538000217,97839539.41750492,418998.4706984948,4670677.424958636,1.2843094815982945,2992316.83995862,2.58893744114846,31621.21727782736,7.295272980155293,3664.834387937012,5.470317263476096,0.0,0.0,0.0,4.2146465305286664,0.8104013187813588,27254.912858294236,0.0,570942.3541938997,-170802.43946313605,201738.6889267238,1205096.462556082,124210.83415109919,-151976.03163360566,264797.54067350004,27371.0964384415,0.0,0.0,0.0,-1417996.2908179832,21935.97274477274,88828.05080975451,0.0,764146.2385795484,796279.3518883353,-3242956.305688357,2057323.000000001,-389353.95380002056
2.0,1,2018,475,62079679.87739998,87984651.0852,86796528.46819998,-1255675.6018000199,99175768.48415455,1268676.0818496454,4711448.764938389,1.2658660751748978,3015744.4941639886,2.8728320563110707,31758.584871932067,7.09497160591043,3689.085317165464,5.799033503385353,0.0,0.0,0.0,5.21441295951408,0.8425758795905489,29253.69600628126,0.5424426389199085,3002725.510058983,612998.6993437288,180087.34833439533,1500519.2327369733,-182843.4583889221,-161280.94567239672,513745.2091126016,34378.33065604677,0.0,0.0,0.0,-1411748.9507538986,4685.17436443451,94235.86085888949,-3313463.071895898,874038.9387549374,1016567.3194036369,-2272242.921203658,67552.98479999996,-1188122.61700002
3.0,0,2002,2044,102852225.8883,0.0,102852225.8883,0.0,97323607.11430341,0.0,2333532.5857476885,0.8871490487872395,603153.588038163,1.927699504660683,33560.36332132189,6.317720415111302,2431.663750453178,3.3377334784743966,0.0,0.0,0.0,0.0,0.027570001285918393,24437.62224227486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102852225.8883,102852225.8883
3.0,0,2003,2467,123716227.4886,102852225.8883,128187371.34870002,4471143.860100018,124452262.96648973,7708623.871605422,2111545.3714053975,0.8226354020861075,569244.0111207888,2.1677232809794935,32748.33445040794,6.322794314858508,2401.395759485422,3.244436146175703,0.0,0.0,0.0,0.0,0.022920485514006588,37767.83301506667,0.0,1812586.2179717096,2046190.2505502992,651619.7430286851,1815907.7097463831,1136273.866964481,115818.31575878845,502.17689351507755,0.0,0.0,0.0,0.0,0.0,0.0,22739.105593996068,0.0,7601637.386507858,8091045.166518392,-3619901.306418378,20864001.600299995,25335145.460400004
3.0,0,2004,2890,160122136.79580003,128187371.34870002,167462529.73980004,2869249.083899984,168163389.52936086,9899114.428649962,2202443.94879978,0.8454330167043097,588390.195539669,2.49486191956559,30486.57469505441,6.779492659221536,2443.3479618095653,3.13873051678319,0.0,0.0,0.0,0.0,0.017709206589069066,64882.29382737014,0.0,2228342.72508936,-781118.1745179573,969164.223548417,2709336.5854888936,1979178.220322399,138083.94908511074,949.481133604612,0.0,0.0,0.0,0.0,0.0,0.0,251169.263750719,0.0,7495106.273900545,7844713.935773644,-4975464.851873664,36405909.30720001,39275158.39109997
3.0,0,2005,3377,182830167.35000002,167462529.73980004,193159928.45570004,2989368.1617000084,199541879.17433378,8129595.849098603,2043216.7223834344,0.810558496191538,607534.114252182,2.9644755358270864,29204.1425587299,6.937663654076122,2349.668749223132,3.1447816781961166,0.0,0.0,0.0,0.0,0.015509672397617042,119735.70469783359,0.0,-807048.0438393455,377153.0677277822,1331704.6827474392,4677619.14760173,2460472.696125149,226068.14472882223,-10791.85565112572,0.0,0.0,0.0,0.0,0.0,0.0,-92742.58376347866,0.0,8162435.255676974,8803188.512088608,-5813820.350388599,22708030.554199994,25697398.715900004
3.0,0,2006,4129,212198754.35990003,193159928.45570004,237101146.00530002,15036240.539700016,246962796.78268766,17555987.96800381,1940857.1112156387,0.834419666011234,607128.9711335525,3.249377120065441,27652.31867202105,6.943235772127932,2317.4543701284106,3.58241031644399,0.0,0.0,0.0,0.0,0.013363113315880333,140092.40328328626,0.0,7104055.12355463,-193283.02261697335,1632627.886959958,2901486.7132055373,4077689.4858094403,212751.52748655993,26292.97569952458,65416.22787004775,0.0,0.0,0.0,0.0,0.0,-249026.4311037424,0.0,15578010.486864982,16215913.379199816,-1179672.8394998033,29368587.00989999,44404827.5496
3.0,0,2007,4421,224382304.1132,237101146.00530002,259434200.52420002,9678740.765599985,269505769.74010915,9279016.12416277,1960097.3785710759,0.8452449023260414,606495.9866956507,3.4350938224481156,27961.720738617198,7.096967154935745,2316.015798550162,3.6679166818942717,0.0,0.0,0.0,0.0,0.012637520642311582,157979.31681363226,0.0,6966862.421465016,172522.81629216712,678605.3910652193,2133011.5352752195,-910354.2837276395,126259.8227087248,-39138.61629233287,24502.85383373791,0.0,0.0,0.0,0.0,0.0,-263043.3184198334,0.0,8889228.622200279,8925820.738482315,752920.0271176745,12183549.7533,21862290.518899977
3.0,0,2008,4421,224382304.1132,259434200.52420002,279267294.39189994,19833093.867700003,280930519.5919112,11424749.851801893,1981005.5694479037,0.8311812313940854,609090.0258612277,3.8560763733517884,28146.457964559653,7.083847595611781,2315.9173239525962,3.7050316355946253,0.0,0.0,0.0,0.0,0.012637520642311582,39906.753328643215,0.0,3008223.0892225523,1598852.8678718188,254818.97569854683,5144400.020543864,-550757.6779067745,7709.896923005684,-7878.409239259636,990.3860067587495,0.0,0.0,0.0,0.0,0.0,1091402.332538084,0.0,10547761.4816586,10876139.598971002,8956954.26872901,0.0,19833093.867700003
3.0,0,2009,4488,235672221.97320002,279267294.39189994,283924143.32739997,-6107751.92450002,281682306.02554286,-9015301.036136867,1968125.9513628904,0.8670860507270974,591260.083943591,2.7839258525520862,26476.987853431812,7.144627010773257,2282.8178631474993,3.6980478670736923,0.0,0.0,0.0,0.0,0.012032118067450734,7190.188441641411,0.0,5047682.8938623965,-4920212.764758093,-207750.91140407362,-14582306.874906357,5277805.846463667,146564.9135672786,326065.83896705,-11571.926149993724,0.0,0.0,0.0,0.0,0.0,899045.9021844335,0.0,-8024677.082173706,-8124572.659410707,2016820.734910687,11289917.860000001,5182165.935499983
3.0,0,2010,4519,236443202.97320002,283924143.32739997,287477942.9192,3149786.5918000005,291219060.1094205,9459951.969606811,1932981.2884092806,0.8551384791426357,595881.8172999353,3.235901047433978,26468.458416179157,7.341023501541203,2267.7203802564118,4.070621633741414,0.0,0.0,0.0,0.0,0.02851030994011732,7617.137085474543,0.0,1349542.4117443964,1562301.9888921902,537135.377935061,7085573.268114285,-359012.24612628843,452285.29866516066,-818988.4468475853,82186.06719316666,0.0,0.0,0.0,0.0,9084.998167110294,-151960.42186807256,0.0,9748148.295869434,9799373.686287813,-6649587.094487815,770981.0000000007,3920767.5918000014
3.0,0,2011,4618,237276984.88130003,287477942.9192,306766044.1356,17465211.30830001,310868765.51244885,17699307.971850704,1909923.382423407,0.8144849023981336,598648.9891082252,3.9916963864609105,26287.97724574485,7.481722072948803,2300.88960132368,3.9032654303687213,0.0,0.0,0.0,0.0,0.02841012584247175,8142.240789658932,0.0,-154889.55186300617,4518301.462506536,359156.9115847372,10237868.27098224,792103.8519269588,312507.652068746,1653413.7087759476,-19709.542715399373,0.0,0.0,0.0,0.0,0.0,-88526.016503956,0.0,17610226.7467628,17966593.715616163,-501382.40731615655,833781.9080999994,18298993.216400012
3.0,0,2012,4652,237702386.88130003,306766044.1356,316137858.0867999,8946411.951199923,308630798.9037724,-2663003.477389368,1916327.8809747738,0.84402678227623,603171.1772781248,4.000416384312793,25842.772528506797,7.329057311330956,2287.502537915257,3.797125285283524,0.0,0.0,0.0,0.0,0.039812650281571486,10956.39408206633,0.0,908660.8625568805,-3051840.0448112264,494454.84117797844,103857.71434549557,1737217.949145174,-311284.1649696386,-657337.4765498228,-30490.42945200523,0.0,0.0,0.0,0.0,5898.352583752447,-348815.6084214736,0.0,-1149678.0043948868,-952813.1633345233,9899225.114534453,425401.9999999998,9371813.951199926
3.0,0,2013,4718,239160627.06530005,316137858.0867999,311980827.6151,-3282601.7769999104,301021162.7405199,-6896631.300330135,1916547.6196574904,0.9025390611604112,610874.2454246251,3.8283298568874953,25787.915505409812,7.287017404794524,2274.9122550511725,3.731620750989858,0.0,0.0,0.0,0.0,0.039569899594786094,7975.1726710699595,0.0,1686836.7814401595,-7176234.233821739,789619.2094164266,-2062778.5531904113,-12917.91238799449,101275.56923106532,-196024.5303575029,-24692.59938467366,0.0,0.0,0.0,0.0,0.0,112197.95705170825,0.0,-6782718.3120029615,-6798153.63287066,3515551.855870747,1458240.1839999994,-1824361.5929999119
3.0,0,2014,4718,239160627.06530005,311980827.6151,312845374.9923,-342804.6228000298,302174252.1193181,-133057.96286713652,1949381.290284019,0.8991981054606777,616124.1188592428,3.631818258500365,26220.050410555577,7.426745184109024,2292.328532803068,3.877792356769997,0.0,0.5661226049391991,0.0,0.0,0.05523244006377907,12726.856185311259,0.0,6001650.171732295,367958.97249931376,501154.4497256973,-3029540.9381948216,-1519124.340761958,58780.02565842608,758306.3208468504,48889.655105095466,0.0,-3040403.9380052374,0.0,0.0,13615.98592794716,-142353.3764286947,0.0,18932.988104909477,155875.2058263044,-498679.8286263339,0.0,-342804.6228000303
3.0,0,2015,4718,239160627.06530005,312845374.9923,300692598.5868,-12393546.609199982,282693534.74213904,-19599526.900177773,2002994.146279538,0.921832807145823,621471.855619057,2.635865482361472,27083.248592067128,7.239661260801577,2295.5608242464973,3.9384176367781514,0.0,1.3422147114071301,0.0,0.0,0.11733913276342829,9338.903815328114,0.0,5180913.237114576,-2249151.237348457,582863.2132294157,-16080022.615140518,-3447801.2515353123,-355717.94581167283,316478.0927739287,4451.659027090617,0.0,-4188010.7166957124,0.0,0.0,33983.84054957201,-152054.552768493,0.0,-20354068.27660559,-20285644.373745803,7892097.764545821,0.0,-12393546.609199982
3.0,0,2016,4718,239160627.06530005,300692598.5868,281586223.76699996,-18823400.978199974,270854804.3274052,-11545685.749631444,2048037.9517926401,0.9835097307489237,625889.1873426825,2.347258920277229,27453.8381079022,7.058734577847204,2299.6128422873016,4.443415961281933,0.0,2.2264946357006745,0.0,0.0,0.19872578018046091,8861.836587856895,0.0,3909726.725142304,-5289625.775387516,530477.2206794551,-5245664.6014913265,-1320231.4126261887,-246749.65756563505,371113.091523119,159748.9987314362,0.0,-4671313.99424207,0.0,0.0,53833.01075794693,-49493.01468024933,0.0,-11798179.409158725,-11529818.139402721,-7293582.838797264,0.0,-18823400.978199974
3.0,0,2017,4718,239160627.06530005,281586223.76699996,272852981.1119999,-8559887.945199985,272506725.4880187,1735243.7557185427,2071173.6047788502,0.974934731584196,630508.5422415505,2.560844372730261,27691.21091366403,7.054592923091693,2298.717022781441,4.731987520823741,0.0,3.20740173547361,0.0,0.0,0.40715299819318873,8757.152344602444,0.0,2875932.3859440833,698121.328381998,453278.25391490606,3776146.0474790856,-1103383.321291909,-85809.06083827089,62962.942042614595,79941.64808607196,0.0,-4859886.70446314,0.0,0.0,126380.83548281006,-38159.09814699234,0.0,1985525.256591255,1906116.9559955085,-10466004.901195494,0.0,-8559887.945199985
