CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,WEIGHTED_POP_DENSITY,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS2_HINY,YEARS_SINCE_TNC_BUS2_MIDLOW,YEARS_SINCE_TNC_RAIL2_HINY,YEARS_SINCE_TNC_RAIL2_MIDLOW,BIKE_SHARE,MDBF_Total,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,WEIGHTED_POP_DENSITY_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS2_HINY_FAC,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL2_HINY_FAC,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC,BIKE_SHARE_FAC,MDBF_Total_log_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,0,2012,190,2343609205.7899985,2507911504.070001,2541057031.46,33145527.389999144,2500241875.953101,-22233288.986664478,63085771.1402763,1.0286104989827312,10203922.055973586,4.155065925295697,31961.890930849346,9.927538933129442,8152.693663548662,4.986391014604226,1.261915749163089,0.0,0.0,0.0,0.14511544885119143,4711.800793621376,0.0,-25073323.17950476,649715.4325168229,6766808.864715104,4842317.39773731,5310569.578654454,-1903959.2422600728,29921943.552895315,250735.50264831306,-39339171.474074915,0.0,0.0,0.0,144229.6869021044,-1096377.0004321323,0.0,-19526510.880202454,-19943841.273671947,53089368.66367109,0.0,33145527.389999144
1.0,0,2013,190,2343609205.7899985,2541057031.46,2538567549.7399993,-2489481.7200006917,2479065941.045774,-21175934.90732721,63773720.658952214,1.0456450344508366,10311464.565676577,3.9771470902218127,32194.009193920487,9.671152596483758,8213.133187814652,4.989266195655893,2.120964351735612,0.0,0.0,0.0,0.14511544885119143,4850.3531501621765,0.0,27917533.402199835,-13734502.169426192,6331855.157231006,-18762111.54209796,-5235942.03676257,-4458982.60434402,31792833.79620966,4134.022646736863,-42915741.33000331,0.0,0.0,0.0,0.0,-432318.3081053354,0.0,-19493241.612452157,-20126926.9474875,17637445.227486808,0.0,-2489481.7200006917
1.0,0,2014,190,2343609205.7899985,2538567549.7399993,2510923486.29,-27644063.449999895,2448451459.7556057,-30614481.290167656,63820102.6307382,1.0470341351127865,10454115.480102912,3.7685585642589814,32542.07962107247,9.637057963343773,8292.898152364842,5.146315104718326,3.1209643517356125,0.0,0.0,0.0,0.4317981623087539,4663.299957371038,0.0,5159435.18183053,-3821563.9300562046,7515207.392793982,-23382580.931821592,-7615397.443345904,-1099611.174754927,38830820.73986663,398467.94008325157,-48996048.77377385,0.0,0.0,0.0,1559255.9904004596,1206715.6207507525,0.0,-30245299.38802686,-30934146.974421967,3290083.5244220765,0.0,-27644063.449999895
1.0,0,2015,190,2343609205.7899985,2510923486.29,2445688116.9100003,-65235369.37999947,2309773596.9374433,-138677862.8181626,64711785.33893231,1.0699448499050876,10569667.223514393,2.8808185232590495,33732.32853022406,9.468552218489235,8370.466208333342,5.298295765704823,4.120964351735612,0.0,0.0,0.0,0.7025181822261237,5499.622388821015,0.0,29465910.973386906,-22716536.005135436,6486680.950519695,-112818329.0234548,-29410915.726305358,-2199689.1175815808,37155972.067220934,327271.7811660119,-48462499.89056991,0.0,0.0,0.0,1333668.281984294,-2948355.7758842367,0.0,-143786821.48465353,-143252484.32444814,78017114.94444865,0.0,-65235369.37999947
1.0,0,2016,190,2343609205.7899985,2445688116.9100003,2323506881.359999,-122181235.55000073,2233337049.9754343,-76436546.96200906,65562722.746784426,1.0928561760138216,10650570.694897925,2.533702832636032,34524.787184347566,9.322533573238076,8410.790442907271,5.716991005517738,5.120964351735612,0.0,0.0,0.0,0.9814587809295824,5466.53472868636,0.0,28239821.75364004,-18047317.206732836,4890415.933606771,-47586195.91754674,-18929853.0673871,-2219754.9408808765,18834707.475656115,1028466.1629967666,-47203413.7022804,0.0,0.0,0.0,1293747.8255507285,-106244.49512672203,0.0,-79805620.17850427,-79545166.51008147,-42636069.03991927,0.0,-122181235.55000073
1.0,0,2017,190,2343609205.7899985,2323506881.359999,2230802098.420001,-92704782.9399985,2275853250.129959,42516200.154524714,65759262.89341364,1.0576880907300021,10755315.17638435,2.7568195859303786,35266.14591516355,9.210791892256104,8479.242187990143,5.875594575896574,6.120964351735612,0.0,0.0,0.0,0.9814587809295824,5532.948202088728,0.0,14462228.931477472,27711058.204765275,5677812.58998497,30912534.697707474,-18719800.763219804,-2317392.482407868,30506893.96002508,379192.6428863593,-44845234.27275886,0.0,0.0,0.0,0.0,66388.1185496875,0.0,43833681.627009794,43295952.58553883,-136000735.52553728,0.0,-92704782.9399985
1.0,0,2018,190,2343609205.7899985,2230802098.420001,2176386602.559999,-54415495.86000177,2239084481.611045,-36768768.51891427,65881301.87043113,1.0269456277795277,10831877.010582186,3.0717382596775247,36109.529790914865,9.0960022520676,8566.06058803962,6.0992210636339275,7.120964351735612,0.0,0.0,0.0,1.0,5613.109730573168,0.5003607953889715,11105004.465878228,22763925.47774174,4395834.300379306,37968827.93104634,-19035076.766445242,-2115495.9718586127,36442604.52382444,509559.64250790724,-43055970.060760446,0.0,0.0,0.0,62159.99020918033,-734817.7416885514,-83533655.6208081,-35227099.8299738,-38076768.24176328,-16338727.618238494,0.0,-54415495.86000177
1.0,1,2002,150,1291883222.0549994,0.0,1291883222.0549994,0.0,1160290633.9042006,0.0,49905531.05526893,1.6551250194207567,8442209.19020265,1.9540747258952993,43649.385696203666,11.214954234020254,7844.364147016722,3.8878278728014695,0.0,0.0,0.0,0.0,0.0,103347.73290439667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291883222.0549994,1291883222.0549994
1.0,1,2003,150,1291883222.0549994,1291883222.0549994,1280048422.5410004,-11834799.513999183,1250881322.048345,90590688.1441448,53571402.21845157,1.6421884260644388,8583985.838943832,2.229752978649156,42659.874080798734,11.121219619681959,7844.167775867885,3.8878278728014695,0.0,0.0,0.0,0.0,0.0,141542.24452484865,0.0,66996819.70203608,3125300.126346104,4801504.83583509,25038203.760487054,10637170.741341643,-834411.9804320622,-45479.87080373723,0.0,0.0,0.0,0.0,0.0,0.0,-7884307.602344161,0.0,101834799.71246603,102966668.70551273,-114801468.21951193,0.0,-11834799.513999183
1.0,1,2004,160,1299579109.0549994,1280048422.5410004,1353575032.9800003,65830723.439000234,1332765630.2088058,74393578.62840989,53708990.877048954,1.6209756981252212,8753941.608510016,2.552182953498965,41272.42816614209,11.00738066376549,7821.995392326476,3.881978123731513,0.0,0.0,0.0,0.0,0.0,130870.14771561138,0.0,23101519.00774891,9955811.631272908,5762047.059679491,26839088.987447962,14537941.034616873,-821276.6345222404,7607.909644839507,0.0,0.0,0.0,0.0,0.0,0.0,-252753.8548510963,0.0,79129985.14103764,81915865.5726702,-16085142.133669963,7695887.0000000065,73526610.43900023
1.0,1,2005,180,1341098432.0549996,1353575032.9800003,1433053203.5989985,37958847.618998334,1418654300.4838061,46219103.536340095,52595806.48778884,1.629455604390699,8799450.802100662,3.017128072462577,40030.66458943662,10.753021047411119,7772.800108081784,3.8993440000499047,0.0,0.0,0.0,0.0,0.0,77774.91333872518,0.0,-2722944.463511753,-7514708.738167187,6272403.630189709,36282671.681475505,14139313.040553004,-935927.6053169703,168456.7844983527,0.0,0.0,0.0,0.0,0.0,0.0,3794553.036810736,0.0,49483817.36653139,50078356.22073079,-12119508.601732453,41519322.99999996,79478170.61899829
1.0,1,2006,180,1341098432.0549996,1433053203.5989985,1493228483.3160005,60175279.71700171,1510743176.8330445,92088876.34923801,54277702.861450545,1.6849911104270487,9046881.87441285,3.309345941287876,38265.96712822798,10.690039064517148,7770.672386965009,4.168826500328511,0.0,0.0,0.0,0.0,0.0,56206.11539971803,0.0,49553190.88885385,-19124008.509283196,8487869.688183947,21970302.561258085,23227341.220094707,-659126.8105528409,-543687.2203928948,365812.19628886733,0.0,0.0,0.0,0.0,0.0,11404148.62785255,0.0,94681842.64230306,96059553.45848633,-35884273.74148462,0.0,60175279.71700171
1.0,1,2007,180,1341098432.0549996,1493228483.3160005,1522929524.6890004,29701041.372999795,1588764084.2949846,78020907.46194012,57873478.2597212,1.675610256919935,9110061.886575734,3.4731413117012506,38787.43893430093,10.53500536120409,7774.4503916150625,4.376763616468366,0.0,0.0,0.0,0.0,0.0,31848.944537223615,0.0,73209997.36932608,5730215.067702088,2424835.4374409956,12071839.405722292,-6911684.811506549,-1562549.3319489157,1004907.9017017144,307056.4972810935,0.0,0.0,0.0,0.0,0.0,-1517620.160372471,0.0,84756997.37534633,84213505.70194072,-54512464.32894091,0.0,29701041.372999795
1.0,1,2008,180,1341098432.0549996,1522929524.6890004,1598394722.8410003,75465198.15200022,1639253609.9441986,50489525.64921421,59190978.788533956,1.7264680452275047,9152958.6189815,3.9066050504493903,38713.03686241014,10.675637985237154,7771.8949608857565,4.462079580463028,0.0,0.0,0.0,0.0,0.1842985022518195,25529.4632756292,0.0,36996617.228081025,-20187312.39395716,2034790.3745002737,30859353.840302475,505571.7514765833,1513520.3123410065,-719657.188011088,122588.48582025229,0.0,0.0,0.0,0.0,613085.3722507427,-2304189.067007919,0.0,49434368.7157962,49366946.27848856,26098251.87351164,0.0,75465198.15200022
1.0,1,2009,190,1352446773.0549996,1598394722.8410003,1579728635.7830002,-30014428.058000095,1565864034.1969392,-89999957.63085726,58729717.33104209,1.8313030961984762,9087561.761973348,2.8481788583910745,37098.473637609175,10.783894183047616,7740.283614909075,4.6371391157330635,0.0,0.0,0.0,0.0,0.18275205895289504,20018.010179027973,0.0,10052728.762638744,-44342711.532063305,-666813.258700537,-82159670.72945353,24669900.01503025,1462584.189970198,-981236.6952734072,269734.38334639877,0.0,0.0,0.0,0.0,0.0,4621947.423491764,0.0,-87073537.44101346,-87350034.176128,57335606.1181279,11348341.000000006,-18666087.058000095
1.0,1,2010,190,1352446773.0549996,1579728635.7830002,1584263531.962,4534896.178999625,1656492238.0699294,90628203.87298946,58766157.96285013,1.8368621119109705,9090353.492718248,3.304640040579337,36240.30916041089,11.056148122160392,7782.443065819739,4.868291791471442,0.0,0.0,0.12133579081734876,0.0,0.19630156169495583,17721.68132998051,0.0,54076624.36132639,-1315097.6755700265,904950.7790577163,38826531.473394684,13486374.31477175,3042053.1124656852,12038805.003689246,353689.0991328049,0.0,0.0,-2562812.063367298,0.0,64044.23367534525,1167016.5549855907,0.0,120082179.1935619,120256397.12275627,-115721500.94375664,0.0,4534896.178999629
1.0,1,2011,190,1352446773.0549996,1584263531.962,1649966415.230001,65702883.268000945,1704906466.3108063,48414228.240877286,58871399.713951595,1.8525560539485535,9174485.10657718,4.055870713359605,35638.53535884144,11.352815105037676,7719.56127879509,4.8350640760997035,0.0,0.0,0.6155071260672426,0.0,0.3604247071098425,18933.556915943223,0.0,6650381.7139763655,-5723104.789121689,3377557.991940221,56027507.60973494,9399803.850581052,3271659.574819466,-17205213.62561149,-59395.69473082758,0.0,0.0,-10265492.167183638,0.0,511903.4793356022,-753279.459600077,0.0,45232328.48413992,45302062.212594874,20400821.055406075,0.0,65702883.268000945
1.0,1,2012,190,1352446773.0549996,1649966415.230001,1684310468.9199998,34344053.68999935,1753513739.7039766,48607273.39317021,60457710.145095356,1.8668569616507946,9280436.280252794,4.0846220299048195,35300.33081386801,11.23972237037664,7797.355119380869,4.893132502461209,0.0,0.0,1.5414006731873224,0.0,0.3661150508285945,20191.886644125192,0.0,41105342.381955855,-3599861.225119636,4284437.53501774,2069041.3711693864,5344020.547116257,-1286366.169577267,23289574.824856333,96315.23749493567,0.0,0.0,-19940669.821084876,0.0,23268.30659682709,-793782.3185077405,0.0,50591320.66991782,51277990.158001766,-16933936.46800241,0.0,34344053.68999936
1.0,1,2013,190,1352446773.0549996,1684310468.9199998,1692923428.0300004,8612959.110000275,1724961355.3797479,-28552384.3242284,61750753.68779657,1.9981744926374976,9375046.157741724,3.926088050951741,35592.93285474704,10.9029917325373,7877.361077830967,4.894321356780457,0.0,0.0,2.494218557327887,0.0,0.3661150508285945,23340.097907012743,0.0,38288159.844138324,-47589378.26776813,3881903.140892688,-11599534.054561395,-5105619.061229413,-3876296.7672751234,24173468.926314715,4942.917598529865,0.0,0.0,-21061491.83776269,0.0,0.0,-2059960.2362737572,0.0,-24943805.395926274,-25961041.05267854,34574000.16267882,0.0,8612959.110000275
1.0,1,2014,190,1352446773.0549996,1692923428.0300004,1741056553.210001,48133125.180000454,1777734044.8700314,52772689.49028334,63643197.21424012,1.969923624761375,9486730.781044452,3.715583470496229,35727.23549937723,10.871178702156431,7968.408038322165,5.152355851357278,0.0,0.0,3.494218557327887,0.0,0.5941862182810794,23773.960188170215,0.0,52872401.614435196,9413289.871517615,4580685.026556763,-15909651.113619,-3087040.4720393717,-438141.3506121971,28029712.784382463,398769.78029261035,0.0,0.0,-22476429.959646117,0.0,871443.5268422611,-1072467.837504895,0.0,53182571.87060533,53367966.892130926,-5234841.712130465,0.0,48133125.180000454
1.0,1,2015,190,1352446773.0549996,1741056553.210001,1722971062.7099998,-18085490.50000111,1665927650.931845,-111806393.93818612,64308996.304082155,2.1113343213137847,9584601.02296678,2.735485757866729,36739.74745578929,10.87640407924735,8055.164560987908,5.171151569614404,0.0,0.0,4.494218557327888,0.0,0.903088198161814,21377.580100146948,0.0,26578155.980474513,-46546289.84041196,4242249.909890919,-84764859.90391782,-17875336.85498496,-144030.09599800897,27575482.63623161,52770.02779106182,0.0,0.0,-23115478.837424412,0.0,1115403.2463552598,920421.1269900692,0.0,-111961512.60500373,-111503584.23684861,93418093.7368475,0.0,-18085490.50000111
1.0,1,2016,190,1352446773.0549996,1722971062.7099998,1698078950.2549999,-24892112.455000028,1629272929.7566476,-36654721.17519758,64805365.64051506,2.160690461665724,9657893.191145496,2.4329158708439804,37555.672378755145,10.791084159650731,8092.734464826768,5.677361832437633,0.0,0.0,5.494218557327887,0.0,0.9949070995737295,23571.13429109805,0.0,33727374.41610113,-14840096.242571743,3195771.22978824,-31534161.139099624,-13057285.154855708,-1180531.2376833032,12051396.124695107,832866.4188260431,0.0,0.0,-22875363.275327116,0.0,401886.61437691055,-2250854.4737573653,0.0,-35528996.71950742,-36218355.403466344,11326242.94846632,0.0,-24892112.455000028
1.0,1,2017,190,1352446773.0549996,1698078950.2549999,1666633095.772,-31445854.482999638,1691373022.5340586,62100092.77741063,66735181.12596434,2.118481714696656,9754078.666490065,2.646718370764222,38405.561053344514,10.599578799472678,8169.517887168053,5.827541550233182,0.0,0.0,6.494218557327887,0.0,0.9949070995737295,30348.96932049002,0.0,42716694.56450611,11261000.10978642,3910122.588240297,22418982.78136382,-13208543.01044049,-1955477.9106745422,23871951.690328944,246371.47303114843,0.0,0.0,-22544878.26172345,0.0,0.0,-2843610.4292084216,0.0,63872613.59520982,64002311.815614805,-95448166.29861444,0.0,-31445854.482999638
1.0,1,2018,190,1352446773.0549996,1666633095.772,1636184633.7979994,-30448461.974000704,1657041356.2071877,-34331666.326870516,67555407.467289,2.1052356139721016,9837103.510664605,2.919367221764101,39343.20567306976,10.440060897175552,8260.95190971841,6.066728904285649,0.0,0.0,7.494218557327886,0.0,1.0,39900.74151697215,0.6424053460325477,15944185.61066214,730587.4209309369,3411960.888502299,26835512.43452213,-13959169.585280139,-1677606.1513597916,27966787.626992587,382791.75248200237,0.0,0.0,-22127381.206566717,0.0,18670.75738289713,-2463841.2909187437,-69340066.16823713,-34277567.910887524,-36077711.43968066,5629249.465679968,0.0,-30448461.974000704
2.0,0,2002,1256,674260945.3599999,0.0,674260945.3599999,0.0,640449876.9169598,0.0,12298795.930712385,0.9233154856221013,2339285.0969665637,1.9494380990215507,35597.43317541816,7.464844372136726,3596.494764421882,3.3255614214014693,0.0,0.0,0.0,0.0,0.04870360685426724,1108205.269402987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674260945.3599999,674260945.3599999
2.0,0,2003,1279,709267130.3599999,674260945.3599999,725430146.03,16163015.669999955,707112078.8441794,32984146.85578374,12509046.874974579,0.8857150476299811,2370118.4079501657,2.2113140564590084,34987.079425811455,7.398225947444911,3573.710268313193,3.408204059336496,0.0,0.0,0.0,0.0,0.046299819340749754,952076.3029017431,0.0,93472045.97169892,-1448601.5264072926,3695164.556987469,12800623.558900192,5041350.412188967,-72237.5227659458,1959.9486179088099,0.0,0.0,0.0,0.0,0.0,0.0,-408873.27203807613,0.0,113081432.12718214,107435933.72137879,-91272918.05137886,35006185.000000015,51169200.669999965
2.0,0,2004,1391,736842324.336,725430146.03,767702315.4249997,14696975.418999908,764385729.4133531,32868487.90057539,11992429.793737045,0.8651909314909059,2375074.5034157815,2.5347267034494236,34011.28017061645,7.312107422462694,3590.5491128889844,3.4379856250924816,0.0,0.0,0.0,0.0,0.04456711960675246,968982.2573190819,0.0,-541602.0119201005,6454247.249887546,4506272.315908904,14968020.94099578,7961850.776966055,-191237.28304365775,12261.445054051328,0.0,0.0,0.0,0.0,0.0,0.0,570419.7541658459,0.0,33740233.188014425,34081170.375450134,-19384194.956450235,27575193.976000004,42272169.39499991
2.0,0,2005,1415,750740416.336,767702315.4249997,810479331.8469999,28878924.422000363,818886516.982111,39488352.29859727,11853625.628571574,0.8655933487607567,2445539.5046130707,2.9926741447803624,33066.44752604982,7.261563714030677,3567.3537585528506,3.4465386723882774,0.0,0.0,0.0,0.0,0.04374207020886253,1004171.5994588226,0.0,2962252.750427585,-259215.58153174922,4679505.738174159,20642372.1653865,7750480.166335757,-143666.7721388839,-31396.62776961663,0.0,0.0,0.0,0.0,0.0,0.0,60748.228443319545,0.0,35661080.06732709,36014859.71173723,-7135935.289736867,13898091.99999999,42777016.422000356
2.0,0,2006,1439,766487680.336,810479331.8469999,870033225.711,43806629.863999836,881846647.4220369,45889631.771437034,11826504.497719938,0.8553054906861401,2503665.38962872,3.2755580783176774,31598.405610027872,7.28592337747966,3548.352842740869,3.6430767145026084,0.0,0.0,0.0,0.0,0.0428434022391653,1035848.1643045174,0.0,6562241.1536821965,7169615.514679045,5621539.069997927,12199085.160688326,12994324.1006022,-9076.932380928294,82306.71578088422,177452.09722738306,0.0,0.0,0.0,0.0,0.0,271254.7337806346,0.0,45068741.614057675,46657220.581156276,-2850590.7171564377,15747264.000000026,59553893.863999896
2.0,0,2007,1460,775175948.335,870033225.711,885259382.3059999,6537888.595999952,888742147.6345254,-1660793.2852235716,11803100.918584868,0.8857158512476906,2518539.237695869,3.459663129612052,31909.85697224046,7.212305574509889,3556.0499390621517,3.8067330001365636,0.0,0.0,0.0,0.0,0.04236320808267431,982526.4996941263,0.0,8855229.437166715,-11680736.36218874,2203813.4901353484,7964116.093922799,-3771319.6033829814,-401137.51930658537,-49320.55624475335,156739.1695885234,0.0,0.0,0.0,0.0,0.0,-950249.048662753,0.0,2327135.101027573,2238526.2280842997,4299362.367915656,8688267.999000002,15226156.594999952
2.0,0,2008,1460,775175948.335,885259382.3059999,949307503.0760002,64048120.77000032,926798702.6257021,38056554.99117706,11990769.077905467,0.8851089358829429,2524515.639175809,3.8725424269698863,31686.704638310177,7.448717879229375,3555.3631834829366,3.881345238102059,0.0,0.0,0.0,0.0,0.04236320808267431,1018332.6268337804,0.0,13722010.379216464,1992092.1239639716,1066745.4607419863,17271124.744503688,2352322.7564480384,1375879.0745794536,-90406.19983291184,33275.459969283904,0.0,0.0,0.0,0.0,0.0,251133.69769541488,0.0,37974177.49728539,38881309.480582684,25166811.289417643,0.0,64048120.77000033
