,Unnamed: 0,CBSA,Mode,Year,MNAME,PROBLEM_FLAG,PROBLEM_FLAG2,NOTE,UPT_ADJ,VRM_ADJ,FARE_ADJ,FARE_per_UPT,FARE_per_UPT_2018,FARE_PER_UPT_LATEST_YEAR,FARE_NORMALIZED,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,Link_x,TNC_FLAG,YEARS_SINCE_TNC,FARE_ADJ_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,Link,walkscore,transit,bike,Bus_UPT_ADJ,Bus_UPT_ADJ_diff,Bus_UPT_ADJ_log,PCT_Bus_UPT_ADJ_rel_diff,Bus_UPT_ADJ_scale,Bus_VRM_ADJ,Bus_VRM_ADJ_diff,Bus_VRM_ADJ_log,PCT_Bus_VRM_ADJ_rel_diff,Bus_VRM_ADJ_scale,Bus_VRH_ADJ,Bus_VRH_ADJ_diff,Bus_VRH_ADJ_log,PCT_Bus_VRH_ADJ_rel_diff,Bus_VRH_ADJ_scale,Bus_AVG_SPEED,Bus_AVG_SPEED_diff,Bus_AVG_SPEED_log,PCT_Bus_AVG_SPEED_rel_diff,Bus_AVG_SPEED_scale,Rail_UPT_ADJ,Rail_UPT_ADJ_diff,Rail_UPT_ADJ_log,PCT_Rail_UPT_ADJ_rel_diff,Rail_UPT_ADJ_scale,Rail_VRM_ADJ,Rail_VRM_ADJ_diff,Rail_VRM_ADJ_log,PCT_Rail_VRM_ADJ_rel_diff,Rail_VRM_ADJ_scale,Rail_VRH_ADJ,Rail_VRH_ADJ_diff,Rail_VRH_ADJ_log,PCT_Rail_VRH_ADJ_rel_diff,Rail_VRH_ADJ_scale,Rail_AVG_SPEED,Rail_AVG_SPEED_diff,Rail_AVG_SPEED_log,PCT_Rail_AVG_SPEED_rel_diff,Rail_AVG_SPEED_scale,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_GT_8_GROUPS,CLUSTER_APTA,CLUSTER_APTA_EXTENDED,CLUSTER_NOTE,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,NOTE_JTW,min_year,VRM_ADJ_LAGGED_1,VRM_ADJ_LAGGED_2,VRM_ADJ_LAGGED_3,AVG_SPEED_LAGGED_1,AVG_SPEED_LAGGED_2,AVG_SPEED_LAGGED_3,TNC_FLAG_LAGGED_1,TNC_FLAG_LAGGED_2,TNC_FLAG_LAGGED_3,dockCt_LAGGED_1,dockCt_LAGGED_2,dockCt_LAGGED_3,docklessCt_LAGGED_1,docklessCt_LAGGED_2,docklessCt_LAGGED_3,scooterCt_LAGGED_1,scooterCt_LAGGED_2,scooterCt_LAGGED_3,TNC_FLAG_LAGGED_4,TNC_FLAG_LAGGED_5,UPT_ADJ_COMPETING,VRM_ADJ_COMPETING,VRH_ADJ_COMPETING,FARE_ADJ_COMPETING,FARE_per_UPT_COMPETING,AVG_SPEED_COMPETING,UPT_ADJ_COMPETING_LAGGED_1,UPT_ADJ_COMPETING_LAGGED_2,UPT_ADJ_COMPETING_LAGGED_3,VRM_ADJ_COMPETING_LAGGED_1,VRM_ADJ_COMPETING_LAGGED_2,VRM_ADJ_COMPETING_LAGGED_3,VRH_ADJ_COMPETING_LAGGED_1,VRH_ADJ_COMPETING_LAGGED_2,VRH_ADJ_COMPETING_LAGGED_3,AVG_SPEED_COMPETING_LAGGED_1,AVG_SPEED_COMPETING_LAGGED_2,AVG_SPEED_COMPETING_LAGGED_3,MAINTENANCE,MAINTENANCE_NYC,MAINTENANCE_WMATA,RESTRUCTURE,Mechanical_Failures,Other_Failures,Total_Failures,MDBF_Mechanical,MDBF_Total,PBS_Flag_Update,POP_CENSUSTRACT_updated,_merge
1108,1108,19380,Bus,2018,"Dayton, OH Metro Area",,,,8284604.978999999,5970035.629,5788972.119,0.698762601,0.698762601,0.698762601,1.0,816783777,805409.25,554112.5,203151.25,8851.0,28768.0,27354.25,31785.25,30103.25,775924.25,12.05,10.78,77.18,21.95,60.55,17.5,329740.0,22580.5,109214.75,129426.25,49622.5,18896.0,6.85,54214.25,72318.75,32.15,44.25,23.6,17380.27,394439.18,411819.45,4.22,95.78,2.72,,,14.68,1.0,2014,http://www.daytondailynews.com/news/business/uber-to-offer-vehicle-for-hire-service-in-dayton/nhBJZ/,1,4,28944860.6,28768.0,27354.25,31785.25,54214.25,72318.75,2.72,27,0,0,2015.0,,1.0,https://www.bcycle.com/buzz/2015/05/05/link-dayton-launch,91,0,83,8284604.978999999,11481.94,0.001386898,0.138786042,3480102,5970035.629,-214260.585,-0.035260315,-3.464591242,-2165039.5,406637.3607,-10306.814,-0.025030557000000002,-2.4719889680000002,-60840.25,14.68,-0.15,-0.010166133,-1.01146325,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,1,1,H,24,24,,377428.75,84.75,7.3,1.425,2.025,0.2,0.75,3.625,,2002,6184296.214,6328999.782000001,6100460.626,14.83,14.9,14.89,1,1,1,27,27,24,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,2592.0,2134.0,4726.0,2303.2544864969136,1263.232253279729,,88063.0,both
2055,2055,29020,Bus,2013,"Kokomo, IN Metro Area",1.0,,No Fare Data,296070.8957,105237.0502,0.0,0.0,0.0,0.0,,93014482,82760.0,61015.0,19117.0,1120.0,26738.0,26748.0,30739.0,22417,81130.0,15.5,8.9,75.6,23.1,59.7,17.2,34435.0,2215.0,11859.0,13662.0,4659.0,2040.0,6.43,44265.0,55634.0,39.3,48.8,11.9,3499.25,40870.33,44369.58,7.9,92.1,3.52,1030.4,3432.0,12.01,1.08,2016,Judgement Call based on Population,0,0,0.0,28877.04,28887.84,33198.12,47806.2,60084.72,3.8016,0,0,0,2019.0,,0.0,http://www.wbat.com/2019/07/08/kokomo-launches-free-bike-share-program/,0,0,0,296070.8957,55165.4978,0.206194622,22.89923691,3480102,105237.0502,32132.2652,0.36432160399999997,43.95371001,-2165039.5,8762.6212,2884.3794,0.39923738,49.06874365,-60840.25,12.01,-0.43,-0.035177451,-3.45659164,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,34,34,"Assumed to be Low OPEX, Less Favorable External Factors,    Weaker Competitiveness",N,N,N,N,N,N,N,N,,2010,73104.785,74302.1309,24068.3446,12.44,12.89,13.31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,6.0,1.0,7.0,17539.508366666665,15033.864314285714,,8.141189792999999,both
2056,2056,29020,Bus,2014,"Kokomo, IN Metro Area",1.0,,No Fare Data,400847.12200000003,145449.1608,0.0,0.0,0.0,0.0,,93014482,82982.0,60858.0,19894.0,498.0,26586.0,26220.0,27118.0,34679,81525.0,18.2,6.1,75.8,23.0,59.1,17.9,34026.0,2387.0,11689.0,12724.0,5144.0,2082.0,7.02,47159.0,58810.0,38.4,46.7,14.9,2734.92,42331.0,45065.92,6.07,93.93,3.36,1030.4,3663.0,11.86,1.06,2016,Judgement Call based on Population,0,0,0.0,28181.16,27793.2,28745.08,49988.54,62338.6,3.5616,0,0,0,2019.0,,0.0,http://www.wbat.com/2019/07/08/kokomo-launches-free-bike-share-program/,0,0,0,400847.12200000003,104776.2263,0.302981175,35.38889767,3480102,145449.1608,40212.1106,0.32361118899999997,38.21098228,-2165039.5,12259.1101,3496.4889,0.335774258,39.90231713,-60840.25,11.86,-0.15,-0.012568243,-1.248959201,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,34,34,"Assumed to be Low OPEX, Less Favorable External Factors,    Weaker Competitiveness",N,N,N,N,N,N,N,N,,2010,105237.0502,73104.785,74302.1309,12.01,12.44,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,2.0,5.0,7.0,72724.5804,20778.451542857143,,8.206310726,both
2059,2059,29020,Bus,2017,"Kokomo, IN Metro Area",1.0,,No Fare Data,387238.3851,147715.4589,0.0,0.0,0.0,0.0,,93014482,82363.0,62299.0,18023.0,481.0,27314.0,28544.0,25750.0,29277,80913.0,14.8,7.6,77.6,22.7,58.3,19.0,34243.0,2086.0,12179.0,11854.0,5121.0,3003.0,6.09,49346.0,61216.0,36.0,46.2,17.8,1709.67,44802.5,46512.17,3.67,96.33,2.41,1030.4,3487.0,12.41,1.02,2016,Judgement Call based on Population,1,1,0.0,27860.28,29114.88,26265.0,50332.92,62440.32,2.4582,0,0,0,2019.0,,0.0,http://www.wbat.com/2019/07/08/kokomo-launches-free-bike-share-program/,0,0,0,387238.3851,-20541.9967,-0.051688264000000005,-5.0375147060000005,3480102,147715.4589,2780.8682,0.019005306,1.9187056630000001,-2165039.5,11901.7974,-133.3702,-0.011143566,-1.108170691,-60840.25,12.41,0.37,0.030268159,3.0730897010000002,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,34,34,"Assumed to be Low OPEX, Less Favorable External Factors,    Weaker Competitiveness",N,N,N,N,N,N,N,N,,2010,144934.5907,137827.1534,145449.1608,12.04,11.4,11.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,1.0,0.0,1.0,147715.4589,147715.4589,,8.157083785,both
2060,2060,29020,Bus,2018,"Kokomo, IN Metro Area",1.0,,No Fare Data,376772.8056,150998.9536,0.0,0.0,0.0,0.0,,93014482,82212.25,61608.5,18063.5,628.0,27586.75,30151.75,24720.5,7757,80619.25,13.68,5.58,80.75,22.7,58.23,19.08,34149.25,1387.5,12129.25,11247.5,5438.75,3946.25,4.06,51806.25,60929.25,33.5,48.55,17.95,1826.09,46927.55,48753.64,3.72,96.28,2.72,,3363.75,12.68,1.0,2016,Judgement Call based on Population,1,2,0.0,27586.75,30151.75,24720.5,51806.25,60929.25,2.72,0,0,0,2019.0,,0.0,http://www.wbat.com/2019/07/08/kokomo-launches-free-bike-share-program/,64,0,74,376772.8056,-10465.5795,-0.027398117000000003,-2.7026193430000003,3480102,150998.9536,3283.4947,0.021985058999999998,2.222851098,-2165039.5,11904.7833,2.9859,0.000250847,0.025087807,-60840.25,12.68,0.27,0.02152335,2.175664786,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,34,34,"Assumed to be Low OPEX, Less Favorable External Factors,    Weaker Competitiveness",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,2010,147715.4589,144934.5907,137827.1534,12.41,12.04,11.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,8.0,3.0,11.0,18874.8692,13727.1776,,8.121108945,both
2075,2075,29140,Bus,2003,"Lafayette, IN Metro Area",,,,3886672.0,1327729.0,1519825.0,0.391035055,0.5357180260000001,0.6507308070000001,0.823255975,166040040,148213.875,101151.875,35916.5625,164.6875,22705.875,24720.875,23274.5,21720.125,172033.56,16.89,5.1,78.01,28.69,62.47,8.84,71729.69,5980.63,20730.19,29320.81,10889.56,4808.5,8.34,40763.1875,48571.3125,43.64,47.36,9.01,4544.25,88358.75,92903.0,4.9,95.1,1.55,,,12.19,1.37,2014,https://www.theledger.com/news/20141204/smartphone-app-uber-car-service-launches-in-the-lakeland-area/1,0,0,4164320.5,31107.04875,33867.59875,31886.065,55845.56688,66542.69812999999,2.1235,0,0,0,,,0.0,,0,0,0,3886672.0,0.0,0.0,0.0,3480102,1327729.0,0.0,0.0,0.0,-2165039.5,108954.0,0.0,0.0,0.0,-60840.25,12.19,0.0,0.0,0.0,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,72177.6875,77.775,10.425,1.6,5.7,0.9,0.6,3,,2003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,10.0,64.0,74.0,132772.9,17942.283783783783,0.0,40790.0,both
2076,2076,29140,Bus,2004,"Lafayette, IN Metro Area",,,,4233369.0,1401985.0,1495301.0,0.353217733,0.469779585,0.6507308070000001,0.721926147,166040040,159892.5,106529.5,40095.75,478.25,21711.5,23175.5,22099.0,19660.5,170966.75,16.65,6.4,76.95,26.33,64.33,9.35,71757.25,5579.5,21949.25,29344.75,10499.75,4384.0,7.78,40602.25,49963.75,43.75,46.38,9.88,4549.25,88243.67,92792.92,4.9,95.1,1.83,,,12.11,1.33,2014,https://www.theledger.com/news/20141204/smartphone-app-uber-car-service-launches-in-the-lakeland-area/1,0,0,3977500.66,28876.295,30823.415,29391.67,54000.9925,66451.7875,2.4339,0,0,0,,,0.0,,0,0,0,4233369.0,346697.0,0.085444865,8.92015071,3480102,1401985.0,74256.0,0.054419126,5.592707548,-2165039.5,115765.0,6811.0,0.060636499,6.2512620000000005,-60840.25,12.11,-0.08,-0.006584385999999999,-0.656275636,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,76488.25,78.55,9.65,1.6,5.7,0.9,0.6,3,,2003,1327729.0,843918.5664,842756.4288,12.19,14.46,14.36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,9.0,50.0,59.0,155776.11111111112,23762.457627118645,0.0,40639.0,both
2077,2077,29140,Bus,2005,"Lafayette, IN Metro Area",,,,4231208.0,1413486.0,1613040.0,0.381224464,0.49177955799999995,0.6507308070000001,0.7557342490000001,166040040,171344.0,111870.0,44291.0,750.0,20846.0,21820.0,20941.0,18590,170718.0,16.6,7.5,75.9,24.2,66.0,9.8,71892.0,5327.0,23080.0,29255.0,10261.0,3969.0,7.41,40591.0,51436.0,43.6,45.5,10.9,4646.08,89848.08,94494.17,4.92,95.08,2.25,,,11.91,1.29,2014,https://www.theledger.com/news/20141204/smartphone-app-uber-car-service-launches-in-the-lakeland-area/1,0,0,4161643.2,26891.34,28147.8,27013.89,52362.39,66352.44,2.9025,0,0,0,,,0.0,,0,0,0,4231208.0,-2161.0,-0.000510598,-0.051046814,3480102,1413486.0,11501.0,0.008169904,0.8203368790000001,-2165039.5,118646.0,2881.0,0.024581996000000002,2.4886623759999997,-60840.25,11.91,-0.2,-0.016653174,-1.6515276630000002,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,80707,78.7,9.4,1.6,5.7,0.9,0.6,3,,2003,1401985.0,1327729.0,843918.5664,12.11,12.19,14.46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,9.0,99.0,108.0,157054.0,13087.833333333334,0.0,40488.0,both
2078,2078,29140,Bus,2006,"Lafayette, IN Metro Area",,,,4326202.0,1404648.0,1712359.0,0.39581115299999997,0.49476394100000004,0.6507308070000001,0.7603204509999999,166040040,183704.0,117359.0,48422.0,1189.0,19465.0,19705.0,19713.0,13563,167197.0,15.8,9.4,74.8,21.1,68.4,10.5,71598.0,4480.0,24564.0,29620.0,9418.0,3516.0,6.26,39981.0,52589.0,44.5,44.2,11.3,4179.92,91450.0,95629.92,4.37,95.63,2.54,,,11.61,1.25,2014,https://www.theledger.com/news/20141204/smartphone-app-uber-car-service-launches-in-the-lakeland-area/1,0,0,4280897.5,24331.25,24631.25,24641.25,49976.25,65736.25,3.175,0,0,0,,,0.0,,0,0,0,4326202.0,94994.0,0.022202489,2.2450798919999997,3480102,1404648.0,-8838.0,-0.0062722559999999995,-0.625262649,-2165039.5,120960.0,2314.0,0.019315643,1.9503396659999999,-60840.25,11.61,-0.3,-0.025511587999999998,-2.518891688,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,85293,78.9,8.1,2.8,5.3,0.7,0.8,3.4,,2003,1413486.0,1401985.0,1327729.0,11.91,12.11,12.19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,15.0,98.0,113.0,93643.2,12430.513274336283,0.0,40337.0,both
2079,2079,29140,Bus,2007,"Lafayette, IN Metro Area",,,,4646245.0,1417170.0,1909431.0,0.410962186,0.497264245,0.6507308070000001,0.7641627520000001,166040040,192430.0,122254.0,52810.0,959.0,20146.0,20628.0,18765.0,24362,176765.0,18.0,8.1,73.9,21.9,67.9,10.2,73019.0,6011.0,24635.0,28166.0,10992.0,3215.0,8.23,41766.0,55019.0,41.2,44.6,14.2,3813.42,91961.75,95775.17,3.98,96.02,2.82,,,11.3,1.21,2014,https://www.theledger.com/news/20141204/smartphone-app-uber-car-service-launches-in-the-lakeland-area/1,0,0,4620823.02,24376.66,24959.88,22705.65,50536.86,66572.99,3.4122,0,0,0,,,0.0,,0,0,0,4646245.0,320043.0,0.071369346,7.397782166,3480102,1417170.0,12522.0,0.008875188000000001,0.891468895,-2165039.5,125414.0,4454.0,0.036160352,3.682208995,-60840.25,11.3,-0.31,-0.02706407,-2.670111972,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,88410,77,8.9,2.6,4.6,0.9,0.7,5.2,,2003,1404648.0,1413486.0,1401985.0,11.61,11.91,12.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,8.0,71.0,79.0,177146.25,17938.86075949367,0.0,40186.0,both
2080,2080,29140,Bus,2008,"Lafayette, IN Metro Area",,,,5007283.0,1494773.0,2005233.0,0.400463285,0.468542044,0.6507308070000001,0.7200243759999999,166040040,190721.0,121613.0,51103.0,816.0,20999.0,21904.0,20437.0,33750,176094.0,16.9,9.1,74.0,21.9,67.7,10.4,72547.0,5384.0,24980.0,28537.0,9767.0,3879.0,7.42,45406.0,57327.0,38.9,47.6,13.5,4767.08,93364.42,98131.5,4.86,95.14,3.23,,,11.48,1.17,2014,https://www.theledger.com/news/20141204/smartphone-app-uber-car-service-launches-in-the-lakeland-area/1,0,0,4692245.22,24568.83,25627.68,23911.29,53125.02,67072.59,3.7791,0,0,0,,,0.0,,0,0,0,5007283.0,361038.0,0.074834086,7.7705329789999995,3480102,1494773.0,77603.0,0.05331243099999999,5.475913264,-2165039.5,130202.0,4788.0,0.037466826,3.8177555930000002,-60840.25,11.48,0.18,0.015803665,1.592920354,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,92728,76.9,11.6,2.4,3.6,1,1.1,3.4,,2003,1417170.0,1404648.0,1413486.0,11.3,11.61,11.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,69.0,7.0,76.0,21663.376811594204,19668.065789473683,0.0,40035.0,both
2081,2081,29140,Bus,2009,"Lafayette, IN Metro Area",,,,4720438.0,1534749.0,2143485.0,0.45408604,0.531280667,0.6507308070000001,0.8164369370000001,166040040,194992.0,126457.0,52484.0,1424.0,19426.0,19786.0,19378.0,16536,181708.0,19.6,8.5,71.9,21.6,68.3,10.1,74429.0,4297.0,24772.0,28868.0,11333.0,5159.0,5.77,41608.0,54515.0,41.8,45.5,12.7,9168.17,89393.83,98562.0,9.31,90.69,2.33,,,11.55,1.17,2014,https://www.theledger.com/news/20141204/smartphone-app-uber-car-service-launches-in-the-lakeland-area/1,0,0,5015754.9,22728.42,23149.62,22672.26,48681.36,63782.55,2.7261,0,0,0,,,0.0,,0,0,0,4720438.0,-286845.0,-0.058991861,-5.728555786,3480102,1534749.0,39976.0,0.026392494,2.67438601,-2165039.5,132891.0,2689.0,0.020442153,2.065252454,-60840.25,11.55,0.07,0.006079045999999999,0.609756098,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,88933,77.4,8.2,2.9,6.5,1,0.7,3.3,,2003,1494773.0,1417170.0,1404648.0,11.48,11.3,11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,58.0,2.0,60.0,26461.189655172413,25579.15,0.0,39884.0,both
2082,2082,29140,Bus,2010,"Lafayette, IN Metro Area",,,,4923149.0,1560735.0,2220201.0,0.450971726,0.518617484,0.6507308070000001,0.796976997,166040040,202782.0,131808.0,51381.0,1603.0,20442.0,20952.0,18763.0,28702,187528.0,,0.0,0.0,21.4,68.2,10.4,76945.0,4433.0,27804.0,29452.0,10768.0,4488.0,5.76,40577.0,55475.0,45.3,40.4,14.3,9111.75,92334.92,101446.67,8.99,91.01,2.78,,,10.98,1.15,2014,https://www.theledger.com/news/20141204/smartphone-app-uber-car-service-launches-in-the-lakeland-area/1,0,0,5106462.3,23508.3,24094.8,21577.45,46663.55,63796.25,3.197,0,0,0,,,0.0,,0,0,0,4923149.0,202711.0,0.042046775,4.294326077,3480102,1560735.0,25986.0,0.016790014,1.693175887,-2165039.5,142181.0,9290.0,0.06757165,6.990691619,-60840.25,10.98,-0.57,-0.050610000999999995,-4.935064935,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,93839,78.4,10.3,3.2,4.9,0.5,0.3,2.4,,2003,1534749.0,1494773.0,1417170.0,11.55,11.48,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,23.0,1.0,24.0,67858.04347826086,65030.625,0.0,39733.0,both
2083,2083,29140,Bus,2011,"Lafayette, IN Metro Area",,,,5304804.0,1561298.0,2348752.0,0.44275943100000004,0.49589056299999995,0.6507308070000001,0.762051768,166040040,206322.0,131515.0,53712.0,1047.0,20735.0,20034.0,22472.0,21992,194009.0,,0.0,0.0,21.4,68.3,10.3,78249.0,5169.0,27453.0,31909.0,9911.0,3807.0,6.61,42872.0,57428.0,40.7,45.0,14.3,7743.5,94481.5,102225.0,7.58,92.42,3.53,,,11.19,1.12,2014,https://www.theledger.com/news/20141204/smartphone-app-uber-car-service-launches-in-the-lakeland-area/1,0,0,5261204.48,23223.2,22438.08,25168.64,48016.64,64319.36,3.9536,0,0,0,,,0.0,,0,0,0,5304804.0,381655.0,0.074664459,7.75225369,3480102,1561298.0,563.0,0.000360662,0.036072747999999995,-2165039.5,139584.0,-2597.0,-0.018434323,-1.8265450380000001,-60840.25,11.19,0.21,0.018945086,1.912568306,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,95196,75,11.2,2.4,5,0.7,0.9,4.7,,2003,1560735.0,1534749.0,1494773.0,10.98,11.55,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,20.0,1.0,21.0,78064.9,74347.52380952382,0.0,39582.0,both
2084,2084,29140,Bus,2012,"Lafayette, IN Metro Area",,,,5258842.0,1690562.0,2593743.0,0.49321561700000005,0.537605022,0.6507308070000001,0.826155787,166040040,205917.0,131988.0,53528.0,1240.0,21235.0,21739.0,20772.0,14260,192060.0,,0.0,0.0,21.1,68.2,10.7,79034.0,5926.0,25065.0,32307.0,11223.0,4513.0,7.5,43881.0,58573.0,39.2,46.1,14.7,7226.5,95756.5,102983.0,7.02,92.98,3.61,,,12.61,1.09,2014,https://www.theledger.com/news/20141204/smartphone-app-uber-car-service-launches-in-the-lakeland-area/1,0,0,5654359.74,23146.15,23695.51,22641.48,47830.29,63844.57,3.9349,0,0,0,,,0.0,,0,0,0,5258842.0,-45962.0,-0.008701975,-0.8664222090000001,3480102,1690562.0,129264.0,0.079543491,8.279265073,-2165039.5,134072.0,-5512.0,-0.040289601,-3.948876662,-60840.25,12.61,1.42,0.11946962800000001,12.6899017,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,96480,78.3,8.2,3,4.5,1.9,1.3,2.8,,2003,1561298.0,1560735.0,1534749.0,11.19,10.98,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,7.0,0.0,7.0,241508.85714285713,241508.85714285713,0.0,38250.0,both
