,Unnamed: 0,CBSA,Mode,Year,MNAME,PROBLEM_FLAG,PROBLEM_FLAG2,NOTE,UPT_ADJ,VRM_ADJ,FARE_ADJ,FARE_per_UPT,FARE_per_UPT_2018,FARE_PER_UPT_LATEST_YEAR,FARE_NORMALIZED,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,Link_x,TNC_FLAG,YEARS_SINCE_TNC,FARE_ADJ_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,Link,walkscore,transit,bike,Bus_UPT_ADJ,Bus_UPT_ADJ_diff,Bus_UPT_ADJ_log,PCT_Bus_UPT_ADJ_rel_diff,Bus_UPT_ADJ_scale,Bus_VRM_ADJ,Bus_VRM_ADJ_diff,Bus_VRM_ADJ_log,PCT_Bus_VRM_ADJ_rel_diff,Bus_VRM_ADJ_scale,Bus_VRH_ADJ,Bus_VRH_ADJ_diff,Bus_VRH_ADJ_log,PCT_Bus_VRH_ADJ_rel_diff,Bus_VRH_ADJ_scale,Bus_AVG_SPEED,Bus_AVG_SPEED_diff,Bus_AVG_SPEED_log,PCT_Bus_AVG_SPEED_rel_diff,Bus_AVG_SPEED_scale,Rail_UPT_ADJ,Rail_UPT_ADJ_diff,Rail_UPT_ADJ_log,PCT_Rail_UPT_ADJ_rel_diff,Rail_UPT_ADJ_scale,Rail_VRM_ADJ,Rail_VRM_ADJ_diff,Rail_VRM_ADJ_log,PCT_Rail_VRM_ADJ_rel_diff,Rail_VRM_ADJ_scale,Rail_VRH_ADJ,Rail_VRH_ADJ_diff,Rail_VRH_ADJ_log,PCT_Rail_VRH_ADJ_rel_diff,Rail_VRH_ADJ_scale,Rail_AVG_SPEED,Rail_AVG_SPEED_diff,Rail_AVG_SPEED_log,PCT_Rail_AVG_SPEED_rel_diff,Rail_AVG_SPEED_scale,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_GT_8_GROUPS,CLUSTER_APTA,CLUSTER_APTA_EXTENDED,CLUSTER_NOTE,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,NOTE_JTW,min_year,VRM_ADJ_LAGGED_1,VRM_ADJ_LAGGED_2,VRM_ADJ_LAGGED_3,AVG_SPEED_LAGGED_1,AVG_SPEED_LAGGED_2,AVG_SPEED_LAGGED_3,TNC_FLAG_LAGGED_1,TNC_FLAG_LAGGED_2,TNC_FLAG_LAGGED_3,dockCt_LAGGED_1,dockCt_LAGGED_2,dockCt_LAGGED_3,docklessCt_LAGGED_1,docklessCt_LAGGED_2,docklessCt_LAGGED_3,scooterCt_LAGGED_1,scooterCt_LAGGED_2,scooterCt_LAGGED_3,TNC_FLAG_LAGGED_4,TNC_FLAG_LAGGED_5,UPT_ADJ_COMPETING,VRM_ADJ_COMPETING,VRH_ADJ_COMPETING,FARE_ADJ_COMPETING,FARE_per_UPT_COMPETING,AVG_SPEED_COMPETING,UPT_ADJ_COMPETING_LAGGED_1,UPT_ADJ_COMPETING_LAGGED_2,UPT_ADJ_COMPETING_LAGGED_3,VRM_ADJ_COMPETING_LAGGED_1,VRM_ADJ_COMPETING_LAGGED_2,VRM_ADJ_COMPETING_LAGGED_3,VRH_ADJ_COMPETING_LAGGED_1,VRH_ADJ_COMPETING_LAGGED_2,VRH_ADJ_COMPETING_LAGGED_3,AVG_SPEED_COMPETING_LAGGED_1,AVG_SPEED_COMPETING_LAGGED_2,AVG_SPEED_COMPETING_LAGGED_3,MAINTENANCE,MAINTENANCE_NYC,MAINTENANCE_WMATA,RESTRUCTURE,Mechanical_Failures,Other_Failures,Total_Failures,MDBF_Mechanical,MDBF_Total,PBS_Flag_Update,POP_CENSUSTRACT_updated,_merge
488,488,14060,Bus,2006,"Bloomington-Normal, IL Metro Area",1.0,,Upt data discontinues,1208833.0,875669.0,872238.0,0.721553763,0.901942204,0.45027405,2.003096121,127410911,161202.0,118281.0,34191.0,1140.0,23640.0,22117.0,27353.0,52070,147507.0,12.7,7.0,80.3,22.5,67.6,9.9,61700.0,2937.0,20689.0,26726.0,8224.0,3124.0,4.76,51035.0,63714.0,34.9,46.1,19.0,2990.33,85829.67,88820.0,3.37,96.63,2.54,,,13.5,1.25,2015,https://www.uber.com/blog/illinois/uber-is-arriving-now-in-bloomington-normal/,0,0,1999510.0,29550.0,27646.25,34191.25,63793.75,79642.5,3.175,0,0,0,,,0.0,,0,0,0,1208833.0,0.0,0.0,0.0,3480102,875669.0,0.0,0.0,0.0,-2165039.5,64849.0,0.0,0.0,0.0,-60840.25,13.5,0.0,0.0,0.0,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,82613,80.4,8.7,2.2,4.8,0.3,0.4,3.2,,2006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,180.0,391.0,571.0,4864.827777777778,1533.5709281961472,0.0,49504.0,both
489,489,14060,Bus,2007,"Bloomington-Normal, IL Metro Area",,,,1344070.0,892270.0,951630.0,0.70802116,0.856705603,0.45027405,1.902631525,127410911,164209.0,127617.0,29327.0,555.0,23503.0,21698.0,31475.0,45705,153721.0,13.3,8.4,78.3,22.9,67.2,9.9,62671.0,3389.0,21371.0,27210.0,7884.0,2817.0,5.41,54071.0,66703.0,33.6,46.0,20.4,3373.17,87179.17,90552.33,3.72,96.28,2.82,,,14.8,1.21,2015,https://www.uber.com/blog/illinois/uber-is-arriving-now-in-bloomington-normal/,0,0,2119564.26,28438.63,26254.58,38084.75,65425.91,80710.63,3.4122,0,0,0,,,0.0,,0,0,0,1344070.0,135237.0,0.106046893,11.1874014,3480102,892270.0,16601.0,0.018780612,1.895807662,-2165039.5,60301.0,-4548.0,-0.07271280299999999,-7.013215316,-60840.25,14.8,1.3,0.091937495,9.62962963,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,84589,75.8,10.5,1.7,5.6,0.6,1.9,4,,2006,875669.0,982943.0,998863.0,13.5,10.41,10.56,0,1,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,191.0,258.0,449.0,4671.570680628272,1987.238307349666,0.0,48183.0,both
490,490,14060,Bus,2008,"Bloomington-Normal, IL Metro Area",,,,1441656.0,953471.0,920628.0,0.638590621,0.7471510259999999,0.45027405,1.659325084,127410911,165298.0,124434.0,33933.0,697.0,27212.0,26131.0,31617.0,26588,154672.0,11.8,6.2,82.0,22.7,67.4,9.9,62806.0,3754.0,21511.0,26246.0,8477.0,2818.0,5.98,58117.0,70531.0,28.0,51.0,21.0,4433.75,86180.83,90614.58,4.89,95.11,3.23,,,13.35,1.17,2015,https://www.uber.com/blog/illinois/uber-is-arriving-now-in-bloomington-normal/,0,0,2154269.52,31838.04,30573.27,36991.89,67996.89,82521.27,3.7791,0,0,0,,,0.0,,0,0,0,1441656.0,97586.0,0.070090129,7.260484945,3480102,953471.0,61201.0,0.066340233,6.859022492999999,-2165039.5,71425.0,11124.0,0.169299261,18.44745527,-60840.25,13.35,-1.45,-0.10311079599999999,-9.797297297,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,87248,79.4,9.4,1,5.9,0.6,0.4,3.3,,2006,892270.0,875669.0,982943.0,14.8,13.5,10.41,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,153.0,303.0,456.0,6231.83660130719,2090.9451754385964,0.0,46862.0,both
491,491,14060,Bus,2009,"Bloomington-Normal, IL Metro Area",,,,1420513.0,1043092.0,911634.0,0.641763926,0.750863794,0.45027405,1.6675706559999999,127410911,167699.0,126279.0,32858.0,1063.0,24805.0,22195.0,35437.0,11738,158466.0,15.9,7.1,77.0,22.6,66.8,10.6,63982.0,4174.0,21987.0,27285.0,7605.0,2931.0,6.52,56027.0,69939.0,32.4,45.2,22.4,6622.08,84871.25,91493.33,7.23,92.77,2.33,,,13.64,1.17,2015,https://www.uber.com/blog/illinois/uber-is-arriving-now-in-bloomington-normal/,0,0,2133223.56,29021.85,25968.15,41461.29,65551.59,81828.63,2.7261,0,0,0,,,0.0,,0,0,0,1420513.0,-21143.0,-0.014774378999999999,-1.466577325,3480102,1043092.0,89621.0,0.089835648,9.399446863,-2165039.5,76449.0,5024.0,0.067975904,7.033951697999999,-60840.25,13.64,0.29,0.021490268,2.172284644,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,82422,79.6,8.4,1.9,5.6,0.6,1,2.9,,2006,953471.0,892270.0,875669.0,13.35,14.8,13.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,199.0,259.0,458.0,5241.668341708542,2277.4934497816594,0.0,45541.0,both
492,492,14060,Bus,2010,"Bloomington-Normal, IL Metro Area",,,,1701283.0,1256175.0,922362.0,0.542156713,0.623480221,0.45027405,1.384668337,127410911,169832.0,122270.0,37917.0,786.0,26217.0,26037.0,26702.0,26266,161261.0,,0.0,0.0,22.6,67.0,10.4,61576.0,3564.0,21644.0,27261.0,7090.0,2017.0,5.79,59588.0,77406.0,31.2,43.4,25.4,6786.75,89356.75,96143.5,7.06,92.94,2.78,,,14.39,1.15,2015,https://www.uber.com/blog/illinois/uber-is-arriving-now-in-bloomington-normal/,0,0,2121432.6,30149.55,29942.55,30707.3,68526.2,89016.9,3.197,0,0,0,,,0.0,,0,0,0,1701283.0,280770.0,0.18036459800000001,19.76539461,3480102,1256175.0,213083.0,0.18588201,20.42801594,-2165039.5,87278.0,10829.0,0.132474575,14.16499889,-60840.25,14.39,0.75,0.053526868,5.498533724,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,86385,80.7,7.6,1.2,5.6,0.4,2,2.5,,2006,1043092.0,953471.0,892270.0,13.64,13.35,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,143.0,240.0,383.0,8784.44055944056,3279.8302872062663,0.0,44220.0,both
493,493,14060,Bus,2011,"Bloomington-Normal, IL Metro Area",,,,1926507.0,1300887.0,944518.0,0.490274886,0.549107872,0.45027405,1.219497042,127410911,170556.0,121986.0,36276.0,944.0,27577.0,26059.0,31080.0,10582,161913.0,,0.0,0.0,22.3,67.3,10.4,63240.0,4374.0,20400.0,27923.0,8368.0,2175.0,6.92,57799.0,76178.0,30.6,43.3,26.1,6308.58,89018.83,95327.42,6.62,93.38,3.53,,,14.3,1.12,2015,https://www.uber.com/blog/illinois/uber-is-arriving-now-in-bloomington-normal/,0,0,2115720.32,30886.24,29186.08,34809.6,64734.88,85319.36,3.9536,0,0,0,,,0.0,,0,0,0,1926507.0,225224.0,0.12432584599999999,13.23847943,3480102,1300887.0,44712.0,0.03497495,3.5593766789999997,-2165039.5,90954.0,3676.0,0.041255457999999995,4.211828869,-60840.25,14.3,-0.09,-0.006273984,-0.625434329,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,85825,78.6,8.6,1.9,4.6,1,1.3,4,,2006,1256175.0,1043092.0,953471.0,14.39,13.64,13.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,21.0,229.0,250.0,61947.0,5203.548,0.0,42899.0,both
494,494,14060,Bus,2012,"Bloomington-Normal, IL Metro Area",1.0,,MSA definition changed in 2012. New CBSA code is 14010,2055793.0,1314723.0,1079540.0,0.525120963,0.57238185,0.45027405,1.271185513,127410911,172281.0,123788.0,37034.0,965.0,27805.0,25578.0,31736.0,22865,163412.0,,0.0,0.0,22.1,67.1,10.8,65744.0,4226.0,21313.0,26897.0,9927.0,3381.0,6.43,62117.0,76125.0,30.3,44.4,25.3,6031.83,88529.58,94561.42,6.38,93.62,3.61,,,14.38,1.09,2015,https://www.uber.com/blog/illinois/uber-is-arriving-now-in-bloomington-normal/,0,0,2353397.2,30307.45,27880.02,34592.24,67707.53,82976.25,3.9349,0,0,0,,,0.0,,0,0,0,2055793.0,129286.0,0.064953143,6.710902166,3480102,1314723.0,13836.0,0.010579658,1.063582002,-2165039.5,91433.0,479.0,0.005252579,0.52663984,-60840.25,14.38,0.08,0.005578815,0.559440559,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,89817,81,8.1,1.8,4,0.7,1.2,3.3,,2006,1300887.0,1256175.0,1043092.0,14.3,14.39,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,26.0,226.0,252.0,50566.269230769234,5217.1547619047615,0.0,42340.0,both
495,495,14060,Bus,2013,"Bloomington-Normal, IL Metro Area",1.0,,MSA definition changed in 2012. New CBSA code is 14011,2247444.0,1292594.0,1248514.0,0.555526189,0.599968284,0.45027405,1.332451389,127410911,192140.0,145320.0,34769.0,699.0,28216.0,25548.0,40018.0,26498,184309.0,15.0,3.9,81.1,22.3,66.1,11.6,72165.0,4543.0,24354.0,30484.0,9502.0,3282.0,6.3,61401.0,77606.0,30.3,41.3,28.4,6097.17,86250.67,92347.83,6.6,93.4,3.52,,,14.19,1.08,2015,https://www.uber.com/blog/illinois/uber-is-arriving-now-in-bloomington-normal/,0,0,2696790.24,30473.28,27591.84,43219.44,66313.08,83814.48,3.8016,0,0,0,,,0.0,,0,0,0,2247444.0,191651.0,0.08913190900000001,9.322485289,3480102,1292594.0,-22129.0,-0.016974945,-1.6831682419999998,-2165039.5,91060.0,-373.0,-0.004087834,-0.40794899,-60840.25,14.19,-0.19,-0.013300861,-1.321279555,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,98853,78.7,11.3,2.4,3.8,0.3,0.8,2.6,,2006,1314723.0,1300887.0,1256175.0,14.38,14.3,14.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,31.0,187.0,218.0,41696.58064516129,5929.3302752293575,0.0,41427.0,both
496,496,14060,Bus,2014,"Bloomington-Normal, IL Metro Area",1.0,,MSA definition changed in 2012. New CBSA code is 14012,2650400.0,1259736.0,1252642.0,0.472623755,0.50098118,0.45027405,1.1126139290000001,127410911,188917.0,141535.0,32916.0,1655.0,29363.0,27739.0,32670.0,21139,181319.0,14.4,8.8,76.8,21.8,66.3,11.9,72551.0,4484.0,24038.0,31577.0,8338.0,4114.0,6.18,57592.0,74022.0,29.2,45.0,25.8,4970.92,85807.25,90778.17,5.47,94.53,3.36,,,13.83,1.06,2015,https://www.uber.com/blog/illinois/uber-is-arriving-now-in-bloomington-normal/,0,0,2655601.04,31124.78,29403.34,34630.2,61047.52,78463.32,3.5616,0,0,0,,,0.0,,0,0,0,2650400.0,402956.0,0.16491700199999998,17.92952349,3480102,1259736.0,-32858.0,-0.025748877000000003,-2.542020155,-2165039.5,91062.0,2.0,2.2e-05,0.0021963539999999998,-60840.25,13.83,-0.36,-0.025697345,-2.536997886,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,97438,80.5,9.2,1.9,3.9,0.4,0.9,3,,2006,1292594.0,1314723.0,1300887.0,14.19,14.38,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,38.0,208.0,246.0,33150.94736842105,5120.878048780488,0.0,42120.0,both
497,497,14060,Bus,2015,"Bloomington-Normal, IL Metro Area",1.0,,MSA definition changed in 2012. New CBSA code is 14013,2531088.0,1276093.0,1303049.0,0.514817738,0.545706803,0.45027405,1.211943709,127410911,188725.0,139336.0,37079.0,1233.0,30304.0,27432.0,36243.0,9356,181021.0,11.5,6.9,81.7,21.9,65.8,12.3,72767.0,4630.0,23260.0,30138.0,10754.0,3985.0,6.36,63842.0,85814.0,26.8,43.7,29.5,4359.33,86481.92,90841.25,4.8,95.2,2.4,,,13.92,1.06,2015,https://www.uber.com/blog/illinois/uber-is-arriving-now-in-bloomington-normal/,1,0,2762463.88,32122.24,29077.92,38417.58,67672.52,90962.84,2.544,0,0,0,,,0.0,,0,0,0,2531088.0,-119312.0,-0.046061322,-4.501660127,3480102,1276093.0,16357.0,0.012900891000000001,1.2984466590000001,-2165039.5,91646.0,584.0,0.0063927359999999996,0.6413212979999999,-60840.25,13.92,0.09,0.0064865090000000005,0.650759219,-22,0.0,0.0,0.0,0.0,-198871920,0.0,0.0,0.0,0.0,272095734,0.0,0.0,0.0,0.0,20967885.2,0.0,0.0,0.0,0.0,-62,7,3,D,31,31,,98557,80.9,9.6,1.1,4.3,0.3,0.9,2.9,,2006,1259736.0,1292594.0,1314723.0,13.83,14.19,14.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,29.0,273.0,302.0,44003.206896551725,4225.473509933775,0.0,42886.0,both
