,CBSA,MNAME,MODE,Year,UPT_ADJUSTED,VRM_ADJUSTED,FARE_ADJUSTED,min_year,max_year,FARE_per_UPT,PROBLEM_FLAG,NOTE,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,Link_x,TNC_FLAG,YEARS_SINCE_TNC,FARE_ADJ_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,Link,walkscore,transit,bike,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_GT_8_GROUPS,CLUSTER_APTA,CLUSTER_NOTE,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,NOTE_JTW,AVG_FARE_2018,WEIGHTED_POP_DENSITY,_merge
0,10420.0,"Akron, OH Metro Area",Bus,2002,5226385.6602,4026372.3882,596582.6949,2002,2018,0.11414823430331592,,,646583.7344,496141.0469,137193.6719,-389.53125,25405.20313,26028.32813,26651.07813,7117.03125,682354.11,7.55,8.94,83.85,24.64,62.9,12.46,265452.2,22830.14,58254.52,117083.25,46891.53,20392.77,8.6,43046.82813,55300.5625,39.49,46.56,13.95,21948.42,346147.17,368095.58,5.96,94.04,1.36,,119786.0,14.88,1.4,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,4004892.28,35567.284380000005,36439.65938000001,37311.50938,60265.55938,77420.7875,1.904,0,0,0,,,0.0,,0,0,0,1,1,H,24,,309488.2031,87.4,6.2,0.8,1.7,0.1,0.7,3.1,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,0.15980752802464226,2417.2396523907937,both
1,10420.0,"Akron, OH Metro Area",Bus,2003,5395901.8878,3976568.6238,2318586.7554,2002,2018,0.42969401660958056,,,659397.0625,504631.8125,137582.3125,753.125,25120.1875,25632.6875,25995.6875,10350.875,682850.56,8.81,8.66,82.79,24.33,63.0,12.68,269144.19,22073.44,67400.94,115443.0,44874.88,19351.94,8.2,43566.6875,56379.75,39.24,46.66,14.1,23342.5,348574.17,371916.67,6.28,93.72,1.55,,119199.0,14.71,1.37,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,15690640.83,34414.65688,35116.78188,35614.09188,59686.36188,77240.2575,2.1235,0,0,0,,,0.0,,0,0,0,1,1,H,24,,316497.1875,87.2,6.4,0.8,1.7,0.1,0.7,3.1,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,0.5886808027551255,2417.3050611237163,both
2,10420.0,"Akron, OH Metro Area",Bus,2004,5907162.2814,4315392.5553,2279210.9814,2002,2018,0.3858385588248688,,,672492.75,513183.75,138058.75,1942.5,24804.25,25208.25,25305.25,13527.5,683397.75,10.08,8.38,81.73,24.0,63.1,12.9,272892.25,21266.25,76795.25,113694.0,42855.5,18281.25,7.79,44030.25,57390.0,39.03,46.78,14.2,23471.75,351723.75,375195.5,6.26,93.74,1.83,,118612.0,7.23,1.33,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,14652259.89,32989.6525,33526.9725,33655.9825,58560.2325,76328.7,2.4339,0,0,0,,,0.0,,0,0,0,1,1,H,24,,323744.25,86.9,6.7,0.8,1.7,0.1,0.7,3.1,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,0.5131652832370756,2417.2600038423707,both
3,10420.0,"Akron, OH Metro Area",Bus,2005,6013680.8814,4053011.0651999996,2728753.7759999996,2002,2018,0.45375766187392685,,,684459.0,521491.0,138184.0,2945.0,24612.0,24899.0,24755.0,16933,683742.0,11.3,8.1,80.7,23.7,63.2,13.1,276416.0,20661.0,85198.0,112380.0,40847.0,17330.0,7.47,44719.0,58676.0,38.7,46.8,14.5,22420.75,358105.92,380526.67,5.9,94.1,2.25,13644.8,118025.0,14.4,1.29,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,17316881.13,31749.48,32119.71,31933.95,57687.51,75692.04,2.9025,0,0,0,,,0.0,,0,0,0,1,1,H,24,,330039,86.8,6.8,0.8,1.7,0.1,0.7,3.1,,0.5853473838173656,2417.138679623336,both
4,10420.0,"Akron, OH Metro Area",Bus,2006,6070797.418500001,3994786.0125,2855272.5971999997,2002,2018,0.470329085351936,,,700943.0,530777.0,139714.0,4695.0,23925.0,24129.0,23644.0,19423,684898.0,12.7,7.8,79.5,23.3,63.3,13.4,280837.0,19248.0,97567.0,109326.0,38795.0,15901.0,6.85,44507.0,58859.0,38.8,47.2,14.0,20348.08,365133.33,385481.42,5.28,94.72,2.54,13644.8,117438.0,14.19,1.25,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,17511368.98,29906.25,30161.25,29555.0,55633.75,73573.75,3.175,0,0,0,,,0.0,,0,0,0,1,1,H,24,,340143,85.8,7.3,1.3,2.2,0,0.9,2.5,,0.58791135668992,2417.7034841121067,both
5,10420.0,"Akron, OH Metro Area",Bus,2007,5868746.0775,4571428.0644,3109813.2350999997,2002,2018,0.5298939831495887,,,699356.0,536148.0,135625.0,3455.0,25217.0,25202.0,24776.0,25575,682807.0,13.4,7.6,79.0,23.3,63.4,13.3,281669.0,21066.0,94071.0,113232.0,36917.0,16383.0,7.48,47898.0,63454.0,37.2,46.1,16.7,20953.42,368688.42,389641.83,5.38,94.62,2.82,13644.8,116851.0,16.03,1.21,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,18481486.41,30512.57,30494.42,29978.96,57956.58,76779.34,3.4122,0,0,0,,,0.0,,0,0,0,1,1,H,24,,335010,85.7,7,1.3,2,0.2,0.8,2.9,,0.6411717196110023,2416.526602414694,both
6,10420.0,"Akron, OH Metro Area",Bus,2008,6140428.988399999,3873343.9760999996,3251530.8162000002,2002,2018,0.5295282825259487,,,698553.0,529519.0,137011.0,4452.0,25357.0,25559.0,25281.0,15247,681880.0,12.1,8.2,79.7,22.9,63.5,13.6,281731.0,19035.0,100229.0,108332.0,38548.0,15587.0,6.76,50036.0,65801.0,36.4,45.1,18.5,24154.58,367016.58,391171.17,6.17,93.83,3.23,13644.8,116264.0,14.89,1.17,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,18601942.58,29667.69,29904.03,29578.77,58542.12,76987.17,3.7791,0,0,0,,,0.0,,0,0,0,1,1,H,24,,346231,84.4,7.5,1.6,2.7,0.2,0.6,3,,0.61954809055536,2417.8760385741007,both
7,10420.0,"Akron, OH Metro Area",Bus,2009,5560854.0642,3431434.4126999998,3057887.223,2002,2018,0.5498952476897838,,,699935.0,537803.0,134499.0,2466.0,24856.0,24810.0,24817.0,29301,685405.0,14.7,7.2,78.1,22.4,63.6,14.0,281769.0,23447.0,97811.0,108215.0,36339.0,15957.0,8.32,47482.0,60668.0,36.8,48.1,15.1,38703.17,346409.33,385112.5,10.05,89.95,2.33,13644.8,115677.0,12.41,1.17,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,17469678.88,29081.52,29027.7,29035.89,55553.94,70981.56,2.7261,0,0,0,,,0.0,,0,0,0,1,1,H,24,,326349,86.6,5.9,1.4,2.2,0.2,0.5,3.2,,0.643377439797047,2419.5992734406555,both
8,10420.0,"Akron, OH Metro Area",Bus,2010,5616567.8055,3471447.4928999995,3247759.3356,2002,2018,0.5782462614302716,,,702951.0,539313.0,132784.0,3944.0,24592.0,24348.0,25441.0,18974,687098.0,,,,22.3,63.4,14.3,281523.0,22621.0,92537.0,114311.0,35021.0,17033.0,8.04,46521.0,60782.0,38.0,45.6,16.4,39167.33,333040.75,372208.08,10.52,89.48,2.78,13644.8,115090.0,11.57,1.15,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,18235616.11,28280.8,28000.2,29257.15,53499.15,69899.3,3.197,0,0,0,,,0.0,,0,0,0,1,1,H,24,,319431,87.7,5.7,1.5,1.6,0.1,0.6,2.9,,0.6649832006448123,2414.8536406202493,both
9,10420.0,"Akron, OH Metro Area",Bus,2011,5858952.6852,3918014.0856,3432078.0377999996,2002,2018,0.5857835388344398,,,701456.0,541743.0,127206.0,5605.0,24744.0,24630.0,24718.0,19914,684916.0,,,,21.9,63.7,14.4,274696.0,22332.0,98938.0,101762.0,35249.0,16415.0,8.13,47032.0,62438.0,38.4,45.1,16.5,33038.33,332935.08,365973.42,9.03,90.97,3.53,13644.8,114503.0,12.84,1.12,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,18786450.64,27713.28,27585.6,27684.16,52675.84,69930.56,3.9536,0,0,0,,,0.0,,0,0,0,1,1,H,24,,322871,85.6,7.2,1.3,1.7,0.3,0.6,3.3,,0.6560775634945726,2435.0235053632377,both
10,10420.0,"Akron, OH Metro Area",Bus,2012,5996224.4688,3862989.1044,5834141.073,2002,2018,0.9729690913601776,,,702262.0,541057.0,125650.0,5192.0,25564.0,25656.0,25880.0,25575,687031.0,,,,21.6,63.5,14.9,280887.0,24001.0,98798.0,110693.0,32826.0,14569.0,8.54,49731.0,65187.0,35.5,46.2,18.3,26723.25,333535.58,360258.83,7.42,92.58,3.61,13644.8,112988.0,12.64,1.09,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,25004946.41,27864.76,27965.04,28209.2,54206.79,71053.83,3.9349,0,0,0,,,0.0,,0,0,0,1,1,H,24,,325710,86.1,7.3,1.3,1.6,0.2,0.6,3,,1.0605363095825937,2409.2724331349787,both
11,10420.0,"Akron, OH Metro Area",Bus,2013,5976078.010199999,4166725.9896,6052543.019099999,2002,2018,1.0127951825209591,,,705686.0,541286.0,125313.0,4056.0,25830.0,25899.0,25802.0,28875,690331.0,15.4,8.5,76.0,21.3,63.5,15.2,281324.0,22696.0,97785.0,108261.0,37798.0,14784.0,8.07,49984.0,67507.0,35.2,45.7,19.1,27438.42,331435.5,358873.92,7.65,92.35,3.52,13644.8,112430.0,12.51,1.08,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,25417453.28,27896.4,27970.92,27866.16,53982.72,72907.56,3.8016,0,0,0,,,0.0,,0,0,0,1,1,H,24,,333414,85.9,6.4,1.7,1.8,0.1,0.5,3.5,,1.0938187971226359,2400.772296500934,both
12,10420.0,"Akron, OH Metro Area",Bus,2014,5980821.6987,4330272.662099999,6224075.878500001,2002,2018,1.040672367787335,,,703825.0,537852.0,133036.0,4145.0,26124.0,26004.0,26942.0,22840,688629.0,13.3,9.0,77.7,21.1,63.0,15.9,283364.0,23065.0,96377.0,110920.0,37946.0,15056.0,8.14,50538.0,67821.0,35.1,44.9,20.0,21176.83,337804.58,358981.42,5.9,94.1,3.36,13644.8,112358.0,12.8,1.06,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,0,25682735.84,27691.44,27564.24,28558.52,53570.28,71890.26,3.5616,0,0,0,,,0.0,,0,0,0,1,1,H,24,,340491,86,6.8,1.7,1.6,0.1,0.4,3.2,,1.1031127098545752,2375.6458838642366,both
13,10420.0,"Akron, OH Metro Area",Bus,2015,5854274.8938,4561689.7368,5669486.787599999,2002,2018,0.968435355436469,,,704243.0,539841.0,125207.0,4050.0,26944.0,26599.0,29413.0,23802,689016.0,14.2,7.7,78.1,21.0,62.8,16.2,282456.0,23662.0,95766.0,109671.0,35513.0,17844.0,8.38,51580.0,70288.0,34.5,43.2,22.3,17723.75,340805.67,358529.42,4.94,95.06,2.4,13644.8,112214.0,13.27,1.06,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,1,22991951.87,28560.64,28194.94,31177.78,54674.8,74505.28,2.544,0,0,0,,,0.0,,0,0,0,1,1,H,24,,337334,85.3,7.3,1.9,1.7,0.1,0.5,3.1,,1.026541476762657,2368.5991147252203,both
14,10420.0,"Akron, OH Metro Area",Bus,2016,5500944.573299999,4395640.7799,5305951.4436,2002,2018,0.9645527914157798,,,702221.0,537399.0,123322.0,5468.0,27048.0,27611.0,27459.0,20468,684729.0,13.8,8.7,77.5,20.7,62.6,16.7,284670.0,23386.0,99761.0,106473.0,36824.0,18226.0,8.22,51598.0,70083.0,34.6,45.3,20.1,18246.83,341757.25,360004.08,5.07,94.93,2.15,13644.8,111747.0,12.83,1.05,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,2,21017709.39,28400.4,28991.55,28831.95,54177.9,73587.15,2.2575,0,0,0,,,0.0,,0,0,0,1,1,H,24,,335302,85.9,6.3,1.1,2,0.1,0.4,4.2,,1.012780430986569,2368.2801227960163,both
15,10420.0,"Akron, OH Metro Area",Bus,2017,5461311.529800001,4440851.606699999,5361727.4712000005,2002,2018,0.9817655414717484,,,703505.0,528663.0,132481.0,5747.0,29518.0,28993.0,31204.0,26950,686207.0,12.5,8.2,79.3,20.6,62.3,17.1,289282.0,22538.0,96678.0,111274.0,39726.0,19066.0,7.79,56106.0,75838.0,31.0,46.1,22.9,18304.75,343513.42,361818.17,5.06,94.94,2.41,13644.8,111678.0,12.86,1.02,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,3,20708470.12,30108.36,29572.86,31828.08,57228.12,77354.76,2.4582,0,0,0,,,0.0,,0,0,0,1,1,H,24,,345482,84.9,7.4,1.1,1,0.1,0.7,4.8,,1.0014008523011835,2362.0336132041843,both
16,10420.0,"Akron, OH Metro Area",Bus,2018,5427485.5554,4437372.6009,5207847.812999999,2002,2018,0.9595323211534897,,,703962.5,521500.5,138879.0,6310.75,31396.5,30282.5,33524.25,30978,686243.75,11.43,8.08,80.5,20.45,62.03,17.53,293294.5,21833.0,95364.5,114075.25,42230.25,19791.5,7.44,59491.5,80103.0,28.33,47.23,24.45,16322.64,346362.91,362685.55,4.5,95.5,2.72,,111509.5,12.92,1.0,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,4,19608372.22,31396.5,30282.5,33524.25,59491.5,80103.0,2.72,0,0,0,,,0.0,,75,0,60,1,1,H,24,,352609,84.3,7.975,0.9,0.325,0.1,0.9,5.525,,0.9595323211534897,2363.641310293423,both
17,10500.0,"Albany, GA Metro Area",Bus,2002,628324.0,532194.0,303082.0,2002,2018,0.4823657858047759,,,145401.7656,100820.2813,41859.15625,1046.25,23403.14063,19457.01563,34013.95313,53625.875,155611.28,4.82,12.79,82.5,31.99,61.81,6.2,55442.55,8129.14,14238.81,19779.69,13225.31,69.59,14.66,54088.48438,60679.92188,28.31,62.84,8.85,3934.33,67179.33,71113.67,5.53,94.47,1.33,,2757.0,16.48,1.4,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,848629.6,32764.39688,27239.82188,47619.53438000001,75723.87813,84951.89063,1.862,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,67809.95313,79.8,13.7,0.4,1.5,0.6,1.1,2.9,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,0.6753121001266862,951.0962240833169,both
18,10500.0,"Albany, GA Metro Area",Bus,2003,670941.0,536264.0,287297.0,2002,2018,0.42820009509032836,,,149947.9375,107198.875,39927.375,940.0,22561.4375,19233.9375,31433.1875,49541.5,156428.88,9.02,12.46,78.59,30.95,61.57,7.48,56778.81,7773.44,15670.75,20059.25,12125.75,1149.63,13.69,49728.0625,58120.3125,33.25,57.25,9.5,3719.58,69788.67,73508.25,5.06,94.94,1.53,,2607.0,16.7,1.37,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,787193.78,30909.169380000007,26350.49438,43063.46688,68127.44563,79624.82813,2.0961,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,67185.1875,79.8,13.7,0.4,1.5,0.6,1.1,2.9,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,0.5866341302737499,951.1443340473527,both
19,10500.0,"Albany, GA Metro Area",Bus,2004,666328.0,537714.0,346703.0,2002,2018,0.5203188219615564,,,154628.25,113695.5,38044.5,815.0,21688.25,19002.25,28723.25,45590,157255.5,13.33,12.08,74.63,29.9,61.33,8.78,58148.75,7402.25,17112.0,20375.0,11005.0,2254.5,12.73,45264.75,55477.75,38.3,51.5,10.2,3888.92,69640.83,73529.75,5.29,94.71,1.85,,2457.0,16.75,1.33,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,922229.98,28845.3725,25272.9925,38201.9225,60202.1175,73785.4075,2.4605,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,66561.25,80,13.5,0.4,1.5,0.6,1.1,2.9,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,0.6920240332088701,951.2123652709284,both
20,10500.0,"Albany, GA Metro Area",Bus,2005,653876.0,535683.0,344119.0,2002,2018,0.5262756241244517,,,158772.0,119720.0,35966.0,765.0,20941.0,18805.0,26530.0,41107,158046.0,17.2,11.9,70.9,28.9,61.1,10.0,59384.0,7093.0,18516.0,20546.0,9969.0,3260.0,11.94,41213.0,53167.0,42.9,46.4,10.7,4227.5,70121.5,74349.0,5.69,94.31,2.3,691.2,2307.0,16.76,1.29,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,887827.02,27013.89,24258.45,34223.7,53164.77,68585.43,2.967,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,65934,79.7,13.7,0.4,1.5,0.6,1.1,2.9,,0.6788955551205428,950.8184056332246,both
21,10500.0,"Albany, GA Metro Area",Bus,2006,762810.0,534219.0,366673.0,2002,2018,0.48068719602522253,,,165062.0,127633.0,34670.0,415.0,19690.0,18470.0,22270.0,38750,158981.0,22.8,10.9,66.2,27.7,60.8,11.5,61158.0,6536.0,20069.0,21296.0,8594.0,4663.0,10.69,35515.0,49529.0,49.3,38.7,12.0,4001.08,71425.0,75426.08,5.3,94.7,2.59,691.2,2157.0,16.81,1.25,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,916682.5,24612.5,23087.5,27837.5,44393.75,61911.25,3.2375,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,65320,82,13.1,1.2,1.5,0,0.5,1.7,,0.6008589950315282,951.7404944173155,both
22,10500.0,"Albany, GA Metro Area",Bus,2007,767414.0,534985.0,377696.0,2002,2018,0.49216720049412704,,,162767.0,127992.0,30244.0,1265.0,20454.0,18686.0,26277.0,27889,159338.0,21.5,13.2,65.4,27.3,60.8,11.9,60777.0,6970.0,21026.0,19730.0,8575.0,4476.0,11.47,36402.0,51200.0,48.5,41.4,10.1,3878.58,72083.67,75962.25,5.1,94.9,2.79,691.2,2007.0,16.7,1.21,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,914024.32,24749.34,22610.06,31795.17,44046.42,61952.0,3.3759,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,64653,81.4,14.1,0.7,1.1,0.1,0.8,1.9,,0.5955223125978937,950.5734794676566,both
23,10500.0,"Albany, GA Metro Area",Bus,2008,880864.0,532993.0,373954.0,2002,2018,0.4245309151015367,,,163074.0,129258.0,31879.0,588.0,20442.0,19131.0,28225.0,9172,156890.0,23.3,9.5,67.2,26.0,61.2,12.8,60893.0,6073.0,23282.0,18448.0,8971.0,4119.0,9.97,38989.0,55456.0,46.6,40.5,12.9,4839.58,71887.75,76727.33,6.31,93.69,3.3,691.2,1857.0,16.88,1.17,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,875052.36,23917.14,22383.27,33023.25,45617.13,64883.52,3.861,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,67604,78.7,13.7,0.5,2.9,0.4,0.6,3.2,,0.4967011706687979,950.4212629359918,both
24,10500.0,"Albany, GA Metro Area",Bus,2009,871177.0,529568.0,431925.0,2002,2018,0.495794769604799,,,164238.0,126496.0,33282.0,849.0,18639.0,17139.0,24907.0,11250,159356.0,23.2,13.6,63.3,26.5,61.4,12.1,60101.0,4550.0,24625.0,20779.0,7191.0,2956.0,7.57,36218.0,47306.0,48.6,43.8,7.6,7394.25,69179.67,76573.92,9.65,90.35,2.36,691.2,1707.0,16.8,1.17,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1010704.5,21807.63,20052.63,29141.19,42375.06,55348.02,2.7612,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,63259,79.2,14.6,0.8,3,0,0.7,1.8,,0.5800798804376148,956.042388358413,both
25,10500.0,"Albany, GA Metro Area",Bus,2010,900406.0,530982.0,420551.0,2002,2018,0.4670681892390766,,,162659.0,122527.0,34782.0,1358.0,19051.0,16806.0,26457.0,27395,154966.0,,0.0,0.0,25.7,61.8,12.5,60263.0,6743.0,20159.0,20799.0,8757.0,3805.0,11.19,34002.0,47826.0,50.8,38.8,10.4,8318.5,62446.58,70765.08,11.75,88.25,2.79,691.2,1557.0,16.67,1.15,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,967267.3,21908.65,19326.9,30425.55,39102.3,54999.9,3.2085,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,59116,78,15.7,1.1,2.7,0.3,0.7,1.5,,0.537128417624938,943.0693738530457,both
26,10500.0,"Albany, GA Metro Area",Bus,2011,985863.0,574538.0,471112.0,2002,2018,0.47786761446570164,,,161617.0,126789.0,31236.0,886.0,19093.0,17591.0,25005.0,52762,157802.0,,0.0,0.0,26.3,61.6,12.1,58438.0,6247.0,23102.0,19607.0,6805.0,2677.0,10.69,32775.0,45215.0,52.5,38.1,9.4,7955.58,62446.75,70402.33,11.3,88.7,3.53,691.2,1407.0,17.16,1.12,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1055290.88,21384.16,19701.92,28005.6,36708.0,50640.8,3.9536,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,58211,78.8,14.7,1,1.5,0,1.1,2.8,,0.5352117282015859,968.2168373684085,both
27,10500.0,"Albany, GA Metro Area",Bus,2012,1017648.0,523493.0,523278.0,2002,2018,0.5142033394651195,,,155019.0,116085.0,33853.0,1482.0,19997.0,18223.0,24992.0,25657,148869.0,,0.0,0.0,25.1,61.8,13.1,57699.0,5544.0,22517.0,20405.0,6850.0,2383.0,9.61,34469.0,54220.0,50.5,37.1,12.4,7231.17,62546.42,69777.58,10.36,89.64,3.62,691.2,1613.0,16.39,1.09,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1140746.04,21796.73,19863.07,27241.28,37571.21,59099.8,3.9458,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,58769,79.5,12.7,1,2.9,0.4,0.8,2.8,,0.5604816400169803,954.4104189216383,both
28,10500.0,"Albany, GA Metro Area",Bus,2013,1017015.0,541805.0,536063.0,2002,2018,0.5270944872986141,,,156277.0,121505.0,29335.0,787.0,20424.0,19361.0,25928.0,40112,150485.0,24.9,15.0,60.1,25.2,61.9,12.9,56505.0,6343.0,21035.0,19517.0,6953.0,2657.0,11.23,34756.0,49937.0,50.2,37.8,12.0,6416.92,61633.67,68050.58,9.43,90.57,3.53,691.2,1528.0,16.37,1.08,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1135445.04,22057.92,20909.88,28002.24,37536.48,53931.96,3.8124,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,57898,81.9,10.5,0.9,1.2,0,0.5,5.1,,0.5692620462825032,943.1683739764876,both
29,10500.0,"Albany, GA Metro Area",Bus,2014,883094.0,588650.0,535879.0,2002,2018,0.6068198855387988,,,152596.0,118396.0,30033.0,1028.0,21803.0,19557.0,25863.0,55932,147236.0,25.3,12.2,62.5,25.2,60.7,14.1,57795.0,6344.0,20495.0,19943.0,8079.0,2934.0,10.98,39071.0,51306.0,46.1,42.6,11.3,5518.75,60940.17,66458.92,8.3,91.7,3.41,691.2,1664.0,16.74,1.06,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1136063.48,23111.18,20730.42,27414.78,41415.26,54384.36,3.6146,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,58864,82.3,9,1.2,1.9,0,0.5,5,,0.6432290786711268,946.9400328493774,both
30,10500.0,"Albany, GA Metro Area",Bus,2015,695011.0,595478.0,542312.0,2002,2018,0.7802926860150415,,,156997.0,122066.0,30295.0,1226.0,22262.0,20502.0,26635.0,30683,151625.0,24.6,9.3,66.2,25.1,60.5,14.4,57597.0,6411.0,21525.0,18435.0,7798.0,3428.0,11.13,40143.0,56072.0,44.0,41.1,14.9,4597.33,61012.42,65609.75,7.01,92.99,2.41,691.2,1731.0,17.11,1.06,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1149701.44,23597.72,21732.12,28233.1,42551.58,59436.32,2.5546,0,0,0,2016.0,,0.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,60053,81.1,12.2,1.9,1.5,0.1,0,3.1,,0.8271102471759441,941.6425366957973,both
31,10500.0,"Albany, GA Metro Area",Bus,2016,655363.0,597007.0,488610.0,2002,2018,0.7455562794970115,,,152506.0,115953.0,33374.0,822.0,23281.0,22094.0,25505.0,36751,147606.0,25.0,11.1,63.9,24.8,60.4,14.8,57228.0,6357.0,19792.0,19908.0,7275.0,3896.0,11.11,40667.0,57901.0,44.3,40.6,15.1,4148.42,62600.0,66748.42,6.22,93.78,2.21,691.2,1435.0,17.38,1.05,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1026081.0,24445.05,23198.7,26780.25,42700.35,60796.05,2.3205,0,0,0,2016.0,,1.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,62619,82,11.4,0.4,1.8,0,0.9,3.5,,0.7828340934718622,925.127454782567,both
32,10500.0,"Albany, GA Metro Area",Bus,2017,723013.0,602405.0,466615.0,2002,2018,0.6453756709768704,,,151754.0,120338.0,27005.0,1117.0,22543.0,20901.0,27217.0,23270,146085.0,24.7,10.6,64.8,24.1,60.5,15.4,57607.0,5627.0,20937.0,20474.0,7108.0,3461.0,9.77,43614.0,56185.0,41.9,44.0,14.1,3784.75,64583.42,68368.17,5.54,94.46,2.46,691.2,1382.0,17.37,1.02,2017,https://www.walb.com/story/35150573/uber-drivers/,1,0,951894.6,22993.86,21319.02,27761.34,44486.28,57308.7,2.5092,0,0,0,2016.0,,1.0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,60947,79.6,11.6,0.9,1.5,0.1,0.9,5.5,,0.6582831843964079,920.2082872853232,both
