,CBSA,MNAME,MODE,Year,UPT_ADJUSTED,VRM_ADJUSTED,FARE_ADJUSTED,min_year,max_year,FARE_per_UPT,PROBLEM_FLAG,NOTE,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,Link_x,TNC_FLAG,YEARS_SINCE_TNC,FARE_ADJ_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,Link,walkscore,transit,bike,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_GT_8_GROUPS,CLUSTER_APTA,CLUSTER_NOTE,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,NOTE_JTW,AVG_FARE_2018,WEIGHTED_POP_DENSITY,_merge
2676,36540.0,"Omaha-Council Bluffs, NE-IA Metro Area",Bus,2017,3592502.0,4021512.0,4146313.0,2002,2018,1.1541574646305,,,934184.0,542062.0,308981.0,9934.0,34684.0,35042.0,36023.0,42216,914676.0,9.6,7.6,82.8,25.7,60.8,13.5,359372.0,21856.0,111648.0,146228.0,53148.0,26492.0,6.08,65619.0,84781.0,24.2,46.8,29.0,14542.25,464094.33,478636.58,3.04,96.96,2.41,26406.4,216702.0,14.01,1.02,2014,https://newsroom.uber.com/omaha/omaha-your-uber-has-arrived/,1,3,16916957.04,35377.68,35742.84,36743.46,66931.38,86476.62,2.4582,35,0,0,2014.0,,1.0,"https://www.nonpareilonline.com/news/local/bike-sharing-rides-into-council-bluffs/article_c4a51fb9-7c30-5c47-ae8d-427a43042141.html
https://heartland.bcycle.com/
https://www.omaha.com/news/metro/q-a-where-you-can-and-can-t-ride-a/article_9b91f783-df26-56",0,0,0,2,2,G,32,,489041,83,8.8,0.9,1.9,0.2,1,4.3,,1.17724061392311,3242.8740036185027,both
2677,36540.0,"Omaha-Council Bluffs, NE-IA Metro Area",Bus,2018,3409221.0,4025443.0,4056622.5,2002,2018,1.189897193523095,,,943685.25,544119.0,312517.0,9514.75,36395.25,37096.5,36496.5,47985.25,924147.5,8.58,7.88,83.55,25.58,60.43,14.0,364678.0,21727.75,110251.0,151064.75,53052.5,28582.0,5.96,68453.75,87590.5,22.18,47.83,30.0,13968.91,472020.45,485989.36,2.88,97.12,2.72,,217083.5,14.0,1.0,2014,https://newsroom.uber.com/omaha/omaha-your-uber-has-arrived/,1,4,16226490.0,36395.25,37096.5,36496.5,68453.75,87590.5,2.72,69,0,0,2014.0,,1.0,"https://www.nonpareilonline.com/news/local/bike-sharing-rides-into-council-bluffs/article_c4a51fb9-7c30-5c47-ae8d-427a43042141.html
https://heartland.bcycle.com/
https://www.omaha.com/news/metro/q-a-where-you-can-and-can-t-ride-a/article_9b91f783-df26-56",69,0,83,2,2,G,32,,501312,81.925,9.5,0.925,2.125,0.15,0.975,4.575,,1.189897193523095,3258.5206006159706,both
2678,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2002,21052568.0,12760965.0,12202815.0,2002,2018,0.5796354629990983,,,1680270.4530000002,484584.0,863697.4063,73636.01563,22362.25,24912.79688,25126.8125,19673.1875,1715533.14,14.17,9.37,76.52,27.3,61.51,11.19,727656.75,37660.45,269667.89,320789.67,82005.14,17533.59,5.18,32928.0,42254.84375,48.73,45.74,5.53,53285.5,864128.17,917413.67,5.81,94.19,1.33,,364429.0,13.93,1.4,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,0,0,114804050.2,31307.15,34877.91563,35177.5375,46099.2,59156.78125,1.862,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,771684.2031,79.7625,11.9375,1.7,1.3,0.2,1.4,3.7,,0.8114896481987376,2779.1178229294546,both
2679,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2003,21867796.0,12915229.0,16671410.0,2002,2018,0.7623726689237452,,,1754958.188,516260.0,875587.375,89945.9375,22997.0,24237.8125,25861.75,19637.25,1775860.44,13.41,9.41,77.22,26.52,61.95,11.53,733415.0,37817.19,271751.44,317453.31,85458.44,20934.63,5.16,36825.0,47871.625,45.28,46.43,8.3,49325.42,885435.42,934760.83,5.28,94.72,1.53,,348711.0,14.01,1.37,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,0,0,126849385.0,31505.89,33205.80313,35430.5975,50450.25,65584.12625,2.0961,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,815528.1875,80.075,11.625,1.7,1.3,0.2,1.4,3.7,,1.044450556425531,2779.1145081267096,both
2680,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2004,23118059.0,13207632.0,15658919.0,2002,2018,0.6773457494852834,,,1830176.25,548197.0,887193.5,106576.25,23623.0,23519.75,26575.0,19585,1836490.25,12.65,9.45,77.93,25.73,62.4,11.88,739104.0,38080.25,273646.25,314052.75,88977.25,24347.5,5.15,40760.0,53519.5,41.8,47.1,11.1,44581.75,925587.33,970169.08,4.6,95.4,1.85,,332993.0,14.08,1.33,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,0,0,132408961.3,31418.59,31281.2675,35344.75,54210.8,71180.935,2.4605,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,859898.25,80.35,11.35,1.7,1.3,0.2,1.4,3.7,,0.9008698468154269,2779.375291500966,both
2681,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2005,23748009.0,13476969.0,18764137.0,2002,2018,0.7901351645942193,,,1903273.0,579090.0,899935.0,121925.0,24284.0,22974.0,27375.0,19598,1895910.0,11.9,9.5,78.6,25.0,62.8,12.2,745070.0,37918.0,276296.0,310909.0,92234.0,27713.0,5.09,44543.0,59043.0,38.4,47.8,13.8,36571.83,979207.0,1015778.83,3.61,96.39,2.3,34297.6,317275.0,14.31,1.29,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,0,0,148936774.6,31326.36,29636.46,35313.75,57460.47,76165.47,2.967,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,902164,80.7,11,1.7,1.3,0.2,1.4,3.7,,1.019274362326543,2778.617876512218,both
2682,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2006,24506488.0,13543816.0,21609828.0,2002,2018,0.8818002808072704,,,1984855.0,614159.0,908135.0,142400.0,24805.0,21739.0,27828.0,19350,1960170.0,11.1,9.5,79.4,24.0,63.4,12.6,749928.0,39457.0,275926.0,306738.0,96539.0,31268.0,5.26,48934.0,65064.0,34.7,48.4,16.9,33484.33,1027465.58,1060949.92,3.15,96.85,2.59,34297.6,301557.0,14.1,1.25,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,0,0,158498436.3,31006.25,27173.75,34785.0,61167.5,81330.0,3.2375,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,952847,79.5,10.8,1.9,1.4,0.4,1.6,4.4,,1.102250351009088,2779.896024969516,both
2683,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2007,26036447.0,14373907.0,20653023.0,2002,2018,0.793235075430991,,,2032496.0,632524.0,934501.0,142370.0,25886.0,23261.0,29669.0,20146,2005069.0,10.5,9.7,79.7,24.1,63.2,12.7,759218.0,34191.0,287635.0,306676.0,96651.0,34065.0,4.5,50893.0,69095.0,32.2,49.4,18.4,42849.92,1056199.67,1099049.58,3.89,96.11,2.79,34297.6,285839.0,13.96,1.21,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,0,0,153926617.6,31322.06,28145.81,35899.49,61580.53,83604.95,3.3759,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,969861,80.5,10.3,1.7,1.2,0.3,1.3,4.7,,0.9598144412714992,2779.1694851508114,both
2684,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2008,26201053.4722,15177956.7796,24331497.0922,2002,2018,0.9286457553325614,,,2054574.0,642485.0,949871.0,138273.0,25215.0,21727.0,28888.0,20526,2026660.0,11.9,9.6,78.5,23.7,62.9,13.4,749772.0,36751.0,288474.0,311629.0,86464.0,26454.0,4.9,50375.0,66810.0,33.5,48.1,18.4,68420.0,1050968.83,1119388.83,6.1,93.9,3.3,34297.6,270121.0,13.81,1.17,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,0,0,169298966.3,29501.55,25420.59,33798.96,58938.75,78167.7,3.861,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,992845,81.4,9.2,1.6,1.2,0.4,1.7,4.6,,1.0865155337390968,2776.3944118670875,both
2685,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2009,23530787.372,14408223.8458,25611213.5646,2002,2018,1.0884129442721309,,,2082421.0,683804.0,920804.0,149314.0,23474.0,20386.0,26682.0,18695,2051208.0,13.4,10.5,76.1,23.8,62.8,13.4,740669.0,40995.0,283816.0,306365.0,78853.0,30640.0,5.53,46946.0,64148.0,36.5,46.7,16.8,116050.17,990324.75,1106374.92,10.49,89.51,2.36,34297.6,254403.0,13.81,1.17,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,0,0,165213604.6,27464.58,23851.62,31217.94,54926.82,75053.16,2.7612,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,938873,80.8,9,1.8,1,0.4,2,4.9,,1.273443144798393,2789.9893604510817,both
2686,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2010,25569156.1274,15191098.0932,26077828.954,2002,2018,1.0198940013532518,,,2140795.0,715538.0,923344.0,164209.0,22853.0,21231.0,26206.0,18748,2107141.0,,0.0,0.0,23.4,64.2,12.4,748210.0,39972.0,282818.0,308835.0,89942.0,26643.0,5.34,46478.0,62739.0,37.4,46.2,16.4,126244.75,1011145.08,1137389.83,11.1,88.9,2.79,34297.6,238685.0,14.41,1.15,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,0,0,168820712.9,26280.95,24415.65,30136.9,53449.7,72149.85,3.2085,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,964320,82.1,9.2,1.6,1.1,0.3,1.4,4.4,,1.1728781015562395,2773.943224165371,both
2687,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2011,27704395.5714,15052979.4252,24662225.1224,2002,2018,0.8901917769272499,,,2171360.0,741925.0,901218.0,172054.0,22950.0,21109.0,26765.0,20234,2131119.0,,0.0,0.0,23.2,64.3,12.5,765469.0,46725.0,296186.0,314218.0,79827.0,28513.0,6.1,46123.0,63327.0,37.9,46.1,16.0,115106.17,1031838.5,1146944.67,10.04,89.96,3.53,34297.6,222967.0,14.26,1.12,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,0,0,192664668.2,25704.0,23642.08,29976.8,51657.76,70926.24,3.9536,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,990313,80.7,9.3,2.5,1.3,0.5,1.7,4,,0.99701479015852,2798.8931692836272,both
2688,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2012,28789747.7972,15866262.7816,27107700.5874,2002,2018,0.941574784827966,,,2223674.0,766094.0,924356.0,172438.0,23335.0,20293.0,27463.0,18844,2184723.0,,0.0,0.0,22.8,64.2,13.0,778693.0,45176.0,316861.0,304832.0,87421.0,24403.0,5.8,46020.0,63219.0,38.1,44.8,17.1,97719.0,1064894.83,1162613.83,8.41,91.59,3.62,34297.6,227160.0,14.64,1.09,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,0,0,205949212.0,25435.15,22119.37,29934.67,50161.8,68908.71,3.9458,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,1013308,80.8,9.2,2,1.2,0.6,1.7,4.6,,1.026316515462483,2822.0282413657783,both
2689,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2013,29259947.8422,15278542.0134,27972421.3614,2002,2018,0.9559969659637236,,,2267846.0,799445.0,904928.0,201210.0,23575.0,22029.0,26863.0,19726,2221209.0,17.1,11.3,71.6,22.7,63.9,13.4,780174.0,45740.0,311491.0,310172.0,88985.0,23786.0,5.86,46962.0,63634.0,36.7,45.9,17.4,82174.67,1097222.17,1179396.83,6.97,93.03,3.53,34297.6,232141.0,13.76,1.08,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,0,0,210658322.9,25461.0,23791.32,29012.04,50718.96,68724.72,3.8124,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,1043841,80.7,9.7,1.7,1,0.5,1.3,5.1,,1.0324767232408216,2851.3466789232307,both
2690,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2014,29365783.3176,15605722.1346,27445470.161,2002,2018,0.9346071195911506,,,2321418.0,812160.0,930984.0,187621.0,23778.0,21965.0,27444.0,17458,2278558.0,16.7,11.6,71.7,22.5,63.7,13.8,800299.0,48132.0,312363.0,322554.0,87285.0,29965.0,6.01,48270.0,67825.0,36.1,45.4,18.5,72101.33,1131511.92,1203613.25,5.99,94.01,3.41,34297.6,241056.0,13.68,1.06,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,1,0,202898267.9,25204.68,23282.9,29090.64,51166.2,71894.5,3.6146,0,0,0,2015.0,,0.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,1068054,79.8,9.9,2,0.9,0.6,1.2,5.6,,0.9906835467666197,2898.3743073697046,both
2691,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2015,28230985.1696,15976250.0048,26670465.231,2002,2018,0.944723149786483,,,2387138.0,811223.0,937038.0,227640.0,25610.0,23676.0,29629.0,18884,2342948.0,15.0,11.5,73.5,22.2,63.7,14.1,845295.0,46394.0,324612.0,337416.0,101687.0,35186.0,5.49,51077.0,70292.0,34.1,46.2,19.7,62989.83,1157824.58,1220814.42,5.16,94.84,2.41,34297.6,246935.0,13.7,1.06,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,1,1,197118687.0,27146.6,25096.56,31406.74,54141.62,74509.52,2.5546,38,0,0,2015.0,,1.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,1132837,80.8,9,2.2,0.7,0.4,1.4,5.4,,1.001406538773672,2958.34215667908,both
2692,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2015,972546.0,646527.0,2116764.0,2015,2018,2.1765181287054802,,,2387138.0,811223.0,937038.0,227640.0,25610.0,23676.0,29629.0,18884,2342948.0,15.0,11.5,73.5,22.2,63.7,14.1,845295.0,46394.0,324612.0,337416.0,101687.0,35186.0,5.49,51077.0,70292.0,34.1,46.2,19.7,62989.83,1157824.58,1220814.42,5.16,94.84,2.41,34297.6,246935.0,13.7,1.06,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,1,1,197118687.0,27146.6,25096.56,31406.74,54141.62,74509.52,2.5546,38,0,0,2015.0,,1.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,1132837,80.8,9,2.2,0.7,0.4,1.4,5.4,,2.307109216427809,2958.34215667908,both
2693,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2016,26271161.118,16322792.63,24853579.0994,2002,2018,0.9460403743773347,,,2441257.0,820902.0,951194.0,229967.0,26421.0,24024.0,31303.0,18878,2399834.0,14.7,10.7,74.6,22.2,63.5,14.3,862521.0,50250.0,319637.0,340916.0,112600.0,39118.0,5.83,52385.0,71881.0,31.7,47.1,21.2,56076.92,1203394.83,1259471.75,4.45,95.55,2.21,34297.6,250694.0,13.59,1.05,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,1,2,181876110.4,27742.05,25225.2,32868.15,55004.25,75475.05,2.3205,37,0,0,2015.0,,1.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,1154782,80.5,9.1,1.9,1.1,0.4,1.3,5.8,,0.9933423930962014,2990.87248751623,both
2694,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2016,887224.0,646445.0,1973864.0,2015,2018,2.2247639829400465,,,2441257.0,820902.0,951194.0,229967.0,26421.0,24024.0,31303.0,18878,2399834.0,14.7,10.7,74.6,22.2,63.5,14.3,862521.0,50250.0,319637.0,340916.0,112600.0,39118.0,5.83,52385.0,71881.0,31.7,47.1,21.2,56076.92,1203394.83,1259471.75,4.45,95.55,2.21,34297.6,250694.0,13.59,1.05,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,1,2,181876110.4,27742.05,25225.2,32868.15,55004.25,75475.05,2.3205,37,0,0,2015.0,,1.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,1154782,80.5,9.1,1.9,1.1,0.4,1.3,5.8,,2.336002182087049,2990.87248751623,both
2695,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2017,25325690.046,16489060.2318,23324366.0336,2002,2018,0.9209765258610951,,,2509831.0,900783.0,912068.0,228154.0,26789.0,25696.0,31255.0,21939,2465956.0,14.1,10.7,75.2,22.1,63.4,14.5,875259.0,45443.0,318254.0,357768.0,113456.0,40338.0,5.19,55089.0,77135.0,30.8,45.6,23.6,49070.67,1253852.83,1302923.5,3.77,96.23,2.46,34297.6,257728.0,13.62,1.02,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,1,3,165747054.3,27324.78,26209.92,31880.1,56190.78,78677.7,2.5092,37,0,0,2015.0,,1.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,1199750,79.2,9.7,1.8,1.3,0.4,1.8,5.8,,0.939396056378317,3065.1215002594154,both
2696,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2017,851881.0,623242.0,1983617.0,2015,2018,2.3285141938838874,,,2509831.0,900783.0,912068.0,228154.0,26789.0,25696.0,31255.0,21939,2465956.0,14.1,10.7,75.2,22.1,63.4,14.5,875259.0,45443.0,318254.0,357768.0,113456.0,40338.0,5.19,55089.0,77135.0,30.8,45.6,23.6,49070.67,1253852.83,1302923.5,3.77,96.23,2.46,34297.6,257728.0,13.62,1.02,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,1,3,165747054.3,27324.78,26209.92,31880.1,56190.78,78677.7,2.5092,37,0,0,2015.0,,1.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",0,0,0,3,3,F,24,,1199750,79.2,9.7,1.8,1.3,0.4,1.8,5.8,,2.375084477761565,3065.1215002594154,both
2697,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2018,24281359.252,16599944.635,21651316.4349,2002,2018,0.8916846956628522,,,2574791.25,963113.5,886262.5,227376.0,27267.75,27037.0,31637.5,24233.25,2529769.0,13.58,10.5,75.93,22.03,63.28,14.7,889119.0,42801.75,315973.0,371282.0,116826.25,42236.0,4.81,57444.0,81472.75,29.53,44.7,25.78,43032.36,1301668.82,1344701.18,3.2,96.8,2.71,,263943.25,13.46,1.0,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,1,4,150765155.4,27267.75,27037.0,31637.5,57444.0,81472.75,2.71,37,0,0,2015.0,,1.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",90,68,79,3,3,F,24,,1238962.25,78.15,10.175,1.65,1.55,0.4,2.15,5.9,,0.8916846956628522,3138.0235839065335,both
2698,36740.0,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2018,1114859.0,778544.0,1917043.5,2015,2018,1.7195389730898705,,,2574791.25,963113.5,886262.5,227376.0,27267.75,27037.0,31637.5,24233.25,2529769.0,13.58,10.5,75.93,22.03,63.28,14.7,889119.0,42801.75,315973.0,371282.0,116826.25,42236.0,4.81,57444.0,81472.75,29.53,44.7,25.78,43032.36,1301668.82,1344701.18,3.2,96.8,2.71,,263943.25,13.46,1.0,2014,https://newsroom.uber.com/florida/orlando-your-uber-is-arriving-now/,1,4,150765155.4,27267.75,27037.0,31637.5,57444.0,81472.75,2.71,37,0,0,2015.0,,1.0,"https://www.orlandoweekly.com/Blogs/
archives/2019/03/19/juice-bike-share-squeezed-out-of-orlando
https://www.orlandoweekly.com/orlando/dockless-lime-bikes-are-suddenly-everywhere-are-they-orlandos-answer-to-public-transits-missing-mile/Content?oid=23235",90,68,79,3,3,F,24,,1238962.25,78.15,10.175,1.65,1.55,0.4,2.15,5.9,,1.7195389730898705,3138.0235839065335,both
2699,36780.0,"Oshkosh-Neenah, WI Metro Area",Bus,2002,892133.0,588909.0,424488.0,2002,2018,0.47581246293994284,,,126315.0156,92715.84375,27516.89063,956.328125,26308.79688,25994.5,26541.84375,-65.65625,147696.25,11.15,13.19,76.0,24.9,62.83,12.27,67132.42,4934.94,16285.36,28658.81,14008.11,3245.2,7.35,39005.90625,43535.95313,39.46,52.45,8.09,4562.92,87665.0,92227.92,4.95,95.05,1.36,,31018.0,15.44,1.4,2015,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&cad=rja&uact=8&ved=2ahUKEwjR7uu728zkAhVPiqwKHcr3A18QFjACegQICxAH&url=https%3A%2F%2Fwww.thenorthwestern.com%2Fstory%2Fmoney%2F2015%2F12%2F18%2Fuber-enters-oshkosh-fdl-while-taxis-watch%2F77579688%2F&usg=AOvVaw1PAfBSYVfIa44DAJFsq7Y5,0,0,2099742.558,36832.31563000001,36392.3,37158.58125,54608.26875,60950.33437999999,1.904,0,0,0,,,0.0,,0,0,0,3,3,F,32,,64028.28125,88.7625,3.9375,1.1,2.3,0.9,0.3,2.7,,0.6661374481159199,2690.853710459281,both
