CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,WEIGHTED_POP_DENSITY,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,YEARS_SINCE_TNC_BUS_SQRD,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,WEIGHTED_POP_DENSITY_log_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,YEARS_SINCE_TNC_BUS_SQRD_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,0,2012,190,2343609205.7899985,2507911504.070001,2541057031.46,33145527.389999144,2553626628.8025527,-6082006.747432869,63085771.1402763,1.0286104989827312,10203922.055973586,4.155065925295697,31961.890930849346,9.927538933129442,8152.693663548661,4.986391014604226,0.467183603433118,0.0,0.7362086507158924,0.14511544885119143,0.0,-24786152.818363033,646600.0946360771,3914413.3805947304,5456635.42577548,5384681.20740281,-2023025.7881381735,25062904.745510377,-196390.49894748777,-15237564.92452636,0.0,-2863977.275288455,366570.78150029335,0.0,-4275305.66984373,-4351111.038035489,37496638.42803464,0.0,33145527.389999144
1.0,0,2013,190,2343609205.7899985,2541057031.46,2538567549.7399993,-2489481.7200006917,2522954579.5456486,-30672049.256903954,63773720.658952214,1.0456450344508366,10311464.565676577,3.9771470902218127,32194.009193920487,9.671152596483758,8213.133187814647,4.989266195655893,1.261915749163089,0.0,2.4653080033120993,0.14511544885119143,0.0,27586185.111889314,-13693874.055832993,3662765.9508680208,-21126128.307968978,-5307833.713740824,-4738039.29286212,26543335.10055954,-3170.250281916675,-33309514.005515054,0.0,-8702034.886785407,0.0,0.0,-29088308.349670418,-29205129.81794116,26715648.097940467,0.0,-2489481.7200006917
1.0,0,2014,190,2343609205.7899985,2538567549.7399993,2510923486.29,-27644063.449999895,2475642779.2938447,-47311800.25180398,63820102.6307382,1.0470341351127865,10454115.480102912,3.7685585642589814,32542.07962107247,9.637057963343773,8292.89815236484,5.146315104718326,2.120964351735612,0.0,5.8481881042107995,0.4317981623087539,0.0,5096695.153544853,-3811561.5646854797,4347044.623370076,-26325914.491842628,-7719823.737114789,-1168024.1114282627,31150635.86788002,-312109.9240642635,-35654252.336049184,0.0,-16831466.895700492,3962968.3682809873,0.0,-47265809.04780917,-47290770.24402778,19646706.79402788,0.0,-27644063.449999895
1.0,0,2015,190,2343609205.7899985,2510923486.29,2445688116.9100003,-65235369.37999947,2300096916.8588285,-175545862.43501657,64711785.33893231,1.0699448499050876,10569667.223514393,2.8808185232590495,33732.32853022406,9.468552218489235,8370.46620833334,5.298295765704823,3.1209643517356125,0.0,11.090116807682024,0.7025181822261237,0.0,29115936.36655016,-22646119.053711906,3752414.540032831,-126709599.53272153,-29813708.123133868,-2337109.2439716086,29808810.737303812,-256349.9522527111,-40290943.51461403,0.0,-25491534.452862952,3389619.951965681,0.0,-181478582.2774161,-179185861.07198358,113950491.69198415,0.0,-65235369.37999947
1.0,0,2016,190,2343609205.7899985,2445688116.9100003,2323506881.359999,-122181235.55000073,2191318176.6053877,-108778740.2534402,65562722.746784426,1.0928561760138216,10650570.694897925,2.533702832636032,34524.787184347566,9.322533573238076,8410.790442907273,5.716991005517738,4.120964351735612,0.0,18.33204551115325,0.9814587809295824,0.0,27904034.07083746,-17991409.158251587,2829070.7136991736,-53539603.64477005,-19189437.774639286,-2358568.055036002,16732730.314104905,-805608.8952481416,-39244159.49383605,0.0,-34149378.60654185,3288159.058393658,0.0,-116524171.47128774,-115008134.67198497,-7173100.87801574,0.0,-122181235.55000073
1.0,0,2017,190,2343609205.7899985,2323506881.359999,2230802098.420001,-92704782.9399985,2194875429.344327,3557252.7389391474,65759262.89341364,1.0576880907300021,10755315.17638435,2.7568195859303786,35266.14591516355,9.210791892256104,8479.242187990143,5.875594575896574,5.120964351735612,0.0,27.573974214624474,0.9814587809295824,0.0,14285751.725188904,27622740.499059077,3284447.705270837,34853808.1511326,-18976276.861605234,-2462057.11372753,23669208.113272805,-297082.8516283484,-37283607.017040156,0.0,-41312808.816185296,0.0,0.0,3384123.533737658,2267079.361914365,-94971862.30191286,0.0,-92704782.9399985
1.0,0,2018,190,2343609205.7899985,2230802098.420001,2176386602.559999,-54415495.86000177,2130259812.8219736,-64615616.52235384,65881301.87043113,1.0269456277795277,10831877.010582186,3.0717382596775247,36109.529790914865,9.0960022520676,8566.06058803962,6.0992210636339275,6.120964351735612,0.0,38.81590291809571,1.0,0.5003607953889715,10971404.00438015,22691368.354105975,2542981.1196866226,42821116.35674413,-19296218.039846662,-2247860.647955276,28169178.593266603,-399226.6186354276,-35796041.50842767,0.0,-48129679.37058587,157984.36978162333,-67983272.47359039,-66498265.861076206,-68278213.40993294,13862717.549931183,0.0,-54415495.86000177
1.0,1,2002,150,1291883222.0549994,0.0,1291883222.0549994,0.0,1157747799.5049121,0.0,49905531.05526893,1.6551250194207567,8442209.19020265,1.9540747258952993,43649.385696203666,11.214954234020254,7844.36414701672,3.8878278728014695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291883222.0549994,1291883222.0549994
1.0,1,2003,150,1291883222.0549994,1291883222.0549994,1280048422.5410004,-11834799.513999183,1256034018.6103485,98286219.10543667,53571402.21845157,1.6421884260644388,8583985.838943832,2.229752978649156,42659.874080798734,11.121219619681959,7844.167775867883,3.8878278728014695,0.0,0.0,0.0,0.0,0.0,66164913.36055023,3112360.183539957,2776715.3049562816,28242237.584082514,10784722.144881047,-886618.7542779793,-36733.1436558656,0.0,0.0,0.0,0.0,0.0,0.0,110157596.68007621,112484537.88217553,-124319337.3961747,0.0,-11834799.513999183
1.0,1,2004,160,1299579109.0549994,1280048422.5410004,1353575032.9800003,65830723.439000234,1338672758.8290825,75202987.67311975,53708990.877048954,1.6209756981252212,8753941.608510016,2.552182953498965,41272.42816614209,11.00738066376549,7821.995392326476,3.881978123731513,0.0,0.0,0.0,0.0,0.0,22813038.988077365,9918414.91021841,3331930.5346619445,30275735.762849137,14739844.462398887,-872659.5912545286,12515.517122574322,0.0,0.0,0.0,0.0,0.0,0.0,80218820.5840738,83071040.9024217,-17240317.463421464,7695887.0000000065,73526610.43900023
1.0,1,2005,180,1341098432.0549996,1353575032.9800003,1433053203.5989985,37958847.618998334,1423747200.145265,44868053.87147159,52595806.48778884,1.629455604390699,8799450.802100662,3.017128072462577,40030.66458943662,10.753021047411119,7772.800108081786,3.8993440000499047,0.0,0.0,0.0,0.0,0.0,-2724008.369103373,-7492035.670340062,3626953.1736095436,40943512.50877395,14335578.037684238,-994499.8084282028,117481.85231941883,0.0,0.0,0.0,0.0,0.0,0.0,47812981.72451552,48158427.703509204,-10199580.08451087,41519322.99999996,79478170.61899829
1.0,1,2006,180,1341098432.0549996,1433053203.5989985,1493228483.3160005,60175279.71700171,1502388690.3298354,78641490.1845708,54277702.861450545,1.6849911104270487,9046881.87441285,3.309345941287876,38265.96712822798,10.690039064517148,7770.6723869650095,4.168826500328511,0.0,0.0,0.0,0.0,0.0,48915324.139065474,-19068415.424542043,4906814.829208788,24774489.571933076,23550702.978081938,-700285.1211010987,-410802.51319467986,-286453.14502909046,0.0,0.0,0.0,0.0,0.0,81681375.31442237,82467699.30496772,-22292419.587965984,0.0,60175279.71700171
1.0,1,2007,180,1341098432.0549996,1493228483.3160005,1522929524.6890004,29701041.372999795,1580475860.5208216,78087170.1909858,57873478.2597212,1.675610256919935,9110061.886575734,3.4731413117012506,38787.43893430093,10.53500536120409,7774.450391615065,4.376763616468366,0.0,0.0,0.0,0.0,0.0,72234191.41065136,5704796.960191692,1402862.5485122774,13606919.343761986,-7006701.084623566,-1660188.536745412,796387.3486428619,-240530.22375438357,0.0,0.0,0.0,0.0,0.0,84837737.76663683,84493426.0758968,-54792384.70289701,0.0,29701041.372999795
1.0,1,2008,180,1341098432.0549996,1522929524.6890004,1598394722.8410003,75465198.15200022,1636791758.0771797,56315897.55635857,59190978.788533956,1.7264680452275047,9152958.6189815,3.9066050504493903,38713.03686241014,10.675637985237154,7771.8949608857565,4.462079580463028,0.0,0.0,0.0,0.1842985022518195,0.0,36547817.1960812,-20125488.929070182,1177262.8488940466,34809174.25762178,512927.4810703073,1608708.9709304334,-664149.5915070211,-95977.4128925823,0.0,0.0,0.0,1558203.3689423057,0.0,55328478.19007029,55222068.75147912,20243129.40052109,0.0,75465198.15200022
1.0,1,2009,190,1352446773.0549996,1598394722.8410003,1579728635.7830002,-30014428.058000095,1549179715.723203,-103874272.15930937,58729717.33104209,1.8313030961984762,9087561.761973348,2.8481788583910745,37098.473637609175,10.783894183047616,7740.283614909076,4.6371391157330635,0.0,0.0,0.0,0.18275205895289504,0.0,9912706.047632014,-44205539.8652907,-386624.6530359365,-92249800.39926293,25013484.881594386,1554602.9355472557,-527687.393036746,-211273.80568743238,0.0,0.0,0.0,0.0,0.0,-101100132.25154011,-101181919.46837327,71167491.41037317,11348341.000000006,-18666087.058000095
1.0,1,2010,190,1352446773.0549996,1579728635.7830002,1584263531.962,4534896.178999625,1641144656.2380347,91964940.51483208,58766157.96285013,1.8368621119109705,9090353.492718248,3.304640040579337,36240.30916041089,11.056148122160392,7782.443065819739,4.868291791471442,0.0,0.0,0.0,0.19630156169495583,0.0,53019380.54011066,-1313832.780351432,522378.38666617963,43807546.98707945,13673538.53608868,3233448.662991498,8896016.85730789,-277066.9360250644,0.0,0.0,0.0,162773.3186780992,0.0,121724183.57254599,122941036.72621639,-118406140.54721673,0.0,4534896.178999629
1.0,1,2011,190,1352446773.0549996,1584263531.962,1649966415.230001,65702883.268000945,1710270065.9604602,69125409.72242488,58871399.713951595,1.8525560539485535,9174485.10657718,4.055870713359605,35638.53535884144,11.352815105037676,7719.561278795093,4.8350640760997035,0.0,0.12133579081734876,0.0,0.3604247071098425,0.0,6550904.334880198,-5707794.481115621,1954025.661898979,63257802.87893816,9530180.102743344,3477349.639915657,-13527768.582085807,46617.596189882206,0.0,-1947911.8821428418,0.0,1301041.8486184278,0.0,64934447.117840394,65475912.521837026,226970.74616392702,0.0,65702883.268000945
1.0,1,2012,190,1352446773.0549996,1649966415.230001,1684310468.9199998,34344053.68999935,1766340596.281443,56070530.32098339,60457710.145095356,1.8668569616507946,9280436.280252794,4.0846220299048195,35300.33081386801,11.23972237037664,7797.35511938087,4.893132502461209,0.0,0.6155071260672426,0.0,0.3661150508285945,0.0,40603618.70689197,-3589805.917339856,2478488.022320157,2331505.742097422,5418498.111714551,-1366840.4498895134,19486856.56419737,-75398.96469479322,0.0,-8417508.9309565,0.0,59138.181026328544,0.0,56928551.06536713,58047055.565629534,-23703001.875630178,0.0,34344053.68999934
1.0,1,2013,190,1352446773.0549996,1684310468.9199998,1692923428.0300004,8612959.110000275,1737013551.7935355,-29327044.48790755,61750753.68779657,1.9981744926374976,9375046.157741724,3.926088050951741,35592.93285474704,10.9029917325373,7877.361077830966,4.894321356780457,0.0,1.5414006731873224,0.0,0.3661150508285945,0.0,37825847.72019572,-47443784.08132338,2245614.7395475693,-13061501.407483054,-5175789.10737343,-4118950.865924795,20266789.35936469,-3843.0268545798745,0.0,-16162413.679519756,0.0,0.0,0.0,-25628030.349371027,-26530210.75300742,35143169.8630077,0.0,8612959.110000275
1.0,1,2014,190,1352446773.0549996,1692923428.0300004,1741056553.210001,48133125.180000454,1787001176.8392653,49987625.04572931,63643197.21424012,1.969923624761375,9486730.781044452,3.715583470496229,35727.23549937723,10.871178702156431,7968.4080383221635,5.152355851357278,0.0,2.494218557327887,0.0,0.5941862182810794,0.0,52215097.50853957,9380453.323253492,2649812.142238478,-17912111.661367252,-3129330.4331430336,-465368.83497554937,21935932.763593163,-312371.3021305677,0.0,-16803061.69466898,0.0,2214840.3808486573,0.0,49773892.19218798,50120173.732191995,-1987048.5521915406,0.0,48133125.180000454
1.0,1,2015,190,1352446773.0549996,1741056553.210001,1722971062.7099998,-18085490.50000111,1661676751.5746846,-125324425.26458095,64308996.304082155,2.1113343213137847,9584601.02296678,2.735485757866729,36739.74745578929,10.87640407924735,8055.164560987903,5.171151569614404,0.0,3.494218557327887,0.0,0.903088198161814,0.0,26243071.648671724,-46402885.43480855,2454154.6633801786,-95181831.51327243,-18120226.672611173,-152814.72774102655,21236204.015140675,-41299.52521106099,0.0,-18349119.182553895,0.0,2834882.668655686,0.0,-125479864.06034985,-124194969.46308154,106109478.96308044,0.0,-18085490.50000111
1.0,1,2016,190,1352446773.0549996,1722971062.7099998,1698078950.2549999,-24892112.455000028,1623583064.2418334,-38093687.33285067,64805365.64051506,2.160690461665724,9657893.191145496,2.4329158708439804,37555.672378755145,10.791084159650731,8092.734464826765,5.677361832437633,0.0,4.494218557327888,0.0,0.9949070995737295,0.0,33307428.00618925,-14794416.545481227,1848851.249006903,-35482044.871956125,-13236376.743857432,-1254329.9174259165,9980378.750278829,-652385.9551470723,0.0,-18158514.908357505,0.0,1021425.5710521246,0.0,-37419985.36569817,-38076485.9151347,13184373.460134674,0.0,-24892112.455000028
1.0,1,2017,190,1352446773.0549996,1698078950.2549999,1666633095.772,-31445854.482999638,1687168790.9899802,63585726.748147115,66735181.12596434,2.118481714696656,9754078.666490065,2.646718370764222,38405.561053344514,10.599578799472678,8169.517887168051,5.827541550233182,0.0,5.494218557327887,0.0,0.9949070995737295,0.0,42201448.794645764,11223934.652123546,2261983.122056055,25277170.628875498,-13389637.03066615,-2077532.0065983713,17750093.28794148,-193026.7499336892,0.0,-17896175.159944266,0.0,0.0,0.0,65158259.53849988,65478924.83786325,-96924779.32086289,0.0,-31445854.482999638
1.0,1,2018,190,1352446773.0549996,1666633095.772,1636184633.7979994,-30448461.974000704,1667889678.3902476,-19279112.5997333,67555407.467289,2.1052356139721016,9837103.510664605,2.919367221764101,39343.20567306976,10.440060897175552,8260.951909718413,6.066728904285649,0.0,6.494218557327887,0.0,1.0,0.6424053460325477,15753823.28588935,726121.7891538832,1973837.2133332035,30263173.852465935,-14150747.564544488,-1782550.897720558,20849739.946085867,-299908.407183033,0.0,-17564765.056899663,0.0,47453.15802908473,-56431920.48305152,-20615743.164441936,-22018860.805614583,-8429601.168386128,0.0,-30448461.974000704
2.0,0,2002,1256,674260945.3599999,0.0,674260945.3599999,0.0,640596290.8589385,0.0,12298795.930712385,0.9233154856221013,2339285.0969665637,1.9494380990215507,35597.43317541816,7.464844372136726,3596.494764421882,3.3255614214014693,0.0,0.0,0.0,0.04870360685426724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674260945.3599999,674260945.3599999
2.0,0,2003,1279,709267130.3599999,674260945.3599999,725430146.03,16163015.669999955,707387281.5862412,32882754.189451583,12509046.874974579,0.8857150476299811,2370118.4079501657,2.2113140564590084,34987.079425811455,7.398225947444911,3573.710268313192,3.408204059336496,0.0,0.0,0.0,0.046299819340749754,0.0,90674171.16328554,-1447019.1023481097,2135843.3996918043,14438541.725345515,5111527.146120644,-76508.23869578427,2833.5129558442914,0.0,0.0,0.0,0.0,0.0,0.0,110839389.6063554,107996763.15589035,-91833747.48589039,35006185.000000015,51169200.669999965
2.0,0,2004,1391,736842324.336,725430146.03,767702315.4249997,14696975.418999908,764231836.3246535,32601779.815350365,11992429.793737045,0.8651909314909059,2375074.5034157815,2.5347267034494236,34011.28017061645,7.312107422462694,3590.5491128889835,3.4379856250924816,0.0,0.0,0.0,0.04456711960675246,0.0,-543969.8403427696,6432036.308279744,2604163.801026968,16884208.319460884,8072687.767665215,-202951.34916713234,20020.377267026124,0.0,0.0,0.0,0.0,0.0,0.0,33266195.384189937,33611032.304514214,-18914056.885514304,27575193.976000004,42272169.39499991
2.0,0,2005,1415,750740416.336,767702315.4249997,810479331.8469999,28878924.422000363,819416668.9345094,40298079.39920258,11853625.628571574,0.8655933487607567,2445539.5046130707,2.9926741447803624,33066.44752604982,7.261563714030677,3567.3537585528516,3.4465386723882774,0.0,0.0,0.0,0.04374207020886253,0.0,2916847.5676557375,-265704.79933101527,2704414.119501942,23294253.307965428,7858299.25106527,-152422.22369565663,-49185.344748487965,0.0,0.0,0.0,0.0,0.0,0.0,36306501.87841321,36655031.753741376,-7776107.331741016,13898091.99999999,42777016.422000356
2.0,0,2006,1439,766487680.336,810479331.8469999,870033225.711,43806629.863999836,880926932.3737396,44491066.59013275,11826504.497719938,0.8553054906861401,2503665.38962872,3.2755580783176774,31598.405610027872,7.28592337747966,3548.3528427408687,3.6430767145026084,0.0,0.0,0.0,0.0428434022391653,0.0,6479415.464154349,7138064.832399275,3248443.714379992,13755853.998319406,13175729.80100171,-9173.563187570157,129458.89384869114,-138851.00432207825,0.0,0.0,0.0,0.0,0.0,43778942.13659377,45360468.580542944,-1553838.7165431103,15747264.000000026,59553893.863999896
2.0,0,2007,1460,775175948.335,870033225.711,885259382.3059999,6537888.595999952,888249276.3284564,-1199956.9807386533,11803100.918584868,0.8857158512476906,2518539.237695869,3.459663129612052,31909.85697224046,7.212305574509889,3556.049939062152,3.8067330001365636,0.0,0.0,0.0,0.04236320808267431,0.0,8736529.443162503,-11649461.037261477,1274095.2964444621,8977430.646177353,-3822833.042000211,-425908.0139493254,-71098.53859028337,-122678.88357778844,0.0,0.0,0.0,0.0,0.0,2896075.870405233,2837371.2043544417,3700517.3916455107,8688267.999000002,15226156.594999952
2.0,0,2008,1460,775175948.335,885259382.3059999,949307503.0760002,64048120.77000032,927640366.615674,39391090.28721767,11990769.077905467,0.8851089358829429,2524515.639175809,3.8725424269698863,31686.704638310177,7.448717879229375,3555.363183482937,3.881345238102059,0.0,0.0,0.0,0.04236320808267431,0.0,13547511.845188975,1983751.3132170616,616491.2553107368,19480809.586110372,2385350.3665762423,1462908.1537113541,-148532.34370405023,-25910.01903472207,0.0,0.0,0.0,0.0,0.0,39302380.157375984,40280693.33155031,23767427.438450012,0.0,64048120.77000032
2.0,0,2009,1460,775175948.335,949307503.0760002,873899031.6029997,-75408471.47300065,845818629.508218,-81821737.1074558,11652351.168357909,1.009703240394342,2506071.667382665,2.8180487917262496,30076.983072993557,7.524410198960382,3560.850917645206,4.0851410579337,0.0,0.0,0.0,0.04236320808267431,0.0,-10831666.59929671,-37990077.76002556,-532946.5853604613,-54835730.910186596,17497057.84711661,429405.5450067921,1048063.0032312991,-155672.24246013208,0.0,0.0,0.0,0.0,0.0,-85371567.7019748,-83363747.78268959,7955276.309688979,0.0,-75408471.47300065
2.0,0,2010,1460,775175948.335,873899031.6029997,863582743.1219999,-10316288.48099963,869436098.5625732,23617469.054355506,11402112.159200044,1.008577380191361,2525060.0599148152,3.276646752268193,29582.618535540074,7.737351799632073,3558.3114329040304,4.094306469055858,0.0,0.0,0.0,0.04236320808267431,0.0,-9318182.355319623,1555084.8316480918,1035796.615014737,24446675.068257794,5080720.41979797,1629171.9893742122,362537.423277347,6992.211129044553,0.0,0.0,0.0,0.0,0.0,24798796.203179568,25375989.42527349,-35692277.90627313,0.0,-10316288.48099963
2.0,0,2011,1460,775175948.335,863582743.1219999,900330012.94,36747269.81799993,909267173.3245672,39831074.761993706,11216496.11273997,0.9905908530277457,2545345.659034776,4.016086928192954,28997.76170693388,7.954023302311748,3568.745651656454,4.180363145257028,0.0,0.0,0.0,0.05628394830065712,0.0,-9204370.93050928,4306770.59449067,826527.8714637106,34252705.06806787,6233226.850595859,1357757.1393547521,1698723.1580018357,-78631.23972589886,0.0,0.0,0.0,74482.70249994475,0.0,39467191.21423946,39427077.33133105,-2679807.5133311306,0.0,36747269.81799993
2.0,0,2012,1460,775175948.335,900330012.94,924998751.344,24668738.40399979,910354917.4890199,1087744.164452604,10989630.651941728,0.9872530427691605,2572905.8684102283,4.033301170578586,28718.1861255934,8.007631776598279,3575.800093640581,4.206388093960134,0.0,0.0,0.0,0.0961753958312716,0.0,-6424600.286398316,-845287.4588633741,1141643.557598638,766000.5846266252,3592618.0135388128,277538.34672988846,2498920.7367046797,-6438.091795002597,0.0,0.0,0.0,213858.9351353134,0.0,1214254.337277266,1379142.048674759,23289596.355325047,0.0,24668738.40399979
