,CBSA,Mode,Year,Mechanical_Failures,Other_Failures,Total_Failures
1425,19100.0,Rail,2016,132.0,229.0,361.0
1426,19100.0,Rail,2017,313.0,246.0,559.0
1427,19100.0,Rail,2018,232.0,91.0,323.0
1428,19340.0,Bus,2002,122.0,172.0,294.0
1429,19340.0,Bus,2003,254.0,133.0,387.0
1430,19340.0,Bus,2004,158.0,106.0,264.0
1431,19340.0,Bus,2005,155.0,132.0,287.0
1432,19340.0,Bus,2006,127.0,162.0,289.0
1433,19340.0,Bus,2007,274.0,91.0,365.0
1434,19340.0,Bus,2008,200.0,76.0,276.0
1435,19340.0,Bus,2009,341.0,101.0,442.0
1436,19340.0,Bus,2010,262.0,112.0,374.0
1437,19340.0,Bus,2011,210.0,132.0,342.0
1438,19340.0,Bus,2012,156.0,60.0,216.0
1439,19340.0,Bus,2013,261.0,168.0,429.0
1440,19340.0,Bus,2014,379.0,222.0,601.0
1441,19340.0,Bus,2015,141.0,112.0,253.0
1442,19340.0,Bus,2016,278.0,228.0,506.0
1443,19340.0,Bus,2017,289.0,130.0,419.0
1444,19340.0,Bus,2018,412.0,93.0,505.0
1445,19380.0,Bus,2002,3133.0,3192.0,6325.0
1446,19380.0,Bus,2003,2350.0,2021.0,4371.0
1447,19380.0,Bus,2004,2308.0,1251.0,3559.0
1448,19380.0,Bus,2005,2923.0,1989.0,4912.0
1449,19380.0,Bus,2006,2861.0,1481.0,4342.0
1450,19380.0,Bus,2007,2712.0,1619.0,4331.0
1451,19380.0,Bus,2008,3292.0,1667.0,4959.0
1452,19380.0,Bus,2009,1727.0,1374.0,3101.0
1453,19380.0,Bus,2010,1524.0,1354.0,2878.0
1454,19380.0,Bus,2011,1129.0,1033.0,2162.0
1455,19380.0,Bus,2012,1367.0,1153.0,2520.0
1456,19380.0,Bus,2013,1790.0,1019.0,2809.0
1457,19380.0,Bus,2014,1851.0,504.0,2355.0
1458,19380.0,Bus,2015,3478.0,185.0,3663.0
1459,19380.0,Bus,2016,5134.0,249.0,5383.0
1460,19380.0,Bus,2017,2169.0,3124.0,5293.0
1461,19380.0,Bus,2018,2592.0,2134.0,4726.0
1462,19500.0,Bus,2002,202.0,15.0,217.0
1463,19500.0,Bus,2003,73.0,3.0,76.0
1464,19500.0,Bus,2004,36.0,10.0,46.0
1465,19500.0,Bus,2005,47.0,13.0,60.0
1466,19500.0,Bus,2006,69.0,12.0,81.0
1467,19500.0,Bus,2007,299.0,26.0,325.0
1468,19500.0,Bus,2008,450.0,48.0,498.0
1469,19500.0,Bus,2009,212.0,198.0,410.0
1470,19500.0,Bus,2010,241.0,138.0,379.0
1471,19500.0,Bus,2011,160.0,51.0,211.0
1472,19500.0,Bus,2012,227.0,109.0,336.0
1473,19500.0,Bus,2013,334.0,56.0,390.0
1474,19500.0,Bus,2014,188.0,38.0,226.0
1475,19500.0,Bus,2015,189.0,95.0,284.0
1476,19500.0,Bus,2016,163.0,72.0,235.0
1477,19500.0,Bus,2017,185.0,96.0,281.0
1478,19500.0,Bus,2018,181.0,72.0,253.0
1479,19660.0,Bus,2002,15.0,2.0,17.0
1480,19660.0,Bus,2003,26.0,3.0,29.0
1481,19660.0,Bus,2004,173.0,122.0,295.0
1482,19660.0,Bus,2005,271.0,77.0,348.0
1483,19660.0,Bus,2006,427.0,116.0,543.0
1484,19660.0,Bus,2007,417.0,245.0,662.0
1485,19660.0,Bus,2008,419.0,167.0,586.0
1486,19660.0,Bus,2009,453.0,207.0,660.0
1487,19660.0,Bus,2010,296.0,424.0,720.0
1488,19660.0,Bus,2011,370.0,182.0,552.0
1489,19660.0,Bus,2012,383.0,126.0,509.0
1490,19660.0,Bus,2013,469.0,93.0,562.0
1491,19660.0,Bus,2014,179.0,400.0,579.0
1492,19660.0,Bus,2015,175.0,428.0,603.0
1493,19660.0,Bus,2016,302.0,181.0,483.0
1494,19660.0,Bus,2017,329.0,90.0,419.0
1495,19660.0,Bus,2018,398.0,130.0,528.0
1496,19740.0,Bus,2002,1155.0,502.0,1657.0
1497,19740.0,Bus,2003,696.0,402.0,1098.0
1498,19740.0,Bus,2004,665.0,516.0,1181.0
1499,19740.0,Bus,2005,696.0,474.0,1170.0
1500,19740.0,Bus,2006,668.0,400.0,1068.0
1501,19740.0,Bus,2007,734.0,450.0,1184.0
1502,19740.0,Bus,2008,1194.0,865.0,2059.0
1503,19740.0,Bus,2009,992.0,535.0,1527.0
1504,19740.0,Bus,2010,1117.0,609.0,1726.0
1505,19740.0,Bus,2011,1028.0,882.0,1910.0
1506,19740.0,Bus,2012,1064.0,1312.0,2376.0
1507,19740.0,Bus,2013,993.0,1226.0,2219.0
1508,19740.0,Bus,2014,1005.0,1221.0,2226.0
1509,19740.0,Bus,2015,627.0,593.0,1220.0
1510,19740.0,Bus,2016,679.0,775.0,1454.0
1511,19740.0,Bus,2017,644.0,926.0,1570.0
1512,19740.0,Bus,2018,710.0,1507.0,2217.0
1513,19740.0,Rail,2002,0.0,0.0,0.0
1514,19740.0,Rail,2003,0.0,0.0,0.0
1515,19740.0,Rail,2004,1.0,2.0,3.0
1516,19740.0,Rail,2005,1.0,2.0,3.0
1517,19740.0,Rail,2006,0.0,0.0,0.0
1518,19740.0,Rail,2007,7.0,11.0,18.0
1519,19740.0,Rail,2008,296.0,83.0,379.0
1520,19740.0,Rail,2009,52.0,273.0,325.0
1521,19740.0,Rail,2010,85.0,359.0,444.0
1522,19740.0,Rail,2011,92.0,295.0,387.0
1523,19740.0,Rail,2012,191.0,193.0,384.0
1524,19740.0,Rail,2013,252.0,135.0,387.0
1525,19740.0,Rail,2014,278.0,158.0,436.0
1526,19740.0,Rail,2015,303.0,174.0,477.0
1527,19740.0,Rail,2016,330.0,171.0,501.0
1528,19740.0,Rail,2017,355.0,426.0,781.0
1529,19740.0,Rail,2018,383.0,450.0,833.0
1530,19780.0,Bus,2002,136.0,360.0,496.0
1531,19780.0,Bus,2003,272.0,142.0,414.0
1532,19780.0,Bus,2004,380.0,88.0,468.0
1533,19780.0,Bus,2005,443.0,18.0,461.0
1534,19780.0,Bus,2006,445.0,38.0,483.0
1535,19780.0,Bus,2007,297.0,106.0,403.0
1536,19780.0,Bus,2008,402.0,180.0,582.0
1537,19780.0,Bus,2009,436.0,108.0,544.0
1538,19780.0,Bus,2010,335.0,118.0,453.0
1539,19780.0,Bus,2011,379.0,88.0,467.0
1540,19780.0,Bus,2012,456.0,67.0,523.0
1541,19780.0,Bus,2013,439.0,47.0,486.0
1542,19780.0,Bus,2014,442.0,84.0,526.0
1543,19780.0,Bus,2015,542.0,81.0,623.0
1544,19780.0,Bus,2016,324.0,480.0,804.0
1545,19780.0,Bus,2017,699.0,532.0,1231.0
1546,19780.0,Bus,2018,497.0,255.0,752.0
1547,19820.0,Bus,2002,6460.0,2690.0,9150.0
1548,19820.0,Bus,2003,6425.0,3023.0,9448.0
1549,19820.0,Bus,2004,14437.0,4118.0,18555.0
1550,19820.0,Bus,2005,14363.0,3821.0,18184.0
1551,19820.0,Bus,2006,11819.0,4701.0,16520.0
1552,19820.0,Bus,2007,6213.0,5108.0,11321.0
1553,19820.0,Bus,2008,8681.0,7022.0,15703.0
1554,19820.0,Bus,2009,9298.0,5870.0,15168.0
1555,19820.0,Bus,2010,5598.0,4067.0,9665.0
1556,19820.0,Bus,2011,7754.0,4422.0,12176.0
1557,19820.0,Bus,2012,5807.0,3689.0,9496.0
1558,19820.0,Bus,2013,5049.0,3015.0,8064.0
1559,19820.0,Bus,2014,6079.0,4209.0,10288.0
1560,19820.0,Bus,2015,6720.0,3609.0,10329.0
1561,19820.0,Bus,2016,3150.0,2463.0,5613.0
1562,19820.0,Bus,2017,3188.0,1982.0,5170.0
1563,19820.0,Bus,2018,2844.0,2844.0,5688.0
1564,19820.0,Rail,2002,10.0,9.0,19.0
1565,19820.0,Rail,2003,20.0,15.0,35.0
1566,19820.0,Rail,2004,5.0,4.0,9.0
1567,19820.0,Rail,2005,2.0,4.0,6.0
1568,19820.0,Rail,2006,0.0,22.0,22.0
1569,19820.0,Rail,2007,4.0,24.0,28.0
1570,19820.0,Rail,2008,15.0,59.0,74.0
1571,19820.0,Rail,2009,12.0,95.0,107.0
1572,19820.0,Rail,2010,256.0,84.0,340.0
1573,19820.0,Rail,2011,231.0,130.0,361.0
1574,19820.0,Rail,2012,364.0,72.0,436.0
1575,19820.0,Rail,2013,245.0,132.0,377.0
1576,19820.0,Rail,2014,269.0,140.0,409.0
1577,19820.0,Rail,2015,94.0,216.0,310.0
1578,19820.0,Rail,2016,60.0,188.0,248.0
1579,19820.0,Rail,2017,81.0,220.0,301.0
1580,19820.0,Rail,2018,85.0,239.0,324.0
1581,20220.0,Bus,2002,116.0,27.0,143.0
1582,20220.0,Bus,2003,54.0,35.0,89.0
1583,20220.0,Bus,2004,38.0,20.0,58.0
1584,20220.0,Bus,2005,45.0,31.0,76.0
1585,20220.0,Bus,2006,53.0,41.0,94.0
1586,20220.0,Bus,2007,37.0,48.0,85.0
1587,20220.0,Bus,2008,20.0,24.0,44.0
1588,20220.0,Bus,2009,24.0,35.0,59.0
1589,20220.0,Bus,2010,3.0,16.0,19.0
1590,20220.0,Bus,2011,0.0,0.0,0.0
1591,20220.0,Bus,2012,0.0,0.0,0.0
1592,20220.0,Bus,2013,0.0,0.0,0.0
1593,20220.0,Bus,2014,0.0,0.0,0.0
1594,20220.0,Bus,2015,0.0,0.0,0.0
1595,20220.0,Bus,2016,0.0,0.0,0.0
1596,20220.0,Bus,2017,0.0,0.0,0.0
1597,20220.0,Bus,2018,0.0,0.0,0.0
1598,20260.0,Bus,2002,155.0,128.0,283.0
1599,20260.0,Bus,2003,1.0,285.0,286.0
1600,20260.0,Bus,2004,2.0,422.0,424.0
1601,20260.0,Bus,2005,0.0,241.0,241.0
1602,20260.0,Bus,2006,0.0,333.0,333.0
1603,20260.0,Bus,2007,0.0,235.0,235.0
1604,20260.0,Bus,2008,0.0,242.0,242.0
1605,20260.0,Bus,2009,253.0,6.0,259.0
1606,20260.0,Bus,2010,242.0,5.0,247.0
1607,20260.0,Bus,2011,188.0,87.0,275.0
1608,20260.0,Bus,2012,202.0,86.0,288.0
1609,20260.0,Bus,2013,195.0,94.0,289.0
1610,20260.0,Bus,2014,236.0,266.0,502.0
1611,20260.0,Bus,2015,257.0,107.0,364.0
1612,20260.0,Bus,2016,241.0,112.0,353.0
1613,20260.0,Bus,2017,196.0,185.0,381.0
1614,20260.0,Bus,2018,150.0,191.0,341.0
1615,20500.0,Bus,2002,230.0,129.0,359.0
1616,20500.0,Bus,2003,261.0,116.0,377.0
1617,20500.0,Bus,2004,274.0,120.0,394.0
1618,20500.0,Bus,2005,300.0,124.0,424.0
1619,20500.0,Bus,2006,321.0,86.0,407.0
1620,20500.0,Bus,2007,136.0,99.0,235.0
1621,20500.0,Bus,2008,287.0,402.0,689.0
1622,20500.0,Bus,2009,612.0,158.0,770.0
1623,20500.0,Bus,2010,576.0,232.0,808.0
1624,20500.0,Bus,2011,659.0,234.0,893.0
1625,20500.0,Bus,2012,537.0,260.0,797.0
1626,20500.0,Bus,2013,413.0,329.0,742.0
1627,20500.0,Bus,2014,345.0,134.0,479.0
1628,20500.0,Bus,2015,404.0,431.0,835.0
1629,20500.0,Bus,2016,787.0,358.0,1145.0
1630,20500.0,Bus,2017,412.0,437.0,849.0
1631,20500.0,Bus,2018,306.0,422.0,728.0
1632,20740.0,Bus,2002,34.0,287.0,321.0
1633,20740.0,Bus,2003,17.0,182.0,199.0
1634,20740.0,Bus,2004,10.0,253.0,263.0
1635,20740.0,Bus,2005,9.0,120.0,129.0
1636,20740.0,Bus,2006,13.0,171.0,184.0
1637,20740.0,Bus,2007,18.0,215.0,233.0
1638,20740.0,Bus,2008,29.0,249.0,278.0
1639,20740.0,Bus,2009,18.0,218.0,236.0
1640,20740.0,Bus,2010,31.0,277.0,308.0
1641,20740.0,Bus,2011,32.0,189.0,221.0
1642,20740.0,Bus,2012,33.0,226.0,259.0
1643,20740.0,Bus,2013,20.0,186.0,206.0
1644,20740.0,Bus,2014,26.0,142.0,168.0
1645,20740.0,Bus,2015,27.0,130.0,157.0
1646,20740.0,Bus,2016,12.0,105.0,117.0
1647,20740.0,Bus,2017,41.0,134.0,175.0
1648,20740.0,Bus,2018,88.0,98.0,186.0
1649,20940.0,Bus,2002,0.0,0.0,0.0
1650,20940.0,Bus,2003,0.0,0.0,0.0
1651,20940.0,Bus,2004,0.0,0.0,0.0
1652,20940.0,Bus,2005,0.0,0.0,0.0
1653,20940.0,Bus,2006,0.0,0.0,0.0
1654,20940.0,Bus,2007,0.0,0.0,0.0
1655,20940.0,Bus,2008,0.0,0.0,0.0
1656,20940.0,Bus,2009,0.0,0.0,0.0
1657,20940.0,Bus,2010,0.0,0.0,0.0
1658,20940.0,Bus,2011,35.0,37.0,72.0
1659,20940.0,Bus,2012,37.0,38.0,75.0
1660,20940.0,Bus,2013,17.0,4.0,21.0
1661,20940.0,Bus,2014,3.0,25.0,28.0
1662,20940.0,Bus,2015,20.0,28.0,48.0
1663,20940.0,Bus,2016,12.0,10.0,22.0
1664,20940.0,Bus,2017,14.0,4.0,18.0
1665,20940.0,Bus,2018,16.0,7.0,23.0
1666,21060.0,Bus,2002,0.0,0.0,0.0
1667,21060.0,Bus,2003,0.0,0.0,0.0
1668,21060.0,Bus,2004,0.0,0.0,0.0
1669,21060.0,Bus,2005,0.0,0.0,0.0
1670,21060.0,Bus,2006,0.0,0.0,0.0
1671,21060.0,Bus,2007,0.0,0.0,0.0
1672,21060.0,Bus,2008,0.0,0.0,0.0
1673,21060.0,Bus,2009,0.0,0.0,0.0
1674,21060.0,Bus,2010,0.0,0.0,0.0
1675,21060.0,Bus,2011,0.0,0.0,0.0
1676,21060.0,Bus,2012,0.0,0.0,0.0
1677,21060.0,Bus,2013,0.0,0.0,0.0
1678,21060.0,Bus,2014,0.0,0.0,0.0
1679,21060.0,Bus,2015,1.0,0.0,1.0
1680,21060.0,Bus,2016,0.0,0.0,0.0
1681,21060.0,Bus,2017,1.0,0.0,1.0
1682,21060.0,Bus,2018,1.0,0.0,1.0
1683,21140.0,Bus,2002,0.0,0.0,0.0
1684,21140.0,Bus,2003,0.0,0.0,0.0
1685,21140.0,Bus,2004,0.0,0.0,0.0
1686,21140.0,Bus,2005,0.0,0.0,0.0
1687,21140.0,Bus,2006,0.0,0.0,0.0
1688,21140.0,Bus,2007,0.0,0.0,0.0
1689,21140.0,Bus,2008,10.0,0.0,10.0
1690,21140.0,Bus,2009,0.0,8.0,8.0
1691,21140.0,Bus,2010,2.0,0.0,2.0
1692,21140.0,Bus,2011,3.0,1.0,4.0
1693,21140.0,Bus,2012,13.0,2.0,15.0
1694,21140.0,Bus,2013,3.0,16.0,19.0
1695,21140.0,Bus,2014,5.0,15.0,20.0
1696,21140.0,Bus,2015,5.0,12.0,17.0
1697,21140.0,Bus,2016,10.0,10.0,20.0
1698,21140.0,Bus,2017,12.0,8.0,20.0
1699,21140.0,Bus,2018,25.0,7.0,32.0
1700,21300.0,Bus,2002,0.0,0.0,0.0
1701,21300.0,Bus,2003,0.0,0.0,0.0
1702,21300.0,Bus,2004,0.0,0.0,0.0
1703,21300.0,Bus,2005,0.0,0.0,0.0
1704,21300.0,Bus,2006,0.0,0.0,0.0
1705,21300.0,Bus,2007,0.0,0.0,0.0
1706,21300.0,Bus,2008,0.0,0.0,0.0
1707,21300.0,Bus,2009,25.0,16.0,41.0
1708,21300.0,Bus,2010,43.0,4.0,47.0
1709,21300.0,Bus,2011,0.0,0.0,0.0
1710,21300.0,Bus,2012,0.0,0.0,0.0
1711,21300.0,Bus,2013,0.0,0.0,0.0
1712,21300.0,Bus,2014,0.0,0.0,0.0
1713,21300.0,Bus,2015,0.0,0.0,0.0
1714,21300.0,Bus,2016,0.0,0.0,0.0
1715,21300.0,Bus,2017,0.0,0.0,0.0
1716,21300.0,Bus,2018,0.0,0.0,0.0
1717,21340.0,Bus,2002,2823.0,1284.0,4107.0
1718,21340.0,Bus,2003,2106.0,1088.0,3194.0
1719,21340.0,Bus,2004,2342.0,1041.0,3383.0
1720,21340.0,Bus,2005,2150.0,2250.0,4400.0
1721,21340.0,Bus,2006,2059.0,402.0,2461.0
1722,21340.0,Bus,2007,1406.0,272.0,1678.0
1723,21340.0,Bus,2008,1440.0,166.0,1606.0
1724,21340.0,Bus,2009,894.0,82.0,976.0
1725,21340.0,Bus,2010,536.0,53.0,589.0
1726,21340.0,Bus,2011,536.0,53.0,589.0
1727,21340.0,Bus,2012,217.0,26.0,243.0
1728,21340.0,Bus,2013,207.0,59.0,266.0
1729,21340.0,Bus,2014,150.0,6.0,156.0
1730,21340.0,Bus,2015,87.0,4.0,91.0
1731,21340.0,Bus,2016,74.0,9.0,83.0
1732,21340.0,Bus,2017,89.0,12.0,101.0
1733,21340.0,Bus,2018,60.0,22.0,82.0
1734,21500.0,Bus,2002,185.0,101.0,286.0
1735,21500.0,Bus,2003,99.0,152.0,251.0
1736,21500.0,Bus,2004,18.0,22.0,40.0
1737,21500.0,Bus,2005,56.0,296.0,352.0
1738,21500.0,Bus,2006,70.0,272.0,342.0
1739,21500.0,Bus,2007,167.0,285.0,452.0
1740,21500.0,Bus,2008,176.0,263.0,439.0
1741,21500.0,Bus,2009,168.0,252.0,420.0
1742,21500.0,Bus,2010,209.0,148.0,357.0
1743,21500.0,Bus,2011,222.0,167.0,389.0
1744,21500.0,Bus,2012,111.0,268.0,379.0
1745,21500.0,Bus,2013,125.0,326.0,451.0
1746,21500.0,Bus,2014,257.0,222.0,479.0
1747,21500.0,Bus,2015,248.0,321.0,569.0
1748,21500.0,Bus,2016,270.0,263.0,533.0
1749,21500.0,Bus,2017,383.0,108.0,491.0
1750,21500.0,Bus,2018,321.0,111.0,432.0
1751,21660.0,Bus,2002,585.0,648.0,1233.0
1752,21660.0,Bus,2003,617.0,485.0,1102.0
1753,21660.0,Bus,2004,612.0,505.0,1117.0
1754,21660.0,Bus,2005,605.0,461.0,1066.0
1755,21660.0,Bus,2006,781.0,490.0,1271.0
1756,21660.0,Bus,2007,660.0,309.0,969.0
1757,21660.0,Bus,2008,677.0,282.0,959.0
1758,21660.0,Bus,2009,866.0,351.0,1217.0
1759,21660.0,Bus,2010,770.0,454.0,1224.0
1760,21660.0,Bus,2011,703.0,439.0,1142.0
1761,21660.0,Bus,2012,585.0,442.0,1027.0
1762,21660.0,Bus,2013,462.0,206.0,668.0
1763,21660.0,Bus,2014,601.0,240.0,841.0
1764,21660.0,Bus,2015,621.0,249.0,870.0
1765,21660.0,Bus,2016,602.0,277.0,879.0
1766,21660.0,Bus,2017,524.0,281.0,805.0
1767,21660.0,Bus,2018,561.0,325.0,886.0
1768,21780.0,Bus,2002,352.0,486.0,838.0
1769,21780.0,Bus,2003,384.0,520.0,904.0
1770,21780.0,Bus,2004,530.0,479.0,1009.0
1771,21780.0,Bus,2005,551.0,498.0,1049.0
1772,21780.0,Bus,2006,557.0,512.0,1069.0
1773,21780.0,Bus,2007,563.0,572.0,1135.0
1774,21780.0,Bus,2008,567.0,600.0,1167.0
1775,21780.0,Bus,2009,144.0,240.0,384.0
1776,21780.0,Bus,2010,71.0,62.0,133.0
1777,21780.0,Bus,2011,96.0,136.0,232.0
1778,21780.0,Bus,2012,203.0,120.0,323.0
1779,21780.0,Bus,2013,38.0,24.0,62.0
1780,21780.0,Bus,2014,34.0,19.0,53.0
1781,21780.0,Bus,2015,23.0,183.0,206.0
1782,21780.0,Bus,2016,25.0,17.0,42.0
1783,21780.0,Bus,2017,20.0,46.0,66.0
1784,21780.0,Bus,2018,19.0,32.0,51.0
1785,21820.0,Bus,2002,0.0,0.0,0.0
1786,21820.0,Bus,2003,0.0,0.0,0.0
1787,21820.0,Bus,2004,6.0,6.0,12.0
1788,21820.0,Bus,2005,6.0,16.0,22.0
1789,21820.0,Bus,2006,6.0,11.0,17.0
1790,21820.0,Bus,2007,7.0,22.0,29.0
1791,21820.0,Bus,2008,1.0,5.0,6.0
1792,21820.0,Bus,2009,36.0,16.0,52.0
1793,21820.0,Bus,2010,6.0,20.0,26.0
1794,21820.0,Bus,2011,33.0,21.0,54.0
1795,21820.0,Bus,2012,0.0,0.0,0.0
1796,21820.0,Bus,2013,0.0,0.0,0.0
1797,21820.0,Bus,2014,0.0,0.0,0.0
1798,21820.0,Bus,2015,0.0,0.0,0.0
1799,21820.0,Bus,2016,0.0,0.0,0.0
1800,21820.0,Bus,2017,0.0,0.0,0.0
1801,21820.0,Bus,2018,0.0,0.0,0.0
1802,22020.0,Bus,2002,0.0,0.0,0.0
1803,22020.0,Bus,2003,0.0,0.0,0.0
1804,22020.0,Bus,2004,0.0,0.0,0.0
1805,22020.0,Bus,2005,0.0,0.0,0.0
1806,22020.0,Bus,2006,0.0,0.0,0.0
1807,22020.0,Bus,2007,0.0,0.0,0.0
1808,22020.0,Bus,2008,0.0,0.0,0.0
1809,22020.0,Bus,2009,36.0,9.0,45.0
1810,22020.0,Bus,2010,50.0,88.0,138.0
1811,22020.0,Bus,2011,57.0,86.0,143.0
1812,22020.0,Bus,2012,58.0,46.0,104.0
1813,22020.0,Bus,2013,76.0,40.0,116.0
1814,22020.0,Bus,2014,90.0,37.0,127.0
1815,22020.0,Bus,2015,58.0,47.0,105.0
1816,22020.0,Bus,2016,60.0,77.0,137.0
1817,22020.0,Bus,2017,38.0,40.0,78.0
1818,22020.0,Bus,2018,36.0,106.0,142.0
1819,22180.0,Bus,2002,95.0,0.0,95.0
1820,22180.0,Bus,2003,15.0,0.0,15.0
1821,22180.0,Bus,2004,33.0,22.0,55.0
1822,22180.0,Bus,2005,45.0,13.0,58.0
1823,22180.0,Bus,2006,63.0,7.0,70.0
1824,22180.0,Bus,2007,75.0,45.0,120.0
1825,22180.0,Bus,2008,66.0,28.0,94.0
1826,22180.0,Bus,2009,37.0,0.0,37.0
1827,22180.0,Bus,2010,41.0,7.0,48.0
1828,22180.0,Bus,2011,50.0,18.0,68.0
1829,22180.0,Bus,2012,35.0,13.0,48.0
1830,22180.0,Bus,2013,42.0,29.0,71.0
1831,22180.0,Bus,2014,41.0,20.0,61.0
1832,22180.0,Bus,2015,47.0,23.0,70.0
1833,22180.0,Bus,2016,75.0,26.0,101.0
1834,22180.0,Bus,2017,67.0,15.0,82.0
1835,22180.0,Bus,2018,73.0,25.0,98.0
1836,22220.0,Bus,2002,2.0,19.0,21.0
1837,22220.0,Bus,2003,0.0,20.0,20.0
1838,22220.0,Bus,2004,9.0,14.0,23.0
1839,22220.0,Bus,2005,6.0,15.0,21.0
1840,22220.0,Bus,2006,14.0,15.0,29.0
1841,22220.0,Bus,2007,31.0,13.0,44.0
1842,22220.0,Bus,2008,18.0,19.0,37.0
1843,22220.0,Bus,2009,16.0,11.0,27.0
1844,22220.0,Bus,2010,28.0,22.0,50.0
1845,22220.0,Bus,2011,17.0,0.0,17.0
1846,22220.0,Bus,2012,15.0,12.0,27.0
1847,22220.0,Bus,2013,14.0,38.0,52.0
1848,22220.0,Bus,2014,35.0,64.0,99.0
1849,22220.0,Bus,2015,49.0,143.0,192.0
1850,22220.0,Bus,2016,61.0,121.0,182.0
1851,22220.0,Bus,2017,53.0,83.0,136.0
1852,22220.0,Bus,2018,23.0,66.0,89.0
1853,22380.0,Bus,2002,0.0,0.0,0.0
1854,22380.0,Bus,2003,0.0,0.0,0.0
1855,22380.0,Bus,2004,0.0,0.0,0.0
1856,22380.0,Bus,2005,0.0,0.0,0.0
1857,22380.0,Bus,2006,0.0,0.0,0.0
1858,22380.0,Bus,2007,0.0,0.0,0.0
1859,22380.0,Bus,2008,164.0,0.0,164.0
1860,22380.0,Bus,2009,156.0,0.0,156.0
1861,22380.0,Bus,2010,137.0,0.0,137.0
1862,22380.0,Bus,2011,18.0,145.0,163.0
1863,22380.0,Bus,2012,57.0,89.0,146.0
1864,22380.0,Bus,2013,114.0,48.0,162.0
1865,22380.0,Bus,2014,125.0,95.0,220.0
1866,22380.0,Bus,2015,135.0,69.0,204.0
1867,22380.0,Bus,2016,95.0,51.0,146.0
1868,22380.0,Bus,2017,97.0,68.0,165.0
1869,22380.0,Bus,2018,89.0,93.0,182.0
1870,22420.0,Bus,2002,281.0,942.0,1223.0
1871,22420.0,Bus,2003,428.0,124.0,552.0
1872,22420.0,Bus,2004,628.0,267.0,895.0
1873,22420.0,Bus,2005,772.0,290.0,1062.0
1874,22420.0,Bus,2006,759.0,225.0,984.0
1875,22420.0,Bus,2007,650.0,268.0,918.0
1876,22420.0,Bus,2008,413.0,296.0,709.0
1877,22420.0,Bus,2009,559.0,128.0,687.0
1878,22420.0,Bus,2010,628.0,63.0,691.0
1879,22420.0,Bus,2011,649.0,164.0,813.0
1880,22420.0,Bus,2012,576.0,75.0,651.0
1881,22420.0,Bus,2013,642.0,76.0,718.0
1882,22420.0,Bus,2014,653.0,99.0,752.0
1883,22420.0,Bus,2015,597.0,80.0,677.0
1884,22420.0,Bus,2016,474.0,88.0,562.0
1885,22420.0,Bus,2017,419.0,93.0,512.0
1886,22420.0,Bus,2018,512.0,408.0,920.0
1887,22500.0,Bus,2002,0.0,6.0,6.0
1888,22500.0,Bus,2003,0.0,5.0,5.0
1889,22500.0,Bus,2004,0.0,4.0,4.0
1890,22500.0,Bus,2005,0.0,3.0,3.0
1891,22500.0,Bus,2006,0.0,4.0,4.0
1892,22500.0,Bus,2007,0.0,3.0,3.0
1893,22500.0,Bus,2008,42.0,4.0,46.0
1894,22500.0,Bus,2009,38.0,112.0,150.0
1895,22500.0,Bus,2010,19.0,98.0,117.0
1896,22500.0,Bus,2011,29.0,60.0,89.0
1897,22500.0,Bus,2012,23.0,47.0,70.0
1898,22500.0,Bus,2013,19.0,171.0,190.0
1899,22500.0,Bus,2014,0.0,0.0,0.0
1900,22500.0,Bus,2015,0.0,0.0,0.0
1901,22500.0,Bus,2016,0.0,0.0,0.0
1902,22500.0,Bus,2017,0.0,0.0,0.0
1903,22500.0,Bus,2018,0.0,0.0,0.0
1904,22660.0,Bus,2002,31.0,37.0,68.0
1905,22660.0,Bus,2003,534.0,1527.0,2061.0
1906,22660.0,Bus,2004,34.0,127.0,161.0
1907,22660.0,Bus,2005,35.0,134.0,169.0
1908,22660.0,Bus,2006,112.0,108.0,220.0
1909,22660.0,Bus,2007,50.0,141.0,191.0
1910,22660.0,Bus,2008,89.0,252.0,341.0
1911,22660.0,Bus,2009,71.0,260.0,331.0
1912,22660.0,Bus,2010,61.0,182.0,243.0
1913,22660.0,Bus,2011,168.0,161.0,329.0
1914,22660.0,Bus,2012,164.0,109.0,273.0
1915,22660.0,Bus,2013,67.0,236.0,303.0
1916,22660.0,Bus,2014,64.0,204.0,268.0
1917,22660.0,Bus,2015,132.0,428.0,560.0
1918,22660.0,Bus,2016,125.0,253.0,378.0
1919,22660.0,Bus,2017,193.0,210.0,403.0
1920,22660.0,Bus,2018,203.0,255.0,458.0
1921,22900.0,Bus,2002,2.0,169.0,171.0
1922,22900.0,Bus,2003,10.0,123.0,133.0
1923,22900.0,Bus,2004,18.0,202.0,220.0
1924,22900.0,Bus,2005,20.0,228.0,248.0
1925,22900.0,Bus,2006,7.0,94.0,101.0
1926,22900.0,Bus,2007,26.0,189.0,215.0
1927,22900.0,Bus,2008,28.0,176.0,204.0
1928,22900.0,Bus,2009,22.0,116.0,138.0
1929,22900.0,Bus,2010,26.0,17.0,43.0
1930,22900.0,Bus,2011,27.0,11.0,38.0
1931,22900.0,Bus,2012,0.0,0.0,0.0
1932,22900.0,Bus,2013,0.0,0.0,0.0
1933,22900.0,Bus,2014,0.0,0.0,0.0
1934,22900.0,Bus,2015,0.0,0.0,0.0
1935,22900.0,Bus,2016,0.0,0.0,0.0
