RAIL_FLAG,Year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT,POP_EMP,GasPrice,PCT_HH_NO_VEH,TSD_POP_PCT,YEARS_2002_2014_BUS,YEARS_AFTER_2014_BUS,YEARS_2002_2014_RAIL,YEARS_AFTER_2014_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_log_FAC,POP_EMP_log_FAC,GasPrice_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,YEARS_2002_2014_BUS_FAC,YEARS_AFTER_2014_BUS_FAC,YEARS_2002_2014_RAIL_FAC,YEARS_AFTER_2014_RAIL_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_log_FAC_scaled,POP_EMP_log_FAC_scaled,GasPrice_log_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,YEARS_2002_2014_BUS_FAC_scaled,YEARS_AFTER_2014_BUS_FAC_scaled,YEARS_2002_2014_RAIL_FAC_scaled,YEARS_AFTER_2014_RAIL_FAC_scaled,Total_FAC_scaled
0,2002,4380705155.151299,4329524585.4306,-46657818.870699026,3880898999.5968413,-1110455042.9450843,4.56907193092115e+17,3211680103.4313416,4.6818043735387304e+16,6138195805.022113,67201847250.617874,2367636947.5574155,0.0,0.0,0.0,0.0,-32062200.81311565,673343277.5388316,-479041166.98601544,-535082786.49910384,19937365.000125196,469104832.811651,-925531549.785448,0.0,0.0,0.0,-809332228.7330787,180999343.09308672,552321492.5588055,-644354779.6824608,-708107375.5627177,43688922.921790965,683855739.4273269,-1218858385.700908,0.0,0.0,0.0,-1110455042.9450762
0,2003,4407200502.3207,4304294535.919702,-98693391.07159996,3922924460.3490286,-1094486290.1059017,4.4115172554070406e+17,7450329179.653845,4.756231055326429e+16,7201852471.638197,66674827607.24237,2288391932.531909,4402674992.4616995,0.0,0.0,0.0,-12467973.567363637,528850516.72056854,-427566144.36021596,-463538070.04985994,12069373.000595279,383807025.51625973,-861709491.5962937,0.0,0.0,0.0,-840554764.3363181,28419761.902576428,839731973.5374683,-624500479.7153218,-667075806.0812613,9221527.518029988,561408671.1367842,-1241691938.4041631,0.0,0.0,0.0,-1094486290.105887
0,2004,4458040303.502699,4396174350.584398,-58096336.034502245,4098993877.095286,-977854581.8040063,4.6077099249570266e+17,7397696723.055635,4.860480863721774e+16,8573532975.336943,66333562461.66514,2222332904.588618,8907029587.287397,0.0,0.0,0.0,5805972.363307697,474436677.0902494,-363323446.76800615,-381571874.6806172,4131401.41005627,306428276.03296566,-800028291.4121926,0.0,0.0,0.0,-754121285.9642444,-6920033419.035945,-2819694761.6563087,-1920628836.8020747,2861495016.353504,648277184.9620999,1188513986.3984072,5984216247.976164,0.0,0.0,0.0,-977854581.8041532
0,2005,4472131081.53,4515989010.990802,47607754.27450086,4311763285.780541,-779831185.2370323,4.6677213063784474e+17,6513980367.530025,4.963564481128087e+16,10458189200.999426,65739232421.39796,2152730875.2138705,13402816715.013,0.0,0.0,0.0,14496861.490726093,474833273.1557668,-292276891.9544126,-268166557.69152617,-3390609.821485804,236498954.3461253,-729264079.8634927,0.0,0.0,0.0,-567269050.3383088,75381677.42931911,1423259824.5007627,-793929733.6359184,-634158107.3468375,-20907940.079699866,885378756.9847867,-1714855663.0894182,0.0,0.0,0.0,-779831185.2370054
0,2006,4506325840.0848,4548818496.725497,45973870.80869852,3999713285.6242,-1122399492.988645,4.416566087687647e+17,5333384745.923027,5.085969473840308e+16,11944167635.048803,65086625617.00435,2076289449.7772331,18007201320.9032,0.0,0.0,0.0,-13825392.861377366,-41168192.1011582,-206423074.43471104,-190854764.81038058,-12935273.729887009,159264174.04091236,-659512325.1493287,0.0,0.0,0.0,-965454849.0459335,75487348.55932784,174163985.41380143,-375380087.5502568,-275929443.48080903,-11681826.951812714,241534749.2145281,-950594218.1934211,0.0,0.0,0.0,-1122399492.988643
0,2007,4518123891.892599,4549857617.2058,34696258.3711985,4475674187.052077,-659238726.8447833,4.808967665477696e+17,4121974624.239401,5.110579575169005e+16,12957885574.089046,65074249335.74047,2051797008.426765,22567991910.168,0.0,0.0,0.0,57227692.90248009,226783306.3768539,-179580404.97753116,-139033598.38127348,-14383220.448056698,134535352.8923645,-584199306.2792195,0.0,0.0,0.0,-498650177.9143888,-29396687.014971904,-214632568.41603416,-121604728.18190591,-55616595.91656525,-14743225.033420203,38219313.75693608,-261464236.03881773,0.0,0.0,0.0,-659238726.8447793
0,2008,4518123891.892599,4740687979.320102,225448109.15450042,4728630823.110622,-406384202.80478024,4.8858816528653926e+17,3992872204.576639,5.15000676952827e+16,15073510809.285913,65611563176.99653,2016548136.2849345,27081590292.2016,0.0,0.0,0.0,81857049.52060044,252075191.65760458,-156581958.0758773,-33908816.66573644,-8596916.81802946,101023261.13277522,-505617162.4098865,0.0,0.0,0.0,-269749351.658553,78129879.76062195,109316421.81248847,-158074075.07931244,-33389270.66860562,-10823930.124270173,96758476.00825362,-488301704.5139535,0.0,0.0,0.0,-406384202.8047777
0,2009,4518123891.892599,4545886577.608303,31060360.179702148,4452761448.242287,-681949770.7963805,4.937906618296259e+17,4282838271.863823,5.1173152271354264e+16,10976637668.774406,66209016257.72648,1982864160.8107474,31595188674.235207,0.0,0.0,0.0,89213259.30252898,140940349.04889062,-169663393.7637988,-247275342.36829162,-2169514.298096415,69344624.86161649,-425463492.40741014,0.0,0.0,0.0,-545073509.624575,202778191.65340528,311377398.93725777,-243378327.56607917,-392351536.2526261,2672869.8389168866,109410734.2924328,-672459101.6996615,0.0,0.0,0.0,-681949770.7963539
0,2010,4519691060.014601,4452666336.357799,-68504327.15980002,4503785857.386806,-637195156.0896549,4.553331572439376e+17,4460078823.759527,5.100899219586952e+16,12963652438.1687,67429756809.652626,1968058026.6801581,36157528480.116806,0.0,0.0,0.0,20332786.597608134,48673711.46490273,-163301880.30644178,-139938282.387387,10631920.40541787,54974049.916484766,-344170820.58688486,0.0,0.0,0.0,-512798514.89630467,58807134.39108001,201109227.831206,-202101361.7940495,-224443605.26781163,6698460.286284861,77443231.74456552,-554708243.2809228,0.0,0.0,0.0,-637195156.0896473
0,2011,4521001987.014601,4509569289.853399,-12893231.149200806,4626208691.436485,-516063900.14143217,4.444529713620273e+17,5019024400.903597,5.134924967973127e+16,16340382862.259012,68743436010.90132,1938449356.7182615,40689017883.131424,0.0,0.0,0.0,-10116211.532254783,-52923717.65283633,-136659030.45266214,23598096.92660259,24788861.924271896,27372325.533496708,-260742224.9010588,0.0,0.0,0.0,-384681900.1544525,-11592553.65239102,-132536180.11852174,-159659982.41570517,27110828.03247503,30806155.1311988,34292678.10830013,-304484845.22677374,0.0,0.0,0.0,-516063900.1414175
