,CBSA,MNAME,Mode,Year,TNC_FLAG,YEARS_SINCE_TNC,Cluster,TRIPS_SHARE_2017,TNC_REV_PER_CAPITA_EACH_CLUSTER
0,10420,"Akron, OH Metro Area",Bus,2014,1,0,cluster_4,0.19781483611270845,0.890716167247998
1,10420,"Akron, OH Metro Area",Bus,2015,1,1,cluster_4,0.19781483611270845,2.8820326080432657
2,10420,"Akron, OH Metro Area",Bus,2016,1,2,cluster_4,0.19781483611270845,4.510742800180206
3,10420,"Akron, OH Metro Area",Bus,2017,1,3,cluster_4,0.19781483611270845,11.243681836236822
4,10420,"Akron, OH Metro Area",Bus,2018,1,4,cluster_4,0.19781483611270845,15.741907532864262
5,10500,"Albany, GA Metro Area",Bus,2017,1,0,cluster_4,0.19781483611270845,11.243681836236822
6,10500,"Albany, GA Metro Area",Bus,2018,1,1,cluster_4,0.19781483611270845,15.741907532864262
7,10580,"Albany-Schenectady-Troy, NY Metro Area",Bus,2017,1,0,cluster_4,0.19781483611270845,11.243681836236822
8,10580,"Albany-Schenectady-Troy, NY Metro Area",Bus,2018,1,1,cluster_4,0.19781483611270845,15.741907532864262
9,10740,"Albuquerque, NM Metro Area",Bus,2014,1,0,cluster_4,0.19781483611270845,0.890716167247998
10,10740,"Albuquerque, NM Metro Area",Bus,2015,1,1,cluster_4,0.19781483611270845,2.8820326080432657
11,10740,"Albuquerque, NM Metro Area",Bus,2016,1,2,cluster_4,0.19781483611270845,4.510742800180206
12,10740,"Albuquerque, NM Metro Area",Bus,2017,1,3,cluster_4,0.19781483611270845,11.243681836236822
13,10740,"Albuquerque, NM Metro Area",Bus,2018,1,4,cluster_4,0.19781483611270845,15.741907532864262
14,10740,"Albuquerque, NM Metro Area",Rail,2014,1,0,cluster_4,0.19781483611270845,0.890716167247998
15,10740,"Albuquerque, NM Metro Area",Rail,2015,1,1,cluster_4,0.19781483611270845,2.8820326080432657
16,10740,"Albuquerque, NM Metro Area",Rail,2016,1,2,cluster_4,0.19781483611270845,4.510742800180206
17,10740,"Albuquerque, NM Metro Area",Rail,2017,1,3,cluster_4,0.19781483611270845,11.243681836236822
18,10740,"Albuquerque, NM Metro Area",Rail,2018,1,4,cluster_4,0.19781483611270845,15.741907532864262
19,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2015,1,0,cluster_4,0.19781483611270845,2.8820326080432657
20,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2016,1,1,cluster_4,0.19781483611270845,4.510742800180206
21,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2017,1,2,cluster_4,0.19781483611270845,11.243681836236822
22,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2018,1,3,cluster_4,0.19781483611270845,15.741907532864262
23,11020,"Altoona, PA Metro Area",Bus,2016,1,0,cluster_4,0.19781483611270845,4.510742800180206
24,11020,"Altoona, PA Metro Area",Bus,2017,1,1,cluster_4,0.19781483611270845,11.243681836236822
25,11020,"Altoona, PA Metro Area",Bus,2018,1,2,cluster_4,0.19781483611270845,15.741907532864262
26,11180,"Ames, IA Metro Area",Bus,2015,1,0,cluster_4,0.19781483611270845,2.8820326080432657
27,11180,"Ames, IA Metro Area",Bus,2016,1,1,cluster_4,0.19781483611270845,4.510742800180206
28,11180,"Ames, IA Metro Area",Bus,2017,1,2,cluster_4,0.19781483611270845,11.243681836236822
29,11180,"Ames, IA Metro Area",Bus,2018,1,3,cluster_4,0.19781483611270845,15.741907532864262
30,11260,"Anchorage, AK Metro Area",Bus,2017,1,0,cluster_4,0.19781483611270845,11.243681836236822
31,11260,"Anchorage, AK Metro Area",Bus,2018,1,1,cluster_4,0.19781483611270845,15.741907532864262
32,11460,"Ann Arbor, MI Metro Area",Bus,2014,1,0,cluster_4,0.19781483611270845,0.890716167247998
33,11460,"Ann Arbor, MI Metro Area",Bus,2015,1,1,cluster_4,0.19781483611270845,2.8820326080432657
34,11460,"Ann Arbor, MI Metro Area",Bus,2016,1,2,cluster_4,0.19781483611270845,4.510742800180206
35,11460,"Ann Arbor, MI Metro Area",Bus,2017,1,3,cluster_4,0.19781483611270845,11.243681836236822
36,11460,"Ann Arbor, MI Metro Area",Bus,2018,1,4,cluster_4,0.19781483611270845,15.741907532864262
37,11540,"Appleton, WI Metro Area",Bus,2015,1,0,cluster_4,0.19781483611270845,2.8820326080432657
38,11540,"Appleton, WI Metro Area",Bus,2016,1,1,cluster_4,0.19781483611270845,4.510742800180206
39,11540,"Appleton, WI Metro Area",Bus,2017,1,2,cluster_4,0.19781483611270845,11.243681836236822
40,11540,"Appleton, WI Metro Area",Bus,2018,1,3,cluster_4,0.19781483611270845,15.741907532864262
41,11700,"Asheville, NC Metro Area",Bus,2016,1,0,cluster_4,0.19781483611270845,4.510742800180206
42,11700,"Asheville, NC Metro Area",Bus,2017,1,1,cluster_4,0.19781483611270845,11.243681836236822
43,11700,"Asheville, NC Metro Area",Bus,2018,1,2,cluster_4,0.19781483611270845,15.741907532864262
44,12020,"Athens-Clarke County, GA Metro Area",Bus,2014,1,0,cluster_4,0.19781483611270845,0.890716167247998
45,12020,"Athens-Clarke County, GA Metro Area",Bus,2015,1,1,cluster_4,0.19781483611270845,2.8820326080432657
46,12020,"Athens-Clarke County, GA Metro Area",Bus,2016,1,2,cluster_4,0.19781483611270845,4.510742800180206
47,12020,"Athens-Clarke County, GA Metro Area",Bus,2017,1,3,cluster_4,0.19781483611270845,11.243681836236822
48,12020,"Athens-Clarke County, GA Metro Area",Bus,2018,1,4,cluster_4,0.19781483611270845,15.741907532864262
49,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Bus,2012,1,0,cluster_4,0.19781483611270845,0.5452335410327986
50,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Bus,2013,1,1,cluster_4,0.19781483611270845,1.127545841173414
51,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Bus,2014,1,2,cluster_4,0.19781483611270845,0.890716167247998
52,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Bus,2015,1,3,cluster_4,0.19781483611270845,2.8820326080432657
53,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Bus,2016,1,4,cluster_4,0.19781483611270845,4.510742800180206
54,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Bus,2017,1,5,cluster_4,0.19781483611270845,11.243681836236822
55,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Bus,2018,1,6,cluster_4,0.19781483611270845,15.741907532864262
56,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2012,1,0,cluster_4,0.19781483611270845,0.5452335410327986
57,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2013,1,1,cluster_4,0.19781483611270845,1.127545841173414
58,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2014,1,2,cluster_4,0.19781483611270845,0.890716167247998
59,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2015,1,3,cluster_4,0.19781483611270845,2.8820326080432657
60,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2016,1,4,cluster_4,0.19781483611270845,4.510742800180206
61,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2017,1,5,cluster_4,0.19781483611270845,11.243681836236822
62,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2018,1,6,cluster_4,0.19781483611270845,15.741907532864262
63,12260,"Augusta-Richmond County, GA-SC Metro Area",Bus,2015,1,0,cluster_4,0.19781483611270845,2.8820326080432657
64,12260,"Augusta-Richmond County, GA-SC Metro Area",Bus,2016,1,1,cluster_4,0.19781483611270845,4.510742800180206
65,12260,"Augusta-Richmond County, GA-SC Metro Area",Bus,2017,1,2,cluster_4,0.19781483611270845,11.243681836236822
66,12260,"Augusta-Richmond County, GA-SC Metro Area",Bus,2018,1,3,cluster_4,0.19781483611270845,15.741907532864262
67,12420,"Austin-Round Rock-San Marcos, TX Metro Area",Bus,2014,1,0,cluster_4,0.19781483611270845,0.890716167247998
68,12420,"Austin-Round Rock-San Marcos, TX Metro Area",Bus,2015,1,1,cluster_4,0.19781483611270845,2.8820326080432657
69,12420,"Austin-Round Rock-San Marcos, TX Metro Area",Bus,2016,1,2,cluster_4,0.19781483611270845,4.510742800180206
70,12420,"Austin-Round Rock-San Marcos, TX Metro Area",Bus,2017,1,3,cluster_4,0.19781483611270845,11.243681836236822
71,12420,"Austin-Round Rock-San Marcos, TX Metro Area",Bus,2018,1,4,cluster_4,0.19781483611270845,15.741907532864262
72,12540,"Bakersfield-Delano, CA Metro Area",Bus,2014,1,0,cluster_4,0.19781483611270845,0.890716167247998
73,12540,"Bakersfield-Delano, CA Metro Area",Bus,2015,1,1,cluster_4,0.19781483611270845,2.8820326080432657
74,12540,"Bakersfield-Delano, CA Metro Area",Bus,2016,1,2,cluster_4,0.19781483611270845,4.510742800180206
75,12540,"Bakersfield-Delano, CA Metro Area",Bus,2017,1,3,cluster_4,0.19781483611270845,11.243681836236822
76,12540,"Bakersfield-Delano, CA Metro Area",Bus,2018,1,4,cluster_4,0.19781483611270845,15.741907532864262
77,12580,"Baltimore-Towson, MD Metro Area",Bus,2013,1,0,cluster_3,0.09833237492811961,0.342582448907718
78,12580,"Baltimore-Towson, MD Metro Area",Bus,2014,1,1,cluster_3,0.09833237492811961,1.127543419211018
