MNAME,Year,Unnamed: 0,Id2,Cluster_upt,upt,VRM,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,CBSA Code,Pop_TSD,Tot_Emp_TSD,Tot_Retail_TSD,gasPrice,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Total_Labor_MSA,Unemployment_Labor_MSA,Employment_Labor:MSA,Unemployment_Rate_MSA,Unnamed: 0_log,Id2_log,Cluster_upt_log,upt_log,VRM_log,Total_HH_log,HH_0Veh_log,HH_1Veh_log,HH_2Veh_log,HH_3Veh_log,HH_4+Veh_log,CBSA Code_log,Pop_TSD_log,Tot_Emp_TSD_log,Tot_Retail_TSD_log,gasPrice_log,HH_MED_INC_log,HH_MEAN_INC_log,INC_U35_log,INC_35_100_log,INC_100P_log,Tot_Pop_log,Tot_Instate_Pop_log,Tot_Outstate_Pop_log,Tot_NonUSA_POP_log,Total_Median_Income_Individual_log,Native_Instate_Med_Inc_Indiv_log,Native_Outstate_Med_Inc_Indiv_log,Total_Pop_Poverty_log,Pop_Below100_Poverty_log,Pop_Below150_Poverty_log,Pop_Above150_Poverty_log,Age_under18_log,Age_18to64_log,Age_over64_log,Unnamed: 44_log,Unnamed: 45_log,Unnamed: 46_log,Unnamed: 47_log,Total_Labor_MSA_log,Unemployment_Labor_MSA_log,Employment_Labor:MSA_log,Unemployment_Rate_MSA_log
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016,2912,33460,1,1972899.667,480525.0,1363277,95094,420280,560644,199891,87368,,,,,,73231,95984,21.9,42.9,35.2,3551036,2277959,866753,30262,36323,36325,40734,3492271,8.8,6.3,84.9,23.9,62.9,13.2,,,,,,,,,7.976938756959434,10.418135860525785,0.6931471805599453,14.495015437564001,13.082636616230344,14.125402651730143,11.462631670915762,12.948678814166017,13.236843185629336,12.205532499677664,11.377895807650354,,,,,,11.201387762893424,11.471947208241671,3.131136910560194,3.7819143200811256,3.5890591188317256,15.082750231471055,14.638790863572588,13.672510478477491,10.317681123208132,10.50023395880972,10.500289017309388,10.614842952744743,15.066063085233495,2.2823823856765264,1.9878743481543455,4.45318382899021,3.214867803470662,4.157319361383489,2.653241964607215,,,,,,,,
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017,2915,33460,1,2050399.417,486655.4167,1376557,95849,415235,564841,211315,89317,,,,,,76856,101405,20.0,42.9,37.1,3600618,2282482,890443,31482,38059,37812,42386,3541902,8.1,5.9,86.0,23.8,62.7,13.5,,,,,,,,,7.977968093128549,10.418135860525785,0.6931471805599453,14.533545657406929,13.095313643219269,14.135096738528906,11.47053974847379,12.936602312277449,13.24430132500264,12.261109922460072,11.399958314301701,,,,,,11.249701831350821,11.526887539986284,3.044522437723423,3.7819143200811256,3.6402142821326553,15.096616333090031,14.64077444344981,13.699475493715354,10.357202996593003,10.546919140850141,10.540408237826268,10.654596990433918,15.080174711292102,2.2082744135228043,1.9315214116032138,4.465908118654584,3.2108436531709366,4.154184562578117,2.6741486494265287,,,,,,,,
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2007,3113,34980,2,11874.16667,13801.25,585076,32188,184177,229285,97597,41829,34980.0,89264.6,148972.0,5600.0,2.821583333,50760,69537,33.2,48.9,17.9,1521751,865498,539421,14900,26495,24213,30987,1486672,11.8,8.3,79.9,24.8,64.9,10.3,,,,,835090.8333,34343.58333,800747.25,4.116666667,8.043663352393944,10.462560335928407,1.0986122886681098,9.382204664172768,9.532586901333413,13.279498741483948,10.379380058262003,12.12365796027406,12.342725411596083,11.488612280387946,10.641369064436244,10.462560335928407,11.399371474283875,11.911520360453743,8.630700432209832,1.3406648218218062,10.834883622185886,11.14962864472261,3.5322256440685598,3.910021002757473,2.9391619220655967,14.235372860631633,13.67106149819623,13.19825347491462,9.60918360377546,10.184749057184986,10.094686257267686,10.341355311751792,14.212051295408749,2.5494451709255714,2.2300144001592104,4.393213824064446,3.250374491927572,4.188138441508461,2.424802725718295,,,,,13.635296977785636,10.444199594677462,13.593301882017878,1.632503185430243
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2008,3116,34980,2,15997.166669999999,13985.416669999999,604174,31611,192777,237564,101992,40230,34980.0,89490.4,164383.0,5244.0,3.2295,51841,71039,31.9,48.1,20.0,1552922,885310,547687,12741,27719,25159,32268,1514651,12.3,8.2,79.6,24.8,64.7,10.5,,,,,840352.4167,48609.41667,791743.0,5.775,8.044626279767337,10.462560335928407,1.0986122886681098,9.680229411531771,9.545841899754834,13.311619170051182,10.361292074324865,12.169294546763965,12.378196549222668,11.532659462460456,10.602393121706738,10.462560335928407,11.401897810260591,12.009960433266995,8.565030520830398,1.4420837827619322,10.855955910528872,11.170998377666052,3.493472657771326,3.893859034800475,3.044522437723423,14.255649519446376,13.693694274688559,13.213461060727152,9.452658902676433,10.22990945330384,10.133010710814377,10.38186229603161,14.230696267569542,2.5877640352277083,2.2192034840549946,4.389498649512583,3.250374491927572,4.185098925490565,2.4423470353692043,,,,,13.64157781650236,10.791593121695831,13.581993386222504,1.9132393667657646
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2009,3119,34980,2,15368.833330000001,7164.416667,598055,30946,190539,244320,92604,39646,34980.0,89716.2,154113.0,4992.0,2.33225,51066,68223,33.1,48.4,18.5,1581908,892149,562599,13742,26893,24697,30697,1547869,13.3,8.7,78.0,24.5,65.0,10.5,,,,,843606.4167,80100.08333,763506.3333,9.491666667,8.045588280803528,10.462560335928407,1.0986122886681098,9.640161992622188,8.87702149167682,13.301439674033254,10.340031342881556,12.15761742526077,12.406238213436879,11.436098414856902,10.587770562157601,10.462560335928407,11.40441777994386,11.945447867278926,8.51579221050061,1.2036477515019905,10.840893775014358,11.130551688085461,3.529297384289471,3.899950424193877,2.970414465569701,14.274142903531382,13.701389558859574,13.240324175037893,9.528284882554852,10.199658492383815,10.114477547677767,10.331952784873353,14.252390350277183,2.6602595372658615,2.272125885509337,4.3694478524670215,3.2386784521643803,4.189654742026425,2.4423470353692043,,,,,13.645442519274045,11.291044657684093,13.5456780084408,2.3505812912940725
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2010,3122,34980,2,17697.58333,35804.16667,599775,32528,194585,242758,95055,34849,34980.0,89942.0,156390.0,5054.0,2.778083333,47975,65563,36.0,46.3,17.7,1593050,886707,572814,15403,25041,22249,30158,1548824,,,,24.3,64.9,10.8,,,,,878271.1667,75866.25,802404.9167,8.641666667,8.046549357283078,10.462560335928407,1.0986122886681098,9.781239877505614,10.485847482366667,13.304311531158712,10.389887278140291,12.178629503700016,12.39982446064653,11.462221470595523,10.45880841618867,10.462560335928407,11.406931415338795,11.960114560680552,8.528133131454572,1.329216826273854,10.778456164848345,11.09078204380925,3.6109179126442243,3.856510295497887,2.928523523860541,14.281161603445627,13.695271007544608,13.258318081436533,9.6423824949348,10.128309694228893,10.010097287594386,10.31423866507353,14.253007136903102,,,,3.2308043957334744,4.188138441508461,2.468099531471619,,,,,13.685711809433812,11.236740381464587,13.595369889356416,2.266093984446203
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2011,3125,34980,2,23431.08333,17021.33333,613496,35500,200628,245014,98111,34243,34980.0,90167.8,157855.0,5448.0,3.5318333330000002,49992,69801,34.5,46.1,19.4,1620403,892523,584586,15518,26456,23142,31857,1581761,,,,24.2,64.8,11.0,,,,,896649.5833,70012.41667,826637.1667,7.808333332999999,8.047509510981422,10.462560335928407,1.0986122886681098,10.061861444749113,9.742281486150427,13.326930653145597,10.477316144080852,12.209212710362369,12.409074712142518,11.493864962231486,10.441266645862376,10.462560335928407,11.409438748209768,11.969438504033464,8.603187384583098,1.5111265668937577,10.819638274609368,11.153417941635094,3.56953269648137,3.8522730010223722,3.0155349008501706,14.298186058833915,13.701808683030684,13.278660893984727,9.649820358671624,10.183276052556291,10.049447637979663,10.369043806854583,14.274049973514256,,,,3.2268439945173775,4.186619838331271,2.4849066497880004,,,,,13.706421525908896,11.156442169380064,13.625122353112623,2.175698243050349
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2012,3128,34980,2,22072.83333,16928.66667,616606,34207,193208,249876,99945,39370,34980.0,90393.6,163428.0,5887.0,3.613333333,51500,70559,33.5,46.4,20.1,1645638,928613,584070,16999,26946,24308,31653,1608546,,,,24.0,64.5,11.5,,,,,901254.25,58051.5,843202.75,6.441666667000001,8.048468743668883,10.462560335928407,1.0986122886681098,10.00214817379241,9.736822786215104,13.331987146948403,10.440214813824772,12.171527783526493,12.42872407577267,11.512385319117719,10.580784783666008,10.462560335928407,11.411939810082817,12.004133924240751,8.680671660408713,1.5289506614491595,10.849356503939038,11.164218690680674,3.5409593240373143,3.858622228701031,3.0492730404820207,14.313639316602524,13.741448430913495,13.277777829763147,9.740968623038354,10.201627252886743,10.098601931128835,10.362619801893228,14.290841845004302,,,,3.2188758248682006,4.182050142641207,2.5257286443082556,,,,,13.711543792807047,10.969103052520847,13.644963904102799,2.007094838139246
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2013,3131,34980,2,20291.33333,16753.25,662187,32681,215242,265788,102586,45890,34980.0,90619.4,163524.0,5824.0,3.518416667,51996,71471,32.1,47.5,20.4,1757424,969021,641535,15453,27098,25273,31806,1718322,13.7,10.0,76.3,23.9,64.3,11.8,,,,,905780.6667,55979.75,849800.9167,6.175,8.049427057110695,10.462560335928407,1.0986122886681098,9.917998425222274,9.726407236412143,13.403304782517617,10.39457974661173,12.279522901435977,12.490458039905295,11.538466498037945,10.734024298391375,10.462560335928407,11.414434632248025,12.004721162829414,8.669914278433902,1.5081616375650413,10.858941303591607,11.1770610435919,3.4995332823830174,3.8815637979434374,3.0633909220278057,14.379360227503184,13.784042594433545,13.371620579935577,9.645623148493529,10.207252105817954,10.137531478318627,10.367441670330306,14.356859373167957,2.6878474937846906,2.3978952727983707,4.3476939555933765,3.214867803470662,4.178992036282385,2.5494451709255714,,,,,13.716553570000988,10.932763160621711,13.652758562132181,1.9706027616456847
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2014,3134,34980,2,21501.91667,16269.916669999999,674665,37480,221115,260739,108911,46420,34980.0,90845.2,164745.0,6046.0,3.3645,52640,74288,31.7,46.2,22.1,1792468,998154,635704,16205,27278,25114,31385,1755771,15.1,8.7,76.2,23.7,64.0,12.3,,,,,910838.5,47504.58333,863333.9167,5.225,8.050384453067021,10.462560335928407,1.0986122886681098,9.975943863984662,9.697134539744605,13.421973032578602,10.531589416892908,12.306442729672785,12.47127902121677,11.598295495687733,10.745507222034997,10.462560335928407,11.416923245761865,12.012160172859083,8.707317560273212,1.4735036351932673,10.871250562779245,11.215718171293377,3.487375077903208,3.8543938925915096,3.139832617527748,14.399104557024636,13.813663853855397,13.362489898238858,9.693136823020671,10.213872454394023,10.131220556184145,10.354117212598666,14.378419204200489,2.7788192719904172,2.272125885509337,4.3463994570307305,3.2068032436339315,4.174387269895637,2.5877640352277083,,,,,13.722121980698619,10.768602526904477,13.668557979021372,1.8285734423507713
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2015,3137,34980,2,22823.16667,16587.33333,686640,37531,207568,281393,108166,51982,34980.0,91071.0,169936.0,6192.0,2.40275,57985,79665,28.9,46.8,24.3,1830298,999062,664238,17361,29860,26344,35342,1795655,12.7,8.6,78.7,23.5,64.1,12.4,,,,,937044.25,42403.83333,894640.4167,4.541666667,8.051340933292979,10.462560335928407,1.0986122886681098,10.035575195267654,9.71645491581111,13.439566872758279,10.53294918140994,12.243219093497485,12.54751110147349,11.591431608117523,10.858672021035643,10.462560335928407,11.419405681449524,12.043183059112314,8.731174900938061,1.224583928230046,10.967956881081538,11.285598174009687,3.3978584803966405,3.86702563949741,3.2308043957334744,14.419989899449384,13.814573118705363,13.406397303454831,9.762039188951753,10.304308560150634,10.179033782643387,10.472855631914229,14.400880972750446,2.617395832834079,2.2617630984737906,4.378269585796169,3.1986731175506815,4.175924549214524,2.5952547069568657,,,,,13.750486852477144,10.655017628355344,13.704178265242799,1.7122952979339585
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2016,3140,34980,2,23597.83333,16973.41667,706627,28471,219919,286558,118576,53103,,,,,,60030,82049,27.2,46.9,25.9,1865535,1016996,687072,18126,30606,26993,35572,1830131,11.6,8.3,80.1,23.5,63.8,12.7,,,,,972730.5833,36313.08333,936417.5,3.733333333,8.052296499538647,10.462560335928407,1.0986122886681098,10.068952554622252,9.739462587771637,13.468259639501925,10.256676427190028,12.301019122839127,12.565699727617874,11.683317817565376,10.880007533959756,,,,,,11.002616374444639,11.315084096518238,3.339321977944068,3.8691155044168695,3.292126286607793,14.439058969232546,13.83236472517384,13.440195824656914,9.805157818462918,10.328984019949246,10.203369898069226,10.479342202122597,14.419898653363818,2.533696813957432,2.2300144001592104,4.395682961121367,3.1986731175506815,4.1713056033582285,2.617395832834079,,,,,13.787863458053852,10.499960915535254,13.749817770918046,1.5546296758686828
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2017,3143,34980,2,24926.0,17029.08333,717370,30518,213595,291271,123631,58355,,,,,,63939,87562,24.6,47.3,28.1,1904226,1012689,716342,20803,31500,28639,36554,1866893,10.9,7.6,81.5,23.3,63.9,12.8,,,,,1011208.917,29772.66667,981436.25,2.95,8.053251153549096,10.462560335928407,1.0986122886681098,10.123706832333092,9.742736666774533,13.483348419510818,10.326104719461858,12.27184165930107,12.582012817489998,11.725064690173365,10.974317460191786,,,,,,11.065700422613832,11.380113813270055,3.242592351485517,3.877431560658527,3.370738174177447,14.459586709916064,13.828120714678949,13.48191438151416,9.942900554892963,10.357774570341576,10.262559621074582,10.506573254727416,14.439786645336275,2.4765384001174837,2.151762203259462,4.412798293340635,3.190476350346503,4.1728476237100445,2.624668592163159,,,,,13.82665810948645,10.30137961303612,13.796773357898882,1.3737155789130306
"Orlando-Kissimmee-Sanford, FL Metro Area",2010,3263,36740,2,0.0,0.0,748210,39972,282818,308835,89942,26643,36740.0,166680.0,175238.0,17925.0,2.7855,46478,62739,37.4,46.2,16.4,2140795,715538,923344,164209,22853,21231,26206,2107141,,,,23.4,64.2,12.4,,,,,1137389.8329999999,126244.75,1011145.083,11.1,8.090708716083997,10.511648576689398,1.0986122886681098,0.0,0.0,13.52544030273946,10.595959505181005,12.552562396037683,12.640565670648682,11.406931415338795,10.19031926353307,10.511648576689398,12.023837085038432,12.07390603545184,9.794007451917308,1.3311779785612243,10.746755876664402,11.046754481744669,3.648057459593681,3.8543938925915096,2.856470206220483,14.576688280453912,13.480791383830699,13.735758224794647,12.008901375485882,10.03688143570666,9.96326475657199,10.17378182963667,14.560843084915046,,,,3.1945831322991562,4.177459468932607,2.5952547069568657,,,,,13.944247454212721,11.745985683204646,13.82659498113514,2.4932054526026954
"Orlando-Kissimmee-Sanford, FL Metro Area",2011,3266,36740,2,0.0,0.0,765469,46725,296186,314218,79827,28513,36740.0,168266.1,181534.0,20300.0,3.534416667,46123,63327,37.9,46.1,16.0,2171360,741925,901218,172054,22950,21109,26765,2131119,,,,23.2,64.3,12.5,,,,,1146944.6670000001,115106.1667,1031838.5,10.04166667,8.09162741160107,10.511648576689398,1.0986122886681098,0.0,0.0,13.548245303240076,10.752056033913902,12.598746290588663,12.657845474012914,11.287629599087875,10.258150473713906,10.511648576689398,12.033307876815053,12.109203751561854,9.918425424900335,1.511696446186721,10.739088700891006,11.056082848402292,3.6609942506244004,3.8522730010223722,2.833213344056216,14.59086471785595,13.517004786717884,13.711503570318428,12.055569472122738,10.041116787524166,9.957502140842367,10.19488770435632,14.572158221086118,,,,3.186352633162641,4.178992036282385,2.6026896854443837,,,,,13.952613025329548,11.653618857758557,13.846853689672836,2.4016759959401632
"Orlando-Kissimmee-Sanford, FL Metro Area",2012,3269,36740,2,0.0,0.0,778693,45176,316861,304832,87421,24403,36740.0,169852.2,176789.0,21645.0,3.623166667,46020,63219,38.1,44.8,17.1,2223674,766094,924356,172438,23335,20293,27463,2184723,,,,22.8,64.2,13.0,,,,,1162613.8329999999,97719.0,1064894.8329999999,8.408333333,8.0925452638913,10.511648576689398,1.0986122886681098,0.0,0.0,13.565373436385784,10.71834338675493,12.666221626844985,12.627519364650638,11.378502246215547,10.102502332271744,10.511648576689398,12.042689813564333,12.082717866500069,9.982575958855092,1.531079896054273,10.736853093036018,11.054375985769608,3.66612246699132,3.824284091120139,2.89591193827178,14.614671790580603,13.549061461920502,13.736853639640975,12.057798829725723,10.057752511547557,9.918080554839028,10.220631335137528,14.597000062743843,,,,3.169685580677429,4.177459468932607,2.6390573296152584,,,,,13.966182192640389,11.489861525371676,13.878387542952341,2.2415958213321865
"Orlando-Kissimmee-Sanford, FL Metro Area",2013,3272,36740,2,0.0,0.0,780174,45740,311491,310172,88985,23786,36740.0,171438.3,178646.0,21900.0,3.533,46962,63634,36.7,45.9,17.4,2267846,799445,904928,201210,23575,22029,26863,2221209,17.1,11.3,71.6,22.7,63.9,13.4,,,,,1179396.8329999999,82174.66667,1097222.1670000001,6.975,8.09346227450118,10.511648576689398,1.0986122886681098,0.0,0.0,13.567273532475422,10.730750330040017,12.649128934696867,12.644885485317365,11.396234332970018,10.076894491940509,10.511648576689398,12.051984547077993,12.093167070699307,9.994287576862567,1.511383971958712,10.7571153366182,11.060918912426148,3.629660094453965,3.8480176754522337,2.91235066461494,14.63434148123677,13.591674266761185,13.715611766565788,12.212109387681455,10.06798452441753,10.000160439796389,10.198542379317322,14.613562650410408,2.89591193827178,2.509599262378372,4.28496492183075,3.1654750481410856,4.1728476237100445,2.667228206581955,,,,,13.980514555171917,11.316614511307543,13.90829315247816,2.076311648670908
"Orlando-Kissimmee-Sanford, FL Metro Area",2014,3275,36740,2,51367.58333,34752.16667,800299,48132,312363,322554,87285,29965,36740.0,173024.4,177341.0,22479.0,3.407083333,48270,67825,36.1,45.4,18.5,2321418,812160,930984,187621,23778,21965,27444,2278558,16.7,11.6,71.7,22.5,63.7,13.8,,,,,1202506.5,72114.5,1130392.0,5.9916666670000005,8.09437844497296,10.511648576689398,1.0986122886681098,10.846782045311913,10.456025974035352,13.592741936355138,10.781723291541018,12.651924453431588,12.684028943312882,11.376945362415483,10.30781868460309,10.511648576689398,12.061193683512045,12.085835350641917,10.020381304007627,1.4832130949163802,10.784586245241275,11.124700881244467,3.6136169696133895,3.8372994592322094,2.970414465569701,14.657689194599284,13.607453875351823,13.743998444421567,12.142184579467493,10.076558117215898,9.997251082348292,10.21993928098399,14.639053783579485,2.8735646395797834,2.533696813957432,4.286341384539473,3.1570004211501135,4.169761201506855,2.6946271807700692,,,,,13.99991951794884,11.186024279363886,13.93807591783505,1.9447189637328361
"Orlando-Kissimmee-Sanford, FL Metro Area",2015,3278,36740,2,81045.5,53877.25,845295,46394,324612,337416,101687,35186,36740.0,174610.5,204695.0,22837.0,2.41425,51077,70292,34.1,46.2,19.7,2387138,811223,937038,227640,25610,23676,29629,2342948,15.0,11.5,73.5,22.2,63.7,14.1,,,,,1218997.0829999999,63039.083329999994,1155958.0,5.175,8.095293776844649,10.511648576689398,1.0986122886681098,11.302778343011166,10.894482150412566,13.647442140858029,10.744946973787279,12.690388982552111,12.729074833124056,11.529664580974504,10.468431975189615,10.511648576689398,12.070318785052551,12.229281230667056,10.036181094261593,1.2279578495763968,10.841109155112113,11.160427499583543,3.55820113047182,3.8543938925915096,3.0301337002713233,14.685606135716036,13.60629949718022,13.750480182552886,12.335525105608482,10.150777225678416,10.072259391783,10.29654264056761,14.6669209502876,2.772588722239781,2.5257286443082556,4.310799125385514,3.1441522786722644,4.169761201506855,2.714694743820879,,,,,14.01353983586168,11.051526046390023,13.960440860457458,1.820508882514041
"Orlando-Kissimmee-Sanford, FL Metro Area",2016,3281,36740,2,73935.33333,53870.416670000006,862521,50250,319637,340916,112600,39118,,,,,,52385,71881,31.7,47.1,21.2,2441257,820902,951194,229967,26421,24024,31303,2399834,14.7,10.7,74.6,22.2,63.5,14.3,,,,,1257878.9170000001,56238.5,1201640.4170000001,4.475,8.096208271650037,10.511648576689398,1.0986122886681098,11.210959641458466,10.894355313268278,13.667615934808724,10.824785726220822,12.674944384429654,12.739394324879108,11.631605875642963,10.574363561449843,,,,,,10.866394659038862,11.182781164661774,3.487375077903208,3.8732821771117156,3.100092288878234,14.708024038177385,13.618160232855201,13.765474367826812,12.345695447791012,10.181952275438299,10.086850233838494,10.351501163890248,14.690910542954784,2.7536607123542622,2.4595888418037104,4.3254562831854875,3.1441522786722644,4.1666652238017265,2.72785282839839,,,,,14.044938256201462,10.93737463597561,13.999199027607046,1.7001922757025645
"Orlando-Kissimmee-Sanford, FL Metro Area",2017,3284,36740,2,70990.08333,51936.83333,875259,45443,318254,357768,113456,40338,,,,,,55089,77135,30.8,45.6,23.6,2509831,900783,912068,228154,26789,25696,31255,2465956,14.1,10.7,75.2,22.1,63.4,14.5,,,,,1304346.8329999999,50605.41667,1253741.4170000001,3.875,8.09712193091871,10.511648576689398,1.0986122886681098,11.17030956123535,10.857802769483346,13.682276264058698,10.724236077689795,12.670608227215327,12.787642805721914,11.639179189494499,10.605074021909918,,,,,,10.916723490466762,11.253325376645403,3.459466289786131,3.8416005411316,3.202746442938317,14.735726376596986,13.711020774220474,13.723470924089291,12.33778050152194,10.195783962538654,10.154129532552147,10.349966636734907,14.718090525409224,2.714694743820879,2.4595888418037104,4.333361462692601,3.139832617527748,4.165113633110308,2.740840023925201,,,,,14.08121372899728,10.831833658895716,14.041643569984757,1.5841201044498106
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2005,3314,37100,2,7276918.0,1912405.833,252679,9555,64946,104806,47664,25708,37100.0,274222.0,107102.0,13514.0,2.4773333330000002,66859,85032,23.9,45.8,30.3,782759,430806,181530,8320,29448,30706,36676,781356,9.9,6.4,83.7,27.9,61.7,10.4,,,,,415958.0,19732.66667,396225.3333,4.733333333,8.106212902619962,10.521399202410167,1.0986122886681098,15.800218116306713,14.463873128724984,12.439879145012636,9.1649245084457,11.08132683165554,11.559875842531596,10.771952654927679,10.15459640413204,10.521399202410167,12.521696922971874,11.581546267248015,9.511555458710548,1.2462657164203286,11.11035615997409,11.35079469542275,3.214867803470662,3.845883202923601,3.4436180975461075,13.570581414578141,12.973415472971729,12.109181717000643,9.02653771890043,10.290415232645834,10.332245920613584,10.509905134584978,13.568787430654584,2.388762789235098,2.0014800002101243,4.439115601658009,3.3638415951183864,4.138361447638875,2.4336133554004498,,,,,12.938341976693964,9.890081424122128,12.88974087570222,1.7462970950931582
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2006,3318,37100,2,7859445.0,1986068.0,259093,9987,65501,100541,54040,29024,37100.0,276618.0,107282.0,13292.0,2.800166667,72107,91371,22.7,44.1,33.2,799720,435646,179018,7567,28436,31086,36549,788511,8.9,7.7,83.5,26.6,62.6,10.8,,,,,419562.0,18053.33333,401508.6667,4.3,8.107418811719974,10.521399202410167,1.0986122886681098,15.877226678460755,14.501667866186141,12.464946209199864,9.209139651399664,11.089835955508324,11.518330829628779,10.897498296714174,10.275912806566092,10.521399202410167,12.530396387104563,11.583225481770386,9.4949928598676,1.335044925507372,11.185920274121928,11.42269436477576,3.1654750481410856,3.8088822465086327,3.5322256440685598,13.592018195822641,12.984587561373814,12.09524722444128,8.931684110731714,10.25544639312115,10.344545004347415,10.506436465177925,13.577902904039242,2.2925347571405443,2.163323025660538,4.436751534363128,3.3178157727231046,4.152613470346076,2.468099531471619,,,,,12.94696897239796,9.801141008632163,12.902986888542383,1.667706820558076
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2007,3322,37100,2,7965892.25,2080639.583,255668,9908,67349,102647,47934,27830,37100.0,279014.0,106466.0,12664.0,3.0535,73250,92970,22.2,44.5,33.3,798364,434630,172133,6394,30558,31403,40433,789366,8.5,7.4,84.1,26.1,62.6,11.3,,,,,423062.0,20666.0,402396.0,4.875,8.108623268354595,10.521399202410167,1.0986122886681098,15.890679641930948,14.54818637685983,12.451638918106392,9.201198714058899,11.11765818183851,11.539060938574854,10.777601205511097,10.233905786321381,10.521399202410167,12.539020822799161,11.57559035696042,9.446597562435775,1.3995807054456246,11.201647178663261,11.440042895549958,3.1441522786722644,3.817712325956905,3.535145354171894,13.590321165343141,12.982252674219188,12.056028522245708,8.763271714012943,10.327414520231974,10.354690552318147,10.607426294174273,13.57898663743538,2.2512917986064953,2.128231705849268,4.443827035579329,3.299533727885655,4.152613470346076,2.509599262378372,,,,,12.955276383108737,9.936293504261306,12.905194442471487,1.7707060600302227
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2008,3326,37100,2,8550182.0,2135630.417,256944,9834,70865,101080,50162,25003,37100.0,281410.0,104256.0,12449.0,3.5060000000000002,76860,97437,21.2,41.5,37.3,797740,438371,174473,7354,31184,32238,41012,787071,8.4,7.0,84.6,25.9,62.5,11.6,,,,,428791.5,27014.5,401777.0,6.316666667000001,8.109826276018477,10.521399202410167,1.0986122886681098,15.961463244192663,14.57427290658818,12.456617333192323,9.19370273082316,11.168546048839902,11.523677454607132,10.823032982130778,10.126791091051704,10.521399202410167,12.547571513161392,11.55461428368981,9.429475901892854,1.5054098420100528,11.249753874702945,11.486971557281514,3.100092288878234,3.7495040759303713,3.6454498961866,13.589539262346985,12.990823143963118,12.069531012388772,8.903135633035538,10.347692488960224,10.38093217876979,10.621644368600101,13.576075009873087,2.2407096892759584,2.0794415416798357,4.449685283147696,3.292126286607793,4.151039905898646,2.533696813957432,,,,,12.968728397914123,10.204166054343055,12.903654976255178,1.9901548508986289
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2009,3330,37100,2,8630064.917000001,2158222.083,260249,11146,68254,109497,49328,22024,37100.0,283806.0,102838.0,11838.0,2.653916667,71723,91112,22.8,43.3,33.9,802983,443096,166213,10230,28202,29683,37024,792693,10.4,7.9,81.7,26.0,62.1,11.9,,,,,430293.4167,41469.83333,388823.5833,9.641666667,8.11102783819368,10.521399202410167,1.0986122886681098,15.970762701153268,14.584795794341554,12.469397986477215,9.318925682389624,11.131005970437078,11.603661563231706,10.806267422382335,9.999933450804381,10.521399202410167,12.55604970866112,11.540919937489686,9.379154445411636,1.2957996517296904,11.180580698612255,11.419855773396634,3.169685580677429,3.7909846770510898,3.5524868292083815,13.596090067450188,13.001543986683957,12.021031393716253,9.23317760587894,10.24718363424666,10.298363459090025,10.519348639136,13.583192549728858,2.4336133554004498,2.186051276738094,4.415219602029645,3.295836866004329,4.144720769547168,2.5572273113676265,,,,,12.972224943376487,10.632745647805832,12.870883578221838,2.364777113281817
