,Id2,Cluster_upt,Geography_x,Year,RailBus,upt,VRM,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,CBSA Code,Pop_TSD,Tot_Emp_TSD,Tot_Retail_TSD,gasPrice,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,MNAME,,,,,Geog_Blank,Total_Labor_MSA,Unemployment_Labor_MSA,Employment_Labor:MSA,Unemployment_Rate_MSA,Geography_y,Geography_Blank
11,10420,1,"Akron, OH Metro Area",2008,Rail,1002933.917,203862.4167,281731,19035,100229,108332,38548,15587,10420,97736,41542,3830,3.2295,292377,25902,5436,22.9,50036,65801,36.4,45.1,18.5,698553,529519,137011,4452,25357,25559,25281,15247,681880,12.1,8.2,79.7,22.9,63.5,13.6,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
12,10420,1,"Akron, OH Metro Area",2009,Bus,1000725.896,522729.1458,281769,23447,97811,108215,36339,15957,10420,96807.5,40430,3743,2.33225,282744,19361,4581,23.2,47482,60668,36.8,48.1,15.1,699935,537803,134499,2466,24856,24810,24817,29301,685405,14.7,7.2,78.1,22.4,63.6,14,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
13,10420,1,"Akron, OH Metro Area",2009,DemandResponse,31426.14583,226567.25,281769,23447,97811,108215,36339,15957,10420,96807.5,40430,3743,2.33225,282744,19361,4581,23.2,47482,60668,36.8,48.1,15.1,699935,537803,134499,2466,24856,24810,24817,29301,685405,14.7,7.2,78.1,22.4,63.6,14,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
14,10420,1,"Akron, OH Metro Area",2009,Rail,686152.4167,191086,281769,23447,97811,108215,36339,15957,10420,96807.5,40430,3743,2.33225,282744,19361,4581,23.2,47482,60668,36.8,48.1,15.1,699935,537803,134499,2466,24856,24810,24817,29301,685405,14.7,7.2,78.1,22.4,63.6,14,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
15,10420,1,"Akron, OH Metro Area",2010,Bus,965116.8542,441539.6875,281523,22621,92537,114311,35021,17033,10420,95879,42831,3601,2.778083333,280287,18056,4649,22.6,46521,60782,38,45.6,16.4,702951,539313,132784,3944,24592,24348,25441,18974,687098,,,,22.3,63.4,14.3,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
16,10420,1,"Akron, OH Metro Area",2010,DemandResponse,30305.39583,226222.2292,281523,22621,92537,114311,35021,17033,10420,95879,42831,3601,2.778083333,280287,18056,4649,22.6,46521,60782,38,45.6,16.4,702951,539313,132784,3944,24592,24348,25441,18974,687098,,,,22.3,63.4,14.3,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
17,10420,1,"Akron, OH Metro Area",2010,Rail,646469.3333,162587.4167,281523,22621,92537,114311,35021,17033,10420,95879,42831,3601,2.778083333,280287,18056,4649,22.6,46521,60782,38,45.6,16.4,702951,539313,132784,3944,24592,24348,25441,18974,687098,,,,22.3,63.4,14.3,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
18,10420,1,"Akron, OH Metro Area",2011,Bus,998098.8125,441347.3958,274696,22332,98938,101762,35249,16415,10420,94950.5,42304,3743,3.531833333,276444,23293,4336,23.3,47032,62438,38.4,45.1,16.5,701456,541743,127206,5605,24744,24630,24718,19914,684916,,,,21.9,63.7,14.4,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
19,10420,1,"Akron, OH Metro Area",2011,DemandResponse,31211.02083,233798.75,274696,22332,98938,101762,35249,16415,10420,94950.5,42304,3743,3.531833333,276444,23293,4336,23.3,47032,62438,38.4,45.1,16.5,701456,541743,127206,5605,24744,24630,24718,19914,684916,,,,21.9,63.7,14.4,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
20,10420,1,"Akron, OH Metro Area",2011,Rail,702749.5833,182144.25,274696,22332,98938,101762,35249,16415,10420,94950.5,42304,3743,3.531833333,276444,23293,4336,23.3,47032,62438,38.4,45.1,16.5,701456,541743,127206,5605,24744,24630,24718,19914,684916,,,,21.9,63.7,14.4,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
21,10420,1,"Akron, OH Metro Area",2012,Bus,1034552.896,444956,280887,24001,98798,110693,32826,14569,10420,94022,38523,3513,3.613333333,280282,23756,4285,23.1,49731,65187,35.5,46.2,18.3,702262,541057,125650,5192,25564,25656,25880,25575,687031,,,,21.6,63.5,14.9,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
22,10420,1,"Akron, OH Metro Area",2012,DemandResponse,34551.33333,258693.2292,280887,24001,98798,110693,32826,14569,10420,94022,38523,3513,3.613333333,280282,23756,4285,23.1,49731,65187,35.5,46.2,18.3,702262,541057,125650,5192,25564,25656,25880,25575,687031,,,,21.6,63.5,14.9,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
23,10420,1,"Akron, OH Metro Area",2012,Rail,758072.8333,224030.75,280887,24001,98798,110693,32826,14569,10420,94022,38523,3513,3.613333333,280282,23756,4285,23.1,49731,65187,35.5,46.2,18.3,702262,541057,125650,5192,25564,25656,25880,25575,687031,,,,21.6,63.5,14.9,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
24,10420,1,"Akron, OH Metro Area",2013,Bus,1051065.313,470401.9167,281324,22696,97785,108261,37798,14784,10420,93093.5,38283,3405,3.518416667,286548,21490,5807,23.1,49984,67507,35.2,45.7,19.1,705686,541286,125313,4056,25830,25899,25802,28875,690331,15.4,8.5,76,21.3,63.5,15.2,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
25,10420,1,"Akron, OH Metro Area",2013,DemandResponse,35308.3125,269995.0833,281324,22696,97785,108261,37798,14784,10420,93093.5,38283,3405,3.518416667,286548,21490,5807,23.1,49984,67507,35.2,45.7,19.1,705686,541286,125313,4056,25830,25899,25802,28875,690331,15.4,8.5,76,21.3,63.5,15.2,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
26,10420,1,"Akron, OH Metro Area",2013,Rail,776775.5,266688.4167,281324,22696,97785,108261,37798,14784,10420,93093.5,38283,3405,3.518416667,286548,21490,5807,23.1,49984,67507,35.2,45.7,19.1,705686,541286,125313,4056,25830,25899,25802,28875,690331,15.4,8.5,76,21.3,63.5,15.2,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
27,10420,1,"Akron, OH Metro Area",2014,Bus,1062715.292,485518.5,283364,23065,96377,110920,37946,15056,10420,92165,38733,3343,3.3645,292974,23208,5845,22.9,50538,67821,35.1,44.9,20,703825,537852,133036,4145,26124,26004,26942,22840,688629,13.3,9,77.7,21.1,63,15.9,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
28,10420,1,"Akron, OH Metro Area",2014,DemandResponse,35789.16667,269222.5625,283364,23065,96377,110920,37946,15056,10420,92165,38733,3343,3.3645,292974,23208,5845,22.9,50538,67821,35.1,44.9,20,703825,537852,133036,4145,26124,26004,26942,22840,688629,13.3,9,77.7,21.1,63,15.9,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
29,10420,1,"Akron, OH Metro Area",2014,Rail,748582.8333,280411.5,283364,23065,96377,110920,37946,15056,10420,92165,38733,3343,3.3645,292974,23208,5845,22.9,50538,67821,35.1,44.9,20,703825,537852,133036,4145,26124,26004,26942,22840,688629,13.3,9,77.7,21.1,63,15.9,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
30,10420,1,"Akron, OH Metro Area",2015,Bus,1008540.146,492773.2292,282456,23662,95766,109671,35513,17844,10420,91236.5,43931,3628,2.40275,287795,24669,6526,24.3,51580,70288,34.5,43.2,22.3,704243,539841,125207,4050,26944,26599,29413,23802,689016,14.2,7.7,78.1,21,62.8,16.2,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
31,10420,1,"Akron, OH Metro Area",2015,DemandResponse,35746.25,272015.4375,282456,23662,95766,109671,35513,17844,10420,91236.5,43931,3628,2.40275,287795,24669,6526,24.3,51580,70288,34.5,43.2,22.3,704243,539841,125207,4050,26944,26599,29413,23802,689016,14.2,7.7,78.1,21,62.8,16.2,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
32,10420,1,"Akron, OH Metro Area",2015,Rail,753918.4167,281078,282456,23662,95766,109671,35513,17844,10420,91236.5,43931,3628,2.40275,287795,24669,6526,24.3,51580,70288,34.5,43.2,22.3,704243,539841,125207,4050,26944,26599,29413,23802,689016,14.2,7.7,78.1,21,62.8,16.2,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
33,10420,1,"Akron, OH Metro Area",2016,Bus,940637.9375,485187,284670,23386,99761,106473,36824,18226,,,,,,288064,21086,3831,22.9,51598,70083,34.6,45.3,20.1,702221,537399,123322,5468,27048,27611,27459,20468,684729,13.8,8.7,77.5,20.7,62.6,16.7,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
34,10420,1,"Akron, OH Metro Area",2016,DemandResponse,34059.41667,277738.125,284670,23386,99761,106473,36824,18226,,,,,,288064,21086,3831,22.9,51598,70083,34.6,45.3,20.1,702221,537399,123322,5468,27048,27611,27459,20468,684729,13.8,8.7,77.5,20.7,62.6,16.7,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
35,10420,1,"Akron, OH Metro Area",2016,Rail,740493.25,286476.5,284670,23386,99761,106473,36824,18226,,,,,,288064,21086,3831,22.9,51598,70083,34.6,45.3,20.1,702221,537399,123322,5468,27048,27611,27459,20468,684729,13.8,8.7,77.5,20.7,62.6,16.7,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
36,10420,1,"Akron, OH Metro Area",2017,Bus,860070.4375,477414.2083,289282,22538,96678,111274,39726,19066,,,,,,293201,25442,3859,23.2,56106,75838,31,46.1,22.9,703505,528663,132481,5747,29518,28993,31204,26950,686207,12.5,8.2,79.3,20.6,62.3,17.1,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
37,10420,1,"Akron, OH Metro Area",2017,DemandResponse,31754.1875,270075.7708,289282,22538,96678,111274,39726,19066,,,,,,293201,25442,3859,23.2,56106,75838,31,46.1,22.9,703505,528663,132481,5747,29518,28993,31204,26950,686207,12.5,8.2,79.3,20.6,62.3,17.1,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
38,10420,1,"Akron, OH Metro Area",2017,Rail,668297.25,274581.8333,289282,22538,96678,111274,39726,19066,,,,,,293201,25442,3859,23.2,56106,75838,31,46.1,22.9,703505,528663,132481,5747,29518,28993,31204,26950,686207,12.5,8.2,79.3,20.6,62.3,17.1,"Akron, OH Metro Area",,,,,"Akron,OHMetroArea",,,,,,
39,10500,1,"Albany, GA Metro Area",2005,Bus,54489.66667,44640.25,59384,7093,18516,20546,9969,3260,,,,,,N,N,N,N,41213,53167,42.9,46.4,10.7,158772,119720,35966,765,20941,18805,26530,41107,158046,17.2,11.9,70.9,28.9,61.1,10,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
40,10500,1,"Albany, GA Metro Area",2005,DemandResponse,2135.666667,11612.16667,59384,7093,18516,20546,9969,3260,,,,,,N,N,N,N,41213,53167,42.9,46.4,10.7,158772,119720,35966,765,20941,18805,26530,41107,158046,17.2,11.9,70.9,28.9,61.1,10,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
41,10500,1,"Albany, GA Metro Area",2006,Bus,63567.5,44518.25,61158,6536,20069,21296,8594,4663,,,,,,53586,8571,779,19.7,35515,49529,49.3,38.7,12,165062,127633,34670,415,19690,18470,22270,38750,158981,22.8,10.9,66.2,27.7,60.8,11.5,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
42,10500,1,"Albany, GA Metro Area",2006,DemandResponse,1957.25,11611.33333,61158,6536,20069,21296,8594,4663,,,,,,53586,8571,779,19.7,35515,49529,49.3,38.7,12,165062,127633,34670,415,19690,18470,22270,38750,158981,22.8,10.9,66.2,27.7,60.8,11.5,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
43,10500,1,"Albany, GA Metro Area",2007,Bus,63951.16667,44582.08333,60777,6970,21026,19730,8575,4476,,,,,,52600,9104,460,N,36402,51200,48.5,41.4,10.1,162767,127992,30244,1265,20454,18686,26277,27889,159338,21.5,13.2,65.4,27.3,60.8,11.9,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
44,10500,1,"Albany, GA Metro Area",2007,DemandResponse,1779,10190.83333,60777,6970,21026,19730,8575,4476,,,,,,52600,9104,460,N,36402,51200,48.5,41.4,10.1,162767,127992,30244,1265,20454,18686,26277,27889,159338,21.5,13.2,65.4,27.3,60.8,11.9,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
45,10500,1,"Albany, GA Metro Area",2008,Bus,73405.33333,44416.08333,60893,6073,23282,18448,8971,4119,,,,,,53192,9252,305,18.6,38989,55456,46.6,40.5,12.9,163074,129258,31879,588,20442,19131,28225,9172,156890,23.3,9.5,67.2,26,61.2,12.8,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
46,10500,1,"Albany, GA Metro Area",2008,DemandResponse,1663.25,9377.916667,60893,6073,23282,18448,8971,4119,,,,,,53192,9252,305,18.6,38989,55456,46.6,40.5,12.9,163074,129258,31879,588,20442,19131,28225,9172,156890,23.3,9.5,67.2,26,61.2,12.8,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
47,10500,1,"Albany, GA Metro Area",2009,Bus,72598.08333,44130.66667,60101,4550,24625,20779,7191,2956,,,,,,50072,9207,519,20.5,36218,47306,48.6,43.8,7.6,164238,126496,33282,849,18639,17139,24907,11250,159356,23.2,13.6,63.3,26.5,61.4,12.1,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
48,10500,1,"Albany, GA Metro Area",2009,DemandResponse,1334.833333,8765.5,60101,4550,24625,20779,7191,2956,,,,,,50072,9207,519,20.5,36218,47306,48.6,43.8,7.6,164238,126496,33282,849,18639,17139,24907,11250,159356,23.2,13.6,63.3,26.5,61.4,12.1,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
49,10500,1,"Albany, GA Metro Area",2010,Bus,75033.83333,44248.5,60263,6743,20159,20799,8757,3805,,,,,,46102,9310,655,19.1,34002,47826,50.8,38.8,10.4,162659,122527,34782,1358,19051,16806,26457,27395,154966,,,,25.7,61.8,12.5,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
50,10500,1,"Albany, GA Metro Area",2010,DemandResponse,1012.833333,8241.5,60263,6743,20159,20799,8757,3805,,,,,,46102,9310,655,19.1,34002,47826,50.8,38.8,10.4,162659,122527,34782,1358,19051,16806,26457,27395,154966,,,,25.7,61.8,12.5,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
51,10500,1,"Albany, GA Metro Area",2011,Bus,82155.25,47878.16667,58438,6247,23102,19607,6805,2677,,,,,,45870,8565,569,20.9,32775,45215,52.5,38.1,9.4,161617,126789,31236,886,19093,17591,25005,52762,157802,,,,26.3,61.6,12.1,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
52,10500,1,"Albany, GA Metro Area",2011,DemandResponse,863.3333333,8277.333333,58438,6247,23102,19607,6805,2677,,,,,,45870,8565,569,20.9,32775,45215,52.5,38.1,9.4,161617,126789,31236,886,19093,17591,25005,52762,157802,,,,26.3,61.6,12.1,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
53,10500,1,"Albany, GA Metro Area",2012,Bus,84804,43624.41667,57699,5544,22517,20405,6850,2383,,,,,,46710,7444,571,20.7,34469,54220,50.5,37.1,12.4,155019,116085,33853,1482,19997,18223,24992,25657,148869,,,,25.1,61.8,13.1,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
54,10500,1,"Albany, GA Metro Area",2012,DemandResponse,866.0833333,8044.5,57699,5544,22517,20405,6850,2383,,,,,,46710,7444,571,20.7,34469,54220,50.5,37.1,12.4,155019,116085,33853,1482,19997,18223,24992,25657,148869,,,,25.1,61.8,13.1,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
55,10500,1,"Albany, GA Metro Area",2013,Bus,84751.25,45150.41667,56505,6343,21035,19517,6953,2657,,,,,,47391,6098,535,N,34756,49937,50.2,37.8,12,156277,121505,29335,787,20424,19361,25928,40112,150485,24.9,15,60.1,25.2,61.9,12.9,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
56,10500,1,"Albany, GA Metro Area",2013,DemandResponse,1088.833333,7385.916667,56505,6343,21035,19517,6953,2657,,,,,,47391,6098,535,N,34756,49937,50.2,37.8,12,156277,121505,29335,787,20424,19361,25928,40112,150485,24.9,15,60.1,25.2,61.9,12.9,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
57,10500,1,"Albany, GA Metro Area",2014,Bus,73591.16667,49054.16667,57795,6344,20495,19943,8079,2934,,,,,,48470,5306,721,N,39071,51306,46.1,42.6,11.3,152596,118396,30033,1028,21803,19557,25863,55932,147236,25.3,12.2,62.5,25.2,60.7,14.1,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
58,10500,1,"Albany, GA Metro Area",2014,DemandResponse,1233.75,8350.083333,57795,6344,20495,19943,8079,2934,,,,,,48470,5306,721,N,39071,51306,46.1,42.6,11.3,152596,118396,30033,1028,21803,19557,25863,55932,147236,25.3,12.2,62.5,25.2,60.7,14.1,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
59,10500,1,"Albany, GA Metro Area",2015,Bus,57917.58333,49623.16667,57597,6411,21525,18435,7798,3428,,,,,,48719,7330,1171,20.8,40143,56072,44,41.1,14.9,156997,122066,30295,1226,22262,20502,26635,30683,151625,24.6,9.3,66.2,25.1,60.5,14.4,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
60,10500,1,"Albany, GA Metro Area",2015,DemandResponse,1216.083333,7848.75,57597,6411,21525,18435,7798,3428,,,,,,48719,7330,1171,20.8,40143,56072,44,41.1,14.9,156997,122066,30295,1226,22262,20502,26635,30683,151625,24.6,9.3,66.2,25.1,60.5,14.4,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
61,10500,1,"Albany, GA Metro Area",2016,Bus,54613.58333,49750.58333,57228,6357,19792,19908,7275,3896,,,,,,51327,7148,235,N,40667,57901,44.3,40.6,15.1,152506,115953,33374,822,23281,22094,25505,36751,147606,25,11.1,63.9,24.8,60.4,14.8,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
62,10500,1,"Albany, GA Metro Area",2016,DemandResponse,1151.333333,8120.5,57228,6357,19792,19908,7275,3896,,,,,,51327,7148,235,N,40667,57901,44.3,40.6,15.1,152506,115953,33374,822,23281,22094,25505,36751,147606,25,11.1,63.9,24.8,60.4,14.8,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
63,10500,1,"Albany, GA Metro Area",2017,Bus,60251.08333,50200.41667,57607,5627,20937,20474,7108,3461,,,,,,48520,7078,533,22.3,43614,56185,41.9,44,14.1,151754,120338,27005,1117,22543,20901,27217,23270,146085,24.7,10.6,64.8,24.1,60.5,15.4,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
64,10500,1,"Albany, GA Metro Area",2017,DemandResponse,1092.583333,7820,57607,5627,20937,20474,7108,3461,,,,,,48520,7078,533,22.3,43614,56185,41.9,44,14.1,151754,120338,27005,1117,22543,20901,27217,23270,146085,24.7,10.6,64.8,24.1,60.5,15.4,"Albany, GA Metro Area",,,,,"Albany,GAMetroArea",,,,,,
65,10580,1,"Albany-Schenectady-Troy, NY Metro Area",2005,Bus,524285.875,320631.125,337662,30104,122342,130417,41631,13168,10580,175955,148261,11304,2.35025,329898,34858,8590,22.3,50828,63227,34.3,48.9,16.8,816044,643111,119725,7872,28558,28228,31577,24572,813649,10.5,6.6,82.9,22.8,64,13.2,"Albany-Schenectady-Troy, NY Metro Area",,,,,"Albany-Schenectady-Troy,NYMetroArea",,,,,,
66,10580,1,"Albany-Schenectady-Troy, NY Metro Area",2005,DemandResponse,7224.208333,45822.29167,337662,30104,122342,130417,41631,13168,10580,175955,148261,11304,2.35025,329898,34858,8590,22.3,50828,63227,34.3,48.9,16.8,816044,643111,119725,7872,28558,28228,31577,24572,813649,10.5,6.6,82.9,22.8,64,13.2,"Albany-Schenectady-Troy, NY Metro Area",,,,,"Albany-Schenectady-Troy,NYMetroArea",,,,,,
67,10580,1,"Albany-Schenectady-Troy, NY Metro Area",2005,Other,3087.583333,3414.833333,337662,30104,122342,130417,41631,13168,10580,175955,148261,11304,2.35025,329898,34858,8590,22.3,50828,63227,34.3,48.9,16.8,816044,643111,119725,7872,28558,28228,31577,24572,813649,10.5,6.6,82.9,22.8,64,13.2,"Albany-Schenectady-Troy, NY Metro Area",,,,,"Albany-Schenectady-Troy,NYMetroArea",,,,,,
68,10580,1,"Albany-Schenectady-Troy, NY Metro Area",2006,Bus,543671.625,294705.375,337905,30182,120392,132665,40789,13877,10580,176482.2,148827,11686,2.676166667,335600,38041,11046,21.6,53202,64965,31.2,50.8,18,850957,662383,127847,8050,27434,27388,29263,22627,821457,9.8,6.2,84,21.6,64.9,13.5,"Albany-Schenectady-Troy, NY Metro Area",,,,,"Albany-Schenectady-Troy,NYMetroArea",,,,,,
69,10580,1,"Albany-Schenectady-Troy, NY Metro Area",2006,DemandResponse,6744.666667,54208.33333,337905,30182,120392,132665,40789,13877,10580,176482.2,148827,11686,2.676166667,335600,38041,11046,21.6,53202,64965,31.2,50.8,18,850957,662383,127847,8050,27434,27388,29263,22627,821457,9.8,6.2,84,21.6,64.9,13.5,"Albany-Schenectady-Troy, NY Metro Area",,,,,"Albany-Schenectady-Troy,NYMetroArea",,,,,,
