,Year,Mode,CLUSTER_APTA4,UPT_ADJ,VRM_ADJ_BUS_log_FAC,VRM_ADJ_RAIL_log_FAC,FARE_per_UPT_cleaned_2018_BUS_log_FAC,FARE_per_UPT_cleaned_2018_RAIL_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_HINY_FAC,YEARS_SINCE_TNC_BUS_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL_HINY_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Unknown_FAC,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,YEARS_SINCE_TNC,POP_EMP_log_FAC_cumsum,TSD_POP_EMP_PCT_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,BIKE_SHARE_FAC_cumsum,scooter_flag_FAC_cumsum,Unknown_FAC_cumsum,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_cleaned_2018_log_FAC_cumsum,YEARS_SINCE_TNC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_TSD_POP_EMP_PCT_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_BIKE_SHARE_FAC_cumsum,UPT_ADJ_scooter_flag_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_cleaned_2018_log_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_cumsum
34,2002,0,3.0,93.361892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.361892,93.361892,93.361892,93.361892,93.361892,93.361892,93.361892,93.361892,93.361892,93.361892,93.361892,93.361892
35,2003,0,3.0,106.70973200000005,142744.48639822425,0.0,762555.7064331323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.70973200000005,106.70973200000005,106.70973200000005,106.70973200000005,106.70973200000005,106.70973200000005,106.70973200000005,106.70973200000005,106.70973200000005,106.70973200000005,106.70973200000005,106.70973200000005
36,2004,0,3.0,152.484264,1086601.115736197,0.0,263870.86853300594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.484264,152.484264,152.484264,152.484264,152.484264,152.484264,152.484264,152.484264,152.484264,152.484264,152.484264,152.484264
37,2005,0,3.0,183.906927,-1422027.3843189604,0.0,492495.26002911234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.906927,183.906927,183.906927,183.906927,183.906927,183.906927,183.906927,183.906927,183.906927,183.906927,183.906927,183.906927
38,2006,0,3.0,223.12726200000003,2801073.366113607,0.0,-271602.27327941696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.12726200000003,223.12726200000003,223.12726200000003,223.12726200000003,223.12726200000003,223.12726200000003,223.12726200000003,223.12726200000003,223.12726200000003,223.12726200000003,223.12726200000003,223.12726200000003
39,2007,0,3.0,244.013701,2987581.394790961,0.0,312721.0713352953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.013701,244.013701,244.013701,244.013701,244.013701,244.013701,244.013701,244.013701,244.013701,244.013701,244.013701,244.013701
40,2008,0,3.0,265.912325,1639878.3772369658,0.0,1157047.261170871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.912325,265.912325,265.912325,265.912325,265.912325,265.912325,265.912325,265.912325,265.912325,265.912325,265.912325,265.912325
41,2009,0,3.0,271.1441469999999,1383767.3761584794,0.0,-4040605.8601401593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.1441469999999,271.1441469999999,271.1441469999999,271.1441469999999,271.1441469999999,271.1441469999999,271.1441469999999,271.1441469999999,271.1441469999999,271.1441469999999,271.1441469999999,271.1441469999999
42,2010,0,3.0,275.9917750000001,524753.9895169914,0.0,1439996.0605507651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.9917750000001,275.9917750000001,275.9917750000001,275.9917750000001,275.9917750000001,275.9917750000001,275.9917750000001,275.9917750000001,275.9917750000001,275.9917750000001,275.9917750000001,275.9917750000001
43,2011,0,3.0,293.95154,-282303.18891704467,0.0,2531896.787579633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.95154,293.95154,293.95154,293.95154,293.95154,293.95154,293.95154,293.95154,293.95154,293.95154,293.95154,293.95154
44,2012,0,3.0,308.5563199999999,418133.2440703351,0.0,-331557.2331918592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.5563199999999,308.5563199999999,308.5563199999999,308.5563199999999,308.5563199999999,308.5563199999999,308.5563199999999,308.5563199999999,308.5563199999999,308.5563199999999,308.5563199999999,308.5563199999999
45,2013,0,3.0,305.701207,1030600.1193978484,0.0,-6147447.976054833,0.0,849016.3068010451,-50255.83811237254,-1341369.4178015226,-10200.601846291494,16728.110248489866,225427.1024691848,0.0,0.0,0.0,0.0,0.0,0.0,2587318.6742678653,1030600.1193978484,-6147447.976054833,0.0,0.8490163068010451,-0.05025583811237254,-1.3413694178015227,-0.010200601846291494,0.016728110248489865,0.22542710246918482,0.0,0.0,2.5873186742678653,1.0306001193978485,-6.147447976054833,0.0,304.85219069319896,305.7514628381124,307.0425764178015,305.7114076018463,305.6844788897515,305.4757798975308,305.701207,305.701207,303.11388832573215,304.6706068806022,311.84865497605483,305.701207
46,2014,0,3.0,305.480098,3061470.305211094,0.0,447741.3588865698,0.0,513119.4031028759,-279876.1318663015,-1969835.9408327069,-302731.0811434608,20152.559959247777,-392203.6396946932,0.0,0.0,0.0,0.0,-68057.01017687767,0.0,-1254992.9658893913,3061470.305211094,447741.3588865698,0.0,1.362135709903921,-0.33013196997867406,-3.3112053586342296,-0.3129316829897523,0.03688067020773764,-0.1667765372255084,-0.06805701017687767,0.0,1.332325708378474,4.092070424608942,-5.699706617168263,0.0,304.1179622900961,305.81022996997865,308.79130335863425,305.79302968298975,305.4432173297923,305.64687453722553,305.54815501017686,305.480098,304.14777229162155,301.38802757539105,311.17980461716826,305.480098
