,Year,Mode,CLUSTER_APTA4,UPT_ADJ,VRM_ADJ_BUS_log_FAC,VRM_ADJ_RAIL_log_FAC,FARE_per_UPT_cleaned_2018_BUS_log_FAC,FARE_per_UPT_cleaned_2018_RAIL_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_HINY_FAC,YEARS_SINCE_TNC_BUS_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL_HINY_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Unknown_FAC,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,YEARS_SINCE_TNC,POP_EMP_log_FAC_cumsum,TSD_POP_EMP_PCT_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,BIKE_SHARE_FAC_cumsum,scooter_flag_FAC_cumsum,Unknown_FAC_cumsum,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_cleaned_2018_log_FAC_cumsum,YEARS_SINCE_TNC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_TSD_POP_EMP_PCT_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_BIKE_SHARE_FAC_cumsum,UPT_ADJ_scooter_flag_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_cleaned_2018_log_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_cumsum
68,2002,1,1.0,1288.9391099999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288.9391099999993,1288.9391099999993,1288.9391099999993,1288.9391099999993,1288.9391099999993,1288.9391099999993,1288.9391099999993,1288.9391099999993,1288.9391099999993,1288.9391099999993,1288.9391099999993,1288.9391099999993
69,2003,1,1.0,1274.9005779999995,0.0,52907869.729852535,0.0,954635.7128078544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.9005779999995,1274.9005779999995,1274.9005779999995,1274.9005779999995,1274.9005779999995,1274.9005779999995,1274.9005779999995,1274.9005779999995,1274.9005779999995,1274.9005779999995,1274.9005779999995,1274.9005779999995
70,2004,1,1.0,1354.6364710000007,0.0,20110817.42880425,0.0,6288260.070081212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.6364710000007,1354.6364710000007,1354.6364710000007,1354.6364710000007,1354.6364710000007,1354.6364710000007,1354.6364710000007,1354.6364710000007,1354.6364710000007,1354.6364710000007,1354.6364710000007,1354.6364710000007
71,2005,1,1.0,1404.388432999999,0.0,7897513.684584692,0.0,-3029852.5129537536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.388432999999,1404.388432999999,1404.388432999999,1404.388432999999,1404.388432999999,1404.388432999999,1404.388432999999,1404.388432999999,1404.388432999999,1404.388432999999,1404.388432999999,1404.388432999999
72,2006,1,1.0,1466.3139490000008,0.0,38487982.437890165,0.0,-6623356.332588972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.3139490000008,1466.3139490000008,1466.3139490000008,1466.3139490000008,1466.3139490000008,1466.3139490000008,1466.3139490000008,1466.3139490000008,1466.3139490000008,1466.3139490000008,1466.3139490000008,1466.3139490000008
73,2007,1,1.0,1490.3913790000001,0.0,66275237.44219579,0.0,-2623517.2869072515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.3913790000001,1490.3913790000001,1490.3913790000001,1490.3913790000001,1490.3913790000001,1490.3913790000001,1490.3913790000001,1490.3913790000001,1490.3913790000001,1490.3913790000001,1490.3913790000001,1490.3913790000001
74,2008,1,1.0,1563.634307000001,0.0,28743799.177805662,0.0,-11093609.661896918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.634307000001,1563.634307000001,1563.634307000001,1563.634307000001,1563.634307000001,1563.634307000001,1563.634307000001,1563.634307000001,1563.634307000001,1563.634307000001,1563.634307000001,1563.634307000001
75,2009,1,1.0,1542.1664689999996,0.0,3863411.102575456,0.0,-23450327.45808749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.1664689999996,1542.1664689999996,1542.1664689999996,1542.1664689999996,1542.1664689999996,1542.1664689999996,1542.1664689999996,1542.1664689999996,1542.1664689999996,1542.1664689999996,1542.1664689999996,1542.1664689999996
76,2010,1,1.0,1584.2635330000003,0.0,-3614236.942445636,0.0,-130934.76552842488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.2635330000003,1584.2635330000003,1584.2635330000003,1584.2635330000003,1584.2635330000003,1584.2635330000003,1584.2635330000003,1584.2635330000003,1584.2635330000003,1584.2635330000003,1584.2635330000003,1584.2635330000003
77,2011,1,1.0,1649.9664150000003,0.0,5120848.562024754,0.0,-3231817.5300683724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403017.3274781004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649.9664150000003,1649.9664150000003,1649.9664150000003,1649.9664150000003,1649.9664150000003,1649.9664150000003,1649.9664150000003,1649.9664150000003,1649.9664150000003,1649.9664150000003,1649.9664150000003,1649.9664150000003
78,2012,1,1.0,1684.3104710000002,0.0,33133268.30491256,0.0,-1998482.4610954265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741558.223739345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684.3104710000002,1684.3104710000002,1684.3104710000002,1684.3104710000002,1684.3104710000002,1684.3104710000002,1684.3104710000002,1684.3104710000002,1684.3104710000002,1684.3104710000002,1684.3104710000002,1684.3104710000002
79,2013,1,1.0,1692.9234280000007,0.0,30928332.90258251,0.0,-25418315.976911407,4089940.944223842,181375.6888374408,-7688488.747045109,-1032013.5227550416,-1125450.887288798,-37519.0516328416,0.0,0.0,3343956.593591822,0.0,0.0,0.0,5782392.476183767,30928332.90258251,-25418315.976911407,3343956.593591822,4.089940944223842,0.1813756888374408,-7.688488747045109,-1.0320135227550415,-1.125450887288798,-0.037519051632841596,0.0,0.0,5.782392476183768,30.92833290258251,-25.41831597691141,3.343956593591822,1688.833487055777,1692.7420523111632,1700.6119167470458,1693.9554415227558,1694.0488788872894,1692.9609470516336,1692.9234280000007,1692.9234280000007,1687.141035523817,1661.9950950974182,1718.341743976912,1689.5794714064089
80,2014,1,1.0,1741.056553,0.0,42467872.44058588,0.0,4708428.975043936,4826180.06410545,-246296.95296733908,-10549663.55817304,-625573.7729086191,-127828.7788492933,-3144341.860316673,0.0,0.0,3476504.808115124,0.0,-4355750.756467314,0.0,11517510.134289876,42467872.44058588,4708428.975043936,3476504.808115124,8.916121008329293,-0.06492126412989828,-18.23815230521815,-1.6575872956636608,-1.2532796661380914,-3.1818609119495145,-4.355750756467314,0.0,17.299902610473644,73.39620534316839,-20.70988700186747,6.820461401706945,1732.1404319916705,1741.1214742641298,1759.294705305218,1742.7141402956636,1742.309832666138,1744.2384139119495,1745.4123037564673,1741.056553,1723.7566503895262,1667.6603476568316,1761.7664400018673,1734.236091598293
81,2015,1,1.0,1722.9710639999996,0.0,21287278.17696376,0.0,-24779479.8675035,4469579.522389505,564069.6027511889,-56606695.62660856,-3622274.0100973495,-42533.618109505886,-414223.9294258535,0.0,0.0,3796379.62615917,0.0,-5575138.700110216,0.0,59687002.76411333,21287278.17696376,-24779479.8675035,3796379.62615917,13.385700530718799,0.49914833862129065,-74.8448479318267,-5.279861305761011,-1.2958132842475971,-3.596084841375368,-9.93088945657753,0.0,76.98690537458697,94.68348352013216,-45.489366869370976,10.616841027866116,1709.5853634692808,1722.4719156613783,1797.8159119318263,1728.2509253057606,1724.2668772842471,1726.567148841375,1732.901953456577,1722.9710639999996,1645.9841586254126,1628.2875804798675,1768.4604308693706,1712.3542229721336
82,2016,1,1.0,1698.078949999999,0.0,27078558.96723322,0.0,-7662114.356627218,3367002.852727024,-152596.8255966229,-20943595.36436805,-2643521.1162513825,-343072.7710096497,-6565759.151288446,0.0,0.0,3756944.1570180776,0.0,-2008756.5832966403,0.0,-2128931.8128334526,27078558.96723322,-7662114.356627218,3756944.1570180776,16.752703383445823,0.34655151302466775,-95.78844329619476,-7.923382422012392,-1.6388860552572468,-10.161843992663814,-11.93964603987417,0.0,74.85797356175351,121.76204248736536,-53.1514812259982,14.373785184884195,1681.3262466165531,1697.7323984869743,1793.8673932961938,1706.0023324220112,1699.7178360552562,1708.2407939926627,1710.018596039873,1698.078949999999,1623.2209764382455,1576.3169075126336,1751.230431225997,1683.7051648151148
83,2017,1,1.0,1666.6330980000002,0.0,34512551.22055632,0.0,6111718.002988497,4119662.550595572,-757988.056772813,14808840.901087942,-2674976.0365660787,-568861.3559949445,-1944410.6428077868,0.0,0.0,3702666.81934125,0.0,0.0,0.0,-89327590.34009033,34512551.22055632,6111718.002988497,3702666.81934125,20.872365934041397,-0.4114365437481452,-80.97960239510682,-10.59835845857847,-2.2077474112521913,-12.1062546354716,-11.93964603987417,0.0,-14.469616778336823,156.2745937079217,-47.0397632230097,18.076452004225445,1645.7607320659588,1667.0445345437483,1747.6127003951071,1677.2314564585788,1668.8408454112525,1678.7393526354717,1678.5727440398744,1666.6330980000002,1681.102714778337,1510.3585042920786,1713.67286122301,1648.5566459957747
84,2018,1,1.0,1636.1846329999996,0.0,12907421.522750102,0.0,1457531.6585596176,3594796.086679126,527495.5261918188,17716162.43497312,-2824762.9309299085,-487302.7384101142,-3021030.599947688,0.0,0.0,3634099.0340764313,0.0,-93322.35799192816,-41042204.800437264,-38624791.89755675,12907421.522750102,1457531.6585596176,3634099.0340764313,24.467162020720522,0.11605898244367353,-63.2634399601337,-13.42312138950838,-2.6950501496623054,-15.127285235419288,-12.032968397866098,-41.04220480043726,-53.094408675893575,169.1820152306718,-45.582231564450076,21.710551038301872,1611.7174709792791,1636.0685740175559,1699.4480729601332,1649.607754389508,1638.879683149662,1651.311918235419,1648.2176013978658,1677.226837800437,1689.2790416758933,1467.0026177693278,1681.7668645644496,1614.4740819616977
