,Year,Mode,CLUSTER_APTA4,UPT_ADJ,VRM_ADJ_BUS_log_FAC,VRM_ADJ_RAIL_log_FAC,FARE_per_UPT_cleaned_2018_BUS_log_FAC,FARE_per_UPT_cleaned_2018_RAIL_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_HINY_FAC,YEARS_SINCE_TNC_BUS_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL_HINY_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Unknown_FAC,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,YEARS_SINCE_TNC,POP_EMP_log_FAC_cumsum,TSD_POP_EMP_PCT_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,BIKE_SHARE_FAC_cumsum,scooter_flag_FAC_cumsum,Unknown_FAC_cumsum,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_cleaned_2018_log_FAC_cumsum,YEARS_SINCE_TNC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_TSD_POP_EMP_PCT_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_BIKE_SHARE_FAC_cumsum,UPT_ADJ_scooter_flag_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_cleaned_2018_log_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_cumsum
102,2002,1,10.0,2028.4584490000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028.4584490000007,2028.4584490000007,2028.4584490000007,2028.4584490000007,2028.4584490000007,2028.4584490000007,2028.4584490000007,2028.4584490000007,2028.4584490000007,2028.4584490000007,2028.4584490000007,2028.4584490000007
103,2003,1,10.0,1999.8507299999994,0.0,81201777.36486812,0.0,-41094920.52103373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.8507299999994,1999.8507299999994,1999.8507299999994,1999.8507299999994,1999.8507299999994,1999.8507299999994,1999.8507299999994,1999.8507299999994,1999.8507299999994,1999.8507299999994,1999.8507299999994,1999.8507299999994
104,2004,1,10.0,2115.1534519999996,0.0,47852710.97523026,0.0,6472751.547082149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115.1534519999996,2115.1534519999996,2115.1534519999996,2115.1534519999996,2115.1534519999996,2115.1534519999996,2115.1534519999996,2115.1534519999996,2115.1534519999996,2115.1534519999996,2115.1534519999996,2115.1534519999996
105,2005,1,10.0,2507.212522999996,0.0,16441465.009724224,0.0,79447538.23277922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2507.212522999996,2507.212522999996,2507.212522999996,2507.212522999996,2507.212522999996,2507.212522999996,2507.212522999996,2507.212522999996,2507.212522999996,2507.212522999996,2507.212522999996,2507.212522999996
106,2006,1,10.0,2603.6477749999985,0.0,37473752.32508906,0.0,7040713.74694102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2603.6477749999985,2603.6477749999985,2603.6477749999985,2603.6477749999985,2603.6477749999985,2603.6477749999985,2603.6477749999985,2603.6477749999985,2603.6477749999985,2603.6477749999985,2603.6477749999985,2603.6477749999985
107,2007,1,10.0,2751.026060000004,0.0,10030752.289350528,0.0,22560177.272261363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751.026060000004,2751.026060000004,2751.026060000004,2751.026060000004,2751.026060000004,2751.026060000004,2751.026060000004,2751.026060000004,2751.026060000004,2751.026060000004,2751.026060000004,2751.026060000004
108,2008,1,10.0,2818.6592389999983,0.0,51078172.1929872,0.0,-9367005.580777008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2818.6592389999983,2818.6592389999983,2818.6592389999983,2818.6592389999983,2818.6592389999983,2818.6592389999983,2818.6592389999983,2818.6592389999983,2818.6592389999983,2818.6592389999983,2818.6592389999983,2818.6592389999983
109,2009,1,10.0,2717.2693999999988,0.0,12580115.62701453,0.0,-31290351.634305228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717.2693999999988,2717.2693999999988,2717.2693999999988,2717.2693999999988,2717.2693999999988,2717.2693999999988,2717.2693999999988,2717.2693999999988,2717.2693999999988,2717.2693999999988,2717.2693999999988,2717.2693999999988
110,2010,1,10.0,2812.7820580000016,0.0,-31209822.57596896,0.0,-521729.580265796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2812.7820580000016,2812.7820580000016,2812.7820580000016,2812.7820580000016,2812.7820580000016,2812.7820580000016,2812.7820580000016,2812.7820580000016,2812.7820580000016,2812.7820580000016,2812.7820580000016,2812.7820580000016
111,2011,1,10.0,2875.4784469999963,0.0,-32694987.25210033,0.0,-37916112.56944924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875.4784469999963,2875.4784469999963,2875.4784469999963,2875.4784469999963,2875.4784469999963,2875.4784469999963,2875.4784469999963,2875.4784469999963,2875.4784469999963,2875.4784469999963,2875.4784469999963,2875.4784469999963
