CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,Tot_NonUSA_POP_pct,PCT_HH_NO_VEH,TSD_POP_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE_BUS,scooter_flag_BUS,BIKE_SCOOTER_SCOOTER_RAIL,MAINTENANCE,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,Tot_NonUSA_POP_pct_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_BUS_FAC,scooter_flag_BUS_FAC,BIKE_SCOOTER_SCOOTER_RAIL_FAC,MAINTENANCE_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_2018_log_FAC_scaled,POP_EMP_log_FAC_scaled,GAS_PRICE_2018_log_FAC_scaled,TOTAL_MED_INC_INDIV_2018_log_FAC_scaled,Tot_NonUSA_POP_pct_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,YEARS_SINCE_TNC_BUS_FAC_scaled,YEARS_SINCE_TNC_RAIL_FAC_scaled,BIKE_SHARE_BUS_FAC_scaled,scooter_flag_BUS_FAC_scaled,BIKE_SCOOTER_SCOOTER_RAIL_FAC_scaled,MAINTENANCE_FAC_scaled,Total_FAC_scaled
2.0,0,2003,1346,783556388.3735001,785467896.6119999,-7015982.761499943,747574125.4156059,33426222.6718261,12855636.077658767,0.9309102767221168,2401932.8551435163,2.194373176035184,34750.09297776795,1.1327644978817908,7.965310063962569,0.32047674635554285,0.0,0.0,0.04191011711124811,0.0,0.0,0.0,43139992.99581154,-608974.2514471901,13022948.141752891,10397950.903756592,5131813.572124304,2501265.1111732917,-739399.8989565104,-7301510.43586063,0.0,0.0,0.0,0.0,0.0,0.0,65544086.13835486,12320293.525717406,-313610.67183210683,13324694.277689213,9937006.950248959,4507096.354212385,1824426.7885093766,-624369.1738698707,-7549315.378849771,0.0,0.0,0.0,0.0,0.0,0.0,33426222.671825577
2.0,0,2004,1415,785467896.6119999,815417602.5579997,13422043.585999703,790297249.5069369,27969767.08999976,12359337.34410664,0.9138192329060947,2442880.4379957365,2.52002923076632,33610.737486070684,1.238948350525328,7.754049880109961,0.3096143893879256,0.0,0.0,0.04085767876500854,0.0,0.0,0.0,-11179459.840204928,10357288.416813415,13909321.332856165,11752149.836466368,7774946.236889971,2171029.208191499,-676440.3584669656,-6353016.294274673,0.0,0.0,0.0,0.0,0.0,0.0,27755818.538268477,-12170495.10572628,11267063.132778171,14693927.580820968,11441051.152919067,7759741.643631585,2041882.4610370279,-487402.03021930985,-6576001.745239199,0.0,0.0,0.0,0.0,0.0,0.0,27969767.090002034
2.0,0,2005,1439,815417602.5579997,833370972.8579999,14912306.19700032,850625082.1710045,57334833.81446844,11977833.573642002,0.8699861281268775,2443380.6479245657,2.979671389482508,32770.244993294495,1.333276800249345,7.554887749103547,0.29902945203127845,0.0,0.0,0.03912107845100258,0.0,0.0,0.0,39261115.61983259,19314861.871847935,14763748.23263525,15678948.262967901,7539456.019984859,1872036.814168857,-731803.8379747805,-5722395.441187488,0.0,0.0,0.0,0.0,0.0,0.0,91975967.54227632,13683988.279209662,9031783.301729202,16786377.689038295,15294407.790996397,7577870.303014205,1822061.0194531952,-330082.59656485566,-6531571.972408731,0.0,0.0,0.0,0.0,0.0,0.0,57334833.81446737
2.0,0,2006,1462,833370972.8579999,863318330.0900002,29947357.2320003,880446355.232279,29821273.06127454,11820630.489621585,0.902029078002098,2466941.3557454688,3.274402260300036,31429.426671035453,1.4434998183640342,7.361553358137639,0.28523239679040097,0.0,0.0,0.03980982909234713,0.0,0.0,0.0,-6641620.581686349,-3021864.9050599453,17476993.403353658,9169033.518069142,12691168.88029787,2363456.7371655516,-733132.3799292298,-6099653.266645821,0.0,0.0,0.0,0.0,0.0,0.0,25204381.405565277,-3390610.7184944004,-1817386.0511060734,17879118.04575902,9065502.711323338,12588488.47060774,2296688.5061675343,-657729.2922501621,-6142798.610732827,0.0,0.0,0.0,0.0,0.0,0.0,29821273.06127414
2.0,0,2007,1462,863318330.0900002,876463749.0619997,13145418.971999632,882316390.581445,1870035.3491659518,12161227.258820357,0.9197062276304356,2516441.6001466536,3.4624230694288816,31972.77357853977,1.4638034117998129,7.263459632268739,0.2757174452989642,0.0,0.0,0.040035272964025766,0.0,0.0,0.0,9827552.245145611,-12749257.419453792,8195590.119834662,5681247.841023709,-3565978.1380345,-92440.52432193648,-372816.64629437693,-3607040.9991089404,0.0,0.0,0.0,0.0,0.0,0.0,3316856.478789462,11456365.377910236,-16335819.031731984,8935009.5331025,5857264.240594814,-3688271.518444238,-105449.24131920435,-388945.0463278897,-3860118.9646173855,0.0,0.0,0.0,0.0,0.0,0.0,1870035.3491668496
2.0,0,2008,1462,876463749.0619997,941381102.0030003,64917352.94100019,916864793.6035913,34548403.02214662,12174296.438786501,0.9112132046301259,2498525.9601444025,3.8795416967291403,31758.76435473357,1.5579418063738313,7.455925716646542,0.27199983541570205,0.0,0.0,0.03906777095646638,0.0,0.0,0.0,9677154.292714136,4782614.376014791,3987061.3382265735,12368554.042502396,2152477.8274497,2600523.4430016167,1376905.0085081381,-3014086.360032884,0.0,0.0,0.0,0.0,0.0,0.0,33931203.96838535,9536576.576929713,5239040.07865554,4098094.6771829054,12652508.309783975,2045822.394020083,2608832.571058915,1415160.2662904998,-3047631.851775928,0.0,0.0,0.0,0.0,0.0,0.0,34548403.02214571
2.0,0,2009,1462,941381102.0030003,867681683.5729998,-73699418.43000032,848882988.3989706,-67981805.20462099,11831345.579597123,1.0299971778860928,2477290.4039103957,2.8253358576168988,30185.27902608412,1.5340686274225723,7.501322470214148,0.2664964458494344,0.0,0.0,0.03977804092340984,0.0,0.0,0.0,-7088500.423087724,-39440172.98343888,-3179829.6219347166,-35334395.40187881,16867392.064261388,-540859.261439011,446061.95988794515,-3365003.3256560885,0.0,0.0,0.0,0.0,0.0,0.0,-71635306.99328572,-7079982.141393324,-37342416.971015565,-3028469.68853402,-33619115.88296375,16222282.428559309,-579107.3168269099,566756.6342388539,-3121752.266685768,0.0,0.0,0.0,0.0,0.0,0.0,-67981805.20462115
2.0,0,2010,1486,867681683.5729998,861529794.341,-9140628.4469998,873279219.9759263,20717762.981646203,11435177.543969374,1.0162735067319897,2476247.466090509,3.283677319588693,29659.406610219095,1.5858277992591414,7.729211146895746,0.2604073485502305,0.0,0.0,0.03547469836317031,0.0,0.0,0.0,-7712870.315616085,1564172.983917352,6604312.41010813,15524709.450063722,4705835.793351054,1653649.578654906,1626160.3479672507,-3206263.733009653,0.0,0.0,0.0,0.0,0.0,0.0,20759706.515436098,-7210575.087592379,1605751.0647482404,6325248.161451879,15202210.833953978,4694277.896733692,1632130.3440249607,1598976.3080492886,-3130256.539722971,0.0,0.0,0.0,0.0,0.0,0.0,20717762.981646687
2.0,0,2011,1486,861529794.341,899569628.5419998,38039834.20099995,901765145.663963,28485925.68803681,11100034.631654331,1.010537365667315,2464258.6879184316,4.019819929713335,29025.614810552826,1.6813107157727387,7.939105317321834,0.2540324331696306,0.0,0.0,0.04733959668939457,0.0,0.0,0.0,-7212770.398876008,1785863.01171605,5284017.283168414,21822872.51183832,6182466.117969969,1836992.8735823005,1450025.2828107823,-2444790.3817181746,0.0,0.0,-358595.839258646,0.0,0.0,0.0,28346080.461232506,-6152025.426854335,537074.2856293245,5344718.445942655,22049028.43908401,6117561.949254154,1963944.5066340282,1441287.1637653268,-2474713.569370166,0.0,0.0,-340950.1060475444,0.0,0.0,0.0,28485925.688037448
2.0,0,2012,1486,899569628.5419998,918653974.82,19084346.277999774,896909241.8696363,-4855903.794326235,10854234.290834745,1.0287641558116112,2490379.0337531934,4.0366721020529654,28715.12824655835,1.66886416694694,7.969391217282818,0.25158551364337217,0.0,0.0,0.09433797144479494,0.0,0.0,0.0,-8652473.11170968,-5831880.2459625555,7332101.735552266,476383.6684639345,3497562.690374611,-626629.6138016786,240196.47266437742,-648965.0313574482,0.0,0.0,-1057290.8388037048,0.0,0.0,0.0,-5270994.274580178,-8683672.926943945,-5363821.60131424,7295353.043268617,474220.44436346093,3484170.886462685,-707722.5778958402,305997.86471100606,-650127.3847016846,0.0,0.0,-1010301.5422760675,0.0,0.0,0.0,-4855903.794326009
2.0,0,2013,1486,918653974.82,904942036.8670001,-13711937.952999722,897332817.1732448,423575.3036082899,10903529.242485564,1.0473985835596014,2530390.007060028,3.8757205830971775,28839.52766396665,1.7400150262694698,7.854965120253797,0.24992453474632548,0.0,0.0,0.16049016494909116,0.0,0.0,0.0,3898055.0851737903,-7971467.606768677,12912248.55706715,-4592323.415114155,-1584405.1939232303,2023902.9285374472,-938331.2347539397,-1220050.4678155489,0.0,0.0,-1592489.3431267063,0.0,0.0,0.0,935139.3092761927,3631110.364406594,-7321458.252816442,11761429.384047182,-4459564.069247998,-1674833.2786050485,1952563.1873201702,-890602.3891220449,-1047848.9962304714,0.0,0.0,-1527220.6461436502,0.0,0.0,0.0,423575.30360829295
2.0,0,2014,1486,904942036.8670001,902906547.8500001,-2035489.0169997634,906923404.6585809,9590587.485336266,11035132.696211785,1.0371181316228824,2554316.516182263,3.6615769683867603,28972.60270198767,1.7710840855445298,7.847254753350636,0.2472028463236868,0.15873506939440782,0.0,0.21771788329350927,0.0,0.0,0.0,8893528.33111295,3249494.2297828197,9315456.367934661,-6431458.400664468,-1052949.629019154,537436.3710642689,8494.773963153428,-549039.589716736,-2848954.3600766975,0.0,-1334229.7478149505,0.0,0.0,0.0,9787778.346567092,9159267.757720497,3701683.75721184,9606113.005498243,-6605804.997406102,-1056129.1590856216,624114.1272193493,-4938.096442851893,-566222.8732647182,-2884357.6758732046,0.0,-2383138.360242386,0.0,0.0,0.0,9590587.485335046
2.0,0,2015,1486,902906547.8500001,879873766.6550001,-23032781.195000168,863553286.3397094,-43370118.31887174,11334282.021663105,1.0525019507692819,2573055.9120937055,2.6998874009084135,30116.12352728045,1.8653818961689985,7.654651928311488,0.2475074356772751,0.9578207889291699,0.0,0.43289114258913725,0.0,0.0,0.0,15027313.700546954,-3646231.2215292766,9205971.791575804,-32494187.149967007,-11948694.724959845,2610388.4997966257,-1294544.503784238,-481053.71706937486,-14377212.190459056,0.0,-5060138.0824518055,0.0,0.0,0.0,-42458387.59830216,14057392.922384212,-4206166.724517356,9223457.441070333,-32080797.05213356,-11864558.912981875,2680267.542203994,-1216249.5364101375,-462593.4432506192,-14364740.18889833,0.0,-5136130.366337435,0.0,0.0,0.0,-43370118.318870775
2.0,0,2016,1486,879873766.6550001,838310905.8540001,-41562860.80100012,843551417.3217554,-20001869.01795402,11753477.84445995,1.0774423536237496,2606389.785396831,2.3955859356290623,30937.755211329186,1.8818661115114999,7.516685522218716,0.2491512032029732,1.8676186848542886,0.0,0.5765647437820646,0.0,0.0,0.0,16194792.213870376,-5402244.609998901,8658278.424627861,-11704204.145879336,-7715015.767785459,498353.19676957896,-952915.3615763875,-539091.5579954903,-16020892.6956125,0.0,-3472757.2843836816,0.0,0.0,0.0,-20455697.58796431,16478028.710574528,-5269720.830231574,8887054.225955676,-11712276.672691915,-7787300.258679801,480539.5876668005,-984457.4841357971,-560684.3991018384,-16037116.960122125,0.0,-3495934.937187576,0.0,0.0,0.0,-20001869.01795364
2.0,0,2017,1486,838310905.8540001,805610052.039,-32700853.815000057,850366498.8379837,6815081.516228482,11922114.1072433,1.0635228584092293,2641877.8638156657,2.607698163782718,31095.221664308683,1.9151544077486577,7.264351463384866,0.24809741317171383,2.792015739774516,0.0,0.6883952617234658,0.0,0.0,0.001735424756902032,5531177.772820029,5426726.919578219,8761963.707691176,8020690.483218156,-1501594.925693323,1047961.8792779759,-1682231.1202945418,-733346.3360151487,-15362947.777381524,0.0,-2478031.821754941,0.0,0.0,-198657.6606836509,6831711.12076276,9929239.759350969,4364976.2186752,7899664.409715101,7072267.723724033,-2309253.160256461,-325640.22444023105,-2909486.2211635667,-1056796.0953921562,-13185809.203062361,0.0,-2372301.7565621566,0.0,0.0,-291779.9343600662,6386527.541505242
2.0,0,2018,1486,805610052.039,787299692.4440001,-18310359.594999813,843905118.4832041,-6461380.3547798805,12196564.565195499,1.0426260545285049,2658222.6949339616,2.8870746645309158,31522.73398084586,1.947225149738388,7.0151285731453985,0.24780710114757304,3.7700937410509936,0.0,0.8050734454224535,0.40874890650204876,0.0,0.003741461507799161,8318526.433371875,6727421.294260529,7680776.465001945,9364613.860091835,-3581197.6616477133,844788.5933963957,-1408368.6177546068,-636360.5343556636,-15775936.338388244,0.0,-2440275.8296313565,-15211926.970302043,0.0,-205792.98887343254,-6323732.294830212,8844901.099770287,8023364.491253512,8093141.085433207,10016774.736867659,-3639209.420816725,788745.8369097798,-1498253.4808457391,-643511.5383826203,-16785533.417685233,0.0,-2960750.669497644,-16453798.06344397,0.0,-247251.01434268945,-6758441.320890573
2.0,1,2002,153,0.0,47403324.62639998,0.0,41618711.98473695,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,2003,177,47403324.62639998,47770157.107599966,-93131.51880002045,46721900.68081589,4705959.916316197,3078293.312250452,0.9816746978198163,2815664.576946653,2.225437553491178,34846.50633272215,0.6411938009969717,7.718462843683091,0.35929601819639256,0.0,0.0,0.0,0.0,0.3152371509334544,0.0,531521.9075199631,4379490.750947788,655129.7910306503,642493.2598849096,319309.99242256687,204941.53312108415,15778.751664371826,-412293.82019997615,0.0,0.0,0.0,0.0,0.0,0.0,6336372.166391256,313062.5457096732,3107345.339081704,574478.4844696429,570155.9535165685,307876.85470604105,182153.74513060367,13971.699774123557,-363084.70607206685,0.0,0.0,0.0,0.0,0.0,0.0,4705959.91631629
2.0,1,2004,177,47770157.107599966,53224928.55789999,5454771.450300024,51026109.198259704,4304208.517443814,2956169.1555828685,0.8937578806462255,2839434.0596905868,2.5372859086156945,33859.08639974146,0.7931566740996876,7.662087826276338,0.35220975760910594,0.0,0.0,0.0,0.0,0.30590405987329516,0.0,780322.0758479967,1430807.8487551115,712200.4883181645,684827.0048697226,459810.576765238,198116.78876884692,16431.490015265623,-404272.8796467257,0.0,0.0,0.0,0.0,0.0,0.0,3878243.39369371,433753.6370236544,2041592.7357488817,749464.9506848875,746236.7203537412,517054.51841794315,208133.32100128193,28053.897541662074,-420081.26332832983,0.0,0.0,0.0,0.0,0.0,0.0,4304208.517443723
2.0,1,2005,177,53224928.55789999,60478554.92299997,7253626.365099977,56545000.360557556,5518891.162297844,3099041.2117155837,0.838415824601886,2925330.6838699253,2.9991478595394407,33134.30188613115,0.9106884943604289,7.551002889966417,0.34924963728444913,0.0,0.0,0.0,0.0,0.2810732753492733,0.0,2238251.7983709997,901209.0860178346,901095.5372463088,1016510.0215337676,449172.7252427304,189585.1520715633,8863.361044691854,-414498.57181735284,0.0,0.0,0.0,0.0,0.0,0.0,5290189.1097105015,2416885.574109748,1008463.623529653,873378.5017001267,992680.4478755064,439191.97830117174,181635.81880518884,9224.582560972576,-402569.36458448344,0.0,0.0,0.0,0.0,0.0,0.0,5518891.162297883
2.0,1,2006,199,60478554.92299997,67460493.81599995,6308829.892999992,61941785.96695092,4974232.670361334,3306257.0054992884,0.8186308511156563,3040201.4316287665,3.280675160277671,31824.82104624202,1.0471365072654253,7.676971862400098,0.3355893069536132,0.0,0.0,0.0,0.0,0.2662637197681444,0.0,2374164.817729247,469174.17513634125,1172134.928532081,657439.2319613863,855193.9385862694,253067.44864927404,49694.21207480751,-501632.6809875014,0.0,0.0,0.0,0.0,0.0,0.0,5329236.071681935,1941405.784392067,895523.6969075111,1007956.4475757965,554840.3581949346,737646.4738006571,222343.89123803942,34711.84505901211,-420195.82680672995,0.0,0.0,0.0,0.0,0.0,0.0,4974232.670361288
2.0,1,2007,244,67460493.81599995,73035088.37140007,3949848.06640012,65964314.11399906,1217243.3158175563,3718071.9022188233,0.9332656094420526,3058793.980520645,3.4838523859751263,32301.70944026959,1.0367683170415476,7.3836932962616535,0.32938544903122885,0.0,0.0,0.0,0.0,0.27729629508824105,0.0,3203780.355178128,-1793860.9220683605,362698.3908439134,500982.645585282,-356648.28455880744,15633.177753893524,-130144.89785679737,-221756.2201330135,0.0,0.0,0.0,0.0,0.0,0.0,1580684.2447441027,2796958.4918857785,-1737812.318850752,316229.38085540244,456507.24375931144,-325178.0661728091,17531.91516471852,-113762.6395571513,-193230.69126681698,0.0,0.0,0.0,0.0,0.0,0.0,1217243.3158176818
2.0,1,2008,268,73035088.37140007,86307307.4492,8785580.48479993,77057219.28538314,7341446.275186809,4285513.805235217,0.9775606412518675,3149161.1873332066,3.8679630639098685,31929.95096410837,1.0315587811253597,7.619983077063619,0.311526918188889,0.0,0.0,0.0,0.0,0.32524725484281175,0.0,5958229.497397667,-774467.3305783261,78612.25749595091,959214.5118952924,250499.0341225555,56013.825731822224,85731.3392482906,-206256.83219879444,0.0,0.0,0.0,0.0,0.0,0.0,6407576.303114529,6782307.948290524,-611430.9295057232,165051.06413443582,866870.4310763841,234581.88738976908,46222.22366911587,85062.95096958434,-227219.3008373574,0.0,0.0,0.0,0.0,0.0,0.0,7341446.2751867315
2.0,1,2009,290,86307307.4492,77704523.00700001,-9953871.442199994,71808862.5505212,-6044578.0144672105,3848810.1941583697,1.1502626151998852,2934442.3077884642,2.808940691799066,30652.72081743067,1.0354043897343557,7.895192202074336,0.3068606748393281,0.0,0.0,0.0,0.0,0.2625310378653229,0.0,332488.147873047,-5211266.927213112,-403034.4813210209,-3262340.22761034,1175507.1565406118,50650.23747903093,218374.9841498081,-289523.29940835625,0.0,0.0,0.0,0.0,0.0,0.0,-7389144.409510227,752688.7428441175,-4506882.503831037,-320259.29529109877,-2931300.304582264,984802.8359214455,33508.24192796057,216284.2289021587,-273419.9603585654,0.0,0.0,0.0,0.0,0.0,0.0,-6044578.014467281
2.0,1,2010,313,77704523.00700001,73994753.89839998,-4197811.108600042,73511636.77444918,1211190.120073466,3612448.5899563385,1.175305891096247,2870732.5675323205,3.28243353731555,29936.86838765359,1.0579220893985146,7.773874212670257,0.3122212554555211,0.0,0.0,0.0,0.0,0.23339848567587487,0.0,228630.19811896118,-632926.8827814349,161719.12985111005,1425119.5853470666,680424.7186341315,30343.845365428482,23414.86631722761,-143735.44440845484,0.0,0.0,0.0,0.0,0.0,0.0,1772990.0164439948,-299344.9126797612,-527350.70870647,84324.12734316438,1389258.9549938748,636733.0195147506,31237.682141369485,23024.376064756092,-126692.41859819155,0.0,0.0,0.0,0.0,0.0,0.0,1211190.1200734926
2.0,1,2011,313,73994753.89839998,78121612.59859999,4126858.700200018,79093883.14463526,5582246.370186085,3739769.667019965,1.2759893293323197,2806151.962601578,3.995002199461382,29236.88183103175,1.0530764802441752,8.295452065656464,0.30803327623278837,0.0,0.0,0.0,0.0,0.21320799338912483,0.0,3108245.844292935,-328646.13263242925,358304.424042105,1834258.035072594,546858.1699905845,-13486.996275335096,260449.67965136137,-227149.55427548615,0.0,0.0,0.0,0.0,0.0,0.0,5538833.469866167,3043174.0373022454,-142597.8487452778,356797.88258691767,1802062.5576916279,509741.10230913555,-14571.087411588622,259946.5684559142,-232306.84200272989,0.0,0.0,0.0,0.0,0.0,0.0,5582246.370186244
2.0,1,2012,335,78121612.59859999,84480893.23140004,4707970.632800052,85958849.21010798,5077440.579591914,4172811.720498758,1.2440832522050935,2781554.814231831,4.000960108526955,28826.616054451424,1.04371848394433,8.360136783852466,0.30797786252503895,0.0,0.0,0.0,0.0,0.26656154690505185,0.0,3642336.1676526796,556256.3521755536,562747.0398177075,31404.97591921411,361192.8081860364,-2581.0921669058057,2324.087009574149,-47186.03575473887,0.0,0.0,0.0,0.0,-78336.37483886458,0.0,5028157.928000407,3718425.119907253,534816.6499730111,556792.8187854962,35916.16966062929,362119.81710565364,-17310.006307147924,11106.592513264657,-50526.907864297325,0.0,0.0,0.0,0.0,-73899.67418210162,0.0,5077440.579591761
2.0,1,2013,335,84480893.23140004,88420217.02039999,3939323.788999946,89471522.21398564,3512673.003877675,5148807.028039222,1.314019801029637,2791979.6600846,3.846960987435416,29462.522388053785,1.1321154780288134,8.086605203180861,0.3127962555348889,0.0,0.0,0.0,0.0,0.488517628535923,0.0,6099347.310879202,-2107614.403609057,867659.8521492608,-401082.65433183435,-599581.6028249365,204871.21780718406,-102696.49019572855,135314.71979698335,0.0,0.0,0.0,0.0,-356750.52715726604,0.0,3739467.4225136284,5207708.544017877,-1288893.642662045,686463.7289077211,-329045.745808569,-714832.5399819138,239329.2668041987,-75470.01594806023,128288.11801903333,0.0,0.0,0.0,0.0,-340874.70947039634,0.0,3512673.0038778447
2.0,1,2014,359,88420217.02039999,87720027.08079997,-1316600.9396000227,92004776.43137583,1525259.9713411534,5440864.500233624,1.3279831247485554,2774976.447628501,3.6345986034918982,29525.116943631412,1.128927250098763,7.943293059347533,0.3171746543753446,0.0,0.22950167434352917,0.0,0.0,0.511157642189143,0.0,1376409.0157341934,131205.3447826397,700295.712525958,-596609.353233806,-78087.06602048464,-1594.973069000439,-4388.452214347641,-42400.647853229595,0.0,217555.49513131246,0.0,0.0,-5382.000620228474,0.0,1697003.0751630883,1168171.905383047,190511.76889135072,693526.3512066356,-595145.5262324747,-74444.46119992611,-32023.64594707008,2172.051394201223,-41658.14652458399,0.0,220928.46377410024,0.0,0.0,-6778.78940421237,0.0,1525259.9713410672
2.0,1,2015,382,87720027.08079997,87811780.18659997,-891302.0483999968,89051627.74671634,-3798158.063261496,5705385.670190851,1.3794043476747881,2813908.3259177124,2.6649174108821203,31090.71543595637,1.2223888945026191,7.573341968957695,0.31641565851987513,0.0,1.1422192219059477,0.0,0.0,0.647145794286071,0.0,838257.9074905158,-1166660.2602919184,788770.6297922969,-3188233.6497446704,-1548755.1696848082,145380.4224675407,-145334.1183560417,-49252.71437949856,0.0,860507.8186087508,0.0,0.0,-183489.27401389804,0.0,-3648808.4081116607,1449548.8663951918,-1469239.9574804502,957578.0777177024,-3711924.0663999347,-1853892.49686715,232552.47253675663,-147190.80961139116,-71818.62149769173,0.0,1048427.7503122581,0.0,0.0,-232199.2783668641,0.0,-3798158.0632615737
2.0,1,2016,406,87811780.18659997,86699955.03900002,-1442563.147599942,91785726.84823374,2463622.3101423145,5686970.562439397,1.3159602214662216,2800126.3458951158,2.3649297658717514,31585.347763903555,1.2940134340237062,7.344569361316277,0.31582534303533416,0.0,2.1476376287059757,0.0,0.0,0.7245417163027613,0.0,1643685.8961495976,1418509.8412556069,669313.5400117195,-1176309.172360157,-583723.4887218121,91140.38440449444,-204885.62880817617,-51494.61174046206,0.0,941424.3001527707,0.0,0.0,-138251.99805153217,0.0,2609409.0622920436,1594321.8277348739,1627267.7738403582,685330.7926833592,-1430458.1222039724,-741095.6883064556,51428.74097363872,-283026.3820555018,-51294.642143590456,0.0,1143508.645908768,0.0,0.0,-132360.63628913977,0.0,2463622.3101423373
2.0,1,2017,406,86699955.03900002,84712149.0852,-1987805.9538000233,94575089.4665626,2789362.6183288656,5621834.493169396,1.3388266361115644,2808097.813929015,2.580177491632801,31433.29599126599,1.3540503008296585,7.117631285794236,0.3142363988339916,0.0,3.1368513001219305,0.0,0.0,0.8178146041794973,0.0,706419.2384338864,-222350.0921478024,701551.8831765103,854787.7868840502,113443.10138248358,200877.02541791621,-160668.44586933483,-80764.24838922227,0.0,929504.4961213835,0.0,0.0,-162803.37716350853,0.0,2879997.3678463153,611593.7580907223,-450300.2003604054,759277.2314318669,916075.7218539396,140608.4423223964,207452.56625594478,-160102.35521653044,-84570.16132851374,0.0,1000056.7826413409,0.0,0.0,-150729.16736186095,0.0,2789362.6183289
2.0,1,2018,406,84712149.0852,83454995.48339999,-1257153.6018000196,98230935.40826201,3655845.9416994024,5625721.345600326,1.3549703727260691,2850048.24265527,2.871890062802857,31614.786907671212,1.4093232474585264,6.828609509619365,0.3138516806520866,0.0,4.142730957386518,0.0,0.0,1.9773318684517307,0.0,2021623.4123414343,129148.15460046707,612270.1422896466,1049083.8457919871,-167033.86815314073,167098.0681074127,-164285.80701535285,-70201.95696708478,0.0,908193.3596779695,0.0,0.0,-1760512.1031261194,0.0,2725383.247547245,2455561.1693861815,842379.4321289565,831257.0180372968,1616560.390584552,-177493.49699696508,275432.3508646039,-166576.0681078024,-83466.49959374082,0.0,1427548.4346155901,0.0,0.0,-3365356.789219305,0.0,3655845.9416993675
3.0,0,2002,2533,0.0,123036978.22670002,0.0,110943937.50766791,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2003,2954,123036978.22670002,141618934.42060003,2964771.5082999943,137671366.8887461,12586266.740289988,2240328.535112133,0.9192393844282482,619257.4502098081,2.1949699194405365,33343.99023650868,0.9778865753237499,6.747546891735477,0.20083090870979386,0.0,0.0,0.023678141522885623,0.0,0.0,0.0,10259518.195136158,2435751.340902087,2816044.439995676,1620312.8098624242,1331104.2836196516,39128.53878539131,96253.43365523219,-963750.1957073449,0.0,0.0,0.0,0.0,0.0,0.0,17634362.84624924,4851081.996048493,3126505.1210679593,2580255.592958243,1525104.9370360384,1289203.1635634592,13715.132193366266,67959.40276454248,-867558.6053420804,0.0,0.0,0.0,0.0,0.0,0.0,12586266.740290022
3.0,0,2004,3509,141618934.42060003,176999234.63599995,-6541206.7898000125,175650865.8561692,1814420.369502016,2096123.3252608103,1.026966743482438,604857.1045740942,2.515668557557947,31842.629977193195,0.9787777546708605,6.699232007594592,0.19202339252017114,0.0,0.0,0.024536158277254725,0.0,0.0,0.0,-3583259.1938559245,-3993558.936302701,3806136.2542419904,2134608.0648981943,2069894.2837712092,32961.346750227414,97691.4259124422,-967887.2498687933,0.0,0.0,0.0,0.0,0.0,0.0,-403414.0044535585,-1480313.321041949,-3716230.2054941826,3602908.463787176,2100043.4676408046,2163046.385666625,73294.24969528671,30774.074104430358,-959102.74485595,0.0,0.0,0.0,0.0,0.0,0.0,1814420.3695022415
3.0,0,2005,3771,176999234.63599995,196673740.50450003,11344357.889500007,201648924.52161756,17579713.023100764,2143035.9826002126,0.8896651280727403,615817.7534008924,2.97653796732853,29521.03336634873,0.9817663565627361,6.9063277299901875,0.19030488306705942,0.0,0.0,0.019120189485337325,0.0,0.0,0.0,2865359.110978153,1981646.4557465275,5056977.969643146,3535101.0470133196,2490538.5557052223,70593.64198678074,218552.33207048278,-1109650.6449082578,0.0,0.0,0.0,0.0,0.0,0.0,15109118.468235565,4023813.237798074,3349628.5068289265,5015789.60650781,3573395.5937982835,2490988.1570938868,65453.119571630865,165247.71666174548,-1104602.915159766,0.0,0.0,0.0,0.0,0.0,0.0,17579713.02310059
