CLUSTER_APTA,RAIL_FLAG,Year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,Tot_NonUSA_POP_pct,PCT_HH_NO_VEH,TSD_POP_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE_BUS,scooter_flag_BUS,BIKE_SCOOTER_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,Tot_NonUSA_POP_pct_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_BUS_FAC,scooter_flag_BUS_FAC,BIKE_SCOOTER_RAIL_FAC,Total_FAC,VRM_ADJ_log_FAC_scaled,FARE_per_UPT_2018_log_FAC_scaled,POP_EMP_log_FAC_scaled,GAS_PRICE_2018_log_FAC_scaled,TOTAL_MED_INC_INDIV_2018_log_FAC_scaled,Tot_NonUSA_POP_pct_FAC_scaled,PCT_HH_NO_VEH_FAC_scaled,TSD_POP_PCT_FAC_scaled,YEARS_SINCE_TNC_BUS_FAC_scaled,YEARS_SINCE_TNC_RAIL_FAC_scaled,BIKE_SHARE_BUS_FAC_scaled,scooter_flag_BUS_FAC_scaled,BIKE_SCOOTER_RAIL_FAC_scaled,Total_FAC_scaled
21.0,0,2005,246881392.3369999,277183018.653,-4434060.143999856,287170116.05707496,18914754.328922145,14219525.11137043,0.862626201736216,2153009.899093132,2.951292155883993,32970.46958092943,1.1882189091868054,10.006563367981933,0.42246051866127504,0.0,0.0,0.0,0.0,0.0,-5399314.721209407,28993411.479198024,1303594.4375798972,3890791.4239774775,1710466.4251169688,257200.34418769195,-786523.9603325899,-1439858.057641673,0.0,0.0,0.0,0.0,0.0,28529767.370875493,29359.77336696023,12721172.583796822,3400995.6828732574,3598899.798183835,1667929.0037290477,218948.33397409527,-416497.1531453491,-2306053.693855591,0.0,0.0,0.0,0.0,0.0,18914754.328923076
21.0,0,2006,242447332.19300005,269214187.822,-8750042.911000008,270887574.41174924,-18540271.25811974,14153627.57376874,1.074932327569076,2213322.2279842454,3.266729255698548,32429.006282706196,1.3194492874769876,9.277701346525493,0.4193970050018382,0.0,0.0,0.0,0.0,0.0,-13324925.264053985,-14414519.60114043,1775328.9006884973,2373575.8957780786,3049727.6148895174,411220.33812952053,-948730.6153956763,-1389655.81599864,0.0,0.0,0.0,0.0,0.0,-22467978.54710283,-11432836.506792773,-13204305.284977067,2558388.8147246996,2454365.4061626475,3194033.200916825,456761.74267302174,-829376.2583688948,-1737302.3724584815,0.0,0.0,0.0,0.0,0.0,-18540271.25812002
21.0,0,2007,233697289.28200004,268176634.55600002,-693753.6660000291,273365359.0509395,3696278.9611394964,15192148.821877759,1.0311543239724172,2325114.84037169,3.4899975446203326,33279.98316377559,1.3396880791479224,9.238909677114814,0.4099936113154947,0.0,0.0,0.0,0.0,0.0,1592054.5589314033,-1653255.3632946098,2751407.8166299546,1486954.0156870615,-877859.2999624346,-185422.19736860145,-118464.75817040534,-1779122.6200528264,0.0,0.0,0.0,0.0,0.0,1216292.1523996703,3590548.9568056115,-1134688.1307892543,2869347.0392293856,1488492.3017717013,-934975.4192765981,-221853.92196980675,-65835.49846337894,-1894756.366168341,0.0,0.0,0.0,0.0,0.0,3696278.9611393185
21.0,0,2008,233003535.61600003,277934083.19900006,7905972.983000096,279764568.03824747,7179967.209345218,14519035.429576527,1.0261884321336705,2286045.3496716856,3.8877217932388666,33021.09932801635,1.4820608911990583,9.075342275934737,0.41102482195320583,0.0,0.0,0.0,0.0,0.0,905671.9302763997,2040872.4988995132,1266734.6115457788,2678810.04285929,661934.4828583852,752674.9032794961,-192864.51257118324,-1258632.1627476946,0.0,0.0,0.0,0.0,0.0,6855201.794400016,1013703.1377062188,2141809.1747068726,1252089.0609000677,2782916.924490887,636855.7203388462,754334.0431609692,-165555.490843135,-1236185.3611155343,0.0,0.0,0.0,0.0,0.0,7179967.209345192
21.0,0,2009,240909508.59900007,249721870.23099986,-26258723.91800022,253253765.71325812,-24376225.285517376,13926723.673252355,1.210485666380881,2252648.5069862474,2.8458575619985638,31291.08372255548,1.4928768288637595,9.4808698476354,0.40388205763661356,0.0,0.0,0.0,0.0,0.0,-2963809.234624921,-17387160.752287704,-1604330.860683647,-7697121.161853187,5396900.4026270425,15718.40770515081,782929.1770246504,-1409882.312198909,0.0,0.0,0.0,0.0,0.0,-24866756.334291995,-3266417.1293127537,-16879521.36289561,-1654827.801007092,-7427723.900891353,5312824.060535716,-14375.273151811869,806483.9594456942,-1252667.8382397103,0.0,0.0,0.0,0.0,0.0,-24376225.285516925
21.0,0,2010,214650784.68099988,245984698.943,-4118667.477999851,250491349.47706193,-4043441.706681706,12616730.8067937,1.2506635273735114,2207965.8779705064,3.3038965600417067,30497.88267408947,1.5409204914728154,9.70947817208935,0.39367448997366994,0.0,0.0,0.0,0.0,0.0,-6057510.770610071,-4067359.564063109,1266377.4686354375,3313286.1905606803,2202331.1787879006,206108.91124305152,418106.9466062619,-1244086.3069061614,0.0,0.0,0.0,0.0,0.0,-3962745.945745959,-6359191.289336275,-4258718.632609642,1326558.2003550513,3544798.2843896872,2347192.7641023463,221733.43788425217,442037.21268480876,-1307851.6841519964,0.0,0.0,0.0,0.0,0.0,-4043441.7066817665
21.0,0,2011,210532117.203,256464748.53800002,9873763.355000008,258108585.51938462,8075915.398500217,11946822.655090721,1.208071606405727,2188151.7469528327,4.049996499801711,29832.916727437678,1.6141441074405922,10.343908742292975,0.3867001234576944,0.0,0.0,0.06453656658427584,0.0,0.0,-3501260.6129730577,3736635.7736419276,736787.7282985735,4615126.354911315,1952855.5760246594,330243.19381098705,989408.4375184777,-679297.9092829077,0.0,0.0,-332498.5541443386,0.0,0.0,7847999.9878061535,-3276279.1088056252,3675578.957719057,732210.303274607,4649136.692323314,1946599.31888627,349252.66630315746,1009337.2051885312,-694692.1152422266,0.0,0.0,-315228.52114738175,0.0,0.0,8075915.398499703
21.0,0,2012,220405880.55800003,267509742.85,12777536.361999918,263671862.7935973,5777055.430496518,11769118.546967989,1.1539768282894216,2196007.316774995,4.074697376990191,29804.30009403624,1.7184637132505527,10.250421807016512,0.38470056290552396,0.0,0.0,0.06713442927447746,0.0,0.0,-1160121.0511490803,5023957.587378597,1450775.6139995502,136470.493021079,61989.64446614336,494918.15989767143,-169869.1593719531,-280009.090023573,0.0,0.0,0.0,0.0,0.0,5558112.198218405,-1141967.2116685354,5339085.1506970525,1438326.1995378323,131128.0526875257,-23762.38489738159,484367.6738191339,-174237.62649727147,-275884.4231818034,0.0,0.0,0.0,0.0,0.0,5777055.430496553
21.0,0,2013,233183416.91999996,260616298.58000007,-5845845.179999936,261061411.1084117,-1907600.5238383487,11721587.706110911,1.1925646594743868,2207237.2263868335,3.908353558046849,29482.42590306799,1.585993704734619,9.994224076373058,0.3812099990970421,0.0,0.0,0.06258887185364091,0.0,0.0,1891994.0077359164,-4061714.18384753,2165457.88592231,-1007850.2953144377,636655.5094703406,-572038.5957465516,-446708.3917632024,-613385.2427180847,0.0,0.0,0.0,0.0,0.0,-2007589.3062612796,1733495.5398131418,-3779937.2736859554,1994109.2502459486,-969419.2270110168,690656.2083857317,-539936.0647995644,-480772.072834249,-555796.8839523392,0.0,0.0,0.0,0.0,0.0,-1907600.523838303
21.0,0,2014,227337571.74000004,263992057.85000002,2664373.890000006,265793297.80152282,2752078.666232094,11816226.163409246,1.1759368747243677,2228172.792279438,3.6876829809723732,29674.446286696013,1.6923625626550995,10.245526810432096,0.3779138514203973,0.0,0.0,0.25502339206959607,0.0,0.0,1486452.3992384116,1472924.9257486379,2366194.230809395,-1426101.6900481384,-562448.7824834855,444297.27495273564,490446.6295387052,-336589.2379533809,0.0,0.0,-1058053.593201256,0.0,0.0,2877122.1566013945,1465501.5163243487,1639150.4282499654,2392009.392858269,-1491924.5109781313,-582254.570108911,484425.81157708645,533232.0627036545,-329363.3218605016,0.0,0.0,-1358698.1425334713,0.0,0.0,2752078.6662323093
21.0,0,2015,230001945.63,262760699.75000018,-1381072.8199998774,255645997.54926774,-8711105.812174765,12235666.671966031,1.160116232112103,2258072.3110039285,2.743628728616378,30846.18631353564,1.8022642225746446,9.695821136686185,0.37905412238842384,0.6089194110788098,0.0,0.41263103670728724,0.0,0.0,3335055.3386257277,1284286.6287721554,2105241.055325715,-6977778.68601555,-3679102.625557198,496022.6110533895,-950657.4643400348,-164441.41065742177,-3374701.0993475127,0.0,-920701.2802384405,0.0,0.0,-8846776.932378758,3623316.9694425864,1518865.9089801481,2019338.7718654035,-7053442.959826275,-3776627.1294793594,430503.7727637713,-949536.6028905547,-128860.28617564023,-3509510.627236629,0.0,-885153.6296186234,0.0,0.0,-8711105.812175173
21.0,0,2016,228620872.81000018,252049194.273,-9399623.617000109,246789599.09225178,-6532788.218457796,12689993.527463557,1.1652452353513096,2294916.133670601,2.432099268381539,31487.558355171248,1.7328587358149725,9.897565138591425,0.3830873407591746,1.5924355834848145,0.0,0.7874234305789326,0.0,0.0,3560957.779472958,37106.79392595829,1551600.0903761222,-2746329.700089686,-2052898.8618715135,-335861.3854031107,381890.1479114172,-241848.82184870573,-5508836.2467404725,0.0,-2198784.153381454,0.0,0.0,-7553004.35764857,3575624.7348968997,512257.05931334646,1576464.8105275251,-2689462.026055221,-1885421.6807085345,-318358.10571034945,419746.33677734144,-246197.67088872593,-5368187.910007717,0.0,-2109253.766602275,0.0,0.0,-6532788.218457708
21.0,0,2017,219221249.19300002,237999247.50200006,-13389158.82099995,242874342.3011542,-3587107.156320408,12945938.794496518,1.162400738160021,2329012.1256403974,2.6486563080435195,31624.387339478475,1.7344086468042934,9.46771112581227,0.38229706163134436,2.5933132079659424,0.0,0.8491848912242416,0.0,0.0,891126.7563918135,-436878.57015557773,1925154.2265487057,1817903.1656774417,-347034.33505675447,29001.79717823144,-736843.40347511,-387022.3105302361,-5282343.421957665,0.0,-303318.076151939,0.0,0.0,-2830254.1715310295,610128.8905081481,-999894.640408242,1794830.3081384022,1703197.1283645232,-398845.07390003355,-26506.75420232607,-708485.0361670597,-355095.0647983885,-4980541.214948487,0.0,-225895.6989070289,0.0,0.0,-3587107.1563204927
21.0,0,2018,205832090.3720001,197765233.29700002,-39952592.63500014,197160071.26962867,-44460280.44803949,10223821.419710018,6.077718141864054,2364785.490107984,2.955139756591346,31976.699681736423,1.7248520726265366,9.18061538994785,0.38362372929319716,3.57326230948122,0.0,0.9589489387357967,0.0,0.0,-26306380.787922896,-31063495.326763686,1968660.8091608807,2164264.5943705062,-944724.0665257917,-43749.54788467633,-427602.9521889319,-325869.97894284915,-4959718.97161805,0.0,-539238.7720733762,0.0,0.0,-60477855.000389025,-19167808.706086084,-22449881.228931516,1823665.4685158979,1968394.2901829646,-825148.4211826632,-31610.629420100704,-409232.2459748875,-312862.0766258677,-4485180.08815537,0.0,-570616.8103617257,0.0,0.0,-44460280.44803934
21.0,1,2002,0.0,22920458.548000004,0.0,21057136.3270161,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,1,2003,13270432.395000005,22478287.235000003,-869035.7900000038,21682914.527529273,21579.173145134933,1672506.1180297534,1.1101765618632347,2450085.4369440544,2.1765005666480772,33647.265858033206,0.9065665549525431,12.21886478994417,0.2918207848036573,0.0,0.0,0.0,0.0,0.0,-156089.26902043616,-191705.32093802563,89147.70400875527,142742.64647844984,159513.01622757944,29509.142593010754,-30255.2213727162,-13492.63667431643,0.0,0.0,0.0,0.0,0.0,29370.06130232032,-141193.73112168474,-180300.11864879398,80344.96078741777,130131.84763161305,146006.40174406406,25837.969780910753,-26938.791335586364,-12309.365692822625,0.0,0.0,0.0,0.0,0.0,21579.173145117908
21.0,1,2004,12401396.605,24243903.19299998,370060.08799999487,23385122.896900736,241297.50461642165,1605553.433353069,1.101137224403513,2441085.983959691,2.4934868347361836,32359.74766453718,1.00999520674341,11.967108843593024,0.2911759815527051,0.0,0.0,0.0,0.0,0.0,-129369.34289960396,-61729.74165289907,93087.31090670802,159050.84684990195,194643.4819476562,28594.07839014154,-30837.672202835645,-13490.0968242056,0.0,0.0,0.0,0.0,0.0,239948.86451488212,-127642.08242418566,-53971.140169161605,91031.85054522559,156228.24679854402,191176.78290847206,27866.671979820443,-30151.855263458518,-13240.969758853296,0.0,0.0,0.0,0.0,0.0,241297.50461640308
21.0,1,2005,12771456.692999996,28176705.184999976,2418842.781999994,26169588.54702846,2028462.3149389448,1689212.906666943,0.8955657649130875,2489226.978135499,2.9576975614799195,31257.258749738205,1.1064059004259466,11.630875413114474,0.2894007601827422,0.0,0.0,0.0,0.0,0.0,185510.43966866995,1308665.6437516832,97723.02795700435,218301.9869450295,187806.78139755208,23630.94056595746,-27190.917062298962,-8676.461128589286,0.0,0.0,0.0,0.0,0.0,1985771.4420949551,187214.44598894607,1366725.2223348063,92206.93649358267,212259.7312126112,182185.56071629951,21518.65450491651,-25224.963743566706,-8423.272568595716,0.0,0.0,0.0,0.0,0.0,2028462.3149390002
21.0,1,2006,15190299.47499999,30975228.669999972,960562.144999994,29550877.521342143,2417292.0638119513,1870419.3758590068,0.7035052864454902,2629245.126293568,3.2373203381577835,29834.0630580273,1.234259024280061,10.999750788043631,0.283516306083906,0.0,0.0,0.0,0.0,0.0,316326.32119221566,1566492.240569596,193682.4841335814,145308.10432767644,315732.8063216275,36640.81940640619,-50395.28450162491,-31668.84026618673,0.0,0.0,0.0,0.0,0.0,2492118.6511833267,304499.490230081,1526232.5970078371,186383.40499383683,139895.89160461994,304261.35099703807,34581.26928395436,-48110.858437646,-30451.081867804627,0.0,0.0,0.0,0.0,0.0,2417292.0638119164
21.0,1,2007,16150861.619999984,30176042.229000024,168466.1600000197,29796952.479274593,-1732815.5604005894,1792407.1743736495,0.8905144567285492,2602182.636754992,3.429816576223257,29909.744805052986,1.1863841870436478,11.242742888487458,0.2886804919221612,0.0,0.0,0.0,0.0,0.0,-203903.70508300042,-1444516.0257439967,-91658.38000805202,96851.88731639457,-18935.16095912353,-16156.684050972803,28568.60177394489,59060.301478660054,0.0,0.0,0.0,0.0,0.0,-1590689.1652761202,-228392.77493662894,-1568876.129159283,-90826.42234042435,100543.43697663909,-20462.69738764163,-10509.791179145086,27131.657008168586,58577.160617701076,0.0,0.0,0.0,0.0,0.0,-1732815.560400614
21.0,1,2008,17801584.269000005,38200348.70200003,5078037.513000011,35593524.71567879,3450128.365150728,1714394.903659392,0.8716445731926536,2540780.4789749035,3.8189204228793967,29588.570319636685,1.2075080332333614,10.95942598159829,0.29949927640673535,0.0,0.0,0.0,0.0,0.0,1440743.1615805512,297387.5272220776,32263.18680912901,210254.90562901183,41483.687775989296,21297.792538001617,3016.5675905648986,-9216.53522286177,0.0,0.0,0.0,0.0,0.0,2037230.293922436,2714686.290043708,369712.80867036124,128562.4725235831,212552.1179269526,52865.15189860524,20254.81532316005,7838.777457470824,-56344.06869309198,0.0,0.0,0.0,0.0,0.0,3450128.3651507488
21.0,1,2009,22879621.782000013,33196894.834000006,-4172268.618000023,34708029.09226902,-1773228.9725670172,1515901.8193159238,1.0644889085565228,2359370.3045684304,2.746783157920815,28462.247202466333,1.0909692475503852,11.3627193426418,0.30997276947579533,0.0,0.0,0.0,0.0,0.0,297222.043519328,-1765091.8819811116,-90675.15805841841,-759672.4211297196,218853.38575689186,-17074.083642619793,108315.34151640056,-57676.90654983018,0.0,0.0,0.0,0.0,0.0,-2065799.6805690725,585412.5738595538,-1730424.1384546505,-51109.954631952336,-771783.3148736457,170884.68994033075,-26921.234170218537,123369.66657485666,-72657.26081128145,0.0,0.0,0.0,0.0,0.0,-1773228.9725670076
21.0,1,2010,18707353.163999993,34074323.261999995,499964.4580000071,34796100.371122606,334265.03510959726,1307810.4855675797,1.011743847595064,2238071.6936368505,3.204601529398058,28420.425250670796,1.0835194738779383,11.260173550497043,0.31719491743232237,0.0,0.0,0.0,0.0,0.0,-319265.6105861154,361234.5825312644,-48682.63363460415,292947.2851766205,1099.376601224385,12905.238027157684,-22829.369659410193,18156.530435663997,0.0,0.0,0.0,0.0,0.0,295565.39889176196,-326372.06293962477,403271.19183453056,-52772.66111789036,305718.3435723436,-4468.21669558957,11914.57892232779,-22112.979936513777,19086.841470052674,0.0,0.0,0.0,0.0,0.0,334265.03510963614
21.0,1,2011,19207317.622,38418281.41500001,2287313.8030000106,37532476.88701494,907147.7119764527,1377075.1074017764,1.0760610083716327,2192984.5891422015,3.9504928877936996,28008.77545058707,1.140140816118569,11.59416755962781,0.31948165225836583,0.0,0.0,0.0,0.0,0.0,666683.9480627821,-364897.67539098114,13304.878725586736,432590.57900111086,102614.92315633928,32482.862181719174,60413.29933375938,-21298.1890533904,0.0,0.0,0.0,0.0,0.0,921894.6260169882,141902.7266621096,406333.0134558367,27839.524278557183,255912.53855911957,42957.83436999932,28451.10021018172,38768.21936692072,-35017.24492631295,0.0,0.0,0.0,0.0,0.0,907147.7119764118
21.0,1,2012,21494631.425000012,41635673.811000034,736913.835999988,41165394.824182115,1378028.4445669856,1502980.0174277532,0.9829813362370412,2184223.695342225,3.9513097056459854,27770.619668469946,1.267194207270408,11.348215310518635,0.31913817463517874,0.0,0.0,0.0,0.0,0.0,500324.71706579893,838129.6007553013,72625.65798365414,-815.1770460781909,83286.63877450522,55059.87286253962,-47099.06327491164,-13595.546462416582,0.0,0.0,0.0,0.0,0.0,1487916.7006583107,544123.8605211122,712816.3199983919,59180.74148713353,80.96418093338116,65158.606482919575,51744.1529619419,-40513.84230674913,-14562.35875862382,0.0,0.0,0.0,0.0,0.0,1378028.4445670596
21.0,1,2013,22231545.261,45239507.989999995,230110.2589999903,45028579.69667174,-90955.26986232772,1704755.2041608887,1.0748318027297863,2225607.3035110766,3.789731724101839,28303.17213323327,1.1578746976622671,11.653719560505994,0.3154797329615132,0.0,0.0,0.0,0.0,0.0,868765.6009266025,-772381.6475305646,195582.04203509472,-94387.395657139,-198772.60290541252,-44319.861301721765,65421.353009305836,-56254.51127114652,0.0,0.0,0.0,0.0,0.0,-36347.02269492397,833129.7722542117,-789385.6761368373,174144.913105629,-90087.37425708622,-184532.20799137902,-42231.17296544486,59804.109574621325,-51797.63344609746,0.0,0.0,0.0,0.0,0.0,-90955.26986238279
21.0,1,2014,22461655.51999999,44481667.80299996,-2295544.0069999993,46260847.537368976,91080.03432963789,1808501.8321233895,1.116987807674502,2250377.2054691687,3.5474287874735424,27998.20036147542,1.246924822083857,11.354157937618039,0.3152708433441697,0.0,0.0,0.0,0.0,0.0,767195.5532244573,-568147.2963649302,113088.88105790663,-145213.54413081682,60922.26646218529,61526.884141430004,-25235.3168777066,-18830.073254454066,0.0,0.0,0.0,0.0,0.0,245307.35425806447,529788.704138431,-470930.4578254976,77878.75804351436,-134975.49545809603,79589.49175301747,44561.871594512944,-18367.96802845397,-16464.869887791374,0.0,0.0,0.0,0.0,0.0,91080.03432963672
21.0,1,2015,20166111.51299999,45323397.08299996,829527.2800000049,44410892.002962545,-310276.75018027145,1877617.7860032972,1.0640755645967652,2294826.2868466564,2.5189094755423813,29117.523370148177,1.2799015482958198,11.024438998603786,0.3138006661023519,0.0,0.6302822910012339,0.0,0.0,0.4183666226164242,84814.95560240975,457447.11939787073,75832.8041284511,-686283.5004601511,-314148.40299030725,11298.343130663405,-50666.62268801116,3948.5577110431086,0.0,23893.367779487668,0.0,0.0,-2334.4658878002633,-396197.84427636047,154882.7287933432,535385.7632233667,68958.90371551052,-726053.221805814,-340099.7938327135,19428.182434610313,-49742.1336035891,2156.95107488984,0.0,27518.443259950094,0.0,0.0,-2712.5734398010277,-313428.6722986067
21.0,1,2016,20995638.792999998,45063119.84000002,322997.33700000215,45878431.52724564,288214.4007108649,1947708.6099847024,1.088010667683261,2271064.4494370287,2.2555663284018035,29784.445050389848,1.300376836988157,11.114857566109587,0.314067578708226,0.0,1.6532521948116559,0.0,0.0,0.6532521948116562,997878.3945241522,-174962.20193483404,-6550.849996977669,-226783.19228517893,-167025.91069538848,5434.511697774783,-5779.335523160553,1503.7934072921512,0.0,39468.37003752147,0.0,0.0,-1443.952071683303,461739.6271595261,900516.7264425757,-215095.80920358465,-9263.503141105846,-230233.8085330109,-186341.85427251892,5022.238021775901,-16043.50787260865,1185.1275198424198,0.0,39954.23971702551,0.0,0.0,-1485.4479675434625,286686.2643498478
21.0,1,2017,21318636.129999995,43845067.876,-1129935.3440000052,46211847.08612354,-257456.54432348907,1900327.2862024086,1.1566428102827488,2262636.4358417657,2.4696275647163084,29375.02255338761,1.3565301690977725,10.620516975325382,0.3146914894445865,0.0,2.6213003516843645,0.0,0.0,1.0,93761.89750971278,-560672.7042931113,42834.45784222868,190071.11968333932,91746.10940673093,36063.72257699642,-80817.24728299772,-12248.182799760934,0.0,40075.55225014842,0.0,0.0,-2233.894493260949,-161419.16959992226,-453391.7778266352,465704.1702289523,-4535.9442914510655,-85437.68013963097,-84717.89631198547,12226.022292703448,-119929.7610434519,25325.284748455404,0.0,-10588.037820604408,0.0,0.0,-2110.9241599649645,-259451.267361145
21.0,1,2018,20188700.78599999,42629836.622999996,-520064.4629999902,46419214.377136335,-288113.4565060148,1841791.3926939543,1.1868792383387474,2252527.6920071724,2.709037317123771,29328.675121169577,1.4109703842040568,10.25533391956627,0.3156623004292843,0.0,3.598979669577634,0.0,0.0,1.0,-222919.5829618413,-310776.75162480964,95077.45499099788,185650.59545575944,-1027.5026403001139,27750.49890684207,-56704.08993816897,-7642.510645139682,0.0,37951.45844594681,0.0,0.0,0.0,-252640.43001071637,-234633.64022813123,-342908.3700325736,97911.30446495043,195672.49339166284,-3385.9462127216248,27205.862037548803,-58926.39751125681,-9054.423292558644,0.0,40005.66087707277,0.0,0.0,0.0,-288113.45650600706
22.0,0,2002,0.0,161717754.48250002,0.0,146640844.66588026,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0,2003,81018601.33300008,172042518.41700006,1077096.5439999509,164949317.9202522,10312368.490985395,22236427.14498273,0.9166233602352175,4382675.814248295,2.156531029888428,34172.218393462834,0.9653978445359472,8.594409906525435,0.3286927186518128,0.0,0.0,0.0,0.0,0.0,36437515.70700126,462234.7346212615,854352.6915395756,860684.3630026563,974904.3470616258,-19145.320344032676,-153513.33889039519,-368738.0928813748,0.0,0.0,0.0,0.0,0.0,39048295.09111059,7661089.708175318,755280.6163869761,679383.6163416185,764451.1952701388,917907.913117641,-44857.78980483538,-147134.0269454365,-273752.7415560214,0.0,0.0,0.0,0.0,0.0,10312368.490985397
22.0,0,2004,82095697.87700005,176704342.71099997,-86529.73800010048,169319985.05944386,1302539.7077890043,20212386.66180955,0.8979627103376793,4339736.542897231,2.477318809638082,32653.369939541706,0.949975109530558,8.447592980364133,0.3268921970721827,0.0,0.0,0.0,0.0,0.0,-2280150.7916940125,810380.8311726452,1041100.3689802908,1052909.4344511686,1308665.1094866386,-16962.590717974832,-168004.42261105124,-366327.8925794576,0.0,0.0,0.0,0.0,0.0,1381610.0464883898,-2763502.453994218,841632.5643997787,1078857.1607900069,1189020.6793360375,1477492.2071773573,-14924.271521768027,-146925.5526952234,-359110.62570312497,0.0,0.0,0.0,0.0,0.0,1302539.7077888458
22.0,0,2005,82009168.13899994,173504237.171,440167.78900006134,171535223.20733273,4210505.283356409,18898219.72750814,0.8608843304209572,4353809.423597169,2.943163969407819,31381.54814034644,0.9481349339909525,8.202983333109605,0.32203006744305934,0.0,0.0,0.0,0.0,0.0,-918724.4898657424,1522302.1849691463,1038278.7915466381,1407346.8743595635,1254694.3050726526,-20959.56667171793,-159618.2943713929,-315443.1123668974,0.0,0.0,0.0,0.0,0.0,3807876.692671965,-369529.06079139514,1594581.601966122,1064521.6371606258,1332780.2434594058,1120964.7463496018,-20577.69806659568,-164327.75257209627,-347908.4341490264,0.0,0.0,0.0,0.0,0.0,4210505.283356641
22.0,0,2006,82449335.928,189168858.14000013,4538904.787000117,185163328.03973174,2432851.2042066343,17509982.346341867,0.839499510079523,4170168.2847715556,3.2225920571158584,29490.828032603524,0.9815473439578664,7.929712448388901,0.3220926440073969,0.0,0.0,0.0,0.0,0.0,-981703.2668492198,396430.1066691311,1168384.6518493942,764232.7871168018,1656970.9991607647,-8468.14192598826,-198072.19587738364,-443302.8083528767,0.0,0.0,0.0,0.0,0.0,2354472.131790646,-1058032.8065478452,405407.5689811953,1249119.8642124054,800328.7812504891,1704469.0345205935,1907.1664689217723,-197556.13540887053,-472792.269270277,0.0,0.0,0.0,0.0,0.0,2432851.2042066124
22.0,0,2007,86988240.71500011,192044000.95700002,911652.7509999154,187040900.9677378,744266.1862676758,17371311.774262343,0.8431650136272903,4166777.0976308836,3.424070337770517,29401.787050379316,0.9317273760705039,7.739554468823816,0.31914369033291656,0.0,0.0,0.0,0.0,0.0,280053.02548876486,-155837.02563627323,36081.27691643605,546632.2195755241,170769.91934389286,-76595.24775758116,-102185.18078561865,10654.479788783392,0.0,0.0,0.0,0.0,0.0,709573.4669340851,-213538.1201778403,-586017.1297870824,-261672.89085892902,1035994.0618823376,805788.332438261,-53655.430827713004,-108949.72023194816,126317.08383007994,0.0,0.0,0.0,0.0,0.0,744266.1862671655
22.0,0,2008,87899893.46600004,210498553.557,6985122.635999979,198445437.13034946,2226962.3321067938,17176991.600267496,0.8418910503736126,4059102.9774280726,3.8216569513377094,28798.059024915867,1.0771104332182038,8.196157381201484,0.3215420757328458,0.0,0.0,0.0,0.0,0.0,-173240.93437770245,226891.95994406712,-425629.4190355146,1026670.5555093195,658315.1696401436,272945.24635698926,327104.9405073352,49274.45206344886,0.0,0.0,0.0,0.0,0.0,1962331.970607785,-112514.3303966622,361771.0801583362,-435035.54328603693,1057963.9527458583,680053.3653300729,285705.5735595072,342262.21208804694,46756.02190798204,0.0,0.0,0.0,0.0,0.0,2226962.3321071044
22.0,0,2009,94885016.10200001,197534294.88399997,-841915.0729999947,187538506.50082955,-3249584.8996006106,17022239.261904106,0.8618654019222487,4015075.7722585327,2.769095990580667,27128.121408142484,1.029544797963653,8.194306477599802,0.32104789387055455,0.0,0.0,0.0,0.0,0.0,398022.18830232567,-1324308.956985491,-1199816.9183875315,-3107260.3019648753,2159854.238617148,-33851.458663120015,-4097.145191209303,-2165.185676555033,0.0,0.0,0.0,0.0,0.0,-3113623.5399491866,377499.58902592096,-1436912.399237464,-1160337.4771377374,-3062729.567979473,2078266.1740186305,-24073.998105766746,-12163.793693749561,-9133.426491090398,0.0,0.0,0.0,0.0,0.0,-3249584.8996007293
