,Year,Mode,UPT_ADJ,Known_FAC,New_Reporter_FAC,Total,Pivot_4m_2012
0,2002,1,13.360426249999993,0.0,13.360426249999993,13.360426249999993,12.98477664
1,2003,1,13.224982859999995,0.7329643626139851,0.00459964,0.7375640026139851,13.72234065
2,2004,1,14.069131300000008,0.5575401483899842,0.07695887000000007,0.6344990183899843,14.35683967
3,2005,1,14.63078545999999,0.4132703657539231,0.07901667999999995,0.49228704575392307,14.84912672
4,2006,1,15.307388940000006,0.605177469169835,0.0,0.605177469169835,15.45430419
5,2007,1,15.604063030000002,0.6792190881423611,0.01675486000000001,0.695973948142361,16.15027814
6,2008,1,16.47188368000001,0.4621099212624746,0.044866389999999964,0.5069763112624746,16.65725446
7,2009,1,16.158393479999994,-0.7420437410174464,0.11348341000000006,-0.6285603310174463,16.02869413
8,2010,1,16.551577,0.3193181176452167,0.43201222999999994,0.7513303476452166,16.78002448
9,2011,1,17.252398200000002,0.4562797090555947,0.00469328,0.46097298905559464,17.24099747
10,2012,1,17.659841580000002,0.4023310072635917,0.016513100000000003,0.4188441072635917,17.65984158
11,2013,1,17.786915940000007,0.084678865346509,0.0,0.084678865346509,17.74452044
12,2014,1,18.25174539,0.3736270017978242,0.0,0.3736270017978242,18.11814744
13,2015,1,18.057320409999996,-0.8228100462472202,0.0,-0.8228100462472202,17.29533739
14,2016,1,17.797311069999992,-0.23585221274407592,0.0,-0.23585221274407592,17.05948517
15,2017,1,17.451371880000004,0.5645532397332432,0.0,0.5645532397332432,17.6240384
16,2018,1,17.130358299999994,0.07858724585277789,0.0,0.07858724585277789,17.70262564
