,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,WEIGHTED_POP_DENSITY_log,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE,scooter_flag,estimated_effects,residual,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,WEIGHTED_POP_DENSITY,VRM_ADJ_ratio,FARE_per_UPT_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,WEIGHTED_POP_DENSITY_ratio,JTW_HOME_PCT_diff,YEARS_SINCE_TNC_BUS_diff,YEARS_SINCE_TNC_RAIL_diff,BIKE_SHARE_diff,scooter_flag_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,WEIGHTED_POP_DENSITY_log_FAC_ratio,JTW_HOME_PCT_FAC_ratio,YEARS_SINCE_TNC_BUS_FAC_ratio,YEARS_SINCE_TNC_RAIL_FAC_ratio,BIKE_SHARE_FAC_ratio,scooter_flag_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,WEIGHTED_POP_DENSITY_log_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4
0,"Akron, OH Metro Area-Bus",2002,0,24,15.46923071,15.20837663,0.148254067,13.80821592,1.066089097,10.47920963,8.6,7.790795138,3.1,0,0,0,0,-2.917790446,-0.23346674,15.70269745,-3.55E-15,5226385.66,6600772.852,4026372.388,0.159807528,992730.9044,1.904,35567.28438,2417.239652,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,5226385.66,5226385.66,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226385.66,5226385.66,2
1,"Akron, OH Metro Area-Bus",2003,0,24,15.5011505,15.1959301,0.462903988,13.82345118,1.138954168,10.44626688,8.2,7.790822186,3.1,0,0,0,0,-2.917790446,-0.014019172,15.51516967,1.78E-15,5395901.888,5472080.713,3976568.624,0.588680803,1007971.232,2.1235,34414.65688,2417.305061,0.999181601,3.122369571,1.001103347,1.068348013,0.996856371,-0.4,1.000003472,0,0,0,0,0,0.99002133,0.81403003,1.001978607,1.0174702,1.011952908,0.997057087,1.000028246,1,1,1,1,1,5226385.66,1.032434696,0.829006063,169516.228,-1128692.139,5226385.66,0,1,1.245388549,-875218.8603,-52152.37987,-971950.7837,10340.96551,91306.00264,62470.5084,-15380.79813,147.6248684,0,0,0,0,0,-893680.2619,1063196.49,0,169516.228,2
2,"Akron, OH Metro Area-Bus",2004,0,24,15.59167629,15.27769908,0.414203671,13.83943946,1.233696641,10.40397954,7.79,7.790803554,3.1,0,0,0,0,-2.917790446,-0.058031098,15.64970739,-3.55E-15,5907162.281,6260103.185,4315392.555,0.513165283,1024216.5,2.4339,32989.6525,2417.260004,1.005380979,0.894793913,1.001156606,1.083183745,0.995951919,-0.41,0.999997608,0,0,0,0,0,1.068104296,1.032358968,1.002076505,1.022774882,1.015369426,0.996983625,0.999980543,1,1,1,1,1,5395901.888,1.094749757,1.144007831,511260.393,788022.4723,5226385.66,0,1,0.956942545,742736.4229,367484.1015,174605.8157,11204.61456,122891.0271,82931.91299,-16276.06205,-104.9867981,0,0,0,0,0,777052.1249,-265791.7319,0,511260.393,2
3,"Akron, OH Metro Area-Bus",2005,0,24,15.60954774,15.21497088,0.460803553,13.85719546,1.361617373,10.36566312,7.47,7.790753383,3.1,0,0,0,0,-2.917790446,-0.003262779,15.61281052,-3.55E-15,6013680.881,6033334.24,4053011.065,0.585347384,1042564.92,2.9025,31749.48,2417.13868,0.995894133,1.112504754,1.001283,1.103688968,0.996317138,-0.32,0.99999356,0,0,0,0,0,0.950712786,0.969986706,1.002306354,1.03087254,1.013916193,0.997644976,0.999947608,1,1,1,1,1,5907162.281,1.01803211,0.963775526,106518.6,-226768.9457,5226385.66,0,1,1.056295863,-204463.6474,-291147.5729,-177293.3983,13624.00666,182369.1018,82205.21117,-13911.50924,-309.4865539,0,0,0,0,0,-213983.8471,320502.4471,0,106518.6,2
4,"Akron, OH Metro Area-Bus",2006,0,24,15.61900069,15.20050082,0.462419541,13.87949642,1.429114358,10.3058562,6.85,7.790986925,2.5,0,0,0,0,-2.917790446,-0.0174895,15.63649019,0,6070797.419,6177906.561,3994786.013,0.587911357,1066076.33,3.175,29906.25,2417.703484,0.999048959,1.003506891,1.001609342,1.049571184,0.994230285,-0.62,1.000029977,-0.6,0,0,0,0,0.988408449,0.99894382,1.00289756,1.016172793,1.021805954,0.995442178,1.000243915,1.000211657,1,1,1,1,6013680.881,1.009497767,1.02396226,57116.538,144572.3215,5226385.66,0,1,0.985874,145088.0267,-69707.88944,-6351.526756,17425.00352,97258.01408,131134.0467,-27409.286,1466.826754,1272.837884,0,0,0,0,144101.3826,-86984.84462,0,57116.538,2
5,"Akron, OH Metro Area-Bus",2007,0,24,15.58515172,15.33533642,0.49541045,13.88134083,1.484373431,10.32592678,7.48,7.790500231,2.9,0,0,0,0,-2.917790446,-0.148535907,15.73368763,0,5868746.078,6808534.687,4571428.064,0.64117172,1068044.42,3.4122,30512.57,2416.526602,1.008870471,1.071344107,1.000132887,1.038666656,1.001947492,0.63,0.999937531,0.4,0,0,0,0,1.114765243,0.978657406,1.000239325,1.013221206,0.992786935,1.004652712,0.999491881,0.99985892,1,1,1,1,6070797.419,0.966717496,1.102077964,-202051.341,630628.1262,5226385.66,0,1,0.877177066,629381.5927,696716.5405,-129566.5641,1452.893833,80263.26082,-43789.05779,28245.67244,-3084.686193,-856.4669385,0,0,0,0,619694.643,-821745.984,0,-202051.341,2
6,"Akron, OH Metro Area-Bus",2008,0,24,15.63040533,15.16962903,0.482147154,13.87902097,1.564252244,10.29784756,6.76,7.791058265,3,0,0,0,0,-2.917790446,-0.00249244,15.63289777,3.55E-15,6140428.988,6155752.73,3873343.976,0.619548091,1065569.58,3.7791,29667.69,2417.876039,0.989194408,0.973227662,0.99983288,1.053813152,0.997280707,-0.72,1.00007163,0.1,0,0,0,0,0.875011018,1.008710946,0.999699063,1.019167841,1.010179283,0.994708994,1.000582917,0.999964728,1,1,1,1,5868746.078,1.046293179,0.904122989,271682.91,-652781.9571,5226385.66,0,1,1.157246489,-539779.1602,-733528.5972,51122.33212,-1766.12533,112491.1891,59739.62636,-31051.57298,3420.988994,-207.0013452,0,0,0,0,-562677.834,834360.744,0,271682.91,2
7,"Akron, OH Metro Area-Bus",2009,0,24,15.53126244,15.04848922,0.496753539,13.86081401,1.31536211,10.27789259,8.32,7.791770422,3.2,0,0,0,0,-2.917790446,0.047680768,15.48358168,1.78E-15,5560854.064,5301930.125,3431434.413,0.64337744,1046344.33,2.7261,29081.52,2419.599273,0.99201432,1.030294454,0.998688167,0.840888747,0.998062219,1.56,1.000091407,0.2,0,0,0,0,0.907003972,0.990493964,0.997640581,0.942557011,1.007223473,1.011560595,1.000743973,0.999929458,1,1,1,1,6140428.988,0.905613284,0.861296799,-579574.924,-853822.6057,5226385.66,0,1,1.0514532,-877141.6935,-571035.5078,-58371.1382,-14487.84304,-352724.5957,44355.22436,70987.01456,4568.312909,-433.1605515,0,0,0,0,-851697.1536,272122.2296,0,-579574.924,2
8,"Akron, OH Metro Area-Bus",2010,0,24,15.5412315,15.0600825,0.509815034,13.8508707,1.434369984,10.24997377,8.04,7.789807978,2.9,0,0,0,0,-2.917790446,0.023789444,15.51744206,-1.78E-15,5616567.806,5484529.543,3471447.493,0.664983201,1035991.75,3.197,28280.8,2414.853641,1.000770395,1.026293713,0.999282632,1.09047537,0.997283605,-0.28,0.999748139,-0.3,0,0,0,0,1.009385055,0.991495111,0.998710767,1.028690944,1.01012084,0.99793905,0.997952745,1.000105823,1,1,1,1,5560854.064,1.010018918,1.034440178,55713.742,182599.4187,5226385.66,0,1,0.976391815,191295.2484,52188.92156,-47294.44649,-7169.23506,159546.154,56280.5147,-11460.64005,-11384.48606,588.4658141,0,0,0,0,191516.8053,-135803.0633,0,55713.742,2
9,"Akron, OH Metro Area-Bus",2011,0,24,15.58348159,15.18109573,0.504451892,13.84932445,1.600114585,10.22970308,8.13,7.798122278,3.3,0,0,0,0,-2.917790446,-0.090685299,15.67416689,1.78E-15,5858952.685,6415110.214,3918014.086,0.656077563,1034391.08,3.9536,27713.28,2435.023505,1.008035363,0.989480221,0.999888364,1.115552195,0.998022367,0.09,1.00106733,0.4,0,0,0,0,1.102418563,1.003513259,0.999799406,1.040182264,1.007338175,1.000663352,1.008720313,0.99985892,1,1,1,1,5616567.806,1.043155337,1.169673746,242384.879,930580.6711,5226385.66,0,1,0.891834463,912659.9845,575240.806,19732.45802,-1126.649305,225686.4107,41215.35678,3725.759167,48978.22746,-792.3843116,0,0,0,0,952984.0978,-710599.2188,0,242384.879,2
10,"Akron, OH Metro Area-Bus",2012,0,24,15.60664074,15.16695208,0.722966294,13.85068326,1.596332409,10.23515397,8.54,7.787495063,3,0,0,0,0,-2.917790446,0.097422393,15.50921835,1.78E-15,5996224.469,5439611.301,3862989.104,1.06053631,1035797.58,3.9349,27864.76,2409.272433,0.999068338,1.433171933,1.000098114,0.997636309,1.000532849,0.41,0.998637208,-0.3,0,0,0,0,0.988668441,0.866847313,1.000176311,0.999101416,0.998035863,1.003025501,0.988963498,1.000105823,1,1,1,1,5858952.685,1.023429406,0.84793731,137271.784,-975498.9132,5226385.66,0,1,1.206963488,-908581.9777,-66391.06784,-780135.2917,1032.995015,-5264.761495,-11507.78339,17726.26582,-64662.34561,620.0114806,0,0,0,0,-890928.1034,1028199.887,0,137271.784,2
11,"Akron, OH Metro Area-Bus",2013,0,24,15.60327523,15.24264139,0.738989574,13.85196061,1.568949196,10.23628877,8.07,7.783962201,3.5,0,0,0,0,-2.917790446,0.057629259,15.54564597,1.78E-15,5976078.01,5641416.763,4166725.99,1.093818797,1037121.5,3.8016,27896.4,2400.772297,1.00499041,1.022163247,1.000092223,0.982846171,1.000110873,-0.47,0.999546342,0.5,0,0,0,0,1.062884771,0.989576651,1.000165739,0.9935124,0.999590776,0.996542968,0.996317477,0.999823653,1,1,1,1,5996224.469,0.996640143,1.037099243,-20146.459,201805.4616,5226385.66,0,1,0.960988214,230341.5843,377071.204,-62500.74284,993.8100801,-38901.10297,-2453.800087,-20729.13737,-22081.23235,-1057.414103,0,0,0,0,222455.3888,-242601.8478,0,-20146.459,2
12,"Akron, OH Metro Area-Bus",2014,0,24,15.60406869,15.2811413,0.74341849,13.85629791,1.517673439,10.22891473,8.14,7.77344548,3.2,0,0,0,0,-2.917790446,0.049623792,15.5544449,0,5980821.699,5691274.235,4330272.662,1.10311271,1041629.58,3.5616,27691.44,2375.645884,1.002525803,1.005993205,1.000313118,0.967318409,0.999279618,0.07,0.998648924,-0.3,0,0,0,0,1.031507492,0.997108003,1.000562888,0.987886199,1.002663265,1.000515902,0.989077618,1.000105823,1,1,1,1,5976078.01,1.00079378,1.008837757,4743.689,49857.47219,5226385.66,0,1,0.992026492,56337.62858,188291.2322,-17282.79927,3363.863327,-72393.01905,15915.87873,3083.071229,-65273.00463,632.4060245,0,0,0,0,52815.12707,-48071.43807,0,4743.689,2
13,"Akron, OH Metro Area-Bus",2015,0,24,15.58268287,15.33320389,0.706330634,13.85957497,1.265256033,10.25981984,8.38,7.77047607,3.1,1,0,0,0,-2.917790446,0.058017126,15.52466575,-1.78E-15,5854274.894,5524291.531,4561689.737,1.026541477,1045048.67,2.544,28560.64,2368.599115,1.003406983,0.950111739,1.000236504,0.833681344,1.003021348,0.24,0.999618006,-0.1,1,0,0,0,1.042841765,1.024549233,1.000425263,0.941767102,0.988914814,1.001769916,0.996903888,1.000035273,0.976320005,1,1,1,5980821.699,0.978841234,0.970659874,-126546.805,-166982.7042,5226385.66,0,1,1.008428657,-158328.7408,256228.9554,146824.5882,2543.423581,-348280.5779,-66298.51929,10585.54942,-18517.29349,210.9618971,-141625.8287,0,0,0,-175478.0633,48931.25835,0,-126546.805,2
14,"Akron, OH Metro Area-Bus",2016,0,24,15.52043056,15.2961241,0.699517065,13.85855017,1.18096003,10.25419372,8.22,7.770341442,4.2,2,0,0,0,-2.917790446,0.064998712,15.45543185,-1.78E-15,5500944.573,5154762.755,4395640.78,1.012780431,1043978.25,2.2575,28400.4,2368.280123,0.997581733,0.99035357,0.999926058,0.933376328,0.999451636,-0.16,0.999982674,1.1,1,0,0,0,0.970564855,1.004465516,0.999867049,0.980163018,1.002031331,0.998821794,0.99985942,0.999612078,0.976320005,1,1,1,5854274.894,0.939645758,0.933108386,-353330.321,-369528.7758,5226385.66,0,1,1.007006014,-399817.3161,-172321.4297,26142.36008,-778.3313693,-116131.1482,11891.9695,-6897.542449,-822.993429,-2270.999583,-138629.201,0,0,0,-391601.8955,38271.57455,0,-353330.321,2
15,"Akron, OH Metro Area-Bus",2017,0,24,15.51319971,15.30635694,0.693847361,13.86145804,1.240748222,10.31259137,7.79,7.767701502,4.8,3,0,0,0,-2.917790446,0.082391761,15.43080795,0,5461311.53,5029382.39,4440851.607,1.001400852,1047018.42,2.4582,30108.36,2362.033613,1.000668983,0.991894831,1.000209825,1.050626771,1.005695001,-0.43,0.999660254,0.6,1,0,0,0,1.008279201,1.003714453,1.000377343,1.014312556,0.979156983,0.996836718,0.997246942,0.999788388,0.976320005,1,1,1,5500944.573,0.99279523,0.975676792,-39633.043,-125380.3648,5226385.66,0,1,1.017545189,-131843.399,45543.42333,20432.99966,2075.745512,78732.57491,-114656.2785,-17401.03888,-15144.41702,-1164.067253,-130262.3407,0,0,0,-133800.6171,94167.57409,0,-39633.043,2
16,"Akron, OH Metro Area-Bus",2018,0,24,15.5069867,15.30557323,0.672705833,13.86461154,1.313723668,10.35448355,7.44,7.768381623,5.525,4,0,0,0,-2.917790446,0.086429682,15.42055702,0,5427485.555,4978089.895,4437372.601,0.959532321,1050325.41,2.72,31396.5,2363.64131,0.999948798,0.969530001,1.000227502,1.058815676,1.004062236,-0.35,1.000087558,0.725,1,0,0,0,0.999368719,1.01392102,1.000409225,1.017496894,0.985003598,0.997424477,1.000710494,0.999744308,0.976320005,1,1,1,5461311.53,0.993806254,0.989801433,-33825.975,-51292.49506,5226385.66,0,1,1.004046085,-52435.4752,-3447.619759,76027.02574,2234.907156,95555.98745,-81900.02518,-14065.73348,3880.229673,-1396.416385,-129323.8304,0,0,0,-55697.55349,21871.57849,0,-33825.975,2
17,"Albany, GA Metro Area-Bus",2002,0,34,13.35081283,13.18476524,0.515999476,12.26708352,1.051520681,10.39712826,14.66,6.858666105,2.9,0,0,0,0,-2.287327464,-0.008848395,13.35966122,-1.78E-15,628324,633908.3373,532194,0.6753121,212581.0956,1.862,32764.39688,951.0962241,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,628324,628324,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628324,628324,3
18,"Albany, GA Metro Area-Bus",2003,0,34,13.41643797,13.19238372,0.461614873,12.30018942,1.130143255,10.33884051,13.69,6.858716635,2.9,0,0,0,0,-2.287327464,-0.021837811,13.43827579,-1.78E-15,670941,685754.0584,536264,0.58663413,219736.6075,2.0961,30909.16938,951.144334,1.000577824,0.894603375,1.002698758,1.074770354,0.994393861,-0.97,1.000007367,0,0,0,0,0,1.006157472,1.036203497,1.004304462,1.018863566,1.021246214,0.992878394,1.000052768,1,1,1,1,1,628324,1.067826472,1.08178741,42617,51845.72108,628324,0,1,0.987094582,50081.42728,3868.887345,22747.52625,2704.596705,11852.43134,13349.50601,-4474.676005,33.15563763,0,0,0,0,0,51388.9926,-8771.992596,0,42617,3
19,"Albany, GA Metro Area-Bus",2004,0,34,13.40953882,13.19508396,0.525925465,12.32060632,1.241413087,10.26973953,12.73,6.858788083,2.9,0,0,0,0,-2.287327464,-0.035880062,13.44541888,-1.78E-15,666328,690670.0107,537714,0.692024033,224269.08,2.4605,28845.3725,951.2123653,1.000204682,1.139316551,1.001659885,1.098456396,0.99331637,-0.96,1.000010417,0,0,0,0,0,1.002178087,0.9588176,1.00265244,1.026800652,1.025237055,0.992951553,1.000074615,1,1,1,1,1,670941,0.993124582,1.007168681,-4613,4915.952325,628324,0,1,0.986055882,5845.23931,1461.367599,-27630.96091,1779.630885,17981.65652,16932.57487,-4729.091942,50.06228171,0,0,0,0,0,4809.76223,-9422.76223,0,-4613,3
20,"Albany, GA Metro Area-Bus",2005,0,34,13.39067454,13.19129971,0.518136169,12.34101648,1.378010142,10.20414347,11.94,6.858374266,2.9,0,0,0,0,-2.287327464,-0.109311429,13.49998597,0,653876,729405.1349,535683,0.678895555,228893.5,2.967,27013.89,950.8184056,0.999713208,0.985189355,1.001656587,1.110033522,0.993612686,-0.79,0.999939666,0,0,0,0,0,0.996955487,1.005106624,1.002651563,1.033000682,1.023941784,0.994196086,0.99956795,1,1,1,1,1,666328,0.981312507,1.056083402,-12452,38735.12419,628324,0,1,0.929199917,36928.01529,-2028.644296,3402.686423,1766.810986,21989.27869,15953.08082,-3867.310568,-287.8867677,0,0,0,0,0,37369.94141,-49821.94141,0,-12452,3
21,"Albany, GA Metro Area-Bus",2006,0,34,13.54476557,13.18856302,0.470540357,12.37365275,1.443973473,10.11105035,10.69,6.859342563,1.7,0,0,0,0,-2.287327464,-0.029854451,13.57462002,-1.78E-15,762810,785926.6545,534219,0.600858995,236487,3.2375,24612.5,951.7404944,0.999792538,0.90814034,1.002644536,1.047868538,0.990876929,-1.25,1.000141185,-1.2,0,0,0,0,0.997797336,1.0316136,1.004243271,1.015802429,1.034147609,0.990832122,1.00101169,1.000423359,1,1,1,1,653876,1.166597336,1.077489884,108934,56521.51958,628324,0,1,1.082698978,49610.49769,-1440.269372,20671.3742,2774.573126,10332.82932,22328.30184,-5994.655659,661.5200281,276.8242079,0,0,0,0,50668.77565,58265.22435,0,108934,3
22,"Albany, GA Metro Area-Bus",2007,0,34,13.550783,13.18999586,0.467201152,12.3667094,1.476112213,10.11659451,11.47,6.858116909,1.9,0,0,0,0,-2.287327464,-0.036310321,13.58709332,0,767414,795791.159,534985,0.595522313,234850.67,3.3759,24749.34,950.5734795,1.000108643,0.992903466,0.999438861,1.022257154,1.000548326,0.78,0.999821316,0.2,0,0,0,0,1.001155177,1.002185982,0.999099563,1.007668332,0.998002292,1.005763688,0.998720885,0.999929458,1,1,1,1,762810,1.006035579,1.012551431,4604,9864.504565,628324,0,1,0.993564925,9554.481796,881.1809321,1667.488764,-686.8626715,5849.480467,-1523.871998,4396.598544,-975.7218004,-53.81044239,0,0,0,0,9574.357461,-4970.357461,0,4604,3
23,"Albany, GA Metro Area-Bus",2008,0,34,13.68865966,13.18626545,0.403263467,12.36718227,1.581244178,10.08239245,9.97,6.857956933,3.2,0,0,0,0,-2.287327464,0.037052849,13.65160681,-1.78E-15,880864,848822.7183,532993,0.496701171,234961.75,3.861,23917.14,950.4212629,0.999717179,0.863147416,1.000038237,1.071222204,0.996619212,-1.5,0.999976674,1.3,0,0,0,0,0.996998732,1.042696938,1.000061353,1.025303731,1.012412659,0.989008657,0.999832953,0.999541563,1,1,1,1,767414,1.147834155,1.066640046,113450,53031.55926,628324,0,1,1.076121281,50539.26667,-2303.214764,32766.22836,47.08288545,19418.43722,9525.648328,-8434.910747,-128.1939428,-351.8106729,0,0,0,0,51140.50408,62309.49592,0,113450,3
24,"Albany, GA Metro Area-Bus",2009,0,34,13.6776016,13.17981875,0.457475403,12.36058899,1.324738055,9.990061042,7.57,6.863847683,1.8,0,0,0,0,-2.287327464,0.106199693,13.57140191,1.78E-15,871177,783401.5108,529568,0.58007988,233417.67,2.7612,21807.63,956.0423884,0.999511105,1.134433045,0.999466873,0.837782092,0.990842312,-2.4,1.000858966,-1.4,0,0,0,0,0.994819037,0.965170375,0.99914494,0.940852291,1.033863524,0.982471925,1.006170591,1.000493936,1,1,1,1,880864,0.989002843,0.922927125,-9687,-65421.20753,628324,0,1,1.071593554,-67838.31479,-4563.72343,-30680.16266,-753.1913556,-52101.08779,29829.15888,-15439.8506,5435.45162,435.0905386,0,0,0,0,-67890.72124,58203.72124,0,-9687,3
25,"Albany, GA Metro Area-Bus",2010,0,34,13.71060216,13.18248528,0.429916012,12.32432926,1.43710629,9.994682458,11.19,6.850199653,1.5,0,0,0,0,-2.287327464,0.086166286,13.62443588,0,900406,826069.8935,530982,0.537128418,225105.58,3.2085,21908.65,943.0693739,1.00020232,0.939757656,0.997066505,1.084822984,1.000462601,3.62,0.998011606,-0.3,0,0,0,0,1.002150874,1.018185198,0.99530664,1.027068764,0.998334502,1.027031528,0.985848632,1.000105823,1,1,1,1,871177,1.033551161,1.054465535,29229,42668.38279,628324,0,1,0.980165929,47071.40034,1873.791533,15842.52591,-4088.747635,23581.685,-1450.943792,23549.24516,-12328.34632,92.19049388,0,0,0,0,47449.12181,-18220.12181,0,29229,3
26,"Albany, GA Metro Area-Bus",2011,0,34,13.80127369,13.26132326,0.428668305,12.31969035,1.600114585,9.970452503,10.69,6.876488361,2.8,0,0,0,0,-2.287327464,0.042304704,13.75896899,0,985863,945026.1996,574538,0.535211728,224063.75,3.9536,21384.16,968.2168374,1.005980509,0.997097789,0.999623598,1.113428141,0.997575715,-0.5,1.003837656,1.3,0,0,0,0,1.065584772,1.000816242,0.99939832,1.039505955,1.008777741,0.996322713,1.027833246,0.999541563,1,1,1,1,900406,1.094909408,1.144002713,85457,118956.306,628324,0,1,0.957086427,124058.4373,59052.92264,734.9492422,-541.756085,35571.39923,7903.530911,-3311.051254,25061.2217,-412.7790745,0,0,0,0,129660.9071,-44203.90707,0,85457,3
27,"Albany, GA Metro Area-Bus",2012,0,34,13.83300562,13.16828085,0.444994517,12.29025946,1.598538732,9.989561115,9.61,6.862141006,2.8,0,0,0,0,-2.287327464,0.193707296,13.63929833,1.78E-15,1017648,838439.0215,523493,0.56048164,217565.42,3.9458,21796.73,954.4104189,0.992983927,1.038085886,0.997611069,0.999015162,1.001916524,-1.08,0.997913564,0,0,0,0,0,0.927772283,0.98938064,0.996188859,0.999625504,0.99313146,0.992073998,0.985128935,1,1,1,1,1,985863,1.032240788,0.887212462,31785,-106587.1781,628324,0,1,1.163464965,-115048.5571,-71206.63412,-10469.23425,-3757.262655,-369.2013296,-6771.439147,-7813.95238,-14660.8332,0,0,0,0,0,-111193.0603,142978.0603,0,31785,3
28,"Albany, GA Metro Area-Bus",2013,0,34,13.83238341,13.20266328,0.450605474,12.29184508,1.57119592,10.00147233,11.23,6.850304513,5.1,0,0,0,0,-2.287327464,0.1808758,13.65150761,1.78E-15,1017015,848738.518,541805,0.569262046,217910.67,3.8124,22057.92,943.168374,1.002611004,1.012609048,1.000129014,0.982895121,1.001192367,1.62,0.998275102,2.3,0,0,0,0,1.028090976,0.996337568,1.000205742,0.993521941,0.995712988,1.012007893,0.98771539,0.999189063,1,1,1,1,1017648,0.999377977,1.012284133,-633,10299.49654,628324,0,1,0.987250476,13007.12956,28586.72552,-3727.06691,209.3727795,-6592.383332,-4362.66892,12219.80804,-12501.40906,-825.2485592,0,0,0,0,12500.92348,-13133.92348,0,-633,3
29,"Albany, GA Metro Area-Bus",2014,0,34,13.69118806,13.28558876,0.496663257,12.27156619,1.52922519,10.04811503,10.98,6.854291244,5,0,0,0,0,-2.287327464,0.030055618,13.66113244,5.33E-15,883094,856946.9358,588650,0.643229079,213536.17,3.6146,23111.18,946.9400328,1.006280966,1.102213099,0.998350217,0.973287399,1.004663583,-0.25,1.000581979,-0.1,0,0,0,0,1.069100067,0.970330621,0.997372436,0.990073543,0.983317289,0.998159663,1.004171968,1.000035273,1,1,1,1,1017015,0.868319543,1.009671315,-133921,8208.417808,628324,0,1,0.860002329,12774.58291,70275.80442,-30174.20323,-2672.271969,-10095.35547,-16966.56772,-1871.650239,4242.953875,35.87323358,0,0,0,0,9835.872722,-143756.8727,0,-133921,3
30,"Albany, GA Metro Area-Bus",2015,0,34,13.45168439,13.2971214,0.602735619,12.29229814,1.268242539,10.06894775,11.13,6.84868714,3.1,0,0,0,0,-2.287327464,-0.078442582,13.53012697,0,695011,751724.8482,595478,0.827110247,218009.42,2.5546,23597.72,941.6425367,1.000868057,1.213569981,1.001689429,0.829336678,1.002073297,0.15,0.999182395,-1.9,0,0,0,0,1.009335742,0.932987419,1.002693424,0.939851729,0.992514059,1.00110583,0.994164802,1.000670401,1,1,1,1,883094,0.787018143,0.877212832,-188083,-105222.0876,628324,0,1,0.89718051,-111867.3389,8244.338181,-59178.40785,2378.546642,-53116.57738,-6610.789658,976.5522126,-5153.028118,592.0270874,0,0,0,0,-108432.6116,-79650.38838,0,-188083,3
31,"Albany, GA Metro Area-Bus",2016,0,34,13.39294609,13.29968579,0.578204285,12.27889086,1.200115374,10.10422393,11.11,6.831011865,3.5,0,0,1,0,-2.287327464,-0.111275008,13.50422109,-1.78E-15,655363,732500.8122,597007,0.782834093,215106,2.3205,24445.05,925.1274548,1.000192853,0.95930001,0.998909294,0.946282227,1.003503462,-0.02,0.997419173,0.4,0,0,1,0,1.002068394,1.016171056,0.998262025,0.983937211,0.98735693,0.999852648,0.981711256,0.99985892,1,1,1.00540357,1,695011,0.942953421,0.974426765,-39648,-19224.03598,628324,0,1,0.967700707,-17637.98159,1437.556893,11239.0616,-1207.91179,-11163.81528,-8787.072752,-102.4110768,-12710.87797,-98.05201892,0,0,3755.540809,0,-17773.67943,-21874.32057,0,-39648,3
32,"Albany, GA Metro Area-Bus",2017,0,34,13.49118386,13.30868692,0.505782841,12.28459922,1.255388091,10.04302599,9.77,6.825686164,5.5,0,0,1,0,-2.287327464,-0.087459665,13.57864353,0,723013,789095.2089,602405,0.658283184,216337.42,2.5092,22993.86,920.2082873,1.000676792,0.874747652,1.000464892,1.04605617,0.993943331,-1.34,0.999220364,2,0,0,0,0,1.007279023,1.048497644,1.000740888,1.013224492,1.022318746,0.990175287,0.994453879,0.9992948,1,1,1,1,655363,1.103225235,1.077261889,67650,56594.39666,628324,0,1,1.024101193,49797.59998,4770.402208,31783.56176,485.5509003,8666.842491,14626.88019,-6438.753223,-3634.722336,-462.1620115,0,0,0,0,50634.58356,17015.41644,0,67650,3
