,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,WEIGHTED_POP_DENSITY_log,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,YEARS_SINCE_TNC_BUS_SQRD,BIKE_SHARE,scooter_flag,estimated_effects,residual,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,WEIGHTED_POP_DENSITY,VRM_ADJ_ratio,FARE_per_UPT_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,WEIGHTED_POP_DENSITY_ratio,JTW_HOME_PCT_diff,YEARS_SINCE_TNC_BUS_diff,YEARS_SINCE_TNC_RAIL_diff,YEARS_SINCE_TNC_BUS_SQRD_diff,BIKE_SHARE_diff,scooter_flag_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,WEIGHTED_POP_DENSITY_log_FAC_ratio,JTW_HOME_PCT_FAC_ratio,YEARS_SINCE_TNC_BUS_FAC_ratio,YEARS_SINCE_TNC_RAIL_FAC_ratio,YEARS_SINCE_TNC_BUS_SQRD_FAC_ratio,BIKE_SHARE_FAC_ratio,scooter_flag_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,WEIGHTED_POP_DENSITY_log_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,YEARS_SINCE_TNC_BUS_SQRD_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4
0,"Akron, OH Metro Area-Bus",2002,0,24,15.46923071,15.20837663,0.148254067,13.80821592,1.066089097,10.47920963,8.6,7.790795138,3.1,0,0,0,0,0,-2.934414653,-0.231766246,15.70099696,0,5226385.66,6589557.814,4026372.388,0.159807528,992730.9044,1.904,35567.28438,2417.239652,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,5226385.66,5226385.66,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226385.66,5226385.66,2
1,"Akron, OH Metro Area-Bus",2003,0,24,15.5011505,15.1959301,0.462903988,13.82345118,1.138954168,10.44626688,8.2,7.790822186,3.1,0,0,0,0,0,-2.934414653,-0.012400618,15.51355112,3.55E-15,5395901.888,5463231.018,3976568.624,0.588680803,1007971.232,2.1235,34414.65688,2417.305061,0.999181601,3.122369571,1.001103347,1.068348013,0.996856371,-0.4,1.000003472,0,0,0,0,0,0,0.990025473,0.813930612,1.001825303,1.017933134,1.011837164,0.997069053,1.000028653,1,1,1,1,1,1,5226385.66,1.032434696,0.829073994,169516.228,-1126326.796,5226385.66,0,1,1.245286505,-874638.8159,-52130.72252,-972470.382,9539.735947,93725.47585,61865.58565,-15318.26123,149.7524339,0,0,0,0,0,0,-893325.225,1062841.453,0,169516.228,2
2,"Akron, OH Metro Area-Bus",2004,0,24,15.59167629,15.27769908,0.414203671,13.83943946,1.233696641,10.40397954,7.79,7.790803554,3.1,0,0,0,0,0,-2.934414653,-0.056700023,15.64837631,1.78E-15,5907162.281,6251776.061,4315392.555,0.513165283,1024216.5,2.4339,32989.6525,2417.260004,1.005380979,0.894793913,1.001156606,1.083183745,0.995951919,-0.41,0.999997608,0,0,0,0,0,0,1.068074926,1.032378484,1.001915607,1.023379989,1.01522035,0.996995889,0.999980263,1,1,1,1,1,1,5395901.888,1.094749757,1.144336756,511260.393,788545.0431,5226385.66,0,1,0.956667483,744340.4335,367325.6229,174711.1222,10336.42939,126156.1291,82127.51728,-16209.88751,-106.4998283,0,0,0,0,0,0,778826.975,-267566.582,0,511260.393,2
3,"Akron, OH Metro Area-Bus",2005,0,24,15.60954774,15.21497088,0.460803553,13.85719546,1.361617373,10.36566312,7.47,7.790753383,3.1,0,0,0,0,0,-2.934414653,-0.002430767,15.61197851,3.55E-15,6013680.881,6028316.52,4053011.065,0.585347384,1042564.92,2.9025,31749.48,2417.13868,0.995894133,1.112504754,1.001283,1.103688968,0.996317138,-0.32,0.99999356,0,0,0,0,0,0,0.950732841,0.96996916,1.002127628,1.031696106,1.013781309,0.997654554,0.999946853,1,1,1,1,1,1,5907162.281,1.01803211,0.964256631,106518.6,-223459.5409,5226385.66,0,1,1.055768836,-201384.3071,-291029.1036,-177397.0438,12568.24419,187234.0444,81408.42801,-13854.92971,-313.9466829,0,0,0,0,0,0,-211141.8833,317660.4833,0,106518.6,2
4,"Akron, OH Metro Area-Bus",2006,0,24,15.61900069,15.20050082,0.462419541,13.87949642,1.429114358,10.3058562,6.85,7.790986925,2.5,0,0,0,0,0,-2.934414653,-0.016917004,15.63591769,-1.78E-15,6070797.419,6174370.746,3994786.013,0.587911357,1066076.33,3.175,29906.25,2417.703484,0.999048959,1.003506891,1.001609342,1.049571184,0.994230285,-0.62,1.000029977,-0.6,0,0,0,0,0,0.988413259,0.998943194,1.002672959,1.016601068,1.021593787,0.995460695,1.000247431,1.000455167,1,1,1,1,1,6013680.881,1.009497767,1.024228029,57116.538,146054.2266,5226385.66,0,1,0.985618183,146658.9968,-69678.96543,-6355.295045,16074.32397,99833.5245,129858.1418,-27297.93234,1487.968932,2737.230396,0,0,0,0,0,145699.634,-88583.09595,0,57116.538,2
5,"Akron, OH Metro Area-Bus",2007,0,24,15.58515172,15.33533642,0.49541045,13.88134083,1.484373431,10.32592678,7.48,7.790500231,2.9,0,0,0,0,0,-2.934414653,-0.148112886,15.73326461,1.78E-15,5868746.078,6805655.139,4571428.064,0.64117172,1068044.42,3.4122,30512.57,2416.526602,1.008870471,1.071344107,1.000132887,1.038666656,1.001947492,0.63,0.999937531,0.4,0,0,0,0,0,1.114714697,0.978644873,1.000220797,1.013570798,0.992856123,1.004633723,0.99948456,0.99969667,1,1,1,1,1,6070797.419,0.966717496,1.102242709,-202051.341,631284.3927,5226385.66,0,1,0.877045961,630283.7971,696409.6849,-129642.6479,1340.41216,82385.56687,-43369.02816,28130.39337,-3129.130508,-1841.453525,0,0,0,0,0,620694.7752,-822746.1162,0,-202051.341,2
6,"Akron, OH Metro Area-Bus",2008,0,24,15.63040533,15.16962903,0.482147154,13.87902097,1.564252244,10.29784756,6.76,7.791058265,3,0,0,0,0,0,-2.934414653,-0.002544191,15.63294952,-3.55E-15,6140428.988,6156071.305,3873343.976,0.619548091,1065569.58,3.7791,29667.69,2417.876039,0.989194408,0.973227662,0.99983288,1.053813152,0.997280707,-0.72,1.00007163,0.1,0,0,0,0,0,0.87505978,1.00871614,0.999722355,1.019676193,1.010080799,0.994730481,1.00059132,0.999924159,1,1,1,1,1,5868746.078,1.046293179,0.904552344,271682.91,-649583.8339,5226385.66,0,1,1.156697191,-536983.0687,-733242.4278,51152.81033,-1629.427643,115474.5817,59161.64901,-30925.4684,3470.306058,-445.0919668,0,0,0,0,0,-560158.0596,831840.9696,0,271682.91,2
7,"Akron, OH Metro Area-Bus",2009,0,24,15.53126244,15.04848922,0.496753539,13.86081401,1.31536211,10.27789259,8.32,7.791770422,3.2,0,0,0,0,0,-2.934414653,0.049151376,15.48211107,-3.55E-15,5560854.064,5294138.789,3431434.413,0.64337744,1046344.33,2.7261,29081.52,2419.599273,0.99201432,1.030294454,0.998688167,0.840888747,0.998062219,1.56,1.000091407,0.2,0,0,0,0,0,0.907040922,0.990488348,0.997823026,0.94109363,1.007153688,1.011513252,1.000754699,0.999848324,1,1,1,1,1,6140428.988,0.905613284,0.859986593,-579574.924,-861932.5165,5226385.66,0,1,1.053055109,-885966.3426,-570808.6185,-58405.62214,-13367.55335,-361710.3836,43926.71153,70696.3063,4634.1752,-931.3580584,0,0,0,0,0,-859742.3823,280167.4583,0,-579574.924,2
8,"Akron, OH Metro Area-Bus",2010,0,24,15.5412315,15.0600825,0.509815034,13.8508707,1.434369984,10.24997377,8.04,7.789807978,2.9,0,0,0,0,0,-2.934414653,0.024422573,15.51680893,0,5616567.806,5481058.224,3471447.493,0.664983201,1035991.75,3.197,28280.8,2414.853641,1.000770395,1.026293713,0.999282632,1.09047537,0.997283605,-0.28,0.999748139,-0.3,0,0,0,0,0,1.00938112,0.991490084,0.998810508,1.029455486,1.010022924,0.997947434,0.997923271,1.000227558,1,1,1,1,1,5560854.064,1.010018918,1.035306863,55713.742,186919.4352,5226385.66,0,1,0.975574449,196066.7349,52167.0382,-47322.40079,-6614.591098,163797.6614,55736.01962,-11414.02161,-11548.38612,1265.415259,0,0,0,0,0,196336.315,-140622.573,0,55713.742,2
9,"Akron, OH Metro Area-Bus",2011,0,24,15.58348159,15.18109573,0.504451892,13.84932445,1.600114585,10.22970308,8.13,7.798122278,3.3,0,0,0,0,0,-2.934414653,-0.090953557,15.67443515,0,5858952.685,6416831.349,3918014.086,0.656077563,1034391.08,3.9536,27713.28,2435.023505,1.008035363,0.989480221,0.999888364,1.115552195,0.998022367,0.09,1.00106733,0.4,0,0,0,0,0,1.102373701,1.003515348,0.999814933,1.041259109,1.007267277,1.00066065,1.008846542,0.99969667,1,1,1,1,1,5616567.806,1.043155337,1.17072855,242384.879,935773.1247,5226385.66,0,1,0.891030937,917939.4346,574988.8343,19744.19181,-1039.442874,231734.5814,40817.15557,3710.583309,49687.2033,-1703.672165,0,0,0,0,0,958908.4792,-716523.6002,0,242384.879,2
10,"Akron, OH Metro Area-Bus",2012,0,24,15.60664074,15.16695208,0.722966294,13.85068326,1.596332409,10.23515397,8.54,7.787495063,3,0,0,0,0,0,-2.934414653,0.097303058,15.50933768,-1.78E-15,5996224.469,5440260.475,3862989.104,1.06053631,1035797.58,3.9349,27864.76,2409.272433,0.999068338,1.433171933,1.000098114,0.997636309,1.000532849,0.41,0.998637208,-0.3,0,0,0,0,0,0.988673143,0.866773789,1.000162661,0.999077826,0.998054753,1.003013163,0.988805336,1.000227558,1,1,1,1,1,5858952.685,1.023429406,0.847811042,137271.784,-976570.8737,5226385.66,0,1,1.207143246,-909378.4226,-66363.51646,-780566.0652,953.023837,-5402.973458,-11397.11059,17653.97795,-65589.00857,1333.249901,0,0,0,0,0,-891667.9014,1028939.685,0,137271.784,2
11,"Akron, OH Metro Area-Bus",2013,0,24,15.60327523,15.24264139,0.738989574,13.85196061,1.568949196,10.23628877,8.07,7.783962201,3.5,0,0,0,0,0,-2.934414653,0.05796336,15.54531187,5.33E-15,5976078.01,5639532.274,4166725.99,1.093818797,1037121.5,3.8016,27896.4,2400.772297,1.00499041,1.022163247,1.000092223,0.982846171,1.000110873,-0.47,0.999546342,0.5,0,0,0,0,0,1.062857718,0.989570496,1.000152908,0.993342576,0.999594714,0.996557021,0.996264505,0.999620852,1,1,1,1,1,5996224.469,0.996640143,1.036629092,-20146.459,199271.7989,5226385.66,0,1,0.96142406,227621.4181,376908.9844,-62537.64929,916.8728502,-39919.40817,-2430.183166,-20644.87627,-22398.86677,-2273.455451,0,0,0,0,0,219636.2549,-239782.7139,0,-20146.459,2
12,"Akron, OH Metro Area-Bus",2014,0,24,15.60406869,15.2811413,0.74341849,13.85629791,1.517673439,10.22891473,8.14,7.77344548,3.2,0,0,0,0,0,-2.934414653,0.050400491,15.5536682,-1.78E-15,5980821.699,5686855.542,4330272.662,1.10311271,1041629.58,3.5616,27691.44,2375.645884,1.002525803,1.005993205,1.000313118,0.967318409,0.999279618,0.07,0.998648924,-0.3,0,0,0,0,0,1.031494137,0.997106289,1.000519303,0.987570023,1.002637593,1.000513801,0.988921083,1.000227558,1,1,1,1,1,5976078.01,1.00079378,1.008391346,4743.689,47323.26789,5226385.66,0,1,0.992465658,53723.66891,188211.4225,-17293.04352,3103.397339,-74282.51184,15762.46134,3070.514105,-66208.47367,1359.902673,0,0,0,0,0,50147.33969,-45403.65069,0,4743.689,2
13,"Akron, OH Metro Area-Bus",2015,0,24,15.58268287,15.33320389,0.706330634,13.85957497,1.265256033,10.25981984,8.38,7.77047607,3.1,1,0,1,0,0,-2.934414653,0.054435351,15.52824752,-5.33E-15,5854274.894,5544113.78,4561689.737,1.026541477,1045048.67,2.544,28560.64,2368.599115,1.003406983,0.950111739,1.000236504,0.833681344,1.003021348,0.24,0.999618006,-0.1,1,0,1,0,0,1.042823507,1.024563983,1.000392337,0.940284242,0.989020939,1.001762702,0.996859338,1.000075847,0.983953735,1,0.998087659,1,1,5980821.699,0.978841234,0.974899703,-126546.805,-142741.7621,5226385.66,0,1,1.004043011,-132628.9735,256119.7582,146912.8054,2346.497237,-357149.2997,-65663.80768,10542.40836,-18783.74088,453.626305,-95969.84956,0,-11437.37125,0,0,-150120.3999,23573.59489,0,-126546.805,2
14,"Akron, OH Metro Area-Bus",2016,0,24,15.52043056,15.2961241,0.699517065,13.85855017,1.18096003,10.25419372,8.22,7.770341442,4.2,2,0,4,0,0,-2.934414653,0.060334865,15.46009569,1.78E-15,5500944.573,5178859.935,4395640.78,1.012780431,1043978.25,2.2575,28400.4,2368.280123,0.997581733,0.99035357,0.999926058,0.933376328,0.999451636,-0.16,0.999982674,1.1,1,0,3,0,0,0.970576958,1.004468173,0.99987734,0.979647349,1.002011756,0.998826589,0.999857394,0.999166065,0.983953735,1,0.994273941,1,1,5854274.894,0.939645758,0.934118624,-353330.321,-365253.8451,5226385.66,0,1,1.00591695,-394230.9713,-172250.5784,26157.91287,-718.0840337,-119150.0128,11777.37541,-6869.472962,-834.8533714,-4882.08743,-93939.246,0,-33521.92462,0,0,-385687.6861,32357.3651,0,-353330.321,2
15,"Akron, OH Metro Area-Bus",2017,0,24,15.51319971,15.30635694,0.693847361,13.86145804,1.240748222,10.31259137,7.79,7.767701502,4.8,3,0,9,0,0,-2.934414653,0.079234992,15.43396472,3.55E-15,5461311.53,5045284.075,4440851.607,1.001400852,1047018.42,2.4582,30108.36,2362.033613,1.000668983,0.991894831,1.000209825,1.050626771,1.005695001,-0.43,0.999660254,0.6,1,0,5,0,0,1.008275731,1.003716662,1.000348128,1.014691214,0.979355545,0.996849578,0.997207321,0.99954504,0.983953735,1,0.990474795,1,1,5500944.573,0.99279523,0.974207478,-39633.043,-133575.8598,5226385.66,0,1,1.019079866,-140726.5419,45524.33693,20445.15125,1915.03302,80815.55462,-113564.0032,-17330.29565,-15362.36976,-2502.710486,-88269.61406,0,-52397.62459,0,0,-141883.235,102250.192,0,-39633.043,2
16,"Akron, OH Metro Area-Bus",2018,0,24,15.5069867,15.30557323,0.672705833,13.86461154,1.313723668,10.35448355,7.44,7.768381623,5.525,4,0,16,0,0,-2.934414653,0.088579225,15.41840748,-7.11E-15,5427485.555,4967400.767,4437372.601,0.959532321,1050325.41,2.72,31396.5,2363.64131,0.999948798,0.969530001,1.000227502,1.058815676,1.004062236,-0.35,1.000087558,0.725,1,0,7,0,0,0.999368983,1.013929341,1.000377541,1.017960542,0.985146884,0.997434951,1.000720737,0.999450283,0.983953735,1,0.986690166,1,1,5461311.53,0.993806254,0.984563147,-33825.975,-77883.30777,5226385.66,0,1,1.009388027,-81738.56589,-3446.181318,76072.46842,2061.869192,98088.11292,-81117.49245,-14008.53301,3936.17078,-3002.178194,-87633.65175,0,-72689.15049,0,0,-84305.46237,50479.48737,0,-33825.975,2
17,"Albany, GA Metro Area-Bus",2002,0,34,13.35081283,13.18476524,0.515999476,12.26708352,1.051520681,10.39712826,14.66,6.858666105,2.9,0,0,0,0,0,-2.304499523,-0.008110841,13.35892367,-1.78E-15,628324,633440.9674,532194,0.6753121,212581.0956,1.862,32764.39688,951.0962241,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,628324,628324,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628324,628324,3
18,"Albany, GA Metro Area-Bus",2003,0,34,13.41643797,13.19238372,0.461614873,12.30018942,1.130143255,10.33884051,13.69,6.858716635,2.9,0,0,0,0,0,-2.304499523,-0.021104612,13.43754259,1.78E-15,670941,685251.4477,536264,0.58663413,219736.6075,2.0961,30909.16938,951.144334,1.000577824,0.894603375,1.002698758,1.074770354,0.994393861,-0.97,1.000007367,0,0,0,0,0,0,1.006154894,1.036225372,1.003970591,1.019363773,1.021039549,0.992907289,1.000053529,1,1,1,1,1,1,628324,1.067826472,1.081792121,42617,51810.48026,628324,0,1,0.987090283,50086.84558,3867.267671,22761.27091,2494.817408,12166.72312,13219.65342,-4456.520427,33.63348169,0,0,0,0,0,0,51391.95265,-8774.952646,0,42617,3
19,"Albany, GA Metro Area-Bus",2004,0,34,13.40953882,13.19508396,0.525925465,12.32060632,1.241413087,10.26973953,12.73,6.858788083,2.9,0,0,0,0,0,-2.304499523,-0.035400517,13.44493934,1.78E-15,666328,690338.8827,537714,0.692024033,224269.08,2.4605,28845.3725,951.2123653,1.000204682,1.139316551,1.001659885,1.098456396,0.99331637,-0.96,1.000010417,0,0,0,0,0,0,1.002177177,0.958793664,1.002446862,1.027514152,1.024991098,0.992980153,1.00007569,1,1,1,1,1,1,670941,0.993124582,1.007424187,-4613,5087.434968,628324,0,1,0.985805796,6024.24266,1460.757021,-27647.02005,1641.700345,18460.37285,16767.55208,-4709.90339,50.78379487,0,0,0,0,0,0,4981.191527,-9594.191527,0,-4613,3
20,"Albany, GA Metro Area-Bus",2005,0,34,13.39067454,13.19129971,0.518136169,12.34101648,1.378010142,10.20414347,11.94,6.858374266,2.9,0,0,0,0,0,-2.304499523,-0.109273654,13.49994819,1.78E-15,653876,729377.5819,535683,0.678895555,228893.5,2.967,27013.89,950.8184056,0.999713208,0.985189355,1.001656587,1.110033522,0.993612686,-0.79,0.999939666,0,0,0,0,0,0,0.996956756,1.005109663,1.002446054,1.033881948,1.023708595,0.99421965,0.999561725,1,1,1,1,1,1,666328,0.981312507,1.056550051,-12452,39038.69922,628324,0,1,0.928789516,37237.33418,-2027.798913,3404.711417,1629.874109,22576.49037,15797.70096,-3851.608941,-292.0348149,0,0,0,0,0,0,37680.88258,-50132.88258,0,-12452,3
21,"Albany, GA Metro Area-Bus",2006,0,34,13.54476557,13.18856302,0.470540357,12.37365275,1.443973473,10.11105035,10.69,6.859342563,1.7,0,0,0,0,0,-2.304499523,-0.030135786,13.57490136,-1.78E-15,762810,786147.794,534219,0.600858995,236487,3.2375,24612.5,951.7404944,0.999792538,0.90814034,1.002644536,1.047868538,0.990876929,-1.25,1.000141185,-1.2,0,0,0,0,0,0.997798254,1.031632659,1.003914155,1.016220819,1.033813388,0.990869281,1.001026278,1.000910542,1,1,1,1,1,653876,1.166597336,1.077833777,108934,56770.21213,628324,0,1,1.082353534,49815.78934,-1439.668924,20683.83684,2559.372223,10606.40415,22109.76308,-5970.357915,671.0585899,595.3813078,0,0,0,0,0,50893.63883,58040.36117,0,108934,3
22,"Albany, GA Metro Area-Bus",2007,0,34,13.550783,13.18999586,0.467201152,12.3667094,1.476112213,10.11659451,11.47,6.858116909,1.9,0,0,0,0,0,-2.304499523,-0.0367591,13.5875421,0,767414,796148.3738,534985,0.595522313,234850.67,3.3759,24749.34,950.5734795,1.000108643,0.992903466,0.999438861,1.022257154,1.000548326,0.78,0.999821316,0.2,0,0,0,0,0,1.001154695,1.002187281,0.999169237,1.007870527,0.998021504,1.005740151,0.998702463,0.999848324,1,1,1,1,1,762810,1.006035579,1.012720992,4604,10000.57976,628324,0,1,0.993398572,9683.247955,880.8129511,1668.479671,-633.7143718,6003.716519,-1509.21684,4378.644835,-989.7745471,-115.7002616,0,0,0,0,0,9703.699867,-5099.699867,0,4604,3
23,"Albany, GA Metro Area-Bus",2008,0,34,13.68865966,13.18626545,0.403263467,12.36718227,1.581244178,10.08239245,9.97,6.857956933,3.2,0,0,0,0,0,-2.304499523,0.036530018,13.65212964,0,880864,849266.6256,532993,0.496701171,234961.75,3.861,23917.14,950.4212629,0.999717179,0.863147416,1.000038237,1.071222204,0.996619212,-1.5,0.999976674,1.3,0,0,0,0,0,0.996999983,1.042722817,1.000056603,1.025976877,1.012292436,0.989053166,0.999830546,0.999014515,1,1,1,1,1,767414,1.147834155,1.066719036,113450,53118.25182,628324,0,1,1.076041595,50608.60783,-2302.25494,32786.08816,43.43807197,19935.01897,9433.387595,-8400.753476,-130.0412873,-756.2752583,0,0,0,0,0,51201.12211,62248.87789,0,113450,3
24,"Albany, GA Metro Area-Bus",2009,0,34,13.6776016,13.17981875,0.457475403,12.36058899,1.324738055,9.990061042,7.57,6.863847683,1.8,0,0,0,0,0,-2.304499523,0.106822765,13.57077883,1.78E-15,871177,782913.5463,529568,0.58007988,233417.67,2.7612,21807.63,956.0423884,0.999511105,1.134433045,0.999466873,0.837782092,0.990842312,-2.4,1.000858966,-1.4,0,0,0,0,0,0.994821194,0.965150065,0.999211105,0.939346894,1.033532128,0.98254267,1.006259798,1.001062379,1,1,1,1,1,880864,0.989002843,0.921870144,-9687,-66353.07926,628324,0,1,1.072822201,-68772.37043,-4561.82366,-30698.05338,-694.9094306,-53427.13767,29537.24479,-15377.53336,5514.030746,935.8115334,0,0,0,0,0,-68821.77757,59134.77757,0,-9687,3
25,"Albany, GA Metro Area-Bus",2010,0,34,13.71060216,13.18248528,0.429916012,12.32432926,1.43710629,9.994682458,11.19,6.850199653,1.5,0,0,0,0,0,-2.304499523,0.085890144,13.62471202,1.78E-15,900406,826298.038,530982,0.537128418,225105.58,3.2085,21908.65,943.0693739,1.00020232,0.939757656,0.997066505,1.084822984,1.000462601,3.62,0.998011606,-0.3,0,0,0,0,0,1.002149975,1.01819609,0.995669167,1.027789498,0.998350522,1.02691999,0.985646157,1.000227558,1,1,1,1,1,871177,1.033551161,1.055414154,29229,43384.49165,628324,0,1,0.979284945,47870.26676,1873.008649,15852.01511,-3772.921995,24209.57173,-1436.987689,23452.07621,-12504.73831,198.2430499,0,0,0,0,0,48275.53624,-19046.53624,0,29229,3
26,"Albany, GA Metro Area-Bus",2011,0,34,13.80127369,13.26132326,0.428668305,12.31969035,1.600114585,9.970452503,10.69,6.876488361,2.8,0,0,0,0,0,-2.304499523,0.041191285,13.76008241,1.78E-15,985863,946078.9967,574538,0.535211728,224063.75,3.9536,21384.16,968.2168374,1.005980509,0.997097789,0.999623598,1.113428141,0.997575715,-0.5,1.003837656,1.3,0,0,0,0,0,1.065556522,1.000816727,0.999444884,1.040564325,1.008692875,0.996337659,1.028239984,0.999014515,1,1,1,1,1,900406,1.094909408,1.144960962,85457,119780.9587,628324,0,1,0.956285416,124857.0398,59027.48561,735.3856879,-499.8301107,36524.36117,7827.117187,-3297.593766,25427.45095,-887.3369266,0,0,0,0,0,130523.7202,-45066.7202,0,85457,3
27,"Albany, GA Metro Area-Bus",2012,0,34,13.83300562,13.16828085,0.444994517,12.29025946,1.598538732,9.989561115,9.61,6.862141006,2.8,0,0,0,0,0,-2.304499523,0.192400354,13.64060527,0,1017648,839535.5302,523493,0.56048164,217565.42,3.9458,21796.73,954.4104189,0.992983927,1.038085886,0.997611069,0.999015162,1.001916524,-1.08,0.997913564,0,0,0,0,0,0,0.927801312,0.98937437,0.996483362,0.99961567,0.993197355,0.992106144,0.984916241,1,1,1,1,1,1,985863,1.032240788,0.887384175,31785,-106543.4665,628324,0,1,1.16323983,-114858.5066,-71178.01502,-10475.41568,-3466.92306,-378.896313,-6706.475558,-7782.26081,-14870.52016,0,0,0,0,0,0,-111023.7748,142808.7748,0,31785,3
28,"Albany, GA Metro Area-Bus",2013,0,34,13.83238341,13.20266328,0.450605474,12.29184508,1.57119592,10.00147233,11.23,6.850304513,5.1,0,0,0,0,0,-2.304499523,0.180887748,13.65149566,0,1017015,848728.3768,541805,0.569262046,217910.67,3.8124,22057.92,943.168374,1.002611004,1.012609048,1.000129014,0.982895121,1.001192367,1.62,0.998275102,2.3,0,0,0,0,0,1.028079089,0.996335398,1.000189814,0.993352366,0.99575417,1.011958707,0.987539454,0.99825711,1,1,1,1,1,1017648,0.999377977,1.01094992,-633,9192.846581,628324,0,1,0.988553411,11668.46107,28574.62864,-3729.275246,193.163587,-6764.951481,-4320.760614,12169.7541,-12680.44929,-1773.648624,0,0,0,0,0,11143.16381,-11776.16381,0,-633,3
29,"Albany, GA Metro Area-Bus",2014,0,34,13.69118806,13.28558876,0.496663257,12.27156619,1.52922519,10.04811503,10.98,6.854291244,5,0,0,0,0,0,-2.304499523,0.029901653,13.66128641,-1.78E-15,883094,857078.8856,588650,0.643229079,213536.17,3.6146,23111.18,946.9400328,1.006280966,1.102213099,0.998350217,0.973287399,1.004663583,-0.25,1.000581979,-0.1,0,0,0,0,0,1.069070253,0.970313273,0.99757559,0.989814163,0.983476552,0.99816715,1.00423222,1.000075847,1,1,1,1,1,1017015,0.868319543,1.009838847,-133921,8350.50887,628324,0,1,0.859859655,12941.566,70245.48381,-30191.84618,-2465.660994,-10359.14887,-16804.59458,-1864.03609,4304.231546,77.13735333,0,0,0,0,0,10006.25525,-143927.2553,0,-133921,3
30,"Albany, GA Metro Area-Bus",2015,0,34,13.45168439,13.2971214,0.602735619,12.29229814,1.268242539,10.06894775,11.13,6.84868714,3.1,0,0,0,0,0,-2.304499523,-0.077468364,13.52915275,-1.78E-15,695011,750992.8597,595478,0.827110247,218009.42,2.5546,23597.72,941.6425367,1.000868057,1.213569981,1.001689429,0.829336678,1.002073297,0.15,0.999182395,-1.9,0,0,0,0,0,1.009331828,0.932949005,1.002484666,0.93832171,0.992585855,1.001101325,0.994080956,1.001442074,1,1,1,1,1,883094,0.787018143,0.876223732,-188083,-106086.0259,628324,0,1,0.898193265,-112773.3829,8240.881328,-59212.33136,2194.193579,-54467.7277,-6547.386853,972.5736194,-5227.072131,1273.486646,0,0,0,0,0,-109306.0797,-78776.92029,0,-188083,3
31,"Albany, GA Metro Area-Bus",2016,0,34,13.39294609,13.29968579,0.578204285,12.27889086,1.200115374,10.10422393,11.11,6.831011865,3.5,0,0,0,1,0,-2.304499523,-0.109791494,13.50273758,0,655363,731414.9407,597007,0.782834093,215106,2.3205,24445.05,925.1274548,1.000192853,0.95930001,0.998909294,0.946282227,1.003503462,-0.02,0.997419173,0.4,0,0,0,1,0,1.00206753,1.016180732,0.998396455,0.983518827,0.987477874,0.999853248,0.981450143,0.99969667,1,1,1,1.005481901,1,695011,0.942953421,0.973930619,-39648,-19577.91903,628324,0,1,0.968193679,-17984.53488,1436.956296,11245.78682,-1114.481729,-11454.59661,-8703.015131,-101.9941017,-12892.3546,-210.8175199,0,0,0,3809.981699,0,-18118.5066,-21529.4934,0,-39648,3
