,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,WEIGHTED_POP_DENSITY_log,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,YEARS_SINCE_TNC_BUS_SQRD,BIKE_SHARE,scooter_flag,estimated_effects,residual,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,WEIGHTED_POP_DENSITY,VRM_ADJ_ratio,FARE_per_UPT_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,WEIGHTED_POP_DENSITY_ratio,JTW_HOME_PCT_diff,YEARS_SINCE_TNC_BUS_diff,YEARS_SINCE_TNC_RAIL_diff,YEARS_SINCE_TNC_BUS_SQRD_diff,BIKE_SHARE_diff,scooter_flag_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,WEIGHTED_POP_DENSITY_log_FAC_ratio,JTW_HOME_PCT_FAC_ratio,YEARS_SINCE_TNC_BUS_FAC_ratio,YEARS_SINCE_TNC_RAIL_FAC_ratio,YEARS_SINCE_TNC_BUS_SQRD_FAC_ratio,BIKE_SHARE_FAC_ratio,scooter_flag_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,WEIGHTED_POP_DENSITY_log_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,YEARS_SINCE_TNC_BUS_SQRD_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4
791,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Bus",2016,0,10,19.48358873,18.14940172,0.760708303,16.46652026,1.18096003,10.40897294,12.28,9.065047015,5.1,5,0,25,1,0,-2.814340497,0.071127175,19.41246155,-3.55E-15,289477671,269603130.1,76240373,1.139791305,14168336.25,2.2575,33154.8,8646.6857,1.000498192,1.005487151,1.000073989,0.933376328,1.001107484,0.21,0.999955126,0.5,1,0,9,0,0,1.007305398,0.9972874,1.000145833,0.979647349,0.995895107,1.001542195,0.999569147,0.999620852,0.983953735,1,0.982919998,1,1,306422140,0.944702204,0.948720837,-16944469,-14572277,338546592,0,1,0.995764156,-15968572.78,2238535.607,-831200.5729,44686.41673,-6236502.821,-1257830.154,472562.6101,-132022.9478,-116179.2872,-4916930.843,0,-5233690.79,0,0,-15713070.84,-1231398.162,0,-16944469,1
792,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Bus",2017,0,10,19.45049469,18.17561185,0.744775325,16.46907553,1.240748222,10.42424668,12.11,9.070126849,5.1,6,0,36,1,0,-2.814340497,0.030162262,19.42033242,0,280054471,271733514.8,78265061,1.105968223,14204586.5,2.4582,33665.1,8690.726271,1.001444132,0.979055075,1.00015518,1.050626771,1.001467362,-0.17,1.000560376,0,1,0,11,0,0,1.021334403,1.010479718,1.000305909,1.014691214,0.994558847,0.998753296,1.005395758,1,0.983953735,1,0.979164236,1,1,289477671,0.967447576,1.007901929,-9423200,2130384.744,338546592,0,1,0.959862808,2500252.213,6175833.223,3033644.427,88553.88515,4252778.449,-1575092.431,-360892.9385,1561951.482,0,-4645035.404,0,-6031488.481,0,0,2287431.951,-11710631.95,0,-9423200,1
793,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Bus",2018,0,10,19.42120146,18.17839046,0.729353261,16.47063015,1.313723668,10.44120094,12.03,9.07699821,5.225,7,0,49,1,0,-2.814340497,0.011072714,19.41012875,0,271969765,268974932.7,78482831,1.073739006,14226686.34,2.72,34240.75,8750.655927,1.000152875,0.979292998,1.000094396,1.058815676,1.001626426,-0.08,1.000757582,0.125,1,0,13,0,0,1.002240433,1.010141972,1.000186103,1.017960542,0.993961981,0.999413122,1.007305641,0.9999052,0.983953735,1,0.975422825,1,1,280054471,0.971131666,0.989848208,-8084706,-2758582.174,338546592,0,1,0.981091503,-2662883.42,627443.198,2840304.665,52118.84675,5029929.976,-1690974.25,-164357.7849,2045977.3,-26549.28581,-4493828.24,0,-6882947.844,0,0,-2843054.792,-5241651.208,0,-8084706,1
794,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2002,1,10,19.35284772,18.30978489,1.098530399,16.38635205,1.066089097,10.6033612,11.9,9.049233209,3.3,0,0,0,0,0,-2.937982362,0.157856639,19.19499108,0,254000735,216909566.1,89503195,1.99975434,13076822.86,1.904,40268.96563,8511.008492,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,254000735,254000735,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254000735,254000735,1
795,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2003,1,10,19.34021953,18.3919967,1.073150232,16.39894937,1.138954168,10.57368139,11.8,9.049230322,3.3,0,0,0,0,0,-2.937982362,0.033259946,19.30695959,0,250813333,242608497.6,97172343,1.924578102,13242597.8,2.1235,39091.32313,8510.983915,1.004490048,0.976896254,1.000768769,1.068348013,0.997200905,-0.1,0.999999681,0,0,0,0,0,0,1.068455933,1.01674528,1.001509019,1.017933134,1.010658483,0.999266456,0.999996941,1,1,1,1,1,1,254000735,0.98745121,1.118477631,-3187402,25698931.5,254000735,0,1,0.882852891,29099657.2,17387857.38,4253313.473,383291.9431,4555029.289,2707262.627,-186320.6068,-776.9009874,0,0,0,0,0,0,30093405.31,-33280807.31,0,-3187402,1
796,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2004,1,10,19.336312,18.38818655,1.087620565,16.41578052,1.233696641,10.53500072,11.71,9.04923641,3.3,0,0,0,0,0,-2.937982362,0.003600454,19.33271155,-3.55E-15,249835185,248937282.3,96802806,1.967205395,13467372.17,2.4339,37608.0775,8511.035741,0.999792836,1.013483978,1.001026355,1.083183745,0.996341798,-0.09,1.000000673,0,0,0,0,0,0,0.996935953,0.990576526,1.002016695,1.023379989,1.013913224,0.999339787,1.00000645,1,1,1,1,1,1,250813333,0.996100096,1.02608641,-978148,6328784.698,254000735,0,1,0.970776034,6563439.654,-768503.7899,-2363533.03,505813.93,5864013.072,3489622.092,-165590.3325,1617.71313,0,0,0,0,0,0,6542819.397,-7520967.397,0,-978148,1
797,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2005,1,10,19.37789325,18.39735975,1.062599136,16.43254432,1.361617373,10.49922613,11.61,9.049232136,3.3,0,0,0,0,0,-2.937982362,-0.023830072,19.40172332,-3.55E-15,260442650,266723557.2,97694883,1.893882818,13695039.5,2.9025,36286.41,8510.999354,1.000498864,0.97699434,1.0010212,1.103688968,0.996604215,-0.1,0.999999528,0,0,0,0,0,0,1.007415586,1.01650665,1.002008618,1.031696106,1.012861235,0.999266456,0.999995472,1,1,1,1,1,1,249835185,1.042457851,1.071448819,10607465,17786274.9,254000735,0,1,0.972942274,17426035.02,1852674.392,4123942.008,501823.417,7918802.617,3213188.942,-183264.9944,-1131.358579,0,0,0,0,0,0,17850428.99,-7242963.99,0,10607465,1
798,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2006,1,10,19.41946187,18.45715611,1.112234401,16.4596938,1.429114358,10.4467126,11.55,9.049230787,3.6,0,0,0,0,0,-2.937982362,-0.035749093,19.45521097,0,271497060,281378405.9,103714874,2.041145947,14071946,3.175,34430,8510.987878,1.003250268,1.046711185,1.001652178,1.049571184,0.994998343,-0.06,0.999999851,0.3,0,0,0,0,0,1.049339405,0.96804462,1.003255041,1.016601068,1.018935682,0.999559809,0.999998572,0.999772494,1,1,1,1,1,260442650,1.042444699,1.054943961,11054410,14654848.67,254000735,0,1,0.98815173,14456309.73,12850085.5,-8322543.839,847751.3784,4323626.111,4931659.233,-114644.4419,-371.9674711,-59252.25173,0,0,0,0,0,14309750.75,-3255340.746,0,11054410,1
799,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2007,1,10,19.41317382,18.48661132,1.089565408,16.46648699,1.484373431,10.45558026,11.37,9.049268639,3.7,0,0,0,0,0,-2.937982362,-0.090361859,19.50353568,0,269795228,295309841.6,106815255,1.972981758,14167864.92,3.4122,34736.68,8511.310072,1.00159587,0.979618512,1.000412717,1.038666656,1.000848846,-0.18,1.000004183,0.1,0,0,0,0,0,1.024007291,1.014943211,1.000813467,1.013570798,0.99683735,0.998680009,1.000040098,0.999924159,1,1,1,1,1,271497060,0.993731674,1.049511389,-1701832,13931435.71,254000735,0,1,0.94685173,13253504.37,6517908.853,4057037.979,220853.7833,3684431.821,-858650.2066,-358373.6733,10886.4426,-20590.62682,0,0,0,0,0,13442196.55,-15144028.55,0,-1701832,1
800,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2008,1,10,19.44869334,18.46551849,1.07430159,16.46652873,1.564252244,10.46921292,11.63,9.049196664,4.1,0,0,0,0,0,-2.937982362,-0.063989827,19.51268317,0,279550450,298023578.1,104585814,1.92794728,14168456.17,3.7791,35213.49,8510.697426,0.998859021,0.985990912,1.000002534,1.053813152,1.001303865,0.26,0.999992046,0.4,0,0,0,0,0,0.983155025,1.010037385,1.000004995,1.019676193,0.995142041,1.001909734,0.999923758,0.99969667,1,1,1,1,1,269795228,1.036157875,1.009189455,9755222,2713736.541,254000735,0,1,1.026722851,2575411.707,-4544693.809,2708038.485,1347.665162,5308543.033,-1310654.196,515237.2196,-20569.76925,-81836.92178,0,0,0,0,0,2479271.144,7275950.856,0,9755222,1
801,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2009,1,10,19.44327335,18.46802091,1.11131447,16.45181134,1.31536211,10.40382759,12.08,9.049759656,4,0,0,0,0,0,-2.937982362,-0.012063971,19.45533732,0,278039387,281413960.4,104847860,2.038349589,13961460.42,2.7261,32984.64,8515.49079,1.000135519,1.034452969,0.999106224,0.840888747,0.993754513,0.45,1.000062215,-0.1,0,0,0,0,0,1.002017522,0.976072823,0.9982399,0.94109363,1.02363154,1.003307615,1.000596575,1.000075847,1,1,1,1,1,279550450,0.994594668,0.944267438,-1511063,-16609617.68,254000735,0,1,1.053297645,-15365363.94,563999.1012,-6688853.113,-492036.7052,-16467302.32,6606207.736,924645.3999,166772.9455,21203.01258,0,0,0,0,0,-15580062.92,14068999.92,0,-1511063,1
802,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2010,1,10,19.46834636,18.52932068,1.094399051,16.44252525,1.434369984,10.36945022,11.87,9.051191658,4.5,0,0,0,0,0,-2.937982362,-0.087226015,19.55557237,3.55E-15,285098802,311083638.1,111476088,1.987386877,13832413.25,3.197,31869.95,8527.695157,1.003319238,0.984778909,0.999435559,1.09047537,0.996695699,-0.21,1.000158236,0.5,0,0,0,0,0,1.050610785,1.011129489,0.998889087,1.029455486,1.012355835,0.99846018,1.001518123,0.999620852,1,1,1,1,1,278039387,1.025389982,1.105430724,7059415,29669677.66,254000735,0,1,0.927593163,28371093.71,14071791.64,3094436.289,-308877.6391,8189785.39,3435408.699,-428130.6172,422097.978,-105418.0282,0,0,0,0,0,29313893.93,-22254478.93,0,7059415,1
803,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2011,1,10,19.51140408,18.52231657,1.071409771,16.44609745,1.600114585,10.36362391,12.54,9.051173847,4.2,0,0,0,0,0,-2.937982362,-0.101634025,19.6130381,3.55E-15,297642623,329483916.5,110698026,1.919492416,13881913.75,3.9536,31684.8,8527.543259,0.999621999,0.978993695,1.000217254,1.115552195,0.999438128,0.67,0.999998032,-0.3,0,0,0,0,0,0.994374678,1.015155934,1.000427679,1.041259109,1.002083413,1.004928651,0.999981133,1.000227558,1,1,1,1,1,285098802,1.043998154,1.059148975,12543821,18400278.41,254000735,0,1,0.985695288,16660647.88,-1603772.474,4320938.718,121930.6585,11762922.45,593978.4293,1405152.625,-5378.962827,64876.43271,0,0,0,0,0,16863301.98,-4319480.984,0,12543821,1
804,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2012,1,10,19.54920501,18.53266929,1.114198539,16.45176761,1.596332409,10.35694092,12.57,9.053323627,4.2,0,1,0,0,0,-2.937982362,-0.038219842,19.58742485,0,309109150,321151923.5,111850004,2.047125048,13960849.92,3.9349,31473.75,8545.89747,1.000558932,1.039936884,1.000344772,0.997636309,0.999355149,0.03,1.000237514,0,0,1,0,0,0,1.008373084,0.972390961,1.00067894,0.999077826,1.002390119,1.000220168,1.002279935,1,1,0.989460929,1,1,1,297642623,1.038524479,0.974711989,11466527,-8331993.049,254000735,0,1,1.065468047,-7479175.332,2492186.553,-8217626.809,202081.4029,-274478.2692,711401.3533,65531.39824,678605.8702,0,0,-3136876.831,0,0,0,-7526790.054,18993317.05,0,11466527,1
805,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2013,1,10,19.54028765,18.56606695,1.144149381,16.45441697,1.568949196,10.36890066,12.02,9.054883778,4.3,0,2,0,0,0,-2.937982362,-0.030750017,19.57103767,-3.55E-15,306364965,315932032.9,115648612,2.139769474,13997886.25,3.8016,31852.44,8559.242328,1.001802097,1.026881064,1.000161038,0.982846171,1.001154757,-0.55,1.000172329,0.1,0,1,0,0,0,1.027263992,0.980593493,1.000317175,0.993342576,0.995736909,0.995972163,1.001654091,0.999924159,1,0.989460929,1,1,1,309109150,0.991122278,0.983746351,-2744185,-5219890.534,254000735,0,1,1.007497793,-4863681.694,8427549.391,-5998728.779,98041.59151,-2057870.647,-1317760.345,-1245041.127,511294.7663,-23443.16787,0,-3257723.377,0,0,0,-5024151.525,2279966.525,0,-2744185,1
806,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2014,1,10,19.57169657,18.58158412,1.126091954,16.46114151,1.517673439,10.38161559,11.94,9.059665425,4.5,0,3,0,1,0,-2.937982362,-0.006607726,19.5783043,-3.55E-15,316140271,318236156,117457146,2.083582141,14092332.92,3.5616,32260.04,8600.272403,1.000835781,0.984217596,1.000408677,0.967318409,1.001226256,-0.08,1.000528074,0.2,0,1,0,1,0,1.012576167,1.011885321,1.000805243,0.987570023,0.995468333,0.999413122,1.005078224,0.999848324,1,0.989460929,1,1.005481901,1,306364965,1.031907389,1.007293097,9775306,2304123.11,254000735,0,1,1.024436076,2324570.689,3852897.025,3641245.987,246698.2222,-3808109.449,-1388344.044,-179798.8329,1555789.828,-46468.32974,0,-3228802.215,0,1679462.498,0,2234349.551,7540956.449,0,9775306,1
807,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2015,1,10,19.57746901,18.59262583,1.16053555,16.46530202,1.265256033,10.39745792,12.07,9.065453822,4.6,0,4,0,1,0,-2.937982362,0.08312773,19.49434128,-7.11E-15,317970449,292607090.3,118761261,2.191642101,14151086.25,2.544,32775.2,8650.204359,1.000594229,1.030586841,1.000252747,0.833681344,1.001525999,0.13,1.00063892,0.1,0,1,0,0,0,1.008932815,0.977715099,1.00049813,0.940284242,0.99435686,1.000954412,1.006150699,0.999924159,1,0.989460929,1,1,1,316140271,1.005789133,0.919465261,1830178,-25629065.69,254000735,0,1,1.093884864,-25835822.28,2824022.663,-7045154.551,157479.0448,-18878555.84,-1784023.847,301727.9842,1944483.537,-23976.4156,0,-3331824.862,0,0,0,-25460274.13,27290452.13,0,1830178,1
808,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2016,1,10,19.56646488,18.59952938,1.168900679,16.46652026,1.18096003,10.40897294,12.28,9.065047015,5.1,0,5,0,1,0,-2.937982362,0.10643112,19.46003376,-7.11E-15,314490643,282738715.2,119583971,2.218452579,14168336.25,2.2575,33154.8,8646.6857,1.000371305,1.00720799,1.000073989,0.933376328,1.001107484,0.21,0.999955126,0.5,0,1,0,0,0,1.005575698,0.994541523,1.000145833,0.979647349,0.995895107,1.001542195,0.999569147,0.999620852,1,0.989460929,1,1,1,317970449,0.989056197,0.966274313,-3479806,-9868375.114,254000735,0,1,1.023577035,-10811430.4,1772907.07,-1735634.496,46370.53964,-6471541.522,-1305234.729,490372.3514,-136998.5733,-120557.8034,0,-3351113.239,0,0,0,-10723771.81,7243965.807,0,-3479806,1
809,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2017,1,10,19.5335155,18.61544302,1.179388925,16.46907553,1.240748222,10.42424668,12.11,9.070126849,5.1,0,6,0,1,0,-2.937982362,0.06455431,19.46896119,3.55E-15,304297224,285274143.4,121502210,2.252386143,14204586.5,2.4582,33665.1,8690.726271,1.000855594,1.008972744,1.00015518,1.050626771,1.001467362,-0.17,1.000560376,0,0,1,0,0,0,1.012899562,0.993160877,1.000305909,1.014691214,0.994558847,0.998753296,1.005395758,1,1,0.989460929,1,1,1,314490643,0.967587529,1.008967389,-10193419,2535428.125,254000735,0,1,0.958987911,2901613.937,4056791.543,-2150840.121,96205.58361,4620249.377,-1711191.85,-392076.708,1696915.428,0,0,-3314439.315,0,0,0,2820160.022,-13013579.02,0,-10193419,1
810,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2018,1,10,19.51186874,18.61431288,1.188127244,16.47063015,1.313723668,10.44120094,12.03,9.07699821,5.225,0,7,0,1,0,-2.937982362,0.041602248,19.47026649,0,297780958,285646755.8,121364973,2.280931068,14226686.34,2.72,34240.75,8750.655927,0.99993929,1.007409192,1.000094396,1.058815676,1.001626426,-0.08,1.000757582,0.125,0,1,0,0,0,0.999090183,0.994298701,1.000186103,1.017960542,0.993961981,0.999413122,1.007305641,0.9999052,1,0.989460929,1,1,1,304297224,0.978585851,1.001306156,-6516266,372612.4853,254000735,0,1,0.977309333,481519.9089,-276854.7717,-1734889.46,56630.48451,5465342.95,-1837352.456,-178585.3213,2223086.139,-28847.50935,0,-3207010.146,0,0,0,397459.593,-6913725.593,0,-6516266,1
811,"Chico, CA Metro Area-Bus",2002,0,31,13.62857477,13.04497464,0,12.53287721,1.131402111,10.33573131,5.81,7.670315312,6.4,0,0,0,0,0,-3.230217234,0.104886507,13.52368827,3.55E-15,829496,746900.2538,462764,0,277305.0938,2.1,30813.2125,2142.757291,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,829496,829496,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829496,829496,3
812,"Chico, CA Metro Area-Bus",2003,0,31,13.63355813,13.1199204,0,12.56074362,1.250875474,10.28103738,6.1,7.670303951,6.4,0,0,0,0,0,-3.230217234,-0.004625153,13.63818329,0,833640,837504.6476,498779,0,285141.295,2.4934,29173.1225,2142.732937,1.005745182,,1.002223465,1.105597613,0.994708267,0.29,0.999998519,0,0,0,0,0,0,1.06222139,1,1.003341139,1.029572386,1.019729612,1.002130323,0.999987965,1,1,1,1,1,1,829496,1.004995805,1.121307221,4144,90604.39379,829496,0,1,0.896271714,97036.77735,51612.39443,0,2771.46122,24530.17582,16365.63415,1767.094316,-9.982578936,0,0,0,0,0,0,100623.8542,-96479.85418,0,4144,3
813,"Chico, CA Metro Area-Bus",2004,0,31,13.65543922,13.27961667,0,12.58288447,1.333157263,10.21733907,6.34,7.670339277,6.4,0,0,0,0,0,-3.230217234,-0.158639795,13.81407901,3.55E-15,852082,998568.4798,585145,0,291525,2.793,27372.73,2142.808666,1.012172046,,1.001762703,1.06577936,0.993804292,0.24,1.000004605,0,0,0,0,0,0,1.137259742,1,1.002653744,1.020274068,1.023014854,1.001762702,1.000037422,1,1,1,1,1,1,833640,1.022122259,1.192313956,18442,161063.8322,829496,0,1,0.857259469,154225.5116,114425.2112,0,2212.267467,16901.27425,19186.10314,1469.459172,31.19639837,0,0,0,0,0,0,160320.6066,-141878.6066,0,18442,3
814,"Chico, CA Metro Area-Bus",2005,0,31,13.61973409,13.27841625,0,12.61025416,1.434894031,10.15114419,6.67,7.670280734,6.4,0,0,0,0,0,-3.230217234,-0.247476599,13.86721069,1.78E-15,822195,1053058.913,584443,0,299614.17,3.1992,25619.4,2142.683166,0.999909604,,1.002175152,1.076312653,0.993521319,0.33,0.999992368,0,0,0,0,0,0,0.999033631,1,1.003281485,1.025127512,1.023927602,1.002424516,0.999937986,1,1,1,1,1,1,852082,0.964924737,1.054568549,-29887,54490.43322,829496,0,1,0.914994885,45784.69503,-823.4253233,0,2796.094496,21410.70087,20388.27929,2065.88684,-52.84114948,0,0,0,0,0,0,46496.87854,-76383.87854,0,-29887,3
815,"Chico, CA Metro Area-Bus",2006,0,31,13.83067007,13.86497383,0.653355996,12.64251519,1.504077397,10.08428712,6.62,7.670324264,5,0,0,0,0,0,-3.230217234,-0.126822886,13.95749296,-3.55E-15,1015274,1152555.361,1050706,0.921980175,309437.67,3.5,23962.5,2142.776482,1.044173761,inf,1.002558317,1.048214965,0.993413839,-0.05,1.000005675,-1.4,0,0,0,0,0,1.603873696,0.652136996,1.003869065,1.017019348,1.024169833,0.999633161,1.000046114,1.001062379,1,1,1,1,1,822195,1.234833586,1.094483269,193079,99496.44808,829496,0,1,1.128234151,248147.1599,496501.9334,-286011.2223,3181.12592,13993.22268,19872.31614,-301.6132509,37.91445566,873.482812,0,0,0,0,0,77683.67098,115395.329,0,193079,3
816,"Chico, CA Metro Area-Bus",2007,0,31,13.92829892,13.87129147,0.599093289,12.65481858,1.545539187,10.00837716,8.01,7.67044503,4.5,0,0,0,0,0,-3.230217234,-0.119197218,14.04749614,0,1119394,1261100.542,1057365,0.820467414,313268.33,3.6905,22210.76,2143.035392,1.000455655,0.916947718,1.000973175,1.027566261,0.992472451,1.39,1.000015745,-0.5,0,0,0,0,0,1.005101283,1.036142728,1.001473783,1.010165238,1.027487186,1.010252194,1.00012794,1.000379292,1,1,1,1,1,1015274,1.102553596,1.094177846,104120,108545.1811,829496,0,1,1.007654818,92521.55844,5179.200204,36694.77176,1496.293299,10320.50234,27907.02571,10408.78651,129.8936914,385.0849306,0,0,0,0,0,95616.31825,8503.681755,0,104120,3
817,"Chico, CA Metro Area-Bus",2008,0,31,14.04587756,13.8673627,0.584400788,12.65859229,1.630553403,10.00940087,7.08,7.669937904,4.4,0,0,0,0,0,-3.230217234,-0.021605823,14.06748338,3.55E-15,1259061,1286560.072,1053219,0.793915728,314452.75,4.1067,22233.51,2141.948373,0.99971677,0.975475437,1.000298203,1.055006186,1.000102285,-0.93,0.999933886,-0.1,0,0,0,0,0,0.996840713,1.009659882,1.000451809,1.020954339,0.999634383,0.993198775,0.999462928,1.000075847,1,1,1,1,1,1119394,1.124770188,1.020188342,139667,25459.52927,829496,0,1,1.102512201,22699.82783,-3536.487128,10813.21383,505.7527013,23456.16125,-409.2697923,-7613.250259,-601.1952523,84.90247488,0,0,0,0,0,22598.70911,117068.2909,0,139667,3
818,"Chico, CA Metro Area-Bus",2009,0,31,14.03861491,13.87173114,0.634974046,12.64940499,1.411108917,10.04318515,8.12,7.671367666,5.8,0,0,0,0,0,-3.230217234,0.059317354,13.97929755,-1.78E-15,1249950,1177962.378,1057830,0.886973167,311577,3.1005,22997.52,2145.01447,1.000315016,1.086538655,0.999274224,0.865417174,1.003375255,1.04,1.000186411,1.4,0,0,0,0,0,1.003524606,0.967450671,0.998900898,0.947877633,0.988004269,1.007660848,1.001515746,0.998938748,1,1,1,1,1,1259061,0.992763655,0.915590654,-9111,-108597.6937,829496,0,1,1.084287596,-108438.6176,4437.693822,-40981.59014,-1383.836604,-65625.23896,-15103.35699,9645.474771,1908.417086,-1336.180604,0,0,0,0,0,-106276.5151,97165.51512,0,-9111,3
819,"Chico, CA Metro Area-Bus",2010,0,31,14.01768948,13.88405386,0.721358533,12.63913778,1.513367444,10.05758966,7.29,7.671576164,5.2,0,0,0,0,0,-3.230217234,0.071834612,13.94585487,-1.78E-15,1224066,1139219.56,1070946,1.057226122,308394.33,3.542,23331.2,2145.461957,1.000888333,1.136044122,0.999188325,1.072466785,1.001434258,-0.83,1.000027179,-0.6,0,0,0,0,0,1.009974307,0.945045065,0.998771785,1.025257993,0.994867703,0.993927865,1.000220894,1.000455167,1,1,1,1,1,1249950,0.979291972,0.96711031,-25884,-38742.81747,829496,0,1,1.012595926,-39347.45306,12467.38455,-68690.92047,-1535.207961,31571.22817,-6415.114692,-7589.865675,276.1067478,568.9362641,0,0,0,0,0,-41110.46806,15226.46806,0,-25884,3
820,"Chico, CA Metro Area-Bus",2011,0,31,14.01297931,13.89701128,0.742411596,12.63511811,1.65723711,10.00822407,6.66,7.671634526,4.2,0,0,0,0,0,-3.230217234,0.022018827,13.99096049,0,1218314,1191781.314,1084913,1.100996164,307157.17,4.2448,22207.36,2145.587231,1.000933259,1.029185298,0.999681966,1.095065918,0.995091708,-0.63,1.000007607,-1,0,0,0,0,0,1.010490733,0.986319111,0.999518967,1.035717717,1.01779054,0.995387649,1.000061826,1.000758727,1,1,1,1,1,1224066,0.995300907,1.046138388,-5752,52561.75362,829496,0,1,0.951404672,56362.44975,12841.34948,-16746.31133,-588.8165437,43720.84282,21776.79548,-5645.821553,75.67932539,928.732074,0,0,0,0,0,56476.43154,-62228.43154,0,-5752,3
821,"Chico, CA Metro Area-Bus",2012,0,31,14.11405467,13.91926408,0.697128811,12.64515949,1.676928322,10.00050219,6.06,7.678250324,6,0,0,0,0,0,-3.230217234,0.065538309,14.04851637,0,1347894,1262387.81,1109326,1.007979136,310257,4.3491,22036.53,2159.8357,1.001601265,0.939005822,1.00079472,1.011881953,0.999228446,-0.6,1.000862371,1.8,0,0,0,0,0,1.018084299,1.030072517,1.001202662,1.004814901,1.002762183,0.995606802,1.007032972,0.99863574,1,1,1,1,1,1218314,1.106360101,1.059244507,129580,70606.49639,829496,0,1,1.044480343,70920.58834,22032.35408,36637.76877,1465.219806,5866.061599,3365.206446,-5352.294674,8568.368792,-1662.096489,0,0,0,0,0,72178.4123,57401.5877,0,129580,3
822,"Chico, CA Metro Area-Bus",2013,0,31,14.12037123,13.94433112,0.710769318,12.65508748,1.636352445,10.00995526,6.93,7.685840766,6.7,0,0,0,0,0,-3.230217234,0.05878284,14.06158839,1.78E-15,1356435,1278998.117,1137485,1.035556647,313352.58,4.1364,22245.84,2176.299804,1.001800888,1.019566695,1.000785122,0.975803452,1.000945259,0.87,1.000988564,0.7,0,0,0,0,0,1.020394531,0.991114523,1.001189073,0.990151006,0.996628915,1.006404593,1.008073246,0.999469233,1,1,1,1,1,1347894,1.006336552,1.013157848,8541,16610.30671,829496,0,1,0.993267297,18095.63946,27489.66554,-11976.68086,1602.744294,-13275.4,-4543.865123,8632.712698,10881.88016,-715.4172473,0,0,0,0,0,17735.38414,-9194.384144,0,8541,3
