CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
2.0,1,2011,336,56896636.999999985,83431337.0,73994753.99999999,78590941.99999997,4126859.999999981,85755402.32738172,6622665.630653265,3792981.846956298,1.2466382031955459,2882364.7381093497,3.9946115595408562,29364.190561488533,8.349506970332888,4.060939870664061,3606400.149733482,-569930.5811816854,135182.2681575492,2531397.6293641897,230139.66090044682,47731.33464716373,-43662.11899421064,5937258.342626935,6034712.448706992,-1907852.448707011,469328.00000000006,4596187.9999999795
2.0,1,2012,358,58547946.999999985,85082647.0,78590941.99999997,85082647.00000003,4840395.000000067,92749897.21988876,5343184.892507042,4055905.8360014916,1.2093936588409715,2890718.4350246107,4.006022438344422,29026.064510323486,8.361368092718948,4.392280707981101,4314041.638912076,260598.01016865208,216317.3146571095,42630.719448879754,153257.39260863798,50.17886614423533,-138170.26829203631,4848724.986369464,4777731.043498669,62663.9565013988,1651310.0000000002,6491705.000000067
2.0,1,2013,358,58547946.999999985,85082647.0,85082647.00000003,89235247.99999997,4152600.9999999413,98496065.30779986,5746168.087911125,4759016.372520085,1.302551233159237,2933920.5163762784,3.8564354344721936,29651.694031391387,8.191234424496557,4.354376808464352,7137284.62855077,-1409303.1645228174,322751.18823923304,-554960.102066495,-255611.68854075734,-18826.610471537817,-7289.4859652793,5214044.765223118,5045150.146964218,-892549.1469642763,0.0,4152600.9999999413
2.0,1,2014,358,58547946.999999985,85082647.0,89235247.99999997,87881509.99999999,-1353737.9999999779,99419448.45335817,923383.14555829,4799895.877681383,1.3144270607834394,2960982.070713631,3.6467656461976374,29616.615171667425,8.196433399449514,4.4018660585998,1593303.8501426475,79911.27438810986,271996.19547803025,-827229.6080474027,-33158.13321837599,-1484.2417350107758,-35996.13816356207,1047343.1988444366,1025758.2541114178,-2379496.254111396,0.0,-1353737.9999999779
2.0,1,2015,358,58547946.999999985,85082647.0,87881509.99999999,86693927.00000003,-1187582.999999972,94494037.01039587,-4925411.442962306,4871498.100787228,1.3319728542091405,2991780.5651158695,2.6737722461831153,31135.318346373446,7.960617991951111,4.550530950299589,789087.6968480358,-516613.8283958767,299461.00720167684,-4358570.48816767,-658710.2092500012,-25755.530786574513,-104142.03422266908,-4575243.386773079,-4548357.962333849,3360774.962333876,0.0,-1187582.999999972
2.0,1,2016,358,58547946.999999985,85082647.0,86693927.00000003,85389957.00000003,-1303970.0000000012,95089729.38506584,595692.3746699789,4942688.851551929,1.2841722923331704,3014227.837550799,2.370514825404552,31918.62288440617,7.484879721401673,5.21917101209373,1923445.7131509255,948267.9448500959,249773.99148559116,-1589054.885651732,-250900.9566539286,-37029.45229800616,-350775.6358315393,893726.719051407,866872.6921762081,-2170842.6921762093,0.0,-1303970.0000000012
2.0,1,2017,358,58547946.999999985,85082647.0,85389957.00000003,83224405.99999999,-2165551.00000004,96441497.91934088,1351768.5342750514,4935648.1575116515,1.3113509443510063,3037335.4031951493,2.5862265193790646,31681.37651733749,7.385543082663514,5.455373682018261,471958.8004335158,-200779.73505394475,259217.080764624,1161765.7207727474,51836.659119220276,-28882.674163443735,-172024.12309994388,1543091.7287727753,1578812.069879483,-3744363.069879524,0.0,-2165551.00000004
2.0,1,2018,358,58547946.999999985,85082647.0,83224405.99999999,81764133.00000003,-1460272.9999999474,101439992.99936756,4998495.080026683,4980651.933092154,1.3074118019554977,3060973.7249468244,2.870648697724619,31812.723158653207,7.197330457035497,5.799685699910196,2040638.2771959475,271695.82018727495,226870.52794836878,1419354.2243594339,-67799.14339236925,-29514.232447266233,-212646.63316587597,3648598.8406855133,3932321.865926409,-5392594.865926356,0.0,-1460272.9999999474
3.0,0,2002,1590,93361892.0,126415320.0,0.0,93361892.0,0.0,89122733.48660313,0.0,2436593.4779696306,0.9032781122438395,625427.9987299526,1.9327110653241693,34213.9259747588,6.686646296435381,3.3043487636261704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93361892.0,93361892.0
3.0,0,2003,1881,107017640.0,144172399.0,93361892.0,106709732.00000003,-307907.99999998417,106080153.13075314,4114961.6260177027,2233198.8911159504,0.858391245666022,606473.7860828445,2.175428902625773,33123.494929623936,6.827657074011349,3.1964995583905607,359420.9806951888,587031.6721278927,792306.6368940446,1649171.2751622896,495077.9102072793,18521.771385151158,0.0,3901530.2464718465,4037512.08388799,-4345420.083887974,13655748.0,13347840.000000013
3.0,0,2004,2467,151968379.0,195328644.0,106709732.00000003,152484264.0,823792.9999999804,156985878.65933105,5808458.045502108,2306245.577937355,0.853288787823946,611693.8400438278,2.4979813251360663,30558.561992459043,7.066984276182877,3.1096136229761324,1661517.959520734,173698.29860866882,1047964.7962408267,2233118.5582328727,758504.0476686632,15243.576033015743,0.0,5890047.2363047805,6055182.56206002,-5231389.562060041,44950739.0,45774531.999999985
3.0,0,2005,3019,179482597.0,231594576.0,152484264.0,183906927.0,3908444.9999999935,190764417.38331354,5482364.131813136,2099012.6453733784,0.832919993749873,623605.4970942934,2.963679865403886,29296.88526487322,7.045178511596865,3.1541646759211988,-1995112.972225881,416076.8953194147,1638079.4446627523,4221791.564428606,950621.8577933146,21516.70642373825,0.0,5252973.496401944,5319370.239646857,-1410925.239646864,27514218.0,31422662.999999993
3.0,0,2006,3671,206305653.0,264927924.0,183906927.0,223482220.00000003,12752237.000000034,230123758.18474996,11579574.11647186,1994867.220689057,0.8598531997583059,624576.5935360034,3.2554371481522115,27812.631649513016,7.028088868364649,3.58794887845366,4317865.378467784,-250401.9445680699,2104571.61012482,2755624.904625929,1595194.9960933528,31103.78022489879,-377409.5484589499,10176549.176509768,10518346.817058686,2233890.182941349,26823055.999999993,39575293.00000003
3.0,0,2007,3963,218489202.0,278498538.0,223482220.00000003,244298135.0,8632365.999999989,250015560.147156,7222521.16445514,2002264.2045116539,0.8566620223589856,622412.9587518098,3.4335223169166036,28095.980275885086,7.177177767622588,3.717401980808187,4421708.227623768,219056.393736188,823868.1101386994,1995858.673599375,-383179.1111941163,28632.332400367908,-194355.20970713755,6911589.416597144,6951969.653822385,1680396.3461776092,12183549.000000002,20815914.999999978
3.0,0,2008,3995,222504801.0,283358427.0,244298135.0,266268449.0,17954715.00000001,263033217.1347656,8679285.498958463,2043877.3988092153,0.8378769174058932,630690.2351912522,3.855437998172452,28302.044798954244,7.1385488749970865,3.7214675866701863,2449366.740071529,916396.7367000226,295573.90736153146,4810873.350080987,-250746.65388308454,-9048.99872309982,42584.92359768121,8255000.005205569,8353215.386363747,9601499.613636263,4015598.999999997,21970314.0
3.0,0,2009,4095,235753142.0,298346450.0,266268449.0,271376506.99999994,-8140283.000000027,263194142.86263105,-13180788.130658612,2018013.130867333,0.8815353854676455,608955.8935668491,2.7864478449351897,26718.86450371363,7.180601503584627,3.716607407930112,2043127.301919094,-3316963.2174695255,-294441.9394340662,-13856536.305000752,2037531.6648790417,31729.76679066987,64845.438674676174,-13290707.289640864,-13343566.28158427,5203283.2815842405,13248340.999999993,5108057.999999962
3.0,0,2010,4159,237523679.0,301325760.0,271376506.99999994,276204837.0,3057793.000000014,273758358.84696704,8582715.333171153,1977429.9075925266,0.8644932138412754,612226.7525423941,3.2463705376591117,26691.780523765385,7.434034603261594,4.076509601806898,909879.8944635501,1123060.319669959,638682.6514969467,6757466.818046215,-126831.06721929254,98722.21556488535,-506351.6255995673,8894629.206422696,8927421.68215377,-5869628.682153757,1770537.0000000014,4828330.000000015
3.0,0,2011,4224,238796693.0,302572791.0,276204837.0,294177993.0,16700142.00000002,287291464.21017706,12275471.173835928,1945079.071427735,0.8297292396133692,614002.2790434946,3.9900012410573864,26428.10529560424,7.4920278188693334,3.9425615504650224,-328345.70581372455,2043762.8481937295,486215.2853003694,9778348.038518934,246745.36284176324,36300.01242602127,151414.34276571544,12414440.18423281,12530332.954570953,4169809.045429062,1273013.9999999995,17973156.000000022
3.0,0,2012,4323,245006021.0,308782119.0,294177993.0,308782118.99999994,8394797.999999909,295234789.5304623,1733997.3202852518,1934144.3017193119,0.8311242718888361,607605.4860850807,3.9969276241235745,25927.18257607355,7.328706577745694,3.795610393182953,670016.7143019666,-333334.17803580477,643384.9345613149,103101.39038425936,709389.1327641832,-47310.4324374304,215368.66153040144,1960616.2230688913,2008623.965919537,6386174.034080372,6209327.999999999,14604125.999999912
3.0,0,2013,4323,245006021.0,308782119.0,308782118.99999994,305945778.0,-2836340.999999876,291642069.1196935,-3592720.410768941,1944682.9801704998,0.889581848521658,617643.3803878631,3.8468884198792823,25948.630139507146,7.33741865980608,3.709865488570994,1538893.1177211446,-5006535.870466284,1186386.1699476256,-2013740.4481747048,-18731.20232687329,11396.208227483843,180628.91005865065,-4121703.1150129605,-4125435.672168262,1289094.6721683843,0.0,-2836340.999999876
3.0,0,2014,4323,245006021.0,308782119.0,305945778.0,305688281.0,-257497.00000005425,293538718.69793594,1896649.5782425317,1978028.3545948735,0.8781053263389429,622559.6734842786,3.633978242066956,26289.173668370295,7.442538180247237,3.877035981087175,4580330.902541095,340181.5006337656,674359.7485760616,-2955356.501117365,-625694.2440293978,13193.495155979279,-319621.789357726,1707393.1124024116,1763005.7923051594,-2020502.7923052136,0.0,-257497.00000005425
3.0,0,2015,4323,245006021.0,308782119.0,305688281.0,294101975.0,-11586306.000000002,279360447.7649312,-14178270.933004804,2030305.6029573535,0.9275575850506498,628132.508059143,2.634210704479791,27175.60705200173,7.261079817853477,3.9023190825991994,4406862.172197626,-3086208.424195488,773224.2603723531,-15647516.771327624,-1406266.6482754091,-65840.0718869756,20655.88220579757,-15005089.600909725,-15029445.507936697,3443139.507936703,0.0,-11586306.000000002
3.0,0,2016,4323,245006021.0,308782119.0,294101975.0,275538089.0,-18563885.999999978,272973420.71519893,-6387027.049732288,2068534.2051490599,0.9838195757540001,632947.5988222745,2.348787077373498,27563.42539071234,7.089592403227924,4.460487988578861,2920532.3203766895,-3440261.0855748504,711228.0031960668,-5107794.443785381,-544569.0794801445,-51436.829783084424,-1028115.8079854617,-6540416.923036167,-6469752.814684757,-12094133.185315223,0.0,-18563885.999999978
3.0,0,2017,4323,245006021.0,308782119.0,275538089.0,267025343.0,-8512745.999999994,278919869.26285887,5946448.54766005,2090913.929870703,0.9763455796071523,637687.3221044928,2.56173783656525,27768.434369664494,7.050801401215264,4.763708915137235,2315805.3089804035,392921.7835911771,604107.831250538,3685287.593356902,-454797.6014143658,-16543.63297252771,-502587.4281900071,6024193.854602119,6033268.1753103975,-14546014.17531039,0.0,-8512745.999999996
3.0,0,2018,4323,245006021.0,308782119.0,267025343.0,263669464.0,-3355879.0000000214,286162178.08434206,7242308.821483154,2108999.0445781364,0.9765356826939748,643007.9943656087,2.818490812272732,28107.139764566236,6.977191142495439,5.130666836550926,2451618.171631248,679479.3641347016,635406.2546211426,4040477.0803693673,-527665.93763963,-20845.84016543062,-617173.499887927,6641295.5930634765,6732299.140830254,-10088178.14083028,0.0,-3355879.000000021
10.0,0,2002,100,1201007994.0000014,1032661299.0,0.0,1201007994.0000014,0.0,1078186309.5984442,0.0,253905652.00000006,0.9795634856000001,25697520.38999998,1.9740000000000002,42439.07499999996,31.709999999999997,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201007994.0000014,1201007994.0000014
10.0,0,2003,100,1201007994.0000014,1032661299.0,1201007994.0000014,1127691152.9999995,-73316841.0000019,1006320558.6482941,-71865750.95015013,232535028.99999985,1.1512130358200001,26042245.26999999,2.2467999999999995,41148.63500000003,31.36,3.5,-66756151.66654061,-45420330.22131265,4582549.764139409,22906371.345213138,5460816.448014968,-573223.0127669069,0.0,-79799967.34325264,-80052344.03142157,6735503.031419665,0.0,-73316841.0000019
10.0,0,2004,100,1201007994.0000014,1032661299.0,1127691152.9999995,1109237034.0000017,-18454118.999997854,1056407033.8252742,50086475.17698014,243107286.99999982,1.20597552096,26563773.749999993,2.5669,39531.590000000004,31.0,3.5,33088833.944699105,-13066204.67473227,6408517.354378761,23058980.80396052,6661605.118215307,-553604.2140854748,0.0,55598128.33243595,56127318.930959985,-74581437.93095784,0.0,-18454118.999997854
10.0,0,2005,100,1201007994.0000014,1032661299.0,1109237034.0000017,1185413968.9999993,76176934.99999762,1136511556.8871555,80104523.0618813,254087770.99999955,1.1702642382000001,27081157.49999996,3.0314999999999994,38116.91999999998,30.68,3.5,32335657.11879858,8425007.966838209,6131956.076333715,29626778.147398837,5954606.188325399,-484052.98108101235,0.0,81989952.51661374,84110480.83369932,-7933545.8337017,0.0,76176934.99999762
10.0,0,2006,100,1201007994.0000014,1032661299.0,1185413968.9999993,1159540668.9999998,-25873299.999999523,1156161406.8036623,19649849.916506767,252268421.00000003,1.202828105,27655014.75000005,3.3499999999999996,36028.75000000002,30.18,3.7000000000000006,-5527833.3900091415,-8156705.661890111,7125196.11376321,19563693.45881626,9852775.385106532,-808174.784365656,-1464725.8144327356,20584225.30698836,20495353.908744723,-46368653.908744246,0.0,-25873299.999999523
10.0,0,2007,100,1201007994.0000014,1032661299.0,1159540668.9999998,1100711966.9999993,-58828702.00000048,1166271240.1423073,10109833.338644981,256261700.99999994,1.23098549827,27714120.0,3.4605999999999995,36660.58,30.400000000000002,3.6,11905993.17357286,-6807954.629365142,707711.7995671177,6284305.278474761,-2957786.0862482013,348006.34791204677,717042.6381993229,10197318.522112764,10139382.653655386,-68968084.65365586,0.0,-58828702.00000047
10.0,0,2008,100,1201007994.0000014,1032661299.0,1100711966.9999993,1112567173.9999998,11855207.000000477,1204460671.0532992,38189430.91099191,260943221.0000002,1.24213280256,27956797.669999957,3.9194999999999998,36716.94000000002,30.420000000000005,3.7000000000000006,13037873.319588164,-2540506.19477626,2745987.167933922,23449920.132028244,-248386.27292843963,30027.760566343386,-680243.1949370786,35794672.7174749,36042699.30511143,-24187492.305110954,0.0,11855207.000000477
10.0,0,2009,100,1201007994.0000014,1032661299.0,1112567173.9999998,1079011273.9999983,-33555900.00000143,1131726766.5562072,-72733904.49709201,261208990.99999958,1.29848948775,27734538.00000004,2.8430999999999997,35494.290000000015,30.61,3.8999999999999995,736913.2813120278,-12731210.89001464,-2535045.693404946,-57596829.73493995,5549331.753616566,288369.5877723397,-1374714.574540565,-67663186.27019916,-67184721.36541408,33628821.36541265,0.0,-33555900.00000143
10.0,0,2010,100,1201007994.0000014,1032661299.0,1079011273.9999983,1055804062.9999982,-23207211.00000012,1072404666.4693978,-59322100.0868094,234440206.99999973,1.3328625246499994,27553600.74999996,3.2889999999999997,35213.00000000002,30.93,3.8999999999999995,-73275523.61950743,-7400114.151105232,-2016493.7700215876,25802562.731566843,1262021.1959499368,471068.51818305056,0.0,-55156479.09493441,-56558894.49871432,33351683.4987142,0.0,-23207211.00000012
10.0,0,2011,100,1201007994.0000014,1032661299.0,1055804062.9999982,1024067732.9999994,-31736329.999998808,1083588389.5678499,11183723.098452091,228510747.99999994,1.4103132355200003,27682634.670000013,4.0656,34147.68000000002,31.299999999999997,3.8999999999999995,-17446625.716619313,-15866535.297949621,1410695.8200176244,38510889.512374654,4775939.570978877,532976.405912374,0.0,11917340.294714596,11010601.367193546,-42746931.36719236,0.0,-31736329.99999881
10.0,0,2012,100,1201007994.0000014,1032661299.0,1024067732.9999994,1032661299.000001,8593566.00000155,1094968690.1969922,11380300.629142284,227959423.99999982,1.36910030643,27909105.42000003,4.109300000000001,33963.31,31.51,4.1,-1607754.4915751158,8220980.040777589,2387361.215551056,1895434.86717477,814834.6380665296,293375.2783689086,-1265362.551377788,10738868.996985951,10755189.681196345,-2161623.6811947953,0.0,8593566.00000155
10.0,0,2013,100,1201007994.0000014,1032661299.0,1032661299.000001,1031511812.0000011,-1149486.9999998808,1055365933.6525455,-39602756.54444671,232024740.99999997,1.6314814638000001,28818049.080000035,3.9420000000000006,33700.32,29.93,4.2,11941455.093293022,-49082364.98048011,9501910.581030956,-7374642.448621249,1180010.6108964712,-2223107.3354222006,-638187.6843169044,-36694926.163620025,-37349226.86219605,36199739.86219617,0.0,-1149486.9999998808
10.0,0,2014,100,1201007994.0000014,1032661299.0,1031511812.0000011,1020949725.9999985,-10562086.000002623,1051126709.949071,-4239223.703474402,232003465.00000018,1.6276280739800004,29110612.08000001,3.7523999999999997,33580.79999999999,30.2,4.2,-61523.967869553686,701036.1572151019,2982018.088579294,-8650558.544774605,538553.9039637868,379954.2262574073,0.0,-4110520.136628569,-4143405.7935812576,-6418680.206421365,0.0,-10562086.000002623
10.0,0,2015,100,1201007994.0000014,1032661299.0,1020949725.9999985,997331165.9999996,-23618559.999998808,989599122.3335276,-61527587.615543485,232760765.0,1.6811518782800001,29378317.829999972,2.7030000000000003,34173.339999999975,30.169999999999998,4.1,2166396.026748262,-9500155.471127462,2674478.4186353786,-53391167.45580836,-2620192.8736291733,-41776.30860552016,631340.068159278,-60081077.5956276,-59761181.143017136,36142621.14301833,0.0,-23618559.999998808
10.0,0,2016,100,1201007994.0000014,1032661299.0,997331165.9999996,999255570.0000013,1924404.000001669,963459141.3411086,-26139980.992419004,232107588.99999964,1.68756526155,29437697.49999995,2.4255,35302.049999999996,29.879999999999995,4.5,-1821296.0436804856,-1104087.8645703613,575687.1007707713,-16584870.973680973,-4749926.975942752,-394425.362645966,-2463129.729446008,-26542049.849195775,-26344220.739517365,28268624.739519034,0.0,1924404.000001669
10.0,0,2017,100,1201007994.0000014,1032661299.0,999255570.0000013,942661585.999999,-56593984.000002265,968012551.5130434,4553410.171934843,230935446.9999999,1.7337943710600001,29668394.669999976,2.6928000000000005,35945.81999999998,30.000000000000004,4.5,-3285178.55090688,-7869850.02863152,2231787.3218275886,16294658.920923939,-2649508.7669189363,163571.14867369173,0.0,4885480.044967881,4722587.893521978,-61316571.893524244,0.0,-56593984.000002265
10.0,0,2018,100,1201007994.0000014,1032661299.0,942661585.999999,935808062.9999993,-6853522.999999762,978871297.4816766,10858745.968633175,230662402.0000001,1.7232403280000002,29807700.83999996,2.9199999999999995,36801.50000000002,30.010000000000005,4.6,-725098.0036446783,1691982.3703374446,1262858.5704827595,12194595.34037505,-3252480.3460201537,12857.961120347878,-582567.6000896004,10602148.292561172,10574369.806221364,-17427892.806221128,0.0,-6853522.999999763
10.0,1,2002,100,2028458449.0000012,2929500931.0,0.0,2028458449.0000012,0.0,2093579548.3868375,0.0,474570591.9999994,1.7610024586000002,25697520.38999998,1.9740000000000002,42439.07499999996,31.71,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028458449.0000012,2028458449.0000012
10.0,1,2003,100,2028458449.0000012,2929500931.0,2028458449.0000012,1999850729.9999993,-28607719.000001907,2174446537.039401,80866988.65256357,503552796.99999994,1.92921531457,26042245.26999999,2.2467999999999995,41148.63500000003,31.36,3.5,79738480.61648165,-54861866.37687723,7739758.464115215,38688020.99840899,9223118.678437475,-968152.6427943713,0.0,79559359.73777172,78351609.09165052,-106959328.09165242,0.0,-28607719.000001907
10.0,1,2004,100,2028458449.0000012,2929500931.0,1999850729.9999993,2115153451.9999995,115302722.00000024,2306286709.0146394,131840171.97523832,521860484.00000006,1.9019918870399999,26563773.749999993,2.5669,39531.590000000004,31.0,3.5,46996930.02826675,8675874.855533538,11364883.08459048,40892862.79419489,11813709.651967641,-981763.3034759767,0.0,118762497.11107734,121254148.895742,-5951426.895741761,0.0,115302722.00000024
10.0,1,2005,100,2028458449.0000012,2929500931.0,2115153451.9999995,2507212522.9999957,392059070.9999962,2533065016.1307077,226778307.11606836,527998936.9999998,1.60869959421,27081157.49999996,3.0314999999999994,38116.91999999998,30.68,3.5,16149713.36421399,107103893.55007072,11692747.054791907,56493950.48065868,11354566.651204152,-923018.5276020925,0.0,201871852.57333732,207984079.88927254,184074991.11072364,0.0,392059070.9999962
10.0,1,2006,100,2028458449.0000012,2929500931.0,2507212522.9999957,2603647774.9999986,96435252.00000286,2655096150.8051996,122031134.67449188,539962610.0000004,1.58764677875,27655014.75000005,3.3499999999999996,36028.75000000002,30.18,3.7,36806469.39931402,9436468.410453139,15070162.31665314,41378234.539833784,20839135.085175645,-1709331.9238035695,-3097971.679720542,118723166.14790563,120785683.39281704,-24350431.392814174,0.0,96435252.00000286
10.0,1,2007,100,2028458449.0000012,2929500931.0,2603647774.9999986,2751026060.0000033,147378285.00000477,2707958761.1057186,52862610.30051899,543107373.0000006,1.5239354946199999,27714120.0,3.4605999999999995,36660.58,30.4,3.6,9853098.01608747,30266746.250721164,1589105.3255365996,14110861.216995884,-6641451.540485886,781418.0025341363,1610056.9125685373,51569834.183957905,51838279.99897432,95540005.00103045,0.0,147378285.00000477
10.0,1,2008,100,2028458449.0000012,2929500931.0,2751026060.0000033,2818659238.999998,67633178.99999475,2807945504.188744,99986743.08302546,558408347.0,1.54893287952,27956797.669999957,3.9195,36716.94000000002,30.42,3.7,50167052.13053325,-12541089.849541923,6863087.243433076,58608739.90854727,-620795.5671044424,75048.83595169558,-1700142.1012165365,100851900.60060237,101576929.39297648,-33943750.39298172,0.0,67633178.99999475
10.0,1,2009,100,2028458449.0000012,2929500931.0,2818659238.999998,2717269399.9999986,-101389838.99999952,2639085825.889136,-168859678.29960823,562176551.0000006,1.63249305102,27734538.00000004,2.8430999999999997,35494.290000000015,30.61,3.9,12357243.172038663,-41838375.99882207,-6422470.599517264,-145920030.775147,14059083.876590626,730576.6535415743,-3482802.6811050926,-170516776.35242057,-169503963.52911755,68114124.52911803,0.0,-101389838.99999952
10.0,1,2010,100,2028458449.0000012,2929500931.0,2717269399.9999986,2812782058.0000014,95512658.00000286,2670308171.851905,31222345.96276903,552453533.999999,1.6339541182000001,27553600.74999996,3.2889999999999997,35213.00000000003,30.93,3.9,-30661233.805672314,-698903.4340876406,-5078127.493754345,64978481.542786054,3178142.4907578593,1186289.801233484,0.0,32904649.1012631,32147315.729022574,63365342.27098028,0.0,95512658.00000286
10.0,1,2011,100,2028458449.0000012,2929500931.0,2812782058.0000014,2875478446.9999957,62696388.99999428,2703931831.289502,33623659.437597275,542784231.0,1.7392984156800004,27682634.670000013,4.0656,34147.68000000002,31.299999999999997,3.9,-32120332.570811007,-50677060.51045751,3758254.046272959,102597387.9568486,12723645.992771324,1419909.739339253,0.0,37701804.65396363,35417644.6701226,27278744.329871677,0.0,62696388.99999428
10.0,1,2012,100,2028458449.0000012,2929500931.0,2875478446.9999957,2929500930.999995,54022483.99999952,2733186892.603181,29255061.31367874,542311539.0000002,1.6964752675200003,27909105.42000003,4.109300000000001,33963.31,31.51,4.1,-1629051.2903114224,21081980.136149563,6703468.432122523,5322189.082441634,2287973.1136195753,823768.0601078185,-3553009.8516713604,31037317.682458334,31111101.72959804,22911382.27040148,0.0,54022483.99999952
10.0,1,2013,100,2028458449.0000012,2929500931.0,2929500930.999995,3028731445.999999,99230515.00000381,2744985367.0213957,11798474.418214798,554417452.0000008,1.75772764368,28818049.080000035,3.942,33700.32,29.93,4.2,42371022.5103286,-30348142.380582772,26955455.695264574,-20920723.90041995,3347508.2164486945,-6306612.841150204,-1810440.0902498632,13288067.209639082,12645912.31799043,86584602.68201339,0.0,99230515.00000381
10.0,1,2014,100,2028458449.0000012,2929500931.0,3028731445.999999,3137384053.9999976,108652607.99999857,2758672008.888377,13686641.866981506,561346638.9999994,1.74858594174,29110612.08000001,3.7523999999999997,33580.79999999999,30.2,4.2,24567967.491326176,4666050.9145985395,8755820.197452966,-25399824.20484663,1581305.3474768961,1115623.979986384,0.0,15286943.725994334,15101414.787375867,93551193.2126227,0.0,108652607.99999857
10.0,1,2015,100,2028458449.0000012,2929500931.0,3137384053.9999976,3049980992.999996,-87403061.00000143,2561865724.908338,-196806283.98003912,562540969.0000007,1.8840690435600003,29378317.829999972,2.7030000000000003,34173.339999999975,30.17,4.1,4340172.71029138,-69211200.78572537,8218686.708765306,-164071347.62314147,-8051866.934071357,-128378.82328198207,1940111.4590182998,-226963823.2881452,-223823961.34681416,136420900.34681273,0.0,-87403061.00000143
10.0,1,2016,100,2028458449.0000012,2929500931.0,3049980992.999996,3072351667.999999,22370675.00000286,2496077321.4279203,-65788403.48041773,562018755.9999993,1.8938954433000004,29437697.49999995,2.4255000000000004,35302.049999999996,29.88,4.5,-1841910.9492117758,-4805765.8070562575,1760533.2863588927,-50718901.57003709,-14525954.355630105,-1206209.0309001007,-7532602.1227572365,-78870810.54923368,-78323144.81754047,100693819.81754333,0.0,22370675.00000286
10.0,1,2017,100,2028458449.0000012,2929500931.0,3072351667.999999,3093336562.0000005,20984894.00000143,2543994748.2282906,47917426.80037022,565251751.0000007,1.8978347704800003,29668394.669999976,2.6928000000000005,35945.81999999998,30.0,4.5,11484098.161110658,-1937026.887848751,6861943.737614826,50100218.62093965,-8146287.019870205,502922.48204760265,0.0,58865869.09399378,58980218.63848622,-37995324.63848479,0.0,20984894.00000143
10.0,1,2018,100,2028458449.0000012,2929500931.0,3093336562.0000005,3028681761.0000014,-64654800.99999905,2532993500.2287602,-11001247.999530315,560645668.0000006,1.9555512670000001,29807700.83999996,2.9199999999999995,36801.50000000002,30.01,4.6,-16418930.942031795,-28153864.86646685,4144060.4419722036,40016468.46058817,-10672988.611132992,42193.29803723074,-1911690.9864127608,-12954753.20544679,-13376821.115010582,-51277979.884988464,0.0,-64654800.99999905
