RAIL_FLAG,CLUSTER_APTA4,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ_HINY,VRM_ADJ_MIDLOW,FARE_per_UPT_cleaned_2018_HINY,FARE_per_UPT_cleaned_2018_MIDLOW,POP_EMP,TSD_POP_EMP_PCT,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_WMATA,RESTRUCTURE,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX,BIKE_SHARE,scooter_flag,VRM_ADJ_HINY_log_FAC,VRM_ADJ_MIDLOW_log_FAC,FARE_per_UPT_cleaned_2018_HINY_log_FAC,FARE_per_UPT_cleaned_2018_MIDLOW_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_WMATA_FAC,RESTRUCTURE_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
0,1.0,2002,170,2217749582.0,2203565452.0,0.0,2217749582.0,0.0,2005755566.5019467,0.0,69431799.63651021,0.0,0.9102786428414076,0.0,9573567.143826585,0.5679150656233117,1.9989229721545723,39381.469965213546,9.917688029711911,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217749582.0,2217749582.0
0,1.0,2003,170,2217749582.0,2203565452.0,2217749582.0,2150502598.9999995,-67246983.00000018,2159100741.3263083,21179281.097384546,69475683.83844686,0.0,0.9168707344014717,0.0,9715711.202587085,0.566331971270963,2.3077092528229817,38481.401179128,9.826644160485746,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2151226.128987942,0.0,-1344466.9713639594,0.0,7511742.547099622,-4825515.915879381,19760776.123967852,-279619.83650323213,-315919.198800837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21335576.57455796,21517144.886868447,-93052808.88686836,0.0,-71535663.99999993
0,1.0,2004,180,2396974805.0,2389867700.0,2150502598.9999995,2410970010.0,81242188.0000003,2453990999.2882915,60564681.63295463,71765534.23904203,0.0,0.8811162918022641,0.0,9734314.782684496,0.5670800056848286,2.6074594940736557,38183.58992380748,9.786967609269468,3.9555663396720595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33765712.97460297,0.0,7990895.545143887,0.0,8918303.199846692,-2655951.879737746,17850608.896721218,-381148.49774611456,-301342.7397959592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56937206.040843464,57694942.54180819,12609423.458192026,179225222.99999985,249529589.0000001
0,1.0,2005,190,2522641888.0,2541057031.0,2410970010.0,2568753503.9999986,32116410.999998577,2634415257.0606747,2145321.3893478625,70767074.60414761,0.0,0.908709006019361,0.0,9670224.811546005,0.5621325759866738,3.0629169958820954,37264.37843132749,9.582088124551113,3.982687664464881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26566337.171160907,0.0,-3901628.602353996,0.0,10291746.175998699,-1952797.32821675,26014498.92901396,-368214.7092626313,-449002.7453115604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3068264.548706809,2652343.360403171,29464067.63959541,125667082.9999998,157783493.9999984
0,1.0,2006,190,2522641888.0,2541057031.0,2568753503.9999986,2599108817.0000005,30355313.00000269,2653345148.978091,18929891.917415574,70624705.90615213,0.0,0.8978368338450172,0.0,9915449.723039184,0.5616796485483977,3.355692065332699,35771.54082711947,9.461948548410053,4.30155178767887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6272807.764595467,0.0,2670639.64926836,0.0,13941031.569480186,-584773.0079381388,16388520.603206612,-595216.8024934002,-501767.32985110773,-2522688.769506128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22522938.147570908,22477515.48333829,7877797.5166643895,0.0,30355313.00000269
0,1.0,2007,190,2522641888.0,2541057031.0,2599108817.0000005,2608864140.999998,9755323.999997467,2676266396.9549036,22921247.976812754,71582714.3552377,0.0,0.9208602306105821,0.0,9964969.76569808,0.5550867828387394,3.5310062793786834,36276.70610874326,9.294565235999123,4.4274885399032895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28254732.09872886,0.0,-6846238.828486888,0.0,3843551.3616335145,-8957477.730774594,9370330.369960181,207305.87770714154,-666917.3667813778,-1086759.7452644838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24118526.03672236,24027534.08494023,-14272210.084942762,0.0,9755323.999997467
0,1.0,2008,190,2522641888.0,2541057031.0,2608864140.999998,2692308348.999999,83444208.00000104,2721879518.195473,45613121.24057018,71889164.49129106,0.0,0.9010416255067859,0.0,9988399.397412283,0.5581048095106869,3.9554554445044965,36238.91881751508,9.4554621860263,4.508747727850302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,13459521.15364517,0.0,4993605.561859338,0.0,2541625.1658611605,4128970.1335943746,21439112.06620927,-18933.46468813635,655652.6519804568,-659681.7019026417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2844745.00032324,0.0,43695126.566235766,44054086.96923873,39390121.03076233,0.0,83444208.00000104
0,1.0,2009,190,2522641888.0,2541057031.0,2692308348.999999,2564111221.0,-128197127.99999961,2620859622.0308113,-101019896.16466217,70967398.25016546,0.0,0.9931869137659665,0.0,9910892.792191492,0.5605866487545621,2.9101362046971992,34545.635455789095,9.56712468936851,4.71934066604225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,-18010506.735949554,0.0,-25546248.821371544,0.0,-2405794.299302855,3705333.656316636,-57707877.952184245,-763427.8071171049,465549.2864015307,-1773460.7482332902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102036433.42144045,-100827991.35796905,-27369136.642030608,0.0,-128197127.99999961
0,1.0,2010,190,2522641888.0,2541057031.0,2564111221.0,2477369489.000001,-86741731.99999885,2561574950.584998,-59284671.44581278,67087317.041166835,0.0,1.011159790656542,0.0,9893600.100512411,0.56410963816295,3.3619635552803038,33716.16047501595,9.777768115309279,4.947970199525997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12768546400986416,0.0,-78673018.51082662,0.0,-4595391.901860539,0.0,274213.0789155797,4733503.146133954,25790214.058366917,-364286.3558569955,868526.1269838102,-1833866.4308160727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2425871.6468874924,0.0,-56225978.43584744,-56644788.53539344,-30096943.464605413,0.0,-86741731.99999885
0,1.0,2011,190,2522641888.0,2541057031.0,2477369489.000001,2507911502.000001,30542012.999999788,2536340664.7687287,-25234285.8162693,64589050.37874564,0.0,1.0324809727559339,0.0,9986664.09812566,0.5597171562192801,4.092877324958459,33057.754898560874,10.06543443647519,4.895036823554085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16867203705134062,0.0,-52600954.42198223,0.0,-4996031.119457789,0.0,5079271.352210209,-5715507.30992908,35371710.67196042,-283747.6524334865,1130552.7883414575,433291.87602092244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1679581.0792749494,0.0,-23260994.894544523,-24003419.741502296,54545432.74150208,0.0,30542012.999999788
