RAIL_FLAG,CLUSTER_APTA4,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ_BUS,VRM_ADJ_RAIL,FARE_per_UPT_cleaned_2018_BUS,FARE_per_UPT_cleaned_2018_RAIL,POP_EMP,TSD_POP_EMP_PCT,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_WMATA,RESTRUCTURE,YEARS_SINCE_TNC_BUS_HINY,YEARS_SINCE_TNC_BUS_MIDLOW,YEARS_SINCE_TNC_RAIL_HINY,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,VRM_ADJ_BUS_log_FAC,VRM_ADJ_RAIL_log_FAC,FARE_per_UPT_cleaned_2018_BUS_log_FAC,FARE_per_UPT_cleaned_2018_RAIL_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_WMATA_FAC,RESTRUCTURE_FAC,YEARS_SINCE_TNC_BUS_HINY_FAC,YEARS_SINCE_TNC_BUS_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL_HINY_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
0,1.0,2002,170,2217749582.0,2203565452.0,0.0,2217749582.0,0.0,1989004769.9050496,0.0,69431799.63651021,0.0,0.9102786428414076,0.0,9573567.143826585,0.5679150656233117,1.9989229721545723,39381.469965213546,9.917688029711911,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217749582.0,2217749582.0
0,1.0,2003,170,2217749582.0,2203565452.0,2217749582.0,2150502598.9999995,-67246983.00000018,2157318500.0302305,33581343.74907516,69475683.83844686,0.0,0.9168707344014717,0.0,9715711.202587085,0.566331971270963,2.3077092528229817,38481.401179128,9.826644160485746,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1654184.0378118833,0.0,-3424269.1844878867,0.0,8348263.6157266805,-3663444.004736685,31104621.120777715,3473957.832933107,-404120.8182278342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33795521.218227796,34213336.39695042,-105749000.39695035,0.0,-71535663.99999993
0,1.0,2004,180,2396974805.0,2389867700.0,2150502598.9999995,2410970010.0,81242188.0000003,2486644790.896253,84567261.24995364,71765534.23904203,0.0,0.8811162918022641,0.0,9734314.782684496,0.5670800056848286,2.6074594940736557,38183.58992380748,9.786967609269468,3.9555663396720595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22800811.92962917,0.0,23883678.012509074,0.0,9911548.693943348,-2016237.129915912,28090424.162725378,4736681.203489677,-385473.0555160068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79858760.47204322,81462080.65043287,-11157714.650432639,179225222.99999985,249529589.0000001
0,1.0,2005,190,2522641888.0,2541057031.0,2410970010.0,2568753503.9999986,32116410.999998577,2706022389.9368267,25704242.88333559,70767074.60414761,0.0,0.908709006019361,0.0,9670224.811546005,0.5621325759866738,3.0629169958820954,37264.37843132749,9.582088124551113,3.982687664464881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18433580.460927114,0.0,-10941883.877299292,0.0,11437935.362945804,-1482752.1288063792,40967248.35498464,4575296.104372379,-574376.6927408335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25547886.6625292,25152122.072508078,6964288.927490493,125667082.9999998,157783493.9999984
0,1.0,2006,190,2522641888.0,2541057031.0,2568753503.9999986,2599108817.0000005,30355313.00000269,2750614448.3828955,44592058.44606888,70624705.90615213,0.0,0.8978368338450172,0.0,9915449.723039184,0.5616796485483977,3.355692065332699,35771.54082711947,9.461948548410053,4.30155178767887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4429955.7974834815,0.0,8030686.026790177,0.0,15494579.843892124,-444448.8230032647,25775093.106889658,7400423.269836985,-641817.6978667146,-6156146.979918112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45028412.949137375,45111963.164308876,-14756650.164306177,0.0,30355313.00000269
0,1.0,2007,190,2522641888.0,2541057031.0,2599108817.0000005,2608864140.999998,9755323.999997467,2754213472.2611322,3599023.8782368414,71582714.3552377,0.0,0.9208602306105821,0.0,9964969.76569808,0.5550867828387394,3.5310062793786834,36276.70610874326,9.294565235999123,4.4274885399032895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19185059.693996456,0.0,-19422079.354122635,0.0,4271216.142710514,-6802199.2308213245,14726342.336599726,-2570783.55091362,-853039.3265932472,-2653016.8310983223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5881499.879757547,5679675.764674844,4075648.2353226235,0.0,9755323.999997467
0,1.0,2008,190,2522641888.0,2541057031.0,2608864140.999998,2692308348.999999,83444208.00000104,2820963959.69298,66750487.43184773,71889164.49129106,0.0,0.9010416255067859,0.0,9988399.397412283,0.5581048095106869,3.9554554445044965,36238.91881751508,9.4554621860263,4.508747727850302,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,9090785.474459982,0.0,14651506.219427284,0.0,2824400.804454597,3128471.5066715456,33736614.90092837,237098.76386560372,838944.68461139,-1609549.7204076187,0.0,0.0,0.0,0.0,0.0,0.0,-1952077.4134721006,0.0,60946195.22053905,61613730.10187916,21830477.898121875,0.0,83444208.00000104
0,1.0,2009,190,2522641888.0,2541057031.0,2692308348.999999,2564111221.0,-128197127.99999961,2647260746.6629267,-173703213.03005353,70967398.25016546,0.0,0.9931869137659665,0.0,9910892.792191492,0.5605866487545621,2.9101362046971992,34545.635455789095,9.56712468936851,4.71934066604225,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,-12465021.93265703,0.0,-72486080.19073844,0.0,-2672348.033062602,2808629.044567016,-90037621.65152359,9495150.844971541,595732.5977198838,-4331164.605054046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-169092723.92577726,-166310924.5637363,38113796.5637367,0.0,-128197127.99999961
0,1.0,2010,190,2522641888.0,2541057031.0,2564111221.0,2477369489.000001,-86741731.99999885,2621232708.117696,-26028038.545230567,67087317.041166835,0.0,1.011159790656542,0.0,9893600.100512411,0.56410963816295,3.3619635552803038,33716.16047501595,9.777768115309279,4.947970199525997,0.0,0.0,0.0,0.0,0.0,0.0,0.12768546400986416,0.0,-54395881.465665236,0.0,-12809806.561034173,0.0,305505.9922263477,3565300.9727867926,40604373.39857042,4526657.434304701,1111360.2319800556,-4479088.252007395,0.0,0.0,0.0,0.0,0.0,0.0,-1664644.5461133989,0.0,-23236222.79495187,-23521202.370623685,-63220529.629375145,0.0,-86741731.99999885
0,1.0,2011,190,2522641888.0,2541057031.0,2477369489.000001,2507911502.000001,30542012.999999788,2626057421.694933,4824713.57723638,64589050.37874564,0.0,1.0324809727559339,0.0,9986664.09812566,0.5597171562192801,4.092877324958459,33057.754898560874,10.06543443647519,4.895036823554085,0.0,0.0,0.12496612797067758,0.0,0.0,0.0,0.16867203705134062,0.0,-36247344.53279686,0.0,-14181457.185838789,0.0,5644179.148585757,-4339183.116154909,55756492.121132836,3525760.9735961994,1446561.5986824976,1061633.3881664702,0.0,0.0,-5235238.176789045,0.0,0.0,0.0,-1152536.4447692768,0.0,6278867.77381488,5207093.207513177,25334919.79248661,0.0,30542012.999999788
0,1.0,2012,190,2522641888.0,2541057031.0,2507911502.000001,2541057030.9999995,33145528.99999903,2596221372.95137,-29836048.74356297,63654979.010832,0.0,1.0331937282706827,0.0,10106162.130560195,0.5556667393908061,4.140214257275543,32885.7085785359,9.958940532822863,4.987356848646763,0.0,0.0,0.5049977494070688,0.0,0.0,0.0,0.20578687227443668,0.0,-13982351.94321796,0.0,538197.6825624215,0.0,7129469.88481753,-3910804.0005435315,3203326.7535713287,1060492.5624096482,-553170.8864107488,-1976065.964032765,0.0,0.0,-18249966.28371016,0.0,0.0,0.0,-720905.6561344657,0.0,-27461777.8506887,-27424428.854313858,60569957.85431289,0.0,33145528.99999903
0,1.0,2013,190,2522641888.0,2541057031.0,2541057030.9999995,2538567550.000001,-2489480.9999990985,2548887182.170999,-47334190.780370116,64440490.50185641,0.0,1.0525608051525281,0.0,10218543.93976726,0.5554845763010797,3.9654549378235004,33089.926406244245,9.695200702110121,4.990027977129983,0.0,0.0,1.3142978187952767,0.0,0.0,0.0,0.20578687227443668,0.0,15320256.48390395,0.0,-12210318.426520113,0.0,6671214.176020198,-141277.0567014021,-12437139.92972029,-1059156.6157464525,-1294855.2653189139,-29172.88919989002,0.0,0.0,-39894662.36289496,0.0,0.0,0.0,0.0,0.0,-45075111.88617787,-44992128.92236451,42502647.92236541,0.0,-2489480.9999990985
0,1.0,2014,190,2522641888.0,2541057031.0,2538567550.000001,2510923485.999999,-27644064.000002045,2485201720.61874,-63685461.552259795,64472290.6259952,0.0,1.0552857020000461,0.0,10358402.722098505,0.5549177180414916,3.757632076906906,33372.44649362026,9.64365408837213,5.143028107483799,0.0,0.0,2.1833497858733715,0.0,0.0,0.0,0.4721236239140731,0.0,2799364.699618534,0.0,-3440403.95054892,0.0,7918046.865901407,-539722.0762042601,-15504484.674719162,-1542060.0905571936,-320568.56732176954,-3140707.322322561,0.0,0.0,-42702945.43421765,0.0,0.0,0.0,-7793655.295911359,0.0,-64267135.84628292,-63732978.84692427,36088914.84692222,0.0,-27644064.000002045
0,1.0,2015,190,2522641888.0,2541057031.0,2510923485.999999,2445688117.000001,-65235368.99999772,2354210555.1298785,-130991165.48886093,65239258.51204985,0.0,1.0818127292498356,0.0,10472818.645738743,0.5556199069237358,2.8576666928336514,34516.89053111851,9.510527451972603,5.284222653366168,0.0,0.018557417611548017,3.1833497858733715,0.0,0.0,0.0,0.7236305595667644,0.0,16164729.327287365,0.0,-20089434.08240389,0.0,6834317.78860592,663623.3357045716,-75298478.47268689,-5961392.63716717,-639524.4860437225,-2579850.284014933,0.0,1621605.721222723,-48256290.604243286,0.0,0.0,0.0,-6666096.480430383,0.0,-134206790.87416969,-132372304.16468185,67136935.16468415,0.0,-65235368.99999771
0,1.0,2016,190,2522641888.0,2541057031.0,2445688117.000001,2323506883.0000005,-122181234.00000072,2266981168.940038,-87229386.18984076,66113243.24680118,0.0,1.104717302622811,0.0,10554924.899873944,0.5550432384951618,2.5185717610537024,35303.22951100643,9.381259123522486,5.715785148652855,0.0,0.037114835223096034,4.183349785873372,0.0,0.0,0.0,0.9827746569155519,0.0,15483945.021248024,0.0,-15961361.153643914,0.0,5152490.428690975,-525345.6322022665,-31611109.506399147,-3833078.887081447,-644927.7287151867,-8108202.266083691,0.0,1596379.686919641,-47002561.86989868,0.0,0.0,0.0,-6466561.396596234,0.0,-91920333.30376191,-90767972.7168416,-31413261.283159126,0.0,-122181234.00000072
0,1.0,2017,190,2522641888.0,2541057031.0,2323506883.0000005,2230802096.9999995,-92704786.00000066,2273491676.698672,6510507.758634098,66222639.767624594,0.0,1.0654314734435388,0.0,10662889.412182815,0.5538005359420408,2.7392459466138064,36103.068578746366,9.23344619094028,5.884423667787759,0.0,0.0531878990189827,5.183349785873371,0.0,0.0,0.0,0.9827746569155519,0.0,7834323.875545365,0.0,24426564.490045916,0.0,5982112.441354056,-1104070.2500897076,20418865.62396131,-3793188.7823066665,-674079.6817744552,-2992337.667569422,0.0,1763685.3685756086,-44654416.58902368,0.0,0.0,0.0,0.0,0.0,7207458.828718325,6661708.648650429,-99366494.64865112,0.0,-92704786.00000066
0,1.0,2018,190,2522641888.0,2541057031.0,2230802096.9999995,2176386603.0000005,-54415493.99999925,2226350490.5049872,-47141186.193685025,66335689.74926932,0.0,1.0328058269144271,0.0,10741812.06997656,0.5547824939235894,3.04606558246051,36989.70148767346,9.096285973060793,6.1187931809606075,0.0,0.03214612759177333,6.183349785873371,0.0,0.0,0.0,1.0,0.5358203458960399,6055640.062580703,0.0,20065591.094437063,0.0,4631399.272523536,828465.119520082,25062075.52602605,-3853069.154779018,-614414.8612032811,-4021421.5012425664,0.0,-1460674.895113153,-42872765.68704944,0.0,0.0,0.0,-310695.3220736686,-49443353.337653115,-45933223.68402681,-46865399.73530179,-7550094.264697449,0.0,-54415493.99999925
