CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018_HINY,FARE_per_UPT_cleaned_2018_MIDLOW,POP_EMP,TSD_POP_EMP_PCT,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_WMATA,RESTRUCTURE,YEARS_SINCE_TNC_BUS_HINY,YEARS_SINCE_TNC_BUS_MIDLOW,YEARS_SINCE_TNC_RAIL_HINY,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_HINY_FAC,FARE_per_UPT_cleaned_2018_log_MIDLOW_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_WMATA_FAC,RESTRUCTURE_FAC,YEARS_SINCE_TNC_BUS_HINY_FAC,YEARS_SINCE_TNC_BUS_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL_HINY_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
2.0,0,2006,1415,823614839.0000001,941394513.0,855440924.0,913931565.0000001,42743376.99999987,951665119.1612289,18317132.332742017,12189060.458303766,0.0,0.8745361144032591,2489143.4711173256,0.3498992384089256,3.267890040711128,31707.039385882163,7.526042945032465,3.573585135223625,0.0,0.0,0.0,0.0,0.0,0.0,0.03987171969833826,0.0,3012731.983966857,0.0,-3613132.4312698133,6244761.665957678,-89661.29226257186,8721262.18615672,2740562.618514244,7427.788332800812,-1325397.132851354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15698555.386544563,15859277.338255318,26884099.661744546,15747264.000000026,58490640.9999999
2.0,0,2007,1436,832303107.0000001,958899929.0,913931565.0000001,924926555.0,2306721.9999998305,966281466.6738929,4197416.878507225,12139213.002662905,0.0,0.895757297618231,2506046.0194194596,0.34780737583798604,3.4551355017601795,31993.077300879882,7.428921805166348,3.7473472551869267,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,3782765.3208383317,0.0,-4705057.191784317,2602188.9399973596,-1311444.0779285901,5793199.751886791,-742373.5008876178,-168090.85298965737,-1373543.809685704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3877644.5794465924,3755625.59297896,-1448903.59297913,8688267.999999998,10994989.999999829
2.0,0,2008,1436,832303107.0000001,958899929.0,924926555.0,988529403.0000001,63602848.00000024,992484077.1547289,26202610.48083574,12290406.974323366,0.0,0.8949319157018631,2511974.2483535623,0.34768094753883916,3.86519583198288,31801.15427399655,7.60595589291727,3.801241314722138,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,8346106.7536500115,0.0,1547921.5822168936,1171336.2156472888,-88256.33739622246,12165989.580389405,459067.0649765878,332293.323620784,-302010.9808013734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23632447.202303372,24076362.4595823,39526485.54041792,0.0,63602848.00000024
2.0,0,2009,1436,832303107.0000001,958899929.0,988529403.0000001,908879793.0,-79649610.00000037,920927605.4934942,-71556471.66123493,11963645.855133768,0.0,1.0103714186644657,2493193.3027503705,0.35148787587781644,2.8103374921298956,30173.234862315603,7.709680988226808,4.009220187255651,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,-7992357.110673611,0.0,-33146920.441292733,-1095315.3452178815,1548197.7043341312,-34946816.28594807,3719245.7155194697,186299.45131160747,-1776536.9128985307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73504203.2248656,-71542884.44631837,-8106725.553682004,0.0,-79649610.00000037
2.0,0,2010,1460,834611629.0000001,961216518.0,908879793.0,898704146.9999999,-12484167.99999988,936435163.5974028,13147482.791245388,11662173.301157078,0.0,1.0147581535574084,2506860.1969974237,0.3513498825254088,3.269849533510993,29669.122375049657,7.925990832461792,4.027879329848159,0.0,0.0,0.0,0.0,0.0,0.0,0.03934637244312827,0.0,-7141343.955600236,0.0,748406.6937335491,1948650.8760264774,183073.35251243235,15321722.496329438,1065727.0933022278,481748.2160043616,-7769.301897237698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12600215.470411008,12814556.959820962,-25298724.959820844,2308521.999999999,-10175645.999999883
2.0,0,2011,1460,834611629.0000001,961216518.0,898704146.9999999,936058350.9999999,37354203.999999985,956190353.9570521,19755190.35964953,11462779.635000493,0.0,0.9974284523821851,2526455.2832451183,0.3441031962358014,4.0111020093807,29100.830016762302,8.21325535454527,4.1277261650759955,0.0,0.0,0.0,0.0,0.0,0.0,0.052275766936384235,0.0,-6818148.840943922,0.0,3990205.0976091735,1588019.3683922405,-2591310.5426020725,21415062.282832555,1306121.2931761935,496387.3969729045,-897934.6098593478,0.0,0.0,0.0,0.0,0.0,0.0,-177406.47796509613,0.0,18310994.96761263,18228150.409628946,19126053.590371042,0.0,37354203.999999985
2.0,0,2012,1460,834611629.0000001,961216518.0,936058350.9999999,961216517.9999998,25158166.999999605,950462844.8890563,-5727509.067996075,11264859.97852807,0.0,0.992574394229256,2552570.2182420236,0.33060451780988964,4.025635842023475,28874.30950212684,8.25691541066462,4.125146976115281,0.0,0.0,0.0,0.0,0.0,0.0,0.08932640213667568,0.0,-3952371.2023070217,0.0,27563.38724248376,2144957.1297187363,-4704582.42695212,410600.24125574296,655842.5140700766,53616.21008480578,21139.029577091183,0.0,0.0,0.0,0.0,0.0,0.0,-509379.48353615135,0.0,-5852614.600846357,-5865223.149771573,31023390.1497712,0.0,25158166.999999605
2.0,0,2013,1460,834611629.0000001,961216518.0,961216517.9999998,943429917.9999999,-17786599.999999646,943147479.5692446,-7315365.31981134,11263611.05969423,0.0,1.02084820166258,2586254.4538100096,0.32980914648163084,3.8688140678341774,29012.009098915678,8.061410663150488,4.209983574408115,0.0,0.0,0.0,0.0,0.0,0.0,0.14992332918955767,0.0,3348257.268932351,0.0,-7693724.130546337,3668292.365697556,-314589.42632691184,-4483650.961129306,-313391.10506508005,-364646.4422535932,-532353.9573043674,0.0,0.0,0.0,0.0,0.0,0.0,-786024.6384768977,0.0,-7471831.026472585,-7470787.612270936,-10315812.38772871,0.0,-17786599.999999646
2.0,0,2014,1460,834611629.0000001,961216518.0,943429917.9999999,939315734.0,-4114183.9999997607,943043470.6596596,-104008.90958553017,11419119.683224887,0.0,1.0016930398073778,2619700.4193235864,0.3284601264596993,3.648912589689066,29100.59214070388,8.10393323624538,4.286909931253786,0.0,0.0,0.0,0.16161767259535742,0.0,0.0,0.27427024863560834,0.0,7592913.191603883,0.0,3432320.348438544,2777671.974308858,-565575.0965580763,-6346944.06944,-239393.06044067495,71683.79748509919,-668333.6538407572,0.0,0.0,0.0,-4811714.423947165,0.0,0.0,-1205697.1871530246,0.0,36931.82045668544,-41148.149403741874,-4073035.850596019,0.0,-4114183.9999997607
2.0,0,2015,1460,834611629.0000001,961216518.0,939315734.0,913699509.0000002,-25616225.000000145,894749847.8067257,-48293622.85293349,11782498.880544942,0.0,1.0041721746130894,2653957.930823444,0.3292756080897387,2.6811130935646244,30303.426469331953,7.89858692563221,4.435976714625912,0.0,0.009690498812831658,0.0,1.0007329349109753,0.0,0.0,0.4943164397245658,0.0,14859975.655735768,0.0,-1922637.2238575397,2721794.176739425,336916.2807317039,-31896421.513962153,-2652699.216578716,-411310.371311545,-1160752.540558006,0.0,501176.70258550363,0.0,-26023196.81961396,0.0,0.0,-2629509.2790028406,0.0,-48276664.149092354,-47998762.25791138,22382537.257911246,0.0,-25616225.000000145
2.0,0,2016,1460,834611629.0000001,961216518.0,913699509.0000002,871357915.0,-42341593.999999925,860179037.971139,-34570809.8355869,12159503.951854233,0.0,1.0184609172565577,2686779.490681187,0.32603077162588595,2.375580169433513,31096.219490803018,7.7279764475579835,4.946688749888003,0.0,0.009690498812831658,0.0,1.9321347378446365,0.0,0.0,0.6363086872349343,0.0,14356065.720220016,0.0,-3535418.12131724,2535259.215685708,-1286903.7875577987,-11437113.454027094,-1624706.4547042055,-258493.33941112744,-3855281.882516996,0.0,0.0,0.0,-28738452.917989112,0.0,0.0,-1697765.9264540814,0.0,-35542810.94807192,-35469574.9446477,-6872019.055352251,0.0,-42341593.999999925
2.0,0,2017,1460,834611629.0000001,961216518.0,871357915.0,831552342.0000001,-39805573.00000009,842591821.8282486,-14102265.53906268,12281198.976827214,0.0,1.0133404202490515,2723302.8340536105,0.32283668878671495,2.5871111280765544,31229.15029256711,7.447846200594936,5.1713650493599825,0.0,0.019440298860249883,0.0,2.8696980053701124,0.0,0.0,0.73091161422099,0.0,4393452.60805705,0.0,2754377.519877745,2570558.451068313,-489033.5359898767,7831076.244943481,-319940.12505814654,-533516.6121070127,-1636583.7375090374,0.0,411546.6399427221,0.0,-27570395.87148537,0.0,0.0,-1225267.8466017726,0.0,-14060897.662644284,-14418916.272961074,-25178002.727039035,0.0,-39596919.00000009
2.0,0,2018,1460,834611629.0000001,961216518.0,831552342.0000001,809531783.0000001,-22020558.999999903,824884484.8544418,-21868728.591982543,12605880.249967996,0.0,1.0085579264681765,2755043.820597202,0.3266516078332754,2.8661268903790953,31624.666409858393,7.199429888269627,5.46755028277949,0.0,0.02919009890766811,0.0,3.8596753736341722,0.0,0.0,0.8247575867409823,0.41079761662415076,8127968.508628006,0.0,3704990.718867029,2231920.533670358,682083.0374781874,9095616.142052855,-755018.5478125772,-432186.4762784618,-2034046.8071590965,0.0,408265.48182119604,0.0,-28034960.201921277,0.0,0.0,-1172047.67897183,-12783454.570201417,-21279542.888808724,-21643538.002134643,-362913.9978652693,0.0,-22006451.999999903
2.0,1,2002,131,47103514.99999999,65733970.0,0.0,47103514.99999999,0.0,44222374.02238181,0.0,2988066.6864974704,0.0,1.2244613250611416,2748238.41346597,0.3866640822278649,1.9586372174560647,35513.76978510316,7.6754355225931645,3.550166844236571,0.0,0.0,0.0,0.0,0.0,0.0,0.31724360697922416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47103514.99999999,47103514.99999999
2.0,1,2003,155,47563478.99999999,66035486.0,47103514.99999999,47597707.99999998,34228.99999998859,48427952.53706467,3824181.372072659,3067152.004992234,0.0,0.9542567032798952,2800412.087069391,0.3834665949560622,2.224829338305972,34792.15395338046,7.721179241325051,3.558385180360755,0.0,0.0,0.0,0.0,0.0,0.0,0.31417569349794594,0.0,542435.206016571,0.0,3387818.1234792066,192762.38378295768,-54139.73775587372,600253.670704134,65596.06649983552,4390.184614360738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4739115.897341192,4982420.4240757525,-4948191.424075764,459964.0,494192.9999999886
2.0,1,2004,155,47563478.99999999,66035486.0,47597707.99999998,52276659.00000001,4678951.000000035,51081295.710140884,2653343.1730762166,2963269.754665506,0.0,0.8875860043211086,2846929.327745254,0.38021307951249844,2.5316819613868025,33820.02908885765,7.764047847719464,3.558385180360755,0.0,0.0,0.0,0.0,0.0,0.0,0.31417569349794594,0.0,693155.5113053108,0.0,976334.9053692014,209443.9638768287,-60970.50888183386,640823.355744986,94978.60047985982,4591.1336005070225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558356.9614948593,2615417.3386211973,2063533.6613788374,0.0,4678951.000000035
2.0,1,2005,155,47563478.99999999,66035486.0,52276659.00000001,58690113.00000001,6413453.999999994,54516124.012821704,3434828.30268082,3111608.723926416,0.0,0.8444540385382715,2900400.9844958903,0.37600376212261766,2.9878722656284245,32966.477874574084,7.782543499393725,3.558385180360755,0.0,0.0,0.0,0.0,0.0,0.0,0.31417569349794594,0.0,1626703.144913034,0.0,604337.1215216758,263816.2621838181,-87016.78300296888,936619.486745146,90275.20315210239,2328.464571661819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3437062.9000844695,3510926.4652392697,2902527.5347607248,0.0,6413453.999999994
2.0,1,2006,155,47563478.99999999,66035486.0,58690113.00000001,64424944.99999997,5734831.999999959,57850277.81821237,3334153.80539066,3372635.915642189,0.0,0.8251541095091743,2968493.450452537,0.37538676958347605,3.273630072875872,31633.004303496185,7.8729895351010795,3.603952780661818,0.0,0.0,0.0,0.0,0.0,0.0,0.31417569349794594,0.0,2060902.9138589874,0.0,460607.2641736158,343397.98181982647,-8076.108447614502,599720.9166111833,170505.5875651614,13589.41401648926,-32738.79254264007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3607909.177055009,3656510.6557994764,2078321.3442004824,0.0,5734831.999999959
2.0,1,2007,199,49238964.999999985,73818234.0,64424944.99999997,70014924.00000001,3914493.000000055,62612924.54491803,1193745.499708456,3742531.768847252,0.0,0.9980241334568685,2929215.472349011,0.37154202438963596,3.471538263771386,32002.695562030396,7.680723815579795,3.9632681860798664,0.0,0.0,0.0,0.0,0.0,0.0,0.30348503466715826,0.0,2840225.9289933746,0.0,-1392235.2340509128,109504.87031271831,-162785.89469294445,447233.36589353735,-80205.90328772014,-35067.005667696416,-194160.27481350588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532509.8526868501,1536959.7276197872,2377533.272380268,1675486.0000000012,5589979.000000056
2.0,1,2008,223,53725603.999999985,78291320.0,70014924.00000001,83554060.99999996,9052497.999999935,74719272.62894358,7946093.393857097,3896924.8286649873,0.0,0.9397704566662355,2895500.6518289633,0.35047201012238266,3.8638884750686096,32021.54596663316,7.630155217612816,3.987652155571858,0.0,0.0,0.0,0.0,0.0,0.0,0.27814092141244223,0.0,5740427.296652503,0.0,-562210.0079597495,31373.50529906851,19484.6310960605,865095.3434197525,43469.21738421361,19045.55338172162,19047.037457013077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6175732.576730584,6122956.250182534,2929541.7498174007,4486638.999999996,13539136.999999931
2.0,1,2009,223,53725603.999999985,78291320.0,83554060.99999996,73672879.00000001,-9881181.999999946,69505284.807363,-5213987.821580582,3862212.998123986,0.0,1.1350311080918885,2873615.5909563685,0.3530681851555629,2.800585588102462,30718.835568126135,7.974824460233151,4.058198755662198,0.0,0.0,0.0,0.0,0.0,0.0,0.27814092141244223,0.0,322082.0740951318,0.0,-4192858.125590053,-107686.29109018175,83516.05164211916,-2973555.8714869195,229691.98675815735,61418.936487463754,-53338.42101312182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6630729.660197404,-6408275.589287795,-3472906.410712151,0.0,-9881181.999999946
2.0,1,2010,245,54891290.999999985,79420623.0,73672879.00000001,70894166.99999999,-3944399.000000025,71031786.9623372,532945.5090587509,3651703.660462585,0.0,1.1679414328146647,2852151.6969436985,0.35513308630725005,3.2660852247490406,29966.431743469093,7.930105432754352,4.0089942719693,0.0,0.0,0.0,0.0,0.0,0.0,0.2722342420403264,0.0,-713251.3434212198,0.0,-442997.3111347383,40009.0065416183,54586.85949873815,1269494.8542520597,139268.92163156654,6661.431357342336,53822.40478274959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407594.82350811677,425358.64675773284,-4369757.646757757,1165687.0000000005,-2778712.000000024
2.0,1,2011,268,55360618.999999985,80022377.0,70894166.99999999,75273404.99999997,3909909.999999983,75310664.07982297,4278877.117485771,3875937.024187538,0.0,1.197579923785102,2865273.642831006,0.3532018858437294,3.992770496037986,29426.82216751658,8.350291656962867,4.079186161195199,0.0,0.0,0.0,0.0,0.0,0.0,0.269926335180609,0.0,2640477.648960866,0.0,-303374.3487981232,103705.89137821851,-73946.03742686432,1647969.0713647911,107957.3476112974,71200.25977271497,-61508.848502722765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4132480.9843601766,4138846.340760745,-228936.34076076234,469328.00000000006,4379237.999999982
2.0,1,2012,290,57011928.999999985,81673687.0,75273404.99999997,81673687.00000003,4748972.000000066,80513748.97380461,3398906.4652523156,4140949.1879227594,0.0,1.1695809610757317,2873847.8133243476,0.34747122969710204,4.003753191483839,29075.687025196436,8.362440679388342,4.424885790129991,0.0,0.0,0.0,0.0,0.0,0.0,0.34080460599745693,0.0,3156452.8055407256,0.0,392868.8651495476,162974.22942206738,-213502.78853261066,28357.621067639575,76558.35431453327,-1686.9535803139772,-185714.92305118055,0.0,0.0,0.0,0.0,0.0,0.0,-56393.1627539882,0.0,3391496.7716400186,3313998.449268517,1302547.5507315497,1651310.0000000002,6267856.000000066
2.0,1,2013,290,57011928.999999985,81673687.0,81673687.00000003,85768165.99999997,4094478.9999999423,84094226.0233883,3580477.049583688,4862612.5704346225,0.0,1.250058703893384,2917601.6226869817,0.34637836707024877,3.8547261390717016,29719.319661893907,8.199510983920575,4.380354557026127,0.0,0.0,0.0,0.0,0.0,0.0,0.5100678842141967,0.0,5627998.83471746,0.0,-1511520.4010762195,244080.19313105434,-49881.799355048846,-364664.23523370555,-125694.547512918,-26129.412886768638,-6134.513480058091,0.0,0.0,0.0,0.0,0.0,0.0,-253360.7946312284,0.0,3535807.5827900497,3337281.438421628,543920.5615783137,0.0,3881201.9999999423
2.0,1,2014,290,57011928.999999985,81673687.0,85768165.99999997,84117985.99999999,-1650179.9999999802,84572252.6510508,478026.62766250107,4904447.609659306,0.0,1.2614354281215399,2945078.256791731,0.3441530957093445,3.6457047931179454,29682.614953850454,8.201402916572075,4.447543507956028,0.0,0.0,0.0,0.0,0.0,0.2349181870341555,0.5181357396274032,0.0,1257939.8777572326,0.0,107234.47443068458,205860.16546907718,-74797.6460742758,-542258.5954178413,-16155.411002503608,-2138.4084486340294,-61632.319034420085,0.0,0.0,0.0,0.0,0.0,-302246.41540393664,-3874.420160313528,0.0,552049.5666207271,530641.2167635146,-2143684.2167634945,0.0,-1613042.9999999797
2.0,1,2015,290,57011928.999999985,81673687.0,84117985.99999999,82760977.00000003,-1357008.9999999716,79907263.25170372,-4664989.399347071,4977211.784673998,0.0,1.2778337219458034,2976106.336919764,0.34353704348631453,2.670304746222497,31204.059856400225,7.951851918920337,4.584447344344374,0.0,0.0,0.0,0.0,0.0,1.208919136905541,0.6795255603436957,0.0,613492.7215609932,0.0,-683402.5838315235,224490.81910699615,-8114.072273794774,-2884146.7115554195,-313714.2310669745,-41159.793979696115,-121558.65106780716,0.0,0.0,0.0,0.0,0.0,-1298286.5837275186,-134199.62278189813,0.0,-4724774.279721815,-4638352.538216978,3221488.538217007,0.0,-1416863.9999999711
2.0,1,2016,290,57011928.999999985,81673687.0,82760977.00000003,81652157.00000003,-1108819.999999999,79557699.97624183,-349563.27546189755,5050092.680462525,0.0,1.2250585189097662,2998380.811708595,0.34039172880135266,2.36845730098871,31958.851422673306,7.482956867325082,5.269407688345365,0.0,0.0,0.0,0.0,0.0,2.2089191369055414,0.7795800945447751,0.0,1519541.6160704156,0.0,1242650.0475295323,184426.25023572703,-118734.03442424328,-1037469.6479520809,-109053.3499674681,-52368.496999153576,-466690.3831983013,0.0,0.0,0.0,0.0,0.0,-1401570.0341053503,-68138.04970947914,0.0,-335408.82882690366,-364311.8414595237,-717326.1585404765,0.0,-1081638.0
2.0,1,2017,290,57011928.999999985,81673687.0,81652157.00000003,78504089.99999999,-3148067.000000043,78368548.74060471,-1189151.235637118,5041073.941953198,0.0,1.2577969833949754,3021319.5660561216,0.33817861116871034,2.5841557617845203,31693.827253182753,7.404936930129131,5.509938058752582,0.0,0.0,0.0,0.0,0.0,3.208919136905541,0.8055791446733894,0.0,142859.53388056674,0.0,-437327.59233952366,190588.82907883168,-90267.37177894513,760261.8480405101,32689.007518680824,-38061.50776652771,-231092.10843844793,0.0,0.0,0.0,0.0,0.0,-1382791.9947255508,-105414.31181703495,0.0,-1196156.8263426165,-1197963.9890375445,-1965069.0109624988,0.0,-3163033.000000043
2.0,1,2018,290,57011928.999999985,81673687.0,78504089.99999999,76851197.00000004,-1652892.9999999441,78056490.24741834,-312058.4931863605,5087908.412124013,0.0,1.2557276465082503,3045539.47900957,0.34064764087298893,2.867404808737484,31798.715648167254,7.234377963250462,5.8615759225582424,0.0,0.0,0.0,0.0,0.0,4.208919136905541,0.8403890175335061,0.5472642751659921,1665517.4373630658,0.0,273999.31740197516,169507.64011540634,93704.03713790423,913291.8296886012,-22454.362122998406,-38708.649168589276,-282503.3328579517,0.0,0.0,0.0,0.0,0.0,-1329478.9898228173,-28362.405985345034,-1784541.6476983987,-399607.8717224669,-306385.4271304367,-1328843.5728695071,0.0,-1635228.9999999437
3.0,0,2002,1590,93361892.0,126415320.0,0.0,93361892.0,0.0,104542493.63542111,0.0,2436593.4779696306,0.0,0.9032781122438395,625427.9987299526,0.24101167174693017,1.9327110653241693,34213.9259747588,6.686646296435381,3.3043487636261704,0.0,0.0,0.0,0.0,0.0,0.0,0.03037252072826459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93361892.0,93361892.0
3.0,0,2003,1881,107017640.0,144172399.0,93361892.0,106709732.00000003,-307907.99999998417,122256352.4500326,3728442.227306753,2233198.8911159504,0.0,0.858391245666022,606473.7860828445,0.23853130071381315,2.175428902625773,33123.494929623936,6.827657074011349,3.1964995583905607,0.0,0.0,0.0,0.0,0.0,0.0,0.026496902753602117,0.0,210946.16038671343,0.0,750123.5336344109,619693.3856397079,-150446.42685124,1124939.530709528,244314.07146916844,28548.958027222892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2882037.921345152,2964042.88065603,-3271349.880656014,13655748.0,13348441.000000015
3.0,0,2004,2467,151968379.0,195328644.0,106709732.00000003,152484264.0,823792.9999999804,172793275.87529603,4890977.70523685,2306245.577937355,0.0,0.8526077429221257,611693.8400438278,0.24408513500852574,2.4979813251360663,30558.561992459043,7.066984276182877,3.1096136229761324,0.0,0.0,0.0,0.0,0.0,0.0,0.018659381765202616,0.0,1290539.5789505397,0.0,259742.87566663403,819610.8463596117,-11751.093959098627,1522541.1544876,374178.94852701994,23507.684944209686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4267670.89617385,4382271.130881718,-3561485.1308817356,44950739.0,45771524.999999985
3.0,0,2005,3019,179482597.0,231594576.0,152484264.0,183906927.0,3908444.9999999935,206969469.59178078,3757364.6440720297,2099012.6453733784,0.0,0.832919993749873,623605.4970942934,0.23106518352019925,2.963679865403886,29296.88526487322,7.045178511596865,3.1541646759211988,0.0,0.0,0.0,0.0,0.0,0.0,0.01579894679148196,0.0,-1636303.0642792576,0.0,484884.0569290548,1281055.5727811777,-371715.07476247253,2875383.0165413483,469036.19919864845,33185.64897171456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072608.759347247,3109989.473736088,720259.5262639059,27514218.0,31344466.999999993
3.0,0,2006,3637,205950695.0,264702125.0,183906927.0,223127262.00000003,12752237.000000034,246643086.12042937,9742333.605191747,1996582.2992606508,0.0,0.8587490219638221,625346.506410734,0.22820859414647335,3.25527416816923,27812.987350267256,7.024741965886544,3.5884451611100414,0.0,0.0,0.0,0.0,0.0,0.0,0.013768518722405865,0.0,3336398.716873649,0.0,-270664.29827368155,1645823.2743395688,-35283.67794661113,1880553.9104957618,786087.6534983979,48066.55110094381,-507262.0482047651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6950064.144226285,7190646.143942872,5598327.856057166,26468097.999999993,39257072.00000003
3.0,0,2007,3929,218134244.0,278272739.0,223127262.00000003,244013701.0,8702889.999999989,266380376.97446033,5925179.325666178,2003873.1521186286,0.0,0.8553307482958121,623133.823903214,0.22073030793252674,3.433478254874552,28098.797510458066,7.174146498245368,3.719708442017935,0.0,0.0,0.0,0.0,0.0,0.0,0.01299949951920433,0.0,3504604.6953948555,0.0,306706.0341741116,643921.3166604401,-341156.30106238957,1361887.6910156226,-191472.9427312559,44259.8045935717,-263150.8773965991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4996459.75701792,4991202.363032842,3633534.6369671454,12183549.000000002,20808285.99999998
3.0,0,2008,3961,222149843.0,283132628.0,244013701.0,265912325.0,17883025.00000001,278678877.94219995,7228955.980721945,2045451.3560733872,0.0,0.8367588098993162,631406.7649657473,0.2142332512508587,3.8553356378928423,28303.270758760606,7.135702416409093,3.721821454539583,0.0,0.0,0.0,0.0,0.0,0.0,0.012764519486966282,0.0,1928564.8592785115,0.0,1139762.0527251628,230319.84237409505,-429151.5143451484,3276487.491308488,-124335.97568381528,-13670.9124128284,63390.073228090674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6048946.722241595,6113031.344307322,11794239.65569269,4015598.999999997,21922870.0
3.0,0,2009,4061,235398184.0,298120651.0,265912325.0,271144146.99999994,-8016519.000000027,280779282.69672203,-10506110.420345066,2019529.288407386,0.0,0.8788058380979518,609605.2800536654,0.2208146492497639,2.786362418891047,26722.04127340166,7.178415948952266,3.718743516729932,0.0,0.0,0.0,0.0,0.0,0.0,0.012046125215647373,0.0,1625312.1451640846,0.0,-3987395.21654602,-229068.56043671188,706079.674704454,-9545833.61394086,1000722.0371821184,49292.58887556908,86119.14166672331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10217958.770791663,-10216091.692647545,2236559.6926475135,13248340.999999993,5268808.99999996
3.0,0,2010,4125,237168721.0,301099961.0,271144146.99999994,275991775.00000006,3077091.000000014,290480503.1360753,7315487.928328698,1978915.2493904748,0.0,0.8611925140160182,612874.2069129604,0.22330040009627147,3.2463067363760847,26688.25603915409,7.435073328493428,4.076624109719761,0.0,0.0,0.0,0.0,0.0,0.0,0.028423094628907665,0.0,656377.1122655658,0.0,1418616.1654199888,498902.8438658763,278309.6038658971,4600649.878207612,-62237.67248450123,153181.6786117244,-676738.6867153115,0.0,0.0,0.0,0.0,0.0,0.0,-54997.38960568095,0.0,6780094.638661662,6862750.522354351,-3757680.5223543346,1770537.0000000014,4875607.000000015
3.0,0,2011,4190,238441735.0,302346992.0,275991775.00000006,293951540.0,16686751.00000002,300805862.138217,9612639.680216579,1946387.8468207,0.0,0.826897736791989,614648.4643480967,0.21560801705150962,3.989888700422348,26432.95466378652,7.489976490692788,3.942773775740224,0.0,0.009298718196292266,0.0,0.0,0.0,0.0,0.02827134687641826,0.0,-308200.179325856,0.0,2495072.324575739,380535.72674090083,-735322.975338201,6646712.375940972,116940.94912147631,55220.895955116954,206568.80303672422,0.0,107987.50859886491,0.0,0.0,0.0,0.0,0.0,0.0,8891980.24489226,8955798.58582172,7648431.4141783025,1273013.9999999995,17877244.000000022
3.0,0,2012,4289,244651063.0,308556320.0,293951540.0,308556319.99999994,8395451.999999909,307833053.41865057,-55002.01265828026,1935564.754765754,0.0,0.8282175769253152,608223.9675215333,0.20287939749310768,3.9967645859037226,25928.146323228397,7.330939047953371,3.796474549141856,0.0,0.018125427069981697,0.0,0.0,0.0,0.0,0.038681875663871546,0.0,510453.11527537694,0.0,-329574.2943317455,503244.8127546157,-1206562.8715616483,70144.14511878502,350281.9277022056,-71109.49729773898,291808.30933791597,0.0,104451.62753195215,0.0,0.0,0.0,0.0,-35706.55591926108,0.0,236190.02690304958,304790.92275111837,8058775.077248791,6209327.999999999,14572893.999999912
