CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,TSD_WA_EMP_PCT_LEHD,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS_POW,YEARS_SINCE_TNC_RAIL_POW,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,TSD_WA_EMP_PCT_LEHD_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_POW_FAC,YEARS_SINCE_TNC_RAIL_POW_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,0,2012,190,2522641888.0,2541057031.0,2507911502.000001,2541057030.9999995,33145528.99999903,2586871143.914459,-23208454.520826384,63654979.010832,1.0331937282706827,10106162.130560195,62.67015533598128,4.140214257275543,32885.7085785359,9.958940532822863,4.987356848646763,0.6085230794924816,0.0,-21040673.42533197,485255.6031951109,11954509.89654599,-2852385.4156887676,4221052.119294898,2931095.400268824,-2711596.4409388686,-2386023.4116815235,-12883271.18485978,0.0,-22282036.859196085,-22349517.4280579,55495046.428056926,0.0,33145528.99999903
1.0,0,2013,190,2522641888.0,2541057031.0,2541057030.9999995,2538567550.000001,-2489480.9999990985,2549879822.453799,-36991321.460660964,64440490.50185641,1.0525608051525281,10218543.93976726,62.59056107944897,3.9654549378235004,33089.926406244245,9.695200702110121,4.990027977129983,1.800045656868117,0.0,23290005.813989326,-11429634.320374167,11186318.043788068,-244218.74184298125,-16367662.37942287,-2910725.0852503288,-6352328.629201947,-34463.51418727153,-33044840.623094384,0.0,-35907549.435596555,-35920364.654246025,33430883.654246923,0.0,-2489480.9999990985
1.0,0,2014,190,2522641888.0,2541057031.0,2538567550.000001,2510923485.999999,-27644064.000002045,2484306020.1997757,-65573802.25402344,64472290.6259952,1.0552857020000461,10358402.722098505,62.420941261014576,3.757632076906906,33372.44649362026,9.64365408837213,5.143028107483799,3.5989946252606555,0.0,4286455.3566237865,-3240571.4705383726,13278306.939011676,-581884.6412204275,-20400703.65588188,-4235905.568110536,-1562842.3787831198,-3792363.018037609,-49840447.839538254,0.0,-66089956.27647472,-65689597.6619499,38045533.661947854,0.0,-27644064.000002045
1.0,0,2015,190,2522641888.0,2541057031.0,2510923485.999999,2445688117.000001,-65235368.99999772,2319705813.6606145,-164600206.5391613,65239258.51204985,1.0818127292498356,10472818.645738743,62.2169479368701,2.8576666928336514,34516.89053111851,9.510527451972603,5.284222653366168,5.968183939781962,0.0,24578797.568682786,-18755216.1608778,11459361.735949202,-703654.0437036906,-98675129.4115121,-16368211.04285598,-3131493.346131526,-3115203.236981669,-64571504.420723274,0.0,-169282252.35815406,-166590423.80103645,101355054.80103876,0.0,-65235368.99999771
1.0,0,2016,190,2522641888.0,2541057031.0,2445688117.000001,2323506883.0000005,-122181234.00000072,2203972741.2010274,-115733072.45958656,66113243.24680118,1.104717302622811,10554924.899873944,62.109875398680614,2.5185717610537024,35303.22951100643,9.381259123522486,5.715785148652855,8.803342922281983,0.0,23551594.268770188,-14901856.63730863,8639051.16993831,-358318.33053690125,-41546485.112889245,-10529205.114636999,-3161329.498917079,-9790969.090073826,-75193436.41824268,0.0,-123290954.76389685,-121784592.5808378,-396641.4191629328,0.0,-122181234.00000072
1.0,0,2017,190,2522641888.0,2541057031.0,2323506883.0000005,2230802096.9999995,-92704786.00000066,2177446162.163618,-26526579.037408944,66222639.767624594,1.0654314734435388,10662889.412182815,61.83586323449242,2.7392459466138064,36103.068578746366,9.23344619094028,5.884423667787759,12.020895209428156,0.0,12008063.75546192,22766659.375045583,10030708.619624808,-876131.5292467007,26931177.911786538,-10416414.40541407,-3298064.861087825,-3614002.7476744177,-81021512.63328344,0.0,-27489516.5147876,-28949927.413463622,-63754858.58653704,0.0,-92704786.00000066
1.0,0,2018,190,2522641888.0,2541057031.0,2230802096.9999995,2176386603.0000005,-54415493.99999925,2142325692.9406424,-35120469.22297657,66335689.74926932,1.0328058269144271,10741812.06997656,62.05130165746771,3.04606558246051,36989.70148767346,9.096285973060793,6.1187931809606075,15.576102483845704,0.0,9242985.533507247,18701940.165257648,7765234.946586301,656394.5522754055,33069792.74753607,-10585718.311330361,-3013495.623531025,-4856951.140900444,-85867707.57175674,0.0,-34887524.702355884,-36705030.09469575,-17710463.9053035,0.0,-54415493.99999925
1.0,1,2002,150,1292016171.9999993,1615530131.0,0.0,1292016171.9999993,0.0,971705202.1734791,0.0,49814785.82760192,1.6449755572275602,8445944.209983494,46.77359186263105,1.9566243795576885,43672.133831359766,11.080959921196712,3.903983803230599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292016171.9999993,1292016171.9999993
1.0,1,2003,150,1292016171.9999993,1615530131.0,1292016171.9999993,1278422089.9999995,-13594081.99999951,1274732287.4788687,74881785.6481263,53476957.51965334,1.6347740643854307,8588747.439730044,48.233925770880376,2.234740756442172,42662.37787938272,10.99289217665458,3.903983803230599,0.0,0.0,55104341.250927106,1771827.4368952017,8602862.912300436,451157.8301680522,21965992.53538762,6012551.684875179,-1116563.833858616,0.0,0.0,0.0,83391204.31665644,84981879.10469197,-94814017.10469183,0.0,-9832137.999999871
1.0,1,2004,160,1299712058.9999993,1626917221.0,1278422089.9999995,1357509238.0000007,71391261.00000082,1352954708.623241,70305736.36226906,53624570.06095655,1.603999765257398,8759934.671476807,48.08247766266773,2.5567289224811294,41255.15616440346,10.884847513136755,3.898038989649783,0.0,0.0,20650186.733467497,10433106.472673925,10316907.670396175,-345891.7922179244,23281433.398293283,8168972.596438901,-1103650.5944982208,0.0,0.0,0.0,71401064.48455364,73698990.26207626,-2307729.2620754545,7695887.0000000065,79087148.00000083
1.0,1,2005,170,1307613726.9999993,1638115735.0,1357509238.0000007,1408403510.999999,42992604.99999858,1414519236.6480052,53389476.08857569,53761949.449261285,1.6174486989549746,8923104.812141366,47.86159295448837,3.015798909870116,40064.46204069296,10.763717372852264,3.8998636842086314,0.0,0.0,8532891.888520615,-4730461.222732811,11196853.913403507,-407546.53935349954,31553680.523322776,7961483.087714497,-1229912.6612895315,0.0,0.0,0.0,52876988.98958555,53307355.28707902,-10314750.287080443,7901667.999999994,50894272.99999857
1.0,1,2006,170,1307613726.9999993,1638115735.0,1408403510.999999,1469130430.0000007,60726919.00000182,1483479208.121696,68959971.47369073,55473498.63377548,1.6598973475673562,9174149.74755593,47.50969193821701,3.307445202756731,38281.87925044625,10.693748670955944,4.16677204054772,0.0,0.0,39392233.49906461,-10698646.349814463,14783455.531744156,-655092.0057765632,18781857.757561307,12735238.894706296,-994043.049475391,-3498749.625628497,0.0,0.0,69846254.65238144,70325892.64042147,-9598973.640419655,0.0,60726919.00000182
1.0,1,2007,170,1307613726.9999993,1638115735.0,1469130430.0000007,1495052844.0000002,25922413.999999456,1551180057.9757996,67700849.85410398,59233535.89410471,1.6705105768762236,9238295.083126336,47.56434265960084,3.472144844724852,38811.65439343511,10.55285663823564,4.381753284393289,0.0,0.0,69023936.08777189,-3909401.210155634,4237918.837196119,97013.43939198746,10405715.85742543,-3834683.744155756,-1967451.0201933454,-2923844.4392918097,0.0,0.0,71129203.80798888,71065929.54470913,-45143515.544709675,0.0,25922413.999999456
1.0,1,2008,170,1307613726.9999993,1638115735.0,1495052844.0000002,1569203376.000001,74150532.00000069,1596923440.582443,45743382.60664314,60581042.589064464,1.7239372857732649,9282061.638698101,47.6413328191196,3.905201949835374,38751.55287967155,10.69754050976707,4.477509349517557,0.0,0.0,30686569.48225534,-17138469.849144425,3588246.246600397,156199.05518326437,26352681.910848714,207712.86896900088,2130239.906270219,-1240996.2283136381,0.0,0.0,44742183.392668866,44641517.27794993,29509014.722050764,0.0,74150532.00000069
1.0,1,2009,180,1318962067.9999993,1652157743.0,1569203376.000001,1550224962.9999995,-30326754.000001535,1526084954.4430091,-86966973.40181719,60094979.920444734,1.8300204332162906,9213955.771536332,48.16628414800381,2.8468452607200376,37106.28768529181,10.794676571024784,4.640511703252408,0.0,0.0,7594509.112278463,-36400569.61880848,-1158248.9791916818,923864.6838792858,-70550839.4375732,13599866.522213804,1886176.5258235855,-2405605.888023083,0.0,0.0,-86510847.0794013,-86116629.2518537,55789875.25185217,11348341.000000006,-18978413.000001524
1.0,1,2010,190,1348461645.9999993,1684310471.0,1550224962.9999995,1584263533.0000002,4538992.000000615,1611500730.0137384,57029667.537359945,58921440.61759477,1.840247588289843,9102911.018159462,55.722994049926506,3.30328017509554,36265.80852433547,11.084825245322547,4.860558554143704,0.0,0.0,-824844.6867922954,-502594.9395542424,1561138.7765503093,16708379.090566836,33184032.948014908,7404189.228709204,4372027.22056332,-3313952.3772621793,0.0,0.0,58588375.26079588,58378111.67697906,-53839119.67697845,29499578.0,34038570.00000062
1.0,1,2011,190,1348461645.9999993,1684310471.0,1584263533.0000002,1649966415.0000002,65702881.99999989,1678264214.1539955,66763484.14025668,59029313.6300401,1.8564863393677276,9187108.464835577,55.372683195499064,4.054846028529312,35665.44924372962,11.381459884458591,4.824749344112973,0.0,0.12169437631895379,5305829.441221178,-4837888.520956826,5965811.568887741,-735398.537191391,48743686.81758644,5202290.539066676,4669412.189810108,572092.0827142815,0.0,2690.5799994979,64888526.16113769,65560761.23185089,142120.7681489922,0.0,65702881.99999989
1.0,1,2012,190,1348461645.9999993,1684310471.0,1649966415.0000002,1684310471.0000002,34344055.99999991,1716009163.6091807,37744949.45518583,60620023.9843658,1.869854584851908,9293102.742620526,54.447871865919794,4.083216373152744,35327.404692929784,11.26917532499845,4.881582318508153,0.0,0.7181410653394641,34128721.412926145,-3023233.1931646923,7568731.34083592,-1986043.5026690217,1803603.4527780507,2951344.2320314003,-1832297.91815481,-913615.2384986673,0.0,13982.60229681725,38711193.188381135,39147613.772392616,-4803557.772392709,0.0,34344055.99999991
1.0,1,2013,190,1348461645.9999993,1684310471.0,1684310471.0000002,1692923428.0000007,8612957.000000417,1695288625.915901,-20720537.693280138,61912327.96519177,2.002397801512324,9387755.496650938,54.53456313751985,3.9249606180582464,35621.55127638874,10.930591668700675,4.8838862169610415,0.0,2.1174376172745224,31848983.666872505,-39380605.7566918,6857699.314640323,143292.39322645403,-10118845.30246284,-2837079.404327025,-5522806.083952508,-44981.58423652082,0.0,33756.62357980258,-19020586.13335162,-19542614.487234574,28155571.487234984,0.0,8612957.000000415
1.0,1,2014,190,1348461645.9999993,1684310471.0,1692923428.0000007,1741056553.0,48133124.999999456,1734814002.8484125,39525376.93251154,63808073.87868043,1.9743789871324182,9499424.734585779,54.361282851068715,3.714473176719332,35751.00140994326,10.899748533767344,5.136309629528758,0.0,4.155181045514966,43762547.76277867,7602766.3497983,8092354.214136135,-361140.7477220234,-13880921.721401729,-1717826.7425355576,-622427.0998541791,-3797032.369561526,0.0,49456.13233281367,39127775.777970895,39462336.74488619,8670788.255113274,0.0,48133124.999999456
1.0,1,2015,190,1348461645.9999993,1684310471.0,1741056553.0,1722971063.9999995,-18085489.000000395,1643084566.402269,-91729436.44614302,64475637.40105674,2.1168833723129103,9597316.039325247,54.28808952273855,2.732754028623962,36768.10200486439,10.90634035688398,5.159796659207317,0.0,6.704189914343047,21944092.336153638,-38470574.94140579,7493807.228419919,-271942.78750252863,-74154372.0477088,-9946821.083068319,-203099.6513154998,-499787.92416082,0.0,64133.474930423574,-94044565.39565776,-93419609.27692403,75334120.27692363,0.0,-18085489.000000395
1.0,1,2016,190,1348461645.9999993,1684310471.0,1722971063.9999995,1698078949.999999,-24892114.000000734,1619249399.45411,-23835166.948159434,64972951.7216145,2.1667661301475274,9670646.831501197,54.25334093518584,2.4309537042598244,37585.313674696874,10.82197380818201,5.667432337560159,0.0,9.676489475164349,27905990.371148076,-11891425.548195543,5644747.941111134,-83190.43167783269,-27529667.363094836,-7262092.9779588645,-1681049.5753642924,-7928324.712727741,0.0,74171.09698914766,-22750841.199770756,-23208557.359208338,-1683556.6407923996,0.0,-24892114.000000734
