RAIL_FLAG,CLUSTER_APTA4,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018_BUS,FARE_per_UPT_cleaned_2018_RAIL,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_WMATA,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_BUS_log_FAC,FARE_per_UPT_cleaned_2018_RAIL_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_WMATA_FAC,YEARS_SINCE_TNC_BUS_HI_FAC,YEARS_SINCE_TNC_BUS_MID_FAC,YEARS_SINCE_TNC_BUS_LOW_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
0,1.0,2002,170,2217749582.0,2203565452.0,0.0,2217749582.0,0.0,2099761030.3544629,0.0,69431799.63651021,0.9102786428414076,0.0,9573567.143826585,1.9989229721545723,39381.469965213546,9.917688029711911,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217749582.0,2217749582.0
0,1.0,2003,170,2217749582.0,2203565452.0,2217749582.0,2150502598.9999995,-67246983.00000018,2129643340.7778282,29882310.42336524,69475683.83844686,0.9168707344014717,0.0,9715711.202587085,2.3077092528229817,38481.401179128,9.826644160485746,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1900966.194039564,-2851567.9719882524,0.0,14556846.824460596,21596439.064902928,5363182.480891429,-5127485.501447444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31636448.7027797,32202212.507862285,-99449195.50786245,0.0,-67246983.00000018
0,1.0,2004,180,2396974805.0,2389867700.0,2150502598.9999995,2410970010.0,81242188.0000003,2402189124.4242735,89058115.85940205,71765534.23904203,0.8811162918022641,0.0,9734314.782684496,2.6074594940736557,38183.58992380748,9.786967609269468,3.9555663396720595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27752612.757451057,18915503.17165919,0.0,17283866.49354633,19507986.66934931,7313651.055212958,-4889719.131557325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85883901.01566152,87522225.36388326,-6280037.363882971,179225222.99999985,260467411.00000015
0,1.0,2005,190,2522641888.0,2541057031.0,2410970010.0,2568753503.9999986,32116410.999998577,2582677308.414769,16219151.34756231,70767074.60414761,0.908709006019361,0.0,9670224.811546005,3.0629169958820954,37264.37843132749,9.582088124551113,3.982687664464881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22161708.80480345,-8835567.815459512,0.0,19945350.64436482,28433223.44551353,7063959.089732912,-7299182.858962804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17146073.700385496,16917998.724287473,15198412.27571111,125667082.9999998,157783493.9999984
0,1.0,2006,190,2522641888.0,2541057031.0,2568753503.9999986,2599108817.0000005,30355313.00000269,2626103366.232857,43426057.818087086,70624705.90615213,0.8978368338450172,0.0,9915449.723039184,3.355692065332699,35771.54082711947,9.461948548410053,4.30155178767887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5283802.543358862,6348870.679487584,0.0,27031424.428469747,17908511.707516637,11429256.379795711,-8117200.935158733,-3497515.656815225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45819544.059936844,45834625.4926163,-15479312.492613625,0.0,30355313.00000269
0,1.0,2007,190,2522641888.0,2541057031.0,2599108817.0000005,2608864140.999998,9755323.999997467,2633979127.9882812,7875761.755424462,71582714.3552377,0.9208602306105821,0.0,9964969.76569808,3.5310062793786834,36276.70610874326,9.294565235999123,4.4274885399032895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23293111.360297445,-15627188.917933114,0.0,7443053.745070685,10238178.264714673,-3965155.097880053,-10772152.78446161,-1506860.042287494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9102986.527520534,8992381.930806555,762942.069190912,0.0,9755323.999997465
0,1.0,2008,190,2522641888.0,2541057031.0,2608864140.999998,2692308348.999999,83444208.00000104,2696373200.9232373,62394072.93495548,71889164.49129106,0.9010416255067859,0.0,9988399.397412283,3.9554554445044965,36238.91881751508,9.4554621860263,4.508747727850302,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,11064077.917661058,11668691.575631123,0.0,4921480.8360545635,23429579.789468057,367488.56437337276,10810091.90534519,-914556.4146084848,0.0,0.0,0.0,0.0,0.0,0.0,-1348754.0096289841,0.0,59998100.16429588,60592768.44277066,22851439.557230383,0.0,83444208.00000104
0,1.0,2009,190,2522641888.0,2541057031.0,2692308348.999999,2564111221.0,-128197127.99999961,2577348842.011381,-119024358.91185555,70967398.25016546,0.9931869137659665,0.0,9910892.792191492,2.9101362046971992,34545.635455789095,9.56712468936851,4.71934066604225,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,-15003488.316536104,-58319453.461939365,0.0,-4642235.063903925,-62978378.86607498,14666957.174160946,7700886.659452988,-2459281.151498075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121034993.02633852,-119690357.49274838,-8506770.50725124,0.0,-128197127.99999961
0,1.0,2010,190,2522641888.0,2541057031.0,2564111221.0,2477369489.000001,-86741731.99999885,2546905821.4093328,-30443020.602048233,67087317.041166835,1.011159790656542,0.0,9893600.100512411,3.3619635552803038,33716.16047501595,9.777768115309279,4.947970199525997,0.0,0.0,0.0,0.0,0.0,0.0,0.12768546400986416,0.0,-65501743.256753534,-10363039.784578793,0.0,542449.3030172456,28186997.53743092,6988999.296307633,14342228.35039316,-2543107.526599251,0.0,0.0,0.0,0.0,0.0,0.0,-1150157.2584583135,0.0,-29497373.33924093,-29937650.23007632,-56804081.76992252,0.0,-86741731.99999885
0,1.0,2011,190,2522641888.0,2541057031.0,2477369489.000001,2507911502.000001,30542012.999999788,2558349615.791834,11443794.382500406,64589050.37874564,1.0324809727559339,0.0,9986664.09812566,4.092877324958459,33057.754898560874,10.06543443647519,4.895036823554085,0.0,0.12496612797067758,0.0,0.0,0.0,0.0,0.16867203705134062,0.0,-43714420.93211732,-11408853.82226974,0.0,9832319.91434328,38666461.507579006,5443561.252859346,18608822.84152186,601374.9064514888,0.0,-4170331.4852415845,0.0,0.0,0.0,0.0,-796325.0537083853,0.0,13062609.12941796,12136105.0537221,18405907.94627769,0.0,30542012.999999788
