,CBSA,MNAME,Mode,Year,Tot_Pop,TNC_FLAG,YEARS_SINCE_TNC,UBER_NET_REVENUE
319,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Rail,2015,2390244.0,1,1,1690
559,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Rail,2016,2425325.0,1,2,4964
836,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Rail,2017,2451560.0,1,3,7932
1125,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Rail,2018,2480006.5,1,4,11270
555,38940,"Port St. Lucie, FL Metro Area",Bus,2016,465208.0,1,0,4964
832,38940,"Port St. Lucie, FL Metro Area",Bus,2017,473429.0,1,1,7932
1121,38940,"Port St. Lucie, FL Metro Area",Bus,2018,482185.25,1,2,11270
837,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",Bus,2017,1621122.0,1,0,7932
1126,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",Bus,2018,1626321.0,1,1,11270
560,39380,"Pueblo, CO Metro Area",Bus,2016,165123.0,1,0,4964
838,39380,"Pueblo, CO Metro Area",Bus,2017,166475.0,1,1,7932
1127,39380,"Pueblo, CO Metro Area",Bus,2018,167872.0,1,2,11270
320,39540,"Racine, WI Metro Area",Bus,2015,195080.0,1,0,1690
561,39540,"Racine, WI Metro Area",Bus,2016,195140.0,1,1,4964
839,39540,"Racine, WI Metro Area",Bus,2017,196071.0,1,2,7932
1128,39540,"Racine, WI Metro Area",Bus,2018,196784.25,1,3,11270
121,39580,"Raleigh-Cary, NC Metro Area",Bus,2014,1242974.0,1,0,445
321,39580,"Raleigh-Cary, NC Metro Area",Bus,2015,1273568.0,1,1,1690
562,39580,"Raleigh-Cary, NC Metro Area",Bus,2016,1302946.0,1,2,4964
840,39580,"Raleigh-Cary, NC Metro Area",Bus,2017,1335079.0,1,3,7932
1129,39580,"Raleigh-Cary, NC Metro Area",Bus,2018,1366523.25,1,4,11270
322,39740,"Reading, PA Metro Area",Bus,2015,415271.0,1,0,1690
563,39740,"Reading, PA Metro Area",Bus,2016,414812.0,1,1,4964
841,39740,"Reading, PA Metro Area",Bus,2017,417854.0,1,2,7932
1130,39740,"Reading, PA Metro Area",Bus,2018,420020.75,1,3,11270
564,39820,"Redding, CA Metro Area",Bus,2016,179631.0,1,0,4964
842,39820,"Redding, CA Metro Area",Bus,2017,179921.0,1,1,7932
1131,39820,"Redding, CA Metro Area",Bus,2018,180163.0,1,2,11270
122,39900,"Reno-Sparks, NV Metro Area",Bus,2014,444487.0,1,0,445
323,39900,"Reno-Sparks, NV Metro Area",Bus,2015,451138.0,1,1,1690
565,39900,"Reno-Sparks, NV Metro Area",Bus,2016,457387.0,1,2,4964
843,39900,"Reno-Sparks, NV Metro Area",Bus,2017,465208.0,1,3,7932
1132,39900,"Reno-Sparks, NV Metro Area",Bus,2018,472636.0,1,4,11270
123,40060,"Richmond, VA Metro Area",Bus,2014,1260668.0,1,0,445
324,40060,"Richmond, VA Metro Area",Bus,2015,1271142.0,1,1,1690
566,40060,"Richmond, VA Metro Area",Bus,2016,1282066.0,1,2,4964
844,40060,"Richmond, VA Metro Area",Bus,2017,1301540.0,1,3,7932
1133,40060,"Richmond, VA Metro Area",Bus,2018,1318876.5,1,4,11270
124,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",Bus,2014,4441890.0,1,0,445
325,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",Bus,2015,4489159.0,1,1,1690
567,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",Bus,2016,4527837.0,1,2,4964
845,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",Bus,2017,4580670.0,1,3,7932
1134,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",Bus,2018,4629964.25,1,4,11270
125,40220,"Roanoke, VA Metro Area",Bus,2014,312837.0,1,0,445
326,40220,"Roanoke, VA Metro Area",Bus,2015,311901.0,1,1,1690
568,40220,"Roanoke, VA Metro Area",Bus,2016,312576.0,1,2,4964
846,40220,"Roanoke, VA Metro Area",Bus,2017,312688.0,1,3,7932
1135,40220,"Roanoke, VA Metro Area",Bus,2018,312940.75,1,4,11270
847,40340,"Rochester, MN Metro Area",Bus,2017,218280.0,1,0,7932
1136,40340,"Rochester, MN Metro Area",Bus,2018,220579.75,1,1,11270
126,40380,"Rochester, NY Metro Area",Bus,2014,1083393.0,1,0,445
327,40380,"Rochester, NY Metro Area",Bus,2015,1081954.0,1,1,1690
569,40380,"Rochester, NY Metro Area",Bus,2016,1078879.0,1,2,4964
848,40380,"Rochester, NY Metro Area",Bus,2017,1077948.0,1,3,7932
1137,40380,"Rochester, NY Metro Area",Bus,2018,1076481.0,1,4,11270
328,40420,"Rockford, IL Metro Area",Bus,2015,340663.0,1,0,1690
570,40420,"Rockford, IL Metro Area",Bus,2016,339376.0,1,1,4964
849,40420,"Rockford, IL Metro Area",Bus,2017,338291.0,1,2,7932
1138,40420,"Rockford, IL Metro Area",Bus,2018,337155.5,1,3,11270
571,40660,"Rome, GA Metro Area",Bus,2016,96560.0,1,0,4964
850,40660,"Rome, GA Metro Area",Bus,2017,97613.0,1,1,7932
1139,40660,"Rome, GA Metro Area",Bus,2018,98416.75,1,2,11270
1268,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2013,2215770.0,1,0,103
127,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2014,2244397.0,1,1,445
329,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2015,2274194.0,1,2,1690
572,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2016,2296418.0,1,3,4964
851,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2017,2324884.0,1,4,7932
1140,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2018,2351789.5,1,5,11270
1269,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2013,2215770.0,1,0,103
128,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2014,2244397.0,1,1,445
330,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2015,2274194.0,1,2,1690
573,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2016,2296418.0,1,3,4964
852,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2017,2324884.0,1,4,7932
1141,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2018,2351789.5,1,5,11270
853,40980,"Saginaw-Saginaw Township North, MI Metro Area",Bus,2017,191934.0,1,0,7932
1142,40980,"Saginaw-Saginaw Township North, MI Metro Area",Bus,2018,191394.75,1,1,11270
883,41060,"St. Cloud, MN Metro Area",Bus,2017,197759.0,1,0,7932
1173,41060,"St. Cloud, MN Metro Area",Bus,2018,199651.75,1,1,11270
147,41180,"St. Louis, MO-IL Metro Area",Bus,2014,2805856.0,1,0,445
353,41180,"St. Louis, MO-IL Metro Area",Bus,2015,2812313.0,1,1,1690
600,41180,"St. Louis, MO-IL Metro Area",Bus,2016,2807954.0,1,2,4964
884,41180,"St. Louis, MO-IL Metro Area",Bus,2017,2807216.0,1,3,7932
1174,41180,"St. Louis, MO-IL Metro Area",Bus,2018,2805572.75,1,4,11270
148,41180,"St. Louis, MO-IL Metro Area",Rail,2014,2805856.0,1,0,445
354,41180,"St. Louis, MO-IL Metro Area",Rail,2015,2812313.0,1,1,1690
601,41180,"St. Louis, MO-IL Metro Area",Rail,2016,2807954.0,1,2,4964
885,41180,"St. Louis, MO-IL Metro Area",Rail,2017,2807216.0,1,3,7932
1175,41180,"St. Louis, MO-IL Metro Area",Rail,2018,2805572.75,1,4,11270
854,41420,"Salem, OR Metro Area",Bus,2017,424982.0,1,0,7932
1143,41420,"Salem, OR Metro Area",Bus,2018,432126.25,1,1,11270
129,41500,"Salinas, CA Metro Area",Bus,2014,431344.0,1,0,445
331,41500,"Salinas, CA Metro Area",Bus,2015,433898.0,1,1,1690
574,41500,"Salinas, CA Metro Area",Bus,2016,435232.0,1,2,4964
855,41500,"Salinas, CA Metro Area",Bus,2017,437907.0,1,3,7932
1144,41500,"Salinas, CA Metro Area",Bus,2018,440246.75,1,4,11270
575,41540,"Salisbury, MD Metro Area",Bus,2016,400200.0,1,0,4964
856,41540,"Salisbury, MD Metro Area",Bus,2017,405853.0,1,1,7932
1145,41540,"Salisbury, MD Metro Area",Bus,2018,411317.75,1,2,11270
130,41620,"Salt Lake City, UT Metro Area",Bus,2014,1153340.0,1,0,445
332,41620,"Salt Lake City, UT Metro Area",Bus,2015,1170266.0,1,1,1690
576,41620,"Salt Lake City, UT Metro Area",Bus,2016,1186187.0,1,2,4964
857,41620,"Salt Lake City, UT Metro Area",Bus,2017,1203105.0,1,3,7932
1146,41620,"Salt Lake City, UT Metro Area",Bus,2018,1219773.75,1,4,11270
131,41620,"Salt Lake City, UT Metro Area",Rail,2014,1153340.0,1,0,445
333,41620,"Salt Lake City, UT Metro Area",Rail,2015,1170266.0,1,1,1690
577,41620,"Salt Lake City, UT Metro Area",Rail,2016,1186187.0,1,2,4964
858,41620,"Salt Lake City, UT Metro Area",Rail,2017,1203105.0,1,3,7932
1147,41620,"Salt Lake City, UT Metro Area",Rail,2018,1219773.75,1,4,11270
859,41660,"San Angelo, TX Metro Area",Bus,2017,119317.0,1,0,7932
1148,41660,"San Angelo, TX Metro Area",Bus,2018,118683.75,1,1,11270
132,41700,"San Antonio-New Braunfels, TX Metro Area",Bus,2014,2326665.0,1,0,445
334,41700,"San Antonio-New Braunfels, TX Metro Area",Bus,2015,2381828.0,1,1,1690
578,41700,"San Antonio-New Braunfels, TX Metro Area",Bus,2016,2429609.0,1,2,4964
860,41700,"San Antonio-New Braunfels, TX Metro Area",Bus,2017,2473974.0,1,3,7932
1149,41700,"San Antonio-New Braunfels, TX Metro Area",Bus,2018,2519193.0,1,4,11270
1227,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2012,3177063.0,1,0,15
1270,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2013,3211252.0,1,1,103
133,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2014,3263431.0,1,2,445
335,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2015,3299521.0,1,3,1690
579,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2016,3317749.0,1,4,4964
861,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2017,3337685.0,1,5,7932
1150,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2018,3357194.0,1,6,11270
1228,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2012,3177063.0,1,0,15
1271,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2013,3211252.0,1,1,103
134,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2014,3263431.0,1,2,445
336,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2015,3299521.0,1,3,1690
580,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2016,3317749.0,1,4,4964
862,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2017,3337685.0,1,5,7932
1151,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2018,3357194.0,1,6,11270
1229,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2012,4455560.0,1,2,15
1272,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2013,4516276.0,1,3,103
135,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2014,4594060.0,1,4,445
337,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2015,4656132.0,1,5,1690
581,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2016,4679166.0,1,6,4964
863,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2017,4727357.0,1,7,7932
1152,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2018,4769258.75,1,8,11270
1230,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2012,4455560.0,1,2,15
1273,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2013,4516276.0,1,3,103
136,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2014,4594060.0,1,4,445
338,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2015,4656132.0,1,5,1690
582,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2016,4679166.0,1,6,4964
864,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2017,4727357.0,1,7,7932
1153,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2018,4769258.75,1,8,11270
1231,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2012,1894388.0,1,2,15
1274,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2013,1919641.0,1,3,103
137,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2014,1952872.0,1,4,445
339,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2015,1976836.0,1,5,1690
583,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2016,1978816.0,1,6,4964
865,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2017,1998463.0,1,7,7932
1154,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2018,2013693.25,1,8,11270
1232,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2012,1894388.0,1,2,15
1275,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2013,1919641.0,1,3,103
138,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2014,1952872.0,1,4,445
340,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2015,1976836.0,1,5,1690
584,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2016,1978816.0,1,6,4964
866,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2017,1998463.0,1,7,7932
1155,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2018,2013693.25,1,8,11270
139,42020,"San Luis Obispo-Paso Robles, CA Metro Area",Bus,2014,279083.0,1,0,445
341,42020,"San Luis Obispo-Paso Robles, CA Metro Area",Bus,2015,281401.0,1,1,1690
585,42020,"San Luis Obispo-Paso Robles, CA Metro Area",Bus,2016,282887.0,1,2,4964
867,42020,"San Luis Obispo-Paso Robles, CA Metro Area",Bus,2017,283405.0,1,3,7932
1156,42020,"San Luis Obispo-Paso Robles, CA Metro Area",Bus,2018,284165.0,1,4,11270
1276,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",Bus,2013,,1,0,103
140,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",Bus,2014,,1,1,445
342,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",Bus,2015,,1,2,1690
586,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",Bus,2016,,1,3,4964
868,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",Bus,2017,,1,4,7932
1157,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",Bus,2018,,1,5,11270
141,42100,"Santa Cruz-Watsonville, CA Metro Area",Bus,2014,271804.0,1,0,445
343,42100,"Santa Cruz-Watsonville, CA Metro Area",Bus,2015,274146.0,1,1,1690
587,42100,"Santa Cruz-Watsonville, CA Metro Area",Bus,2016,274673.0,1,2,4964
869,42100,"Santa Cruz-Watsonville, CA Metro Area",Bus,2017,275897.0,1,3,7932
1158,42100,"Santa Cruz-Watsonville, CA Metro Area",Bus,2018,276946.75,1,4,11270
142,42140,"Santa Fe, NM Metro Area",Bus,2014,148164.0,1,0,445
344,42140,"Santa Fe, NM Metro Area",Bus,2015,148686.0,1,1,1690
588,42140,"Santa Fe, NM Metro Area",Bus,2016,148651.0,1,2,4964
870,42140,"Santa Fe, NM Metro Area",Bus,2017,148750.0,1,3,7932
1159,42140,"Santa Fe, NM Metro Area",Bus,2018,148815.5,1,4,11270
143,42220,"Santa Rosa-Petaluma, CA Metro Area",Bus,2014,500292.0,1,0,445
345,42220,"Santa Rosa-Petaluma, CA Metro Area",Bus,2015,502146.0,1,1,1690
589,42220,"Santa Rosa-Petaluma, CA Metro Area",Bus,2016,503070.0,1,2,4964
871,42220,"Santa Rosa-Petaluma, CA Metro Area",Bus,2017,504217.0,1,3,7932
1160,42220,"Santa Rosa-Petaluma, CA Metro Area",Bus,2018,505308.25,1,4,11270
346,42340,"Savannah, GA Metro Area",Bus,2015,379199.0,1,0,1690
590,42340,"Savannah, GA Metro Area",Bus,2016,384024.0,1,1,4964
872,42340,"Savannah, GA Metro Area",Bus,2017,387543.0,1,2,7932
1161,42340,"Savannah, GA Metro Area",Bus,2018,391388.5,1,3,11270
347,42540,"Scranton--Wilkes-Barre, PA Metro Area",Bus,2015,558166.0,1,0,1690
591,42540,"Scranton--Wilkes-Barre, PA Metro Area",Bus,2016,555225.0,1,1,4964
873,42540,"Scranton--Wilkes-Barre, PA Metro Area",Bus,2017,555426.0,1,2,7932
1162,42540,"Scranton--Wilkes-Barre, PA Metro Area",Bus,2018,554841.5,1,3,11270
1233,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2012,3552157.0,1,1,15
1277,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2013,3610105.0,1,2,103
144,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2014,3671478.0,1,3,445
348,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2015,3733580.0,1,4,1690
592,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2016,3798902.0,1,5,4964
874,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2017,3867046.0,1,6,7932
1163,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2018,3934484.5,1,7,11270
1234,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2012,3552157.0,1,1,15
1278,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2013,3610105.0,1,2,103
145,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2014,3671478.0,1,3,445
349,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2015,3733580.0,1,4,1690
593,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2016,3798902.0,1,5,4964
875,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2017,3867046.0,1,6,7932
1164,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2018,3934484.5,1,7,11270
594,42680,"Sebastian-Vero Beach, FL Metro Area",Bus,2016,151563.0,1,0,4964
876,42680,"Sebastian-Vero Beach, FL Metro Area",Bus,2017,154383.0,1,1,7932
1165,42680,"Sebastian-Vero Beach, FL Metro Area",Bus,2018,157409.0,1,2,11270
1166,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2018,439822.25,1,0,11270
877,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2017,169131.0,1,0,7932
1167,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2018,170633.0,1,1,11270
350,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2015,320098.0,1,0,1690
595,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2016,320740.0,1,1,4964
878,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2017,321815.0,1,2,7932
1168,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2018,322781.75,1,3,11270
146,44060,"Spokane, WA Metro Area",Bus,2014,542073.0,1,0,445
351,44060,"Spokane, WA Metro Area",Bus,2015,546807.0,1,1,1690
596,44060,"Spokane, WA Metro Area",Bus,2016,556264.0,1,2,4964
879,44060,"Spokane, WA Metro Area",Bus,2017,564291.0,1,3,7932
1169,44060,"Spokane, WA Metro Area",Bus,2018,572675.5,1,4,11270
352,44100,"Springfield, IL Metro Area",Bus,2015,211598.0,1,0,1690
597,44100,"Springfield, IL Metro Area",Bus,2016,208892.0,1,1,4964
880,44100,"Springfield, IL Metro Area",Bus,2017,207596.0,1,2,7932
1170,44100,"Springfield, IL Metro Area",Bus,2018,205947.5,1,3,11270
598,44140,"Springfield, MA Metro Area",Bus,2016,630283.0,1,0,4964
881,44140,"Springfield, MA Metro Area",Bus,2017,631652.0,1,1,7932
1171,44140,"Springfield, MA Metro Area",Bus,2018,632254.0,1,2,11270
599,44180,"Springfield, MO Metro Area",Bus,2016,456434.0,1,0,4964
882,44180,"Springfield, MO Metro Area",Bus,2017,461469.0,1,1,7932
1172,44180,"Springfield, MO Metro Area",Bus,2018,465585.25,1,2,11270
355,44300,"State College, PA Metro Area",Bus,2015,160580.0,1,0,1690
602,44300,"State College, PA Metro Area",Bus,2016,161464.0,1,1,4964
886,44300,"State College, PA Metro Area",Bus,2017,162660.0,1,2,7932
1176,44300,"State College, PA Metro Area",Bus,2018,163778.0,1,3,11270
149,44700,"Stockton, CA Metro Area",Bus,2014,715597.0,1,0,445
356,44700,"Stockton, CA Metro Area",Bus,2015,726106.0,1,1,1690
603,44700,"Stockton, CA Metro Area",Bus,2016,733709.0,1,2,4964
887,44700,"Stockton, CA Metro Area",Bus,2017,745424.0,1,3,7932
1177,44700,"Stockton, CA Metro Area",Bus,2018,756111.0,1,4,11270
150,44700,"Stockton, CA Metro Area",Rail,2014,715597.0,1,0,445
357,44700,"Stockton, CA Metro Area",Rail,2015,726106.0,1,1,1690
604,44700,"Stockton, CA Metro Area",Rail,2016,733709.0,1,2,4964
888,44700,"Stockton, CA Metro Area",Rail,2017,745424.0,1,3,7932
1178,44700,"Stockton, CA Metro Area",Rail,2018,756111.0,1,4,11270
151,44940,"Sumter, SC Metro Area",Bus,2014,107919.0,1,0,445
358,44940,"Sumter, SC Metro Area",Bus,2015,107480.0,1,1,1690
605,44940,"Sumter, SC Metro Area",Bus,2016,107396.0,1,2,4964
889,44940,"Sumter, SC Metro Area",Bus,2017,106847.0,1,3,7932
1179,44940,"Sumter, SC Metro Area",Bus,2018,106414.25,1,4,11270
890,45060,"Syracuse, NY Metro Area",Bus,2017,654841.0,1,0,7932
1180,45060,"Syracuse, NY Metro Area",Bus,2018,652602.25,1,1,11270
152,45220,"Tallahassee, FL Metro Area",Bus,2014,374890.0,1,0,445
359,45220,"Tallahassee, FL Metro Area",Bus,2015,378593.0,1,1,1690
606,45220,"Tallahassee, FL Metro Area",Bus,2016,380110.0,1,2,4964
891,45220,"Tallahassee, FL Metro Area",Bus,2017,385473.0,1,3,7932
1181,45220,"Tallahassee, FL Metro Area",Bus,2018,389874.5,1,4,11270
153,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2014,2915582.0,1,0,445
360,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2015,2975225.0,1,1,1690
607,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2016,3032171.0,1,2,4964
892,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2017,3091399.0,1,3,7932
1182,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2018,3150056.5,1,4,11270
154,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2014,2915582.0,1,0,445
361,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2015,2975225.0,1,1,1690
608,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2016,3032171.0,1,2,4964
893,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2017,3091399.0,1,3,7932
1183,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2018,3150056.5,1,4,11270
894,45460,"Terre Haute, IN Metro Area",Bus,2017,165798.0,1,0,7932
1184,45460,"Terre Haute, IN Metro Area",Bus,2018,162360.75,1,1,11270
155,45780,"Toledo, OH Metro Area",Bus,2014,607456.0,1,0,445
362,45780,"Toledo, OH Metro Area",Bus,2015,605956.0,1,1,1690
609,45780,"Toledo, OH Metro Area",Bus,2016,605221.0,1,2,4964
895,45780,"Toledo, OH Metro Area",Bus,2017,603668.0,1,3,7932
1185,45780,"Toledo, OH Metro Area",Bus,2018,602319.5,1,4,11270
363,45820,"Topeka, KS Metro Area",Bus,2015,233791.0,1,0,1690
610,45820,"Topeka, KS Metro Area",Bus,2016,233068.0,1,1,4964
896,45820,"Topeka, KS Metro Area",Bus,2017,233149.0,1,2,7932
1186,45820,"Topeka, KS Metro Area",Bus,2018,233029.0,1,3,11270
1279,46060,"Tucson, AZ Metro Area",Bus,2013,996554.0,1,0,103
156,46060,"Tucson, AZ Metro Area",Bus,2014,1004516.0,1,1,445
364,46060,"Tucson, AZ Metro Area",Bus,2015,1010025.0,1,2,1690
611,46060,"Tucson, AZ Metro Area",Bus,2016,1016206.0,1,3,4964
897,46060,"Tucson, AZ Metro Area",Bus,2017,1022769.0,1,4,7932
1187,46060,"Tucson, AZ Metro Area",Bus,2018,1029236.5,1,5,11270
157,46060,"Tucson, AZ Metro Area",Rail,2014,1004516.0,1,1,445
365,46060,"Tucson, AZ Metro Area",Rail,2015,1010025.0,1,2,1690
612,46060,"Tucson, AZ Metro Area",Rail,2016,1016206.0,1,3,4964
898,46060,"Tucson, AZ Metro Area",Rail,2017,1022769.0,1,4,7932
1188,46060,"Tucson, AZ Metro Area",Rail,2018,1029236.5,1,5,11270
158,46140,"Tulsa, OK Metro Area",Bus,2014,970391.0,1,0,445
366,46140,"Tulsa, OK Metro Area",Bus,2015,980794.0,1,1,1690
613,46140,"Tulsa, OK Metro Area",Bus,2016,987958.0,1,2,4964
899,46140,"Tulsa, OK Metro Area",Bus,2017,990773.0,1,3,7932
1189,46140,"Tulsa, OK Metro Area",Bus,2018,994675.25,1,4,11270
614,46700,"Vallejo-Fairfield, CA Metro Area",Bus,2016,440207.0,1,0,4964
900,46700,"Vallejo-Fairfield, CA Metro Area",Bus,2017,445458.0,1,1,7932
1190,46700,"Vallejo-Fairfield, CA Metro Area",Bus,2018,450425.0,1,2,11270
159,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Bus,2014,1717387.0,1,0,445
367,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Bus,2015,1723351.0,1,1,1690
615,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Bus,2016,1725937.0,1,2,4964
901,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Bus,2017,1724388.0,1,3,7932
1191,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Bus,2018,1723872.75,1,4,11270
160,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Rail,2014,1717387.0,1,0,445
368,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Rail,2015,1723351.0,1,1,1690
616,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Rail,2016,1725937.0,1,2,4964
902,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Rail,2017,1724388.0,1,3,7932
1192,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Rail,2018,1723872.75,1,4,11270
617,47300,"Visalia-Porterville, CA Metro Area",Bus,2016,460437.0,1,0,4964
903,47300,"Visalia-Porterville, CA Metro Area",Bus,2017,464493.0,1,1,7932
1193,47300,"Visalia-Porterville, CA Metro Area",Bus,2018,467678.5,1,2,11270
161,47380,"Waco, TX Metro Area",Bus,2014,261958.0,1,0,445
369,47380,"Waco, TX Metro Area",Bus,2015,262425.0,1,1,1690
