RAIL_FLAG,CLUSTER_APTA4,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ_HINY,VRM_ADJ_MIDLOW,FARE_per_UPT_cleaned_2018_HINY,FARE_per_UPT_cleaned_2018_MIDLOW,POP_EMP,TSD_POP_EMP_PCT,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_WMATA,RESTRUCTURE,YEARS_SINCE_TNC_BUS_HINY,YEARS_SINCE_TNC_BUS_MIDLOW,YEARS_SINCE_TNC_RAIL_HINY,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,VRM_ADJ_HINY_log_FAC,VRM_ADJ_MIDLOW_log_FAC,FARE_per_UPT_cleaned_2018_HINY_log_FAC,FARE_per_UPT_cleaned_2018_MIDLOW_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_WMATA_FAC,RESTRUCTURE_FAC,YEARS_SINCE_TNC_BUS_HINY_FAC,YEARS_SINCE_TNC_BUS_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL_HINY_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
0,1.0,2002,170,2217749582.0,2203565452.0,0.0,2217749582.0,0.0,1985211597.8163478,0.0,69431799.63651021,0.0,0.9102786428414076,0.0,9573567.143826585,0.5679150656233117,1.9989229721545723,39381.469965213546,9.917688029711911,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217749582.0,2217749582.0
0,1.0,2003,170,2217749582.0,2203565452.0,2217749582.0,2150502598.9999995,-67246983.00000018,2151729695.2788997,36107781.45850306,69475683.83844686,0.0,0.9168707344014717,0.0,9715711.202587085,0.566331971270963,2.3077092528229817,38481.401179128,9.826644160485746,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2193986.9758063895,0.0,-870959.5794176477,0.0,8360898.59540622,-3850606.6604857505,31216589.882941797,3311187.137712196,-412701.29744867014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37586503.11605615,37812526.85058703,-109348190.85058697,0.0,-71535663.99999993
0,1.0,2004,180,2396974805.0,2389867700.0,2150502598.9999995,2410970010.0,81242188.0000003,2458402819.0624075,75266501.94354205,71765534.23904203,0.0,0.8811162918022641,0.0,9734314.782684496,0.5670800056848286,2.6074594940736557,38183.58992380748,9.786967609269468,3.9555663396720595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34940613.27117901,0.0,5024748.430092781,0.0,9926551.003544746,-2119264.383813516,28191468.56908935,4514690.596144199,-393657.4283547881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71528419.69358256,72456952.2822855,-2152586.2822852693,179225222.99999985,249529589.0000001
0,1.0,2005,190,2522641888.0,2541057031.0,2410970010.0,2568753503.9999986,32116410.999998577,2667782262.6131973,24920865.0855178,70767074.60414761,0.0,0.908709006019361,0.0,9670224.811546005,0.5621325759866738,3.0629169958820954,37264.37843132749,9.582088124551113,3.982687664464881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27411666.048174784,0.0,-2484103.360501922,0.0,11455247.755654544,-1558467.0045869972,41114906.991845444,4360895.939596845,-586573.7800887036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24890240.493744433,24366676.884244405,7749734.115754169,125667082.9999998,157783493.9999984
0,1.0,2006,190,2522641888.0,2541057031.0,2568753503.9999986,2599108817.0000005,30355313.00000269,2700209836.3180084,32427573.704810776,70624705.90615213,0.0,0.8978368338450172,0.0,9915449.723039184,0.5616796485483977,3.355692065332699,35771.54082711947,9.461948548410053,4.30155178767887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6460094.459648495,0.0,1677210.2156190204,0.0,15518046.553898524,-467070.86205296894,25867665.378555086,7053451.167875993,-655441.2638291416,-6345195.158618279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36188571.571799755,36229303.672195524,-5873990.672192842,0.0,30355313.00000269
0,1.0,2007,190,2522641888.0,2541057031.0,2599108817.0000005,2608864140.999998,9755323.999997467,2730909792.435817,30699956.117807783,71582714.3552377,0.0,0.9208602306105821,0.0,9964969.76569808,0.5550867828387394,3.5310062793786834,36276.70610874326,9.294565235999123,4.4274885399032895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29220788.83723238,0.0,-4349481.097364695,0.0,4277675.123562534,-7149406.277020818,14779125.165091923,-2450526.8685882613,-871143.9991766126,-2734540.463007966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30722490.42072848,30691688.136859808,-20936364.136862334,0.0,9755323.999997467
0,1.0,2008,190,2522641888.0,2541057031.0,2608864140.999998,2692308348.999999,83444208.00000104,2788494117.883423,57584325.44760651,71889164.49129106,0.0,0.9010416255067859,0.0,9988399.397412283,0.5581048095106869,3.9554554445044965,36238.91881751508,9.4554621860263,4.508747727850302,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,13927455.001492895,0.0,3151605.770522098,0.0,2828671.497641425,3289345.485667659,33857961.18252478,225912.40503935947,856781.4029997571,-1658961.8587476506,0.0,0.0,0.0,0.0,0.0,0.0,-2161658.8167145825,0.0,54317112.07042575,54656373.36370252,28787834.63629852,0.0,83444208.00000104
0,1.0,2009,190,2522641888.0,2541057031.0,2692308348.999999,2564111221.0,-128197127.99999961,2666387319.760732,-122106798.12269087,70967398.25016546,0.0,0.9931869137659665,0.0,9910892.792191492,0.5605866487545621,2.9101362046971992,34545.635455789095,9.56712468936851,4.71934066604225,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,-18588606.87695974,0.0,-16229194.793368246,0.0,-2676372.0336295497,2952862.8195747687,-90353890.47646676,9049828.726764198,608401.9778565632,-4464350.410309905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119701321.06653863,-118661279.45503032,-9535848.544969283,0.0,-128197127.99999961
0,1.0,2010,190,2522641888.0,2541057031.0,2564111221.0,2477369489.000001,-86741731.99999885,2622401232.843849,-43986086.91688222,67087317.041166835,0.0,1.011159790656542,0.0,9893600.100512411,0.56410963816295,3.3619635552803038,33716.16047501595,9.777768115309279,4.947970199525997,0.0,0.0,0.0,0.0,0.0,0.0,0.12768546400986416,0.0,-81207270.07702681,0.0,-2929253.572200722,0.0,305979.8017389828,3752224.0463599553,40750628.43245067,4314529.31380583,1134991.917601889,-4616844.232566888,0.0,0.0,0.0,0.0,0.0,0.0,-1843366.218454175,0.0,-40338380.58829128,-41387882.717496455,-45353849.28250238,0.0,-86741731.99999885
0,1.0,2011,190,2522641888.0,2541057031.0,2477369489.000001,2507911502.000001,30542012.999999788,2618382386.57283,-4018846.2710193694,64589050.37874564,0.0,1.0324809727559339,0.0,9986664.09812566,0.5597171562192801,4.092877324958459,33057.754898560874,10.06543443647519,4.895036823554085,0.0,0.0,0.12496612797067758,0.0,0.0,0.0,0.16867203705134062,0.0,-54314687.65164835,0.0,-3173563.787889198,0.0,5652710.509489369,-4560856.2781779,55957986.63420881,3360541.5860390477,1477312.3592434882,1094464.4778653034,0.0,0.0,-5808793.770416505,0.0,0.0,0.0,-1276276.5196842405,0.0,-1591162.4409701535,-2890761.664281781,33432774.664281566,0.0,30542012.999999788
