RAIL_FLAG,CLUSTER_APTA4,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,TSD_POP_EMP_PCT,GAS_PRICE_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_WMATA,RESTRUCTURE,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_WMATA_FAC,RESTRUCTURE_FAC,YEARS_SINCE_TNC_BUS_NY_FAC,YEARS_SINCE_TNC_BUS_HI_FAC,YEARS_SINCE_TNC_BUS_MID_FAC,YEARS_SINCE_TNC_BUS_LOW_FAC,YEARS_SINCE_TNC_RAIL_NY_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
0,1.0,2012,190,2522641888.0,2541057031.0,2507911502.000001,2541057030.9999995,33145528.99999903,2620158000.340564,-64194533.08997678,63654979.010832,1.0331937282706827,10106162.130560195,0.5556667393908061,4.140214257275543,9.958940532822863,4.987356848646763,0.0,0.0,0.0,0.5049977494070688,0.0,0.0,0.0,0.0,0.0,0.20578687227443668,0.0,-17001345.45625295,359889.02448572736,7542299.8410676345,-13555884.336411012,860687.7101623772,-3210667.1126793334,-3009286.091985185,0.0,0.0,0.0,-30498383.36934533,0.0,0.0,0.0,0.0,0.0,-110966.61722187237,0.0,-58623656.40817994,-58323805.96445419,91469334.96445322,0.0,33145528.99999903
0,1.0,2013,190,2522641888.0,2541057031.0,2541057030.9999995,2538567550.000001,-2489480.9999990985,2555207591.8577437,-64950408.482820235,64440490.50185641,1.0525608051525281,10218543.93976726,0.5554845763010797,3.9654549378235004,9.695200702110121,4.990027977129983,0.0,0.0,0.0,1.3142978187952767,0.0,0.0,0.0,0.0,0.0,0.20578687227443668,0.0,18709147.95865731,-9391571.816497777,7057519.733659523,-483819.6246445697,-3351512.8492593863,-7522870.046861777,-42002.37887098701,0.0,0.0,0.0,-66669860.54764407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61694969.57146177,-61842335.49972492,59352854.49972582,0.0,-2489480.9999990994
0,1.0,2014,190,2522641888.0,2541057031.0,2538567550.000001,2510923485.999999,-27644064.000002045,2479064107.082153,-76143484.77559082,64472290.6259952,1.0552857020000461,10358402.722098505,0.5549177180414916,3.757632076906906,9.64365408837213,5.143028107483799,0.0,0.0,0.0,2.1833497858733715,0.0,0.0,0.0,0.0,0.0,0.4721236239140731,0.0,3429153.6879104637,-2704797.746680529,8376621.875223154,-1867801.9635372288,-4179828.334780963,-1848128.5117333643,-4783136.503850654,0.0,0.0,0.0,-71362915.44908194,0.0,0.0,0.0,0.0,0.0,-1199651.5169792234,0.0,-76140484.46351029,-75942171.4533794,48298107.453377336,0.0,-27644064.000002045
0,1.0,2015,190,2522641888.0,2541057031.0,2510923485.999999,2445688117.000001,-65235368.99999772,2386368008.400506,-92696098.68164736,65239258.51204985,1.0818127292498356,10472818.645738743,0.5556199069237358,2.8576666928336514,9.510527451972603,5.284222653366168,0.0,0.018557417611548017,0.0,3.1833497858733715,0.0,0.0,0.0,0.0,0.0,0.7236305595667644,0.0,19742130.69868937,-15306918.034283664,7230043.81782819,2318453.7828696705,-20491583.663132295,-3706907.1654896904,-3929194.779416057,0.0,1518693.3279174021,0.0,-80643373.6891019,0.0,0.0,0.0,0.0,0.0,-1026090.1273467258,0.0,-94294745.83146569,-93961518.67307168,28726149.67307397,0.0,-65235368.99999772
0,1.0,2016,190,2522641888.0,2541057031.0,2445688117.000001,2323506883.0000005,-122181234.00000072,2297070536.40135,-89297471.99915591,66113243.24680118,1.104717302622811,10554924.899873944,0.5550432384951618,2.5185717610537024,9.381259123522486,5.715785148652855,0.0,0.037114835223096034,0.0,4.183349785873372,0.0,0.0,0.0,0.0,0.0,0.9827746569155519,0.0,18913425.125937276,-12163193.185643192,5450816.3202714035,-1821571.9245327213,-8544373.522559086,-3743159.2807025295,-12349717.931088353,0.0,1495068.2201094332,0.0,-78548208.19746283,0.0,0.0,0.0,0.0,0.0,-995376.353523833,0.0,-92306290.72919443,-91804368.48192567,-30376865.518075056,0.0,-122181234.00000072
0,1.0,2017,190,2522641888.0,2541057031.0,2323506883.0000005,2230802096.9999995,-92704786.00000066,2251184926.698329,-45885609.70302065,66222639.767624594,1.0654314734435388,10662889.412182815,0.5538005359420408,2.7392459466138064,9.23344619094028,5.884423667787759,0.0,0.0531878990189827,0.0,5.183349785873371,0.0,0.0,0.0,0.0,0.0,0.9827746569155519,0.0,9600882.56182256,18501904.67902284,6328508.108784108,-3835805.7360559735,5474507.198068274,-3903355.5726077924,-4559704.041056118,0.0,1651756.1369860494,0.0,-74624111.3597077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45365418.02474376,-46139805.42223124,-46564980.57776942,0.0,-92704786.00000066
0,1.0,2018,190,2522641888.0,2541057031.0,2230802096.9999995,2176386603.0000005,-54415493.99999925,2172740243.777229,-78444682.92110017,66335689.74926932,1.0328058269144271,10741812.06997656,0.5547824939235894,3.04606558246051,9.096285973060793,6.1187931809606075,0.0,0.03214612759177333,0.0,6.183349785873371,0.0,0.0,0.0,0.0,0.0,1.0,0.5358203458960399,7407915.343757025,15198413.598381106,4899548.079244171,2887421.377676866,6712615.625415364,-3568592.727035594,-6128037.896478499,0.0,-1374303.039624572,0.0,-71646710.11994478,0.0,0.0,0.0,0.0,0.0,-47824.300702593464,-32163680.40164032,-77823234.4609518,-78077644.1899593,23662150.189960048,0.0,-54415493.99999925
0,2.0,2002,1093,692881970.0000001,791460778.0,0.0,692881970.0000001,0.0,780439061.5814937,0.0,13378352.20863712,0.9242591681285973,2412902.9857398923,0.35736541727276155,1.9468195567767472,7.815646243403477,3.298935109539652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04739470995326952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692881970.0000001,692881970.0000001
0,2.0,2003,1232,757372407.0000001,869325834.0,692881970.0000001,770883561.0000001,13511153.999999965,862892561.3435862,4028578.884651102,13026932.796544729,0.8726761567930796,2374560.06403818,0.3548065050909656,2.2027861871074212,7.603248713845739,3.3806762574596942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04335903935301408,0.0,536186.1591483334,428841.54627390957,4034694.971526976,-2453277.5881550494,2294447.4869899172,-299056.57011737576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4393831.438673104,4170360.6006500022,8658498.39934997,64490437.00000002,77319296.00000003
0,2.0,2004,1344,784947601.0000001,898816466.0,770883561.0000001,811791151.0,13332395.999999821,916022483.8498212,6294311.579633386,12498024.033456318,0.8578654345548248,2380930.337738726,0.3576984250748726,2.525741959821213,7.517428873038875,3.409599719765243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04183583714143996,0.0,-1185958.652473398,3258187.999791923,5119402.730823849,-5005138.186625507,2813029.974111804,-320922.00171120244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4311068.692537227,4329920.812306367,8626775.187693488,27575194.000000004,40531889.999999836
0,2.0,2005,1391,807867575.0000001,924924849.0,811791151.0,855440924.0,20729799.000000414,950836989.9319305,8357676.038856026,12247363.809401672,0.8701483600801563,2431976.7748505455,0.3513818746693334,2.985415509479262,7.492289932938576,3.4123453178573233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04064891452042743,0.0,1453263.2881901804,-1361845.5500604298,5306716.215368475,-3281389.114688706,3861686.416146557,-252377.73789242754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5726053.517063653,5741472.925130892,14988326.074869528,22919974.000000007,43649773.00000043
0,2.0,2006,1415,823614839.0000001,941394513.0,855440924.0,913931565.0000001,42743376.99999987,977875072.1656723,9049519.517898526,12189060.458303766,0.8745361144032591,2489143.4711173256,0.3498992384089256,3.267890040711128,7.526042945032465,3.573585135223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03987171969833826,0.0,3167714.5738090216,-2856196.775883613,6430033.761525285,-299853.0234429724,2275009.240457872,57089.10422730667,-1848218.1201938137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6925578.760499087,6954740.749919469,35788636.25008038,15747264.000000026,58490640.9999999
0,2.0,2007,1436,832303107.0000001,958899929.0,913931565.0000001,924926555.0,2306721.9999998305,985143413.2000796,-3111881.3086918257,12139213.002662905,0.895757297618231,2506046.0194194596,0.34780737583798604,3.4551355017601795,7.428921805166348,3.7473472551869267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,3984286.341654753,-3680608.852072561,2679294.2101876116,-4493534.052051276,1513130.0059190798,-919564.1119450864,-1917173.0585117128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2834169.5168191916,-2968806.4320759755,5275528.432075802,8688267.999999998,10994989.999999829
0,2.0,2008,1436,832303107.0000001,958899929.0,924926555.0,988529403.0000001,63602848.00000024,1002733542.3136008,17590129.11352118,12290406.974323366,0.8949319157018631,2511974.2483535623,0.34768094753883916,3.86519583198288,7.60595589291727,3.801241314722138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,8768685.194857916,1103475.3263937177,1206078.726396755,-289792.12106239505,3170016.8179222615,1871676.0198730463,-417589.0392886256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15412550.925092679,15734582.732824098,47868265.26717613,0.0,63602848.00000024
0,2.0,2009,1436,832303107.0000001,958899929.0,988529403.0000001,908879793.0,-79649610.00000037,963183512.9679066,-39550029.3456945,11963645.855133768,1.0103714186644657,2493193.3027503705,0.35148787587781644,2.8103374921298956,7.709680988226808,4.009220187255651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,-8355606.746154011,-25733323.78253965,-1127550.817595325,5427913.734002962,-9272762.008437658,1062648.6512406282,-2480413.556965816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40479094.52644886,-39679833.93930676,-39969776.06069362,0.0,-79649610.00000037
0,2.0,2010,1460,834611629.0000001,961216518.0,908879793.0,898704146.9999999,-12484167.99999988,967993916.9220241,2352742.8165273555,11662173.301157078,1.0147581535574084,2506860.1969974237,0.3513498825254088,3.269849533510993,7.925990832461792,4.027879329848159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934637244312827,0.0,-7455811.527306536,471042.71407197136,2006517.005894733,939806.6300898894,3987009.501270829,2699651.506330516,-6254.2003601371525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2641961.6299912613,2996383.866981169,-15480551.866981048,2308521.999999999,-10175645.999999883
