CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,TSD_WA_EMP_PCT_LEHD,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,TSD_WA_EMP_PCT_LEHD_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
2.0,0,2018,1460,834611629.0000001,961216518.0,831552342.0000001,809531783.0000001,-22020558.999999903,871785023.2195356,3798971.4261241066,12605880.249967996,1.0085579264681765,2755043.820597202,37.19909309167469,2.8661268903790953,31624.666409858393,7.199429888269627,5.46755028277949,3.8596753736341722,0.0,10699090.061066093,3474724.7528081844,3872999.0674180016,327897.3815145997,10729126.395347616,-2105539.857782721,-2020879.7301429613,-1990860.1034742296,-19264177.651448097,0.0,3293341.6371832993,3073256.2584949173,-25079708.25849482,0.0,-22006451.999999903
2.0,1,2002,131,47103514.99999999,65733970.0,0.0,47103514.99999999,0.0,41040420.63579932,0.0,2988066.6864974704,1.2244613250611416,2748238.41346597,35.296873781256664,1.9586372174560647,35513.76978510316,7.6754355225931645,3.550166844236571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47103514.99999999,47103514.99999999
2.0,1,2003,155,47563478.99999999,66035486.0,47103514.99999999,47597707.99999998,34228.99999998859,45436455.39742148,3978069.161390302,3067152.004992234,0.9542567032798952,2800412.087069391,35.3957583484365,2.224829338305972,34792.15395338046,7.721179241325051,3.558385180360755,0.0,0.0,717071.9349888152,3158897.8104029074,334662.57592344907,-460.41254816519154,708180.431313998,183733.74644471437,20738.45023321591,0.0,0.0,0.0,5122824.536758935,5445884.210000539,-5411655.21000055,459964.0,494192.9999999886
2.0,1,2004,155,47563478.99999999,66035486.0,47597707.99999998,52276659.00000001,4678951.000000035,48373788.164423965,2937332.767002483,2963269.754665506,0.8875860043211086,2846929.327745254,34.771445423300975,2.5316819613868025,33820.02908885765,7.764047847719464,3.558385180360755,0.0,0.0,988683.4641008588,917294.219482615,363691.5298700419,-34796.48016462929,756061.5293313342,266119.58639436815,21690.676434989276,0.0,0.0,0.0,3278744.5254495777,3372948.5845077755,1306002.4154922597,0.0,4678951.000000035
2.0,1,2005,155,47563478.99999999,66035486.0,52276659.00000001,58690113.00000001,6413453.999999994,52742771.94220643,4368983.777782459,3111608.723926416,0.8444540385382715,2900400.9844958903,34.47426519188522,2.9878722656284245,32966.477874574084,7.782543499393725,3.558385180360755,0.0,0.0,2146267.958109787,565882.2511067782,458252.8239756706,-18971.483260577457,1105494.0529331774,252909.26194706268,11048.50364713227,0.0,0.0,0.0,4520883.368459031,4647110.367688854,1766343.6323111395,0.0,6413453.999999994
2.0,1,2006,155,47563478.99999999,66035486.0,58690113.00000001,64424944.99999997,5734831.999999959,57219517.727794714,4476745.785588293,3372635.915642189,0.8251541095091743,2968493.450452537,34.323495190419656,3.273630072875872,31633.004303496185,7.8729895351010795,3.603952780661818,0.0,0.0,2710381.03220462,429608.93491458835,596541.1919612907,-9091.002647097435,707362.3161973275,478026.79984255927,64082.63874185588,-32043.76802616219,0.0,0.0,4944868.143188981,5057804.064662783,677027.9353371754,0.0,5734831.999999959
2.0,1,2007,199,49238964.999999985,73818234.0,64424944.99999997,70014924.00000001,3914493.000000055,61805028.25693855,2171164.7699291124,3742531.768847252,0.9980241334568685,2929215.472349011,34.16291837314005,3.471538263771386,32002.695562030396,7.680723815579795,3.9632681860798664,0.0,0.0,3796836.970519078,-1313555.9825411208,190192.159359757,-54104.10699078,527364.1382033635,-223642.59088189257,-163795.97338522438,-190042.9142627698,0.0,0.0,2569251.7000204115,2588203.6062711733,1326289.393728882,1675486.0000000012,5589979.000000056
2.0,1,2008,223,53725603.999999985,78291320.0,70014924.00000001,83554060.99999996,9052497.999999935,74736726.4731737,9205643.898815759,3896924.8286649873,0.9397704566662355,2895500.6518289633,32.85261437133186,3.8638884750686096,32021.54596663316,7.630155217612816,3.987652155571858,0.0,0.0,7887195.794540173,-531982.8209321836,54720.521889008436,2812.257199583715,1020565.0873463984,121917.50441151936,89913.09768757761,18637.020172278008,0.0,0.0,8663778.462314356,8710098.72513169,342399.27486824343,4486638.999999996,13539136.999999931
2.0,1,2009,223,53725603.999999985,78291320.0,83554060.99999996,73672879.00000001,-9881181.999999946,69697993.31639872,-5038733.156774982,3862212.998123986,1.1350311080918885,2873615.5909563685,33.835214384423146,2.800585588102462,30718.835568126135,7.974824460233151,4.058198755662198,0.0,0.0,469279.7371464835,-3954320.9985869187,-186283.1380680097,95957.2378186228,-3492805.2470681597,644465.0708692147,288779.6001686171,-52209.92992577124,0.0,0.0,-6187137.667645921,-6008579.813742114,-3872602.1862578318,0.0,-9881181.999999946
2.0,1,2010,245,54891290.999999985,79420623.0,73672879.00000001,70894166.99999999,-3944399.000000025,71407993.49522822,718765.0214801797,3651703.660462585,1.1679414328146647,2852151.6969436985,35.45257215923914,3.2660852247490406,29966.431743469093,7.930105432754352,4.0089942719693,0.0,0.0,-888146.1920150167,-418153.3103797181,69517.26920574592,132981.6022827266,1498293.933859854,390411.7413319476,31444.13217060078,52669.22359385632,0.0,0.0,869018.4000499966,909792.7434410944,-4854191.743441119,1165687.0000000005,-2778712.000000024
2.0,1,2011,268,55360618.999999985,80022377.0,70894166.99999999,75273404.99999997,3909909.999999983,78097645.06808549,6018628.551044943,3875937.024187538,1.197579923785102,2865273.642831006,35.13240113067705,3.992770496037986,29426.82216751658,8.350291656962867,4.079186161195199,0.0,0.0,3497970.195539094,-286802.65448312677,179885.57876256717,-35718.41604399283,1946010.9376702195,302428.4918660011,334843.8792358049,-60206.47650681586,0.0,0.0,5878411.536039751,5946341.3556126235,-2036431.3556126412,469328.00000000006,4379237.999999982
2.0,1,2012,290,57011928.999999985,81673687.0,75273404.99999997,81673687.00000003,4748972.000000066,84706023.02304508,4869897.851886737,4140949.1879227594,1.1695809610757317,2873847.8133243476,34.19460241943219,4.003753191483839,29075.687025196436,8.362440679388342,4.424885790129991,0.0,0.0,4218391.166233032,367808.95531551994,282797.22189624974,-129286.83825176216,33431.05319522721,214426.73895241722,-7139.978401102232,-181771.20046151665,0.0,0.0,4798657.118478064,4716618.498849817,32353.50115024861,1651310.0000000002,6400282.000000066
2.0,1,2013,290,57011928.999999985,81673687.0,81673687.00000003,85768165.99999997,4094478.9999999423,90512455.3589241,5806432.335879039,4862612.5704346225,1.250058703893384,2917601.6226869817,34.04254602428118,3.8547261390717016,29719.319661893907,8.199510983920575,4.380354557026127,0.0,0.0,7586834.238957415,-1425509.4098281215,427896.711508764,-19852.725778821827,-429548.27653830673,-350278.98118838976,-121068.71911185287,-6011.9514299898165,0.0,0.0,5662460.886590696,5406683.760002855,-1312204.760002913,0.0,4094478.9999999423
2.0,1,2014,290,57011928.999999985,81673687.0,85768165.99999997,84117985.99999999,-1650179.9999999802,91697861.61409906,1185406.2551749328,4904447.609659306,1.2614354281215399,2945078.256791731,33.75997154909497,3.6457047931179454,29682.614953850454,8.201402916572075,4.447543507956028,0.0,0.2349181870341555,1668038.459654538,98418.98693331602,357135.48941929155,-28333.609718041087,-638632.888469316,-44910.33615892985,-9615.404100691192,-60322.57007980319,0.0,-46262.63179278599,1295515.4956875783,1275063.9140343973,-2925243.9140343764,0.0,-1650179.9999999802
2.0,1,2015,290,57011928.999999985,81673687.0,84117985.99999999,82760977.00000003,-1357008.9999999716,87246549.05587332,-4451312.558225728,4977211.784673998,1.2778337219458034,2976106.336919764,33.34215714127472,2.670304746222497,31204.059856400225,7.951851918920337,4.584447344344374,0.0,1.208919136905541,809087.3220635826,-644947.3528108448,389493.88841094176,-41409.66093331997,-3388004.593518412,-873726.6452909282,-191974.30976668673,-118979.69620609467,0.0,-198719.1613314264,-4259180.209383189,-4194429.855536645,2837420.855536673,0.0,-1357008.9999999716
2.0,1,2016,290,57011928.999999985,81673687.0,82760977.00000003,81652157.00000003,-1108819.999999999,88041100.08878535,794551.0329120392,5050092.680462525,1.2250585189097662,2998380.811708595,32.92103309416696,2.36845730098871,31958.851422673306,7.482956867325082,5.269407688345365,0.0,2.2089191369055414,2011496.5112509874,1167594.3202714592,320061.75257228914,-44000.247684726426,-1221176.7210879286,-304113.2092151101,-244273.70246809328,-456786.65861417574,0.0,-214527.998067281,1014274.0469574205,1006046.5833114786,-2114866.5833114777,0.0,-1108819.999999999
2.0,1,2017,290,57011928.999999985,81673687.0,81652157.00000003,78504089.99999999,-3148067.000000043,88401593.02529946,360492.936514108,5041073.941953198,1.2577969833949754,3021319.5660561216,32.727671996425954,2.5841557617845203,31693.827253182753,7.404936930129131,5.509938058752582,0.0,3.208919136905541,189319.53098768208,-413053.65264719864,330736.5973663795,-28264.767069062553,896649.7109618912,91522.31456192455,-177890.41327957247,-226186.2152288102,0.0,-211653.78193983051,451179.32371340296,458598.672915998,-3606665.6729160408,0.0,-3148067.000000043
2.0,1,2018,290,57011928.999999985,81673687.0,78504089.99999999,76851197.00000004,-1652892.9999999441,92467696.32929559,4066103.3039961206,5087908.412124013,1.2557276465082503,3045539.47900957,32.99220503003941,2.867404808737484,31798.715648167254,7.234377963250462,5.8615759225582424,0.0,4.208919136905541,2329385.8328456655,254243.3801953521,294025.9994833923,31652.671747586082,1077379.014057052,-62716.38106831167,-181276.19209454072,-276503.9101092664,0.0,-203493.5531004382,3262696.86195649,3594295.477017654,-5247188.477017597,0.0,-1652892.9999999441
3.0,0,2002,1590,93361892.0,126415320.0,0.0,93361892.0,0.0,89508882.8831816,0.0,2436593.4779696306,0.9032781122438395,625427.9987299526,31.23275616969181,1.9327110653241693,34213.9259747588,6.686646296435381,3.3043487636261704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93361892.0,93361892.0
3.0,0,2003,1881,107017640.0,144172399.0,93361892.0,106709732.00000003,-307907.99999998417,106342319.98548616,4458884.537048989,2233198.8911159504,0.858391245666022,606473.7860828445,31.09886944469027,2.175428902625773,33123.494929623936,6.827657074011349,3.1964995583905607,0.0,0.0,404598.9363652024,698182.402592974,1077532.1750470113,-66372.13141634245,1327091.2455210986,685514.0168817928,135325.22544255134,0.0,0.0,0.0,4324083.1330289235,4502248.283153841,-4809555.283153825,13655748.0,13348441.000000015
3.0,0,2004,2467,151968379.0,195328644.0,106709732.00000003,152484264.0,823792.9999999804,156156664.8996084,6358608.916093279,2306245.577937355,0.8526077429221257,611693.8400438278,31.639578383715786,2.4979813251360663,30558.561992459043,7.066984276182877,3.1096136229761324,0.0,0.0,1762194.5537526,242452.77836269682,1425347.8122408232,24329.04502664088,1796471.1202353423,1050550.9228652131,112003.59041813816,0.0,0.0,0.0,6404781.930081339,6602961.942547155,-5782175.942547173,44950739.0,45771524.999999985
3.0,0,2005,3019,179482597.0,231594576.0,152484264.0,183906927.0,3908444.9999999935,189455984.37734288,5338943.712222778,2099012.6453733784,0.832919993749873,623605.4970942934,30.019921025288482,2.963679865403886,29296.88526487322,7.045178511596865,3.1541646759211988,0.0,0.0,-2086307.7648638615,452977.1633844248,2228204.4670961103,-192649.87953421593,3394093.5952425417,1316462.4450763436,158309.84870736374,0.0,0.0,0.0,5190134.80491629,5267251.322533044,-1437002.3225330506,27514218.0,31344466.999999993
3.0,0,2006,3637,205950695.0,264702125.0,183906927.0,223127262.00000003,12752237.000000034,230263292.6100166,12999682.247225612,1996582.2992606508,0.8587490219638221,625346.506410734,29.46397054842978,3.25527416816923,27812.987350267256,7.024741965886544,3.5884451611100414,0.0,0.0,4585918.450735171,-265855.6191989677,2862898.978124553,-10972.74906719207,2218090.7623768863,2211186.160960267,233971.3853536504,-496595.7692132023,0.0,0.0,11404526.73872185,11823523.393376585,965450.6066234544,26468097.999999993,39257072.00000003
3.0,0,2007,3929,218134244.0,278272739.0,223127262.00000003,244013701.0,8702889.999999989,250579763.13469976,7303216.439784779,2003873.1521186286,0.8553307482958121,623133.823903214,28.593633716047904,3.433478254874552,28098.797510458066,7.174146498245368,3.719708442017935,0.0,0.0,4661202.130756826,281820.0371662998,1118588.5743359472,-112376.27220746977,1605809.4769072274,-531387.7866078408,218619.4044222718,-257701.20162618245,0.0,0.0,6895703.469016885,6914381.242069019,1710355.757930968,12183549.000000002,20808285.999999978
3.0,0,2008,3961,222149843.0,283132628.0,244013701.0,265912325.0,17883025.00000001,263201037.91241312,7944181.654539739,2045451.3560733872,0.8367588098993162,631406.7649657473,27.784651097175345,3.8553356378928423,28303.270758760606,7.135702416409093,3.721821454539583,0.0,0.0,2577664.1044022776,1067138.071703995,399841.41313603334,-162369.62428741125,3865724.252483396,-341551.141367322,-54675.545697223424,61788.02329149733,0.0,0.0,7371188.686936703,7458460.870305595,10448810.129694417,4015598.999999997,21922870.0
3.0,0,2009,4061,235398184.0,298120651.0,265912325.0,271144146.99999994,-8016519.000000027,265688984.28173488,-9792610.130848251,2019529.288407386,0.8788058380979518,609605.2800536654,28.738810366936047,2.786362418891047,26722.04127340166,7.178415948952266,3.718743516729932,0.0,0.0,2167166.2116007907,-3761813.2538894536,-395949.26891807804,176478.15234539026,-11212478.951916784,2817037.039895284,241937.98861306268,84103.74736130374,0.0,0.0,-9810037.200698892,-9888879.712178217,1909347.7121781914,13248340.999999993,5268808.999999962
3.0,0,2010,4125,237168721.0,301099961.0,271144146.99999994,275991775.00000006,3077091.000000014,276709074.9411656,8847467.568182928,1978915.2493904748,0.8611925140160182,612874.2069129604,30.251034469938254,3.2463067363760847,26688.25603915409,7.435073328493428,4.076624109719761,0.0,0.0,987465.5481506945,1328753.3509170248,868649.6338022783,486892.888075904,5429659.259285695,-162796.30588303425,730662.2753013829,-662554.4857252648,0.0,0.0,8961375.963235123,9069121.272686193,-5964051.272686181,1770537.0000000014,4875607.000000015
3.0,0,2011,4190,238441735.0,302346992.0,275991775.00000006,293951540.0,16686751.00000002,288426293.6127898,11026676.811441531,1946387.8468207,0.826897736791989,614648.4643480967,29.26367246591998,3.989888700422348,26432.95466378652,7.489976490692788,3.942773775740224,0.0,0.0,-344967.4368526021,2340081.272798754,660165.767638327,-269126.01588746294,7849331.364296741,334391.3101036344,272814.22790328675,201949.22020944476,0.0,0.0,10972182.8959634,11085618.669412863,5518611.33058716,1273013.9999999995,17877244.000000022
3.0,0,2012,4289,244651063.0,308556320.0,293951540.0,308556319.99999994,8395451.999999909,296591139.31900847,1281017.3769013952,1935564.754765754,0.8282175769253152,608223.9675215333,26.911512212934195,3.9967645859037226,25928.146323228397,7.330939047953371,3.796474549141856,0.0,0.0,734529.4415654087,-320418.28289441805,873116.6109051909,-689958.1108819237,82702.54182931357,988768.7170536533,-319806.4343823325,285391.7318320818,0.0,0.0,1699784.7319029095,1809973.7201834528,6553592.279816461,6209327.999999999,14572893.999999912
3.0,0,2013,4289,244651063.0,308556320.0,308556319.99999994,305701207.0,-2855112.999999877,292794906.01088756,-3796233.3081210437,1946060.6725757904,0.886742509388547,617901.4056732748,26.80643770166651,3.846750424908639,25948.276808231323,7.338880297896927,3.7100248896118644,0.0,0.0,1618305.5626179185,-5742236.098436988,1537033.4369793076,-27853.44944976754,-1623026.561482496,-20589.99874372274,96870.53489198386,240927.91129316774,0.0,0.0,-3879793.196290512,-3888384.6985713565,1096664.6985714794,0.0,-2791719.999999877
3.0,0,2014,4289,244651063.0,308556320.0,305701207.0,305480098.0,-221109.00000005407,295270734.5988674,2475828.587979855,1979471.6415816392,0.8755863848710329,622817.909209027,26.413444032404758,3.633806426952659,26285.55047723222,7.44553066439346,3.876277225903572,0.0,0.0,4843381.441209491,405071.41493496293,914992.0370236154,-126467.37939019279,-2382929.6017153473,-856291.3020209197,118346.11021477974,-417711.6081407165,0.0,0.0,2504198.3763226285,2614938.0588855185,-2783689.05888557,0.0,-168751.00000005338
3.0,0,2015,4289,244651063.0,308556320.0,305480098.0,293875997.0,-11604101.000000002,278906848.8712431,-16363885.727624277,2031768.266734026,0.9261074408920658,628390.2445736151,25.57559513533442,2.634110899841872,27172.0242436115,7.263707467462282,3.899855960568625,0.5885249025057373,0.0,4640088.17881974,-3587190.298420131,1049317.521215077,-313610.2719660862,-12669603.519841438,-1937433.5421658314,-457547.2188340132,31873.36732024166,-3984912.482139136,0.0,-17103636.515562918,-16904449.315030247,5368748.315030253,0.0,-11535701.000000002
3.0,0,2016,4289,244651063.0,308556320.0,293875997.0,275294854.0,-18581142.999999978,267973607.49554062,-10933241.375702392,2070163.5346603047,0.9823149988138488,633203.8914855404,26.365484032150654,2.3486757765466972,27560.6967677921,7.091042686402311,4.460140486697988,1.3895032207564944,0.0,3087897.760967732,-3946161.0347587424,965091.569984426,288529.4843145995,-4121469.8614530074,-748902.7438862016,-352665.85614216607,-1355302.4817448035,-5376476.583379478,0.0,-11506909.909868129,-11276577.259856792,-7211353.740143189,0.0,-18487930.999999978
3.0,0,2017,4289,244651063.0,308556320.0,275294854.0,266796306.0,-8498547.999999994,266323687.03597355,-775716.6286626161,2092519.5821608345,0.9755344435858455,637940.4648803548,26.089239682071582,2.5615476818083565,27766.121232206624,7.052877314548911,4.761915211870551,2.2760238037469716,0.0,2432778.632903499,447532.6316666304,819160.7327754692,-50220.25411953102,2963640.6540862545,-625826.5169070066,-106698.97244457938,-657709.9337681166,-5718886.014640545,0.0,-576389.0956026072,-696177.3740444392,-7697536.625955557,0.0,-8393713.999999998
3.0,0,2018,4289,244651063.0,308556320.0,266796306.0,263469331.0,-3326975.0000000214,266947899.6127365,-277867.4099413841,2110597.338198996,0.9756925012041106,643261.4569610275,26.021072848287968,2.818343535176056,28105.315492605278,6.9794359227421445,5.12831738728231,3.2621241012143076,0.0,2581183.4857752137,802717.2861611908,861940.1385034873,-64654.25878585447,3249740.9186488152,-728197.3981824167,-144940.59911662547,-811607.3792494179,-6180921.178540285,0.0,-463573.92396884045,-510214.64667918684,-2721066.353320837,0.0,-3231281.0000000224
10.0,0,2002,100,1201007994.0000014,1032661299.0,0.0,1201007994.0000014,0.0,1142611741.4931993,0.0,253905652.00000006,0.9795634856000001,25697520.38999998,49.89003379854163,1.9740000000000002,42439.07499999996,31.709999999999997,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201007994.0000014,1201007994.0000014
10.0,0,2003,100,1201007994.0000014,1032661299.0,1201007994.0000014,1127691152.9999995,-73316841.0000019,1053161218.5408759,-89450522.95232344,232535028.99999985,1.1512130358200001,26042245.26999999,49.96290228067158,2.2467999999999995,41148.63500000003,31.36,3.5,0.0,0.0,-70055441.11554985,-52533538.61592547,6222851.934070054,103659.28852506938,18430920.031039562,7555875.8328838805,-4134148.9854205525,0.0,0.0,0.0,-94409821.63037731,-94022133.00628893,20705292.006287023,0.0,-73316841.0000019
10.0,0,2004,100,1201007994.0000014,1032661299.0,1127691152.9999995,1109237034.0000017,-18454118.999997854,1101546211.1346123,48384992.59373641,243107286.99999982,1.20597552096,26563773.749999993,49.49332722895923,2.5669,39531.590000000004,31.0,3.5,0.0,0.0,34800050.71012046,-15144775.208383746,8705308.96586744,-627015.510097258,18551272.492970645,9219741.527869502,-3992486.667091314,0.0,0.0,0.0,51512096.31125572,51809093.54174943,-70263212.54174729,0.0,-18454118.999997854
10.0,0,2005,100,1201007994.0000014,1032661299.0,1109237034.0000017,1185413968.9999993,76176934.99999762,1183111359.3567264,81565148.22211409,254087770.99999955,1.1702642382000001,27081157.49999996,49.053171170098544,3.0314999999999994,38116.91999999998,30.68,3.5,0.0,0.0,34007760.52852494,9780288.698468346,8329399.667223347,-578124.9419838054,23820927.107084066,8240399.850759993,-3491488.890618421,0.0,0.0,0.0,80109162.01945847,82134623.29326838,-5957688.293270767,0.0,76176934.99999762
10.0,0,2006,100,1201007994.0000014,1032661299.0,1185413968.9999993,1159540668.9999998,-25873299.999999523,1198222421.5052533,15111062.148526907,252268421.00000003,1.202828105,27655014.75000005,48.54784679008509,3.3499999999999996,36028.75000000002,30.18,3.7000000000000006,0.0,0.0,-5808717.251223565,-9457858.206522996,9679407.523186628,-709274.2520910718,15745208.141391886,13642603.931144984,-5824941.292136966,-1932610.134522777,0.0,0.0,15333818.45922612,15140471.787060311,-41013771.787059836,0.0,-25873299.999999523
10.0,0,2007,100,1201007994.0000014,1032661299.0,1159540668.9999998,1100711966.9999993,-58828702.00000048,1208510922.1140432,10288500.60878992,256261700.99999994,1.23098549827,27714120.0,48.55486460721378,3.4605999999999995,36660.58,30.400000000000002,3.6,0.0,0.0,12515718.049024533,-7894596.143929289,960484.9330247638,9638.150388988868,5063117.211533774,-4087002.4367010826,2515939.117938105,946371.4493786243,0.0,0.0,10029670.330658417,9956360.90996885,-68785062.90996933,0.0,-58828702.00000048
10.0,0,2008,100,1201007994.0000014,1032661299.0,1100711966.9999993,1112567173.9999998,11855207.000000477,1243749320.9520447,35238398.83800149,260943221.0000002,1.24213280256,27956797.669999957,48.22029980148967,3.9194999999999998,36716.94000000002,30.420000000000005,3.7000000000000006,0.0,0.0,13706110.12484136,-2946848.240138553,3728022.942101096,-436085.61232714454,18864244.873316117,-343367.3439794357,216903.818475586,-897625.1722334862,0.0,0.0,31891355.390055537,32095140.051408507,-20239933.05140803,0.0,11855207.000000477
10.0,0,2009,100,1201007994.0000014,1032661299.0,1112567173.9999998,1079011273.9999983,-33555900.00000143,1181404400.5481908,-62344920.40385389,261208990.99999958,1.29848948775,27734538.00000004,48.268547576046856,2.8430999999999997,35494.290000000015,30.61,3.8999999999999995,0.0,0.0,774462.9741020247,-14756661.591551159,-3438712.2280308506,63579.893825136656,-46666726.80372479,7678996.007948702,2084524.9770957327,-1813846.1769802382,0.0,0.0,-56074382.94731543,-55769205.850802675,22213305.850801244,0.0,-33555900.00000143
10.0,0,2010,100,1201007994.0000014,1032661299.0,1079011273.9999983,1055804062.9999982,-23207211.00000012,1115070738.0861697,-66333662.46202111,234440206.99999973,1.3328625246499994,27553600.74999996,50.65481174049247,3.2889999999999997,35213.00000000002,30.93,3.8999999999999995,0.0,0.0,-76871854.64784573,-8580591.33137885,-2735512.665841089,3053952.208141354,20751656.051685464,1745074.1657802593,3407073.076338064,0.0,0.0,0.0,-59230203.14312051,-60584478.61631409,37377267.61631397,0.0,-23207211.00000012
10.0,0,2011,100,1201007994.0000014,1032661299.0,1055804062.9999982,1024067732.9999994,-31736329.999998808,1120683775.8047726,5613037.718602896,228510747.99999994,1.4103132355200003,27682634.670000013,50.252698255616174,4.0656,34147.68000000002,31.299999999999997,3.8999999999999995,0.0,0.0,-18327558.57949361,-18385471.321963176,1914801.3918936735,-502727.23203945986,30935378.59381492,6608214.362241909,3855649.6780591817,0.0,0.0,0.0,6098286.8925134335,5314701.414588805,-37051031.41458762,0.0,-31736329.99999881
10.0,0,2012,100,1201007994.0000014,1032661299.0,1024067732.9999994,1032661299.000001,8593566.00000155,1105747045.3133364,-14936730.491436243,227959423.99999982,1.36910030643,27909105.42000003,47.29998592926283,4.109300000000001,33963.31,31.51,4.1,1.0,0.0,-1689582.1329953563,9543768.87691816,3241048.658758953,-3575151.7997389445,1527634.489891381,1126641.3508445735,2120889.4789171815,-1669563.3179546501,-24018053.966086075,0.0,-13392368.361444777,-13649009.70553694,22242575.70553849,0.0,8593566.00000155
10.0,0,2013,100,1201007994.0000014,1032661299.0,1032661299.000001,1031511812.0000011,-1149486.9999998808,1024129908.2562099,-81617137.05712652,232024740.99999997,1.6314814638000001,28818049.080000035,46.97832648766375,3.9420000000000006,33700.32,29.93,4.2,2.0,0.0,12553407.400954453,-56723704.08596065,12915437.292113349,-393346.5454058532,-5948820.734734816,1631664.702657761,-15949974.000810025,-842130.1886088535,-24219603.849260807,0.0,-76977070.00905544,-76222549.3898472,75073062.38984732,0.0,-1149486.9999998808
10.0,0,2014,100,1201007994.0000014,1032661299.0,1031511812.0000011,1020949725.9999985,-10562086.000002623,1001125075.6364222,-23004832.619787693,232003465.00000018,1.6276280739800004,29110612.08000001,46.79109036790771,3.7523999999999997,33580.79999999999,30.2,4.2,3.0,0.0,-64657.75600922592,813358.2778261774,4048750.4644434284,-228728.1114251896,-6978896.6224983325,744599.3821859552,2747492.021227536,0.0,-24192644.26454815,0.0,-23110726.6087978,-23170650.899941627,12608564.899939004,0.0,-10562086.000002623
10.0,0,2015,100,1201007994.0000014,1032661299.0,1020949725.9999985,997331165.9999996,-23618559.999998808,928466062.9818908,-72659012.65453136,232760765.0,1.6811518782800001,29378317.829999972,46.60978923752646,2.7030000000000003,34173.339999999975,30.169999999999998,4.1,4.0,0.0,2276870.110583174,-11013464.784214998,3631021.62715554,-219210.87793497214,-43261460.585851975,-3620512.893571936,-301704.7588575055,833258.9772556982,-23944925.541100677,0.0,-75620128.72653766,-74097833.39401089,50479273.39401208,0.0,-23618559.999998808
10.0,0,2016,100,1201007994.0000014,1032661299.0,997331165.9999996,999255570.0000013,1924404.000001669,880810369.900361,-47655693.081529856,232107588.99999964,1.68756526155,29437697.49999995,46.35834642234609,2.4255,35302.049999999996,29.879999999999995,4.5,5.0,0.0,-1913979.5091106514,-1280804.851005513,781300.4103760504,-296973.5801608627,-13390748.345961817,-6560560.94671342,-2845364.188700545,-3249297.1777191563,-23390985.767000586,0.0,-52147413.9559965,-51190355.62258058,53114759.62258225,0.0,1924404.000001669
10.0,0,2017,100,1201007994.0000014,1032661299.0,999255570.0000013,942661585.999999,-56593984.000002265,860837793.3012809,-19972576.599080086,230935446.9999999,1.7337943710600001,29668394.669999976,46.23391307239533,2.6928000000000005,35945.81999999998,30.000000000000004,4.5,6.0,0.0,-3452228.439898937,-9124513.157477643,3029790.8621501373,-147260.1468152396,13114478.545250528,-3660961.176625013,1182048.4934622531,0.0,-23436119.92916112,0.0,-22494764.949115038,-22658348.602480866,-33935635.3975214,0.0,-56593984.000002265
10.0,0,2018,100,1201007994.0000014,1032661299.0,942661585.999999,935808062.9999993,-6853522.999999762,847527110.9777149,-13310682.32356596,230662402.0000001,1.7232403280000002,29807700.83999996,46.398990716148795,2.9199999999999995,36801.50000000002,30.010000000000005,4.6,7.0,0.0,-762017.8598163093,1963252.066668055,1714136.2728316903,184327.6089221929,9817787.443603517,-4493429.986486162,92874.80817385182,-768735.8672017972,-22108788.427478246,0.0,-14360593.940783208,-14575880.621778624,7722357.621778863,0.0,-6853522.999999762
10.0,1,2002,100,2028458449.0000012,2929500931.0,0.0,2028458449.0000012,0.0,2234867687.9809656,0.0,474570591.9999994,1.7610024586000002,25697520.38999998,49.89003379854163,1.9740000000000002,42439.07499999996,31.71,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028458449.0000012,2028458449.0000012
