,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_2012,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_cleaned_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,estimated_effects,residual,PREDICT,EXP_PREDICT,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,VRM_ADJ_ratio,FARE_per_UPT_cleaned_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,JTW_HOME_PCT_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_cleaned_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,JTW_HOME_PCT_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4,DIFF,PCT_DIFF,estimated_effects2
10,"Akron, OH Metro Area-Bus",2013,0,24,5996224.0,15.60327522525226,15.242641393499586,0.7389895746257368,13.851960609453858,1.5689491957039656,10.236288773502844,8.07,3.5,0,0,0,0,0,0,0,0,0,0,,,12.353822573914147,231843.5942703392,,,5976078.000000004,,4166726.0,1.09381879764,1037121.4999999998,3.8015999999999996,27896.39999999998,1.0049904120651116,1.0221632482620449,1.0000922226997564,0.9828461707643814,1.0001108727348427,-0.46999999999999886,0.5,1.050463402535792,0.9925988837656599,1.0003651218201757,0.9941224058136507,0.9998332907693085,0.999359126972754,0.9969138023833237,5996224.000000001,0.9966402189111019,,-20145.999999997206,,5395902.000000001,0.0,,,201809.11917937346,302589.86540677666,-44378.75079114,2189.352221061057,-35243.371322447885,-999.6258900939604,-3842.8182269252698,-18505.532217857104,,,0.0,,2.0,,,3.1935976289784223
11,"Akron, OH Metro Area-Bus",2014,0,24,5996224.0,15.604068741875366,15.28114137742234,0.7434184901869276,13.85629790868444,1.5176734391762705,10.22891473073712,8.14,3.2,0,0,0,0,0,0,0,0,0,0,,,12.370045798770558,235635.53685616475,,,5980822.000000004,,4330273.0,1.1031127100800004,1041629.5799999996,3.5616000000000003,27691.44,1.0025258078917458,1.0059932043878073,1.0003131180742473,0.9673184086087068,0.9992796175519382,0.07000000000000028,-0.2999999999999998,1.025358126977821,0.997948793049727,1.0012403323351526,0.9890222851824303,1.0010839709333479,1.0000954843310836,1.0018563026478735,5976078.000000004,1.0007938316735492,,4744.0,,5395902.000000001,0.0,,,99234.54086668228,151542.14475336217,-12258.172728973903,7412.322780794314,-65603.68001155238,6477.894847419788,570.6218103336546,11093.40941529863,,,0.0,,2.0,,,3.1935976289784223
12,"Akron, OH Metro Area-Bus",2015,0,24,5996224.0,15.582682892372315,15.333203946082216,0.7063306338395245,13.85957497335196,1.2652560327428346,10.259819837774073,8.38,3.1,1,1,0,0,0,1,0,0,0,0,,,12.364106188205529,234240.0958827958,,,5854274.999999997,,4561690.000000004,1.0265414763000003,1045048.6699999993,2.5440000000000005,28560.639999999996,1.0034069816759106,0.950111738089703,1.0002365036237757,0.8336813441431528,1.0030213476063188,0.2400000000000002,-0.10000000000000009,1.0344434952447084,1.017343178536619,1.0009369963158143,0.9471107109951344,0.9954697583310275,1.0003274128087176,1.0006183850703725,5980822.000000004,0.978841202764435,,-126547.00000000652,,5395902.000000001,0.0,,,-22428.45748322344,206000.41411644724,103726.46374173836,5604.008179541371,-316321.4232446582,-27094.569039107668,1958.1977294601336,3698.451033355307,,,0.0,,2.0,,,3.1935976289784223
13,"Akron, OH Metro Area-Bus",2016,0,24,5996224.0,15.520430635412396,15.296124153518813,0.6995170649757269,13.858550171748274,1.180960030016863,10.25419371870895,8.22,4.2,2,2,0,0,0,2,0,0,0,0,,,12.31851533376941,223800.6245498307,,,5500945.000000003,,4395641.000000002,1.0127804305499999,1043978.2499999995,2.2574999999999994,28400.400000000016,0.9975817322528422,0.9903535702157501,0.999926058222878,0.9333763281545208,0.9994516356861931,-0.16000000000000014,1.1,0.9761703255134041,1.003163870108603,0.9997071631781391,0.9820167980045024,1.0008269231129063,0.9997817843319428,0.9932229351477299,5854274.999999997,0.939645814383507,,-353329.9999999944,,5395902.000000001,0.0,,,-264087.5196337958,-139505.46760501614,18522.16568004166,-1714.3472852995772,-105278.60986219185,4841.035306809705,-1277.4945301158111,-39674.80133802377,,,0.0,,2.0,,,3.1935976289784223
14,"Akron, OH Metro Area-Bus",2017,0,24,5996224.0,15.5131997950018,15.306357033073395,0.6938473612861995,13.861458037913705,1.240748222488552,10.312591365853002,7.79,4.8,3,3,0,0,0,3,0,0,0,0,,,12.3286263696582,226074.9694228737,,,5461312.000000001,,4440852.000000002,1.0014008518199997,1047018.4200000005,2.4582,30108.360000000004,1.000668985126682,0.9918948314867428,1.0002098247023963,1.0506267705527979,1.0056950013571038,-0.4300000000000006,0.5999999999999996,1.0066780775320194,1.002632019766275,1.0008313891846121,1.0129541205250168,0.9914570014349977,0.9994136533644078,0.9962977067558196,5500945.000000003,0.9927952379091226,,-39633.00000000186,,5395902.000000001,0.0,,,56461.52654760887,36735.73720937466,14478.595973191796,4573.4261781461155,71259.90453148838,-46994.56524115655,-3225.4605933277658,-20366.111510107774,,,0.0,,2.0,,,3.1935976289784223
15,"Akron, OH Metro Area-Bus",2018,0,24,5996224.0,15.506986785522134,15.305573317996483,0.6727058330354226,13.864611540491342,1.3137236682850553,10.354483550892281,7.44,5.525,4,4,0,0,0,4,0,0,0,0,,,12.343415173927458,229443.20740239244,,,5427485.999999996,,4437372.999999999,0.959532321,1050325.4100000004,2.72,31396.49999999998,0.9999487980663708,0.9695300012216139,1.000227501505903,1.058815676278091,1.004062236498383,-0.34999999999999964,0.7250000000000005,0.9994903699818729,1.0098497309430323,1.000901650842327,1.0158338742716635,0.9938641614518605,0.9995227150729799,0.9955281226219862,5461312.000000001,0.9938062502197266,,-33826.00000000466,,5395902.000000001,0.0,,,81868.48121428717,-2783.2485335577167,53792.453795953734,4924.196565010347,86473.72756632711,-33509.72869301674,-2606.6018993542675,-24422.317587075308,,,0.0,,2.0,,,3.1935976289784223
16,"Albany, GA Metro Area-Bus",2002,0,34,1017648.0,13.35081282750872,13.184765242517294,0.5159994765170277,12.267083524974819,1.0515206811342592,10.397128264325614,14.66,2.9,0,0,0,0,0,0,0,0,0,0,2.8804608013065667,-0.07305979633351292,10.543411822535665,37925.74528490273,13.423872623842234,0.0,628324.0000000003,675947.8076588346,532194.0,0.6753121004,212581.09559999983,1.862,32764.396880000004,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,628324.0000000003,628324.0000000003,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628324.0000000003,628324.0000000003,3.0,47623.80765883427,0.07579498421011173,2.8804608013065667
17,"Albany, GA Metro Area-Bus",2003,0,34,1017648.0,13.416437974065815,13.192383720861127,0.46161487315698074,12.300189420328119,1.1301432549474573,10.338840514891155,13.69,2.9,0,0,0,0,0,0,0,0,0,0,2.880460801306566,-0.07123093467217295,10.60720810743142,40424.17879960901,13.487668908737987,0.0,670941.0000000002,720476.0987788425,536264.0000000005,0.5866341301500002,219736.60749999993,2.0961,30909.16938000001,1.0005778243452728,0.8946033749352994,1.0026987584527243,1.0747703542343923,0.9943938606937788,-0.9700000000000006,0.0,1.0049676639944238,1.0255340905467014,1.009506287769874,1.0170695626381867,1.0086003252466111,0.9986777980293922,1.0,628324.0000000003,1.067826471692948,1.0658753392132936,42616.99999999988,44528.29112000787,628324.0000000003,0.0,0.9999999999999991,1.001830535048804,40436.2485813638,3121.3025116323615,16043.681908665629,5973.0287567182795,10725.215875076032,5403.790760251701,-830.7712309802004,0.0,41391.0566358535,1225.9433641463838,0.0,42616.99999999988,3.0,49535.09877884225,0.07382929166475477,2.880460801306566
18,"Albany, GA Metro Area-Bus",2004,0,34,1017648.0,13.409538821541656,13.195083959005283,0.5259254651375285,12.320606318833162,1.241413087299781,10.269739527462283,12.73,2.9,0,0,0,0,0,0,0,0,0,0,2.8804608013065676,-0.08870247881725264,10.61778049905234,40853.83687585164,13.498241300358908,0.0,666328.0000000001,728133.6729301577,537714.0000000005,0.6920240332600001,224269.0800000001,2.4605,28845.3725,1.0002046815951757,1.1393165509177121,1.0016598848852931,1.0984563964481626,0.9933163697293381,-0.9599999999999991,0.0,1.001757887169583,0.9706247115743722,1.0058520350737408,1.0242428633693956,1.010203927269173,0.998691420055037,1.0,670941.0000000002,0.9931245817441472,1.010628491582572,-4613.000000000116,7657.574151315261,628324.0000000003,0.0,1.0000000000000018,0.9826801982723764,7630.507669257139,1179.4385754471323,-19709.08539157912,3926.3702644107066,16265.530991925678,6846.233165906179,-877.9799368534398,0.0,7131.090770902486,-11744.090770902603,0.0,-4613.000000000117,3.0,61805.67293015763,0.09275562925489791,2.8804608013065676
19,"Albany, GA Metro Area-Bus",2005,0,34,1017648.0,13.390674539356821,13.191299713959879,0.5181361694660261,12.341016477692174,1.378010141532193,10.20414347445792,11.94,2.9,0,0,0,0,0,0,0,0,0,0,2.8804608013065662,-0.1525153467311649,10.66272908478142,42732.10043648181,13.543189886087987,0.0,653875.9999999997,761608.9950211989,535683.0000000005,0.67889555496,228893.49999999985,2.9669999999999996,27013.890000000007,0.9997132079600887,0.9851893544088697,1.0016565872109566,1.1100335219838278,0.9936126858106817,-0.7900000000000009,0.0,0.9975416010815251,1.0036177659736931,1.0058500976694664,1.0298426260533762,1.009683866796648,0.9989230229212717,1.0,666328.0000000001,0.9813125067534301,1.0459741436710785,-12452.000000000466,33475.32209104113,628324.0000000003,0.0,0.9999999999999987,0.9381805467878024,30290.591555925635,-1638.1000345495302,2410.6187657189903,3898.083879900225,19884.977332894043,6452.631594876802,-717.6199829148949,0.0,30633.85920406243,-43085.8592040629,0.0,-12452.00000000047,3.0,107732.99502119923,0.1647605891961156,2.8804608013065662
20,"Albany, GA Metro Area-Bus",2006,0,34,1017648.0,13.544765573160273,13.188563018118533,0.47054035705659086,12.373652745669093,1.4439734727065685,10.111050351883314,10.69,1.7,0,0,0,0,0,0,0,0,0,0,2.880460801306566,-0.06162831001228901,10.725933081865994,45520.18413015575,13.606393883172561,0.0,762810.0000000002,811299.5717958459,534219.0000000001,0.6008589950000001,236486.99999999994,3.2375,24612.499999999985,0.9997925378165391,0.9081403399062337,1.0026445364558028,1.0478685382540303,0.9908769292780302,-1.25,-1.2,0.9982215259103597,1.0223114108434816,1.0093708054031343,1.014301592726396,1.0137710685172254,0.9982964567379812,1.0074459113467236,653875.9999999997,1.1665973364980526,1.065244209429622,108934.00000000058,49690.576774646994,628324.0000000003,0.0,0.9999999999999996,1.095145287065856,41664.17542372325,-1162.9015238376203,14588.8960766924,6127.344753779831,9351.46824556496,9004.571197769288,-1113.9060539958207,4868.702727750216,42661.62268500346,66272.37731499712,0.0,108934.00000000058,3.0,48489.57179584564,0.06356703739574156,2.880460801306566
21,"Albany, GA Metro Area-Bus",2007,0,34,1017648.0,13.550783003124678,13.18999585731145,0.46720115096931203,12.366709402351724,1.4761122129390096,10.116594505276217,11.47,1.9,0,0,0,0,0,0,0,0,0,0,2.880460801306569,-0.062038288728666874,10.732360490546778,45813.709678020954,13.612821291853345,0.0,767414.0000000006,816530.9261503117,534984.9999999997,0.5955223119999999,234850.66999999998,3.3758999999999997,24749.33999999999,1.0001086425557468,0.9929034650541627,0.9994388606614325,1.022257154192868,1.0005483261580108,0.7800000000000011,0.19999999999999996,1.000932410878041,1.0015493063759044,0.9980176182086996,1.0069426730353626,0.9991857925264085,1.001064483628686,0.9987643761143895,762810.0000000002,1.0060355789777276,1.0064481167454409,4604.000000000349,5231.354354465846,628324.0000000003,0.0,1.000000000000003,0.9995901053134122,4925.20540005029,711.2523418785156,1181.8263966036714,-1512.1806542218521,5295.940418104913,-621.0856029303404,811.9987567979233,-942.5462561825403,4918.687934589759,-314.68793458940945,0.0,4604.000000000349,3.0,49116.926150311134,0.06400316667445616,2.880460801306569
22,"Albany, GA Metro Area-Bus",2008,0,34,1017648.0,13.688659658216368,13.186265446048973,0.4032634666399171,12.367182269923859,1.5812441780633186,10.08239244584384,9.97,3.2,0,0,0,0,0,0,0,0,0,0,2.8804608013065662,0.030912399697629392,10.77728645721217,47918.914914418005,13.65774725851874,0.0,880863.9999999999,854050.912606577,532992.9999999995,0.49670117054999996,234961.74999999994,3.8610000000000007,23917.14,0.9997171787388842,0.863147416917227,1.0000382371378473,1.071222203977966,0.9966192121850354,-1.5,1.3000000000000003,0.9975765312762185,1.0300862086893703,1.0001351507198788,1.022890391726055,1.0050375639341045,0.9979560964910573,0.9919956851653251,767414.0000000006,1.147834154706585,1.0459504781198679,113449.9999999993,37519.986456265324,628324.0000000003,0.0,0.9999999999999973,1.0974076190371256,35053.651215534126,-1859.803827192072,23088.577755144426,103.71655454506644,17566.40707605879,3865.8970889268608,-1568.5201674117386,-6142.6232645372065,35263.0402158803,78186.95978411901,0.0,113449.9999999993,3.0,-26813.087393422844,-0.030439531407144404,2.8804608013065662
