,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_2012,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_cleaned_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,estimated_effects,residual,PREDICT,EXP_PREDICT,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,VRM_ADJ_ratio,FARE_per_UPT_cleaned_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,JTW_HOME_PCT_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_cleaned_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,JTW_HOME_PCT_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4,DIFF,PCT_DIFF,estimated_effects2
704,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2011,1,24,4473086.0,15.278530052766689,13.551598396121525,0.620027699835245,14.78415101600537,1.6001145849732161,10.298677383668517,6.15,5.1,0,0,0,0,0,0,0,0,0,0,3.8642352245325036,-0.14620300013926446,11.56049782837345,104871.20874748376,15.424733052905955,1.7763568394002505e-15,4318980.000000003,4998922.028541313,768040.0,0.85897953456,2634359.5000000005,3.9536,29692.319999999978,1.0176950963468074,1.086332071947505,1.0013660308351624,1.1134281413111142,0.9976406467914255,-0.20999999999999996,0.0,1.165629828651831,0.9774146207426536,1.0057805043280506,1.0357146729395845,1.0035847117579286,0.9997136017015893,1.0,4321927.000000003,0.9993181282330775,1.1907277642255523,-2947.0,800714.6979239695,4486638.999999996,0.0,1.0000000000000009,0.8392499079489919,811821.8650360892,715840.0284557223,-97612.36041756535,24982.91772901855,154356.20927375983,15492.862533809206,-1237.7925386552886,0.0,824311.473856049,-827258.473856049,0.0,-2947.0,2.0,679942.0285413098,0.15743115933421997,3.8642352245325036
705,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2012,1,24,4473086.0,15.31358933225937,13.578971435265522,0.6055980675180147,14.80867371593725,1.5985387315650998,10.283823210987835,6.15,5.9,0,0,0,0,0,0,0,0,0,0,3.864235224532502,-0.13954399210982324,11.588898099836692,107892.30486063486,15.453133324369192,-1.7763568394002505e-15,4473086.000000002,5142928.025094972,789354.0000000002,0.8323477489200002,2699759.7499999995,3.9458,29254.510000000006,1.0020199122158042,0.9767274392401105,1.0016587154653203,0.999015162149689,0.9985576621028796,0.0,0.8000000000000007,1.0179639751923182,1.0067122267692923,1.007032998237556,0.9996608148923064,1.0021847369625156,1.0,0.9950666575121733,4318980.000000003,1.0356811098916872,1.0288074100238929,154105.99999999907,144005.99655365944,4486638.999999996,0.0,0.9999999999999982,1.006681228518165,123615.2954880619,77586.04957611843,28989.973172038008,30375.378728040057,-1464.9336964264878,9435.83524636582,0.0,-21307.007538073907,124418.62774499289,29687.37225500618,0.0,154105.99999999907,2.0,669842.0250949701,0.1497494179845793,3.864235224532502
706,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2013,1,24,4473086.0,15.315727401273184,13.571158691837956,0.6656159600665625,14.987369383333295,1.5711959201772325,10.27035042286235,5.98,5.2,0,0,0,0,0,0,0,0,0,0,,,11.607249522606295,109890.58002794658,,,4482659.999999997,,783211.0000000006,0.9456886188,3227986.3300000015,3.8124000000000002,28862.999999999996,0.9994246439456176,1.0991051586319047,1.012066959595695,0.9828951211203394,0.9986899047320174,-0.16999999999999993,-0.7000000000000002,0.9949311663978685,0.9725583351334273,1.0523962676355474,0.9941310523266702,1.0019813631545258,0.999768147433866,1.004336734176195,4473086.000000002,1.0021403567917082,,9573.999999995343,,4486638.999999996,0.0,,,89922.74423618046,-22673.32862202402,-122748.92693135842,234373.01121282022,-26252.307672304087,8862.807787425174,-1037.096467638094,19398.584929259698,,,0.0,,2.0,,,3.864235224532502
707,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2014,1,24,4473086.0,15.345906561758378,13.730827014920179,0.6630462856777322,15.011411800704272,1.529225190308926,10.26747281089584,5.6,5.1,1,0,1,0,0,0,0,0,0,1,,,11.710654087169722,121862.1639370045,,,4620005.000000004,,918802.0000000003,0.9406952510000002,3306535.420000002,3.6145999999999994,28780.060000000016,1.0117652682949063,0.9961394038860285,1.0016041786090701,0.9732873988983041,0.9997198136530859,-0.3800000000000008,-0.10000000000000053,1.1094392671408757,1.0011920506041232,1.0068947816396907,0.9910054251767585,1.000422864033637,0.9994818155376357,1.0006183850703725,4482659.999999997,1.0306391740618308,,137345.00000000652,,4486638.999999996,0.0,,,488854.6448371379,490579.0252417176,5343.557561078882,30906.96186497592,-40319.62077715175,1895.5556890232551,-2322.8447620619095,2772.0100195559203,,,0.0,,2.0,,,3.864235224532502
708,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2015,1,24,4473086.0,15.348205861404209,13.740575782564468,0.7137889956591301,15.035531450115817,1.2682425393437544,10.319883368856301,5.43,5.2,2,0,2,0,0,0,0,0,0,2,,,11.63562983902792,113054.01515866874,,,4630639.999999999,,927802.9999999998,1.04171266164,3387257.499999999,2.5546,30328.719999999994,1.0007099912943114,1.0765296647873253,1.001606754230166,0.8293366780647595,1.0051045236667042,-0.16999999999999993,0.10000000000000053,1.0063611386723212,0.9767494551206776,1.0069170063381665,0.9453659545756213,0.9923294851731338,0.999768147433866,0.9993819970933985,4620005.000000004,1.0023019455606639,,10634.999999995343,,4486638.999999996,0.0,,,-337846.25367288396,29388.492471817528,-107417.63359519411,31956.603867360936,-252409.56303085675,-35437.81685269602,-1071.1600148019365,-2855.176518513569,,,0.0,,2.0,,,3.864235224532502
709,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2016,1,24,4473086.0,15.381512855011438,13.769568184985543,0.5719022230487496,15.0600139873265,1.2001153739986312,10.371249608833356,4.77,6.3,3,0,3,0,0,0,0,0,0,3,,,11.697352331491224,120251.90329371452,,,4787469.999999998,,955095.9999999997,0.771633891,3471209.6699999995,2.3204999999999996,31927.349999999973,1.0021099845363004,0.8012202857241322,1.0016283120614597,0.9462822265996729,1.0049774050869673,-0.6600000000000001,1.0999999999999996,1.0190367607639248,1.0679926900007035,1.0070214394089358,0.9854409133767649,0.9924817496797222,0.9991001672352192,0.9932229351477299,4630639.999999999,1.033867888671976,,156829.99999999907,,4486638.999999996,0.0,,,297734.6653477839,88152.3858638607,314849.6700248577,32513.758184594688,-67417.8888810175,-34814.31066309097,-4166.801593904487,-31382.147587516207,,,0.0,,2.0,,,3.864235224532502
710,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2017,1,24,4473086.0,15.374729966637448,13.787595533978697,0.5278020851324283,15.084643329977368,1.2553880912720916,10.362028232498034,4.82,6.7,4,0,4,0,0,0,0,0,0,4,,,11.747411488558814,126424.88025111338,,,4755107.000000004,,972469.9999999994,0.6952023006600001,3557764.8299999996,2.5091999999999994,31634.279999999973,1.0013092167271311,0.9228886754780771,1.001635412999722,1.0460561696575044,0.9991108712370139,0.05000000000000071,0.40000000000000036,1.0117947312184852,1.0206559451081272,1.007063690649192,1.0119699354037415,1.0013557096227046,1.000068202163337,0.9975302789951658,4787469.999999998,0.9932400620787192,,-32362.999999994412,,4486638.999999996,0.0,,,241472.77285231109,56466.921866561206,98889.7175268056,33817.20707228769,57305.70664735016,6490.419147409554,326.51581091058875,-11823.7152190137,,,0.0,,2.0,,,3.864235224532502
711,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2018,1,24,4473086.0,15.710946175098911,14.452142941048228,0.32826704808527885,15.105699374310966,1.3110318766193438,10.3709567227522,4.7,7.275,5,0,5,0,0,0,0,0,0,5,,,12.285133798718487,216453.1008677247,,,6655446.0,,1890104.0000000002,0.3885597350000001,3633471.5500000026,2.7100000000000004,31917.999999999996,1.0481989339933706,0.6219510254547685,1.0013958596085433,1.044323970996784,1.0008616546928684,-0.1200000000000001,0.5750000000000002,1.540717875179503,1.0969213908000957,1.006035783322198,1.0120507766817037,0.9986890989102547,0.9998363337843563,0.9964516949582927,4755107.000000004,1.3996416905024418,,1900338.9999999963,,4486638.999999996,0.0,,,3094162.169757142,2571171.353291183,460871.5838432708,28700.795525867023,57302.73255460624,-6233.474948155498,-778.2503676707555,-16872.570141957847,,,0.0,,2.0,,,3.864235224532502
712,"Chattanooga, TN-GA Metro Area-Bus",2002,0,33,2873163.0,14.817058929930075,14.509174604925764,0.5662028728066374,13.388709819850497,1.0515206811342592,10.430608372983977,7.22,2.1,0,0,0,0,0,0,0,0,0,0,2.983932709092108,0.14111019514219963,11.692016025695768,119611.90615788133,14.675948734787873,-1.7763568394002505e-15,2722493.000000002,2364195.402847517,2001033.0,0.761565448,652592.5763,1.862,33879.95625000003,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2722493.000000002,2722493.000000002,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2722493.000000002,2722493.000000002,3.0,-358297.59715248505,-0.13160643467310468,2.983932709092108
713,"Chattanooga, TN-GA Metro Area-Bus",2003,0,33,2873163.0,14.785215413676472,14.511260847494295,0.5643898438824996,13.420207453849493,1.1301432549474573,10.386261210836599,7.06,2.1,0,0,0,0,0,0,0,0,0,0,2.983932709092108,0.07484469760480561,11.726438006979558,123800.90254168822,14.710370716071663,-3.552713678800501e-15,2637165.000000001,2446992.573322293,2005211.9999999986,0.7583745723400002,673474.8750000002,2.0961,32410.26125000003,1.0001437878187656,0.9967979164161589,1.002352551845757,1.0747703542343923,0.9957483628412087,-0.16000000000000014,0.0,1.0013578974946828,1.0008409015291941,1.0090423974218556,1.0170695626381867,1.0065366934375461,0.9997817843319428,1.0,2722493.000000002,0.9686581379639908,1.0350212890081134,-85328.00000000093,82797.17047477607,2722493.000000002,0.0,1.0,0.9358823568429885,94277.85492874603,3696.8664239915906,2289.348526920338,24617.863684220047,46471.764795524876,17796.10212686534,-594.090628776166,0.0,95345.21417556576,-180673.21417556668,0.0,-85328.00000000092,3.0,-190172.42667770805,-0.07211244904194769,2.983932709092108
714,"Chattanooga, TN-GA Metro Area-Bus",2004,0,33,2873163.0,14.750895823358118,14.525612687579764,0.5645914773051521,13.44961166101039,1.241413087299781,10.333037446268852,6.89,2.1,0,0,0,0,0,0,0,0,0,0,2.9839327090921093,-0.008661254401225879,11.775624368667234,130042.51037957083,14.759557077759347,3.552713678800501e-15,2548193.9999999986,2570360.421093098,2034197.9999999986,0.75872915517,693571.9200000002,2.4605,30730.314999999984,1.00098901399653,1.0003572591265384,1.00219103968862,1.0984563964481626,0.9948755607540262,-0.16999999999999993,0.0,1.0093787233176372,0.9999065240048407,1.0084388842155654,1.0242428633693956,1.007850212290654,0.999768147433866,1.0,2637165.000000001,0.9662626343061574,1.0504161104188836,-88971.00000000233,123367.847770805,2722493.000000002,0.0,1.0000000000000013,0.9198856114902344,130764.76174799024,24733.24087795679,-246.51162277426974,22254.73009234148,63932.43077755225,20702.305095482774,-611.4334725687846,0.0,132955.60183281524,-221926.60183281757,0.0,-88971.00000000233,3.0,22166.421093099285,0.00869887500445386,2.9839327090921093
715,"Chattanooga, TN-GA Metro Area-Bus",2005,0,33,2873163.0,14.83009755231147,14.5386892445577,0.5455721105316623,13.481591970005102,1.378010141532193,10.279894876205699,6.78,2.1,0,0,0,0,0,0,0,0,0,0,2.9839327090921066,0.007013986659608288,11.839150856559755,138571.76650380716,14.823083565651862,0.0,2758222.999999998,2738944.542118189,2060972.9999999988,0.7255953312900001,716111.0800000002,2.9669999999999996,29139.81000000001,1.0009002413364028,0.966313046622186,1.0023777867942032,1.1100335219838278,0.9948570233738635,-0.10999999999999943,0.0,1.008541795255081,1.0088566619351607,1.0091815988386452,1.0298426260533762,1.0078381897363515,0.999849971612499,1.0,2548193.9999999986,1.0824226883824386,1.065587736117333,210028.99999999953,168584.12102509104,2722493.000000002,0.0,0.9999999999999973,1.0157987421110835,163366.866566103,21766.151418225938,22568.49280320477,23396.49507104271,76044.80065345681,19973.228057032542,-382.30143685972297,0.0,167130.27564777096,42898.72435222857,0.0,210028.99999999953,3.0,-19278.457881809212,-0.006989448598539431,2.9839327090921066
716,"Chattanooga, TN-GA Metro Area-Bus",2006,0,33,2873163.0,14.763879633813907,14.447072718172716,0.607904442696562,13.526312563750148,1.4439734727065685,10.218882063554444,6.48,2.4,0,0,0,0,0,0,0,0,0,0,2.983932709092108,-0.004395809270987747,11.784342733992787,131181.2339022697,14.768275443084896,0.0,2581494.9999999986,2592867.7419389607,1880545.000000001,0.8365787075,748862.9199999999,3.2375,27414.999999999985,0.9936984328611825,1.1142513170333368,1.0033171597126322,1.0478685382540303,0.9940648407998337,-0.2999999999999998,0.2999999999999998,0.9421497118959676,0.9715153300897205,1.0128627938962922,1.014301592726396,1.0090042117454059,0.9995908846844522,0.9981471368269408,2758222.999999998,0.9359268630563955,0.9466667550463588,-176727.99999999953,-146076.8001792282,2722493.000000002,0.0,1.0000000000000013,0.9886550489344532,-144609.04809525056,-159563.99520516835,-78567.0716939409,35478.45396901271,39446.98199457836,24835.623933048646,-1128.4312729961161,-5110.609819784907,-147104.98289576705,-29623.01710423248,0.0,-176727.99999999953,3.0,11372.741938962135,0.004405486719502514,2.983932709092108
717,"Chattanooga, TN-GA Metro Area-Bus",2007,0,33,2873163.0,14.813655156373118,14.575616141883641,0.6062117032244093,13.556110745164796,1.4761122129390096,10.182019262824449,6.98,3.1,0,0,0,0,0,0,0,0,0,0,2.9839327090921093,-0.056220123761685586,11.885942571042696,145209.91795051753,14.869875280134801,-1.7763568394002505e-15,2713242.0000000014,2870150.231169454,2138501.0000000005,0.83347248798,771513.4999999994,3.3758999999999997,26422.770000000015,1.0088975411295074,0.9972154513879781,1.0022029789178837,1.022257154192868,0.9963926777409962,0.5,0.7000000000000002,1.0872046185088935,1.0007850881450435,1.008552435319188,1.0069426730353626,1.0054305223030808,1.000682230990522,0.9956819918772042,2581494.9999999986,1.0510351559851958,1.1069404677861199,131747.0000000028,277282.4892304931,2722493.000000002,0.0,1.0000000000000013,0.9494956648199209,271778.6582050475,225118.28665761588,2026.701120989126,22078.069014307017,17922.475727423254,14018.866172791642,1761.1758908773122,-11146.916378956772,276066.28288752935,-144319.28288752655,0.0,131747.0000000028,3.0,156908.23116945243,0.057830533055824855,2.9839327090921093
718,"Chattanooga, TN-GA Metro Area-Bus",2008,0,33,2873163.0,14.812393508041858,14.540263957939164,0.6136895998841302,13.551359018271524,1.5812441780633186,10.207654253810142,6.65,2.5,0,0,0,0,0,0,0,0,0,0,2.98393270909211,-0.05178753827207613,11.880248337221825,144385.4027493955,14.864181046313936,1.7763568394002505e-15,2709821.000000002,2853853.362084014,2064221.0000000012,0.8472343967099998,767856.1700000004,3.8610000000000007,27108.899999999994,0.9975745667558512,1.012335454132519,0.9996494771263973,1.071222203977966,1.0025176726073668,-0.33000000000000007,-0.6000000000000001,0.9772678708870582,0.996539134433979,0.9986429179596643,1.022890391726055,0.9962408270816383,0.9995499823596713,1.0037160511552674,2713242.0000000014,0.9987391467476917,0.994321945622059,-3420.9999999995343,-16296.869085439947,2722493.000000002,0.0,1.0000000000000009,1.0044424239278726,-13980.859571660005,-61677.76745865635,-9390.16581008192,-3682.0919892844868,62107.17222758496,-10199.545847361534,-1221.0067624807334,10082.546068620059,-15405.935616513401,11984.935616513867,0.0,-3420.9999999995343,3.0,144032.362084012,0.053151983870525735,2.98393270909211
719,"Chattanooga, TN-GA Metro Area-Bus",2009,0,33,2873163.0,14.760011221598033,14.5481812904326,0.6085920104411874,13.538413598347292,1.3247380554207848,10.181861437916284,6.84,2.8,0,0,0,0,0,0,0,0,0,0,2.9839327090921084,-0.054957741268214316,11.831036253774139,137451.85351646334,14.814968962866248,0.0,2571528.0000000005,2716809.018944083,2080629.0,0.837841914,757980.0000000003,2.7612,26418.59999999999,1.00054451091922,0.9916935378342646,0.9990447142676407,0.8377820919747523,0.9974731887216663,0.1899999999999995,0.2999999999999998,1.0051630354342256,1.002366115924804,0.9963071429432372,0.9462774304908765,1.0037966327971177,1.0002591929678597,0.9981471368269408,2709821.000000002,0.9489660018134034,0.9519791924277935,-138293.0000000014,-137044.3431399311,2722493.000000002,0.0,0.9999999999999982,0.9968348167913973,-129213.24187352511,13990.901843408612,6411.750621468491,-10006.981602414064,-145578.54702978255,10288.195282918363,702.3665473585419,-5020.927536482502,-130127.79279612428,-8165.207203877115,0.0,-138293.0000000014,3.0,145281.01894408232,0.05649598952221492,2.9839327090921084
720,"Chattanooga, TN-GA Metro Area-Bus",2010,0,33,2873163.0,14.800064241665496,14.552217103026317,0.6112322008388482,13.548616574793886,1.4371062896694937,10.152232571599392,7.28,3.7,0,0,0,0,0,0,0,0,0,0,2.983932709092107,-0.042801241433750366,11.858932774007137,141340.2946467316,14.842865483099247,1.7763568394002505e-15,2676616.0000000005,2793665.5959486663,2089042.999999999,0.8427005776499998,765753.2499999995,3.2085,25647.29999999998,1.0002774101114873,1.0043381943114023,1.000753631610711,1.0848229835241026,0.9970900344207634,0.4400000000000004,0.9000000000000004,1.0026285039066007,0.9987767158377044,1.0029201805769141,1.0244850834766495,1.0043625190432255,1.0006003387027305,0.9944517034255684,2571528.0000000005,1.0408659754045066,1.028289282194173,105088.0,76856.57700458355,2722493.000000002,0.0,0.9999999999999987,1.012230690406335,72581.49344005364,6759.271393933197,-3145.70947529957,7509.3261185908195,62964.07774254145,11218.339870187554,1543.7877835550623,-14267.599993454858,72746.68126221713,32341.318737782873,0.0,105088.0,3.0,117049.59594866587,0.0437304402083324,2.983932709092107
721,"Chattanooga, TN-GA Metro Area-Bus",2011,0,33,2873163.0,14.821516574639007,14.51688232370882,0.6048662730245955,13.553295757326508,1.6001145849732161,10.1128485594377,7.68,3.2,0,0,0,0,0,0,0,0,0,0,2.9839327090921066,-0.04716886012686275,11.884752725673764,145037.2421613916,14.86868543476587,0.0,2734655.9999999995,2866737.225895834,2016515.9999999984,0.83100733744,769344.7499999994,3.9536,24656.799999999985,0.9975718628256207,0.989585090894236,1.0003453623849188,1.1134281413111142,0.9961206550496224,0.39999999999999947,-0.5,0.9772789342786949,1.002955701807846,1.001338165685773,1.0357146729395845,1.0058030156147462,1.0005457475674449,1.003095751718251,2676616.0000000005,1.0216840966354528,1.0261561834935202,58039.99999999907,73071.62994716782,2722493.000000002,0.0,0.9999999999999996,0.9956419054823775,71551.27110822461,-60815.568046696666,7911.2787501098,3581.755685190826,95594.46502485899,15532.444442679425,1460.7566709839762,8286.138581098254,70010.05923769214,-11970.059237693073,0.0,58039.99999999907,3.0,132081.22589583462,0.04829902770068142,2.9839327090921066
722,"Chattanooga, TN-GA Metro Area-Bus",2012,0,33,2873163.0,14.870924419520549,14.461523677259033,0.6198619005652843,13.567930220708265,1.5985387315650998,10.098336562094609,7.16,3.7,0,0,0,0,0,0,0,0,0,0,2.9839327090921066,0.04302368912818581,11.843968021300256,139240.90472918612,14.827900730392361,-1.7763568394002505e-15,2873163.0000000005,2752170.323819037,1907917.9999999986,0.8586713426600001,780686.4999999997,3.9458,24301.549999999985,0.9961866022458984,1.0247916410774636,1.0010797715658086,0.999015162149689,0.9985649941005448,-0.5199999999999996,0.5,0.964633060240089,0.9930719064761493,1.0041911654170308,0.9996608148923064,1.0021343564847063,0.999290973166581,0.9969138023833237,2734655.9999999995,1.0506487836130032,0.9600357852676937,138507.00000000093,-114566.9020767971,2722493.000000002,0.0,1.0,1.0943849864331068,-109670.42802158666,-96716.41401607919,-18945.95252355948,11461.395654675765,-927.554589864938,5836.730767040934,-1938.9444841702739,-8439.688829629484,-109288.37960298972,247795.37960299064,0.0,138507.00000000093,3.0,-120992.6761809634,-0.04211131640667912,2.9839327090921066
723,"Chattanooga, TN-GA Metro Area-Bus",2013,0,33,2873163.0,14.778785252378766,14.462818491114046,0.6479672760244455,13.564034826674737,1.5711959201772325,10.109234252353488,6.77,4.4,0,0,0,0,0,0,0,0,0,0,,,11.818320236903382,135715.06662066674,,,2620262.000000002,,1910389.9999999986,0.9116510180400001,777651.3299999998,3.8124000000000002,24567.83999999998,1.000089535092146,1.0453413501193256,0.9997128969584778,0.9828951211203394,1.0010791569672757,-0.39000000000000057,0.7000000000000002,1.0008425539506827,0.9870544385460894,0.998887348498371,0.9941310523266702,0.998400207901424,0.9994681827310957,0.9956819918772042,2873163.0000000005,0.9119781926747634,,-252900.9999999986,,2722493.000000002,0.0,,,-73363.98811453291,2420.794836605265,-37194.70818360206,-3196.8291263748274,-16862.443303947253,-4596.463465320829,-1527.9976997768215,-12406.34117211639,,,0.0,,3.0,,,2.9839327090921066
724,"Chattanooga, TN-GA Metro Area-Bus",2014,0,33,2873163.0,14.778349705070049,14.527287619598761,0.583526038990073,13.56280902953318,1.529225190308926,10.116447425773824,6.68,3.9,0,0,0,0,0,0,0,0,0,0,,,11.882652380010054,144732.9314091513,,,2619120.999999998,,2037608.0000000014,0.7923471878199999,776698.6699999997,3.6145999999999994,24745.700000000004,1.0044575770984283,0.9005486242611713,0.9999096288709649,0.9732873988983041,1.0007135232244377,-0.08999999999999986,-0.5000000000000004,1.0428249447303894,1.030326715331586,0.99964973880916,0.9910054251767585,0.9989408121698895,0.9998772478268494,1.003095751718251,2620262.000000002,0.9995645473620562,,-1141.0000000037253,,2722493.000000002,0.0,,,172205.2845053258,112212.5753291398,79463.93976817236,-917.7760884328762,-23568.142615496457,-2775.349622100994,-321.6428547239605,8111.6805887679375,,,0.0,,3.0,,,2.9839327090921066
725,"Chattanooga, TN-GA Metro Area-Bus",2015,0,33,2873163.0,14.766771057434942,14.61371975963698,0.5956910766546069,13.57426827065628,1.2682425393437544,10.159867020706976,6.68,4.4,1,1,0,0,0,0,1,0,0,0,,,11.870853101298469,143035.21104805009,,,2588970.0000000014,,2221557.9999999986,0.81428432136,785650.2500000005,2.5546,25843.860000000015,1.0059496405868371,1.0208474632693139,1.0008449017528853,0.8293366780647595,1.0042919804854153,0.0,0.5000000000000004,1.0578292733179369,0.9943759753041612,1.0032803235689594,0.9453659545756213,0.993641158500146,1.0,0.9969138023833237,2619120.999999998,0.9884881225418769,,-30150.99999999674,,2722493.000000002,0.0,,,-22507.44865925543,151461.864161748,-14730.001185389952,8591.564346256384,-143093.17568594398,-16654.575307939085,0.0,-8083.124987986785,,,0.0,,3.0,,,2.9839327090921066
726,"Chattanooga, TN-GA Metro Area-Bus",2016,0,33,2873163.0,14.722979290180131,14.66038863589507,0.6138051424268323,13.590563406140069,1.2001153739986312,10.179889366422794,6.04,4.2,2,2,0,0,0,0,2,0,0,0,,,11.880223140535598,144381.76473634306,,,2478040.999999998,,2327693.000000001,0.8474478432000001,798557.4200000003,2.3204999999999996,26366.55000000001,1.0031934974137788,1.0304084893699494,1.0012004430116512,0.9462822265996729,1.0019707291123998,-0.6399999999999997,-0.20000000000000018,1.0308207412319734,0.9916372041176487,1.0046678738499655,0.9854409133767649,0.9970626679094091,0.9991274229946759,1.0012371525408401,2588970.0000000014,0.9571532308215224,,-110929.00000000326,,2722493.000000002,0.0,,,25874.104099807097,79793.97442734228,-21651.027655531154,12084.985361345125,-37693.03849495707,-7604.664662577082,-2259.075689473833,3202.950813658832,,,0.0,,3.0,,,2.9839327090921066
727,"Chattanooga, TN-GA Metro Area-Bus",2017,0,33,2873163.0,14.65098855243475,14.648996036513697,0.6197816605358021,13.60651057565798,1.2553880912720916,10.213455930107129,5.8,5.4,3,3,0,0,0,0,3,0,0,0,,,11.87382131936716,143460.4044353334,,,2305915.0000000014,,2301325.0,0.8585222088,811394.2500000002,2.5091999999999994,27266.640000000014,0.9992228992242759,1.0097368329065153,1.0011734001778547,1.0460561696575044,1.0032973407152195,-0.2400000000000002,1.2000000000000002,0.9926171813458317,0.9972330291752964,1.004567968861484,1.0119699354037415,0.9950805884053068,0.9996726943553428,0.9926091204869052,2478040.999999998,0.9305394866348068,,-172125.99999999674,,2722493.000000002,0.0,,,-15486.47254073599,-18294.927320593964,-6856.667149419237,11319.61412548046,29661.990697822897,-12190.503627525182,-811.0768069920127,-18314.90245950895,,,0.0,,3.0,,,2.9839327090921066
728,"Chattanooga, TN-GA Metro Area-Bus",2018,0,33,2873163.0,14.571700610485973,14.634766463686189,0.6417919658343175,13.620683836506785,1.3110318766193438,10.244636337041243,5.48,6.25,4,4,0,0,0,0,4,0,0,0,,,11.860118748606864,141508.0212721744,,,2130143.999999999,,2268809.9999999995,0.8998823549999999,822976.2499999993,2.7100000000000004,28130.25,0.9990286315326975,1.035512998689712,1.0010416528741881,1.044323970996784,1.0030528752605865,-0.3199999999999994,0.8499999999999996,0.9907872115985219,0.9898475704235342,1.004058813893901,1.0120507766817037,0.9954294957096517,0.9995636162819632,0.9947591329487593,2305915.0000000014,0.9237738598343815,,-175771.00000000233,,2722493.000000002,0.0,,,-31137.652169781853,-21243.906966794388,-23410.639646816107,9359.279840154866,27788.066711990883,-10539.19440067858,-1006.2637611767852,-12084.993946461744,,,0.0,,3.0,,,2.9839327090921066
729,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Bus",2002,0,10,348782215.0,19.640172286339162,18.284794054077345,0.7264452578449133,16.386352050424218,1.0660890969625496,10.603361200356186,11.9,3.3,0,0,0,0,0,0,0,0,0,0,4.647171681643562,0.08603829305617808,14.90696231163942,2978594.121669344,19.554133993282985,0.0,338546591.99999994,310636504.28713363,87294152.99999996,1.0677173262,13076822.861000016,1.904,40268.96563000001,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,338546591.99999994,338546591.99999994,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338546591.99999994,338546591.99999994,1.0,-27910087.712866306,-0.08244090583805466,4.647171681643562
