,CBSA,MNAME,Mode,Year,Mecha_Failures,Other_Failures,Total_Failures,MDBF_Exclude,MDBF_Notes
1676,21660,"Eugene-Springfield, OR Metro Area",Bus,2012,585,442,1027,0,
1677,21660,"Eugene-Springfield, OR Metro Area",Bus,2013,462,206,668,0,
1678,21660,"Eugene-Springfield, OR Metro Area",Bus,2014,601,240,841,0,
1679,21660,"Eugene-Springfield, OR Metro Area",Bus,2015,621,249,870,0,
1680,21660,"Eugene-Springfield, OR Metro Area",Bus,2016,602,277,879,0,
1681,21660,"Eugene-Springfield, OR Metro Area",Bus,2017,524,281,805,0,
1682,21660,"Eugene-Springfield, OR Metro Area",Bus,2018,561,325,886,0,
1683,21780,"Evansville, IN-KY Metro Area",Bus,2002,352,486,838,0,
1684,21780,"Evansville, IN-KY Metro Area",Bus,2003,384,520,904,0,
1685,21780,"Evansville, IN-KY Metro Area",Bus,2004,530,479,1009,0,
1686,21780,"Evansville, IN-KY Metro Area",Bus,2005,551,498,1049,0,
1687,21780,"Evansville, IN-KY Metro Area",Bus,2006,557,512,1069,0,
1688,21780,"Evansville, IN-KY Metro Area",Bus,2007,563,572,1135,0,
1689,21780,"Evansville, IN-KY Metro Area",Bus,2008,567,600,1167,0,
1690,21780,"Evansville, IN-KY Metro Area",Bus,2009,144,240,384,0,
1691,21780,"Evansville, IN-KY Metro Area",Bus,2010,71,62,133,0,
1692,21780,"Evansville, IN-KY Metro Area",Bus,2011,96,136,232,0,
1693,21780,"Evansville, IN-KY Metro Area",Bus,2012,203,120,323,0,
1694,21780,"Evansville, IN-KY Metro Area",Bus,2013,38,24,62,0,
1695,21780,"Evansville, IN-KY Metro Area",Bus,2014,34,19,53,0,
1696,21780,"Evansville, IN-KY Metro Area",Bus,2015,23,183,206,0,
1697,21780,"Evansville, IN-KY Metro Area",Bus,2016,25,17,42,0,
1698,21780,"Evansville, IN-KY Metro Area",Bus,2017,20,46,66,0,
1699,21780,"Evansville, IN-KY Metro Area",Bus,2018,19,32,51,0,
1717,22020,"Fargo, ND-MN Metro Area",Bus,2002,0,0,0,1,Not reported
1718,22020,"Fargo, ND-MN Metro Area",Bus,2003,0,0,0,1,Not reported
1719,22020,"Fargo, ND-MN Metro Area",Bus,2004,0,0,0,1,Not reported
1720,22020,"Fargo, ND-MN Metro Area",Bus,2005,0,0,0,1,Not reported
1721,22020,"Fargo, ND-MN Metro Area",Bus,2006,0,0,0,1,Not reported
1722,22020,"Fargo, ND-MN Metro Area",Bus,2007,0,0,0,1,Not reported
1723,22020,"Fargo, ND-MN Metro Area",Bus,2008,0,0,0,1,Not reported
1724,22020,"Fargo, ND-MN Metro Area",Bus,2009,36,9,45,1,Not reported
1725,22020,"Fargo, ND-MN Metro Area",Bus,2010,50,88,138,0,
1726,22020,"Fargo, ND-MN Metro Area",Bus,2011,57,86,143,0,
1727,22020,"Fargo, ND-MN Metro Area",Bus,2012,58,46,104,0,
1728,22020,"Fargo, ND-MN Metro Area",Bus,2013,76,40,116,0,
1729,22020,"Fargo, ND-MN Metro Area",Bus,2014,90,37,127,0,
1730,22020,"Fargo, ND-MN Metro Area",Bus,2015,58,47,105,0,
1731,22020,"Fargo, ND-MN Metro Area",Bus,2016,60,77,137,0,
1732,22020,"Fargo, ND-MN Metro Area",Bus,2017,38,40,78,0,
1733,22020,"Fargo, ND-MN Metro Area",Bus,2018,36,106,142,0,
1734,22180,"Fayetteville, NC Metro Area",Bus,2002,95,0,95,0,
1735,22180,"Fayetteville, NC Metro Area",Bus,2003,15,0,15,0,
1736,22180,"Fayetteville, NC Metro Area",Bus,2004,33,22,55,0,
1737,22180,"Fayetteville, NC Metro Area",Bus,2005,45,13,58,0,
1738,22180,"Fayetteville, NC Metro Area",Bus,2006,63,7,70,0,
1739,22180,"Fayetteville, NC Metro Area",Bus,2007,75,45,120,0,
1740,22180,"Fayetteville, NC Metro Area",Bus,2008,66,28,94,0,
1741,22180,"Fayetteville, NC Metro Area",Bus,2009,37,0,37,0,
1742,22180,"Fayetteville, NC Metro Area",Bus,2010,41,7,48,0,
1743,22180,"Fayetteville, NC Metro Area",Bus,2011,50,18,68,0,
1744,22180,"Fayetteville, NC Metro Area",Bus,2012,35,13,48,0,
1745,22180,"Fayetteville, NC Metro Area",Bus,2013,42,29,71,0,
1746,22180,"Fayetteville, NC Metro Area",Bus,2014,41,20,61,0,
1747,22180,"Fayetteville, NC Metro Area",Bus,2015,47,23,70,0,
1748,22180,"Fayetteville, NC Metro Area",Bus,2016,75,26,101,0,
1749,22180,"Fayetteville, NC Metro Area",Bus,2017,67,15,82,0,
1750,22180,"Fayetteville, NC Metro Area",Bus,2018,73,25,98,0,
1751,22380,"Flagstaff, AZ Metro Area",Bus,2002,67,527,594,0,
1752,22380,"Flagstaff, AZ Metro Area",Bus,2003,0,0,0,1,Not reported
1753,22380,"Flagstaff, AZ Metro Area",Bus,2004,55,79,134,0,
1754,22380,"Flagstaff, AZ Metro Area",Bus,2005,67,93,160,0,
1755,22380,"Flagstaff, AZ Metro Area",Bus,2006,51,125,176,0,
1756,22380,"Flagstaff, AZ Metro Area",Bus,2007,64,141,205,0,
1757,22380,"Flagstaff, AZ Metro Area",Bus,2008,164,0,164,0,
1758,22380,"Flagstaff, AZ Metro Area",Bus,2009,156,0,156,0,
1759,22380,"Flagstaff, AZ Metro Area",Bus,2010,137,0,137,0,
1760,22380,"Flagstaff, AZ Metro Area",Bus,2011,18,145,163,0,
1761,22380,"Flagstaff, AZ Metro Area",Bus,2012,57,89,146,0,
1762,22380,"Flagstaff, AZ Metro Area",Bus,2013,114,48,162,0,
1763,22380,"Flagstaff, AZ Metro Area",Bus,2014,125,95,220,0,
1764,22380,"Flagstaff, AZ Metro Area",Bus,2015,135,69,204,0,
1765,22380,"Flagstaff, AZ Metro Area",Bus,2016,95,51,146,0,
1766,22380,"Flagstaff, AZ Metro Area",Bus,2017,97,68,165,0,
1767,22380,"Flagstaff, AZ Metro Area",Bus,2018,89,93,182,0,
1768,22420,"Flint, MI Metro Area",Bus,2002,281,942,1223,0,
1769,22420,"Flint, MI Metro Area",Bus,2003,428,124,552,0,
1770,22420,"Flint, MI Metro Area",Bus,2004,628,267,895,0,
1771,22420,"Flint, MI Metro Area",Bus,2005,772,290,1062,0,
1772,22420,"Flint, MI Metro Area",Bus,2006,759,225,984,0,
1773,22420,"Flint, MI Metro Area",Bus,2007,650,268,918,0,
1774,22420,"Flint, MI Metro Area",Bus,2008,413,296,709,0,
1775,22420,"Flint, MI Metro Area",Bus,2009,559,128,687,0,
1776,22420,"Flint, MI Metro Area",Bus,2010,628,63,691,0,
1777,22420,"Flint, MI Metro Area",Bus,2011,649,164,813,0,
1778,22420,"Flint, MI Metro Area",Bus,2012,576,75,651,0,
1779,22420,"Flint, MI Metro Area",Bus,2013,642,76,718,0,
1780,22420,"Flint, MI Metro Area",Bus,2014,653,99,752,0,
1781,22420,"Flint, MI Metro Area",Bus,2015,597,80,677,0,
1782,22420,"Flint, MI Metro Area",Bus,2016,474,88,562,0,
1783,22420,"Flint, MI Metro Area",Bus,2017,419,93,512,0,
1784,22420,"Flint, MI Metro Area",Bus,2018,512,408,920,0,
1785,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2002,31,37,68,1,Inconsistent
1786,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2003,34,27,61,1,Inconsistent
1787,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2004,32,34,66,1,Inconsistent
1788,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2005,30,68,98,1,Inconsistent
1789,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2006,27,36,63,1,Inconsistent
1790,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2007,34,32,66,1,Inconsistent
1791,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2008,61,150,211,0,
1792,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2009,61,123,184,0,
1793,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2010,55,101,156,0,
1794,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2011,152,58,210,0,
1795,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2012,158,48,206,0,
1796,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2013,57,134,191,0,
1797,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2014,57,193,250,0,
1798,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2015,127,417,544,0,
1799,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2016,109,163,272,0,
1800,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2017,183,111,294,0,
1801,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2018,182,115,297,0,
1836,23060,"Fort Wayne, IN Metro Area",Bus,2002,37,100,137,0,
1837,23060,"Fort Wayne, IN Metro Area",Bus,2003,57,110,167,0,
1838,23060,"Fort Wayne, IN Metro Area",Bus,2004,0,178,178,0,
1839,23060,"Fort Wayne, IN Metro Area",Bus,2005,125,26,151,0,
1840,23060,"Fort Wayne, IN Metro Area",Bus,2006,98,40,138,0,
1841,23060,"Fort Wayne, IN Metro Area",Bus,2007,87,73,160,0,
1842,23060,"Fort Wayne, IN Metro Area",Bus,2008,58,51,109,0,
1843,23060,"Fort Wayne, IN Metro Area",Bus,2009,61,33,94,0,
1844,23060,"Fort Wayne, IN Metro Area",Bus,2010,61,19,80,0,
1845,23060,"Fort Wayne, IN Metro Area",Bus,2011,50,20,70,0,
1846,23060,"Fort Wayne, IN Metro Area",Bus,2012,54,84,138,0,
1847,23060,"Fort Wayne, IN Metro Area",Bus,2013,54,84,138,0,
1848,23060,"Fort Wayne, IN Metro Area",Bus,2014,38,37,75,0,
1849,23060,"Fort Wayne, IN Metro Area",Bus,2015,42,139,181,0,
1850,23060,"Fort Wayne, IN Metro Area",Bus,2016,18,363,381,0,
1851,23060,"Fort Wayne, IN Metro Area",Bus,2017,19,258,277,0,
1852,23060,"Fort Wayne, IN Metro Area",Bus,2018,22,309,331,0,
1870,23420,"Fresno, CA Metro Area",Bus,2002,809,426,1235,0,
1871,23420,"Fresno, CA Metro Area",Bus,2003,789,347,1136,0,
1872,23420,"Fresno, CA Metro Area",Bus,2004,870,308,1178,0,
1873,23420,"Fresno, CA Metro Area",Bus,2005,812,278,1090,0,
1874,23420,"Fresno, CA Metro Area",Bus,2006,903,290,1193,0,
1875,23420,"Fresno, CA Metro Area",Bus,2007,740,251,991,0,
1876,23420,"Fresno, CA Metro Area",Bus,2008,752,199,951,0,
1877,23420,"Fresno, CA Metro Area",Bus,2009,859,240,1099,0,
1878,23420,"Fresno, CA Metro Area",Bus,2010,833,281,1114,0,
1879,23420,"Fresno, CA Metro Area",Bus,2011,518,121,639,0,
1880,23420,"Fresno, CA Metro Area",Bus,2012,509,103,612,0,
1881,23420,"Fresno, CA Metro Area",Bus,2013,409,113,522,0,
1882,23420,"Fresno, CA Metro Area",Bus,2014,468,178,646,0,
1883,23420,"Fresno, CA Metro Area",Bus,2015,506,156,662,0,
1884,23420,"Fresno, CA Metro Area",Bus,2016,642,179,821,0,
1885,23420,"Fresno, CA Metro Area",Bus,2017,372,89,461,0,
1886,23420,"Fresno, CA Metro Area",Bus,2018,226,154,380,0,
1887,23540,"Gainesville, FL Metro Area",Bus,2002,313,213,526,0,
1888,23540,"Gainesville, FL Metro Area",Bus,2003,530,266,796,0,
1889,23540,"Gainesville, FL Metro Area",Bus,2004,543,247,790,0,
1890,23540,"Gainesville, FL Metro Area",Bus,2005,421,214,635,0,
1891,23540,"Gainesville, FL Metro Area",Bus,2006,503,301,804,0,
1892,23540,"Gainesville, FL Metro Area",Bus,2007,363,442,805,0,
1893,23540,"Gainesville, FL Metro Area",Bus,2008,352,347,699,0,
1894,23540,"Gainesville, FL Metro Area",Bus,2009,418,257,675,0,
1895,23540,"Gainesville, FL Metro Area",Bus,2010,258,255,513,0,
1896,23540,"Gainesville, FL Metro Area",Bus,2011,161,333,494,0,
1897,23540,"Gainesville, FL Metro Area",Bus,2012,130,323,453,0,
1898,23540,"Gainesville, FL Metro Area",Bus,2013,115,276,391,0,
1899,23540,"Gainesville, FL Metro Area",Bus,2014,122,267,389,0,
1900,23540,"Gainesville, FL Metro Area",Bus,2015,118,253,371,0,
1901,23540,"Gainesville, FL Metro Area",Bus,2016,102,257,359,0,
1902,23540,"Gainesville, FL Metro Area",Bus,2017,192,261,453,0,
1903,23540,"Gainesville, FL Metro Area",Bus,2018,264,620,884,0,
1904,24220,"Grand Forks, ND-MN Metro Area",Bus,2002,22,1,23,1,Inconsistent
1905,24220,"Grand Forks, ND-MN Metro Area",Bus,2003,13,3,16,1,Inconsistent
1906,24220,"Grand Forks, ND-MN Metro Area",Bus,2004,4,0,4,1,Inconsistent
1907,24220,"Grand Forks, ND-MN Metro Area",Bus,2005,2,0,2,1,Inconsistent
1908,24220,"Grand Forks, ND-MN Metro Area",Bus,2006,2,1,3,1,Inconsistent
1909,24220,"Grand Forks, ND-MN Metro Area",Bus,2007,52,102,154,0,
1910,24220,"Grand Forks, ND-MN Metro Area",Bus,2008,83,155,238,0,
1911,24220,"Grand Forks, ND-MN Metro Area",Bus,2009,70,153,223,0,
1912,24220,"Grand Forks, ND-MN Metro Area",Bus,2010,54,95,149,0,
1913,24220,"Grand Forks, ND-MN Metro Area",Bus,2011,31,51,82,0,
1914,24220,"Grand Forks, ND-MN Metro Area",Bus,2012,6,71,77,0,
1915,24220,"Grand Forks, ND-MN Metro Area",Bus,2013,10,83,93,0,
1916,24220,"Grand Forks, ND-MN Metro Area",Bus,2014,8,111,119,0,
1917,24220,"Grand Forks, ND-MN Metro Area",Bus,2015,4,143,147,0,
1918,24220,"Grand Forks, ND-MN Metro Area",Bus,2016,2,115,117,0,
1919,24220,"Grand Forks, ND-MN Metro Area",Bus,2017,5,78,83,0,
1920,24220,"Grand Forks, ND-MN Metro Area",Bus,2018,4,98,102,0,
1921,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2002,400,351,751,0,
1923,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2003,260,150,410,0,
1925,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2004,639,377,1016,0,
1927,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2005,1088,336,1424,0,
1929,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2006,1205,376,1581,0,
1931,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2007,364,961,1325,0,
1933,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2008,126,865,991,0,
1935,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2009,109,1003,1112,0,
1937,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2010,144,691,835,0,
1939,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2011,151,897,1048,0,
1941,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2012,115,1051,1166,0,
1943,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2013,390,1448,1838,0,
1945,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2014,682,1295,1977,0,
1947,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2015,197,1900,2097,0,
1949,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2016,270,669,939,0,
1951,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2017,95,523,618,0,
1953,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2018,262,313,575,0,
1955,24500,"Great Falls, MT Metro Area",Bus,2002,110,54,164,0,
1956,24500,"Great Falls, MT Metro Area",Bus,2003,132,15,147,0,
1957,24500,"Great Falls, MT Metro Area",Bus,2004,0,0,0,1,Inconsistent
1958,24500,"Great Falls, MT Metro Area",Bus,2005,0,0,0,1,Inconsistent
1959,24500,"Great Falls, MT Metro Area",Bus,2006,3,0,3,1,Inconsistent
1960,24500,"Great Falls, MT Metro Area",Bus,2007,0,74,74,0,
1961,24500,"Great Falls, MT Metro Area",Bus,2008,42,113,155,0,
1962,24500,"Great Falls, MT Metro Area",Bus,2009,145,13,158,0,
1963,24500,"Great Falls, MT Metro Area",Bus,2010,161,14,175,0,
1964,24500,"Great Falls, MT Metro Area",Bus,2011,131,18,149,0,
1965,24500,"Great Falls, MT Metro Area",Bus,2012,61,8,69,1,Inconsistent
1966,24500,"Great Falls, MT Metro Area",Bus,2013,54,11,65,1,Inconsistent
1967,24500,"Great Falls, MT Metro Area",Bus,2014,54,2,56,1,Inconsistent
1968,24500,"Great Falls, MT Metro Area",Bus,2015,47,1,48,1,Inconsistent
1969,24500,"Great Falls, MT Metro Area",Bus,2016,103,13,116,0,
1970,24500,"Great Falls, MT Metro Area",Bus,2017,120,5,125,0,
1971,24500,"Great Falls, MT Metro Area",Bus,2018,133,9,142,0,
1972,24580,"Green Bay, WI Metro Area",Bus,2002,122,181,303,0,
1973,24580,"Green Bay, WI Metro Area",Bus,2003,118,204,322,0,
1974,24580,"Green Bay, WI Metro Area",Bus,2004,86,176,262,0,
1975,24580,"Green Bay, WI Metro Area",Bus,2005,74,162,236,0,
1976,24580,"Green Bay, WI Metro Area",Bus,2006,79,183,262,0,
1977,24580,"Green Bay, WI Metro Area",Bus,2007,85,95,180,0,
1978,24580,"Green Bay, WI Metro Area",Bus,2008,103,177,280,0,
1979,24580,"Green Bay, WI Metro Area",Bus,2009,84,160,244,0,
1980,24580,"Green Bay, WI Metro Area",Bus,2010,34,89,123,0,
1981,24580,"Green Bay, WI Metro Area",Bus,2011,41,103,144,0,
1982,24580,"Green Bay, WI Metro Area",Bus,2012,37,74,111,0,
1983,24580,"Green Bay, WI Metro Area",Bus,2013,40,202,242,0,
1984,24580,"Green Bay, WI Metro Area",Bus,2014,109,199,308,0,
1985,24580,"Green Bay, WI Metro Area",Bus,2015,179,146,325,0,
1986,24580,"Green Bay, WI Metro Area",Bus,2016,64,191,255,0,
1987,24580,"Green Bay, WI Metro Area",Bus,2017,53,200,253,0,
1988,24580,"Green Bay, WI Metro Area",Bus,2018,35,119,154,0,
1989,24660,"Greensboro-High Point, NC Metro Area",Bus,2002,0,0,0,1,Not consistent
1990,24660,"Greensboro-High Point, NC Metro Area",Bus,2003,0,0,0,1,Not consistent
1991,24660,"Greensboro-High Point, NC Metro Area",Bus,2004,0,0,0,1,Not consistent
1992,24660,"Greensboro-High Point, NC Metro Area",Bus,2005,0,0,0,1,Not consistent
1993,24660,"Greensboro-High Point, NC Metro Area",Bus,2006,0,0,0,1,Not consistent
1994,24660,"Greensboro-High Point, NC Metro Area",Bus,2007,0,0,0,1,Not consistent
1995,24660,"Greensboro-High Point, NC Metro Area",Bus,2008,0,0,0,1,Not consistent
1996,24660,"Greensboro-High Point, NC Metro Area",Bus,2009,171,159,330,0,
1997,24660,"Greensboro-High Point, NC Metro Area",Bus,2010,298,349,647,0,
1998,24660,"Greensboro-High Point, NC Metro Area",Bus,2011,239,327,566,0,
1999,24660,"Greensboro-High Point, NC Metro Area",Bus,2012,231,183,414,0,
2000,24660,"Greensboro-High Point, NC Metro Area",Bus,2013,238,196,434,0,
2001,24660,"Greensboro-High Point, NC Metro Area",Bus,2014,59,206,265,0,
2002,24660,"Greensboro-High Point, NC Metro Area",Bus,2015,63,221,284,0,
2003,24660,"Greensboro-High Point, NC Metro Area",Bus,2016,86,116,202,0,
2004,24660,"Greensboro-High Point, NC Metro Area",Bus,2017,94,138,232,0,
2005,24660,"Greensboro-High Point, NC Metro Area",Bus,2018,101,153,254,0,
2006,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2002,101,80,181,0,
2008,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2003,156,191,347,0,
2010,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2004,128,145,273,0,
2012,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2005,120,199,319,0,
2014,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2006,104,77,181,0,
2016,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2007,96,84,180,0,
2018,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2008,69,109,178,0,
2020,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2009,107,154,261,0,
2022,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2010,119,310,429,0,
2024,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2011,122,313,435,0,
2026,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2012,142,398,540,0,
2028,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2013,230,458,688,0,
2030,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2014,241,374,615,0,
2032,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2015,225,356,581,0,
2034,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2016,211,137,348,0,
2036,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2017,151,210,361,0,
2038,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2018,128,242,370,0,
2040,25260,"Hanford-Corcoran, CA Metro Area",Bus,2002,0,0,0,1,Not reported
2041,25260,"Hanford-Corcoran, CA Metro Area",Bus,2003,0,0,0,1,Not reported
2042,25260,"Hanford-Corcoran, CA Metro Area",Bus,2004,0,0,0,1,Not reported
2043,25260,"Hanford-Corcoran, CA Metro Area",Bus,2005,0,0,0,1,Not reported
2044,25260,"Hanford-Corcoran, CA Metro Area",Bus,2006,0,0,0,1,Not reported
2045,25260,"Hanford-Corcoran, CA Metro Area",Bus,2007,0,0,0,1,Not reported
2046,25260,"Hanford-Corcoran, CA Metro Area",Bus,2008,0,3,3,1,Not reported
2047,25260,"Hanford-Corcoran, CA Metro Area",Bus,2009,4,7,11,0,
2048,25260,"Hanford-Corcoran, CA Metro Area",Bus,2010,7,10,17,0,
2049,25260,"Hanford-Corcoran, CA Metro Area",Bus,2011,13,23,36,0,
2050,25260,"Hanford-Corcoran, CA Metro Area",Bus,2012,9,15,24,0,
2051,25260,"Hanford-Corcoran, CA Metro Area",Bus,2013,17,17,34,0,
2052,25260,"Hanford-Corcoran, CA Metro Area",Bus,2014,24,6,30,0,
2053,25260,"Hanford-Corcoran, CA Metro Area",Bus,2015,24,12,36,0,
2054,25260,"Hanford-Corcoran, CA Metro Area",Bus,2016,43,9,52,0,
2055,25260,"Hanford-Corcoran, CA Metro Area",Bus,2017,19,15,34,0,
2056,25260,"Hanford-Corcoran, CA Metro Area",Bus,2018,77,21,98,0,
2057,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2002,137,342,479,0,
2058,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2003,258,271,529,0,
2059,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2004,240,215,455,0,
2060,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2005,290,224,514,0,
2061,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2006,280,275,555,0,
2062,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2007,286,242,528,0,
2063,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2008,344,231,575,0,
2064,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2009,354,261,615,0,
2065,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2010,389,264,653,0,
2066,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2011,459,248,707,0,
2067,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2012,457,187,644,0,
2068,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2013,244,143,387,0,
2069,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2014,159,238,397,0,
2070,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2015,120,343,463,0,
2071,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2016,242,148,390,0,
2072,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2017,236,145,381,0,
2073,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2018,314,135,449,0,
2074,25500,"Harrisonburg, VA Metro Area",Bus,2002,0,0,0,1,Not reported
2075,25500,"Harrisonburg, VA Metro Area",Bus,2003,0,0,0,1,Not reported
2076,25500,"Harrisonburg, VA Metro Area",Bus,2004,0,0,0,1,Not reported
2077,25500,"Harrisonburg, VA Metro Area",Bus,2005,36,0,36,0,
2078,25500,"Harrisonburg, VA Metro Area",Bus,2006,6,53,59,0,
2079,25500,"Harrisonburg, VA Metro Area",Bus,2007,32,71,103,0,
2080,25500,"Harrisonburg, VA Metro Area",Bus,2008,46,88,134,0,
2081,25500,"Harrisonburg, VA Metro Area",Bus,2009,96,114,210,0,
2082,25500,"Harrisonburg, VA Metro Area",Bus,2010,69,84,153,0,
2083,25500,"Harrisonburg, VA Metro Area",Bus,2011,37,55,92,0,
2084,25500,"Harrisonburg, VA Metro Area",Bus,2012,16,61,77,0,
2085,25500,"Harrisonburg, VA Metro Area",Bus,2013,17,48,65,0,
2086,25500,"Harrisonburg, VA Metro Area",Bus,2014,6,46,52,0,
2087,25500,"Harrisonburg, VA Metro Area",Bus,2015,54,29,83,0,
2088,25500,"Harrisonburg, VA Metro Area",Bus,2016,75,19,94,0,
2089,25500,"Harrisonburg, VA Metro Area",Bus,2017,75,18,93,0,
2090,25500,"Harrisonburg, VA Metro Area",Bus,2018,84,37,121,0,
2091,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2002,1900,1018,2918,0,
4811,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2002,0,0,0,1,Not reported
2092,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2003,1764,1079,2843,0,
4813,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2003,0,0,0,1,Not reported
2093,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2004,1911,1270,3181,0,
4815,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2004,0,0,0,1,Not reported
2094,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2005,2021,2142,4163,0,
4817,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2005,0,0,0,1,Not reported
2095,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2006,1876,3020,4896,0,
4819,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2006,0,0,0,1,Not reported
2096,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2007,1650,2764,4414,0,
4821,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2007,0,0,0,1,Not reported
2097,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2008,1415,2147,3562,0,
4823,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2008,0,0,0,1,Not reported
2098,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2009,1287,2188,3475,0,
4825,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2009,257,2717,2974,0,
2099,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2010,1240,2144,3384,0,
4827,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2010,415,1560,1975,0,
2100,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2011,1284,2475,3759,0,
4829,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2011,434,1733,2167,0,
2101,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2012,1557,2476,4033,0,
4831,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2012,361,2196,2557,0,
2102,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2013,942,2731,3673,0,
4833,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2013,611,1834,2445,0,
