,CBSA,MNAME,Mode,Year,Mecha_Failures,Other_Failures,Total_Failures,MDBF_Exclude,MDBF_Notes
4688,42680,"Sebastian-Vero Beach, FL Metro Area",Bus,2015,0,5,5,0,
4689,42680,"Sebastian-Vero Beach, FL Metro Area",Bus,2016,2,5,7,0,
4690,42680,"Sebastian-Vero Beach, FL Metro Area",Bus,2017,2,11,13,0,
4691,42680,"Sebastian-Vero Beach, FL Metro Area",Bus,2018,5,9,14,0,
4692,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2002,231,67,298,0,
4693,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2003,220,50,270,0,
4694,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2004,280,45,325,0,
4695,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2005,263,32,295,0,
4696,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2006,291,30,321,0,
4697,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2007,269,33,302,0,
4698,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2008,212,25,237,0,
4699,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2009,288,21,309,0,
4700,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2010,279,23,302,0,
4701,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2011,228,36,264,0,
4702,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2012,256,18,274,0,
4703,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2013,351,68,419,0,
4704,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2014,536,183,719,0,
4705,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2015,538,312,850,0,
4706,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2016,247,1217,1464,0,
4707,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2017,288,655,943,0,
4708,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2018,333,555,888,0,
4709,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2002,73,132,205,0,
4710,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2003,14,185,199,0,
4711,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2004,10,112,122,0,
4712,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2005,18,64,82,0,
4713,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2006,24,7,31,0,
4714,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2007,21,4,25,0,
4715,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2008,21,1,22,0,
4716,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2009,17,5,22,0,
4717,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2010,12,1,13,0,
4718,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2011,31,15,46,0,
4719,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2012,12,46,58,0,
4720,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2013,60,26,86,0,
4721,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2014,19,74,93,0,
4722,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2015,27,86,113,0,
4723,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2016,70,33,103,0,
4724,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2017,125,24,149,0,
4725,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2018,93,82,175,0,
4726,43620,"Sioux Falls, SD Metro Area",Bus,2002,4,50,54,0,
4727,43620,"Sioux Falls, SD Metro Area",Bus,2003,33,16,49,0,
4728,43620,"Sioux Falls, SD Metro Area",Bus,2004,27,4,31,0,
4729,43620,"Sioux Falls, SD Metro Area",Bus,2005,50,1,51,0,
4730,43620,"Sioux Falls, SD Metro Area",Bus,2006,0,0,0,1,
4731,43620,"Sioux Falls, SD Metro Area",Bus,2007,0,0,0,1,
4732,43620,"Sioux Falls, SD Metro Area",Bus,2008,190,18,208,0,
4733,43620,"Sioux Falls, SD Metro Area",Bus,2009,102,38,140,0,
4734,43620,"Sioux Falls, SD Metro Area",Bus,2010,18,37,55,0,
4735,43620,"Sioux Falls, SD Metro Area",Bus,2011,22,33,55,0,
4736,43620,"Sioux Falls, SD Metro Area",Bus,2012,15,51,66,0,
4737,43620,"Sioux Falls, SD Metro Area",Bus,2013,17,53,70,0,
4738,43620,"Sioux Falls, SD Metro Area",Bus,2014,17,47,64,0,
4739,43620,"Sioux Falls, SD Metro Area",Bus,2015,28,47,75,0,
4740,43620,"Sioux Falls, SD Metro Area",Bus,2016,29,41,70,0,
4741,43620,"Sioux Falls, SD Metro Area",Bus,2017,29,9,38,0,
4742,43620,"Sioux Falls, SD Metro Area",Bus,2018,46,15,61,0,
4744,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2002,108,57,165,0,
4746,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2003,40,26,66,0,
4748,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2004,39,7,46,0,
4750,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2005,113,23,136,0,
4752,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2006,51,16,67,0,
4754,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2007,85,24,109,0,
4756,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2008,128,16,144,0,
4758,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2009,130,24,154,0,
4760,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2010,204,26,230,0,
4762,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2011,106,6,112,0,
4764,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2012,139,8,147,0,
4766,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2013,144,9,153,0,
4768,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2014,113,9,122,0,
4770,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2015,137,13,150,0,
4772,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2016,127,26,153,0,
4774,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2017,77,21,98,0,
4776,43780,"South Bend-Mishawaka, IN-MI Metro Area",Bus,2018,86,111,197,0,
4777,44060,"Spokane, WA Metro Area",Bus,2002,951,623,1574,0,
4778,44060,"Spokane, WA Metro Area",Bus,2003,991,665,1656,0,
4779,44060,"Spokane, WA Metro Area",Bus,2004,958,517,1475,0,
4780,44060,"Spokane, WA Metro Area",Bus,2005,733,505,1238,0,
4781,44060,"Spokane, WA Metro Area",Bus,2006,731,377,1108,0,
4782,44060,"Spokane, WA Metro Area",Bus,2007,695,410,1105,0,
4783,44060,"Spokane, WA Metro Area",Bus,2008,565,367,932,0,
4784,44060,"Spokane, WA Metro Area",Bus,2009,544,347,891,0,
4785,44060,"Spokane, WA Metro Area",Bus,2010,566,223,789,0,
4786,44060,"Spokane, WA Metro Area",Bus,2011,570,197,767,0,
4787,44060,"Spokane, WA Metro Area",Bus,2012,622,224,846,0,
4788,44060,"Spokane, WA Metro Area",Bus,2013,612,179,791,0,
4789,44060,"Spokane, WA Metro Area",Bus,2014,647,258,905,0,
4790,44060,"Spokane, WA Metro Area",Bus,2015,645,199,844,0,
4791,44060,"Spokane, WA Metro Area",Bus,2016,707,145,852,0,
4792,44060,"Spokane, WA Metro Area",Bus,2017,691,317,1008,0,
4793,44060,"Spokane, WA Metro Area",Bus,2018,689,341,1030,0,
4794,44100,"Springfield, IL Metro Area",Bus,2002,283,37,320,0,
4795,44100,"Springfield, IL Metro Area",Bus,2003,314,32,346,0,
4796,44100,"Springfield, IL Metro Area",Bus,2004,64,535,599,0,
4797,44100,"Springfield, IL Metro Area",Bus,2005,56,517,573,0,
4798,44100,"Springfield, IL Metro Area",Bus,2006,19,609,628,0,
4799,44100,"Springfield, IL Metro Area",Bus,2007,25,573,598,0,
4800,44100,"Springfield, IL Metro Area",Bus,2008,202,439,641,0,
4801,44100,"Springfield, IL Metro Area",Bus,2009,161,835,996,0,
4802,44100,"Springfield, IL Metro Area",Bus,2010,209,570,779,0,
4803,44100,"Springfield, IL Metro Area",Bus,2011,185,658,843,0,
4804,44100,"Springfield, IL Metro Area",Bus,2012,120,551,671,0,
4805,44100,"Springfield, IL Metro Area",Bus,2013,134,485,619,0,
4806,44100,"Springfield, IL Metro Area",Bus,2014,102,369,471,0,
4807,44100,"Springfield, IL Metro Area",Bus,2015,125,316,441,0,
4808,44100,"Springfield, IL Metro Area",Bus,2016,109,277,386,0,
4809,44100,"Springfield, IL Metro Area",Bus,2017,106,288,394,0,
4810,44100,"Springfield, IL Metro Area",Bus,2018,92,234,326,0,
4812,44140,"Springfield, MA Metro Area",Bus,2002,0,0,0,1,
4814,44140,"Springfield, MA Metro Area",Bus,2003,0,0,0,1,
4816,44140,"Springfield, MA Metro Area",Bus,2004,0,0,0,1,
4818,44140,"Springfield, MA Metro Area",Bus,2005,0,0,0,1,
4820,44140,"Springfield, MA Metro Area",Bus,2006,0,0,0,1,
4822,44140,"Springfield, MA Metro Area",Bus,2007,0,0,0,1,
4824,44140,"Springfield, MA Metro Area",Bus,2008,0,0,0,1,
4826,44140,"Springfield, MA Metro Area",Bus,2009,257,2717,2974,0,
4828,44140,"Springfield, MA Metro Area",Bus,2010,415,1560,1975,0,
4830,44140,"Springfield, MA Metro Area",Bus,2011,434,1733,2167,0,
4832,44140,"Springfield, MA Metro Area",Bus,2012,361,2196,2557,0,
4834,44140,"Springfield, MA Metro Area",Bus,2013,611,1834,2445,0,
4836,44140,"Springfield, MA Metro Area",Bus,2014,749,2275,3024,0,
4838,44140,"Springfield, MA Metro Area",Bus,2015,1027,2672,3699,0,
4840,44140,"Springfield, MA Metro Area",Bus,2016,900,2517,3417,0,
4842,44140,"Springfield, MA Metro Area",Bus,2017,873,2501,3374,0,
4844,44140,"Springfield, MA Metro Area",Bus,2018,1073,2899,3972,0,
4845,44180,"Springfield, MO Metro Area",Bus,2002,191,294,485,0,
4846,44180,"Springfield, MO Metro Area",Bus,2003,123,430,553,0,
4847,44180,"Springfield, MO Metro Area",Bus,2004,114,254,368,0,
4848,44180,"Springfield, MO Metro Area",Bus,2005,94,244,338,0,
4849,44180,"Springfield, MO Metro Area",Bus,2006,66,456,522,0,
4850,44180,"Springfield, MO Metro Area",Bus,2007,61,396,457,0,
4851,44180,"Springfield, MO Metro Area",Bus,2008,91,429,520,0,
4852,44180,"Springfield, MO Metro Area",Bus,2009,96,405,501,0,
4853,44180,"Springfield, MO Metro Area",Bus,2010,76,466,542,0,
4854,44180,"Springfield, MO Metro Area",Bus,2011,78,454,532,0,
4855,44180,"Springfield, MO Metro Area",Bus,2012,74,405,479,0,
4856,44180,"Springfield, MO Metro Area",Bus,2013,63,483,546,0,
4857,44180,"Springfield, MO Metro Area",Bus,2014,67,440,507,0,
4858,44180,"Springfield, MO Metro Area",Bus,2015,50,350,400,0,
4859,44180,"Springfield, MO Metro Area",Bus,2016,60,412,472,0,
4860,44180,"Springfield, MO Metro Area",Bus,2017,69,306,375,0,
4861,44180,"Springfield, MO Metro Area",Bus,2018,36,286,322,0,
4913,44300,"State College, PA Metro Area",Bus,2002,173,340,513,0,
4914,44300,"State College, PA Metro Area",Bus,2003,256,379,635,0,
4915,44300,"State College, PA Metro Area",Bus,2004,224,318,542,0,
4916,44300,"State College, PA Metro Area",Bus,2005,246,309,555,0,
4917,44300,"State College, PA Metro Area",Bus,2006,368,217,585,0,
4918,44300,"State College, PA Metro Area",Bus,2007,519,215,734,0,
4919,44300,"State College, PA Metro Area",Bus,2008,346,352,698,0,
4920,44300,"State College, PA Metro Area",Bus,2009,206,344,550,0,
4921,44300,"State College, PA Metro Area",Bus,2010,369,319,688,0,
4922,44300,"State College, PA Metro Area",Bus,2011,378,347,725,0,
4923,44300,"State College, PA Metro Area",Bus,2012,41,649,690,0,
4924,44300,"State College, PA Metro Area",Bus,2013,54,425,479,0,
4925,44300,"State College, PA Metro Area",Bus,2014,77,354,431,0,
4926,44300,"State College, PA Metro Area",Bus,2015,55,388,443,0,
4927,44300,"State College, PA Metro Area",Bus,2016,63,397,460,0,
4928,44300,"State College, PA Metro Area",Bus,2017,83,307,390,0,
4929,44300,"State College, PA Metro Area",Bus,2018,81,51,132,0,
4930,44700,"Stockton, CA Metro Area",Bus,2002,8,238,246,0,
4931,44700,"Stockton, CA Metro Area",Bus,2003,192,235,427,0,
4932,44700,"Stockton, CA Metro Area",Bus,2004,131,327,458,0,
4933,44700,"Stockton, CA Metro Area",Bus,2005,324,119,443,0,
4934,44700,"Stockton, CA Metro Area",Bus,2006,401,283,684,0,
4935,44700,"Stockton, CA Metro Area",Bus,2007,389,316,705,0,
4936,44700,"Stockton, CA Metro Area",Bus,2008,329,387,716,0,
4937,44700,"Stockton, CA Metro Area",Bus,2009,492,177,669,0,
4938,44700,"Stockton, CA Metro Area",Bus,2010,437,158,595,0,
4939,44700,"Stockton, CA Metro Area",Bus,2011,308,69,377,0,
4940,44700,"Stockton, CA Metro Area",Bus,2012,437,594,1031,0,
4941,44700,"Stockton, CA Metro Area",Bus,2013,256,66,322,0,
4942,44700,"Stockton, CA Metro Area",Bus,2014,257,168,425,0,
4943,44700,"Stockton, CA Metro Area",Bus,2015,252,272,524,0,
4944,44700,"Stockton, CA Metro Area",Bus,2016,304,132,436,0,
4945,44700,"Stockton, CA Metro Area",Bus,2017,290,249,539,0,
4946,44700,"Stockton, CA Metro Area",Bus,2018,178,208,386,0,
4947,44700,"Stockton, CA Metro Area",Rail,2002,0,0,0,0,
4948,44700,"Stockton, CA Metro Area",Rail,2003,0,0,0,0,
4949,44700,"Stockton, CA Metro Area",Rail,2004,0,0,0,0,
4950,44700,"Stockton, CA Metro Area",Rail,2005,0,0,0,0,
4951,44700,"Stockton, CA Metro Area",Rail,2006,0,0,0,0,
4952,44700,"Stockton, CA Metro Area",Rail,2007,0,0,0,0,
4953,44700,"Stockton, CA Metro Area",Rail,2008,1,0,1,0,
4954,44700,"Stockton, CA Metro Area",Rail,2009,1,0,1,0,
4955,44700,"Stockton, CA Metro Area",Rail,2010,1,0,1,0,
4956,44700,"Stockton, CA Metro Area",Rail,2011,1,7,8,0,
4957,44700,"Stockton, CA Metro Area",Rail,2012,1,0,1,0,
4958,44700,"Stockton, CA Metro Area",Rail,2013,0,0,0,0,
4959,44700,"Stockton, CA Metro Area",Rail,2014,2,0,2,0,
4960,44700,"Stockton, CA Metro Area",Rail,2015,2,1,3,0,
4961,44700,"Stockton, CA Metro Area",Rail,2016,6,0,6,0,
4962,44700,"Stockton, CA Metro Area",Rail,2017,12,0,12,0,
4963,44700,"Stockton, CA Metro Area",Rail,2018,8,0,8,0,
4964,44940,"Sumter, SC Metro Area",Bus,2002,81,155,236,0,
4965,44940,"Sumter, SC Metro Area",Bus,2003,48,118,166,0,
4966,44940,"Sumter, SC Metro Area",Bus,2004,225,101,326,0,
4967,44940,"Sumter, SC Metro Area",Bus,2005,197,90,287,0,
4968,44940,"Sumter, SC Metro Area",Bus,2006,206,83,289,0,
4969,44940,"Sumter, SC Metro Area",Bus,2007,317,145,462,0,
4970,44940,"Sumter, SC Metro Area",Bus,2008,296,144,440,0,
4971,44940,"Sumter, SC Metro Area",Bus,2009,159,118,277,0,
4972,44940,"Sumter, SC Metro Area",Bus,2010,110,142,252,0,
4973,44940,"Sumter, SC Metro Area",Bus,2011,116,150,266,0,
4974,44940,"Sumter, SC Metro Area",Bus,2012,73,309,382,0,
4975,44940,"Sumter, SC Metro Area",Bus,2013,194,326,520,0,
4976,44940,"Sumter, SC Metro Area",Bus,2014,243,479,722,0,
4977,44940,"Sumter, SC Metro Area",Bus,2015,296,422,718,0,
4978,44940,"Sumter, SC Metro Area",Bus,2016,284,275,559,0,
4979,44940,"Sumter, SC Metro Area",Bus,2017,170,228,398,0,
4980,44940,"Sumter, SC Metro Area",Bus,2018,144,256,400,0,
4981,45060,"Syracuse, NY Metro Area",Bus,2002,528,345,873,0,
4982,45060,"Syracuse, NY Metro Area",Bus,2003,588,385,973,0,
4983,45060,"Syracuse, NY Metro Area",Bus,2004,751,386,1137,0,
4984,45060,"Syracuse, NY Metro Area",Bus,2005,717,476,1193,0,
4985,45060,"Syracuse, NY Metro Area",Bus,2006,362,192,554,0,
4986,45060,"Syracuse, NY Metro Area",Bus,2007,402,212,614,0,
4987,45060,"Syracuse, NY Metro Area",Bus,2008,399,189,588,0,
4988,45060,"Syracuse, NY Metro Area",Bus,2009,285,314,599,0,
4989,45060,"Syracuse, NY Metro Area",Bus,2010,276,355,631,0,
4990,45060,"Syracuse, NY Metro Area",Bus,2011,288,379,667,0,
4991,45060,"Syracuse, NY Metro Area",Bus,2012,276,395,671,0,
4992,45060,"Syracuse, NY Metro Area",Bus,2013,285,402,687,0,
4993,45060,"Syracuse, NY Metro Area",Bus,2014,183,202,385,0,
4994,45060,"Syracuse, NY Metro Area",Bus,2015,303,1072,1375,0,
4995,45060,"Syracuse, NY Metro Area",Bus,2016,490,1320,1810,0,
4996,45060,"Syracuse, NY Metro Area",Bus,2017,564,1133,1697,0,
4997,45060,"Syracuse, NY Metro Area",Bus,2018,350,1010,1360,0,
4998,45220,"Tallahassee, FL Metro Area",Bus,2002,83,10,93,0,
4999,45220,"Tallahassee, FL Metro Area",Bus,2003,79,12,91,0,
5000,45220,"Tallahassee, FL Metro Area",Bus,2004,69,78,147,0,
5001,45220,"Tallahassee, FL Metro Area",Bus,2005,76,84,160,0,
5002,45220,"Tallahassee, FL Metro Area",Bus,2006,71,68,139,0,
5003,45220,"Tallahassee, FL Metro Area",Bus,2007,68,52,120,0,
5004,45220,"Tallahassee, FL Metro Area",Bus,2008,62,52,114,0,
5005,45220,"Tallahassee, FL Metro Area",Bus,2009,48,69,117,0,
5006,45220,"Tallahassee, FL Metro Area",Bus,2010,46,66,112,0,
5007,45220,"Tallahassee, FL Metro Area",Bus,2011,45,60,105,0,
5008,45220,"Tallahassee, FL Metro Area",Bus,2012,59,89,148,0,
5009,45220,"Tallahassee, FL Metro Area",Bus,2013,42,104,146,0,
5010,45220,"Tallahassee, FL Metro Area",Bus,2014,21,132,153,0,
5011,45220,"Tallahassee, FL Metro Area",Bus,2015,12,150,162,0,
5012,45220,"Tallahassee, FL Metro Area",Bus,2016,12,158,170,0,
5013,45220,"Tallahassee, FL Metro Area",Bus,2017,42,168,210,0,
5014,45220,"Tallahassee, FL Metro Area",Bus,2018,59,166,225,0,
5015,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2002,1726,417,2143,0,
5016,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2003,1839,2328,4167,0,
5017,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2004,2874,1190,4064,0,
5018,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2005,3784,1695,5479,0,
5019,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2006,1677,2101,3778,0,
5020,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2007,2417,1102,3519,0,
5021,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2008,2175,1473,3648,0,
5022,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2009,2361,1218,3579,0,
5023,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2010,2035,1624,3659,0,
5024,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2011,2484,1084,3568,0,
5025,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2012,2493,820,3313,0,
5026,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2013,2237,1254,3491,0,
5027,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2014,3000,1184,4184,0,
5028,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2015,2490,1796,4286,0,
5029,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2016,2189,1118,3307,0,
5030,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2017,1783,1044,2827,0,
5031,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2018,1744,665,2409,0,
5032,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2002,0,0,0,0,
5033,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2003,37,3,40,0,
5034,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2004,9,3,12,0,
5035,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2005,7,4,11,0,
5036,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2006,4,34,38,0,
5037,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2007,6,57,63,0,
5038,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2008,3,47,50,0,
5039,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2009,19,15,34,0,
5040,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2010,48,27,75,0,
5041,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2011,63,18,81,0,
5042,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2012,10,7,17,0,
5043,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2013,128,12,140,0,
5044,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2014,80,49,129,0,
5045,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2015,88,23,111,0,
5046,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2016,95,21,116,0,
5047,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2017,167,74,241,0,
5048,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2018,126,15,141,0,
5049,45460,"Terre Haute, IN Metro Area",Bus,2002,20,18,38,0,
5050,45460,"Terre Haute, IN Metro Area",Bus,2003,21,10,31,0,
5051,45460,"Terre Haute, IN Metro Area",Bus,2004,11,0,11,0,
5052,45460,"Terre Haute, IN Metro Area",Bus,2005,15,10,25,0,
5053,45460,"Terre Haute, IN Metro Area",Bus,2006,28,15,43,0,
5054,45460,"Terre Haute, IN Metro Area",Bus,2007,31,22,53,0,
5055,45460,"Terre Haute, IN Metro Area",Bus,2008,46,36,82,0,
5056,45460,"Terre Haute, IN Metro Area",Bus,2009,47,54,101,0,
5057,45460,"Terre Haute, IN Metro Area",Bus,2010,59,76,135,0,
5058,45460,"Terre Haute, IN Metro Area",Bus,2011,90,57,147,0,
5059,45460,"Terre Haute, IN Metro Area",Bus,2012,34,36,70,0,
5060,45460,"Terre Haute, IN Metro Area",Bus,2013,62,43,105,0,
5061,45460,"Terre Haute, IN Metro Area",Bus,2014,72,64,136,0,
5062,45460,"Terre Haute, IN Metro Area",Bus,2015,33,27,60,0,
5063,45460,"Terre Haute, IN Metro Area",Bus,2016,24,41,65,0,
5064,45460,"Terre Haute, IN Metro Area",Bus,2017,57,40,97,0,
5065,45460,"Terre Haute, IN Metro Area",Bus,2018,39,24,63,0,
5083,45780,"Toledo, OH Metro Area",Bus,2002,966,1256,2222,0,
5084,45780,"Toledo, OH Metro Area",Bus,2003,629,990,1619,0,
5085,45780,"Toledo, OH Metro Area",Bus,2004,1402,677,2079,0,
5086,45780,"Toledo, OH Metro Area",Bus,2005,1694,825,2519,0,
5087,45780,"Toledo, OH Metro Area",Bus,2006,932,1222,2154,0,
5088,45780,"Toledo, OH Metro Area",Bus,2007,516,1400,1916,0,
5089,45780,"Toledo, OH Metro Area",Bus,2008,512,1010,1522,0,
5090,45780,"Toledo, OH Metro Area",Bus,2009,325,1250,1575,0,
5091,45780,"Toledo, OH Metro Area",Bus,2010,159,364,523,0,
5092,45780,"Toledo, OH Metro Area",Bus,2011,211,1035,1246,0,
5093,45780,"Toledo, OH Metro Area",Bus,2012,224,793,1017,0,
5094,45780,"Toledo, OH Metro Area",Bus,2013,247,826,1073,0,
5095,45780,"Toledo, OH Metro Area",Bus,2014,299,917,1216,0,
5096,45780,"Toledo, OH Metro Area",Bus,2015,206,1141,1347,0,
5097,45780,"Toledo, OH Metro Area",Bus,2016,120,1371,1491,0,
5098,45780,"Toledo, OH Metro Area",Bus,2017,120,1371,1491,0,
5099,45780,"Toledo, OH Metro Area",Bus,2018,498,801,1299,0,
5100,45820,"Topeka, KS Metro Area",Bus,2002,22,36,58,0,
5101,45820,"Topeka, KS Metro Area",Bus,2003,42,17,59,0,
5102,45820,"Topeka, KS Metro Area",Bus,2004,27,21,48,0,
5103,45820,"Topeka, KS Metro Area",Bus,2005,28,19,47,0,
5104,45820,"Topeka, KS Metro Area",Bus,2006,10,25,35,0,
5105,45820,"Topeka, KS Metro Area",Bus,2007,27,18,45,0,
5106,45820,"Topeka, KS Metro Area",Bus,2008,2,41,43,0,
5107,45820,"Topeka, KS Metro Area",Bus,2009,20,58,78,0,
5108,45820,"Topeka, KS Metro Area",Bus,2010,68,575,643,0,
5109,45820,"Topeka, KS Metro Area",Bus,2011,119,530,649,0,
5110,45820,"Topeka, KS Metro Area",Bus,2012,69,378,447,0,
5111,45820,"Topeka, KS Metro Area",Bus,2013,75,158,233,0,
5112,45820,"Topeka, KS Metro Area",Bus,2014,50,48,98,0,
5113,45820,"Topeka, KS Metro Area",Bus,2015,29,35,64,0,
5114,45820,"Topeka, KS Metro Area",Bus,2016,25,30,55,0,
5115,45820,"Topeka, KS Metro Area",Bus,2017,15,25,40,0,
5116,45820,"Topeka, KS Metro Area",Bus,2018,24,21,45,0,
5117,46060,"Tucson, AZ Metro Area",Bus,2002,4685,1620,6305,0,
5118,46060,"Tucson, AZ Metro Area",Bus,2003,4430,730,5160,0,
5119,46060,"Tucson, AZ Metro Area",Bus,2004,3850,1076,4926,0,
5120,46060,"Tucson, AZ Metro Area",Bus,2005,1152,1193,2345,0,
5121,46060,"Tucson, AZ Metro Area",Bus,2006,1331,1370,2701,0,
5122,46060,"Tucson, AZ Metro Area",Bus,2007,1167,1842,3009,0,
5123,46060,"Tucson, AZ Metro Area",Bus,2008,1134,2115,3249,0,
5124,46060,"Tucson, AZ Metro Area",Bus,2009,1197,1916,3113,0,
5125,46060,"Tucson, AZ Metro Area",Bus,2010,1272,1946,3218,0,
5126,46060,"Tucson, AZ Metro Area",Bus,2011,1339,247,1586,0,
5127,46060,"Tucson, AZ Metro Area",Bus,2012,1123,334,1457,0,
5128,46060,"Tucson, AZ Metro Area",Bus,2013,1194,352,1546,0,
5129,46060,"Tucson, AZ Metro Area",Bus,2014,1067,319,1386,0,
5130,46060,"Tucson, AZ Metro Area",Bus,2015,752,160,912,0,
5131,46060,"Tucson, AZ Metro Area",Bus,2016,905,289,1194,0,
5132,46060,"Tucson, AZ Metro Area",Bus,2017,922,317,1239,0,
5133,46060,"Tucson, AZ Metro Area",Bus,2018,1102,393,1495,0,
5134,46060,"Tucson, AZ Metro Area",Rail,2002,0,0,0,0,
5135,46060,"Tucson, AZ Metro Area",Rail,2003,0,0,0,0,
5136,46060,"Tucson, AZ Metro Area",Rail,2004,0,0,0,0,
5137,46060,"Tucson, AZ Metro Area",Rail,2005,0,0,0,0,
5138,46060,"Tucson, AZ Metro Area",Rail,2006,0,0,0,0,
5139,46060,"Tucson, AZ Metro Area",Rail,2007,0,0,0,0,
5140,46060,"Tucson, AZ Metro Area",Rail,2008,0,0,0,0,
5141,46060,"Tucson, AZ Metro Area",Rail,2009,0,0,0,0,
5142,46060,"Tucson, AZ Metro Area",Rail,2010,0,0,0,0,
