RAIL_FLAG,CLUSTER_APTA4,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,TSD_POP_EMP_PCT,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_NYC,MAINTENANCE_WMATA,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_NYC_FAC,MAINTENANCE_WMATA_FAC,YEARS_SINCE_TNC_BUS_NY_FAC,YEARS_SINCE_TNC_BUS_HI_FAC,YEARS_SINCE_TNC_BUS_MID_FAC,YEARS_SINCE_TNC_BUS_LOW_FAC,YEARS_SINCE_TNC_RAIL_NY_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
0,1.0,2012,190,2522641888.0,2541057031.0,2507911502.000001,2541057030.9999995,33145528.99999903,2547182668.6649632,-25293461.72709883,63654979.010832,1.0331937282706827,10106162.130560195,0.5556667393908061,4.140214257275543,32885.7085785359,9.958940532822863,4.987356848646763,0.0,0.0,0.0,0.5049977494070688,0.0,0.0,0.0,0.0,0.0,0.20578687227443668,0.0,-19620864.291003514,622254.6369449958,11939414.717252595,-4628331.204601983,2645491.5818458945,4894500.643101402,-5045711.743040842,-2306433.4138013655,0.0,0.0,0.0,-13645701.846068364,0.0,0.0,0.0,0.0,0.0,562061.6216903848,0.0,-24583319.297680795,-24581232.961758275,57726761.96175731,0.0,33145528.99999903
0,1.0,2013,190,2522641888.0,2541057031.0,2541057030.9999995,2538567550.000001,-2489480.9999990985,2509201360.3569508,-37981308.308013,64440490.50185641,1.0525608051525281,10218543.93976726,0.5554845763010797,3.9654549378235004,33089.926406244245,9.695200702110121,4.990027977129983,0.0,0.0,0.0,1.3142978187952767,0.0,0.0,0.0,0.0,0.0,0.20578687227443668,0.0,21673711.42861391,-13372749.521569131,11172192.251700975,-167049.2190729854,-10278487.601663703,-4831746.684378294,-11830619.735968651,-33456.95171027523,0.0,0.0,0.0,-29829680.745194063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37497886.77924222,-37444792.94062882,34955311.94062971,0.0,-2489480.9999990985
0,1.0,2014,190,2522641888.0,2541057031.0,2538567550.000001,2510923485.999999,-27644064.000002045,2470479826.071229,-38721534.28572141,64472290.6259952,1.0552857020000461,10358402.722098505,0.5549177180414916,3.757632076906906,33372.44649362026,9.64365408837213,5.143028107483799,0.0,0.0,0.0,2.1833497858733715,0.0,0.0,0.0,0.0,0.0,0.4721236239140731,0.0,3983183.539208446,-3732195.101841933,13261535.393919285,-638670.7192095928,-12814716.829629268,-7028214.206254559,-2890739.8219504603,-3665847.011209361,0.0,0.0,0.0,-31929465.089718334,0.0,0.0,0.0,0.0,0.0,6076404.724030527,0.0,-39378725.12265524,-39372766.833225235,11728702.83322319,0.0,-27644064.000002045
0,1.0,2015,190,2522641888.0,2541057031.0,2510923485.999999,2445688117.000001,-65235368.99999772,2357775877.3653946,-112703948.70583381,65239258.51204985,1.0818127292498356,10472818.645738743,0.5556199069237358,2.8576666928336514,34516.89053111851,9.510527451972603,5.284222653366168,0.0,0.0,0.0,3.1833497858733715,0.0,0.0,0.0,0.0,0.0,0.7236305595667644,0.0,22872113.434744798,-22090303.905489862,11444892.55336262,785838.4998302544,-62374708.45622556,-27145783.611499242,-5820108.534802677,-3011265.077491936,0.0,0.0,0.0,-36081762.75758384,0.0,0.0,0.0,0.0,0.0,5197291.720841222,0.0,-116223796.1343142,-114809795.82887161,49574426.828873895,0.0,-65235368.99999772
0,1.0,2016,190,2522641888.0,2541057031.0,2445688117.000001,2323506883.0000005,-122181234.00000072,2284198588.0998526,-73577289.26554283,66113243.24680118,1.104717302622811,10554924.899873944,0.5550432384951618,2.5185717610537024,35303.22951100643,9.381259123522486,5.715785148652855,0.0,0.0,0.0,4.183349785873372,0.0,0.0,0.0,0.0,0.0,0.9827746569155519,0.0,21914759.904742237,-17550107.268445298,8628144.07505635,-621747.4413887167,-26143409.528493516,-17470228.52139512,-5882461.655228771,-9464256.113550637,0.0,0.0,0.0,-35144335.90217173,0.0,0.0,0.0,0.0,0.0,5041722.109409251,0.0,-76691920.34146596,-76018357.09771407,-46162876.90228668,0.0,-122181234.00000072
0,1.0,2017,190,2522641888.0,2541057031.0,2323506883.0000005,2230802096.9999995,-92704786.00000066,2287960647.994878,3762059.8950251266,66222639.767624594,1.0654314734435388,10662889.412182815,0.5538005359420408,2.7392459466138064,36103.068578746366,9.23344619094028,5.884423667787759,0.0,0.0,0.0,5.183349785873371,0.0,0.0,0.0,0.0,0.0,0.9827746569155519,0.0,11156194.303337535,26926173.0456523,10018042.478587989,-1306860.4385338912,16854470.972432747,-17277540.382219624,-6124273.689131094,-3493287.8571215174,0.0,0.0,0.0,-33388601.678011928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3364316.754992512,2951134.1622837875,-95655920.16228445,0.0,-92704786.00000066
0,1.0,2018,190,2522641888.0,2541057031.0,2230802096.9999995,2176386603.0000005,-54415493.99999925,2228060324.623773,-59900323.37110459,66335689.74926932,1.0328058269144271,10741812.06997656,0.5547824939235894,3.04606558246051,36989.70148767346,9.096285973060793,6.1187931809606075,0.0,0.0,0.0,6.183349785873371,0.0,0.0,0.0,0.0,0.0,1.0,0.5358203458960399,8594571.75749493,22119107.564378493,7755431.436652695,980863.8581728048,20682167.63956242,-17566757.189511027,-5610876.609295882,-4694706.153971456,0.0,0.0,0.0,-32056441.572937105,0.0,0.0,0.0,0.0,0.0,242236.85178545755,-59935415.125787824,-59489817.5434565,-60067895.872304514,5652401.872305273,0.0,-54415493.99999925
0,2.0,2002,1093,692881970.0000001,791460778.0,0.0,692881970.0000001,0.0,670010774.4598391,0.0,13378352.20863712,0.9242591681285973,2412902.9857398923,0.35736541727276155,1.9468195567767472,35715.45159949252,7.815646243403477,3.298935109539652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04739470995326952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692881970.0000001,692881970.0000001
0,2.0,2003,1232,757372407.0000001,869325834.0,692881970.0000001,770883561.0000001,13511153.999999965,752716327.4973539,16230413.917730106,13026932.796544729,0.8726761567930796,2374560.06403818,0.3548065050909656,2.2027861871074212,35129.657977308365,7.603248713845739,3.3806762574596942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04335903935301408,0.0,753262.5567238873,826868.3694976382,6394429.376578479,-838477.9470025019,7071945.596934261,4547642.968799306,-463658.65133994125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17856006.566106923,17670433.47627244,-4841574.476272464,64490437.00000002,77319296.00000003
0,2.0,2004,1344,784947601.0000001,898816466.0,770883561.0000001,811791151.0,13332395.999999821,819488618.7632784,25546701.079173543,12498024.033456318,0.8578654345548248,2380930.337738726,0.3576984250748726,2.525741959821213,34149.20774718695,7.517428873038875,3.409599719765243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04183583714143996,0.0,-1308382.3017334675,4887469.589593389,8116010.168346167,-1713418.6009447158,8672184.353563983,7680304.8228491135,-495426.7570693634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25082401.658082817,25438483.362646703,-12481787.362646867,27575194.000000004,40531889.999999836
0,2.0,2005,1391,807867575.0000001,924924849.0,811791151.0,855440924.0,20729799.000000414,871511838.2364231,27054585.194789983,12247363.809401672,0.8701483600801563,2431976.7748505455,0.3513818746693334,2.985415509479262,33180.000316565,7.492289932938576,3.4123453178573233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04064891452042743,0.0,1757232.7065740288,-1725999.183401399,8412368.823035019,-1123552.4502937926,11918961.984236576,7461166.097332561,-388207.28853228636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26311970.68895071,26510103.88047897,-5780304.880478552,22919974.000000007,43649773.00000043
0,2.0,2006,1415,823614839.0000001,941394513.0,855440924.0,913931565.0000001,42743376.99999987,917726775.8825366,29131177.20581276,12189060.458303766,0.8745361144032591,2489143.4711173256,0.3498992384089256,3.267890040711128,31707.039385882163,7.526042945032465,3.573585135223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03987171969833826,0.0,3705370.09520531,-3979142.224079215,10194970.267866932,-105546.3921338077,7006175.579109651,12359186.520073013,107477.64981663339,-1419150.442298311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27869341.053560197,28226542.376985807,14516834.62301406,15747264.000000026,58490640.9999999
0,2.0,2007,1436,832303107.0000001,958899929.0,913931565.0000001,924926555.0,2306721.9999998305,926572685.6104405,186300.71366630308,12139213.002662905,0.895757297618231,2506046.0194194596,0.34780737583798604,3.4551355017601795,31993.077300879882,7.428921805166348,3.7473472551869267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,4688013.532332322,-5211040.508395746,4244948.053249863,-1546461.4916906734,4655509.775877747,-3299178.1278659203,-1433338.3074818288,-1470952.4786038785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627500.4474218815,468357.2979259022,1838364.7020739263,8688267.999999998,10994989.999999829
0,2.0,2008,1436,832303107.0000001,958899929.0,924926555.0,988529403.0000001,63602848.00000024,955277070.7995014,28704385.189061455,12290406.974323366,0.8949319157018631,2511974.2483535623,0.34768094753883916,3.86519583198288,31801.15427399655,7.60595589291727,3.801241314722138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,10230241.528816637,1793199.8067749545,1911969.585353968,-103759.29097094854,9770550.49970099,2080593.152425176,2977955.0742654447,-322887.5715620152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28337862.784804206,29099760.7204505,34503087.279549725,0.0,63602848.00000024
0,2.0,2009,1436,832303107.0000001,958899929.0,988529403.0000001,908879793.0,-79649610.00000037,900282940.5724723,-54994130.22702918,11963645.855133768,1.0103714186644657,2493193.3027503705,0.35148787587781644,2.8103374921298956,30173.234862315603,7.709680988226808,4.009220187255651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,-9584675.178067451,-36855604.384885274,-1779393.7152832088,1828694.6719241058,-28201341.129549105,16790007.180782404,1705082.1802195476,-1902627.32472605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57999857.69958504,-57032274.73643381,-22617335.26356656,0.0,-79649610.00000039
0,2.0,2010,1460,834611629.0000001,961216518.0,908879793.0,898704146.9999999,-12484167.99999988,919831322.86539,17152061.882550176,11662173.301157078,1.0147581535574084,2506860.1969974237,0.3513498825254088,3.269849533510993,29669.122375049657,7.925990832461792,4.027879329848159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934637244312827,0.0,-8512899.977713244,913434.2617722654,3183068.520541564,223400.39822232694,12300607.753349835,4828032.388405014,4279985.906910852,-7691.383661485851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17207937.867827125,17810589.7419857,-30294757.74198558,2308521.999999999,-10175645.999999883
0,2.0,2011,1460,834611629.0000001,961216518.0,898704146.9999999,936058350.9999999,37354203.999999985,943198318.3130952,23366995.447705235,11462779.635000493,0.9974284523821851,2526455.2832451183,0.3441031962358014,4.0111020093807,29100.830016762302,8.21325535454527,4.1277261650759955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052275766936384235,0.0,-8203709.291146086,4481052.6566672595,2588606.8949910603,-3056845.7815667093,17180867.516127303,5887207.413021332,4402284.383365898,-960562.1879444856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114204.0518986861,0.0,22433105.655414265,22431763.755321953,14922440.244678028,0.0,37354203.999999985
0,2.0,2012,1460,834611629.0000001,961216518.0,936058350.9999999,961216517.9999998,25158166.999999605,940659606.9380772,-2538711.375018055,11264859.97852807,0.992574394229256,2552570.2182420236,0.33060451780988964,4.025635842023475,28874.30950212684,8.25691541066462,4.125146976115281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08932640213667568,0.0,-4707976.770885226,65813.29946450642,3496418.853889457,-5546090.616304244,330019.51139802096,2958010.713493192,518535.892874458,23521.51671348422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327909.1138111306,0.0,-2533838.4855452185,-2637194.7911207024,27795361.791120313,0.0,25158166.999999605
0,2.0,2013,1460,834611629.0000001,961216518.0,961216517.9999998,943429917.9999999,-17786599.999999646,933463530.7838545,-7196076.154222599,11263611.05969423,1.02084820166258,2586254.4538100096,0.32980914648163084,3.8688140678341774,29012.009098915678,8.061410663150488,4.209983574408115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14992332918955767,0.0,4098615.9735602234,-8566018.926450081,6010905.221450931,-371054.58242549805,-3607204.9580174247,-1367582.1909041305,-3128673.40363144,-569731.4114018376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505997.2986100478,0.0,-6994746.979209214,-6903348.348262487,-10883251.651737161,0.0,-17786599.999999646
0,2.0,2014,1460,834611629.0000001,961216518.0,943429917.9999999,939315734.0,-4114183.9999997607,939808361.434902,6344830.651047286,11419119.683224887,1.0016930398073778,2619700.4193235864,0.3284601264596993,3.648912589689066,29100.59214070388,8.10393323624538,4.286909931253786,0.0,0.0,0.0,0.0,0.16161767259535742,0.0,0.0,0.0,0.0,0.27427024863560834,0.0,9229151.592310777,3852209.3095981865,4528221.624020928,-666855.5350582212,-5107280.414550687,-1051072.7440286828,675369.4015810743,-715558.0875928899,0.0,0.0,0.0,0.0,-5005271.188864704,0.0,0.0,0.0,0.0,776158.2649919626,0.0,6515072.222407744,6492039.439676347,-10606223.439676108,0.0,-4114183.9999997607
0,2.0,2015,1460,834611629.0000001,961216518.0,939315734.0,913699509.0000002,-25616225.000000145,892802901.7352884,-47005459.69961329,11782498.880544942,1.0041721746130894,2653957.930823444,0.3292756080897387,2.6811130935646244,30303.426469331953,7.89858692563221,4.435976714625912,0.0,0.0,0.0,0.0,1.0007329349109753,0.0,0.0,0.0,0.0,0.4943164397245658,0.0,18162588.328978147,-2125580.3470277614,4437044.344897917,397977.8395495476,-25738565.297052223,-11781371.487027911,-3529240.111247952,-1242689.495912124,0.0,0.0,0.0,0.0,-27070009.93972531,0.0,0.0,0.0,0.0,1692726.317617329,0.0,-46797119.84695032,-46747364.8531155,21131139.85311537,0.0,-25616225.000000145
0,2.0,2016,1460,834611629.0000001,961216518.0,913699509.0000002,871357915.0,-42341593.999999925,858877473.1505558,-33925428.58473313,12159503.951854233,1.0184609172565577,2686779.490681187,0.32603077162588595,2.375580169433513,31096.219490803018,7.7279764475579835,4.946688749888003,0.0,0.0,0.0,0.0,1.9321347378446365,0.0,0.0,0.0,0.0,0.6363086872349343,0.0,17471029.481712714,-3920314.2231532927,4133333.1092064218,-1517840.0147126568,-9208693.654160298,-7219757.58935781,-2188236.8888663384,-4129363.338019771,0.0,0.0,0.0,0.0,-29894490.347778633,0.0,0.0,0.0,0.0,1092923.720715148,0.0,-35381409.74441452,-35274554.74515349,-7067039.254846466,0.0,-42341593.999999925
0,2.0,2017,1460,834611629.0000001,961216518.0,871357915.0,831552342.0000001,-39805573.00000009,837312033.5439408,-18057663.585203454,12281198.976827214,1.0133404202490515,2723302.8340536105,0.32283668878671495,2.5871111280765544,31229.15029256711,7.447846200594936,5.1713650493599825,0.0,0.0,0.0,0.0,2.8696980053701124,0.0,0.0,0.0,0.0,0.73091161422099,0.0,5355026.850286733,3093505.3817479373,4190841.889517296,-576717.8211158451,6291764.478836785,-1405139.9554878492,-4619233.895805993,-1752808.1872605179,0.0,0.0,0.0,0.0,-28679446.858763833,0.0,0.0,0.0,0.0,788756.7260685421,0.0,-17641716.09027944,-18041521.194041908,-21555397.805958185,0.0,-39596919.00000009
0,2.0,2018,1460,834611629.0000001,961216518.0,831552342.0000001,809531783.0000001,-22020558.999999903,813974552.939817,-27728274.311195508,12605880.249967996,1.0085579264681765,2755043.820597202,0.3266516078332754,2.8661268903790953,31624.666409858393,7.199429888269627,5.46755028277949,0.0,0.0,0.0,0.0,3.8596753736341722,0.0,0.0,0.0,0.0,0.8247575867409823,0.41079761662415076,9908089.393604903,4164250.674438991,3638260.3617160777,805187.155930187,7306169.491256814,-3361908.417161321,-3756727.091630328,-2178805.1732574967,0.0,0.0,0.0,0.0,-29162698.82545007,0.0,0.0,0.0,0.0,754496.6536304741,-15180031.207196366,-27457193.706206515,-27798322.846443348,5791870.846443443,0.0,-22006451.999999903
0,3.0,2002,1590,93361892.0,126415320.0,0.0,93361892.0,0.0,89593457.80322962,0.0,2436593.4779696306,0.9032781122438395,625427.9987299526,0.24101167174693017,1.9327110653241693,34213.9259747588,6.686646296435381,3.3043487636261704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03037252072826459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93361892.0,93361892.0
0,3.0,2003,1881,107017640.0,144172399.0,93361892.0,106709732.00000003,-307907.99999998417,106607192.92294458,4446318.118003667,2233198.8911159504,0.858391245666022,606473.7860828445,0.23853130071381315,2.175428902625773,33123.494929623936,6.827657074011349,3.1964995583905607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026496902753602117,0.0,338716.43380557274,855564.2995789339,1011929.0295441713,-177416.85151351793,903532.1526508832,1100855.3098962945,255336.7095532438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4355281.677231153,4551082.704618557,-4858389.704618542,13655748.0,13348441.000000015
